actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
527,PT05M38.00S,2023-04-07T03:59:45.0Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612756,102,103,2023-04-07T03:59:51Z,5130000,False,,,0,,P. Watson shooting personal FOUL (3 PF) (Durant 2 FT),"[1631212, 201142]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,202041.0,,,,,3.0,0.0,Durant,201142.0,,,,,,,,
529,PT05M38.00S,2023-04-07T04:00:20.4Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,103,103,2023-04-07T04:00:20Z,5150000,False,,,0,,K. Durant Free Throw 1 of 2 (25 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,25.0,,,,,,,
530,PT05M38.00S,2023-04-07T04:00:38.7Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,104,103,2023-04-07T04:00:38Z,5160000,False,,,0,,K. Durant Free Throw 2 of 2 (26 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,26.0,,,,,,,
531,PT05M23.00S,2023-04-07T04:00:54.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,90.27595269382391,57.28783700980392,1610612743,104,105,2023-04-07T04:04:31Z,5170000,False,36.0,39.0,1,right,R. Jackson driving floating Jump Shot (16 PTS),[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,,,,,,,,,,,16.0,,,,,,,
532,PT04M56.00S,2023-04-07T04:01:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,11.908672798948752,40.44117647058824,1610612756,106,105,2023-04-07T04:01:24Z,5180000,False,48.0,59.0,1,left,D. Booker 7' driving floating Jump Shot (15 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.62,Made,,,,,,,,,,,15.0,,,,,,,
533,PT04M30.00S,2023-04-07T04:01:47.3Z,4,REGULAR,2pt,Jump Shot,[],202704,74.19513797634691,35.294117647058826,1610612743,106,107,2023-04-07T04:01:52Z,5190000,False,-74.0,190.0,1,right,R. Jackson 20' fadeaway Jump Shot (18 PTS),[202704],1610612743.0,DEN,fadeaway,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,20.38,Made,,,,,,,,,,,18.0,,,,,,,
534,PT04M10.00S,2023-04-07T04:02:07.8Z,4,REGULAR,3pt,Jump Shot,[],201142,4.681340341655716,94.85294117647058,1610612756,109,107,2023-04-07T04:02:12Z,5200000,False,-224.0,-8.0,1,left,K. Durant 3PT  (29 PTS) (C. Paul 2 AST),"[201142, 101108]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,22.45,Made,,,,,,,,,,,29.0,,,C. Paul,101108.0,2.0,,
536,PT03M58.00S,2023-04-07T04:02:20.6Z,4,REGULAR,3pt,Jump Shot,[],1631128,93.24901445466492,3.6764705882352944,1610612743,109,107,2023-04-07T04:02:27Z,5220000,False,-232.0,11.0,1,right,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
537,PT03M54.00S,2023-04-07T04:02:24.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612756,109,107,2023-04-07T04:02:27Z,5230000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,536.0,,,,,,,,,,,,,,,,,
539,PT03M40.00S,2023-04-07T04:02:52.0Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612756,109,107,2023-04-07T04:02:58Z,5250000,False,,,0,,P. Watson shooting personal FOUL (4 PF) (Ayton 2 FT),"[1631212, 1629028]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,4.0,0.0,Ayton,1629028.0,,,,,,,,
541,PT03M40.00S,2023-04-07T04:03:21.0Z,4,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,110,107,2023-04-07T04:03:21Z,5270000,False,,,0,,D. Ayton Free Throw 1 of 2 (15 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
542,PT03M40.00S,2023-04-07T04:03:38.1Z,4,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,111,107,2023-04-07T04:03:38Z,5280000,False,,,0,,D. Ayton Free Throw 2 of 2 (16 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
543,PT03M20.00S,2023-04-07T04:04:00.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,91.14651773981603,49.01960784313725,1610612743,111,107,2023-04-07T04:04:07Z,5290000,False,-5.0,31.0,1,right,MISS P. Watson driving bank Shot,[1631212],1610612743.0,DEN,driving bank,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,,
544,PT03M18.00S,2023-04-07T04:04:02.7Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,111,107,2023-04-07T04:04:07Z,5300000,False,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,543.0,,,5.0,3.0,2.0,,,,,,,,,,,,
545,PT03M13.00S,2023-04-07T04:04:07.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201142,26.888961892247043,82.1078431372549,1610612756,111,107,2023-04-07T04:04:15Z,5310000,False,-161.0,200.0,1,left,MISS K. Durant 25' running 3PT,[201142],1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
546,PT03M09.00S,2023-04-07T04:04:11.2Z,4,REGULAR,rebound,offensive,[],101108,,,1610612756,111,107,2023-04-07T04:04:11Z,5320000,False,,,0,,C. Paul REBOUND (Off:1 Def:5),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,545.0,,,6.0,5.0,1.0,,,,,,,,,,,,
547,PT03M08.00S,2023-04-07T04:04:12.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],101108,33.196452036793694,45.34313725490196,1610612756,114,107,2023-04-07T04:08:32Z,5330000,False,23.0,260.0,1,left,C. Paul 26' 3PT  (20 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,26.05,Made,,,,,,,,,,,20.0,,,,,,,
548,PT03M07.00S,2023-04-07T04:04:20.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,114,107,2023-04-07T04:04:20Z,5340000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M07.00S,2023-04-07T04:05:57.4Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,114,107,2023-04-07T04:07:13Z,5350000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT03M07.00S,2023-04-07T04:05:57.4Z,4,REGULAR,substitution,in,[],201145,,,1610612743,114,107,2023-04-07T04:07:13Z,5360000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT02M46.00S,2023-04-07T04:08:06.5Z,4,REGULAR,2pt,Jump Shot,[],1628971,83.31143232588698,24.532781862745097,1610612743,114,107,2023-04-07T04:09:43Z,5370000,False,-127.0,104.0,1,right,MISS B. Brown 16' pullup Shot - blocked,"[1628971, 1628470]",1610612743.0,DEN,pullup,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,16.46,Missed,,,,,,,,,,,,,,,,,Craig,1628470.0
552,PT02M46.00S,2023-04-07T04:08:06.5Z,4,REGULAR,block,,[],1628470,,,1610612743,114,107,2023-04-07T04:08:13Z,5380000,False,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
553,PT02M46.00S,2023-04-07T04:08:06.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,114,107,2023-04-07T04:08:21Z,5390000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,551.0,,,,,,,,,,,,,,,,,
555,PT02M45.00S,2023-04-07T04:08:28.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202704,95.3515111695138,16.911764705882355,1610612743,114,107,2023-04-07T04:10:29Z,5410000,False,-165.0,-9.0,1,right,MISS R. Jackson 16' fadeaway Shot,[202704],1610612743.0,DEN,fadeaway,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left,16.56,Missed,,,,,,,,,,,,,,,,,,
556,PT02M41.00S,2023-04-07T04:08:32.0Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,114,107,2023-04-07T04:08:37Z,5420000,False,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left,,,555.0,,,7.0,7.0,0.0,,,,,,,,,,,,
557,PT02M28.00S,2023-04-07T04:08:44.5Z,4,REGULAR,2pt,Jump Shot,[],101108,16.507884362680684,71.32352941176471,1610612756,116,107,2023-04-07T04:08:47Z,5430000,False,-107.0,103.0,1,left,C. Paul 14' pullup Jump Shot (22 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,14.8,Made,,,,,,,,,,,22.0,,,,,,,
558,PT02M13.00S,2023-04-07T04:08:59.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.19776609724047,54.41176470588235,1610612743,116,107,2023-04-07T04:11:33Z,5440000,False,22.0,21.0,1,right,MISS B. Brown driving Layup,[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
560,PT02M09.00S,2023-04-07T04:09:03.2Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612743,116,107,2023-04-07T04:09:08Z,5460000,False,,,0,,B. Brown REBOUND (Off:3 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,558.0,,,5.0,2.0,3.0,,,,,,,,,,,,
561,PT02M06.00S,2023-04-07T04:09:06.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,93.64323258869908,50.0,1610612743,116,109,2023-04-07T04:09:15Z,5470000,False,0.0,7.0,1,right,B. Brown driving reverse Layup (27 PTS),[1628971],1610612743.0,DEN,driving reverse,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,,,27.0,,,,,,,
562,PT01M43.00S,2023-04-07T04:09:29.8Z,4,REGULAR,3pt,Jump Shot,[],1628470,5.469776609724048,95.58823529411765,1610612756,116,109,2023-04-07T04:09:37Z,5480000,False,-228.0,-1.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
563,PT01M39.00S,2023-04-07T04:09:33.8Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,116,109,2023-04-07T04:09:37Z,5490000,False,,,0,,B. Brown REBOUND (Off:3 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,562.0,,,6.0,3.0,3.0,,,,,,,,,,,,
564,PT01M28.00S,2023-04-07T04:09:44.8Z,4,REGULAR,2pt,Jump Shot,[],202704,75.64060446780552,49.754901960784316,1610612743,116,111,2023-04-07T04:09:49Z,5500000,False,-1.0,176.0,1,right,R. Jackson 17' pullup Jump Shot (20 PTS),[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,17.65,Made,,,,,,,,,,,20.0,,,,,,,
565,PT01M09.00S,2023-04-07T04:10:07.0Z,4,REGULAR,3pt,Jump Shot,[],101108,23.209592641261498,84.31372549019608,1610612756,119,111,2023-04-07T04:12:54Z,5510000,False,-172.0,166.0,1,left,C. Paul 3PT pullup (25 PTS) (T. Craig 2 AST),"[101108, 1628470]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,23.85,Made,,,,,,,,,,,25.0,,,T. Craig,1628470.0,2.0,,
567,PT00M48.70S,2023-04-07T04:10:33.4Z,4,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612743,119,111,2023-04-07T04:10:47Z,5530000,False,,,0,,D. Ayton shooting personal FOUL (4 PF) (Brown 2 FT),"[1629028, 1628971]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,202041.0,,,,,4.0,0.0,Brown,1628971.0,,,,,,,,
569,PT00M48.70S,2023-04-07T04:10:55.5Z,4,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,119,112,2023-04-07T04:10:55Z,5550000,False,,,0,,B. Brown Free Throw 1 of 2 (28 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,28.0,,,,,,,
570,PT00M48.70S,2023-04-07T04:11:14.4Z,4,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,119,113,2023-04-07T04:11:14Z,5560000,False,,,0,,B. Brown Free Throw 2 of 2 (29 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,29.0,,,,,,,
571,PT00M39.40S,2023-04-07T04:11:29.7Z,4,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,119,113,2023-04-07T04:11:42Z,5570000,False,,,0,,D. Booker lost ball out-of-bounds TURNOVER (2 TO),[1626164],1610612756.0,PHX,lost ball,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,202041.0,2.0,,,,,,,,,,,,,,,
572,PT00M36.10S,2023-04-07T04:11:47.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612743,119,113,2023-04-07T04:12:03Z,5580000,False,,,0,,T. Craig shooting personal FOUL (3 PF) (Brown 2 FT),"[1628470, 1628971]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,3.0,0.0,Brown,1628971.0,,,,,,,,
574,PT00M36.10S,2023-04-07T04:12:24.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612743,119,114,2023-04-07T04:12:24Z,5600000,False,,,0,,B. Brown Free Throw 1 of 2 (30 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,30.0,,,,,,,
575,PT00M36.10S,2023-04-07T04:12:37.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612743,119,115,2023-04-07T04:12:37Z,5610000,False,,,0,,B. Brown Free Throw 2 of 2 (31 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,31.0,,,,,,,
576,PT00M11.90S,2023-04-07T04:13:05.0Z,4,REGULAR,3pt,Jump Shot,[],101108,24.26084099868594,90.44117647058823,1610612756,119,115,2023-04-07T04:14:36Z,5620000,False,-202.0,176.0,1,left,MISS C. Paul 26' pullup bank 3PT,[101108],1610612756.0,PHX,pullup bank,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
577,PT00M08.80S,2023-04-07T04:13:08.1Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,119,115,2023-04-07T04:13:08Z,5630000,False,,,0,,D. Jordan REBOUND (Off:3 Def:8),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,576.0,,,11.0,8.0,3.0,,,,,,,,,,,,
578,PT00M06.40S,2023-04-07T04:13:10.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201145,72.7496714848883,12.5,1610612743,119,115,2023-04-07T04:13:30Z,5640000,False,-188.0,204.0,1,right,MISS J. Green 27' running pullup 3PT - blocked,"[201145, 201142]",1610612743.0,DEN,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.69,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
587,PT00M06.40S,2023-04-07T04:13:10.5Z,4,REGULAR,block,,[],201142,,,1610612743,119,115,2023-04-07T04:17:51Z,5650000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
580,PT00M04.20S,2023-04-07T04:13:12.7Z,4,REGULAR,rebound,defensive,[],1628470,,,1610612756,119,115,2023-04-07T04:13:30Z,5660000,False,,,0,,T. Craig REBOUND (Off:0 Def:3),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,578.0,,,3.0,3.0,0.0,,,,,,,,,,,,
582,PT00M04.20S,2023-04-07T04:13:21.5Z,4,REGULAR,foul,personal,[],1631128,,,1610612756,119,115,2023-04-07T04:15:05Z,5680000,False,,,0,,C. Braun personal FOUL (3 PF),"[1631128, 1628470]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,202041.0,,,,,3.0,0.0,Craig,1628470.0,,,,,,,,
584,PT00M00.00S,2023-04-07T04:13:39.4Z,4,REGULAR,period,end,[],0,,,1610612756,119,115,2023-04-07T04:13:39Z,5700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT00M00.00S,2023-04-07T04:13:41.3Z,4,REGULAR,game,end,[],0,,,0,119,115,2023-04-07T04:13:41Z,5710000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
