actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
93,PT04M50.00S,2022-10-20T02:26:01.0Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,13,13,2022-10-20T02:26:34Z,880000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
94,PT04M50.00S,2022-10-20T02:26:01.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,13,13,2022-10-20T02:26:34Z,890000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,
95,PT04M50.00S,2022-10-20T02:26:01.7Z,1,REGULAR,substitution,out,[],101108,,,1610612742,13,13,2022-10-20T02:26:17Z,900000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M50.00S,2022-10-20T02:26:01.7Z,1,REGULAR,substitution,out,[],1629028,,,1610612742,13,13,2022-10-20T02:26:17Z,910000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M50.00S,2022-10-20T02:26:01.7Z,1,REGULAR,substitution,out,[],1629661,,,1610612742,13,13,2022-10-20T02:26:17Z,920000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M50.00S,2022-10-20T02:26:01.7Z,1,REGULAR,substitution,in,[],1628470,,,1610612742,13,13,2022-10-20T02:26:17Z,930000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M50.00S,2022-10-20T02:26:01.7Z,1,REGULAR,substitution,in,[],1629111,,,1610612742,13,13,2022-10-20T02:26:17Z,940000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M50.00S,2022-10-20T02:26:01.7Z,1,REGULAR,substitution,in,[],1626166,,,1610612742,13,13,2022-10-20T02:26:17Z,950000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M50.00S,2022-10-20T02:26:01.0Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,13,13,2022-10-20T02:26:34Z,960000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
102,PT04M48.00S,2022-10-20T02:26:03.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,13,13,2022-10-20T02:26:34Z,970000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,
103,PT04M30.00S,2022-10-20T02:26:53.5Z,1,REGULAR,turnover,traveling,[],1626166,,,1610612756,13,13,2022-10-20T02:27:02Z,980000,,,0,,C. Payne traveling TURNOVER (1 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,204058.0,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,
104,PT04M14.00S,2022-10-20T02:27:20.7Z,1,REGULAR,foul,personal,[],1629111,,,1610612742,13,13,2022-10-20T02:27:29Z,990000,,,0,,J. Landale personal FOUL (1 PF),"[1629111, 1626174]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,204058.0,Mid-Range,8-16 Right,,,,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,
106,PT04M14.00S,2022-10-20T02:27:30.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,13,13,2022-10-20T02:27:36Z,1010000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2022-10-20T02:27:30.7Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,13,13,2022-10-20T02:27:36Z,1020000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M05.00S,2022-10-20T02:27:53.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203493,7.835085413929041,3.9215686274509802,1610612742,13,16,2022-10-20T02:28:00Z,1030000,230.0,21.0,1,left,R. Bullock 3PT  (4 PTS) (C. Wood 1 AST),"[203493, 1626174]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Right Corner 3,24+ Right,23.14,Made,,,,,4.0,,,,,,,,C. Wood,1626174.0,1.0,,
110,PT03M52.00S,2022-10-20T02:28:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,92.06636005256242,49.26470588235294,1610612756,15,16,2022-10-20T02:28:10Z,1050000,-4.0,22.0,1,right,J. Landale cutting Layup (2 PTS) (D. Booker 1 AST),"[1629111, 1626164]",1610612756.0,PHX,cutting,,,Landale,J. Landale,,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,2.0,,,,,,,,D. Booker,1626164.0,1.0,,
112,PT03M39.00S,2022-10-20T02:28:21.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612742,15,16,2022-10-20T02:28:32Z,1070000,,,0,,T. Craig shooting personal FOUL (1 PF) (Wood 2 FT),"[1628470, 1626174]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,
114,PT03M39.00S,2022-10-20T02:28:53.3Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,15,17,2022-10-20T02:28:53Z,1090000,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
115,PT03M39.00S,2022-10-20T02:29:07.6Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,15,18,2022-10-20T02:29:07Z,1100000,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
116,PT03M23.00S,2022-10-20T02:29:24.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,91.01511169513797,41.911764705882355,1610612756,15,18,2022-10-20T02:29:29Z,1110000,-40.0,32.0,1,right,MISS J. Landale turnaround Hook,[1629111],1610612756.0,PHX,turnaround,,,Landale,J. Landale,,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,
117,PT03M18.00S,2022-10-20T02:29:29.2Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,15,18,2022-10-20T02:29:29Z,1120000,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,In The Paint (Non-RA),0-8 Center,,,116.0,1.0,0.0,1.0,,,,,,,,,,,,,
118,PT03M18.00S,2022-10-20T02:29:29.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628470,94.40999984741211,50.0,1610612756,17,18,2022-10-20T02:29:29Z,1130000,0.0,0.0,1,right,T. Craig tip DUNK (2 PTS),[1628470],1610612756.0,PHX,tip,,,Craig,T. Craig,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,
119,PT03M10.00S,2022-10-20T02:29:37.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,32.14520367936925,47.30392156862745,1610612742,17,21,2022-10-20T02:29:41Z,1140000,13.0,250.0,1,left,C. Wood 25' 3PT  (5 PTS) (L. Doncic 3 AST),"[1626174, 1629029]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Above the Break 3,24+ Center,25.01,Made,,,,,5.0,,,,,,,,L. Doncic,1629029.0,3.0,,
121,PT02M58.00S,2022-10-20T02:29:49.7Z,1,REGULAR,2pt,Jump Shot,[],1626166,75.90341655716163,41.911764705882355,1610612756,17,21,2022-10-20T02:40:11Z,1160000,-40.0,174.0,1,right,MISS C. Payne 17' pullup Shot,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,Mid-Range,16-24 Center,17.86,Missed,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-10-20T02:29:52.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,17,21,2022-10-20T02:29:55Z,1170000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Mid-Range,16-24 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT02M34.00S,2022-10-20T02:30:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,5.863994743758213,48.03921568627451,1610612742,17,23,2022-10-20T02:30:19Z,1180000,10.0,3.0,1,left,L. Doncic driving finger roll Layup (8 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,8.0,,,,,,,,,,,,
124,PT02M19.00S,2022-10-20T02:30:28.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,79.58278580814718,51.9607843137255,1610612756,17,23,2022-10-20T02:30:32Z,1190000,10.0,139.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,Mid-Range,8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,
125,PT02M15.00S,2022-10-20T02:30:32.0Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,17,23,2022-10-20T02:30:32Z,1200000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Mid-Range,8-16 Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT02M12.00S,2022-10-20T02:30:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,5.601182654402102,48.77450980392157,1610612742,17,25,2022-10-20T02:30:43Z,1210000,6.0,0.0,1,left,T. Hardaway Jr. running Layup (2 PTS),[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,2.0,,,,,,,,,,,,
127,PT02M12.00S,2022-10-20T02:30:41.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,17,25,2022-10-20T02:30:41Z,1220000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M12.00S,2022-10-20T02:33:14.3Z,1,REGULAR,substitution,out,[],203493,,,1610612756,17,25,2022-10-20T02:33:32Z,1230000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M12.00S,2022-10-20T02:33:14.3Z,1,REGULAR,substitution,in,[],1630182,,,1610612756,17,25,2022-10-20T02:33:32Z,1240000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M02.00S,2022-10-20T02:34:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,90.62089356110381,59.31372549019608,1610612756,19,25,2022-10-20T02:34:13Z,1250000,47.0,36.0,1,right,D. Booker pullup bank Jump Shot (6 PTS),[1626164],1610612756.0,PHX,pullup bank,,,Booker,D. Booker,,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,,,,,6.0,,,,,,,,,,,,
131,PT02M02.00S,2022-10-20T02:34:12.5Z,1,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612756,19,25,2022-10-20T02:34:19Z,1260000,,,0,,C. Wood shooting personal FOUL (1 PF) (Booker 1 FT),"[1626174, 1626164]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,204058.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,,,
133,PT02M02.00S,2022-10-20T02:34:33.0Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,20,25,2022-10-20T02:34:33Z,1280000,,,0,,D. Booker Free Throw 1 of 1 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
134,PT01M38.00S,2022-10-20T02:35:00.6Z,1,REGULAR,turnover,bad pass,[],203501,,,1610612742,20,25,2022-10-20T02:35:03Z,1290000,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1626166]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Payne,1626166.0,,,,,,,,,
135,PT01M38.00S,2022-10-20T02:35:00.6Z,1,REGULAR,steal,,[],1626166,,,1610612756,20,25,2022-10-20T02:35:02Z,1300000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2022-10-20T02:35:06.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,92.19776609724047,48.03921568627451,1610612756,20,25,2022-10-20T02:40:26Z,1310000,-10.0,21.0,1,right,MISS M. Bridges running Layup,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2022-10-20T02:35:10.5Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612756,20,25,2022-10-20T02:35:11Z,1320000,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,Restricted Area,0-8 Center,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,
138,PT01M28.00S,2022-10-20T02:35:10.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629111,94.40999984741211,50.0,1610612756,22,25,2022-10-20T02:35:10Z,1330000,0.0,0.0,1,right,J. Landale tip DUNK (4 PTS),[1629111],1610612756.0,PHX,tip,,,Landale,J. Landale,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,
139,PT01M20.00S,2022-10-20T02:35:19.1Z,1,REGULAR,violation,kicked ball,[],1629111,,,1610612742,22,25,2022-10-20T02:35:29Z,1340000,,,0,,J. Landale kicked ball VIOLATION,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,1204.0,,,,,,,,,,,,,,,,,,,,,
140,PT01M10.00S,2022-10-20T02:35:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.276609724047304,32.59803921568628,1610612742,22,28,2022-10-20T02:35:53Z,1350000,87.0,251.0,1,left,L. Doncic 26' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Right Center,26.56,Made,,,,,11.0,,,,,,,,,,,,
141,PT01M01.00S,2022-10-20T02:35:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.11760840998686,45.83333333333333,1610612756,24,28,2022-10-20T02:36:00Z,1360000,-21.0,12.0,1,right,D. Booker driving Layup (9 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,9.0,,,,,,,,,,,,
142,PT00M47.50S,2022-10-20T02:36:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,6.521024967148489,48.28431372549019,1610612742,24,30,2022-10-20T02:36:16Z,1370000,9.0,9.0,1,left,L. Doncic driving bank Jump Shot (13 PTS),[1629029],1610612742.0,DAL,driving bank,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,13.0,,,,,,,,,,,,
143,PT00M31.90S,2022-10-20T02:36:30.7Z,1,REGULAR,3pt,Jump Shot,[],1629111,64.99671484888306,37.5,1610612756,24,30,2022-10-20T02:36:35Z,1380000,-62.0,277.0,1,right,MISS J. Landale 28' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,Above the Break 3,24+ Center,28.35,Missed,,,,,,,,,,,,,,,,,
144,PT00M28.60S,2022-10-20T02:36:34.0Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,24,30,2022-10-20T02:36:35Z,1390000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Above the Break 3,24+ Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,
145,PT00M15.80S,2022-10-20T02:36:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,9.411957950065702,39.21568627450981,1610612742,24,32,2022-10-20T02:36:51Z,1400000,54.0,36.0,1,left,C. Wood 6' driving bank Jump Shot (7 PTS),[1626174],1610612742.0,DAL,driving bank,,,Wood,C. Wood,,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,,,,,7.0,,,,,,,,,,,,
146,PT00M04.30S,2022-10-20T02:36:59.8Z,1,REGULAR,3pt,Jump Shot,[],1626166,70.51576872536137,77.69607843137256,1610612756,24,32,2022-10-20T02:37:04Z,1410000,138.0,225.0,1,right,MISS C. Payne 26' pullup 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,
147,PT00M01.80S,2022-10-20T02:37:02.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,24,32,2022-10-20T02:37:02Z,1420000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Right Center,,,146.0,3.0,3.0,0.0,,,,,,,,,,,,,
148,PT00M00.60S,2022-10-20T02:37:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,59.740473061760845,49.50980392156863,1610612742,24,32,2022-10-20T02:38:15Z,1430000,2.0,509.0,1,left,MISS L. Doncic 50' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Center,50.91,Missed,,,,,,,,,,,,,,,,,
149,PT00M00.60S,2022-10-20T02:37:04.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,24,32,2022-10-20T02:38:15Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,Above the Break 3,24+ Center,,,148.0,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-10-20T02:37:10.2Z,1,REGULAR,period,end,[],0,,,1610612742,24,32,2022-10-20T02:37:10Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612742,24,32,2022-10-20T02:40:36Z,1460000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612742,24,32,2022-10-20T02:40:36Z,1470000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612742,24,32,2022-10-20T02:40:36Z,1480000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612742,24,32,2022-10-20T02:40:36Z,1490000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,24,32,2022-10-20T02:40:36Z,1500000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612742,24,32,2022-10-20T02:40:36Z,1510000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,in,['startperiod'],1629006,,,1610612742,24,32,2022-10-20T02:40:36Z,1520000,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612742,24,32,2022-10-20T02:40:36Z,1530000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612742,24,32,2022-10-20T02:40:36Z,1540000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-20T02:39:54.6Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,24,32,2022-10-20T02:40:36Z,1550000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-20T02:40:46.8Z,2,REGULAR,period,start,[],0,,,1610612742,24,32,2022-10-20T02:40:46Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M45.00S,2022-10-20T02:41:01.6Z,2,REGULAR,2pt,Jump Shot,[],203501,21.50131406044678,41.911764705882355,1610612742,24,32,2022-10-20T02:41:05Z,1570000,40.0,150.0,1,left,MISS T. Hardaway Jr. 15' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Mid-Range,8-16 Center,15.5,Missed,,,,,,,,,,,,,,,,,
163,PT11M40.00S,2022-10-20T02:41:06.6Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,24,32,2022-10-20T02:41:05Z,1580000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,Mid-Range,8-16 Center,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,
164,PT11M31.00S,2022-10-20T02:41:17.5Z,2,REGULAR,foul,personal,[],203501,,,1610612756,24,32,2022-10-20T02:41:24Z,1590000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1629111]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,204058.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,0.0,Landale,1629111.0,,,,,
166,PT11M25.00S,2022-10-20T02:41:40.1Z,2,REGULAR,2pt,Jump Shot,[],1629661,76.03482260183968,68.13725490196079,1610612756,24,32,2022-10-20T02:41:45Z,1610000,91.0,173.0,1,right,MISS C. Johnson 19' pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,Mid-Range,16-24 Right Center,19.52,Missed,,,,,,,,,,,,,,,,,
167,PT11M20.00S,2022-10-20T02:41:45.1Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,24,32,2022-10-20T02:41:45Z,1620000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Mid-Range,16-24 Right Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,
168,PT11M10.00S,2022-10-20T02:41:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,5.206964520367937,48.77450980392157,1610612742,24,32,2022-10-20T02:41:57Z,1630000,6.0,-4.0,1,left,MISS M. Kleber cutting Layup - blocked,"[1628467, 1629111]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,,Restricted Area,0-8 Center,0.71,Missed,,,,,,,,,,,,,,,,Landale,1629111.0
169,PT11M10.00S,2022-10-20T02:41:54.2Z,2,REGULAR,block,,[],1629111,,,1610612742,24,32,2022-10-20T02:41:56Z,1640000,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
170,PT11M08.00S,2022-10-20T02:41:56.2Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612756,24,32,2022-10-20T02:41:57Z,1650000,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,Restricted Area,0-8 Center,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,
171,PT11M04.00S,2022-10-20T02:42:01.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,85.3646517739816,48.77450980392157,1610612756,24,32,2022-10-20T02:42:07Z,1660000,-6.0,85.0,1,right,MISS C. Johnson 8' driving floating Shot,[1629661],1610612756.0,PHX,driving floating,,,Johnson,C. Johnson,,,,,,In The Paint (Non-RA),8-16 Center,8.53,Missed,,,,,,,,,,,,,,,,,
172,PT11M00.00S,2022-10-20T02:42:05.2Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,24,32,2022-10-20T02:42:07Z,1670000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,In The Paint (Non-RA),8-16 Center,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,
