actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
353,PT00M06.50S,2022-10-20T03:13:28.9Z,2,REGULAR,block,,[],1629661,,,1610612742,43,62,2022-10-20T03:13:34Z,3440000,,,0,,C. Johnson BLOCK (2 BLK),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
354,PT00M03.70S,2022-10-20T03:13:31.7Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,43,62,2022-10-20T03:13:34Z,3450000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Restricted Area,0-8 Center,,,352.0,2.0,2.0,0.0,,,,,,,,,,,,,
355,PT00M01.70S,2022-10-20T03:13:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.11760840998686,49.50980392156863,1610612756,45,62,2022-10-20T03:15:57Z,3460000,-2.0,12.0,1,right,M. Bridges running finger roll Layup (10 PTS) (C. Paul 4 AST),"[1628969, 101108]",1610612756.0,PHX,running finger roll,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,10.0,,,,,,,,C. Paul,101108.0,4.0,,
356,PT00M01.30S,2022-10-20T03:13:43.1Z,2,REGULAR,3pt,Jump Shot,[],1626174,62.10578186596584,25.0,1610612742,45,62,2022-10-20T03:14:24Z,3470000,125.0,531.0,1,left,MISS C. Wood 54' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Above the Break 3,24+ Left Center,54.58,Missed,,,,,,,,,,,,,,,,,
357,PT00M01.00S,2022-10-20T03:13:43.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,45,62,2022-10-20T03:14:24Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,Above the Break 3,24+ Left Center,,,356.0,,,,,,,,,,,,,,,,
358,PT00M00.00S,2022-10-20T03:13:47.1Z,2,REGULAR,period,end,[],0,,,1610612742,45,62,2022-10-20T03:13:47Z,3490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-20T03:28:13.2Z,3,REGULAR,substitution,out,['startperiod'],202687,,,1610612742,45,62,2022-10-20T03:29:47Z,3500000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-20T03:28:13.2Z,3,REGULAR,substitution,out,['startperiod'],1626174,,,1610612742,45,62,2022-10-20T03:29:47Z,3510000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-20T03:28:13.2Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,45,62,2022-10-20T03:29:47Z,3520000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-20T03:28:13.2Z,3,REGULAR,substitution,in,['startperiod'],1629028,,,1610612742,45,62,2022-10-20T03:29:47Z,3530000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-20T03:28:13.2Z,3,REGULAR,substitution,in,['startperiod'],201580,,,1610612742,45,62,2022-10-20T03:29:47Z,3540000,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-20T03:28:13.2Z,3,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,45,62,2022-10-20T03:29:47Z,3550000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-20T03:29:48.2Z,3,REGULAR,period,start,[],0,,,1610612742,45,62,2022-10-20T03:29:48Z,3560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M46.00S,2022-10-20T03:30:01.9Z,3,REGULAR,3pt,Jump Shot,[],203493,68.15045992115637,29.166666666666668,1610612742,45,62,2022-10-20T03:30:07Z,3570000,-104.0,247.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,
368,PT11M41.00S,2022-10-20T03:30:06.9Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612756,45,62,2022-10-20T03:30:07Z,3580000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Above the Break 3,24+ Left Center,,,367.0,3.0,3.0,0.0,,,,,,,,,,,,,
369,PT11M36.00S,2022-10-20T03:30:13.6Z,3,REGULAR,foul,personal,[],203915,,,1610612756,45,62,2022-10-20T03:30:19Z,3590000,,,0,,S. Dinwiddie personal FOUL (4 PF),"[203915, 1626164]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,204058.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,0.0,Booker,1626164.0,,,,,
371,PT11M20.00S,2022-10-20T03:30:49.9Z,3,REGULAR,turnover,bad pass,[],101108,,,1610612756,45,62,2022-10-20T03:30:53Z,3610000,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 1627827]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Finney-Smith,1627827.0,,,,,,,,,
372,PT11M20.00S,2022-10-20T03:30:49.9Z,3,REGULAR,steal,,[],1627827,,,1610612742,45,62,2022-10-20T03:36:06Z,3620000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
374,PT11M07.00S,2022-10-20T03:31:10.2Z,3,REGULAR,substitution,out,[],203915,,,1610612742,45,62,2022-10-20T03:31:14Z,3640000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT11M07.00S,2022-10-20T03:31:10.2Z,3,REGULAR,substitution,in,[],203501,,,1610612742,45,62,2022-10-20T03:31:14Z,3650000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M59.00S,2022-10-20T03:31:29.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,70.77858081471747,18.38235294117647,1610612742,45,65,2022-10-20T03:31:34Z,3660000,-158.0,222.0,1,right,L. Doncic 27' 3PT step back (23 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,27.27,Made,,,,,23.0,,,,,,,,,,,,
377,PT10M36.00S,2022-10-20T03:31:53.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,5.338370565045992,53.431372549019606,1610612756,45,65,2022-10-20T03:31:56Z,3670000,-17.0,-2.0,1,left,MISS C. Johnson driving finger roll Layup,[1629661],1610612756.0,PHX,driving finger roll,,,Johnson,C. Johnson,,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,
378,PT10M34.00S,2022-10-20T03:31:55.5Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,45,65,2022-10-20T03:31:56Z,3680000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,,,377.0,6.0,6.0,0.0,,,,,,,,,,,,,
379,PT10M22.00S,2022-10-20T03:32:09.7Z,3,REGULAR,foul,personal,[],101108,,,1610612742,45,65,2022-10-20T03:32:14Z,3690000,,,0,,C. Paul personal FOUL (2 PF),"[101108, 1629029]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,2715.0,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,,
381,PT10M09.00S,2022-10-20T03:32:38.3Z,3,REGULAR,2pt,Jump Shot,[],1629029,79.31997371879106,64.95098039215686,1610612742,45,67,2022-10-20T03:32:42Z,3710000,75.0,142.0,1,right,L. Doncic 16' Jump Shot (25 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Mid-Range,16-24 Right Center,16.04,Made,,,,,25.0,,,,,,,,,,,,
382,PT09M58.00S,2022-10-20T03:32:48.7Z,3,REGULAR,3pt,Jump Shot,[],1629661,21.50131406044678,89.4607843137255,1610612756,45,67,2022-10-20T03:32:54Z,3720000,-197.0,150.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,
383,PT09M55.00S,2022-10-20T03:32:51.7Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,45,67,2022-10-20T03:32:54Z,3730000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Above the Break 3,24+ Left Center,,,382.0,3.0,3.0,0.0,,,,,,,,,,,,,
384,PT09M36.00S,2022-10-20T03:33:11.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201580,87.59855453350855,52.94117647058824,1610612742,45,67,2022-10-20T03:33:17Z,3740000,15.0,64.0,1,right,MISS J. McGee 6' Hook,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,
385,PT09M34.00S,2022-10-20T03:33:13.7Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,45,67,2022-10-20T03:33:17Z,3750000,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,In The Paint (Non-RA),0-8 Center,,,384.0,3.0,2.0,1.0,,,,,,,,,,,,,
386,PT09M31.00S,2022-10-20T03:33:19.7Z,3,REGULAR,foul,personal,[],1629029,,,1610612756,45,67,2022-10-20T03:33:33Z,3760000,,,0,,L. Doncic personal FOUL (2 PF),"[1629029, 1626164]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,2715.0,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,,,
388,PT09M26.00S,2022-10-20T03:33:41.5Z,3,REGULAR,foul,personal,[],203493,,,1610612756,45,67,2022-10-20T03:33:49Z,3780000,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 1626164]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,2715.0,Mid-Range,16-24 Center,,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,,,
390,PT09M18.00S,2022-10-20T03:34:03.4Z,3,REGULAR,3pt,Jump Shot,[],1629661,4.812746386333772,4.411764705882353,1610612756,48,67,2022-10-20T03:34:08Z,3800000,228.0,-7.0,1,left,C. Johnson 3PT  (10 PTS) (C. Paul 5 AST),"[1629661, 101108]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,10.0,,,,,,,,C. Paul,101108.0,5.0,,
392,PT09M06.00S,2022-10-20T03:34:15.4Z,3,REGULAR,3pt,Jump Shot,[],203501,66.96780551905388,45.588235294117645,1610612742,48,67,2022-10-20T03:34:20Z,3820000,-22.0,258.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,
393,PT09M02.00S,2022-10-20T03:34:19.4Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,48,67,2022-10-20T03:34:20Z,3830000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Above the Break 3,24+ Center,,,392.0,4.0,3.0,1.0,,,,,,,,,,,,,
394,PT08M58.00S,2022-10-20T03:34:23.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,5.469776609724048,49.50980392156863,1610612756,50,67,2022-10-20T03:34:27Z,3840000,2.0,-1.0,1,left,D. Booker running Layup (17 PTS) (D. Ayton 2 AST),"[1626164, 1629028]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,17.0,,,,,,,,D. Ayton,1629028.0,2.0,,
395,PT08M39.00S,2022-10-20T03:34:42.0Z,3,REGULAR,2pt,Jump Shot,[],1629029,89.56964520367937,16.911764705882355,1610612742,50,67,2022-10-20T03:34:47Z,3850000,-165.0,46.0,1,right,MISS L. Doncic 17' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,,Mid-Range,16-24 Left,17.15,Missed,,,,,,,,,,,,,,,,,
396,PT08M36.00S,2022-10-20T03:34:45.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,50,67,2022-10-20T03:34:47Z,3860000,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Mid-Range,16-24 Left,,,395.0,5.0,4.0,1.0,,,,,,,,,,,,,
397,PT08M33.00S,2022-10-20T03:34:49.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,5.206964520367937,51.225490196078425,1610612756,50,67,2022-10-20T03:34:54Z,3870000,-6.0,-4.0,1,left,MISS D. Booker running Layup,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,0.71,Missed,,,,,,,,,,,,,,,,,
398,PT08M31.00S,2022-10-20T03:34:51.2Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,50,67,2022-10-20T03:34:54Z,3880000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Restricted Area,0-8 Center,,,397.0,2.0,2.0,0.0,,,,,,,,,,,,,
399,PT08M28.00S,2022-10-20T03:34:54.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203501,74.72076215505913,12.745098039215685,1610612742,50,67,2022-10-20T03:34:59Z,3890000,-186.0,185.0,1,right,MISS T. Hardaway Jr. 26' running 3PT,[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,
400,PT08M23.00S,2022-10-20T03:34:59.2Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,50,67,2022-10-20T03:34:59Z,3900000,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Left Center,,,399.0,6.0,6.0,0.0,,,,,,,,,,,,,
401,PT08M17.00S,2022-10-20T03:35:04.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.389618922470433,51.225490196078425,1610612756,52,67,2022-10-20T03:35:09Z,3910000,-6.0,8.0,1,left,D. Ayton Layup (6 PTS) (C. Paul 6 AST),"[1629028, 101108]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,6.0,,,,,,,,C. Paul,101108.0,6.0,,
403,PT07M59.00S,2022-10-20T03:35:24.1Z,3,REGULAR,turnover,out-of-bounds,[],201580,,,1610612742,52,67,2022-10-20T03:35:38Z,3930000,,,0,,J. McGee bad pass out-of-bounds TURNOVER (2 TO),[201580],1610612742.0,DAL,bad pass,,,McGee,J. McGee,,,,,2715.0,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,,,,
404,PT07M37.00S,2022-10-20T03:35:51.9Z,3,REGULAR,foul,personal,['2freethrow'],201580,,,1610612756,52,67,2022-10-20T03:35:57Z,3940000,,,0,,J. McGee shooting personal FOUL (1 PF) (Paul 2 FT),"[201580, 101108]",1610612742.0,DAL,shooting,,,McGee,J. McGee,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Paul,101108.0,,,,,
406,PT07M37.00S,2022-10-20T03:36:21.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],101108,,,1610612756,53,67,2022-10-20T03:36:21Z,3960000,,,0,,C. Paul Free Throw 1 of 2 (3 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
407,PT07M37.00S,2022-10-20T03:36:22.2Z,3,REGULAR,substitution,out,[],201580,,,1610612756,53,67,2022-10-20T03:36:29Z,3970000,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M37.00S,2022-10-20T03:36:22.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612756,53,67,2022-10-20T03:36:29Z,3980000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M37.00S,2022-10-20T03:36:45.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],101108,,,1610612756,54,67,2022-10-20T03:36:45Z,3990000,,,0,,C. Paul Free Throw 2 of 2 (4 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
410,PT07M23.00S,2022-10-20T03:37:00.8Z,3,REGULAR,3pt,Jump Shot,[],1629029,72.61826544021025,13.970588235294118,1610612742,54,67,2022-10-20T03:37:08Z,4000000,-180.0,205.0,1,right,MISS L. Doncic 27' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,27.28,Missed,,,,,,,,,,,,,,,,,
411,PT07M18.00S,2022-10-20T03:37:05.8Z,3,REGULAR,rebound,offensive,[],1628467,,,1610612742,54,67,2022-10-20T03:37:08Z,4010000,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Above the Break 3,24+ Left Center,,,410.0,3.0,2.0,1.0,,,,,,,,,,,,,
412,PT07M16.00S,2022-10-20T03:37:06.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203493,73.01248357424441,86.02941176470588,1610612742,54,70,2022-10-20T03:37:10Z,4020000,180.0,201.0,1,right,R. Bullock 27' 3PT  (7 PTS) (M. Kleber 1 AST),"[203493, 1628467]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Above the Break 3,24+ Right Center,27.0,Made,,,,,7.0,,,,,,,,M. Kleber,1628467.0,1.0,,
414,PT07M07.00S,2022-10-20T03:37:19.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612756,54,70,2022-10-20T03:37:29Z,4040000,,,0,,D. Finney-Smith personal FOUL (1 PF) (Paul 2 FT),"[1627827, 101108]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,1204.0,Above the Break 3,24+ Center,,,,,,,,,,,1.0,1.0,Paul,101108.0,,,,,
416,PT07M07.00S,2022-10-20T03:37:46.4Z,3,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,55,70,2022-10-20T03:37:46Z,4060000,,,0,,C. Paul Free Throw 1 of 2 (5 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
417,PT07M07.00S,2022-10-20T03:37:59.2Z,3,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,56,70,2022-10-20T03:37:59Z,4070000,,,0,,C. Paul Free Throw 2 of 2 (6 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
418,PT06M54.00S,2022-10-20T03:38:12.9Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,56,70,2022-10-20T03:38:16Z,4080000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 101108]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Paul,101108.0,,,,,,,,,
419,PT06M54.00S,2022-10-20T03:38:12.9Z,3,REGULAR,steal,,[],101108,,,1610612756,56,70,2022-10-20T03:38:15Z,4090000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
420,PT06M49.00S,2022-10-20T03:38:17.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,24.52365308804205,84.80392156862744,1610612756,59,70,2022-10-20T03:38:21Z,4100000,-174.0,178.0,1,left,C. Johnson 24' 3PT running (13 PTS) (C. Paul 7 AST),"[1629661, 101108]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,13.0,,,,,,,,C. Paul,101108.0,7.0,,
422,PT06M48.00S,2022-10-20T03:38:27.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,59,70,2022-10-20T03:38:27Z,4120000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M26.00S,2022-10-20T03:42:07.6Z,3,REGULAR,turnover,bad pass,[],203493,,,1610612742,59,70,2022-10-20T03:42:12Z,4130000,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 101108]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Left Corner 3,24+ Left,,,,,,,,1.0,Paul,101108.0,,,,,,,,,
425,PT06M26.00S,2022-10-20T03:42:07.6Z,3,REGULAR,steal,,[],101108,,,1610612756,59,70,2022-10-20T03:42:09Z,4140000,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,
426,PT06M20.00S,2022-10-20T03:42:13.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629661,8.09789750328515,75.49019607843137,1610612756,59,70,2022-10-20T03:42:18Z,4150000,-127.0,24.0,1,left,MISS C. Johnson 12' pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,Mid-Range,8-16 Left,12.97,Missed,,,,,,,,,,,,,,,,,
427,PT06M18.00S,2022-10-20T03:42:16.7Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612756,59,70,2022-10-20T03:42:16Z,4160000,,,0,,M. Bridges REBOUND (Off:1 Def:6),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Mid-Range,8-16 Left,,,426.0,7.0,6.0,1.0,,,,,,,,,,,,,
428,PT06M18.00S,2022-10-20T03:42:17.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628969,5.206964520367937,52.20588235294118,1610612756,61,70,2022-10-20T03:42:20Z,4170000,-11.0,-4.0,1,left,M. Bridges putback Layup (12 PTS),[1628969],1610612756.0,PHX,putback,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,12.0,,,,,,,,,,,,
429,PT06M18.00S,2022-10-20T03:42:21.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628467,,,1610612756,61,70,2022-10-20T03:42:36Z,4180000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Bridges 1 FT),"[1628467, 1628969]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Bridges,1628969.0,,,,,
431,PT06M18.00S,2022-10-20T03:42:45.9Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628969,,,1610612756,62,70,2022-10-20T03:42:45Z,4200000,,,0,,M. Bridges Free Throw 1 of 1 (13 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
432,PT06M07.00S,2022-10-20T03:43:01.7Z,3,REGULAR,foul,personal,[],1628969,,,1610612742,62,70,2022-10-20T03:43:20Z,4210000,,,0,,M. Bridges personal FOUL (2 PF),"[1628969, 1628467]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,204058.0,Mid-Range,16-24 Center,,,,,,,,,,,2.0,0.0,Kleber,1628467.0,,,,,
434,PT05M59.00S,2022-10-20T03:43:26.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,73.80091984231275,14.705882352941178,1610612742,62,70,2022-10-20T03:43:38Z,4230000,-176.0,194.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,
435,PT05M58.00S,2022-10-20T03:43:27.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,62,70,2022-10-20T03:43:33Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,Above the Break 3,24+ Left Center,,,434.0,,,,,,,,,,,,,,,,
436,PT05M58.00S,2022-10-20T03:43:32.1Z,3,REGULAR,foul,personal,[],1628969,,,1610612742,62,70,2022-10-20T03:43:44Z,4250000,,,0,,M. Bridges loose ball personal FOUL (3 PF),"[1628969, 1628467]",1610612756.0,PHX,loose ball,,,Bridges,M. Bridges,,,,,2715.0,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Kleber,1628467.0,,,,,
438,PT05M48.00S,2022-10-20T03:43:58.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,66.44218134034165,53.67647058823529,1610612742,62,70,2022-10-20T03:44:03Z,4270000,18.0,263.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,
439,PT05M44.00S,2022-10-20T03:44:02.7Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,62,70,2022-10-20T03:44:03Z,4280000,,,0,,M. Bridges REBOUND (Off:1 Def:7),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Center,,,438.0,8.0,7.0,1.0,,,,,,,,,,,,,
