actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT04M00.00S,2025-03-05T00:52:26.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,71.43561103810775,24.264705882352942,1610612744,20,19,2025-03-05T00:52:30Z,900000,False,-129.0,216.0,1,right,MISS B. Hield 25' pullup 3PT,[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
91,PT03M59.00S,2025-03-05T00:52:29.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,20,19,2025-03-05T00:52:29Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,90.0,,,,,,,,,,,,,
93,PT03M53.00S,2025-03-05T00:52:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630611,93.51182654402102,53.67647058823529,1610612744,20,19,2025-03-05T00:57:23Z,930000,False,18.0,8.0,1,right,MISS G. Santos cutting Layup,[1630611],1610612744.0,GSW,cutting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
94,PT03M50.00S,2025-03-05T00:52:54.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,20,19,2025-03-05T00:53:00Z,940000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,93.0,,,,,1.0,1.0,0.0,,,,,,
95,PT03M44.00S,2025-03-05T00:52:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,8.360709592641262,44.6078431372549,1610612752,20,19,2025-03-05T00:53:03Z,950000,False,27.0,26.0,1,left,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
96,PT03M42.00S,2025-03-05T00:53:01.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,20,19,2025-03-05T00:53:01Z,960000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,95.0,,,,,2.0,2.0,0.0,,,,,,
97,PT03M38.00S,2025-03-05T00:53:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630611,93.51182654402102,48.77450980392157,1610612744,20,19,2025-03-05T00:53:11Z,970000,False,-6.0,8.0,1,right,MISS G. Santos running Layup,[1630611],1610612744.0,GSW,running,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2025-03-05T00:53:08.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,20,19,2025-03-05T00:53:11Z,980000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,97.0,,,,,2.0,2.0,0.0,,,,,,
99,PT03M29.00S,2025-03-05T00:53:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,7.5722733245729295,55.63725490196079,1610612752,22,19,2025-03-05T00:58:31Z,990000,False,-28.0,19.0,1,left,J. Brunson driving floating Jump Shot (7 PTS) (M. McBride 2 AST),"[1628973, 1630540]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.38,Made,7.0,M. McBride,1630540.0,2.0,,,,,,,,,,,,,,
101,PT03M13.00S,2025-03-05T00:53:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,94.56307490144546,49.50980392156863,1610612744,22,21,2025-03-05T00:53:44Z,1010000,False,-2.0,-1.0,1,right,G. Santos cutting Layup (2 PTS) (S. Curry 1 AST),"[1630611, 201939]",1610612744.0,GSW,cutting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
103,PT02M57.00S,2025-03-05T00:53:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,8.754927726675426,56.86274509803921,1610612752,22,21,2025-03-05T01:00:17Z,1030000,False,-34.0,30.0,1,left,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
105,PT02M56.00S,2025-03-05T00:53:46.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,22,21,2025-03-05T00:54:12Z,1040000,False,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,103.0,,,,,3.0,3.0,0.0,,,,,,
106,PT02M53.00S,2025-03-05T00:53:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,93.77463863337714,48.03921568627451,1610612744,22,23,2025-03-05T00:54:00Z,1050000,False,-10.0,6.0,1,right,B. Hield running finger roll Layup (2 PTS),[1627741],1610612744.0,GSW,running finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,,,,,,,,,,,,,,,,,
107,PT02M51.00S,2025-03-05T00:54:00.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,22,23,2025-03-05T00:54:00Z,1060000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M51.00S,2025-03-05T00:54:00.8Z,1,REGULAR,substitution,out,[],201939,,,1610612752,22,23,2025-03-05T00:57:31Z,1070000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M51.00S,2025-03-05T00:54:00.8Z,1,REGULAR,substitution,out,[],1630611,,,1610612752,22,23,2025-03-05T00:57:31Z,1080000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M51.00S,2025-03-05T00:54:00.8Z,1,REGULAR,substitution,in,[],1641764,,,1610612752,22,23,2025-03-05T00:57:31Z,1090000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2025-03-05T00:54:00.8Z,1,REGULAR,substitution,in,[],202710,,,1610612752,22,23,2025-03-05T00:57:31Z,1100000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M35.00S,2025-03-05T00:57:48.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,30.042706964520367,73.52941176470588,1610612752,22,23,2025-03-05T01:01:19Z,1110000,False,-118.0,230.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
113,PT02M32.00S,2025-03-05T00:57:51.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,22,23,2025-03-05T00:57:53Z,1120000,False,,,0,,B. Hield REBOUND (Off:0 Def:4),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,112.0,,,,,4.0,4.0,0.0,,,,,,
114,PT02M24.00S,2025-03-05T00:57:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628995,84.83902759526939,54.65686274509803,1610612744,22,25,2025-03-05T00:58:04Z,1130000,False,23.0,90.0,1,right,K. Knox II 9' floating Jump Shot (2 PTS) (B. Podziemski 2 AST),"[1628995, 1641764]",1610612744.0,GSW,floating,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,9.3,Made,2.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,,,,,
115,PT02M04.00S,2025-03-05T00:58:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,10.068988173455978,49.754901960784316,1610612752,22,25,2025-03-05T00:58:23Z,1140000,False,1.0,42.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628969, 1626172]",1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,Looney,1626172.0
116,PT02M04.00S,2025-03-05T00:58:19.4Z,1,REGULAR,block,,[],1626172,,,1610612752,22,25,2025-03-05T00:58:21Z,1150000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT02M02.00S,2025-03-05T00:58:21.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,22,25,2025-03-05T00:58:23Z,1160000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,115.0,,,,,3.0,2.0,1.0,,,,,,
146,PT02M00.00S,2025-03-05T00:58:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,6.652431011826544,50.98039215686274,1610612752,22,25,2025-03-05T01:02:41Z,1165000,False,-5.0,10.0,1,left,MISS P. Achiuwa putback Layup - blocked,"[1630173, 1628995]",1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,Knox II,1628995.0
147,PT02M00.00S,2025-03-05T00:58:23.5Z,1,REGULAR,block,,[],1628995,,,1610612752,22,25,2025-03-05T01:02:41Z,1167500,False,,,0,,K. Knox II BLOCK (1 BLK),[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M59.00S,2025-03-05T00:58:24.5Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,22,25,2025-03-05T01:02:41Z,1168750,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,146.0,,,,,3.0,2.0,1.0,,,,,,
118,PT01M56.00S,2025-03-05T00:58:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630540,5.601182654402102,53.67647058823529,1610612752,22,25,2025-03-05T01:02:41Z,1170000,False,-18.0,0.0,1,left,MISS M. McBride driving Layup - blocked,"[1630540, 1628995]",1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,Knox II,1628995.0
119,PT01M56.00S,2025-03-05T00:58:27.6Z,1,REGULAR,block,,[],1628995,,,1610612752,22,25,2025-03-05T00:58:30Z,1180000,False,,,0,,K. Knox II BLOCK (2 BLK),[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
120,PT01M53.00S,2025-03-05T00:58:30.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,22,25,2025-03-05T00:58:34Z,1190000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,118.0,,,,,1.0,1.0,0.0,,,,,,
121,PT01M50.00S,2025-03-05T00:58:33.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628995,75.77201051248358,86.27450980392157,1610612744,22,25,2025-03-05T00:58:40Z,1200000,False,181.0,175.0,1,right,MISS K. Knox II 25' running 3PT,[1628995],1610612744.0,GSW,running,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
122,PT01M48.00S,2025-03-05T00:58:35.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,22,25,2025-03-05T00:58:40Z,1210000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,121.0,,,,,4.0,3.0,1.0,,,,,,
123,PT01M36.00S,2025-03-05T00:58:47.8Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.802233902759525,56.61764705882353,1610612752,22,25,2025-03-05T00:58:53Z,1220000,False,-33.0,256.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
124,PT01M34.00S,2025-03-05T00:58:49.8Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,22,25,2025-03-05T00:58:53Z,1230000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,123.0,,,,,1.0,1.0,0.0,,,,,,
125,PT01M31.00S,2025-03-05T00:58:56.5Z,1,REGULAR,turnover,out-of-bounds,[],1641764,,,1610612744,22,25,2025-03-05T00:59:05Z,1240000,False,,,0,,B. Podziemski bad pass out-of-bounds TURNOVER (1 TO),[1641764],1610612744.0,GSW,bad pass,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202056.0,1.0,,,,,,,,,,,
126,PT01M31.00S,2025-03-05T00:58:56.6Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,22,25,2025-03-05T00:59:12Z,1250000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M31.00S,2025-03-05T00:58:56.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,22,25,2025-03-05T00:59:12Z,1260000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M31.00S,2025-03-05T00:58:56.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,22,25,2025-03-05T00:59:12Z,1270000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M31.00S,2025-03-05T00:58:56.6Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,22,25,2025-03-05T00:59:12Z,1280000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M14.00S,2025-03-05T00:59:34.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630540,21.895532194480946,53.67647058823529,1610612752,22,25,2025-03-05T00:59:38Z,1290000,False,-18.0,153.0,1,left,MISS M. McBride 15' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Center,15.44,Missed,,,,,,,,,,,,,,,,,,
131,PT01M13.00S,2025-03-05T00:59:35.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,22,25,2025-03-05T00:59:38Z,1300000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Center,,,,,,,130.0,,,,,2.0,2.0,0.0,,,,,,
132,PT00M55.90S,2025-03-05T00:59:53.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,68.01905387647832,37.254901960784316,1610612744,22,25,2025-03-05T00:59:57Z,1310000,False,-64.0,248.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
133,PT00M53.40S,2025-03-05T00:59:56.3Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,22,25,2025-03-05T00:59:57Z,1320000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,,,,132.0,,,,,1.0,1.0,0.0,,,,,,
134,PT00M45.80S,2025-03-05T01:00:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.338370565045992,49.754901960784316,1610612752,24,25,2025-03-05T01:00:07Z,1330000,False,1.0,-2.0,1,left,J. Brunson driving Layup (9 PTS) (M. McBride 3 AST),"[1628973, 1630540]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.26,Made,9.0,M. McBride,1630540.0,3.0,,,,,,,,,,,,,,
136,PT00M32.50S,2025-03-05T01:00:19.5Z,1,REGULAR,3pt,Jump Shot,[],1641764,74.85216819973719,84.55882352941177,1610612744,24,25,2025-03-05T01:00:30Z,1350000,False,173.0,184.0,1,right,MISS B. Podziemski 25' step back 3PT,[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
137,PT00M29.50S,2025-03-05T01:00:22.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,24,25,2025-03-05T01:00:30Z,1360000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,136.0,,,,,,,,,,,,,
139,PT00M15.60S,2025-03-05T01:00:47.1Z,1,REGULAR,foul,personal,[],1641764,,,1610612752,24,25,2025-03-05T01:00:52Z,1380000,False,,,0,,B. Podziemski personal FOUL (1 PF),"[1641764, 1628973]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627541.0,,,,,,,1.0,0.0,Brunson,1628973.0,,
141,PT00M04.40S,2025-03-05T01:01:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629013,13.87976346911958,8.088235294117647,1610612752,26,25,2025-03-05T01:08:00Z,1400000,False,210.0,78.0,1,left,L. Shamet 22' pullup Jump Shot (2 PTS) (J. Brunson 3 AST),"[1629013, 1628973]",1610612752.0,NYK,pullup,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Right,22.36,Made,2.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
143,PT00M00.00S,2025-03-05T01:01:32.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,75.90341655716163,10.294117647058822,1610612744,26,25,2025-03-05T01:01:36Z,1420000,False,-199.0,174.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2025-03-05T01:01:35.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,26,25,2025-03-05T01:01:35Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,143.0,,,,,,,,,,,,,
145,PT00M00.00S,2025-03-05T01:01:36.4Z,1,REGULAR,period,end,[],0,,,1610612744,26,25,2025-03-05T01:01:36Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612744,26,25,2025-03-05T01:04:53Z,1450000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,26,25,2025-03-05T01:04:53Z,1460000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,26,25,2025-03-05T01:04:53Z,1470000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,out,['startperiod'],1628995,,,1610612744,26,25,2025-03-05T01:04:53Z,1480000,False,,,0,,SUB out: K. Knox II,[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612744,26,25,2025-03-05T01:04:53Z,1490000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612744,26,25,2025-03-05T01:04:53Z,1500000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,in,['startperiod'],1642366,,,1610612744,26,25,2025-03-05T01:04:53Z,1510000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-05T01:04:37.5Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,26,25,2025-03-05T01:04:53Z,1520000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-05T01:05:13.4Z,2,REGULAR,period,start,[],0,,,1610612744,26,25,2025-03-05T01:05:13Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M42.00S,2025-03-05T01:05:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,93.9060446780552,39.705882352941174,1610612744,26,27,2025-03-05T01:05:34Z,1540000,False,-51.0,5.0,1,right,B. Podziemski driving floating Jump Shot (10 PTS),[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,10.0,,,,,,,,,,,,,,,,,
160,PT11M20.00S,2025-03-05T01:05:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,7.703679369250986,47.05882352941176,1610612752,26,27,2025-03-05T01:05:57Z,1550000,False,15.0,20.0,1,left,MISS C. Payne driving finger roll Layup,[1626166],1610612752.0,NYK,driving finger roll,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
161,PT11M18.00S,2025-03-05T01:05:54.3Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,26,27,2025-03-05T01:05:57Z,1560000,False,,,0,,M. Moody REBOUND (Off:2 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,160.0,,,,,3.0,1.0,2.0,,,,,,
162,PT11M05.00S,2025-03-05T01:06:07.1Z,2,REGULAR,3pt,Jump Shot,[],1642366,94.56307490144546,97.30392156862744,1610612744,26,27,2025-03-05T01:06:11Z,1570000,False,237.0,-1.0,1,right,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
163,PT11M02.00S,2025-03-05T01:06:10.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,26,27,2025-03-05T01:06:11Z,1580000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,162.0,,,,,5.0,4.0,1.0,,,,,,
164,PT10M51.00S,2025-03-05T01:06:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,7.30946123521682,47.30392156862745,1610612752,28,27,2025-03-05T01:06:25Z,1590000,False,13.0,16.0,1,left,M. McBride driving Layup (2 PTS) (C. Payne 1 AST),"[1630540, 1626166]",1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,
166,PT10M42.00S,2025-03-05T01:06:53.7Z,2,REGULAR,foul,personal,[],1626166,,,1610612744,28,27,2025-03-05T01:07:16Z,1610000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 202710]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202056.0,,,,,,,1.0,0.0,Butler III,202710.0,,
169,PT10M37.00S,2025-03-05T01:07:23.5Z,2,REGULAR,foul,personal,[],1628384,,,1610612744,28,27,2025-03-05T01:07:29Z,1630000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 202710]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,,,,,,,2.0,0.0,Butler III,202710.0,,
171,PT10M23.00S,2025-03-05T01:07:51.5Z,2,REGULAR,2pt,Jump Shot,[],202710,93.77463863337714,30.88235294117647,1610612744,28,27,2025-03-05T01:07:56Z,1650000,False,-96.0,6.0,1,right,MISS J. Butler III 9' fadeaway Shot,[202710],1610612744.0,GSW,fadeaway,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Left,9.58,Missed,,,,,,,,,,,,,,,,,,
172,PT10M21.00S,2025-03-05T01:07:53.5Z,2,REGULAR,rebound,offensive,[],203110,,,1610612744,28,27,2025-03-05T01:07:56Z,1660000,False,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,,,171.0,,,,,1.0,0.0,1.0,,,,,,
173,PT10M19.00S,2025-03-05T01:07:55.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202710,94.56307490144546,3.1862745098039214,1610612744,28,27,2025-03-05T01:08:00Z,1670000,False,-234.0,-1.0,1,right,MISS J. Butler III 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
