actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT02M59.00S,2024-11-16T00:57:30.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,26,26,2024-11-16T00:57:30Z,900000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,26,26,2024-11-16T01:00:46Z,910000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,26,26,2024-11-16T01:00:46Z,920000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,out,[],1629661,,,1610612752,26,26,2024-11-16T01:00:46Z,930000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,out,[],1627732,,,1610612752,26,26,2024-11-16T01:00:46Z,940000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,in,[],1626166,,,1610612752,26,26,2024-11-16T01:00:46Z,950000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,in,[],1630574,,,1610612752,26,26,2024-11-16T01:00:46Z,960000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,in,[],1630553,,,1610612752,26,26,2024-11-16T01:00:46Z,970000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M59.00S,2024-11-16T00:57:31.0Z,1,REGULAR,substitution,in,[],1629003,,,1610612752,26,26,2024-11-16T01:00:46Z,980000,False,,,0,,SUB in: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M41.00S,2024-11-16T01:01:15.6Z,1,REGULAR,2pt,Jump Shot,[],1628404,82.34231274638634,19.11764705882353,1610612752,28,26,2024-11-16T01:01:19Z,990000,False,-154.0,113.0,1,right,J. Hart 19' pullup Jump Shot (5 PTS) (A. Hukporti 1 AST),"[1628404, 1630574]",1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,19.16,Made,5.0,A. Hukporti,1630574.0,1.0,,,,,,,,,,,,,,
101,PT02M24.00S,2024-11-16T01:01:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.668199737187912,44.11764705882353,1610612751,28,28,2024-11-16T01:01:36Z,1010000,False,29.0,85.0,1,left,C. Thomas 9' driving floating Jump Shot (19 PTS) (N. Clowney 2 AST),"[1630560, 1641730]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,9.03,Made,19.0,N. Clowney,1641730.0,2.0,,,,,,,,,,,,,,
103,PT02M05.00S,2024-11-16T01:01:53.6Z,1,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612752,28,28,2024-11-16T01:02:12Z,1030000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Hart 2 FT),"[1629003, 1628404]",1610612751.0,BKN,shooting,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,1.0,0.0,Hart,1628404.0,,,,,,,,,
105,PT02M05.00S,2024-11-16T01:02:23.6Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,29,28,2024-11-16T01:02:23Z,1050000,False,,,0,,J. Hart Free Throw 1 of 2 (6 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
106,PT02M05.00S,2024-11-16T01:02:39.8Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,30,28,2024-11-16T01:02:39Z,1060000,False,,,0,,J. Hart Free Throw 2 of 2 (7 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
107,PT01M49.00S,2024-11-16T01:02:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629003,27.54599211563732,80.14705882352942,1610612751,30,28,2024-11-16T01:03:38Z,1070000,False,-151.0,206.0,1,left,MISS S. Milton 25' 3PT,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
108,PT01M47.00S,2024-11-16T01:03:01.2Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612751,30,28,2024-11-16T01:03:38Z,1080000,False,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,107.0,,1.0,0.0,1.0,,,,
109,PT01M43.00S,2024-11-16T01:03:04.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629003,4.944152431011826,69.11764705882352,1610612751,30,30,2024-11-16T01:03:08Z,1090000,False,-96.0,-6.0,1,left,S. Milton 9' pullup Jump Shot (2 PTS),[1629003],1610612751.0,BKN,pullup,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,9.58,Made,2.0,,,,,,,,,,,,,,,,,
110,PT01M22.00S,2024-11-16T01:03:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630574,89.83245729303549,41.42156862745098,1610612752,32,30,2024-11-16T01:03:29Z,1100000,False,-43.0,43.0,1,right,A. Hukporti 6' floating Jump Shot (2 PTS) (M. Bridges 2 AST),"[1630574, 1628969]",1610612752.0,NYK,floating,,,Hukporti,A. Hukporti,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,2.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,
112,PT00M59.60S,2024-11-16T01:03:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,6.521024967148489,48.28431372549019,1610612751,32,32,2024-11-16T01:03:51Z,1120000,False,9.0,9.0,1,left,K. Johnson driving Layup (2 PTS),[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,,,,,,,,,,,,,,,,,
114,PT00M54.50S,2024-11-16T01:03:56.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.64323258869908,50.73529411764706,1610612752,34,32,2024-11-16T01:03:59Z,1140000,False,4.0,7.0,1,right,O. Anunoby DUNK (7 PTS) (J. Hart 4 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.82,Made,7.0,J. Hart,1628404.0,4.0,,,,,,,,,,,,,,
116,PT00M35.80S,2024-11-16T01:04:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,8.229303547963205,48.03921568627451,1610612751,34,32,2024-11-16T01:04:20Z,1160000,False,10.0,25.0,1,left,MISS Z. Williams driving Layup - blocked,"[1630533, 1630574]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,Hukporti,1630574.0
117,PT00M35.80S,2024-11-16T01:04:18.0Z,1,REGULAR,block,,[],1630574,,,1610612751,34,32,2024-11-16T01:04:20Z,1170000,False,,,0,,A. Hukporti BLOCK (1 BLK),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT00M33.00S,2024-11-16T01:04:20.8Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612751,34,32,2024-11-16T01:04:20Z,1180000,False,,,0,,S. Milton REBOUND (Off:2 Def:0),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,116.0,,2.0,0.0,2.0,,,,
119,PT00M31.50S,2024-11-16T01:04:22.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,6.783837056504599,46.81372549019608,1610612751,34,32,2024-11-16T01:04:25Z,1190000,False,16.0,11.0,1,left,MISS S. Milton driving floating Shot,[1629003],1610612751.0,BKN,driving floating,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,1.95,Missed,,,,,,,,,,,,,,,,,,
120,PT00M28.70S,2024-11-16T01:04:25.0Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612752,34,32,2024-11-16T01:04:25Z,1200000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,119.0,,1.0,1.0,0.0,,,,
121,PT00M20.80S,2024-11-16T01:04:32.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,87.86136662286465,95.83333333333334,1610612752,34,32,2024-11-16T01:04:37Z,1210000,False,229.0,62.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
122,PT00M18.90S,2024-11-16T01:04:34.8Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,34,32,2024-11-16T01:04:34Z,1220000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,121.0,,1.0,0.0,1.0,,,,
123,PT00M18.20S,2024-11-16T01:04:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,93.38042049934296,51.225490196078425,1610612752,36,32,2024-11-16T01:04:41Z,1230000,False,6.0,10.0,1,right,O. Anunoby driving Layup (9 PTS),[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.15,Made,9.0,,,,,,,,,,,,,,,,,
124,PT00M18.20S,2024-11-16T01:04:41.2Z,1,REGULAR,foul,personal,['1freethrow'],1641730,,,1610612752,36,32,2024-11-16T01:04:52Z,1240000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Anunoby 1 FT),"[1641730, 1628384]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,
126,PT00M18.20S,2024-11-16T01:05:13.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628384,,,1610612752,37,32,2024-11-16T01:05:13Z,1260000,False,,,0,,O. Anunoby Free Throw 1 of 1 (10 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
127,PT00M00.80S,2024-11-16T01:05:32.1Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,37,32,2024-11-16T01:05:37Z,1270000,False,,,0,,C. Thomas bad pass TURNOVER (2 TO),"[1630560, 1628384]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,,,,Anunoby,1628384.0,,
128,PT00M00.80S,2024-11-16T01:05:32.1Z,1,REGULAR,steal,,[],1628384,,,1610612752,37,32,2024-11-16T01:06:06Z,1280000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT00M00.00S,2024-11-16T01:05:37.0Z,1,REGULAR,period,end,[],0,,,1610612752,37,32,2024-11-16T01:05:37Z,1290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2024-11-16T01:06:57.3Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612752,37,32,2024-11-16T01:08:19Z,1310000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2024-11-16T01:06:57.3Z,2,REGULAR,substitution,out,['startperiod'],1629003,,,1610612752,37,32,2024-11-16T01:08:19Z,1320000,False,,,0,,SUB out: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2024-11-16T01:06:57.3Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612752,37,32,2024-11-16T01:08:19Z,1330000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2024-11-16T01:06:57.3Z,2,REGULAR,substitution,in,['startperiod'],1630592,,,1610612752,37,32,2024-11-16T01:08:19Z,1340000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-11-16T01:06:57.3Z,2,REGULAR,substitution,in,['startperiod'],203471,,,1610612752,37,32,2024-11-16T01:08:19Z,1350000,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-16T01:06:57.3Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612752,37,32,2024-11-16T01:10:37Z,1355000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-11-16T01:08:34.9Z,2,REGULAR,period,start,[],0,,,1610612751,37,32,2024-11-16T01:08:34Z,1360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT11M38.00S,2024-11-16T01:08:55.4Z,2,REGULAR,3pt,Jump Shot,[],1630553,3.7614980289093296,94.36274509803921,1610612751,37,32,2024-11-16T01:08:58Z,1370000,False,-222.0,-17.0,1,left,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.25,Missed,,,,,,,,,,,,,,,,,,
138,PT11M36.00S,2024-11-16T01:08:57.4Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,37,32,2024-11-16T01:08:58Z,1380000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,137.0,,2.0,1.0,1.0,,,,
139,PT11M36.00S,2024-11-16T01:08:58.6Z,2,REGULAR,turnover,bad pass,[],1628384,,,1610612752,37,32,2024-11-16T01:09:25Z,1390000,False,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1630553]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,2.0,,,,Johnson,1630553.0,,
140,PT11M36.00S,2024-11-16T01:08:58.6Z,2,REGULAR,steal,,[],1630553,,,1610612751,37,32,2024-11-16T01:09:00Z,1400000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
141,PT11M29.00S,2024-11-16T01:09:05.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203471,25.04927726675427,84.31372549019608,1610612751,37,32,2024-11-16T01:09:13Z,1410000,False,-172.0,183.0,1,left,MISS D. Schröder 25' pullup 3PT,[203471],1610612751.0,BKN,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
142,PT11M27.00S,2024-11-16T01:09:07.4Z,2,REGULAR,rebound,offensive,[],1641730,,,1610612751,37,32,2024-11-16T01:09:13Z,1420000,False,,,0,,N. Clowney REBOUND (Off:1 Def:0),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,141.0,,1.0,0.0,1.0,,,,
143,PT11M19.00S,2024-11-16T01:09:15.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203471,28.991458607095925,70.34313725490196,1610612751,37,32,2024-11-16T01:12:34Z,1430000,False,-102.0,220.0,1,left,MISS D. Schröder 24' 3PT,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,24.24,Missed,,,,,,,,,,,,,,,,,,
144,PT11M16.00S,2024-11-16T01:09:18.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,37,32,2024-11-16T01:09:18Z,1440000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,143.0,,3.0,2.0,1.0,,,,
145,PT11M08.00S,2024-11-16T01:09:35.5Z,2,REGULAR,foul,personal,[],1641730,,,1610612752,37,32,2024-11-16T01:10:14Z,1450000,False,,,0,,N. Clowney personal FOUL (2 PF),"[1641730, 1626166]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,2.0,0.0,Payne,1626166.0,,,,,,,,,
147,PT11M00.00S,2024-11-16T01:09:54.8Z,2,REGULAR,turnover,out-of-bounds,[],1630574,,,1610612752,37,32,2024-11-16T01:10:04Z,1470000,False,,,0,,A. Hukporti bad pass out-of-bounds TURNOVER (1 TO),[1630574],1610612752.0,NYK,bad pass,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Center,,,,,,,2004.0,,,,,,1.0,,,,,,,
148,PT10M42.00S,2024-11-16T01:10:26.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,28.991458607095925,27.205882352941174,1610612751,37,32,2024-11-16T01:10:43Z,1480000,False,114.0,220.0,1,left,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
149,PT10M38.00S,2024-11-16T01:10:29.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,37,32,2024-11-16T01:10:29Z,1490000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,148.0,,3.0,3.0,0.0,,,,
150,PT10M35.00S,2024-11-16T01:10:36.1Z,2,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612752,37,32,2024-11-16T01:10:46Z,1500000,False,,,0,,N. Clowney shooting personal FOUL (3 PF) (Anunoby 2 FT),"[1641730, 1628384]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,1627519.0,3.0,0.0,Anunoby,1628384.0,,,,,,,,,
155,PT10M35.00S,2024-11-16T01:10:53.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612752,37,32,2024-11-16T01:11:17Z,1517500,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M35.00S,2024-11-16T01:10:53.8Z,2,REGULAR,substitution,out,[],1641730,,,1610612752,37,32,2024-11-16T01:12:51Z,1519375,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT10M35.00S,2024-11-16T01:11:11.5Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,38,32,2024-11-16T01:11:11Z,1520000,False,,,0,,O. Anunoby Free Throw 1 of 2 (11 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
156,PT10M35.00S,2024-11-16T01:11:38.3Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,39,32,2024-11-16T01:11:38Z,1530000,False,,,0,,O. Anunoby Free Throw 2 of 2 (12 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
157,PT10M13.00S,2024-11-16T01:12:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,4.5499342969776615,44.85294117647059,1610612751,39,32,2024-11-16T01:13:56Z,1540000,False,26.0,-10.0,1,left,MISS J. Wilson driving Layup - blocked,"[1630592, 1630574]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,Hukporti,1630574.0
158,PT10M13.00S,2024-11-16T01:12:05.3Z,2,REGULAR,block,,[],1630574,,,1610612751,39,32,2024-11-16T01:13:59Z,1550000,False,,,0,,A. Hukporti BLOCK (2 BLK),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT10M11.00S,2024-11-16T01:12:07.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,39,32,2024-11-16T01:13:56Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,157.0,,,,,,,,
180,PT10M11.00S,2024-11-16T01:12:20.6Z,2,REGULAR,substitution,out,[],1628384,,,1610612751,39,32,2024-11-16T01:15:30Z,1575000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M11.00S,2024-11-16T01:12:20.6Z,2,REGULAR,substitution,in,[],1642359,,,1610612751,39,32,2024-11-16T01:15:30Z,1577500,False,,,0,,SUB in: P. Dadiet,[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M08.00S,2024-11-16T01:12:26.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,8.886333771353483,45.83333333333333,1610612751,39,32,2024-11-16T01:12:34Z,1580000,False,21.0,31.0,1,left,MISS Z. Williams alley-oop Layup - blocked,"[1630533, 1630574]",1610612751.0,BKN,alley-oop,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,Hukporti,1630574.0
163,PT10M08.00S,2024-11-16T01:12:26.5Z,2,REGULAR,block,,[],1630574,,,1610612751,39,32,2024-11-16T01:12:32Z,1590000,False,,,0,,A. Hukporti BLOCK (3 BLK),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M05.00S,2024-11-16T01:12:29.5Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,39,32,2024-11-16T01:12:34Z,1600000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,162.0,,1.0,1.0,0.0,,,,
165,PT10M05.00S,2024-11-16T01:12:41.1Z,2,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612752,39,32,2024-11-16T01:12:47Z,1610000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Hart 2 FT),"[1630553, 1628404]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,1.0,0.0,Hart,1628404.0,,,,,,,,,
168,PT10M05.00S,2024-11-16T01:13:05.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628404,,,1610612752,40,32,2024-11-16T01:13:05Z,1630000,False,,,0,,J. Hart Free Throw 1 of 2 (8 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
169,PT10M05.00S,2024-11-16T01:13:05.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628404,,,1610612752,41,32,2024-11-16T01:16:36Z,1640000,False,,,0,,J. Hart Free Throw 2 of 2 (9 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
170,PT09M50.00S,2024-11-16T01:13:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,7.30946123521682,51.71568627450981,1610612751,41,32,2024-11-16T01:14:36Z,1650000,False,-9.0,16.0,1,left,MISS D. Finney-Smith driving finger roll Layup,[1627827],1610612751.0,BKN,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,,
171,PT09M49.00S,2024-11-16T01:13:44.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,41,32,2024-11-16T01:14:36Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,170.0,,,,,,,,
173,PT09M41.00S,2024-11-16T01:14:07.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630592,26.49474375821288,82.35294117647058,1610612751,41,32,2024-11-16T01:14:10Z,1680000,False,-162.0,197.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
174,PT09M38.00S,2024-11-16T01:14:10.5Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,41,32,2024-11-16T01:14:10Z,1690000,False,,,0,,T. Kolek REBOUND (Off:0 Def:2),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,173.0,,2.0,2.0,0.0,,,,
