actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
342,PT00M08.60S,2024-12-02T00:05:46.4Z,2,REGULAR,2pt,Jump Shot,[],1628969,9.411957950065702,86.51960784313727,1610612752,57,28,2024-12-02T00:11:27Z,3300000,False,-183.0,36.0,1,left,MISS M. Bridges 18' turnaround fadeaway Shot,[1628969],1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,18.61,Missed,,,,,,,,,,,,,,,,,,
343,PT00M04.90S,2024-12-02T00:05:50.1Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,57,28,2024-12-02T00:05:50Z,3310000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,,,
344,PT00M01.80S,2024-12-02T00:05:53.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,93.11760840998686,3.6764705882352944,1610612740,57,28,2024-12-02T00:11:47Z,3320000,False,-232.0,12.0,1,right,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
345,PT00M00.80S,2024-12-02T00:05:54.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,57,28,2024-12-02T00:06:09Z,3330000,False,,,0,,K. Towns REBOUND (Off:2 Def:15),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,344.0,17.0,15.0,2.0,,,,,,,,,,,,
346,PT00M00.00S,2024-12-02T00:06:00.6Z,2,REGULAR,period,end,[],0,,,1610612752,57,28,2024-12-02T00:06:00Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-12-02T00:21:12.5Z,3,REGULAR,period,start,[],0,,,1610612740,57,28,2024-12-02T00:21:12Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M44.00S,2024-12-02T00:21:27.6Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612740,57,28,2024-12-02T00:21:31Z,3360000,False,,,0,,D. Murray bad pass TURNOVER (3 TO),"[1627749, 1628384]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,Anunoby,1628384.0,,,,,,,,,
349,PT11M44.00S,2024-12-02T00:21:27.6Z,3,REGULAR,steal,,[],1628384,,,1610612752,57,28,2024-12-02T00:21:29Z,3370000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
351,PT11M31.00S,2024-12-02T00:21:55.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,91.01511169513797,50.245098039215684,1610612752,57,28,2024-12-02T00:24:55Z,3390000,False,1.0,32.0,1,right,MISS J. Hart cutting Layup,[1628404],1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
352,PT11M30.00S,2024-12-02T00:21:56.3Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,57,28,2024-12-02T00:24:03Z,3400000,False,,,0,,K. Towns REBOUND (Off:3 Def:15),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,351.0,18.0,15.0,3.0,,,,,,,,,,,,
353,PT11M30.00S,2024-12-02T00:21:57.8Z,3,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612752,57,28,2024-12-02T00:22:03Z,3410000,False,,,0,,Y. Missi shooting personal FOUL (3 PF) (Towns 2 FT),"[1642274, 1626157]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,,,,,3.0,0.0,Towns,1626157.0
355,PT11M30.00S,2024-12-02T00:22:29.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626157,,,1610612752,58,28,2024-12-02T00:22:29Z,3430000,False,,,0,,K. Towns Free Throw 1 of 2 (5 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
356,PT11M30.00S,2024-12-02T00:22:48.6Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626157,,,1610612752,59,28,2024-12-02T00:22:48Z,3440000,False,,,0,,K. Towns Free Throw 2 of 2 (6 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
357,PT11M14.00S,2024-12-02T00:23:06.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,28.991458607095925,27.450980392156865,1610612740,59,28,2024-12-02T00:23:10Z,3450000,False,113.0,220.0,1,left,MISS T. Murphy III 24' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
358,PT11M10.00S,2024-12-02T00:23:10.1Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,59,28,2024-12-02T00:23:16Z,3460000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,357.0,3.0,3.0,0.0,,,,,,,,,,,,
359,PT11M02.00S,2024-12-02T00:23:18.1Z,3,REGULAR,3pt,Jump Shot,[],1626157,65.52233902759527,50.0,1610612752,62,28,2024-12-02T00:23:21Z,3470000,False,0.0,272.0,1,right,K. Towns 27' 3PT  (9 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,27.16,Made,,,,,,,,,,,9.0,M. Bridges,1628969.0,1.0,,,,
361,PT10M42.00S,2024-12-02T00:23:38.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,8.754927726675426,51.470588235294116,1610612740,62,30,2024-12-02T00:23:40Z,3490000,False,-7.0,30.0,1,left,D. Murray driving floating Jump Shot (4 PTS) (T. Murphy III 1 AST),"[1627749, 1630530]",1610612740.0,NOP,driving floating,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,,,4.0,T. Murphy III,1630530.0,1.0,,,,
362,PT10M18.00S,2024-12-02T00:24:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,85.3646517739816,48.28431372549019,1610612752,62,30,2024-12-02T00:27:33Z,3500000,False,-9.0,85.0,1,right,MISS M. Bridges 8' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,8.55,Missed,,,,,,,,,,,,,,,,,,
363,PT10M16.00S,2024-12-02T00:24:02.9Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612740,62,30,2024-12-02T00:24:03Z,3510000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,362.0,3.0,3.0,0.0,,,,,,,,,,,,
470,PT10M12.00S,2024-12-02T00:24:05.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627749,14.273981603153747,51.71568627450981,1610612740,62,30,2024-12-02T01:02:46Z,3515000,False,-9.0,82.0,1,left,MISS D. Murray 8' running Layup,[1627749],1610612740.0,NOP,running,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.22,Missed,,,,,,,,,,,,,,,,,,
471,PT10M11.00S,2024-12-02T00:24:06.3Z,3,REGULAR,rebound,offensive,[],1627749,,,1610612740,62,30,2024-12-02T00:41:47Z,3517500,False,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,470.0,5.0,4.0,1.0,,,,,,,,,,,,
364,PT10M10.00S,2024-12-02T00:24:09.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1627749,8.623521681997373,49.01960784313725,1610612740,62,30,2024-12-02T01:03:04Z,3520000,False,5.0,29.0,1,left,MISS D. Murray putback Layup,[1627749],1610612740.0,NOP,putback,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
365,PT10M08.00S,2024-12-02T00:24:11.7Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,62,30,2024-12-02T00:31:23Z,3530000,False,,,0,,Y. Missi REBOUND (Off:4 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,364.0,5.0,1.0,4.0,,,,,,,,,,,,
370,PT10M07.00S,2024-12-02T00:24:24.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,6.389618922470433,49.26470588235294,1610612740,62,32,2024-12-02T00:31:26Z,3545000,False,4.0,8.0,1,left,Y. Missi tip Layup (5 PTS),[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,,,,5.0,,,,,,,
368,PT10M07.00S,2024-12-02T00:24:40.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,62,32,2024-12-02T00:27:44Z,3560000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M04.00S,2024-12-02T00:28:14.1Z,3,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,62,32,2024-12-02T00:42:25Z,3580000,False,,,0,,J. Brunson lost ball out-of-bounds TURNOVER (3 TO),[1628973],1610612752.0,NYK,lost ball,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,,,2882.0,,,,,,,,
373,PT09M52.00S,2024-12-02T00:28:42.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,14.931011826544022,50.0,1610612740,62,32,2024-12-02T00:28:46Z,3590000,False,0.0,88.0,1,left,MISS C. McCollum 8' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
374,PT09M50.00S,2024-12-02T00:28:44.0Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,62,32,2024-12-02T00:28:46Z,3600000,False,,,0,,K. Towns REBOUND (Off:3 Def:16),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,373.0,19.0,16.0,3.0,,,,,,,,,,,,
375,PT09M45.00S,2024-12-02T00:28:49.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628404,70.12155059132719,72.05882352941177,1610612752,65,32,2024-12-02T00:31:19Z,3610000,False,110.0,228.0,1,right,J. Hart 25' 3PT running (7 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,,,,,7.0,J. Brunson,1628973.0,4.0,,,,
377,PT09M35.00S,2024-12-02T00:29:12.3Z,3,REGULAR,foul,personal,[],1628404,,,1610612740,65,32,2024-12-02T00:29:45Z,3630000,False,,,0,,J. Hart personal FOUL (2 PF),"[1628404, 1630530]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1629183.0,,,,,2.0,0.0,Murphy III,1630530.0
380,PT09M28.00S,2024-12-02T00:29:26.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,6.258212877792378,50.245098039215684,1610612740,65,34,2024-12-02T00:35:32Z,3660000,False,-1.0,6.0,1,left,Y. Missi driving DUNK (7 PTS) (D. Murray 3 AST),"[1642274, 1627749]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,,,,,7.0,D. Murray,1627749.0,3.0,,,,
382,PT09M05.00S,2024-12-02T00:29:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.77463863337714,47.30392156862745,1610612752,65,34,2024-12-02T00:29:52Z,3680000,False,-13.0,6.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
383,PT09M03.00S,2024-12-02T00:29:50.7Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,65,34,2024-12-02T00:29:52Z,3690000,False,,,0,,Y. Missi REBOUND (Off:4 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,382.0,6.0,2.0,4.0,,,,,,,,,,,,
384,PT08M53.00S,2024-12-02T00:30:00.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.206964520367937,50.98039215686274,1610612740,65,36,2024-12-02T00:30:05Z,3700000,False,-5.0,-4.0,1,left,D. Murray driving finger roll Layup (6 PTS) (T. Murphy III 2 AST),"[1627749, 1630530]",1610612740.0,NOP,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,6.0,T. Murphy III,1630530.0,2.0,,,,
387,PT08M32.00S,2024-12-02T00:30:21.5Z,3,REGULAR,3pt,Jump Shot,[],1628969,92.85479632063075,97.79411764705883,1610612752,68,36,2024-12-02T00:30:24Z,3730000,False,239.0,15.0,1,right,M. Bridges 3PT  (19 PTS) (K. Towns 2 AST),"[1628969, 1626157]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.95,Made,,,,,,,,,,,19.0,K. Towns,1626157.0,2.0,,,,
389,PT08M19.00S,2024-12-02T00:30:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,9.017739816031538,47.30392156862745,1610612740,68,36,2024-12-02T00:36:25Z,3750000,False,13.0,32.0,1,left,MISS D. Murray driving floating Shot,[1627749],1610612740.0,NOP,driving floating,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
390,PT08M15.00S,2024-12-02T00:30:37.4Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,68,36,2024-12-02T00:36:25Z,3760000,False,,,0,,Y. Missi REBOUND (Off:5 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,389.0,7.0,2.0,5.0,,,,,,,,,,,,
391,PT08M15.00S,2024-12-02T00:30:37.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,5.590000152587891,50.0,1610612740,68,36,2024-12-02T00:36:48Z,3770000,False,0.0,0.0,1,left,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
392,PT08M15.00S,2024-12-02T00:30:37.8Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,68,36,2024-12-02T00:30:41Z,3780000,False,,,0,,Y. Missi REBOUND (Off:6 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,391.0,8.0,2.0,6.0,,,,,,,,,,,,
393,PT08M14.00S,2024-12-02T00:30:41.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,5.590000152587891,50.0,1610612740,68,38,2024-12-02T00:37:18Z,3790000,False,0.0,0.0,1,left,Y. Missi tip Layup (9 PTS),[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,9.0,,,,,,,
394,PT08M11.00S,2024-12-02T00:30:50.7Z,3,REGULAR,foul,technical,['1freethrow'],204239,,,1610612752,68,38,2024-12-02T00:31:16Z,3800000,False,,,0,,TEAM foul technical,[204239],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,
395,PT08M11.00S,2024-12-02T00:31:10.4Z,3,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,69,38,2024-12-02T00:31:10Z,3810000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (13 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
396,PT08M01.00S,2024-12-02T00:31:42.4Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612752,69,38,2024-12-02T00:31:45Z,3820000,False,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1627749]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,Murray,1627749.0,,,,,,,,,
397,PT08M01.00S,2024-12-02T00:31:42.4Z,3,REGULAR,steal,,[],1627749,,,1610612740,69,38,2024-12-02T00:31:43Z,3830000,False,,,0,,D. Murray STEAL (3 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
398,PT07M59.00S,2024-12-02T00:31:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,6.1268068331143235,46.07843137254902,1610612740,69,40,2024-12-02T00:31:51Z,3840000,False,20.0,5.0,1,left,D. Murray running finger roll Layup (8 PTS),[1627749],1610612740.0,NOP,running finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,,8.0,,,,,,,
399,PT07M40.00S,2024-12-02T00:32:02.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,94.03745072273325,51.71568627450981,1610612752,71,40,2024-12-02T00:32:07Z,3850000,False,9.0,4.0,1,right,M. Bridges cutting finger roll Layup (21 PTS) (J. Brunson 5 AST),"[1628969, 1628973]",1610612752.0,NYK,cutting finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,,,21.0,J. Brunson,1628973.0,5.0,,,,
401,PT07M25.00S,2024-12-02T00:32:20.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,9.017739816031538,50.98039215686274,1610612740,71,42,2024-12-02T00:32:23Z,3870000,False,-5.0,32.0,1,left,C. McCollum driving floating Jump Shot (8 PTS) (D. Murray 4 AST),"[203468, 1627749]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,,,,,,,8.0,D. Murray,1627749.0,4.0,,,,
403,PT07M25.00S,2024-12-02T00:32:22.9Z,3,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612740,71,42,2024-12-02T00:32:32Z,3890000,False,,,0,,J. Brunson shooting personal FOUL (3 PF) (McCollum 1 FT),"[1628973, 203468]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,,,,,3.0,0.0,McCollum,203468.0
405,PT07M25.00S,2024-12-02T00:32:44.9Z,3,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,71,43,2024-12-02T00:32:44Z,3910000,False,,,0,,C. McCollum Free Throw 1 of 1 (9 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
406,PT07M08.00S,2024-12-02T00:33:08.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,87.59855453350855,42.40196078431372,1610612752,73,43,2024-12-02T00:38:43Z,3920000,False,-38.0,64.0,1,right,K. Towns 7' floating Jump Shot (11 PTS) (J. Brunson 6 AST),"[1626157, 1628973]",1610612752.0,NYK,floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,,,,,,,,,,,11.0,J. Brunson,1628973.0,6.0,,,,
408,PT07M08.00S,2024-12-02T00:33:10.9Z,3,REGULAR,foul,personal,['1freethrow'],203468,,,1610612752,73,43,2024-12-02T00:33:19Z,3940000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Towns 1 FT),"[203468, 1626157]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1629183.0,,,,,2.0,0.0,Towns,1626157.0
410,PT07M08.00S,2024-12-02T00:33:42.5Z,3,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,74,43,2024-12-02T00:33:42Z,3960000,False,,,0,,K. Towns Free Throw 1 of 1 (12 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
411,PT06M55.00S,2024-12-02T00:33:54.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,7.703679369250986,56.372549019607845,1610612740,74,45,2024-12-02T00:34:16Z,3970000,False,-32.0,20.0,1,left,C. McCollum driving floating bank Jump Shot (11 PTS) (Y. Missi 1 AST),"[203468, 1642274]",1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,,,,,,,11.0,Y. Missi,1642274.0,1.0,,,,
413,PT06M43.00S,2024-12-02T00:34:07.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,95.0886990801577,48.529411764705884,1610612752,76,45,2024-12-02T00:34:10Z,3990000,False,-7.0,-6.0,1,right,K. Towns alley-oop DUNK (14 PTS) (J. Brunson 7 AST),"[1626157, 1628973]",1610612752.0,NYK,alley-oop,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,14.0,J. Brunson,1628973.0,7.0,,,,
415,PT06M34.00S,2024-12-02T00:34:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.863994743758213,53.92156862745098,1610612740,76,47,2024-12-02T00:39:32Z,4010000,False,-20.0,3.0,1,left,C. McCollum driving reverse Layup (13 PTS),[203468],1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,,,,,13.0,,,,,,,
416,PT06M14.00S,2024-12-02T00:34:36.4Z,3,REGULAR,3pt,Jump Shot,[],1626157,73.01248357424441,19.852941176470587,1610612752,76,47,2024-12-02T00:34:39Z,4020000,False,-151.0,201.0,1,right,MISS K. Towns 25' step back 3PT,[1626157],1610612752.0,NYK,step back,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
417,PT06M12.00S,2024-12-02T00:34:38.4Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612740,76,47,2024-12-02T00:34:39Z,4030000,False,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,416.0,6.0,5.0,1.0,,,,,,,,,,,,
418,PT06M02.00S,2024-12-02T00:34:47.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,12.565703022339028,37.5,1610612740,76,49,2024-12-02T00:34:50Z,4040000,False,62.0,66.0,1,left,D. Murray 9' driving floating Jump Shot (10 PTS),[1627749],1610612740.0,NOP,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Right,9.06,Made,,,,,,,,,,,10.0,,,,,,,
419,PT05M45.00S,2024-12-02T00:35:04.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.38042049934296,51.9607843137255,1610612752,78,49,2024-12-02T00:35:17Z,4050000,False,10.0,10.0,1,right,M. Bridges cutting Layup (23 PTS) (J. Brunson 8 AST),"[1628969, 1628973]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,,,,,23.0,J. Brunson,1628973.0,8.0,,,,
421,PT05M33.00S,2024-12-02T00:35:17.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,6.783837056504599,49.50980392156863,1610612740,78,51,2024-12-02T00:41:26Z,4070000,False,2.0,11.0,1,left,Y. Missi cutting DUNK (11 PTS) (C. McCollum 3 AST),"[1642274, 203468]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,,11.0,C. McCollum,203468.0,3.0,,,,
423,PT05M10.00S,2024-12-02T00:35:39.4Z,3,REGULAR,3pt,Jump Shot,[],1628973,72.22404730617609,78.18627450980392,1610612752,81,51,2024-12-02T00:35:42Z,4090000,False,141.0,209.0,1,right,J. Brunson 25' 3PT pullup (16 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.17,Made,,,,,,,,,,,16.0,,,,,,,
424,PT04M53.00S,2024-12-02T00:36:00.8Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612740,81,51,2024-12-02T00:36:05Z,4100000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Green 2 FT),"[1626157, 1629750]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,,,,,1.0,0.0,Green,1629750.0
428,PT04M53.00S,2024-12-02T00:36:21.0Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,81,51,2024-12-02T00:36:54Z,4115000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M53.00S,2024-12-02T00:36:21.0Z,3,REGULAR,substitution,out,[],1626157,,,1610612740,81,51,2024-12-02T00:36:54Z,4117500,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M53.00S,2024-12-02T00:36:21.0Z,3,REGULAR,substitution,out,[],1642274,,,1610612740,81,51,2024-12-02T00:36:54Z,4118750,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M53.00S,2024-12-02T00:36:21.0Z,3,REGULAR,substitution,out,[],203468,,,1610612740,81,51,2024-12-02T00:36:54Z,4119375,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
