actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M20.00S,2024-12-01T23:25:39.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,14,4,2024-12-01T23:26:01Z,800000,False,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,83.0,7.0,7.0,0.0,,,,,,,,,,,,
85,PT05M01.00S,2024-12-01T23:26:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,4.944152431011826,48.28431372549019,1610612752,16,4,2024-12-01T23:26:22Z,810000,False,9.0,-6.0,1,left,M. Bridges cutting finger roll Layup (4 PTS) (J. Brunson 3 AST),"[1628969, 1628973]",1610612752.0,NYK,cutting finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,,,,4.0,J. Brunson,1628973.0,3.0,,,,
87,PT04M51.00S,2024-12-01T23:26:28.7Z,1,REGULAR,2pt,Jump Shot,[],1630526,82.47371879106439,24.754901960784316,1610612740,16,4,2024-12-01T23:33:48Z,830000,False,-126.0,112.0,1,right,MISS J. Robinson-Earl 16' Jump Shot,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left Center,16.89,Missed,,,,,,,,,,,,,,,,,,
88,PT04M49.00S,2024-12-01T23:26:30.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,16,4,2024-12-01T23:26:32Z,840000,False,,,0,,K. Towns REBOUND (Off:0 Def:8),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,87.0,8.0,8.0,0.0,,,,,,,,,,,,
89,PT04M45.00S,2024-12-01T23:26:35.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,30.699737187910642,26.47058823529412,1610612752,16,4,2024-12-01T23:26:40Z,850000,False,118.0,236.0,1,left,MISS J. Brunson 26' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
90,PT04M41.00S,2024-12-01T23:26:39.8Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612740,16,4,2024-12-01T23:26:40Z,860000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,
91,PT04M34.00S,2024-12-01T23:26:45.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,89.30683311432325,2.696078431372549,1610612740,16,4,2024-12-01T23:26:49Z,870000,False,-237.0,48.0,1,right,MISS D. Murray 24' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2024-12-01T23:26:48.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,16,4,2024-12-01T23:26:49Z,880000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,
93,PT04M26.00S,2024-12-01T23:26:56.4Z,1,REGULAR,foul,personal,[],1630526,,,1610612752,16,4,2024-12-01T23:27:01Z,890000,False,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 1626157]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1148.0,,,,,1.0,0.0,Towns,1626157.0
95,PT04M26.00S,2024-12-01T23:26:56.5Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,16,4,2024-12-01T23:27:11Z,910000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M26.00S,2024-12-01T23:26:56.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,16,4,2024-12-01T23:27:11Z,920000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M26.00S,2024-12-01T23:26:56.5Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,16,4,2024-12-01T23:27:11Z,930000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M26.00S,2024-12-01T23:26:56.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,16,4,2024-12-01T23:27:11Z,940000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M26.00S,2024-12-01T23:26:56.5Z,1,REGULAR,substitution,out,[],1629750,,,1610612752,16,4,2024-12-01T23:27:25Z,950000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2024-12-01T23:26:56.5Z,1,REGULAR,substitution,in,[],1628464,,,1610612752,16,4,2024-12-01T23:27:25Z,960000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M16.00S,2024-12-01T23:27:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,10.068988173455978,58.82352941176471,1610612752,16,4,2024-12-01T23:27:48Z,970000,False,-44.0,42.0,1,left,MISS J. Brunson 6' driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
102,PT04M12.00S,2024-12-01T23:27:47.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,16,4,2024-12-02T00:13:27Z,980000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,
103,PT04M05.00S,2024-12-01T23:27:54.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,92.59198423127464,52.94117647058824,1610612740,16,4,2024-12-01T23:35:29Z,990000,False,15.0,17.0,1,right,MISS D. Theis driving DUNK - blocked,"[1628464, 1628384]",1610612740.0,NOP,driving,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.25,Missed,Anunoby,1628384.0,,,,,,,,,,,,,,,,
104,PT04M05.00S,2024-12-01T23:27:54.9Z,1,REGULAR,block,,[],1628384,,,1610612740,16,4,2024-12-01T23:27:57Z,1000000,False,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT04M03.00S,2024-12-01T23:27:56.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,16,4,2024-12-01T23:27:58Z,1010000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,
106,PT03M58.00S,2024-12-01T23:28:01.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,8.09789750328515,96.32352941176471,1610612752,19,4,2024-12-01T23:36:09Z,1020000,False,-232.0,24.0,1,left,M. Bridges 3PT running (7 PTS) (M. McBride 1 AST),"[1628969, 1630540]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,,,,,7.0,M. McBride,1630540.0,1.0,,,,
108,PT03M43.00S,2024-12-01T23:28:16.2Z,1,REGULAR,3pt,Jump Shot,[],1630527,91.80354796320631,3.6764705882352944,1610612740,19,4,2024-12-01T23:28:19Z,1040000,False,-232.0,25.0,1,right,MISS B. Boston Jr. 3PT,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
109,PT03M41.00S,2024-12-01T23:28:18.2Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,19,4,2024-12-01T23:28:19Z,1050000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Left Corner 3,24+ Left,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,
110,PT03M34.00S,2024-12-01T23:28:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,5.995400788436268,50.245098039215684,1610612752,19,4,2024-12-01T23:28:31Z,1060000,False,-1.0,4.0,1,left,MISS O. Anunoby running Layup,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2024-12-01T23:28:26.2Z,1,REGULAR,rebound,offensive,[],1630540,,,1610612752,19,4,2024-12-02T00:13:58Z,1070000,False,,,0,,M. McBride REBOUND (Off:1 Def:0),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,110.0,1.0,0.0,1.0,,,,,,,,,,,,
112,PT03M31.00S,2024-12-01T23:28:28.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,26.62614980289093,80.63725490196079,1610612752,22,4,2024-12-01T23:28:33Z,1080000,False,-153.0,198.0,1,left,M. Bridges 25' 3PT  (10 PTS) (M. McBride 2 AST),"[1628969, 1630540]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.02,Made,,,,,,,,,,,10.0,M. McBride,1630540.0,2.0,,,,
114,PT03M06.00S,2024-12-01T23:28:53.1Z,1,REGULAR,3pt,Jump Shot,[],1627749,66.70499342969777,42.64705882352941,1610612740,22,4,2024-12-01T23:39:48Z,1100000,False,-37.0,260.0,1,right,MISS D. Murray 26' step back 3PT,[1627749],1610612740.0,NOP,step back,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
115,PT03M04.00S,2024-12-01T23:28:56.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,22,4,2024-12-01T23:28:56Z,1110000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,
116,PT02M51.00S,2024-12-01T23:29:08.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,24.129434954007884,85.5392156862745,1610612752,22,4,2024-12-01T23:29:13Z,1120000,False,-178.0,174.0,1,left,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
117,PT02M47.00S,2024-12-01T23:29:12.8Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,22,4,2024-12-01T23:45:08Z,1130000,False,,,0,,J. Brunson REBOUND (Off:2 Def:0),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,116.0,2.0,0.0,2.0,,,,,,,,,,,,
118,PT02M42.00S,2024-12-01T23:29:18.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,14.011169513797633,95.83333333333334,1610612752,22,4,2024-12-01T23:29:22Z,1140000,False,-229.0,79.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,24.25,Missed,,,,,,,,,,,,,,,,,,
119,PT02M38.00S,2024-12-01T23:29:22.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,22,4,2024-12-01T23:29:22Z,1150000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,,118.0,3.0,3.0,0.0,,,,,,,,,,,,
120,PT02M30.00S,2024-12-01T23:29:37.1Z,1,REGULAR,foul,offensive,[],1627749,,,1610612740,22,4,2024-12-01T23:29:53Z,1160000,False,,,0,,D. Murray charge offensive FOUL (1 PF),"[1627749, 1628973]",1610612740.0,NOP,charge,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1148.0,,,,,1.0,0.0,Brunson,1628973.0
122,PT02M30.00S,2024-12-01T23:29:37.1Z,1,REGULAR,turnover,offensive foul,[],1627749,,,1610612740,22,4,2024-12-01T23:29:37Z,1180000,False,,,0,,D. Murray offensive foul TURNOVER (1 TO),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,1148.0,,,,,,,,
123,PT02M30.00S,2024-12-01T23:29:54.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,22,4,2024-12-01T23:29:54Z,1190000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,22,4,2024-12-01T23:32:30Z,1200000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,22,4,2024-12-01T23:32:30Z,1210000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,out,[],1630530,,,1610612752,22,4,2024-12-01T23:32:30Z,1220000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,out,[],1627749,,,1610612752,22,4,2024-12-01T23:32:30Z,1230000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,in,[],1626157,,,1610612752,22,4,2024-12-01T23:32:30Z,1240000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,in,[],1626166,,,1610612752,22,4,2024-12-01T23:32:30Z,1250000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,in,[],203901,,,1610612752,22,4,2024-12-01T23:32:30Z,1260000,False,,,0,,SUB in: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M30.00S,2024-12-01T23:29:54.7Z,1,REGULAR,substitution,in,[],203468,,,1610612752,22,4,2024-12-01T23:32:30Z,1270000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2024-12-01T23:32:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,8.229303547963205,2.941176470588235,1610612752,25,4,2024-12-01T23:33:02Z,1280000,False,235.0,25.0,1,left,M. Bridges 3PT step back (13 PTS),[1628969],1610612752.0,NYK,step back,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.66,Made,,,,,,,,,,,13.0,,,,,,,
134,PT01M54.00S,2024-12-01T23:33:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,84.97043363994744,49.01960784313725,1610612740,25,6,2024-12-01T23:42:47Z,1300000,False,-5.0,89.0,1,right,E. Payton 8' turnaround fadeaway Jump Shot (2 PTS),[203901],1610612740.0,NOP,turnaround fadeaway,,,Payton,E. Payton,,,,,In The Paint (Non-RA),8-16 Center,8.89,Made,,,,,,,,,,,2.0,,,,,,,
135,PT01M28.00S,2024-12-01T23:33:37.0Z,1,REGULAR,3pt,Jump Shot,[],1630540,29.911300919842315,71.07843137254902,1610612752,28,6,2024-12-01T23:33:41Z,1310000,False,-105.0,229.0,1,left,M. McBride 25' 3PT  (3 PTS) (O. Anunoby 1 AST),"[1630540, 1628384]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.18,Made,,,,,,,,,,,3.0,O. Anunoby,1628384.0,1.0,,,,
137,PT01M15.00S,2024-12-01T23:33:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,90.3580814717477,36.51960784313725,1610612740,28,8,2024-12-01T23:44:11Z,1330000,False,-67.0,38.0,1,right,C. McCollum 7' driving floating Jump Shot (2 PTS) (E. Payton 1 AST),"[203468, 203901]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.74,Made,,,,,,,,,,,2.0,E. Payton,203901.0,1.0,,,,
140,PT00M57.90S,2024-12-01T23:34:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630540,27.414586070959263,19.607843137254903,1610612752,31,8,2024-12-01T23:34:24Z,1360000,False,152.0,205.0,1,left,M. McBride 25' 3PT  (6 PTS) (C. Payne 1 AST),"[1630540, 1626166]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,25.54,Made,,,,,,,,,,,6.0,C. Payne,1626166.0,1.0,,,,
142,PT00M52.40S,2024-12-01T23:34:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.77463863337714,51.9607843137255,1610612740,31,10,2024-12-01T23:34:34Z,1380000,False,10.0,6.0,1,right,C. McCollum driving reverse Layup (4 PTS) (E. Payton 2 AST),"[203468, 203901]",1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,4.0,E. Payton,203901.0,2.0,,,,
143,PT00M40.00S,2024-12-01T23:34:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,5.732588699080158,47.794117647058826,1610612752,33,10,2024-12-01T23:34:48Z,1390000,False,11.0,1.0,1,left,M. McBride driving reverse Layup (8 PTS) (C. Payne 2 AST),"[1630540, 1626166]",1610612752.0,NYK,driving reverse,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,8.0,C. Payne,1626166.0,2.0,,,,
145,PT00M29.20S,2024-12-01T23:34:58.7Z,1,REGULAR,2pt,Jump Shot,[],203468,75.64060446780552,63.970588235294116,1610612740,33,10,2024-12-01T23:35:03Z,1410000,False,70.0,176.0,1,right,MISS C. McCollum 18' turnaround fadeaway Shot,[203468],1610612740.0,NOP,turnaround fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,18.98,Missed,,,,,,,,,,,,,,,,,,
146,PT00M27.60S,2024-12-01T23:35:00.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,33,10,2024-12-01T23:35:03Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,145.0,,,,,,,,,,,,,,,
148,PT00M27.60S,2024-12-01T23:35:08.4Z,1,REGULAR,foul,personal,[],1630526,,,1610612752,33,10,2024-12-01T23:35:15Z,1440000,False,,,0,,J. Robinson-Earl loose ball personal FOUL (2 PF),"[1630526, 1626157]",1610612740.0,NOP,loose ball,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1629183.0,,,,,2.0,0.0,Towns,1626157.0
150,PT00M27.60S,2024-12-01T23:35:08.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,33,10,2024-12-01T23:35:21Z,1460000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M27.60S,2024-12-01T23:35:08.5Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,33,10,2024-12-01T23:35:21Z,1470000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M06.60S,2024-12-01T23:35:29.6Z,1,REGULAR,turnover,lost ball,[],1630540,,,1610612752,33,10,2024-12-01T23:37:08Z,1475000,False,,,0,,M. McBride lost ball TURNOVER (1 TO),"[1630540, 203468]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,McCollum,203468.0,,,,,,,,,
159,PT00M06.60S,2024-12-01T23:35:29.6Z,1,REGULAR,steal,,[],203468,,,1610612740,33,10,2024-12-01T23:37:08Z,1477500,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT00M00.90S,2024-12-01T23:35:56.5Z,1,REGULAR,turnover,bad pass,[],1630526,,,1610612740,33,10,2024-12-01T23:36:03Z,1510000,False,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 1626157]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Towns,1626157.0,,,,,,,,,
156,PT00M00.90S,2024-12-01T23:35:56.5Z,1,REGULAR,steal,,[],1626157,,,1610612752,33,10,2024-12-01T23:35:58Z,1520000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2024-12-01T23:35:59.7Z,1,REGULAR,period,end,[],0,,,1610612752,33,10,2024-12-01T23:35:59Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-01T23:38:18.9Z,2,REGULAR,substitution,out,['startperiod'],1630526,,,1610612752,33,10,2024-12-01T23:38:37Z,1540000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-12-01T23:38:18.9Z,2,REGULAR,substitution,out,['startperiod'],1630527,,,1610612752,33,10,2024-12-01T23:38:37Z,1550000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-12-01T23:38:18.9Z,2,REGULAR,substitution,out,['startperiod'],1628464,,,1610612752,33,10,2024-12-01T23:38:37Z,1560000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-12-01T23:38:18.9Z,2,REGULAR,substitution,in,['startperiod'],1642274,,,1610612752,33,10,2024-12-01T23:38:37Z,1570000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-12-01T23:38:18.9Z,2,REGULAR,substitution,in,['startperiod'],1641810,,,1610612752,33,10,2024-12-01T23:38:37Z,1580000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-12-01T23:38:18.9Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612752,33,10,2024-12-01T23:38:37Z,1590000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-12-01T23:38:40.1Z,2,REGULAR,period,start,[],0,,,1610612740,33,10,2024-12-01T23:38:40Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M40.00S,2024-12-01T23:38:59.7Z,2,REGULAR,turnover,lost ball,[],1642274,,,1610612740,33,10,2024-12-01T23:39:10Z,1610000,False,,,0,,Y. Missi lost ball TURNOVER (1 TO),"[1642274, 1626166]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Payne,1626166.0,,,,,,,,,
169,PT11M40.00S,2024-12-01T23:38:59.7Z,2,REGULAR,steal,,[],1626166,,,1610612752,33,10,2024-12-01T23:39:02Z,1620000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M31.00S,2024-12-01T23:39:07.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626166,23.99802890932983,14.460784313725492,1610612752,36,10,2024-12-01T23:48:51Z,1630000,False,178.0,173.0,1,left,C. Payne 24' 3PT running (3 PTS) (J. Hart 1 AST),"[1626166, 1628404]",1610612752.0,NYK,running,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,24.81,Made,,,,,,,,,,,3.0,J. Hart,1628404.0,1.0,,,,
172,PT11M27.00S,2024-12-01T23:39:14.0Z,2,REGULAR,violation,kicked ball,[],1628969,,,1610612740,36,10,2024-12-01T23:39:21Z,1650000,False,,,0,,M. Bridges kicked ball VIOLATION,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,1629183.0,,,,,,,,
173,PT11M16.00S,2024-12-01T23:39:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629750,93.11760840998686,54.65686274509803,1610612740,36,12,2024-12-01T23:39:44Z,1660000,False,23.0,12.0,1,right,J. Green driving floating Jump Shot (3 PTS) (E. Payton 3 AST),"[1629750, 203901]",1610612740.0,NOP,driving floating,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,,,3.0,E. Payton,203901.0,3.0,,,,
