actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT05M23.00S,2024-12-06T00:58:35.4Z,1,REGULAR,substitution,out,[],1626157,,,1610612766,12,20,2024-12-06T01:01:20Z,850000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2024-12-06T00:58:35.4Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,12,20,2024-12-06T01:01:20Z,860000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
91,PT05M23.00S,2024-12-06T00:58:35.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612766,12,20,2024-12-06T01:01:20Z,870000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
92,PT05M23.00S,2024-12-06T00:58:35.4Z,1,REGULAR,substitution,in,[],1630540,,,1610612766,12,20,2024-12-06T01:01:20Z,880000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
93,PT05M23.00S,2024-12-06T00:58:35.4Z,1,REGULAR,substitution,in,[],1631109,,,1610612766,12,20,2024-12-06T01:01:20Z,890000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,
94,PT05M09.00S,2024-12-06T01:01:55.7Z,1,REGULAR,foul,personal,[],1630540,,,1610612766,12,20,2024-12-06T01:02:12Z,900000,False,,,0,,M. McBride personal FOUL (1 PF),"[1630540, 1630182]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,1199.0,,McBride,M. McBride,,,,,,,,,,,,,,,1.0,0.0,Green,1630182.0
96,PT05M00.00S,2024-12-06T01:02:30.4Z,1,REGULAR,3pt,Jump Shot,[],1642354,6.389618922470433,94.36274509803921,1610612766,12,20,2024-12-06T01:02:49Z,920000,False,-222.0,8.0,1,left,MISS K. Simpson 3PT,[1642354],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Simpson,K. Simpson,22.19,Missed,,,,,,,,,,,,,,,,
97,PT04M58.00S,2024-12-06T01:02:32.4Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,12,20,2024-12-06T01:02:49Z,930000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,McBride,M. McBride,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,
98,PT04M49.00S,2024-12-06T01:02:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,94.1688567674113,51.225490196078425,1610612752,12,20,2024-12-06T01:03:18Z,940000,False,6.0,2.0,1,right,MISS J. Sims reverse Layup,[1630579],1610612752.0,NYK,reverse,,,,,,Restricted Area,0-8 Center,,,Sims,J. Sims,0.65,Missed,,,,,,,,,,,,,,,,
99,PT04M47.00S,2024-12-06T01:02:43.5Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,12,20,2024-12-06T01:03:18Z,950000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Williams,M. Williams,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,
100,PT04M34.00S,2024-12-06T01:02:54.2Z,1,REGULAR,2pt,Jump Shot,[],1628998,7.966491458607096,33.82352941176471,1610612766,12,22,2024-12-06T01:03:45Z,960000,False,81.0,22.0,1,left,C. Martin 8' fadeaway Jump Shot (2 PTS) (B. Miller 2 AST),"[1628998, 1641706]",1610612766.0,CHA,fadeaway,,,,,,Mid-Range,8-16 Right,,,Martin,C. Martin,8.39,Made,,,,,,,2.0,B. Miller,1641706.0,2.0,,,,,,
102,PT04M25.00S,2024-12-06T01:03:07.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612752,12,22,2024-12-06T01:03:15Z,980000,False,,,0,,J. Green personal FOUL (2 PF) (Brunson 2 FT),"[1630182, 1628973]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,1162.0,,Green,J. Green,,,,,,,,,,,,,,,2.0,0.0,Brunson,1628973.0
104,PT04M25.00S,2024-12-06T01:03:41.7Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,13,22,2024-12-06T01:03:41Z,1000000,False,,,0,,J. Brunson Free Throw 1 of 2 (7 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,,,,,,,7.0,,,,,,,,,
105,PT04M25.00S,2024-12-06T01:04:04.1Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,14,22,2024-12-06T01:04:04Z,1010000,False,,,0,,J. Brunson Free Throw 2 of 2 (8 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,,,,,,,8.0,,,,,,,,,
106,PT04M10.00S,2024-12-06T01:04:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630182,8.360709592641262,1.4705882352941175,1610612766,14,22,2024-12-06T01:04:48Z,1020000,False,243.0,26.0,1,left,MISS J. Green 24' pullup 3PT,[1630182],1610612766.0,CHA,pullup,,,,,,Right Corner 3,24+ Right,,,Green,J. Green,24.4,Missed,,,,,,,,,,,,,,,,
107,PT04M08.00S,2024-12-06T01:04:24.1Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,14,22,2024-12-06T01:04:48Z,1030000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Williams,M. Williams,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,
108,PT04M03.00S,2024-12-06T01:04:26.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,5.338370565045992,95.58823529411765,1610612766,14,25,2024-12-06T01:04:30Z,1040000,False,-228.0,-2.0,1,left,B. Miller 3PT  (11 PTS) (M. Williams 1 AST),"[1641706, 1631109]",1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Miller,B. Miller,22.79,Made,,,,,,,11.0,M. Williams,1631109.0,1.0,,,,,,
110,PT03M51.00S,2024-12-06T01:04:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,73.53810775295663,83.57843137254902,1610612752,17,25,2024-12-06T01:04:42Z,1060000,False,168.0,196.0,1,right,J. Brunson 25' 3PT pullup (11 PTS),[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,,,Brunson,J. Brunson,25.82,Made,,,,,,,11.0,,,,,,,,,
111,PT03M30.00S,2024-12-06T01:04:59.6Z,1,REGULAR,2pt,Hook,[],1631109,10.200394218134035,31.127450980392158,1610612766,17,27,2024-12-06T01:05:03Z,1070000,False,94.0,43.0,1,left,M. Williams 10' turnaround Hook (2 PTS) (K. Simpson 1 AST),"[1631109, 1642354]",1610612766.0,CHA,turnaround,,,,,,Mid-Range,8-16 Right,,,Williams,M. Williams,10.39,Made,,,,,,,2.0,K. Simpson,1642354.0,1.0,,,,,,
113,PT03M21.00S,2024-12-06T01:05:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,70.38436268068331,20.098039215686274,1610612752,20,27,2024-12-06T01:05:15Z,1090000,False,-150.0,226.0,1,right,J. Brunson 27' 3PT pullup (14 PTS),[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Left Center,,,Brunson,J. Brunson,27.09,Made,,,,,,,14.0,,,,,,,,,
114,PT02M59.00S,2024-12-06T01:05:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642354,16.113666228646515,41.911764705882355,1610612766,20,27,2024-12-06T01:05:53Z,1100000,False,40.0,99.0,1,left,MISS K. Simpson 10' driving floating Shot,[1642354],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Simpson,K. Simpson,10.69,Missed,,,,,,,,,,,,,,,,
115,PT02M57.00S,2024-12-06T01:05:34.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,20,27,2024-12-06T01:05:53Z,1110000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Sims,J. Sims,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT02M47.00S,2024-12-06T01:05:44.1Z,1,REGULAR,3pt,Jump Shot,[],1630540,95.0886990801577,94.85294117647058,1610612752,20,27,2024-12-06T01:06:14Z,1120000,False,224.0,-6.0,1,right,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,McBride,M. McBride,22.44,Missed,,,,,,,,,,,,,,,,
117,PT02M45.00S,2024-12-06T01:05:46.1Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,20,27,2024-12-06T01:06:14Z,1130000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Green,J. Green,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,
118,PT02M36.00S,2024-12-06T01:05:54.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,30.17411300919842,72.30392156862744,1610612766,20,30,2024-12-06T01:05:57Z,1140000,False,-112.0,231.0,1,left,B. Miller 25' 3PT pullup (14 PTS) (J. Green 1 AST),"[1641706, 1630182]",1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,25.66,Made,,,,,,,14.0,J. Green,1630182.0,1.0,,,,,,
120,PT02M14.00S,2024-12-06T01:06:15.8Z,1,REGULAR,turnover,bad pass,[],1630579,,,1610612752,20,30,2024-12-06T01:06:19Z,1160000,False,,,0,,J. Sims bad pass TURNOVER (1 TO),"[1630579, 1631109]",1610612752.0,NYK,,,,,,,Mid-Range,8-16 Center,,1.0,Sims,J. Sims,,,,,,,,,,,,,Williams,1631109.0,,,,
121,PT02M14.00S,2024-12-06T01:06:15.8Z,1,REGULAR,steal,,[],1631109,,,1610612766,20,30,2024-12-06T01:06:17Z,1170000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Center,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,
122,PT02M10.00S,2024-12-06T01:06:19.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641706,7.440867279894875,47.794117647058826,1610612766,20,32,2024-12-06T01:13:54Z,1180000,False,11.0,17.0,1,left,B. Miller running finger roll Layup (16 PTS),[1641706],1610612766.0,CHA,running finger roll,,,,,,Restricted Area,0-8 Center,,,Miller,B. Miller,2.06,Made,,,,,,,16.0,,,,,,,,,
123,PT02M01.00S,2024-12-06T01:06:32.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,20,32,2024-12-06T01:06:32Z,1190000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M01.00S,2024-12-06T01:06:32.2Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,20,32,2024-12-06T01:08:04Z,1200000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
125,PT02M01.00S,2024-12-06T01:06:32.2Z,1,REGULAR,substitution,out,[],1630182,,,1610612752,20,32,2024-12-06T01:08:04Z,1210000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2024-12-06T01:06:32.2Z,1,REGULAR,substitution,in,[],1626157,,,1610612752,20,32,2024-12-06T01:08:04Z,1220000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
127,PT02M01.00S,2024-12-06T01:06:32.2Z,1,REGULAR,substitution,in,[],1641733,,,1610612752,20,32,2024-12-06T01:08:04Z,1230000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
128,PT01M51.00S,2024-12-06T01:08:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.33574244415243,48.77450980392157,1610612752,22,32,2024-12-06T01:08:49Z,1240000,False,-6.0,67.0,1,right,J. Brunson 6' driving floating Jump Shot (16 PTS),[1628973],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Brunson,J. Brunson,6.68,Made,,,,,,,16.0,,,,,,,,,
129,PT01M34.00S,2024-12-06T01:08:46.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,8.886333771353483,50.0,1610612766,22,32,2024-12-06T01:09:08Z,1250000,False,0.0,31.0,1,left,MISS M. Williams turnaround Hook,[1631109],1610612766.0,CHA,turnaround,,,,,,Restricted Area,0-8 Center,,,Williams,M. Williams,3.1,Missed,,,,,,,,,,,,,,,,
130,PT01M32.00S,2024-12-06T01:08:48.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,22,32,2024-12-06T01:08:50Z,1260000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,
131,PT01M12.00S,2024-12-06T01:09:10.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641733,,,1610612752,22,32,2024-12-06T01:09:31Z,1270000,False,,,0,,N. Smith Jr. personal FOUL (1 PF) (McBride 2 FT),"[1641733, 1630540]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,201246.0,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,1.0,0.0,McBride,1630540.0
133,PT01M12.00S,2024-12-06T01:09:34.5Z,1,REGULAR,freethrow,1 of 2,[],1630540,,,1610612752,23,32,2024-12-06T01:09:34Z,1290000,False,,,0,,M. McBride Free Throw 1 of 2 (1 PTS),[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,Made,,,,,,,1.0,,,,,,,,,
134,PT01M12.00S,2024-12-06T01:09:51.0Z,1,REGULAR,freethrow,2 of 2,[],1630540,,,1610612752,24,32,2024-12-06T01:09:51Z,1300000,False,,,0,,M. McBride Free Throw 2 of 2 (2 PTS),[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,Made,,,,,,,2.0,,,,,,,,,
135,PT00M56.30S,2024-12-06T01:10:08.6Z,1,REGULAR,3pt,Jump Shot,[],1641733,32.14520367936925,62.745098039215684,1610612766,24,32,2024-12-06T01:10:13Z,1310000,False,-64.0,250.0,1,left,MISS N. Smith Jr. 25' 3PT,[1641733],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Smith Jr.,N. Smith Jr.,25.77,Missed,,,,,,,,,,,,,,,,
136,PT00M54.70S,2024-12-06T01:10:10.2Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,24,32,2024-12-06T01:10:26Z,1320000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Bridges,M. Bridges,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT00M45.50S,2024-12-06T01:10:19.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,69.72733245729303,69.36274509803921,1610612752,27,32,2024-12-06T01:10:24Z,1330000,False,97.0,232.0,1,right,K. Towns 25' 3PT  (3 PTS) (M. McBride 1 AST),"[1626157, 1630540]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Towns,K. Towns,25.15,Made,,,,,,,3.0,M. McBride,1630540.0,1.0,,,,,,
139,PT00M33.40S,2024-12-06T01:10:34.8Z,1,REGULAR,2pt,Jump Shot,[],1641733,21.50131406044678,57.107843137254896,1610612766,27,32,2024-12-06T01:10:38Z,1350000,False,-36.0,150.0,1,left,MISS N. Smith Jr. 15' pullup Shot,[1641733],1610612766.0,CHA,pullup,,,,,,Mid-Range,8-16 Center,,,Smith Jr.,N. Smith Jr.,15.38,Missed,,,,,,,,,,,,,,,,
140,PT00M31.10S,2024-12-06T01:10:37.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,27,32,2024-12-06T01:10:38Z,1360000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Center,,,Towns,K. Towns,,,,,139.0,3.0,3.0,0.0,,,,,,,,,,
141,PT00M13.00S,2024-12-06T01:10:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,74.45795006570303,83.08823529411765,1610612752,30,32,2024-12-06T01:10:59Z,1370000,False,165.0,188.0,1,right,J. Brunson 25' 3PT step back (19 PTS),[1628973],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Right Center,,,Brunson,J. Brunson,25.01,Made,,,,,,,19.0,,,,,,,,,
142,PT00M01.60S,2024-12-06T01:11:11.7Z,1,REGULAR,2pt,Jump Shot,[],1628998,21.50131406044678,52.20588235294118,1610612766,30,32,2024-12-06T01:11:23Z,1380000,False,-11.0,150.0,1,left,MISS C. Martin 15' Jump Shot,[1628998],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Center,,,Martin,C. Martin,15.0,Missed,,,,,,,,,,,,,,,,
143,PT00M00.90S,2024-12-06T01:11:12.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,30,32,2024-12-06T01:11:23Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Center,,,,,,,,,142.0,,,,,,,,,,,,,
144,PT00M00.00S,2024-12-06T01:11:15.4Z,1,REGULAR,period,end,[],0,,,1610612766,30,32,2024-12-06T01:11:15Z,1400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612766,30,32,2024-12-06T01:13:48Z,1410000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,out,['startperiod'],1641706,,,1610612766,30,32,2024-12-06T01:13:48Z,1420000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,30,32,2024-12-06T01:13:48Z,1430000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,out,['startperiod'],1642354,,,1610612766,30,32,2024-12-06T01:13:48Z,1440000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,out,['startperiod'],1631109,,,1610612766,30,32,2024-12-06T01:13:48Z,1450000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612766,30,32,2024-12-06T01:13:48Z,1460000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,30,32,2024-12-06T01:13:48Z,1470000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612766,30,32,2024-12-06T01:13:48Z,1480000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612766,30,32,2024-12-06T01:13:48Z,1490000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,,,,,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-12-06T01:11:25.4Z,2,REGULAR,substitution,in,['startperiod'],1629610,,,1610612766,30,32,2024-12-06T01:13:48Z,1500000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-06T01:13:57.0Z,2,REGULAR,period,start,[],0,,,1610612752,30,32,2024-12-06T01:13:57Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M49.00S,2024-12-06T01:14:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,92.59198423127464,48.529411764705884,1610612752,32,32,2024-12-06T01:14:33Z,1520000,False,-7.0,17.0,1,right,M. Bridges alley-oop Layup (2 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,alley-oop,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,1.86,Made,,,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,
158,PT11M34.00S,2024-12-06T01:14:21.7Z,2,REGULAR,3pt,Jump Shot,[],1641733,7.30946123521682,95.09803921568627,1610612766,32,35,2024-12-06T01:14:26Z,1540000,False,-225.0,16.0,1,left,N. Smith Jr. 3PT  (3 PTS) (V. Micić 3 AST),"[1641733, 203995]",1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Smith Jr.,N. Smith Jr.,22.61,Made,,,,,,,3.0,V. Micić,203995.0,3.0,,,,,,
160,PT11M16.00S,2024-12-06T01:14:39.9Z,2,REGULAR,3pt,Jump Shot,[],1628404,67.23061760840999,52.94117647058824,1610612752,35,35,2024-12-06T01:14:50Z,1560000,False,15.0,256.0,1,right,J. Hart 25' 3PT  (7 PTS) (M. McBride 2 AST),"[1628404, 1630540]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Hart,J. Hart,25.59,Made,,,,,,,7.0,M. McBride,1630540.0,2.0,,,,,,
162,PT10M46.00S,2024-12-06T01:15:12.9Z,2,REGULAR,2pt,Jump Shot,[],203995,22.946780551905388,19.362745098039216,1610612766,35,37,2024-12-06T01:15:42Z,1580000,False,153.0,163.0,1,left,V. Micić 22' pullup bank Jump Shot (4 PTS),[203995],1610612766.0,CHA,pullup bank,,,,,,Mid-Range,16-24 Right Center,,,Micić,V. Micić,22.38,Made,,,,,,,4.0,,,,,,,,,
163,PT10M31.00S,2024-12-06T01:15:24.8Z,2,REGULAR,3pt,Jump Shot,[],1630540,77.21747700394218,87.5,1610612752,35,37,2024-12-06T01:15:55Z,1590000,False,188.0,162.0,1,right,MISS M. McBride 24' 3PT,[1630540],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,McBride,M. McBride,24.76,Missed,,,,,,,,,,,,,,,,
164,PT10M28.00S,2024-12-06T01:15:27.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,35,37,2024-12-06T01:15:29Z,1600000,False,,,0,,N. Richards REBOUND (Off:1 Def:3),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Richards,N. Richards,,,,,163.0,4.0,3.0,1.0,,,,,,,,,,
165,PT10M18.00S,2024-12-06T01:15:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629610,29.122864651773984,73.0392156862745,1610612766,35,40,2024-12-06T01:17:25Z,1610000,False,-115.0,221.0,1,left,D. Jeffries 24' 3PT pullup (3 PTS) (V. Micić 4 AST),"[1629610, 203995]",1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,,,Jeffries,D. Jeffries,24.95,Made,,,,,,,3.0,V. Micić,203995.0,4.0,,,,,,
167,PT10M00.00S,2024-12-06T01:15:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.77463863337714,47.05882352941176,1610612752,35,40,2024-12-06T01:16:00Z,1630000,False,-15.0,6.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,1.59,Missed,,,,,,,,,,,,,,,,
168,PT09M58.00S,2024-12-06T01:15:58.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,35,40,2024-12-06T01:16:00Z,1640000,False,,,0,,N. Richards REBOUND (Off:1 Def:4),[1630208],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,,,,,167.0,5.0,4.0,1.0,,,,,,,,,,
169,PT09M47.00S,2024-12-06T01:16:08.9Z,2,REGULAR,2pt,Hook,[],1630208,9.674770039421814,32.84313725490196,1610612766,35,42,2024-12-06T01:16:12Z,1650000,False,86.0,38.0,1,left,N. Richards 9' turnaround Hook (6 PTS),[1630208],1610612766.0,CHA,turnaround,,,,,,Mid-Range,8-16 Right,,,Richards,N. Richards,9.4,Made,,,,,,,6.0,,,,,,,,,
170,PT09M37.00S,2024-12-06T01:16:23.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,35,42,2024-12-06T01:16:23Z,1660000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M37.00S,2024-12-06T01:16:23.6Z,2,REGULAR,substitution,out,[],1628384,,,1610612752,35,42,2024-12-06T01:19:12Z,1670000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
172,PT09M37.00S,2024-12-06T01:16:23.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612752,35,42,2024-12-06T01:19:12Z,1680000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
