actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
348,PT07M54.00S,2024-12-06T02:01:54.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612766,74,64,2024-12-06T02:01:54Z,3420000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT07M33.00S,2024-12-06T02:05:13.7Z,3,REGULAR,3pt,Jump Shot,[],1630182,72.48685939553219,79.41176470588235,1610612766,74,64,2024-12-06T02:05:17Z,3430000,False,147.0,206.0,1,right,MISS J. Green 25' step back 3PT,[1630182],1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Right Center,,,Green,J. Green,25.32,Missed,,,,,,,,,,,,,,,,
350,PT07M31.00S,2024-12-06T02:05:15.7Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,74,64,2024-12-06T02:05:32Z,3440000,False,,,0,,K. Towns REBOUND (Off:2 Def:9),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Towns,K. Towns,,,,,349.0,11.0,9.0,2.0,,,,,,,,,,
351,PT07M17.00S,2024-12-06T02:05:29.1Z,3,REGULAR,3pt,Jump Shot,[],1628969,4.28712220762155,93.87254901960785,1610612752,77,64,2024-12-06T02:05:33Z,3450000,False,-219.0,-12.0,1,left,M. Bridges 3PT  (14 PTS) (O. Anunoby 2 AST),"[1628969, 1628384]",1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,Bridges,M. Bridges,21.97,Made,,,,,,,14.0,O. Anunoby,1628384.0,2.0,,,,,,
353,PT07M06.00S,2024-12-06T02:05:42.3Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612766,77,64,2024-12-06T02:05:51Z,3470000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Miller 2 FT),"[1626157, 1641706]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1162.0,,Towns,K. Towns,,,,,,,,,,,,,,,3.0,0.0,Miller,1641706.0
355,PT07M06.00S,2024-12-06T02:05:42.3Z,3,REGULAR,substitution,out,[],1630208,,,1610612766,77,64,2024-12-06T02:06:15Z,3490000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
356,PT07M06.00S,2024-12-06T02:05:42.3Z,3,REGULAR,substitution,in,[],1631217,,,1610612766,77,64,2024-12-06T02:06:15Z,3500000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,
357,PT07M06.00S,2024-12-06T02:06:17.2Z,3,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,77,65,2024-12-06T02:06:17Z,3510000,False,,,0,,B. Miller Free Throw 1 of 2 (19 PTS),[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,Made,,,,,,,19.0,,,,,,,,,
358,PT07M06.00S,2024-12-06T02:06:39.0Z,3,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,77,66,2024-12-06T02:06:39Z,3520000,False,,,0,,B. Miller Free Throw 2 of 2 (20 PTS),[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,Made,,,,,,,20.0,,,,,,,,,
359,PT06M48.00S,2024-12-06T02:07:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,5.601182654402102,50.98039215686274,1610612752,77,66,2024-12-06T02:08:07Z,3530000,False,-5.0,0.0,1,left,MISS O. Anunoby cutting Layup,[1628384],1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,0.49,Missed,,,,,,,,,,,,,,,,
361,PT06M47.00S,2024-12-06T02:07:01.8Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612752,77,66,2024-12-06T02:08:07Z,3550000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,,,,,359.0,3.0,2.0,1.0,,,,,,,,,,
362,PT06M46.00S,2024-12-06T02:07:05.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628384,5.590000152587891,50.0,1610612752,79,66,2024-12-06T02:08:10Z,3560000,False,0.0,0.0,1,left,O. Anunoby tip Layup (15 PTS),[1628384],1610612752.0,NYK,tip,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,0.0,Made,,,,,,,15.0,,,,,,,,,
363,PT06M33.00S,2024-12-06T02:07:13.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,92.59198423127464,54.41176470588235,1610612766,79,66,2024-12-06T02:08:49Z,3570000,False,22.0,17.0,1,right,MISS B. Miller driving floating Shot - blocked,"[1641706, 1626157]",1610612766.0,CHA,driving floating,,,,,,Restricted Area,0-8 Center,,,Miller,B. Miller,2.79,Missed,Towns,1626157.0,,,,,,,,,,,,,,
364,PT06M33.00S,2024-12-06T02:07:13.8Z,3,REGULAR,block,,[],1626157,,,1610612766,79,66,2024-12-06T02:07:15Z,3580000,False,,,0,,K. Towns BLOCK (2 BLK),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
365,PT06M31.00S,2024-12-06T02:07:15.8Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,79,66,2024-12-06T02:07:23Z,3590000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,,,,,363.0,4.0,3.0,1.0,,,,,,,,,,
366,PT06M24.00S,2024-12-06T02:07:23.5Z,3,REGULAR,3pt,Jump Shot,[],1628384,28.597240473061763,74.01960784313727,1610612752,82,66,2024-12-06T02:07:28Z,3600000,False,-120.0,216.0,1,left,O. Anunoby 24' 3PT  (18 PTS) (J. Hart 3 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Anunoby,O. Anunoby,24.74,Made,,,,,,,18.0,J. Hart,1628404.0,3.0,,,,,,
368,PT06M07.00S,2024-12-06T02:07:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,93.24901445466492,49.26470588235294,1610612766,82,66,2024-12-06T02:12:05Z,3620000,False,-4.0,11.0,1,right,MISS M. Diabaté cutting finger roll Layup,[1631217],1610612766.0,CHA,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,1.16,Missed,,,,,,,,,,,,,,,,
369,PT06M05.00S,2024-12-06T02:07:43.9Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,82,66,2024-12-06T02:12:05Z,3630000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,,,,,368.0,1.0,0.0,1.0,,,,,,,,,,
370,PT06M01.00S,2024-12-06T02:07:47.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,93.9060446780552,50.0,1610612766,82,68,2024-12-06T02:12:08Z,3640000,False,0.0,5.0,1,right,M. Diabaté putback Layup (2 PTS),[1631217],1610612766.0,CHA,putback,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,0.48,Made,,,,,,,2.0,,,,,,,,,
371,PT05M43.00S,2024-12-06T02:08:05.7Z,3,REGULAR,foul,personal,['2freethrow'],1631217,,,1610612752,82,68,2024-12-06T02:08:15Z,3650000,False,,,0,,M. Diabaté shooting personal FOUL (1 PF) (Bridges 2 FT),"[1631217, 1628969]",1610612766.0,CHA,shooting,,,,,,Mid-Range,8-16 Right,1162.0,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,1.0,0.0,Bridges,1628969.0
374,PT05M43.00S,2024-12-06T02:08:19.8Z,3,REGULAR,substitution,out,[],203995,,,1610612752,82,68,2024-12-06T02:08:36Z,3665000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,,,,,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,
375,PT05M43.00S,2024-12-06T02:08:19.8Z,3,REGULAR,substitution,in,[],1642354,,,1610612752,82,68,2024-12-06T02:08:36Z,3667500,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,
373,PT05M43.00S,2024-12-06T02:08:33.9Z,3,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,83,68,2024-12-06T02:08:33Z,3670000,False,,,0,,M. Bridges Free Throw 1 of 2 (15 PTS),[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,15.0,,,,,,,,,
376,PT05M43.00S,2024-12-06T02:08:52.7Z,3,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,84,68,2024-12-06T02:08:52Z,3680000,False,,,0,,M. Bridges Free Throw 2 of 2 (16 PTS),[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,16.0,,,,,,,,,
377,PT05M25.00S,2024-12-06T02:09:12.9Z,3,REGULAR,turnover,bad pass,[],1631217,,,1610612766,84,68,2024-12-06T02:09:18Z,3690000,False,,,0,,M. Diabaté bad pass TURNOVER (1 TO),"[1631217, 1628404]",1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,1.0,Diabaté,M. Diabaté,,,,,,,,,,,,,Hart,1628404.0,,,,
378,PT05M25.00S,2024-12-06T02:09:12.9Z,3,REGULAR,steal,,[],1628404,,,1610612752,84,68,2024-12-06T02:09:14Z,3700000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right Center,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
379,PT05M23.00S,2024-12-06T02:09:17.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,5.469776609724048,49.754901960784316,1610612752,86,68,2024-12-06T02:09:30Z,3710000,False,1.0,-1.0,1,left,K. Towns running DUNK (11 PTS) (J. Hart 4 AST),"[1626157, 1628404]",1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,0.16,Made,,,,,,,11.0,J. Hart,1628404.0,4.0,,,,,,
381,PT05M23.00S,2024-12-06T02:09:24.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631217,,,1610612752,86,68,2024-12-06T02:09:36Z,3730000,False,,,0,,M. Diabaté shooting personal FOUL (2 PF) (Towns 1 FT),"[1631217, 1626157]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1199.0,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,2.0,0.0,Towns,1626157.0
383,PT05M23.00S,2024-12-06T02:09:39.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,86,68,2024-12-06T02:09:39Z,3750000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M23.00S,2024-12-06T02:09:39.8Z,3,REGULAR,substitution,out,[],1628404,,,1610612752,86,68,2024-12-06T02:12:41Z,3760000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
385,PT05M23.00S,2024-12-06T02:09:39.8Z,3,REGULAR,substitution,out,[],1630182,,,1610612752,86,68,2024-12-06T02:12:41Z,3770000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
386,PT05M23.00S,2024-12-06T02:09:39.8Z,3,REGULAR,substitution,in,[],1630540,,,1610612752,86,68,2024-12-06T02:12:41Z,3780000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
387,PT05M23.00S,2024-12-06T02:09:39.8Z,3,REGULAR,substitution,in,[],1629610,,,1610612752,86,68,2024-12-06T02:12:41Z,3790000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
388,PT05M23.00S,2024-12-06T02:13:07.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626157,,,1610612752,87,68,2024-12-06T02:13:07Z,3800000,False,,,0,,K. Towns Free Throw 1 of 1 (12 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,,,,,,,12.0,,,,,,,,,
389,PT05M02.00S,2024-12-06T02:13:29.8Z,3,REGULAR,2pt,Jump Shot,[],1642354,87.46714848883047,33.088235294117645,1610612766,87,68,2024-12-06T02:13:49Z,3810000,False,-85.0,65.0,1,right,MISS K. Simpson 10' turnaround fadeaway Shot,[1642354],1610612766.0,CHA,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,,,Simpson,K. Simpson,10.69,Missed,,,,,,,,,,,,,,,,
390,PT04M58.00S,2024-12-06T02:13:33.8Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,87,68,2024-12-06T02:13:34Z,3820000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,Anunoby,O. Anunoby,,,,,389.0,5.0,4.0,1.0,,,,,,,,,,
391,PT04M47.00S,2024-12-06T02:13:43.8Z,3,REGULAR,2pt,Jump Shot,[],1628384,22.683968462549277,43.872549019607845,1610612752,87,68,2024-12-06T02:13:53Z,3830000,False,31.0,161.0,1,left,MISS O. Anunoby 16' step back Shot,[1628384],1610612752.0,NYK,step back,,,,,,Mid-Range,16-24 Center,,,Anunoby,O. Anunoby,16.36,Missed,,,,,,,,,,,,,,,,
392,PT04M46.00S,2024-12-06T02:13:44.8Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,87,68,2024-12-06T02:13:53Z,3840000,False,,,0,,K. Towns REBOUND (Off:3 Def:9),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Center,,,Towns,K. Towns,,,,,391.0,12.0,9.0,3.0,,,,,,,,,,
393,PT04M43.00S,2024-12-06T02:13:50.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.521024967148489,46.81372549019608,1610612752,89,68,2024-12-06T02:14:47Z,3850000,False,16.0,9.0,1,left,K. Towns putback Layup (14 PTS),[1626157],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,1.82,Made,,,,,,,14.0,,,,,,,,,
394,PT04M43.00S,2024-12-06T02:13:52.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641706,,,1610612752,89,68,2024-12-06T02:14:05Z,3860000,False,,,0,,B. Miller shooting personal FOUL (3 PF) (Towns 1 FT),"[1641706, 1626157]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,201246.0,,Miller,B. Miller,,,,,,,,,,,,,,,3.0,0.0,Towns,1626157.0
396,PT04M43.00S,2024-12-06T02:14:23.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1626157,,,1610612752,90,68,2024-12-06T02:14:23Z,3880000,False,,,0,,K. Towns Free Throw 1 of 1 (15 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,,,,,,,15.0,,,,,,,,,
397,PT04M27.00S,2024-12-06T02:14:40.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,93.38042049934296,51.9607843137255,1610612766,90,70,2024-12-06T02:14:44Z,3890000,False,10.0,10.0,1,right,M. Diabaté alley-oop DUNK (4 PTS) (C. Martin 1 AST),"[1631217, 1628998]",1610612766.0,CHA,alley-oop,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,1.38,Made,,,,,,,4.0,C. Martin,1628998.0,1.0,,,,,,
399,PT04M00.00S,2024-12-06T02:15:08.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,17.427726675427067,41.42156862745098,1610612752,90,70,2024-12-06T02:15:11Z,3910000,False,43.0,111.0,1,left,MISS K. Towns 11' turnaround fadeaway Shot,[1626157],1610612752.0,NYK,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,Towns,K. Towns,11.93,Missed,,,,,,,,,,,,,,,,
400,PT03M58.00S,2024-12-06T02:15:10.0Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,90,70,2024-12-06T02:15:11Z,3920000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Diabaté,M. Diabaté,,,,,399.0,2.0,1.0,1.0,,,,,,,,,,
401,PT03M48.00S,2024-12-06T02:15:19.9Z,3,REGULAR,turnover,lost ball,[],1628998,,,1610612766,90,70,2024-12-06T02:15:26Z,3930000,False,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628998, 1628384]",1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,1.0,Martin,C. Martin,,,,,,,,,,,,,Anunoby,1628384.0,,,,
402,PT03M48.00S,2024-12-06T02:15:19.9Z,3,REGULAR,steal,,[],1628384,,,1610612752,90,70,2024-12-06T02:15:21Z,3940000,False,,,0,,O. Anunoby STEAL (3 STL),[1628384],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right Center,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
403,PT03M45.00S,2024-12-06T02:15:24.5Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,6.783837056504599,50.98039215686274,1610612752,90,70,2024-12-06T02:16:00Z,3950000,False,-5.0,11.0,1,left,MISS O. Anunoby driving Hook,[1628384],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,1.23,Missed,,,,,,,,,,,,,,,,
404,PT03M45.00S,2024-12-06T02:15:24.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,90,70,2024-12-06T02:16:00Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,,,,,,403.0,,,,,,,,,,,,,
406,PT03M45.00S,2024-12-06T02:15:28.2Z,3,REGULAR,substitution,out,[],1626157,,,1610612752,90,70,2024-12-06T02:15:31Z,3980000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
407,PT03M45.00S,2024-12-06T02:15:28.2Z,3,REGULAR,substitution,in,[],1630173,,,1610612752,90,70,2024-12-06T02:15:31Z,3990000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
408,PT03M38.00S,2024-12-06T02:15:56.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,29.38567674113009,70.58823529411765,1610612752,93,70,2024-12-06T02:15:59Z,4000000,False,-103.0,224.0,1,left,J. Brunson 24' 3PT step back (24 PTS),[1628973],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Left Center,,,Brunson,J. Brunson,24.62,Made,,,,,,,24.0,,,,,,,,,
409,PT03M27.00S,2024-12-06T02:16:08.5Z,3,REGULAR,3pt,Jump Shot,[],1641706,72.48685939553219,17.401960784313726,1610612766,93,73,2024-12-06T02:16:49Z,4010000,False,-163.0,206.0,1,right,B. Miller 26' 3PT  (23 PTS) (K. Simpson 2 AST),"[1641706, 1642354]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,26.28,Made,,,,,,,23.0,K. Simpson,1642354.0,2.0,,,,,,
411,PT02M59.00S,2024-12-06T02:16:33.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,5.469776609724048,50.245098039215684,1610612752,95,73,2024-12-06T02:16:52Z,4030000,False,-1.0,-1.0,1,left,O. Anunoby cutting DUNK (20 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,0.16,Made,,,,,,,20.0,P. Achiuwa,1630173.0,1.0,,,,,,
413,PT02M47.00S,2024-12-06T02:16:46.4Z,3,REGULAR,3pt,Jump Shot,[],1641706,67.09921156373193,32.35294117647059,1610612766,95,73,2024-12-06T02:17:36Z,4050000,False,-88.0,257.0,1,right,MISS B. Miller 27' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,27.15,Missed,,,,,,,,,,,,,,,,
414,PT02M44.00S,2024-12-06T02:16:49.4Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,95,73,2024-12-06T02:16:49Z,4060000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Brunson,J. Brunson,,,,,413.0,1.0,1.0,0.0,,,,,,,,,,
415,PT02M39.00S,2024-12-06T02:16:57.3Z,3,REGULAR,turnover,traveling,[],1630173,,,1610612752,95,73,2024-12-06T02:17:01Z,4070000,False,,,0,,P. Achiuwa traveling TURNOVER (1 TO),[1630173],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
416,PT02M39.00S,2024-12-06T02:16:57.4Z,3,REGULAR,substitution,out,[],1629610,,,1610612766,95,73,2024-12-06T02:17:19Z,4080000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
417,PT02M39.00S,2024-12-06T02:16:57.4Z,3,REGULAR,substitution,in,[],1630208,,,1610612766,95,73,2024-12-06T02:17:19Z,4090000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
418,PT02M39.00S,2024-12-06T02:17:23.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612766,95,73,2024-12-06T02:17:23Z,4100000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M39.00S,2024-12-06T02:17:23.1Z,3,REGULAR,substitution,out,[],1628973,,,1610612766,95,73,2024-12-06T02:18:47Z,4110000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
420,PT02M39.00S,2024-12-06T02:17:23.1Z,3,REGULAR,substitution,in,[],1628404,,,1610612766,95,73,2024-12-06T02:18:47Z,4120000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
421,PT02M18.00S,2024-12-06T02:19:20.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,76.16622864651774,10.294117647058822,1610612766,95,73,2024-12-06T02:19:42Z,4130000,False,-199.0,172.0,1,right,MISS B. Miller 26' step back 3PT,[1641706],1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,26.23,Missed,,,,,,,,,,,,,,,,
422,PT02M17.00S,2024-12-06T02:19:21.0Z,3,REGULAR,rebound,offensive,[],1642354,,,1610612766,95,73,2024-12-06T02:19:42Z,4140000,False,,,0,,K. Simpson REBOUND (Off:1 Def:0),[1642354],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Simpson,K. Simpson,,,,,421.0,1.0,0.0,1.0,,,,,,,,,,
423,PT02M15.00S,2024-12-06T02:19:24.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642354,94.1688567674113,95.83333333333334,1610612766,95,73,2024-12-06T02:19:30Z,4150000,False,229.0,2.0,1,right,MISS K. Simpson 3PT - blocked,"[1642354, 1628384]",1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Simpson,K. Simpson,22.92,Missed,Anunoby,1628384.0,,,,,,,,,,,,,,
424,PT02M15.00S,2024-12-06T02:19:24.9Z,3,REGULAR,block,,[],1628384,,,1610612766,95,73,2024-12-06T02:19:28Z,4160000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
425,PT02M15.00S,2024-12-06T02:19:24.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,95,73,2024-12-06T02:19:30Z,4170000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,,,,,,,423.0,,,,,,,,,,,,,
427,PT02M07.00S,2024-12-06T02:19:48.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628998,74.98357424441524,14.460784313725492,1610612766,95,73,2024-12-06T02:21:46Z,4190000,False,-178.0,183.0,1,right,MISS C. Martin 25' step back 3PT - blocked,"[1628998, 1628384]",1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Left Center,,,Martin,C. Martin,25.49,Missed,Anunoby,1628384.0,,,,,,,,,,,,,,
428,PT02M07.00S,2024-12-06T02:19:48.7Z,3,REGULAR,block,,[],1628384,,,1610612766,95,73,2024-12-06T02:19:50Z,4200000,False,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
429,PT02M07.00S,2024-12-06T02:19:48.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,95,73,2024-12-06T02:19:55Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,427.0,,,,,,,,,,,,,
431,PT02M06.00S,2024-12-06T02:20:11.8Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628998,90.75229960578186,29.166666666666668,1610612766,95,73,2024-12-06T02:22:06Z,4230000,False,-104.0,34.0,1,right,MISS C. Martin 10' driving floating Shot,[1628998],1610612766.0,CHA,driving floating,,,,,,Mid-Range,8-16 Left,,,Martin,C. Martin,10.97,Missed,,,,,,,,,,,,,,,,
432,PT02M04.00S,2024-12-06T02:20:13.8Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,95,73,2024-12-06T02:22:06Z,4240000,False,,,0,,J. Hart REBOUND (Off:0 Def:6),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,Hart,J. Hart,,,,,431.0,6.0,6.0,0.0,,,,,,,,,,
