actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
91,PT06M15.00S,2024-02-08T00:56:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,94.40999984741211,50.0,1610612744,10,7,2024-02-08T00:56:20Z,850000,False,0.0,0.0,1,right,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,0.0,Missed,,,,,,,,,,,,,,,,,
92,PT06M12.00S,2024-02-08T00:56:23.2Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,10,7,2024-02-08T00:56:23Z,860000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,91.0,3.0,1.0,2.0,,,,
93,PT06M12.00S,2024-02-08T00:56:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,85.3318002628121,53.18627450980392,1610612744,10,7,2024-02-08T00:56:31Z,870000,False,16.0,85.0,1,right,MISS A. Wiggins 8' Layup - blocked,"[203952, 1627788]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,8.69,Missed,,,,,,,,,,,,,,Korkmaz,1627788.0,,
94,PT06M12.00S,2024-02-08T00:56:23.8Z,1,REGULAR,block,,[],1627788,,,1610612744,10,7,2024-02-08T00:56:30Z,880000,False,,,0,,F. Korkmaz BLOCK (1 BLK),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
95,PT06M05.00S,2024-02-08T00:56:30.8Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,10,7,2024-02-08T00:56:31Z,890000,False,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,
96,PT06M03.00S,2024-02-08T00:56:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,10.561760840998687,44.36274509803921,1610612755,10,7,2024-02-08T00:56:36Z,900000,False,28.0,47.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,5.46,Missed,,,,,,,,,,,,,,,,,
97,PT06M03.00S,2024-02-08T00:56:34.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,10,7,2024-02-08T00:56:34Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,96.0,,,,,,,
99,PT06M03.00S,2024-02-08T00:56:43.8Z,1,REGULAR,substitution,out,[],1630228,,,1610612755,10,7,2024-02-08T00:56:51Z,930000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT06M03.00S,2024-02-08T00:56:43.8Z,1,REGULAR,substitution,in,[],203967,,,1610612755,10,7,2024-02-08T00:56:51Z,940000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT06M02.00S,2024-02-08T00:57:02.7Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612755,10,7,2024-02-08T00:57:08Z,950000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 1641764]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,,,,Podziemski,1641764.0
102,PT06M02.00S,2024-02-08T00:57:02.7Z,1,REGULAR,steal,,[],1641764,,,1610612744,10,7,2024-02-08T00:57:06Z,960000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
104,PT05M48.00S,2024-02-08T00:57:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,88.48554533508542,47.79411764705882,1610612744,10,7,2024-02-08T00:57:25Z,980000,False,-11.0,56.0,1,right,MISS D. Green driving Layup - blocked,"[203110, 1630194]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,5.68,Missed,,,,,,,,,,,,,,Reed,1630194.0,,
105,PT05M48.00S,2024-02-08T00:57:21.8Z,1,REGULAR,block,,[],1630194,,,1610612744,10,7,2024-02-08T00:57:24Z,990000,False,,,0,,P. Reed BLOCK (2 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT05M44.00S,2024-02-08T00:57:25.8Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,10,7,2024-02-08T00:58:20Z,1000000,False,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,104.0,3.0,1.0,2.0,,,,
108,PT05M34.00S,2024-02-08T00:57:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612755,10,7,2024-02-08T00:57:46Z,1020000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Beverley 2 FT),"[1641764, 201976]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Beverley,201976.0,,,,,,,,
110,PT05M34.00S,2024-02-08T00:58:01.8Z,1,REGULAR,freethrow,1 of 2,[],201976,,,1610612755,11,7,2024-02-08T00:58:01Z,1040000,False,,,0,,P. Beverley Free Throw 1 of 2 (1 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
111,PT05M34.00S,2024-02-08T00:58:18.5Z,1,REGULAR,freethrow,2 of 2,[],201976,,,1610612755,12,7,2024-02-08T00:58:18Z,1050000,False,,,0,,P. Beverley Free Throw 2 of 2 (2 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
112,PT05M22.00S,2024-02-08T00:58:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.61038107752957,53.92156862745098,1610612744,12,9,2024-02-08T00:58:35Z,1060000,False,20.0,8.0,1,right,A. Wiggins driving finger roll Layup (5 PTS),[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,2.1,Made,5.0,,,,,,,,,,,,,,,,
113,PT05M10.00S,2024-02-08T00:58:43.1Z,1,REGULAR,3pt,Jump Shot,[],1630531,24.885019710906704,88.72549019607843,1610612755,12,9,2024-02-08T00:58:51Z,1070000,False,-194.0,181.0,1,left,MISS J. Springer 26' 3PT,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,Above the Break 3,24+ Left Center,,26.53,Missed,,,,,,,,,,,,,,,,,
114,PT05M08.00S,2024-02-08T00:58:45.1Z,1,REGULAR,rebound,offensive,[],1627788,,,1610612755,12,9,2024-02-08T00:58:51Z,1080000,False,,,0,,F. Korkmaz REBOUND (Off:1 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,113.0,2.0,1.0,1.0,,,,
117,PT04M57.00S,2024-02-08T00:59:39.2Z,1,REGULAR,turnover,out-of-bounds,[],201976,,,1610612755,12,9,2024-02-08T00:59:45Z,1110000,False,,,0,,P. Beverley step out-of-bounds TURNOVER (2 TO),[201976],1610612755.0,PHI,step,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,2.0,,,,,,,1626302.0,,,,,,,,,,,,
118,PT04M44.00S,2024-02-08T01:00:02.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,74.4250985545335,12.5,1610612744,12,9,2024-02-08T01:00:09Z,1120000,False,-188.0,188.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,26.54,Missed,,,,,,,,,,,,,,,,,
119,PT04M42.00S,2024-02-08T01:00:04.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,12,9,2024-02-08T01:00:09Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,118.0,,,,,,,
121,PT04M42.00S,2024-02-08T01:00:11.5Z,1,REGULAR,substitution,out,[],203952,,,1610612755,12,9,2024-02-08T01:00:25Z,1150000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M42.00S,2024-02-08T01:00:11.5Z,1,REGULAR,substitution,out,[],203110,,,1610612755,12,9,2024-02-08T01:00:25Z,1160000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M42.00S,2024-02-08T01:00:11.5Z,1,REGULAR,substitution,in,[],1630228,,,1610612755,12,9,2024-02-08T01:00:25Z,1170000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M42.00S,2024-02-08T01:00:11.5Z,1,REGULAR,substitution,in,[],1631311,,,1610612755,12,9,2024-02-08T01:00:25Z,1180000,False,,,0,,SUB in: L. Quinones,[1631311],1610612744.0,GSW,,,,Quinones,L. Quinones,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M23.00S,2024-02-08T01:00:43.1Z,1,REGULAR,2pt,Jump Shot,[],1627788,19.760183968462556,81.86274509803921,1610612755,12,9,2024-02-08T01:00:48Z,1190000,False,-159.0,133.0,1,left,MISS F. Korkmaz 20' pullup Shot,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,Mid-Range,16-24 Left Center,,20.77,Missed,,,,,,,,,,,,,,,,,
126,PT04M20.00S,2024-02-08T01:00:46.1Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,12,9,2024-02-08T01:00:48Z,1200000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,125.0,3.0,2.0,1.0,,,,
127,PT04M10.00S,2024-02-08T01:00:56.0Z,1,REGULAR,3pt,Jump Shot,[],201939,69.4316688567674,26.715686274509807,1610612744,12,9,2024-02-08T01:01:00Z,1210000,False,-116.0,235.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,26.21,Missed,,,,,,,,,,,,,,,,,
128,PT04M06.00S,2024-02-08T01:01:00.0Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,12,9,2024-02-08T01:01:00Z,1220000,False,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,127.0,4.0,2.0,2.0,,,,
129,PT03M52.00S,2024-02-08T01:01:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,5.962549277266746,44.607843137254896,1610612755,14,9,2024-02-08T01:01:18Z,1230000,False,27.0,4.0,1,left,P. Beverley driving Layup (4 PTS) (T. Harris 2 AST),"[201976, 202699]",1610612755.0,PHI,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,2.72,Made,4.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,
131,PT03M43.00S,2024-02-08T01:01:22.8Z,1,REGULAR,3pt,Jump Shot,[],203967,66.80354796320631,65.93137254901961,1610612744,14,9,2024-02-08T01:01:27Z,1250000,False,80.0,260.0,1,right,MISS D. Saric 27' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,,27.15,Missed,,,,,,,,,,,,,,,,,
132,PT03M39.00S,2024-02-08T01:01:26.8Z,1,REGULAR,rebound,defensive,[],1630531,,,1610612755,14,9,2024-02-08T01:01:27Z,1260000,False,,,0,,J. Springer REBOUND (Off:0 Def:2),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,131.0,2.0,2.0,0.0,,,,
133,PT03M32.00S,2024-02-08T01:01:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630531,5.962549277266746,47.05882352941176,1610612755,14,9,2024-02-08T01:01:39Z,1270000,False,15.0,4.0,1,left,MISS J. Springer driving finger roll Layup,[1630531],1610612755.0,PHI,driving finger roll,,,Springer,J. Springer,,,,,Restricted Area,0-8 Center,,1.51,Missed,,,,,,,,,,,,,,,,,
134,PT03M27.00S,2024-02-08T01:01:38.3Z,1,REGULAR,rebound,offensive,[],1630531,,,1610612755,14,9,2024-02-08T01:01:38Z,1280000,False,,,0,,J. Springer REBOUND (Off:1 Def:2),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,133.0,3.0,2.0,1.0,,,,
135,PT03M27.00S,2024-02-08T01:01:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630531,5.590000152587891,50.0,1610612755,16,9,2024-02-08T01:01:38Z,1290000,False,0.0,0.0,1,left,J. Springer putback Layup (4 PTS),[1630531],1610612755.0,PHI,putback,,,Springer,J. Springer,,,,,Mid-Range,8-16 Left,,0.0,Made,4.0,,,,,,,,,,,,,,,,
139,PT03M19.00S,2024-02-08T01:02:24.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,16,9,2024-02-08T01:21:46Z,1330000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M19.00S,2024-02-08T01:05:13.7Z,1,REGULAR,foul,offensive,[],201939,,,1610612744,16,9,2024-02-08T01:05:18Z,1360000,False,,,0,,S. Curry offensive FOUL (1 PF),"[201939, 1630531]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,204059.0,1.0,0.0,Springer,1630531.0,,,,,,,,
144,PT03M19.00S,2024-02-08T01:05:13.7Z,1,REGULAR,turnover,offensive foul,[],201939,,,1610612744,16,9,2024-02-08T01:05:13Z,1380000,False,,,0,,S. Curry offensive foul TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,1.0,,,,,,,204059.0,,,,,,,,,,,,
145,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,out,[],1630531,,,1610612755,16,9,2024-02-08T01:06:07Z,1390000,False,,,0,,SUB out: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,out,[],202699,,,1610612755,16,9,2024-02-08T01:06:07Z,1400000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,16,9,2024-02-08T01:06:07Z,1410000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,out,[],201939,,,1610612755,16,9,2024-02-08T01:06:07Z,1420000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,16,9,2024-02-08T01:06:07Z,1430000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,in,[],1628964,,,1610612755,16,9,2024-02-08T01:06:07Z,1440000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,in,[],1630231,,,1610612755,16,9,2024-02-08T01:06:07Z,1450000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT03M19.00S,2024-02-08T01:05:55.8Z,1,REGULAR,substitution,in,[],202691,,,1610612755,16,9,2024-02-08T01:06:07Z,1460000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT03M06.00S,2024-02-08T01:06:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,7.145203679369246,54.65686274509804,1610612755,18,9,2024-02-08T01:06:15Z,1470000,False,-23.0,15.0,1,left,K. Martin cutting Layup (2 PTS) (P. Beverley 1 AST),"[1630231, 201976]",1610612755.0,PHI,cutting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,2.75,Made,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,,,,
155,PT02M50.00S,2024-02-08T01:06:30.2Z,1,REGULAR,foul,offensive,[],203967,,,1610612744,18,9,2024-02-08T01:06:38Z,1490000,False,,,0,,D. Saric offensive FOUL (1 PF),"[203967, 201976]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right Center,,,,,,,,204059.0,1.0,0.0,Beverley,201976.0,,,,,,,,
157,PT02M50.00S,2024-02-08T01:06:30.2Z,1,REGULAR,turnover,offensive foul,[],203967,,,1610612744,18,9,2024-02-08T01:06:30Z,1510000,False,,,0,,D. Saric offensive foul TURNOVER (1 TO),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,204059.0,,,,,,,,,,,,
158,PT02M39.00S,2024-02-08T01:06:49.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,34.346254927726676,60.294117647058826,1610612755,18,9,2024-02-08T01:06:53Z,1520000,False,-51.0,270.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,27.53,Missed,,,,,,,,,,,,,,,,,
159,PT02M36.00S,2024-02-08T01:06:52.5Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,18,9,2024-02-08T01:06:53Z,1530000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,
160,PT02M29.00S,2024-02-08T01:07:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612744,18,9,2024-02-08T01:07:12Z,1540000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1628964, 1630228]",1610612755.0,PHI,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,
162,PT02M29.00S,2024-02-08T01:07:29.7Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,18,10,2024-02-08T01:07:29Z,1560000,False,,,0,,J. Kuminga Free Throw 1 of 2 (3 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
163,PT02M29.00S,2024-02-08T01:07:29.7Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,18,10,2024-02-08T01:07:49Z,1570000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
164,PT02M27.00S,2024-02-08T01:07:31.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,18,10,2024-02-08T01:07:49Z,1580000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,
166,PT02M14.00S,2024-02-08T01:08:32.4Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612755,18,10,2024-02-08T01:08:40Z,1600000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT02M14.00S,2024-02-08T01:09:29.4Z,1,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612755,18,10,2024-02-08T01:09:38Z,1620000,False,,,0,,M. Bamba lost ball out-of-bounds TURNOVER (1 TO),[1628964],1610612755.0,PHI,lost ball,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,204059.0,,,,,,,,,,,,
169,PT02M04.00S,2024-02-08T01:10:11.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641764,93.2161629434954,54.16666666666667,1610612744,18,12,2024-02-08T01:10:15Z,1630000,False,21.0,11.0,1,right,B. Podziemski cutting Layup (2 PTS) (D. Saric 1 AST),"[1641764, 203967]",1610612744.0,GSW,cutting,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,2.37,Made,2.0,D. Saric,203967.0,1.0,,,,,,,,,,,,,
171,PT01M51.00S,2024-02-08T01:10:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,5.568331143232584,48.774509803921575,1610612755,20,12,2024-02-08T01:10:29Z,1650000,False,6.0,0.0,1,left,K. Martin cutting Layup (4 PTS) (P. Beverley 2 AST),"[1630231, 201976]",1610612755.0,PHI,cutting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,0.61,Made,4.0,P. Beverley,201976.0,2.0,,,,,,,,,,,,,
173,PT01M36.00S,2024-02-08T01:10:38.9Z,1,REGULAR,3pt,Jump Shot,[],203967,66.14651773981603,54.411764705882355,1610612744,20,15,2024-02-08T01:10:43Z,1670000,False,22.0,266.0,1,right,D. Saric 26' 3PT  (3 PTS) (L. Quinones 1 AST),"[203967, 1631311]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,,26.66,Made,3.0,L. Quinones,1631311.0,1.0,,,,,,,,,,,,,
175,PT01M12.00S,2024-02-08T01:11:03.3Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,20,15,2024-02-08T01:11:07Z,1690000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630228]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,,,,Kuminga,1630228.0
176,PT01M12.00S,2024-02-08T01:11:03.3Z,1,REGULAR,steal,,[],1630228,,,1610612744,20,15,2024-02-08T01:11:05Z,1700000,False,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT01M04.00S,2024-02-08T01:11:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641764,92.55913272010513,54.65686274509804,1610612744,20,15,2024-02-08T01:11:26Z,1710000,False,23.0,17.0,1,right,MISS B. Podziemski driving Layup,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,2.91,Missed,,,,,,,,,,,,,,,,,
178,PT01M03.00S,2024-02-08T01:11:12.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,20,15,2024-02-08T01:11:26Z,1720000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,177.0,,,,,,,
180,PT00M46.10S,2024-02-08T01:11:44.9Z,1,REGULAR,foul,personal,[],1631311,,,1610612755,20,15,2024-02-08T01:11:51Z,1740000,False,,,0,,L. Quinones personal FOUL (1 PF),"[1631311, 201976]",1610612744.0,GSW,,,,Quinones,L. Quinones,,,,,Mid-Range,8-16 Left,,,,,,,,204059.0,1.0,0.0,Beverley,201976.0,,,,,,,,
182,PT00M36.80S,2024-02-08T01:12:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,5.831143232588701,48.774509803921575,1610612755,22,15,2024-02-08T01:12:16Z,1760000,False,6.0,2.0,1,left,P. Beverley driving finger roll Layup (6 PTS),[201976],1610612755.0,PHI,driving finger roll,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,0.65,Made,6.0,,,,,,,,,,,,,,,,
183,PT00M27.00S,2024-02-08T01:12:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630228,76.00197109067017,11.519607843137265,1610612744,22,15,2024-02-08T01:12:27Z,1770000,False,-192.0,173.0,1,right,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,25.88,Missed,,,,,,,,,,,,,,,,,
184,PT00M23.80S,2024-02-08T01:12:25.5Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,22,15,2024-02-08T01:12:25Z,1780000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,
185,PT00M00.20S,2024-02-08T01:12:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,12.13863337713535,54.411764705882355,1610612755,22,15,2024-02-08T01:13:00Z,1790000,False,-22.0,62.0,1,left,MISS P. Beverley 6' driving floating Shot,[201976],1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,6.54,Missed,,,,,,,,,,,,,,,,,
