actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
520,PT00M58.50S,2026-03-18T03:53:48.5Z,3,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,97,69,2026-03-18T03:53:48Z,5140000,False,,,0,,B. Brown Free Throw 1 of 2 (8 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
521,PT00M58.50S,2026-03-18T03:53:49.2Z,3,REGULAR,substitution,out,[],1631128,,,1610612743,97,69,2026-03-18T03:53:56Z,5150000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M58.50S,2026-03-18T03:53:49.2Z,3,REGULAR,substitution,in,[],1631124,,,1610612743,97,69,2026-03-18T03:53:56Z,5160000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT00M58.50S,2026-03-18T03:54:05.7Z,3,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,98,69,2026-03-18T03:54:05Z,5170000,False,,,0,,B. Brown Free Throw 2 of 2 (9 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
524,PT00M45.80S,2026-03-18T03:54:27.0Z,3,REGULAR,foul,technical,['1freethrow'],202685,,,1610612755,98,69,2026-03-18T03:54:32Z,5180000,False,,,0,,J. Valančiūnas defensive-3-second technical FOUL (1 Tech),[202685],1610612743.0,DEN,defensive-3-second,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,201245.0,,,,,,,,,,1.0,1.0,,
525,PT00M45.80S,2026-03-18T03:54:40.3Z,3,REGULAR,freethrow,1 of 1,[],1626166,,,1610612755,98,69,2026-03-18T03:54:40Z,5190000,False,,,0,,MISS C. Payne technical Free Throw 1 of 1,[1626166],1610612755.0,PHI,technical,,,Payne,C. Payne,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
526,PT00M45.80S,2026-03-18T03:54:40.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,98,69,2026-03-18T03:54:40Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
527,PT00M35.50S,2026-03-18T03:55:03.5Z,3,REGULAR,3pt,Jump Shot,[],203083,89.56964520367937,96.32352941176471,1610612755,98,69,2026-03-18T03:55:08Z,5210000,False,232.0,46.0,1,right,MISS A. Drummond 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
528,PT00M32.40S,2026-03-18T03:55:06.6Z,3,REGULAR,rebound,defensive,[],1631124,,,1610612743,98,69,2026-03-18T03:55:08Z,5220000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,,,,,,,,,527.0,1.0,1.0,0.0,,,,,,,,
529,PT00M12.60S,2026-03-18T03:55:26.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,15.982260183968464,50.0,1610612743,100,69,2026-03-18T03:55:31Z,5230000,False,0.0,98.0,1,left,J. Valančiūnas 9' turnaround fadeaway Jump Shot (6 PTS) (B. Brown 1 AST),"[202685, 1628971]",1610612743.0,DEN,turnaround fadeaway,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,6.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
531,PT00M09.90S,2026-03-18T03:55:38.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642461,,,1610612755,100,69,2026-03-18T03:55:49Z,5250000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Watford 2 FT),"[1642461, 1630570]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,Mid-Range,8-16 Left,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Watford,1630570.0
533,PT00M09.90S,2026-03-18T03:56:06.3Z,3,REGULAR,freethrow,1 of 2,[],1630570,,,1610612755,100,70,2026-03-18T03:56:06Z,5270000,False,,,0,,T. Watford Free Throw 1 of 2 (5 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
534,PT00M09.90S,2026-03-18T03:56:20.0Z,3,REGULAR,freethrow,2 of 2,[],1630570,,,1610612755,100,71,2026-03-18T03:56:20Z,5280000,False,,,0,,T. Watford Free Throw 2 of 2 (6 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
535,PT00M00.30S,2026-03-18T03:56:33.8Z,3,REGULAR,3pt,Jump Shot,[],1628971,32.933639947437584,58.82352941176471,1610612743,100,71,2026-03-18T04:07:49Z,5290000,False,-44.0,257.0,1,left,MISS B. Brown 26' step back 3PT - blocked,"[1628971, 1630699]",1610612743.0,DEN,step back,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,Beauchamp,1630699.0,,,,,,
536,PT00M00.30S,2026-03-18T03:56:33.8Z,3,REGULAR,block,,[],1630699,,,1610612743,100,71,2026-03-18T03:56:36Z,5300000,False,,,0,,M. Beauchamp BLOCK (1 BLK),[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
537,PT00M00.10S,2026-03-18T03:56:34.0Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,100,71,2026-03-18T03:56:44Z,5310000,False,,,0,,A. Drummond REBOUND (Off:2 Def:7),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,535.0,9.0,7.0,2.0,,,,,,,,
538,PT00M00.00S,2026-03-18T03:56:37.7Z,3,REGULAR,period,end,[],0,,,1610612755,100,71,2026-03-18T03:56:37Z,5320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2026-03-18T04:00:20.4Z,4,REGULAR,period,start,[],0,,,1610612743,100,71,2026-03-18T04:00:20Z,5330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT11M43.00S,2026-03-18T04:00:37.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,5.590000152587891,50.0,1610612743,100,71,2026-03-18T04:13:54Z,5360000,False,0.0,0.0,1,left,MISS J. Valančiūnas driving floating Shot,[202685],1610612743.0,DEN,driving floating,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
543,PT11M41.00S,2026-03-18T04:00:39.8Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612755,100,71,2026-03-18T04:13:54Z,5370000,False,,,0,,C. Payne REBOUND (Off:1 Def:1),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,,,542.0,2.0,1.0,1.0,,,,,,,,
544,PT11M36.00S,2026-03-18T04:00:42.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630699,93.38042049934296,51.225490196078425,1610612755,100,73,2026-03-18T04:00:47Z,5380000,False,6.0,10.0,1,right,M. Beauchamp running Layup (11 PTS) (C. Payne 2 AST),"[1630699, 1626166]",1610612755.0,PHI,running,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,1.15,Made,11.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,
547,PT11M36.00S,2026-03-18T04:00:50.1Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,100,73,2026-03-18T04:00:56Z,5410000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,
548,PT11M23.00S,2026-03-18T04:01:07.0Z,4,REGULAR,turnover,bad pass,[],202685,,,1610612743,100,73,2026-03-18T04:01:10Z,5420000,False,,,0,,J. Valančiūnas bad pass TURNOVER (1 TO),"[202685, 1626166]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,Payne,1626166.0,,,,
549,PT11M23.00S,2026-03-18T04:01:07.0Z,4,REGULAR,steal,,[],1626166,,,1610612755,100,73,2026-03-18T04:01:08Z,5430000,False,,,0,,C. Payne STEAL (3 STL),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
550,PT11M11.00S,2026-03-18T04:01:18.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626166,82.60512483574244,25.0,1610612755,100,73,2026-03-18T04:11:30Z,5440000,False,-125.0,111.0,1,right,MISS C. Payne 16' pullup Shot,[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Mid-Range,16-24 Left Center,16.72,Missed,,,,,,,,,,,,,,,,,,
551,PT11M08.00S,2026-03-18T04:01:21.5Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,100,73,2026-03-18T04:01:24Z,5450000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,550.0,2.0,2.0,0.0,,,,,,,,
552,PT11M00.00S,2026-03-18T04:01:32.3Z,4,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612743,100,73,2026-03-18T04:01:36Z,5460000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630570, 203501]",1610612755.0,PHI,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,201245.0,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0
554,PT11M00.00S,2026-03-18T04:01:57.6Z,4,REGULAR,freethrow,1 of 2,[],203501,,,1610612743,100,73,2026-03-18T04:01:57Z,5480000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
555,PT11M00.00S,2026-03-18T04:01:57.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,100,73,2026-03-18T04:01:57Z,5490000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,554.0,,,,,,,,,,,
556,PT11M00.00S,2026-03-18T04:01:58.4Z,4,REGULAR,substitution,out,[],1626166,,,1610612743,100,73,2026-03-18T04:02:02Z,5500000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT11M00.00S,2026-03-18T04:01:58.4Z,4,REGULAR,substitution,in,[],1631207,,,1610612743,100,73,2026-03-18T04:02:02Z,5510000,False,,,0,,SUB in: D. Terry,[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT11M00.00S,2026-03-18T04:02:14.2Z,4,REGULAR,freethrow,2 of 2,[],203501,,,1610612743,101,73,2026-03-18T04:02:14Z,5520000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (9 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
559,PT10M45.00S,2026-03-18T04:02:29.2Z,4,REGULAR,2pt,Jump Shot,[],1630699,82.34231274638634,33.82352941176471,1610612755,101,75,2026-03-18T04:02:34Z,5530000,False,-81.0,113.0,1,right,M. Beauchamp 13' pullup Jump Shot (13 PTS) (D. Terry 1 AST),"[1630699, 1631207]",1610612755.0,PHI,pullup,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Left,13.94,Made,13.0,D. Terry,1631207.0,1.0,,,,,,,,,,,,,,
561,PT10M28.00S,2026-03-18T04:02:45.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642461,6.1268068331143235,47.05882352941176,1610612743,103,75,2026-03-18T04:02:50Z,5550000,False,15.0,5.0,1,left,S. Jones Layup (7 PTS) (B. Brown 2 AST),"[1642461, 1628971]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,1.56,Made,7.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,,
563,PT10M15.00S,2026-03-18T04:02:58.7Z,4,REGULAR,3pt,Jump Shot,[],203083,90.88370565045992,3.1862745098039214,1610612755,103,75,2026-03-18T04:03:03Z,5570000,False,-234.0,33.0,1,right,MISS A. Drummond 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
564,PT10M12.00S,2026-03-18T04:03:01.7Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,103,75,2026-03-18T04:03:03Z,5580000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,,563.0,3.0,3.0,0.0,,,,,,,,
565,PT10M03.00S,2026-03-18T04:03:10.7Z,4,REGULAR,2pt,Jump Shot,[],202685,9.280551905387648,70.09803921568627,1610612743,103,75,2026-03-18T04:03:18Z,5590000,False,-100.0,35.0,1,left,MISS J. Valančiūnas 10' Jump Shot,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,10.63,Missed,,,,,,,,,,,,,,,,,,
566,PT10M01.00S,2026-03-18T04:03:12.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,103,75,2026-03-18T04:03:18Z,5600000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,565.0,,,,,,,,,,,
568,PT09M49.00S,2026-03-18T04:03:36.5Z,4,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612755,103,75,2026-03-18T04:03:41Z,5620000,False,,,0,,S. Jones shooting personal FOUL (2 PF) (Watford 2 FT),"[1642461, 1630570]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,,,,,,,,,2.0,0.0,Watford,1630570.0
570,PT09M49.00S,2026-03-18T04:04:02.0Z,4,REGULAR,freethrow,1 of 2,[],1630570,,,1610612755,103,76,2026-03-18T04:04:02Z,5640000,False,,,0,,T. Watford Free Throw 1 of 2 (7 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
571,PT09M49.00S,2026-03-18T04:04:28.2Z,4,REGULAR,substitution,out,[],203501,,,1610612755,103,76,2026-03-18T04:04:34Z,5650000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M49.00S,2026-03-18T04:04:28.2Z,4,REGULAR,substitution,in,[],1626145,,,1610612755,103,76,2026-03-18T04:04:34Z,5660000,False,,,0,,SUB in: T. Jones,[1626145],1610612743.0,DEN,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M49.00S,2026-03-18T04:04:35.5Z,4,REGULAR,freethrow,2 of 2,[],1630570,,,1610612755,103,77,2026-03-18T04:04:35Z,5670000,False,,,0,,T. Watford Free Throw 2 of 2 (8 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
574,PT09M38.00S,2026-03-18T04:04:38.6Z,4,REGULAR,3pt,Jump Shot,[],1626145,33.85348226018397,47.794117647058826,1610612743,103,77,2026-03-18T04:04:44Z,5680000,False,11.0,266.0,1,left,MISS T. Jones 26' 3PT,[1626145],1610612743.0,DEN,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,26.59,Missed,,,,,,,,,,,,,,,,,,
575,PT09M37.00S,2026-03-18T04:04:39.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,103,77,2026-03-18T04:04:44Z,5690000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,574.0,,,,,,,,,,,
577,PT09M23.00S,2026-03-18T04:04:58.9Z,4,REGULAR,3pt,Jump Shot,[],1630699,70.64717477003943,19.607843137254903,1610612755,103,77,2026-03-18T04:05:05Z,5710000,False,-152.0,223.0,1,right,MISS M. Beauchamp 27' 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
578,PT09M20.00S,2026-03-18T04:05:01.9Z,4,REGULAR,rebound,defensive,[],202685,,,1610612743,103,77,2026-03-18T04:05:05Z,5720000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:5),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,577.0,6.0,5.0,1.0,,,,,,,,
579,PT09M04.00S,2026-03-18T04:05:20.4Z,4,REGULAR,foul,personal,['2freethrow'],203083,,,1610612743,103,77,2026-03-18T04:05:25Z,5730000,False,,,0,,A. Drummond shooting personal FOUL (5 PF) (Valančiūnas 2 FT),"[203083, 202685]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,,,,,,,,,5.0,0.0,Valančiūnas,202685.0
581,PT09M04.00S,2026-03-18T04:05:51.4Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,103,77,2026-03-18T04:05:51Z,5750000,False,,,0,,MISS J. Valančiūnas Free Throw 1 of 2,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
582,PT09M04.00S,2026-03-18T04:05:51.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,103,77,2026-03-18T04:05:51Z,5760000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,581.0,,,,,,,,,,,
583,PT09M04.00S,2026-03-18T04:05:51.9Z,4,REGULAR,substitution,out,[],1642461,,,1610612743,103,77,2026-03-18T04:05:59Z,5770000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M04.00S,2026-03-18T04:05:51.9Z,4,REGULAR,substitution,out,[],203083,,,1610612743,103,77,2026-03-18T04:05:59Z,5780000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT09M04.00S,2026-03-18T04:05:51.9Z,4,REGULAR,substitution,in,[],1630192,,,1610612743,103,77,2026-03-18T04:05:59Z,5790000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT09M04.00S,2026-03-18T04:05:51.9Z,4,REGULAR,substitution,in,[],1631230,,,1610612743,103,77,2026-03-18T04:05:59Z,5800000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT09M04.00S,2026-03-18T04:05:51.4Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,103,77,2026-03-18T04:06:20Z,5810000,False,,,0,,MISS J. Valančiūnas Free Throw 2 of 2,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
588,PT09M01.00S,2026-03-18T04:05:54.4Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612755,103,77,2026-03-18T04:06:20Z,5820000,False,,,0,,D. Barlow REBOUND (Off:2 Def:4),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,587.0,6.0,4.0,2.0,,,,,,,,
589,PT08M52.00S,2026-03-18T04:06:27.5Z,4,REGULAR,2pt,Jump Shot,[],1631207,77.08607095926413,53.92156862745098,1610612755,103,77,2026-03-18T04:06:34Z,5830000,False,20.0,163.0,1,right,MISS D. Terry 16' step back Shot,[1631207],1610612755.0,PHI,step back,,,Terry,D. Terry,,,,,Mid-Range,16-24 Center,16.41,Missed,,,,,,,,,,,,,,,,,,
590,PT08M49.00S,2026-03-18T04:06:30.5Z,4,REGULAR,rebound,defensive,[],1626145,,,1610612743,103,77,2026-03-18T04:06:34Z,5840000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612743.0,DEN,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,589.0,1.0,1.0,0.0,,,,,,,,
591,PT08M43.00S,2026-03-18T04:06:43.6Z,4,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612743,103,77,2026-03-18T04:06:49Z,5850000,False,,,0,,D. Barlow shooting personal FOUL (4 PF) (Valančiūnas 2 FT),"[1631230, 202685]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,4.0,0.0,Valančiūnas,202685.0
593,PT08M43.00S,2026-03-18T04:07:10.6Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,103,77,2026-03-18T04:07:10Z,5870000,False,,,0,,MISS J. Valančiūnas Free Throw 1 of 2,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
594,PT08M43.00S,2026-03-18T04:07:10.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,103,77,2026-03-18T04:07:10Z,5880000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,593.0,,,,,,,,,,,
595,PT08M43.00S,2026-03-18T04:07:30.0Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,104,77,2026-03-18T04:07:30Z,5890000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (7 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
596,PT08M29.00S,2026-03-18T04:07:48.3Z,4,REGULAR,foul,personal,[],1630192,,,1610612755,104,77,2026-03-18T04:07:54Z,5900000,False,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1630570]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,,,,,,,1626302.0,,,,,,,,,,1.0,0.0,Watford,1630570.0
598,PT08M23.00S,2026-03-18T04:08:10.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631207,88.38699080157687,53.18627450980392,1610612755,104,77,2026-03-18T04:08:14Z,5920000,False,16.0,57.0,1,right,MISS D. Terry pullup Shot,[1631207],1610612755.0,PHI,pullup,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
599,PT08M22.00S,2026-03-18T04:08:11.3Z,4,REGULAR,rebound,defensive,[],202685,,,1610612743,104,77,2026-03-18T04:08:14Z,5930000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:6),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,598.0,7.0,6.0,1.0,,,,,,,,
600,PT08M13.00S,2026-03-18T04:08:20.3Z,4,REGULAR,3pt,Jump Shot,[],1631124,8.886333771353483,3.1862745098039214,1610612743,104,77,2026-03-18T04:08:28Z,5940000,False,234.0,31.0,1,left,MISS J. Strawther 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,23.61,Missed,,,,,,,,,,,,,,,,,,
601,PT08M10.00S,2026-03-18T04:08:23.3Z,4,REGULAR,rebound,offensive,[],202685,,,1610612743,104,77,2026-03-18T04:08:28Z,5950000,False,,,0,,J. Valančiūnas REBOUND (Off:2 Def:6),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Right Corner 3,24+ Right,,,,,,,,,600.0,8.0,6.0,2.0,,,,,,,,
603,PT08M08.00S,2026-03-18T04:08:43.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,13.61695137976347,6.127450980392156,1610612743,107,77,2026-03-18T04:08:50Z,5970000,False,219.0,75.0,1,left,B. Brown 3PT  (12 PTS) (T. Jones 1 AST),"[1628971, 1626145]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.2,Made,12.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
605,PT07M55.00S,2026-03-18T04:08:57.8Z,4,REGULAR,turnover,traveling,[],1630570,,,1610612755,107,77,2026-03-18T04:30:43Z,5990000,False,,,0,,T. Watford traveling TURNOVER (2 TO),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,2.0,,,,,,,,,,,,
606,PT07M55.00S,2026-03-18T04:09:04.8Z,4,REGULAR,substitution,out,[],200768,,,1610612743,107,77,2026-03-18T04:09:08Z,6000000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT07M55.00S,2026-03-18T04:09:04.8Z,4,REGULAR,substitution,in,[],1642348,,,1610612743,107,77,2026-03-18T04:09:08Z,6010000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M32.00S,2026-03-18T04:09:39.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202685,10.068988173455978,75.49019607843137,1610612743,107,77,2026-03-18T04:09:44Z,6020000,False,-127.0,42.0,1,left,MISS J. Valančiūnas 13' fadeaway Shot,[202685],1610612743.0,DEN,fadeaway,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,13.43,Missed,,,,,,,,,,,,,,,,,,
