actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT05M26.00S,2026-02-12T02:23:39.4Z,1,REGULAR,3pt,Jump Shot,[],1631124,66.04796320630749,49.01960784313725,1610612743,16,15,2026-02-12T02:29:04Z,880000,False,-5.0,267.0,1,right,MISS J. Strawther 26' pullup 3PT,[1631124],1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
89,PT05M24.00S,2026-02-12T02:23:41.4Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,16,15,2026-02-12T02:24:07Z,890000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,
90,PT05M22.00S,2026-02-12T02:23:47.0Z,1,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612763,16,15,2026-02-12T02:23:58Z,900000,False,,,0,,J. Strawther shooting personal FOUL (2 PF) (Pippen Jr. 2 FT),"[1631124, 1630590]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,2.0,0.0,Pippen Jr.,1630590.0,,,,,,,,
92,PT05M22.00S,2026-02-12T02:24:17.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630590,,,1610612763,16,15,2026-02-12T02:24:17Z,920000,False,,,0,,MISS S. Pippen Jr. Free Throw 1 of 2,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT05M22.00S,2026-02-12T02:24:17.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,16,15,2026-02-12T02:24:17Z,930000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,
94,PT05M22.00S,2026-02-12T02:24:17.6Z,1,REGULAR,substitution,out,[],1631124,,,1610612763,16,15,2026-02-12T02:24:27Z,940000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M22.00S,2026-02-12T02:24:17.6Z,1,REGULAR,substitution,out,[],1629661,,,1610612763,16,15,2026-02-12T02:24:27Z,950000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M22.00S,2026-02-12T02:24:17.6Z,1,REGULAR,substitution,in,[],203501,,,1610612763,16,15,2026-02-12T02:24:27Z,960000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M22.00S,2026-02-12T02:24:17.6Z,1,REGULAR,substitution,in,[],1628971,,,1610612763,16,15,2026-02-12T02:24:27Z,970000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M22.00S,2026-02-12T02:24:41.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630590,,,1610612763,16,16,2026-02-12T02:24:41Z,980000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (1 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
99,PT05M11.00S,2026-02-12T02:24:55.0Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,16,16,2026-02-12T02:24:58Z,990000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1630590]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,Pippen Jr.,1630590.0,,
100,PT05M11.00S,2026-02-12T02:24:55.0Z,1,REGULAR,steal,,[],1630590,,,1610612763,16,16,2026-02-12T02:24:56Z,1000000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
101,PT05M08.00S,2026-02-12T02:24:58.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641765,7.703679369250986,55.88235294117647,1610612763,16,18,2026-02-12T02:30:50Z,1010000,False,-29.0,20.0,1,left,O. Prosper running finger roll Layup (4 PTS),[1641765],1610612763.0,MEM,running finger roll,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,3.55,Made,4.0,,,,,,,,,,,,,,,,,
103,PT04M57.00S,2026-02-12T02:25:14.4Z,1,REGULAR,foul,personal,[],1641765,,,1610612743,16,18,2026-02-12T02:25:24Z,1030000,False,,,0,,O. Prosper personal FOUL (1 PF),"[1641765, 203999]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627962.0,,1.0,0.0,Jokić,203999.0,,,,,,,,
105,PT04M50.00S,2026-02-12T02:25:33.1Z,1,REGULAR,2pt,Jump Shot,[],1627750,77.34888304862024,45.83333333333333,1610612743,18,18,2026-02-12T02:25:42Z,1050000,False,-21.0,160.0,1,right,J. Murray 16' step back Jump Shot (4 PTS) (N. Jokić 3 AST),"[1627750, 203999]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,16.17,Made,4.0,N. Jokić,203999.0,3.0,,,,,,,,,,,,,,
107,PT04M39.00S,2026-02-12T02:25:43.9Z,1,REGULAR,3pt,Jump Shot,[],1642285,32.14520367936925,68.38235294117648,1610612763,18,18,2026-02-12T02:31:44Z,1070000,False,-92.0,250.0,1,left,MISS C. Spencer 26' pullup 3PT,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
108,PT04M36.00S,2026-02-12T02:25:46.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,18,18,2026-02-12T02:25:49Z,1080000,False,,,0,,N. Jokić REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,107.0,4.0,4.0,0.0,,,,
109,PT04M31.00S,2026-02-12T02:25:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,93.11760840998686,45.34313725490196,1610612743,18,18,2026-02-12T02:25:58Z,1090000,False,-23.0,12.0,1,right,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
110,PT04M30.00S,2026-02-12T02:25:52.4Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,18,18,2026-02-12T02:25:58Z,1100000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,
111,PT04M24.00S,2026-02-12T02:25:58.2Z,1,REGULAR,3pt,Jump Shot,[],1642285,33.065045992115635,59.80392156862745,1610612763,18,18,2026-02-12T02:26:03Z,1110000,False,-49.0,258.0,1,left,MISS C. Spencer 26' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
112,PT04M22.00S,2026-02-12T02:26:00.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,18,18,2026-02-12T02:26:03Z,1120000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,
113,PT04M10.00S,2026-02-12T02:26:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.19776609724047,56.86274509803921,1610612743,20,18,2026-02-12T02:26:25Z,1130000,False,34.0,21.0,1,right,N. Jokić driving Layup (8 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,4.01,Made,8.0,,,,,,,,,,,,,,,,,
114,PT04M10.00S,2026-02-12T02:26:17.7Z,1,REGULAR,foul,personal,['1freethrow'],1641707,,,1610612743,20,18,2026-02-12T02:26:23Z,1140000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Jokić 1 FT),"[1641707, 203999]",1610612763.0,MEM,shooting,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,,1.0,0.0,Jokić,203999.0,,,,,,,,
116,PT04M10.00S,2026-02-12T02:26:39.0Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,21,18,2026-02-12T02:26:39Z,1160000,False,,,0,,N. Jokić Free Throw 1 of 1 (9 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
117,PT03M50.00S,2026-02-12T02:27:02.3Z,1,REGULAR,3pt,Jump Shot,[],1641765,6.1268068331143235,95.83333333333334,1610612763,21,18,2026-02-12T02:27:07Z,1170000,False,-229.0,5.0,1,left,MISS O. Prosper 3PT,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
118,PT03M46.00S,2026-02-12T02:27:06.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,21,18,2026-02-12T02:27:07Z,1180000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,
119,PT03M35.00S,2026-02-12T02:27:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,86.28449408672799,51.71568627450981,1610612743,21,18,2026-02-12T02:35:04Z,1190000,False,9.0,76.0,1,right,MISS N. Jokić 7' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2026-02-12T02:27:17.3Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,21,18,2026-02-12T02:35:04Z,1200000,False,,,0,,N. Jokić REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,119.0,5.0,4.0,1.0,,,,
121,PT03M33.00S,2026-02-12T02:27:18.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,94.40999984741211,50.0,1610612743,21,18,2026-02-12T03:02:25Z,1210000,False,0.0,0.0,1,right,MISS N. Jokić tip Layup,[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
122,PT03M30.00S,2026-02-12T02:27:21.8Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,21,18,2026-02-12T03:02:25Z,1220000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:2),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,
123,PT03M28.00S,2026-02-12T02:27:23.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641707,5.338370565045992,51.71568627450981,1610612763,21,20,2026-02-12T02:27:56Z,1230000,False,-9.0,-2.0,1,left,T. Hendricks running DUNK (5 PTS),[1641707],1610612763.0,MEM,running,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,0.89,Made,5.0,,,,,,,,,,,,,,,,,
129,PT03M17.00S,2026-02-12T02:27:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.09526938239159,45.588235294117645,1610612743,21,20,2026-02-12T02:36:21Z,1255000,False,-22.0,41.0,1,right,MISS N. Jokić driving Layup,[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
130,PT03M17.00S,2026-02-12T02:27:36.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,21,20,2026-02-12T02:31:26Z,1257500,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,129.0,,,,,,,
127,PT03M17.00S,2026-02-12T02:28:31.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,21,20,2026-02-12T02:33:36Z,1270000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M17.00S,2026-02-12T02:31:41.6Z,1,REGULAR,substitution,out,[],1631128,,,1610612763,21,20,2026-02-12T02:32:05Z,1285000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M17.00S,2026-02-12T02:31:41.6Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,21,20,2026-02-12T02:32:05Z,1287500,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M17.00S,2026-02-12T02:31:41.6Z,1,REGULAR,substitution,in,[],1629618,,,1610612763,21,20,2026-02-12T02:32:05Z,1288750,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M17.00S,2026-02-12T02:31:41.6Z,1,REGULAR,substitution,in,[],1643133,,,1610612763,21,20,2026-02-12T02:32:05Z,1289375,False,,,0,,SUB in: L. Lovering,[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M03.00S,2026-02-12T02:31:42.5Z,1,REGULAR,3pt,Jump Shot,[],1641707,10.85742444152431,97.30392156862744,1610612763,21,20,2026-02-12T02:33:34Z,1290000,False,-237.0,50.0,1,left,MISS T. Hendricks 24' 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
132,PT03M00.00S,2026-02-12T02:31:45.5Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,21,20,2026-02-12T02:33:34Z,1300000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,
133,PT02M57.00S,2026-02-12T02:31:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,92.32917214191852,55.63725490196079,1610612743,23,20,2026-02-12T02:31:50Z,1310000,False,28.0,20.0,1,right,B. Brown running Layup (2 PTS) (N. Jokić 4 AST),"[1628971, 203999]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.43,Made,2.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,,,
139,PT02M32.00S,2026-02-12T02:32:09.0Z,1,REGULAR,2pt,Jump Shot,[],1642285,19.398817345597898,27.450980392156865,1610612763,23,20,2026-02-12T02:38:45Z,1370000,False,113.0,130.0,1,left,MISS C. Spencer 17' turnaround fadeaway Shot,[1642285],1610612763.0,MEM,turnaround fadeaway,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Right Center,17.19,Missed,,,,,,,,,,,,,,,,,,
140,PT02M32.00S,2026-02-12T02:32:09.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,23,20,2026-02-12T02:35:35Z,1380000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,139.0,,,,,,,
142,PT02M32.00S,2026-02-12T02:32:14.7Z,1,REGULAR,foul,personal,[],1643133,,,1610612743,23,20,2026-02-12T02:35:43Z,1400000,False,,,0,,L. Lovering loose ball personal FOUL (1 PF),"[1643133, 203999]",1610612763.0,MEM,loose ball,,,Lovering,L. Lovering,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,,1.0,0.0,Jokić,203999.0,,,,,,,,
144,PT02M32.00S,2026-02-12T02:32:34.4Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612743,23,20,2026-02-12T02:36:41Z,1420000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M32.00S,2026-02-12T02:34:49.1Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,23,20,2026-02-12T02:35:08Z,1450000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M32.00S,2026-02-12T02:34:49.1Z,1,REGULAR,substitution,out,[],1630590,,,1610612743,23,20,2026-02-12T02:35:08Z,1460000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M32.00S,2026-02-12T02:34:49.1Z,1,REGULAR,substitution,out,[],203484,,,1610612743,23,20,2026-02-12T02:35:08Z,1470000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M32.00S,2026-02-12T02:34:49.1Z,1,REGULAR,substitution,in,[],1629661,,,1610612743,23,20,2026-02-12T02:35:08Z,1480000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M32.00S,2026-02-12T02:34:49.1Z,1,REGULAR,substitution,in,[],1641713,,,1610612743,23,20,2026-02-12T02:35:08Z,1490000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M32.00S,2026-02-12T02:34:49.1Z,1,REGULAR,substitution,in,[],1642942,,,1610612743,23,20,2026-02-12T02:35:08Z,1500000,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M17.00S,2026-02-12T02:35:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,90.75229960578186,50.49019607843137,1610612743,23,20,2026-02-12T02:35:16Z,1510000,False,2.0,34.0,1,right,MISS B. Brown cutting Layup - blocked,"[1628971, 1641713]",1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,Jackson,1641713.0
154,PT02M17.00S,2026-02-12T02:35:09.5Z,1,REGULAR,block,,[],1641713,,,1610612743,23,20,2026-02-12T02:35:13Z,1520000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT02M13.00S,2026-02-12T02:35:13.5Z,1,REGULAR,rebound,defensive,[],1643133,,,1610612763,23,20,2026-02-12T02:35:16Z,1530000,False,,,0,,L. Lovering REBOUND (Off:0 Def:1),[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,
156,PT01M59.00S,2026-02-12T02:35:27.3Z,1,REGULAR,3pt,Jump Shot,[],1642285,20.844283837056505,91.91176470588235,1610612763,23,20,2026-02-12T02:35:31Z,1540000,False,-210.0,143.0,1,left,MISS C. Spencer 25' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
157,PT01M56.00S,2026-02-12T02:35:30.3Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,23,20,2026-02-12T02:35:31Z,1550000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,156.0,3.0,3.0,0.0,,,,
158,PT01M43.00S,2026-02-12T02:35:52.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642942,,,1610612743,23,20,2026-02-12T02:35:59Z,1560000,False,,,0,,J. Mashack shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1642942, 203501]",1610612763.0,MEM,shooting,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,
160,PT01M43.00S,2026-02-12T02:36:15.3Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612743,23,20,2026-02-12T02:36:15Z,1580000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT01M43.00S,2026-02-12T02:36:15.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,23,20,2026-02-12T02:36:15Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,
162,PT01M43.00S,2026-02-12T02:36:29.6Z,1,REGULAR,freethrow,2 of 2,[],203501,,,1610612743,24,20,2026-02-12T02:36:29Z,1600000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (1 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
163,PT01M30.00S,2026-02-12T02:36:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,8.492115637319317,50.245098039215684,1610612763,24,20,2026-02-12T02:36:50Z,1610000,False,-1.0,27.0,1,left,MISS G. Jackson driving floating Shot,[1641713],1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
164,PT01M29.00S,2026-02-12T02:36:43.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,24,20,2026-02-12T02:36:50Z,1620000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,
165,PT01M27.00S,2026-02-12T02:36:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641707,,,1610612743,24,20,2026-02-12T02:36:58Z,1630000,False,,,0,,T. Hendricks shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1641707, 203501]",1610612763.0,MEM,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627962.0,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,
167,PT01M27.00S,2026-02-12T02:37:30.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203501,,,1610612743,25,20,2026-02-12T02:42:02Z,1650000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (2 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
168,PT01M27.00S,2026-02-12T02:37:30.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203501,,,1610612743,26,20,2026-02-12T02:42:02Z,1660000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (3 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
169,PT01M16.00S,2026-02-12T02:37:41.4Z,1,REGULAR,2pt,Jump Shot,[],1642285,18.478975032851512,71.81372549019608,1610612763,26,22,2026-02-12T02:37:46Z,1670000,False,-109.0,121.0,1,left,C. Spencer 16' step back Jump Shot (2 PTS),[1642285],1610612763.0,MEM,step back,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left Center,16.31,Made,2.0,,,,,,,,,,,,,,,,,
170,PT01M01.00S,2026-02-12T02:37:56.0Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,26,22,2026-02-12T02:38:00Z,1680000,False,,,0,,N. Jokić bad pass TURNOVER (4 TO),"[203999, 1643133]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,,4.0,,,,,,,,,Lovering,1643133.0,,
171,PT01M01.00S,2026-02-12T02:37:56.0Z,1,REGULAR,steal,,[],1643133,,,1610612763,26,22,2026-02-12T02:37:57Z,1690000,False,,,0,,L. Lovering STEAL (1 STL),[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
172,PT00M58.90S,2026-02-12T02:38:02.6Z,1,REGULAR,foul,personal,['2freethrow'],203501,,,1610612763,26,22,2026-02-12T02:38:17Z,1700000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Jackson 2 FT),"[203501, 1641713]",1610612743.0,DEN,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1627962.0,,1.0,0.0,Jackson,1641713.0,,,,,,,,
174,PT00M58.90S,2026-02-12T02:38:31.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641713,,,1610612763,26,22,2026-02-12T02:38:31Z,1720000,False,,,0,,MISS G. Jackson Free Throw 1 of 2,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
175,PT00M58.90S,2026-02-12T02:38:31.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,26,22,2026-02-12T02:38:31Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,
