actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M06.00S,2025-11-08T03:28:48.6Z,1,REGULAR,2pt,Jump Shot,[],1630311,94.08672798948751,19.642310049019606,1610612744,20,10,2025-11-08T03:28:56Z,860000,False,-152.0,3.0,1,right,P. Spencer 15' turnaround Jump Shot (2 PTS),[1630311],1610612744.0,GSW,turnaround,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Left,15.18,Made,2.0,,,,,,,,,,,,,,,,,
90,PT04M00.00S,2025-11-08T03:28:57.8Z,1,REGULAR,foul,personal,[],1630311,,,1610612743,20,10,2025-11-08T03:29:14Z,870000,False,,,0,,P. Spencer personal FOUL (1 PF),"[1630311, 203501]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Mid-Range,16-24 Center,,,,,,,204058.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0
92,PT04M00.00S,2025-11-08T03:29:07.8Z,1,REGULAR,substitution,out,[],203932,,,1610612743,20,10,2025-11-08T03:29:16Z,890000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M00.00S,2025-11-08T03:29:07.8Z,1,REGULAR,substitution,out,[],203110,,,1610612743,20,10,2025-11-08T03:29:16Z,900000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2025-11-08T03:29:07.8Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,20,10,2025-11-08T03:29:16Z,910000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M00.00S,2025-11-08T03:29:07.8Z,1,REGULAR,substitution,in,[],1631218,,,1610612743,20,10,2025-11-08T03:29:16Z,920000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M50.00S,2025-11-08T03:29:33.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.777266754270697,44.85294117647059,1610612743,22,10,2025-11-08T03:29:39Z,930000,False,26.0,58.0,1,left,N. Jokić 6' turnaround Hook (6 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,6.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,,,
98,PT03M42.00S,2025-11-08T03:29:43.4Z,1,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,22,10,2025-11-08T03:29:51Z,950000,False,,,0,,J. Kuminga lost ball out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,lost ball,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,,,,,1.0,,,,,,,,
99,PT03M22.00S,2025-11-08T03:30:09.9Z,1,REGULAR,foul,personal,['2freethrow'],1631218,,,1610612743,22,10,2025-11-08T03:30:25Z,960000,False,,,0,,T. Jackson-Davis shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1631218, 203501]",1610612744.0,GSW,shooting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628171.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0
101,PT03M22.00S,2025-11-08T03:30:36.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203501,,,1610612743,23,10,2025-11-08T03:30:36Z,980000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (1 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
102,PT03M22.00S,2025-11-08T03:30:37.2Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,23,10,2025-11-08T03:30:47Z,990000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M22.00S,2025-11-08T03:30:37.2Z,1,REGULAR,substitution,out,[],1630228,,,1610612743,23,10,2025-11-08T03:30:47Z,1000000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M22.00S,2025-11-08T03:30:37.2Z,1,REGULAR,substitution,in,[],203932,,,1610612743,23,10,2025-11-08T03:30:47Z,1010000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M22.00S,2025-11-08T03:30:37.2Z,1,REGULAR,substitution,in,[],202710,,,1610612743,23,10,2025-11-08T03:30:47Z,1020000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M22.00S,2025-11-08T03:31:03.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203501,,,1610612743,24,10,2025-11-08T03:31:03Z,1030000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (2 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
107,PT03M00.00S,2025-11-08T03:31:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.43823915900131,57.35294117647059,1610612744,24,10,2025-11-08T03:32:32Z,1040000,False,37.0,47.0,1,right,MISS J. Butler III driving floating Shot,[202710],1610612744.0,GSW,driving floating,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2025-11-08T03:31:29.9Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,24,10,2025-11-08T03:31:33Z,1050000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,
109,PT02M57.00S,2025-11-08T03:31:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,90.22667542706965,48.03921568627451,1610612744,24,10,2025-11-08T03:31:39Z,1060000,False,-10.0,39.0,1,right,MISS T. Jackson-Davis putback Layup,[1631218],1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
110,PT02M54.00S,2025-11-08T03:31:33.3Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,24,10,2025-11-08T03:31:39Z,1070000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,109.0,2.0,0.0,2.0,,,,,,,,,
111,PT02M52.00S,2025-11-08T03:31:34.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631218,91.27792378449409,49.01960784313725,1610612744,24,12,2025-11-08T04:12:19Z,1080000,False,-5.0,29.0,1,right,T. Jackson-Davis Hook (2 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.99,Made,2.0,,,,,,,,,,,,,,,,,
112,PT02M38.00S,2025-11-08T03:31:48.5Z,1,REGULAR,3pt,Jump Shot,[],1628971,25.443495400788436,17.15686274509804,1610612743,24,12,2025-11-08T03:31:54Z,1090000,False,164.0,187.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
113,PT02M34.00S,2025-11-08T03:31:52.5Z,1,REGULAR,rebound,defensive,[],1630311,,,1610612744,24,12,2025-11-08T03:31:54Z,1100000,False,,,0,,P. Spencer REBOUND (Off:0 Def:1),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,
114,PT02M29.00S,2025-11-08T03:31:58.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,75.64060446780552,14.950980392156863,1610612744,24,15,2025-11-08T03:32:13Z,1110000,False,-175.0,176.0,1,right,Q. Post 24' 3PT  (3 PTS) (T. Jackson-Davis 1 AST),"[1642366, 1631218]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,24.87,Made,3.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,,,,
116,PT02M07.00S,2025-11-08T03:32:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.703679369250986,49.50980392156863,1610612743,24,15,2025-11-08T03:32:25Z,1130000,False,2.0,20.0,1,left,MISS A. Gordon cutting Layup,[203932],1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
117,PT02M05.00S,2025-11-08T03:32:22.1Z,1,REGULAR,rebound,offensive,[],203501,,,1610612743,24,15,2025-11-08T03:32:22Z,1140000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:0),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,116.0,1.0,0.0,1.0,,,,,,,,,
118,PT02M03.00S,2025-11-08T03:32:24.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203501,22.733245729303547,70.36611519607843,1610612743,24,15,2025-11-08T03:32:35Z,1150000,False,-102.0,161.0,1,left,MISS T. Hardaway Jr. 19' Jump Shot,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,19.07,Missed,,,,,,,,,,,,,,,,,,
119,PT02M00.00S,2025-11-08T03:32:27.8Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,24,15,2025-11-08T03:32:35Z,1160000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Mid-Range,16-24 Left Center,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT01M48.00S,2025-11-08T03:32:39.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631218,92.19776609724047,45.09803921568628,1610612744,24,17,2025-11-08T03:35:02Z,1170000,False,-25.0,21.0,1,right,T. Jackson-Davis bank Hook (4 PTS) (J. Butler III 1 AST),"[1631218, 202710]",1610612744.0,GSW,bank,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.21,Made,4.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
122,PT01M26.00S,2025-11-08T03:33:00.9Z,1,REGULAR,3pt,Jump Shot,[],203999,27.808804204993432,24.264705882352942,1610612743,27,17,2025-11-08T03:33:05Z,1190000,False,129.0,209.0,1,left,N. Jokić 24' 3PT  (9 PTS) (B. Brown 1 AST),"[203999, 1628971]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,24.54,Made,9.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
125,PT01M00.00S,2025-11-08T03:33:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,91.5407358738502,50.49019607843137,1610612744,27,17,2025-11-08T03:33:58Z,1220000,False,2.0,27.0,1,right,MISS B. Hield driving finger roll Layup,[1627741],1610612744.0,GSW,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
126,PT00M58.50S,2025-11-08T03:33:48.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,27,17,2025-11-08T03:33:58Z,1230000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,125.0,2.0,1.0,1.0,,,,,,,,,
127,PT00M54.70S,2025-11-08T03:33:53.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631212,8.623521681997373,47.30392156862745,1610612743,27,17,2025-11-08T03:37:00Z,1240000,False,13.0,29.0,1,left,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
128,PT00M54.00S,2025-11-08T03:33:54.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,27,17,2025-11-08T03:34:07Z,1250000,False,,,0,,N. Jokić REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,127.0,3.0,1.0,2.0,,,,,,,,,
129,PT00M54.00S,2025-11-08T03:33:57.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",203999,3.892904073587385,50.49019607843137,1610612743,29,17,2025-11-08T03:37:42Z,1260000,False,-2.0,-16.0,1,left,N. Jokić putback Layup (11 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,1.61,Made,11.0,,,,,,,,,,,,,,,,,
130,PT00M29.80S,2025-11-08T03:34:25.6Z,1,REGULAR,2pt,Jump Shot,[],1627741,93.11760840998686,31.127450980392158,1610612744,29,19,2025-11-08T03:34:33Z,1270000,False,-94.0,12.0,1,right,B. Hield 9' driving floating Jump Shot (2 PTS) (Q. Post 1 AST),"[1627741, 1642366]",1610612744.0,GSW,driving floating,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,9.52,Made,2.0,Q. Post,1642366.0,1.0,,,,,,,,,,,,,,
132,PT00M08.80S,2025-11-08T03:34:51.1Z,1,REGULAR,3pt,Jump Shot,[],203932,33.065045992115635,50.245098039215684,1610612743,32,19,2025-11-08T03:34:55Z,1290000,False,-1.0,258.0,1,left,A. Gordon 25' 3PT  (10 PTS) (N. Jokić 6 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,25.83,Made,10.0,N. Jokić,203999.0,6.0,,,,,,,,,,,,,,
134,PT00M01.00S,2025-11-08T03:35:03.6Z,1,REGULAR,2pt,Jump Shot,[],1642366,86.15308804204993,11.27450980392157,1610612744,32,21,2025-11-08T03:35:28Z,1310000,False,-194.0,78.0,1,right,Q. Post 20' pullup Jump Shot (5 PTS),[1642366],1610612744.0,GSW,pullup,,,Post,Q. Post,,,,,Mid-Range,16-24 Left,20.86,Made,5.0,,,,,,,,,,,,,,,,,
135,PT00M00.00S,2025-11-08T03:35:09.2Z,1,REGULAR,heave,,[],0,,,1610612743,32,21,2025-11-08T03:36:01Z,1320000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,72.39,,,,,,,,,,,,,,,,,,,
136,PT00M00.00S,2025-11-08T03:35:09.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,32,21,2025-11-08T03:36:01Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,135.0,,,,,,,,,,,,
137,PT00M00.00S,2025-11-08T03:35:16.0Z,1,REGULAR,period,end,[],0,,,1610612743,32,21,2025-11-08T03:35:16Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,32,21,2025-11-08T03:38:43Z,1350000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,out,['startperiod'],203932,,,1610612743,32,21,2025-11-08T03:38:43Z,1360000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612743,32,21,2025-11-08T03:38:43Z,1370000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,out,['startperiod'],1631218,,,1610612743,32,21,2025-11-08T03:38:43Z,1380000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,32,21,2025-11-08T03:38:43Z,1390000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612743,32,21,2025-11-08T03:38:43Z,1400000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612743,32,21,2025-11-08T03:38:43Z,1410000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-11-08T03:38:16.9Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612743,32,21,2025-11-08T03:38:43Z,1420000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-11-08T03:38:50.6Z,2,REGULAR,period,start,[],0,,,1610612743,32,21,2025-11-08T03:38:50Z,1430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M45.00S,2025-11-08T03:39:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,8.360709592641262,53.92156862745098,1610612743,32,21,2025-11-08T03:40:00Z,1440000,False,-20.0,26.0,1,left,MISS P. Watson driving Layup,[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,,,,,,,,,,,,,,
148,PT11M43.00S,2025-11-08T03:39:07.7Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,32,21,2025-11-08T03:40:00Z,1450000,False,,,0,,P. Spencer REBOUND (Off:0 Def:2),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,
149,PT11M26.00S,2025-11-08T03:39:23.0Z,2,REGULAR,3pt,Jump Shot,[],203110,87.99277266754271,98.52941176470588,1610612744,32,24,2025-11-08T03:39:28Z,1460000,False,243.0,60.0,1,right,D. Green 25' 3PT  (8 PTS) (M. Moody 2 AST),"[203110, 1630541]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,25.0,Made,8.0,M. Moody,1630541.0,2.0,,,,,,,,,,,,,,
151,PT11M06.00S,2025-11-08T03:39:47.3Z,2,REGULAR,turnover,traveling,[],1627750,,,1610612743,32,24,2025-11-08T03:39:57Z,1480000,False,,,0,,J. Murray traveling TURNOVER (1 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628171.0,,,,,1.0,,,,,,,,
152,PT10M54.00S,2025-11-08T03:40:07.8Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612744,32,24,2025-11-08T03:40:18Z,1490000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Spencer 2 FT),"[1628971, 1630311]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628171.0,,,,,,,,,,1.0,0.0,Spencer,1630311.0
154,PT10M54.00S,2025-11-08T03:40:32.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630311,,,1610612744,32,25,2025-11-08T03:40:32Z,1510000,False,,,0,,P. Spencer Free Throw 1 of 2 (3 PTS),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
155,PT10M54.00S,2025-11-08T03:40:47.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630311,,,1610612744,32,26,2025-11-08T03:40:47Z,1520000,False,,,0,,P. Spencer Free Throw 2 of 2 (4 PTS),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
156,PT10M45.00S,2025-11-08T03:40:59.9Z,2,REGULAR,3pt,Jump Shot,[],1627750,28.991458607095925,73.52941176470588,1610612743,32,26,2025-11-08T03:41:04Z,1530000,False,-118.0,220.0,1,left,MISS J. Murray 24' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
157,PT10M42.00S,2025-11-08T03:41:02.9Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,32,26,2025-11-08T03:41:04Z,1540000,False,,,0,,P. Spencer REBOUND (Off:0 Def:3),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,,,156.0,3.0,3.0,0.0,,,,,,,,,
158,PT10M33.00S,2025-11-08T03:41:12.0Z,2,REGULAR,3pt,Jump Shot,[],203110,66.70499342969777,48.03921568627451,1610612744,32,26,2025-11-08T03:41:16Z,1550000,False,-10.0,260.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
159,PT10M30.00S,2025-11-08T03:41:15.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,32,26,2025-11-08T03:41:16Z,1560000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,158.0,2.0,1.0,1.0,,,,,,,,,
160,PT10M15.00S,2025-11-08T03:41:30.4Z,2,REGULAR,turnover,lost ball,[],1627750,,,1610612743,32,26,2025-11-08T03:41:35Z,1570000,False,,,0,,J. Murray lost ball TURNOVER (2 TO),"[1627750, 1630311]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,Spencer,1630311.0,,,,,,
161,PT10M15.00S,2025-11-08T03:41:30.4Z,2,REGULAR,steal,,[],1630311,,,1610612744,32,26,2025-11-08T06:08:14Z,1580000,False,,,0,,P. Spencer STEAL (1 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
162,PT10M07.00S,2025-11-08T03:41:37.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",202710,87.3850197109067,73.79748774509804,1610612744,32,28,2025-11-08T03:45:50Z,1590000,False,119.0,66.0,1,right,J. Butler III 13' running Jump Shot (5 PTS) (P. Spencer 2 AST),"[202710, 1630311]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Right,13.61,Made,5.0,P. Spencer,1630311.0,2.0,,,,,,,,,,,,,,
163,PT09M54.00S,2025-11-08T03:41:50.7Z,2,REGULAR,3pt,Jump Shot,[],203501,7.703679369250986,96.32352941176471,1610612743,32,28,2025-11-08T03:41:58Z,1600000,False,-232.0,20.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.25,Missed,,,,,,,,,,,,,,,,,,
164,PT09M47.00S,2025-11-08T03:41:57.7Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,32,28,2025-11-08T03:41:58Z,1610000,False,,,0,,M. Moody REBOUND (Off:0 Def:3),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,,,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,
165,PT09M45.00S,2025-11-08T03:41:59.8Z,2,REGULAR,3pt,Jump Shot,[],1642366,92.32917214191852,3.9215686274509802,1610612744,32,31,2025-11-08T03:43:38Z,1620000,False,-230.0,20.0,1,right,Q. Post 3PT  (8 PTS) (D. Green 2 AST),"[1642366, 203110]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,23.12,Made,8.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
167,PT09M45.00S,2025-11-08T03:42:10.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,32,31,2025-11-08T03:42:10Z,1640000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M45.00S,2025-11-08T03:44:59.2Z,2,REGULAR,substitution,out,[],203501,,,1610612743,32,31,2025-11-08T03:45:23Z,1650000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M45.00S,2025-11-08T03:44:59.2Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,32,31,2025-11-08T03:45:23Z,1660000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M45.00S,2025-11-08T03:44:59.2Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,32,31,2025-11-08T03:45:23Z,1670000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M45.00S,2025-11-08T03:44:59.2Z,2,REGULAR,substitution,in,[],1629661,,,1610612743,32,31,2025-11-08T03:45:23Z,1680000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
