actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
90,PT06M41.00S,2022-10-18T23:53:02.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612755,11,14,2022-10-18T23:53:22Z,900000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M30.00S,2022-10-18T23:53:54.1Z,1,REGULAR,turnover,traveling,[],200782,,,1610612755,11,14,2022-10-18T23:54:04Z,910000,,,0,,P. Tucker traveling TURNOVER (2 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,1626300.0,2.0,,,,,,,,,,
92,PT06M14.00S,2022-10-18T23:54:21.3Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,11,14,2022-10-18T23:55:01Z,920000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1630178]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,,,,,,,,,Maxey,1630178.0
93,PT06M14.00S,2022-10-18T23:54:21.3Z,1,REGULAR,steal,,[],1630178,,,1610612755,11,14,2022-10-18T23:54:23Z,930000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
94,PT06M13.00S,2022-10-18T23:54:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612755,11,14,2022-10-18T23:55:17Z,940000,,,0,,J. Brown transition take personal FOUL (1 PF) (Maxey 1 FT),"[1627759, 1630178]",1610612738.0,BOS,transition take,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1148.0,,,,,,1.0,0.0,Maxey,1630178.0,,
96,PT06M13.00S,2022-10-18T23:55:19.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612755,11,15,2022-10-18T23:56:06Z,960000,,,0,,J. Harden transition take Free Throw 1 of 1 (4 PTS),[201935],1610612755.0,PHI,transition take,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
97,PT06M01.00S,2022-10-18T23:55:44.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,11.514454664914586,4.411764705882353,1610612755,11,15,2022-10-18T23:55:57Z,970000,228.0,56.0,1,left,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
98,PT05M59.00S,2022-10-18T23:55:46.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,11,15,2022-10-18T23:55:57Z,980000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,,97.0,,,,,,,,,,,,,,,
100,PT05M40.00S,2022-10-18T23:56:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.11760840998686,60.049019607843135,1610612738,13,15,2022-10-18T23:56:24Z,1000000,50.0,12.0,1,right,G. Williams driving reverse Layup (2 PTS) (J. Tatum 1 AST),"[1629684, 1628369]",1610612738.0,BOS,driving reverse,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,
102,PT05M20.00S,2022-10-18T23:56:35.0Z,1,REGULAR,3pt,Jump Shot,[],202699,13.485545335085414,96.32352941176471,1610612755,13,15,2022-10-18T23:56:43Z,1020000,-232.0,74.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.32,Missed,,,,,,,,,,,,,,,,,,
103,PT05M18.00S,2022-10-18T23:56:37.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,13,15,2022-10-18T23:56:43Z,1030000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,
104,PT05M14.00S,2022-10-18T23:56:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,94.1688567674113,53.92156862745098,1610612738,15,15,2022-10-18T23:56:58Z,1040000,20.0,2.0,1,right,J. Brown running Layup (2 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,,2.0,,,,,,,,,
105,PT05M10.00S,2022-10-18T23:56:56.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,15,15,2022-10-18T23:56:56Z,1050000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M10.00S,2022-10-18T23:59:38.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612755,15,15,2022-10-18T23:59:54Z,1060000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M10.00S,2022-10-18T23:59:38.6Z,1,REGULAR,substitution,out,[],203954,,,1610612755,15,15,2022-10-18T23:59:54Z,1070000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M10.00S,2022-10-18T23:59:38.6Z,1,REGULAR,substitution,in,[],1627763,,,1610612755,15,15,2022-10-18T23:59:54Z,1080000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M10.00S,2022-10-18T23:59:38.6Z,1,REGULAR,substitution,in,[],1626149,,,1610612755,15,15,2022-10-18T23:59:54Z,1090000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M47.00S,2022-10-19T00:00:37.1Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,15,15,2022-10-19T00:00:41Z,1100000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1627763]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,,,,,,,,,,1.0,,,,,,,,,Brogdon,1627763.0
111,PT04M47.00S,2022-10-19T00:00:37.1Z,1,REGULAR,steal,,[],1627763,,,1610612738,15,15,2022-10-19T00:00:38Z,1110000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
112,PT04M42.00S,2022-10-19T00:00:42.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,89.96386333771353,97.54901960784314,1610612738,15,15,2022-10-19T00:51:25Z,1120000,238.0,42.0,1,right,MISS J. Brown 24' running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
113,PT04M38.00S,2022-10-19T00:00:46.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,15,15,2022-10-19T00:00:51Z,1130000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,112.0,2.0,1.0,1.0,,,,,,,,,,,,
114,PT04M27.00S,2022-10-19T00:00:57.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,15.588042049934298,41.42156862745098,1610612755,15,15,2022-10-19T00:01:05Z,1140000,43.0,94.0,1,left,MISS M. Harrell 10' Hook,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
115,PT04M25.00S,2022-10-19T00:00:59.3Z,1,REGULAR,rebound,defensive,[],203943,,,1610612738,15,15,2022-10-19T00:01:05Z,1150000,,,0,,N. Vonleh REBOUND (Off:0 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),8-16 Center,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,
116,PT04M23.00S,2022-10-19T00:01:02.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627759,94.69448094612353,50.245098039215684,1610612738,17,15,2022-10-19T00:01:29Z,1160000,1.0,-3.0,1,right,J. Brown running DUNK (4 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,4.0,M. Smart,203935.0,3.0,,,,,,
118,PT04M08.00S,2022-10-19T00:01:15.7Z,1,REGULAR,3pt,Jump Shot,[],201935,36.08738501971091,44.85294117647059,1610612755,17,18,2022-10-19T00:03:00Z,1180000,26.0,287.0,1,left,J. Harden 28' 3PT step back (7 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.78,Made,,,,,,,,,7.0,,,,,,,,,
119,PT03M49.00S,2022-10-19T00:01:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203943,95.0886990801577,50.73529411764706,1610612738,17,18,2022-10-19T00:01:42Z,1190000,4.0,-6.0,1,right,MISS N. Vonleh Layup - blocked,"[203943, 1626149]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,0.73,Missed,Harrell,1626149.0,,,,,,,,,,,,,,,,
120,PT03M49.00S,2022-10-19T00:01:34.7Z,1,REGULAR,block,,[],1626149,,,1610612738,17,18,2022-10-19T00:01:36Z,1200000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT03M47.00S,2022-10-19T00:01:36.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,17,18,2022-10-19T00:01:42Z,1210000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,
122,PT03M39.00S,2022-10-19T00:01:47.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612755,17,18,2022-10-19T00:01:57Z,1220000,,,0,,M. Brogdon personal FOUL (1 PF) (Harris 2 FT),"[1627763, 202699]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1626300.0,,,,,,1.0,0.0,Harris,202699.0,,
124,PT03M39.00S,2022-10-19T00:02:24.5Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,17,18,2022-10-19T00:02:24Z,1240000,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT03M39.00S,2022-10-19T00:02:24.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,17,18,2022-10-19T00:02:24Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,
126,PT03M39.00S,2022-10-19T00:02:25.4Z,1,REGULAR,substitution,out,[],203943,,,1610612755,17,18,2022-10-19T00:02:39Z,1260000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M39.00S,2022-10-19T00:02:25.4Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,17,18,2022-10-19T00:02:39Z,1270000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M39.00S,2022-10-19T00:02:25.4Z,1,REGULAR,substitution,out,[],200782,,,1610612755,17,18,2022-10-19T00:02:39Z,1280000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M39.00S,2022-10-19T00:02:25.4Z,1,REGULAR,substitution,in,[],201933,,,1610612755,17,18,2022-10-19T00:02:39Z,1290000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M39.00S,2022-10-19T00:02:25.4Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,17,18,2022-10-19T00:02:39Z,1300000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M39.00S,2022-10-19T00:02:25.4Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,17,18,2022-10-19T00:02:39Z,1310000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M39.00S,2022-10-19T00:02:51.6Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,17,19,2022-10-19T00:02:51Z,1320000,,,0,,T. Harris Free Throw 2 of 2 (8 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
133,PT03M25.00S,2022-10-19T00:03:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.86136662286465,47.549019607843135,1610612738,17,19,2022-10-19T00:03:17Z,1330000,-12.0,62.0,1,right,MISS M. Smart 6' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
134,PT03M23.00S,2022-10-19T00:03:09.1Z,1,REGULAR,rebound,offensive,[],201933,,,1610612738,17,19,2022-10-19T00:03:09Z,1340000,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,
135,PT03M18.00S,2022-10-19T00:03:14.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,68.9388961892247,70.83333333333334,1610612738,17,19,2022-10-19T00:03:21Z,1350000,104.0,239.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
136,PT03M14.00S,2022-10-19T00:03:18.2Z,1,REGULAR,rebound,offensive,[],201933,,,1610612738,17,19,2022-10-19T00:03:21Z,1360000,,,0,,B. Griffin REBOUND (Off:2 Def:0),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,135.0,2.0,0.0,2.0,,,,,,,,,,,,
137,PT03M00.00S,2022-10-19T00:03:31.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,81.8166885676741,49.26470588235294,1610612738,17,19,2022-10-19T00:06:34Z,1370000,-4.0,118.0,1,right,MISS J. Brown 11' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,,,,,,,,,,,,,,,,,,
138,PT03M00.00S,2022-10-19T00:03:31.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,17,19,2022-10-19T00:03:45Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,137.0,,,,,,,,,,,,,,,
139,PT03M00.00S,2022-10-19T00:03:34.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,17,19,2022-10-19T00:03:54Z,1390000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,101283.0,,,,,,,,,,,
140,PT02M51.00S,2022-10-19T00:03:55.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,32.276609724047304,34.31372549019608,1610612755,17,22,2022-10-19T00:07:31Z,1400000,78.0,251.0,1,left,J. Harden 26' 3PT step back (10 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.29,Made,,,,,,,,,10.0,,,,,,,,,
141,PT02M51.00S,2022-10-19T00:03:59.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612755,17,22,2022-10-19T00:04:20Z,1410000,,,0,,G. Williams shooting personal FOUL (1 PF) (Harden 1 FT),"[1629684, 201935]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,1626300.0,,,,,,1.0,0.0,Harden,201935.0,,
143,PT02M51.00S,2022-10-19T00:04:11.9Z,1,REGULAR,substitution,out,[],1627759,,,1610612755,17,22,2022-10-19T00:04:19Z,1430000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M51.00S,2022-10-19T00:04:11.9Z,1,REGULAR,substitution,out,[],203935,,,1610612755,17,22,2022-10-19T00:04:19Z,1440000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M51.00S,2022-10-19T00:04:11.9Z,1,REGULAR,substitution,out,[],202699,,,1610612755,17,22,2022-10-19T00:04:19Z,1450000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M51.00S,2022-10-19T00:04:11.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612755,17,22,2022-10-19T00:04:19Z,1460000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M51.00S,2022-10-19T00:04:11.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612755,17,22,2022-10-19T00:04:19Z,1470000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M51.00S,2022-10-19T00:04:11.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,17,22,2022-10-19T00:04:19Z,1480000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M51.00S,2022-10-19T00:04:36.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612755,17,23,2022-10-19T00:04:36Z,1490000,,,0,,J. Harden Free Throw 1 of 1 (11 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
150,PT02M32.00S,2022-10-19T00:04:56.0Z,1,REGULAR,3pt,Jump Shot,[],1627763,69.72733245729303,74.01960784313727,1610612738,17,23,2022-10-19T00:05:02Z,1500000,120.0,232.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
151,PT02M28.00S,2022-10-19T00:05:00.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,17,23,2022-10-19T00:05:02Z,1510000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,
152,PT02M21.00S,2022-10-19T00:05:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,12.302890932982917,41.911764705882355,1610612755,17,25,2022-10-19T00:05:10Z,1520000,40.0,63.0,1,left,J. Harden 7' Layup (13 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.49,Made,,,,,,,,,13.0,,,,,,,,,
153,PT02M07.00S,2022-10-19T00:05:22.0Z,1,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612738,17,25,2022-10-19T00:05:37Z,1530000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Griffin 2 FT),"[1626149, 201933]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,1148.0,,,,,,1.0,0.0,Griffin,201933.0,,
155,PT02M07.00S,2022-10-19T00:05:54.3Z,1,REGULAR,freethrow,1 of 2,[],201933,,,1610612738,17,25,2022-10-19T00:05:54Z,1550000,,,0,,MISS B. Griffin Free Throw 1 of 2,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT02M07.00S,2022-10-19T00:05:54.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,17,25,2022-10-19T00:05:54Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,
157,PT02M07.00S,2022-10-19T00:06:14.5Z,1,REGULAR,freethrow,2 of 2,[],201933,,,1610612738,18,25,2022-10-19T00:06:14Z,1570000,,,0,,B. Griffin Free Throw 2 of 2 (1 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
158,PT01M52.00S,2022-10-19T00:06:32.7Z,1,REGULAR,3pt,Jump Shot,[],1627863,27.677398160315374,17.401960784313726,1610612755,18,25,2022-10-19T00:06:38Z,1580000,163.0,208.0,1,left,MISS D. House Jr. 26' 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
159,PT01M48.00S,2022-10-19T00:06:36.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,18,25,2022-10-19T00:06:38Z,1590000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,
160,PT01M42.00S,2022-10-19T00:06:41.2Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,18,25,2022-10-19T00:06:46Z,1600000,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1629001]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,,,,,,,,,Melton,1629001.0
161,PT01M42.00S,2022-10-19T00:06:41.2Z,1,REGULAR,steal,,[],1629001,,,1610612755,18,25,2022-10-19T00:06:43Z,1610000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
162,PT01M38.00S,2022-10-19T00:06:45.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,27.414586070959263,87.99019607843137,1610612755,18,25,2022-10-19T00:10:13Z,1620000,-190.0,205.0,1,left,MISS G. Niang 27' running 3PT,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,27.97,Missed,,,,,,,,,,,,,,,,,,
163,PT01M35.00S,2022-10-19T00:06:48.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,18,25,2022-10-19T00:06:58Z,1630000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,
164,PT01M28.00S,2022-10-19T00:06:55.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,91.5407358738502,3.1862745098039214,1610612738,21,25,2022-10-19T00:07:03Z,1640000,-234.0,27.0,1,right,G. Williams 3PT  (5 PTS) (M. Brogdon 1 AST),"[1629684, 1627763]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.57,Made,,,,,,,,,5.0,M. Brogdon,1627763.0,1.0,,,,,,
166,PT01M04.00S,2022-10-19T00:07:20.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201933,,,1610612755,21,25,2022-10-19T00:07:50Z,1660000,,,0,,B. Griffin shooting personal FOUL (1 PF) (Harden 3 FT),"[201933, 201935]",1610612738.0,BOS,shooting,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1626300.0,,,,,,1.0,0.0,Harden,201935.0,,
168,PT01M04.00S,2022-10-19T00:07:55.8Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612755,21,26,2022-10-19T00:07:55Z,1680000,,,0,,J. Harden Free Throw 1 of 3 (14 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
169,PT01M04.00S,2022-10-19T00:08:14.2Z,1,REGULAR,freethrow,2 of 3,[],201935,,,1610612755,21,27,2022-10-19T00:08:14Z,1690000,,,0,,J. Harden Free Throw 2 of 3 (15 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
170,PT01M04.00S,2022-10-19T00:08:34.6Z,1,REGULAR,freethrow,3 of 3,[],201935,,,1610612755,21,28,2022-10-19T00:08:34Z,1700000,,,0,,J. Harden Free Throw 3 of 3 (16 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
171,PT00M47.20S,2022-10-19T00:08:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,90.09526938239159,42.64705882352941,1610612738,23,28,2022-10-19T00:09:01Z,1710000,-37.0,41.0,1,right,M. Brogdon driving Layup (2 PTS) (B. Griffin 1 AST),"[1627763, 201933]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,,,,,,,,,2.0,B. Griffin,201933.0,1.0,,,,,,
