actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
264,PT07M12.00S,2022-10-19T00:28:57.5Z,2,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,43,39,2022-10-19T00:28:57Z,2640000,,,0,,J. Brown Free Throw 3 of 3 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
265,PT06M55.00S,2022-10-19T00:29:14.7Z,2,REGULAR,3pt,Jump Shot,[],202699,12.565703022339028,96.56862745098039,1610612755,43,42,2022-10-19T00:29:20Z,2650000,-233.0,66.0,1,left,T. Harris 24' 3PT  (11 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.19,Made,,,,,,,,,11.0,T. Maxey,1630178.0,1.0,,,,,,
267,PT06M33.00S,2022-10-19T00:29:36.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203935,88.12417871222075,45.83333333333333,1610612738,43,42,2022-10-19T00:31:04Z,2670000,-21.0,59.0,1,right,MISS M. Smart 6' Hook,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
268,PT06M30.00S,2022-10-19T00:29:39.7Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,43,42,2022-10-19T00:29:51Z,2680000,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,267.0,5.0,4.0,1.0,,,,,,,,,,,,
269,PT06M21.00S,2022-10-19T00:29:48.4Z,2,REGULAR,3pt,Jump Shot,[],201935,33.98488830486202,60.29411764705882,1610612755,43,45,2022-10-19T00:31:35Z,2690000,-51.0,267.0,1,left,J. Harden 27' 3PT step back (19 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.19,Made,,,,,,,,,19.0,,,,,,,,,
270,PT06M07.00S,2022-10-19T00:30:04.8Z,2,REGULAR,foul,personal,[],202699,,,1610612738,43,45,2022-10-19T00:30:17Z,2700000,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1627759]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,101283.0,,,,,,1.0,0.0,Brown,1627759.0,,
272,PT05M56.00S,2022-10-19T00:30:35.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,71.96123521681997,19.362745098039216,1610612738,43,45,2022-10-19T00:32:14Z,2720000,-153.0,211.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
273,PT05M54.00S,2022-10-19T00:30:37.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,43,45,2022-10-19T00:30:42Z,2730000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,272.0,,,,,,,,,,,,,,,
275,PT05M40.00S,2022-10-19T00:30:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,11.777266754270697,44.11764705882353,1610612755,43,47,2022-10-19T00:31:06Z,2750000,29.0,58.0,1,left,T. Maxey 6' driving Layup (9 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,,,,,,,,,9.0,J. Embiid,203954.0,2.0,,,,,,
277,PT05M27.00S,2022-10-19T00:31:11.9Z,2,REGULAR,2pt,Jump Shot,[],1627759,78.40013140604468,52.94117647058824,1610612738,45,47,2022-10-19T00:31:21Z,2770000,15.0,151.0,1,right,J. Brown 15' driving floating bank Jump Shot (12 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,driving floating bank,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.12,Made,,,,,,,,,12.0,M. Smart,203935.0,4.0,,,,,,
279,PT05M03.00S,2022-10-19T00:31:36.3Z,2,REGULAR,3pt,Jump Shot,[],202699,11.908672798948752,3.6764705882352944,1610612755,45,50,2022-10-19T00:31:41Z,2790000,232.0,59.0,1,left,T. Harris 3PT  (14 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.91,Made,,,,,,,,,14.0,,,,,,,,,
281,PT04M55.00S,2022-10-19T00:31:44.4Z,2,REGULAR,2pt,Jump Shot,[],1627759,74.06373193166885,56.127450980392155,1610612738,47,50,2022-10-19T00:31:51Z,2810000,31.0,191.0,1,right,J. Brown 19' pullup Jump Shot (14 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,19.37,Made,,,,,,,,,14.0,,,,,,,,,
282,PT04M42.00S,2022-10-19T00:31:57.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],200782,16.63929040735874,37.745098039215684,1610612755,47,52,2022-10-19T00:32:06Z,2820000,61.0,104.0,1,left,P. Tucker 12' Hook (2 PTS) (J. Harden 2 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,12.06,Made,,,,,,,,,2.0,J. Harden,201935.0,2.0,,,,,,
284,PT04M30.00S,2022-10-19T00:32:09.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,73.40670170827858,82.35294117647058,1610612738,47,52,2022-10-19T00:32:14Z,2840000,162.0,197.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
285,PT04M28.00S,2022-10-19T00:32:11.0Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,47,52,2022-10-19T00:32:14Z,2850000,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,284.0,6.0,5.0,1.0,,,,,,,,,,,,
286,PT04M17.00S,2022-10-19T00:32:22.2Z,2,REGULAR,3pt,Jump Shot,[],203954,29.6484888304862,23.284313725490197,1610612755,47,55,2022-10-19T00:32:27Z,2860000,134.0,226.0,1,left,J. Embiid 26' 3PT  (8 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,,,,,8.0,T. Maxey,1630178.0,2.0,,,,,,
288,PT03M55.00S,2022-10-19T00:32:44.5Z,2,REGULAR,3pt,Jump Shot,[],201143,88.25558475689881,5.392156862745098,1610612738,50,55,2022-10-19T00:32:51Z,2880000,-223.0,58.0,1,right,A. Horford 3PT  (3 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,
290,PT03M36.00S,2022-10-19T00:33:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,10.200394218134035,44.36274509803921,1610612755,50,55,2022-10-19T00:33:10Z,2900000,28.0,43.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
291,PT03M33.00S,2022-10-19T00:33:06.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,55,2022-10-19T00:33:06Z,2910000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,290.0,4.0,4.0,0.0,,,,,,,,,,,,
292,PT03M32.00S,2022-10-19T00:33:10.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,93.51182654402102,49.26470588235294,1610612738,52,55,2022-10-19T00:33:34Z,2920000,-4.0,8.0,1,right,J. Tatum running reverse Layup (13 PTS),[1628369],1610612738.0,BOS,running reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,13.0,,,,,,,,,
293,PT03M32.00S,2022-10-19T00:33:13.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202699,,,1610612738,52,55,2022-10-19T00:33:20Z,2930000,,,0,,T. Harris shooting personal FOUL (2 PF) (Tatum 1 FT),"[202699, 1628369]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,1148.0,,,,,,2.0,0.0,Tatum,1628369.0,,
295,PT03M32.00S,2022-10-19T00:33:31.8Z,2,REGULAR,substitution,out,[],201143,,,1610612738,52,55,2022-10-19T00:34:16Z,2950000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M32.00S,2022-10-19T00:33:31.8Z,2,REGULAR,substitution,in,[],1627763,,,1610612738,52,55,2022-10-19T00:34:16Z,2960000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M32.00S,2022-10-19T00:33:58.2Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,53,55,2022-10-19T00:33:58Z,2970000,,,0,,J. Tatum Free Throw 1 of 1 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
298,PT03M19.00S,2022-10-19T00:34:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,18.610381077529567,40.931372549019606,1610612755,53,55,2022-10-19T00:34:26Z,2980000,45.0,122.0,1,left,MISS J. Harden 13' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,13.05,Missed,,,,,,,,,,,,,,,,,,
299,PT03M16.00S,2022-10-19T00:34:15.8Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,53,55,2022-10-19T00:34:26Z,2990000,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,298.0,3.0,1.0,2.0,,,,,,,,,,,,
300,PT03M11.00S,2022-10-19T00:34:27.6Z,2,REGULAR,foul,personal,[],203935,,,1610612755,53,55,2022-10-19T00:34:37Z,3000000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 203954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,101283.0,,,,,,1.0,0.0,Embiid,203954.0,,
302,PT03M04.00S,2022-10-19T00:34:51.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,12.434296977660972,42.8921568627451,1610612755,53,57,2022-10-19T00:38:46Z,3020000,36.0,64.0,1,left,J. Embiid 7' cutting Layup (10 PTS) (J. Harden 3 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,,,,,,,,,10.0,J. Harden,201935.0,3.0,,,,,,
304,PT03M04.00S,2022-10-19T00:34:55.3Z,2,REGULAR,foul,personal,['1freethrow'],203943,,,1610612755,53,57,2022-10-19T00:35:02Z,3040000,,,0,,N. Vonleh shooting personal FOUL (3 PF) (Embiid 1 FT),"[203943, 203954]",1610612738.0,BOS,shooting,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1626300.0,,,,,,3.0,0.0,Embiid,203954.0,,
306,PT03M04.00S,2022-10-19T00:35:22.2Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,53,58,2022-10-19T00:35:22Z,3060000,,,0,,J. Embiid Free Throw 1 of 1 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
307,PT02M45.00S,2022-10-19T00:35:43.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627763,91.27792378449409,65.19607843137256,1610612738,55,58,2022-10-19T00:35:50Z,3070000,76.0,29.0,1,right,M. Brogdon 8' turnaround bank Hook (10 PTS),[1627763],1610612738.0,BOS,turnaround bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,8.15,Made,,,,,,,,,10.0,,,,,,,,,
308,PT02M30.00S,2022-10-19T00:35:57.3Z,2,REGULAR,3pt,Jump Shot,[],201935,33.85348226018397,71.81372549019608,1610612755,55,58,2022-10-19T00:36:03Z,3080000,-109.0,266.0,1,left,MISS J. Harden 28' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,28.72,Missed,,,,,,,,,,,,,,,,,,
309,PT02M27.00S,2022-10-19T00:36:00.3Z,2,REGULAR,rebound,defensive,[],203943,,,1610612738,55,58,2022-10-19T00:36:03Z,3090000,,,0,,N. Vonleh REBOUND (Off:0 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,,,308.0,2.0,2.0,0.0,,,,,,,,,,,,
310,PT02M20.00S,2022-10-19T00:36:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,93.77463863337714,49.26470588235294,1610612738,57,58,2022-10-19T00:40:05Z,3100000,-4.0,6.0,1,right,J. Tatum running reverse Layup (16 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,16.0,M. Smart,203935.0,5.0,,,,,,
312,PT02M06.00S,2022-10-19T00:36:26.5Z,2,REGULAR,foul,offensive,['inpenalty'],203954,,,1610612755,57,58,2022-10-19T00:36:35Z,3120000,,,0,,J. Embiid offensive FOUL (3 PF),"[203954, 203935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1148.0,,,,,,3.0,0.0,Smart,203935.0,,
314,PT02M06.00S,2022-10-19T00:36:26.5Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,57,58,2022-10-19T00:36:26Z,3140000,,,0,,J. Embiid offensive foul TURNOVER (3 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1148.0,3.0,,,,,,,,,,
315,PT02M06.00S,2022-10-19T00:36:42.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,57,58,2022-10-19T00:36:42Z,3150000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M06.00S,2022-10-19T00:39:07.5Z,2,REGULAR,substitution,out,[],203943,,,1610612738,57,58,2022-10-19T00:39:48Z,3160000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M06.00S,2022-10-19T00:39:07.5Z,2,REGULAR,substitution,out,[],203954,,,1610612738,57,58,2022-10-19T00:39:48Z,3170000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M06.00S,2022-10-19T00:39:07.5Z,2,REGULAR,substitution,in,[],201933,,,1610612738,57,58,2022-10-19T00:39:48Z,3180000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M06.00S,2022-10-19T00:39:07.5Z,2,REGULAR,substitution,in,[],1626149,,,1610612738,57,58,2022-10-19T00:39:48Z,3190000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M52.00S,2022-10-19T00:40:10.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,87.99277266754271,55.88235294117647,1610612738,59,58,2022-10-19T00:40:21Z,3200000,29.0,60.0,1,right,J. Brown 6' driving floating Jump Shot (16 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,,,,,16.0,,,,,,,,,
321,PT01M27.00S,2022-10-19T00:40:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,8.360709592641262,45.09803921568628,1610612755,59,58,2022-10-19T00:40:41Z,3210000,25.0,26.0,1,left,MISS M. Harrell Layup,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
322,PT01M25.00S,2022-10-19T00:40:37.0Z,2,REGULAR,rebound,defensive,[],201933,,,1610612738,59,58,2022-10-19T00:40:41Z,3220000,,,0,,B. Griffin REBOUND (Off:2 Def:2),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,321.0,4.0,2.0,2.0,,,,,,,,,,,,
323,PT01M16.00S,2022-10-19T00:40:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.20433639947439,52.450980392156865,1610612738,61,58,2022-10-19T00:40:50Z,3230000,12.0,68.0,1,right,J. Brown 6' driving floating Jump Shot (18 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.89,Made,,,,,,,,,18.0,,,,,,,,,
324,PT00M48.80S,2022-10-19T00:41:13.4Z,2,REGULAR,3pt,Jump Shot,[],201935,35.69316688567674,59.55882352941176,1610612755,61,61,2022-10-19T00:41:21Z,3240000,-48.0,283.0,1,left,J. Harden 28' 3PT fadeaway (22 PTS),[201935],1610612755.0,PHI,fadeaway,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.7,Made,,,,,,,,,22.0,,,,,,,,,
325,PT00M35.80S,2022-10-19T00:41:33.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.85873850197109,26.225490196078432,1610612738,61,61,2022-10-19T00:43:48Z,3250000,-119.0,231.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
326,PT00M33.10S,2022-10-19T00:41:36.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,61,61,2022-10-19T00:41:38Z,3260000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,325.0,3.0,3.0,0.0,,,,,,,,,,,,
327,PT00M27.30S,2022-10-19T00:41:44.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,7.30946123521682,49.754901960784316,1610612755,61,63,2022-10-19T00:41:51Z,3270000,1.0,16.0,1,left,M. Harrell cutting DUNK (2 PTS) (J. Harden 4 AST),"[1626149, 201935]",1610612755.0,PHI,cutting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,2.0,J. Harden,201935.0,4.0,,,,,,
329,PT00M08.40S,2022-10-19T00:42:09.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612738,61,63,2022-10-19T00:42:14Z,3290000,,,0,,T. Maxey personal FOUL (3 PF) (Smart 2 FT),"[1630178, 203935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,1148.0,,,,,,3.0,0.0,Smart,203935.0,,
331,PT00M08.40S,2022-10-19T00:42:43.7Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,62,63,2022-10-19T00:42:43Z,3310000,,,0,,M. Smart Free Throw 1 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
332,PT00M08.40S,2022-10-19T00:42:44.1Z,2,REGULAR,substitution,out,[],201933,,,1610612738,62,63,2022-10-19T00:42:47Z,3320000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M08.40S,2022-10-19T00:42:44.1Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,62,63,2022-10-19T00:42:47Z,3330000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M08.40S,2022-10-19T00:43:07.1Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,63,63,2022-10-19T00:43:07Z,3340000,,,0,,M. Smart Free Throw 2 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
335,PT00M00.90S,2022-10-19T00:43:18.2Z,2,REGULAR,3pt,Jump Shot,[],201935,35.43035479632063,41.42156862745098,1610612755,63,63,2022-10-19T00:43:34Z,3350000,43.0,281.0,1,left,MISS J. Harden 28' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.38,Missed,,,,,,,,,,,,,,,,,,
336,PT00M00.90S,2022-10-19T00:43:18.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,63,63,2022-10-19T00:43:25Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,335.0,,,,,,,,,,,,,,,
337,PT00M00.00S,2022-10-19T00:43:22.2Z,2,REGULAR,period,end,[],0,,,1610612755,63,63,2022-10-19T00:43:22Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-19T00:58:23.4Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612755,63,63,2022-10-19T00:58:53Z,3380000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-19T00:58:23.4Z,3,REGULAR,substitution,out,['startperiod'],1626149,,,1610612755,63,63,2022-10-19T00:58:53Z,3390000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-19T00:58:23.4Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612755,63,63,2022-10-19T00:58:53Z,3400000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-10-19T00:58:23.4Z,3,REGULAR,substitution,in,['startperiod'],203954,,,1610612755,63,63,2022-10-19T00:58:53Z,3410000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-19T00:59:18.1Z,3,REGULAR,period,start,[],0,,,1610612738,63,63,2022-10-19T00:59:18Z,3420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M41.00S,2022-10-19T00:59:35.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628369,12.697109067017081,46.32352941176471,1610612738,63,63,2022-10-19T01:05:09Z,3430000,18.0,67.0,1,left,MISS J. Tatum 6' driving Hook,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,,,,,,,,,,,,,,,,,,
344,PT11M41.00S,2022-10-19T00:59:35.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,63,63,2022-10-19T00:59:42Z,3440000,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,343.0,7.0,6.0,1.0,,,,,,,,,,,,
345,PT11M41.00S,2022-10-19T01:00:51.9Z,3,REGULAR,foul,personal,[],203935,,,1610612755,63,63,2022-10-19T01:01:14Z,3450000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 203954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,,,,,,2.0,0.0,Embiid,203954.0,,
347,PT11M41.00S,2022-10-19T01:00:59.6Z,3,REGULAR,foul,technical,['1freethrow'],203935,,,1610612755,63,63,2022-10-19T01:01:15Z,3470000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,101283.0,,,,,,2.0,1.0,,,,
350,PT11M41.00S,2022-10-19T01:04:43.1Z,3,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,63,64,2022-10-19T01:04:43Z,3500000,,,0,,J. Harden technical Free Throw 1 of 1 (23 PTS),[201935],1610612755.0,PHI,technical,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,23.0,,,,,,,,,
351,PT11M24.00S,2022-10-19T01:05:13.5Z,3,REGULAR,2pt,Jump Shot,[],203954,78.9257555847569,68.13725490196079,1610612755,63,66,2022-10-19T01:05:27Z,3510000,91.0,146.0,1,right,J. Embiid 17' pullup Jump Shot (13 PTS) (J. Harden 5 AST),"[203954, 201935]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,17.15,Made,,,,,,,,,13.0,J. Harden,201935.0,5.0,,,,,,
353,PT11M24.00S,2022-10-19T01:05:19.5Z,3,REGULAR,foul,personal,['1freethrow'],201143,,,1610612755,63,66,2022-10-19T01:05:25Z,3530000,,,0,,A. Horford shooting personal FOUL (3 PF) (Embiid 1 FT),"[201143, 203954]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,101283.0,,,,,,3.0,0.0,Embiid,203954.0,,
355,PT11M24.00S,2022-10-19T01:05:35.4Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,63,66,2022-10-19T01:05:37Z,3550000,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
