actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT03M50.00S,2023-01-27T01:00:09.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612752,28,20,2023-01-27T01:00:36Z,800000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M50.00S,2023-01-27T01:00:09.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612752,28,20,2023-01-27T01:00:36Z,810000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M50.00S,2023-01-27T01:00:09.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,28,20,2023-01-27T01:00:36Z,820000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M50.00S,2023-01-27T01:00:09.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,28,20,2023-01-27T01:00:36Z,830000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M50.00S,2023-01-27T01:00:34.7Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,28,20,2023-01-27T01:00:34Z,840000,False,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT03M49.00S,2023-01-27T01:00:35.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,28,20,2023-01-27T01:00:39Z,850000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,
89,PT03M49.00S,2023-01-27T01:00:37.4Z,1,REGULAR,foul,personal,[],1628392,,,1610612738,28,20,2023-01-27T01:00:46Z,860000,False,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 1629057]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,,,,1.0,0.0,Williams III,1629057.0
91,PT03M39.00S,2023-01-27T01:00:53.6Z,1,REGULAR,2pt,Jump Shot,[],1627763,75.03285151116953,76.00337009803921,1610612738,28,20,2023-01-27T01:04:48Z,880000,False,130.0,182.0,1,right,MISS M. Brogdon 22' step back Shot,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,22.38,Missed,,,,,,,,,,,,,,,,,,
92,PT03M38.00S,2023-01-27T01:00:54.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,20,2023-01-27T01:01:49Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Right Center,,,,91.0,,,,,,,,,,,,,,,,
93,PT03M38.00S,2023-01-27T01:01:03.6Z,1,REGULAR,foul,personal,[],1630193,,,1610612738,28,20,2023-01-27T01:01:24Z,900000,False,,,0,,I. Quickley loose ball personal FOUL (1 PF),"[1630193, 1629684]",1610612752.0,NYK,loose ball,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,1.0,0.0,Williams,1629684.0
95,PT03M32.00S,2023-01-27T01:01:23.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,79.71419185282524,65.19607843137256,1610612738,28,20,2023-01-27T01:01:32Z,920000,False,76.0,138.0,1,right,MISS J. Brown 15' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,15.77,Missed,,,,,,,,,,,,,,,,,,
96,PT03M28.00S,2023-01-27T01:01:27.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,28,20,2023-01-27T01:01:32Z,930000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,95.0,,,,,,3.0,3.0,0.0,,,,,,,,
97,PT03M20.00S,2023-01-27T01:01:35.2Z,1,REGULAR,2pt,Jump Shot,[],203944,22.552562417871222,52.20588235294118,1610612752,28,22,2023-01-27T01:01:42Z,940000,False,-11.0,159.0,1,left,J. Randle 15' fadeaway bank Jump Shot (12 PTS),[203944],1610612752.0,NYK,fadeaway bank,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,15.99,Made,12.0,,,,,,,,,,,,,,,,,
98,PT03M02.00S,2023-01-27T01:01:53.3Z,1,REGULAR,2pt,Jump Shot,[],1627763,77.87450722733246,53.18627450980392,1610612738,28,22,2023-01-27T01:06:22Z,950000,False,16.0,155.0,1,right,MISS M. Brogdon 15' fadeaway Shot,[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,15.63,Missed,,,,,,,,,,,,,,,,,,
99,PT02M58.00S,2023-01-27T01:01:57.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,28,22,2023-01-27T01:02:01Z,960000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,98.0,,,,,,2.0,2.0,0.0,,,,,,,,
100,PT02M56.00S,2023-01-27T01:02:00.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,29.517082785808146,27.205882352941174,1610612752,28,22,2023-01-27T01:06:48Z,970000,False,114.0,225.0,1,left,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
101,PT02M51.00S,2023-01-27T01:02:05.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,22,2023-01-27T01:02:09Z,980000,False,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,100.0,,,,,,3.0,3.0,0.0,,,,,,,,
102,PT02M45.00S,2023-01-27T01:02:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612738,28,22,2023-01-27T01:05:21Z,990000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Brown 2 FT),"[1628392, 1627759]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202049.0,,,,2.0,0.0,Brown,1627759.0
104,PT02M45.00S,2023-01-27T01:02:27.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,28,22,2023-01-27T01:02:27Z,1010000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M45.00S,2023-01-27T01:05:44.3Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,29,22,2023-01-27T01:05:44Z,1020000,False,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
106,PT02M45.00S,2023-01-27T01:05:56.7Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,30,22,2023-01-27T01:05:56Z,1030000,False,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
107,PT02M23.00S,2023-01-27T01:06:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,20.318659658344284,38.23529411764706,1610612752,30,24,2023-01-27T01:08:15Z,1040000,False,59.0,138.0,1,left,J. Randle 15' driving floating Jump Shot (14 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,15.05,Made,14.0,,,,,,,,,,,,,,,,,
108,PT02M03.00S,2023-01-27T01:06:40.0Z,1,REGULAR,2pt,Jump Shot,[],1630202,83.96846254927726,84.09160539215686,1610612738,32,24,2023-01-27T01:08:34Z,1050000,False,170.0,98.0,1,right,P. Pritchard 19' Jump Shot (2 PTS) (R. Williams III 1 AST),"[1630202, 1629057]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right,19.68,Made,2.0,,,,,,,,,,,R. Williams III,1629057.0,1.0,,,,
110,PT01M48.00S,2023-01-27T01:06:55.1Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,32,24,2023-01-27T01:07:02Z,1070000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1627759]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,1.0,Brown,1627759.0,,,,,,,,,,,,,
111,PT01M48.00S,2023-01-27T01:06:55.1Z,1,REGULAR,steal,,[],1627759,,,1610612738,32,24,2023-01-27T01:10:26Z,1080000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
112,PT01M45.00S,2023-01-27T01:06:58.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.9060446780552,52.20588235294118,1610612738,32,24,2023-01-27T01:10:17Z,1090000,False,11.0,5.0,1,right,MISS J. Brown running DUNK,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
113,PT01M41.00S,2023-01-27T01:07:02.8Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,32,24,2023-01-27T01:07:02Z,1100000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,112.0,,,,,,1.0,0.0,1.0,,,,,,,,
114,PT01M40.00S,2023-01-27T01:07:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630202,93.77463863337714,48.28431372549019,1610612738,34,24,2023-01-27T01:11:01Z,1110000,False,-9.0,6.0,1,right,P. Pritchard putback Layup (4 PTS),[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.05,Made,4.0,,,,,,,,,,,,,,,,,
115,PT01M34.00S,2023-01-27T01:07:10.1Z,1,REGULAR,3pt,Jump Shot,[],203944,31.09395532194481,27.941176470588236,1610612752,34,24,2023-01-27T01:11:28Z,1120000,False,110.0,240.0,1,left,MISS J. Randle 26' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
116,PT01M34.00S,2023-01-27T01:07:10.1Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,34,24,2023-01-27T01:07:21Z,1130000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,115.0,,,,,,2.0,1.0,1.0,,,,,,,,
117,PT01M20.00S,2023-01-27T01:07:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,67.49342969776609,56.127450980392155,1610612738,34,24,2023-01-27T01:07:36Z,1140000,False,31.0,253.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,25.49,Missed,,,,,,,,,,,,,,,,,,
118,PT01M16.00S,2023-01-27T01:07:27.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,34,24,2023-01-27T01:07:36Z,1150000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,117.0,,,,,,1.0,1.0,0.0,,,,,,,,
119,PT01M11.00S,2023-01-27T01:07:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.30946123521682,55.63725490196079,1610612752,34,24,2023-01-27T01:13:11Z,1160000,False,-28.0,16.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
120,PT01M11.00S,2023-01-27T01:07:36.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,34,24,2023-01-27T01:07:59Z,1170000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,119.0,,,,,,,,,,,,,,,,
138,PT01M11.00S,2023-01-27T01:07:59.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612738,34,24,2023-01-27T01:11:31Z,1185000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M11.00S,2023-01-27T01:07:59.7Z,1,REGULAR,substitution,in,[],1630540,,,1610612738,34,24,2023-01-27T01:11:31Z,1187500,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT00M54.80S,2023-01-27T01:08:07.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,68.01905387647832,33.82352941176471,1610612738,34,24,2023-01-27T01:08:17Z,1190000,False,-81.0,248.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,26.1,Missed,,,,,,,,,,,,,,,,,,
123,PT00M52.30S,2023-01-27T01:08:09.9Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,34,24,2023-01-27T01:08:17Z,1200000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,122.0,,,,,,1.0,0.0,1.0,,,,,,,,
124,PT00M49.00S,2023-01-27T01:08:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629684,86.02168199737189,38.23529411764706,1610612738,34,24,2023-01-27T01:30:31Z,1210000,False,-59.0,79.0,1,right,MISS G. Williams 9' floating Shot,[1629684],1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,9.84,Missed,,,,,,,,,,,,,,,,,,
125,PT00M48.00S,2023-01-27T01:08:16.0Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,34,24,2023-01-27T01:30:31Z,1220000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,124.0,,,,,,4.0,3.0,1.0,,,,,,,,
246,PT00M48.00S,2023-01-27T01:08:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.72339027595268,50.245098039215684,1610612738,34,24,2023-01-27T01:30:15Z,1225000,False,1.0,16.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
247,PT00M47.00S,2023-01-27T01:08:18.4Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,34,24,2023-01-27T01:30:38Z,1227500,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,246.0,,,,,,4.0,3.0,1.0,,,,,,,,
126,PT00M43.30S,2023-01-27T01:08:19.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,69.46452036793693,73.2843137254902,1610612738,34,24,2023-01-27T01:30:15Z,1230000,False,116.0,235.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
127,PT00M37.30S,2023-01-27T01:08:25.8Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,34,24,2023-01-27T01:16:50Z,1240000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,126.0,,,,,,1.0,1.0,0.0,,,,,,,,
128,PT00M37.30S,2023-01-27T01:08:29.4Z,1,REGULAR,turnover,out-of-bounds,[],1630540,,,1610612752,34,24,2023-01-27T01:08:48Z,1250000,False,,,0,,M. McBride lost ball out-of-bounds TURNOVER (1 TO),[1630540],1610612752.0,NYK,lost ball,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,,,,,202049.0,,,,,,,
140,PT00M37.30S,2023-01-27T01:08:40.6Z,1,REGULAR,substitution,out,[],203944,,,1610612738,34,24,2023-01-27T01:12:06Z,1255000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M37.30S,2023-01-27T01:08:40.6Z,1,REGULAR,substitution,in,[],1630167,,,1610612738,34,24,2023-01-27T01:12:06Z,1257500,False,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M33.20S,2023-01-27T01:08:51.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630202,74.32654402102497,84.31372549019608,1610612738,34,24,2023-01-27T01:15:36Z,1260000,False,172.0,189.0,1,right,MISS P. Pritchard 25' running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
130,PT00M28.50S,2023-01-27T01:08:56.6Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,34,24,2023-01-27T01:08:57Z,1270000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,129.0,,,,,,1.0,1.0,0.0,,,,,,,,
131,PT00M11.30S,2023-01-27T01:09:13.7Z,1,REGULAR,2pt,Layup,[],1629628,8.360709592641262,72.79411764705883,1610612752,34,24,2023-01-27T01:17:30Z,1280000,False,-114.0,26.0,1,left,MISS R. Barrett 11' driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,11.69,Missed,,,,,,,,,,,,,,,,,,
132,PT00M08.10S,2023-01-27T01:09:16.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,34,24,2023-01-27T01:09:16Z,1290000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,131.0,,,,,,5.0,4.0,1.0,,,,,,,,
133,PT00M04.80S,2023-01-27T01:09:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.51182654402102,49.754901960784316,1610612738,34,24,2023-01-27T01:18:34Z,1300000,False,-1.0,8.0,1,right,MISS J. Brown running finger roll Layup,[1627759],1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
134,PT00M01.70S,2023-01-27T01:09:23.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,34,24,2023-01-27T01:09:23Z,1310000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,133.0,,,,,,1.0,1.0,0.0,,,,,,,,
135,PT00M00.30S,2023-01-27T01:09:24.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,7.835085413929041,50.0,1610612752,34,26,2023-01-27T01:09:36Z,1320000,False,0.0,21.0,1,left,R. Barrett running DUNK (4 PTS) (I. Hartenstein 1 AST),"[1629628, 1628392]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.11,Made,4.0,,,,,,,,,,,I. Hartenstein,1628392.0,1.0,,,,
137,PT00M00.00S,2023-01-27T01:09:40.6Z,1,REGULAR,period,end,[],0,,,1610612738,34,26,2023-01-27T01:09:40Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-01-27T01:12:34.0Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,34,26,2023-01-27T01:12:48Z,1350000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-01-27T01:12:34.0Z,2,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,34,26,2023-01-27T01:12:48Z,1360000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-01-27T01:12:34.0Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,34,26,2023-01-27T01:12:48Z,1370000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-01-27T01:12:34.0Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,34,26,2023-01-27T01:12:48Z,1380000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-01-27T01:12:34.0Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,34,26,2023-01-27T01:12:48Z,1390000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-01-27T01:12:34.0Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,34,26,2023-01-27T01:12:48Z,1400000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-01-27T01:13:08.2Z,2,REGULAR,period,start,[],0,,,1610612752,34,26,2023-01-27T01:13:08Z,1410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M41.00S,2023-01-27T01:13:26.6Z,2,REGULAR,3pt,Jump Shot,[],1630540,18.2161629434954,5.392156862745098,1610612752,34,26,2023-01-27T01:13:31Z,1420000,False,223.0,119.0,1,left,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
150,PT11M38.00S,2023-01-27T01:13:29.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,34,26,2023-01-27T01:13:31Z,1430000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,149.0,,,,,,3.0,2.0,1.0,,,,,,,,
151,PT11M24.00S,2023-01-27T01:13:43.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,73.53810775295663,85.04901960784314,1610612738,34,26,2023-01-27T01:13:50Z,1440000,False,175.0,196.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
152,PT11M20.00S,2023-01-27T01:13:47.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,34,26,2023-01-27T01:13:50Z,1450000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,151.0,,,,,,2.0,2.0,0.0,,,,,,,,
153,PT11M07.00S,2023-01-27T01:13:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,18.347568988173457,35.53921568627451,1610612752,34,28,2023-01-27T01:14:05Z,1460000,False,72.0,120.0,1,left,I. Quickley 14' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,14.01,Made,2.0,,,,,,,,,,,,,,,,,
154,PT10M49.00S,2023-01-27T01:14:17.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.49342969776609,56.127450980392155,1610612738,34,28,2023-01-27T01:19:19Z,1470000,False,31.0,253.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.49,Missed,,,,,,,,,,,,,,,,,,
155,PT10M46.00S,2023-01-27T01:14:20.9Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,34,28,2023-01-27T01:14:21Z,1480000,False,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,154.0,,,,,,2.0,2.0,0.0,,,,,,,,
156,PT10M40.00S,2023-01-27T01:14:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,19.92444152431012,51.225490196078425,1610612752,34,30,2023-01-27T01:19:49Z,1490000,False,-6.0,135.0,1,left,I. Quickley 13' pullup Jump Shot (4 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,13.49,Made,4.0,,,,,,,,,,,,,,,,,
157,PT10M24.00S,2023-01-27T01:14:43.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,74.45795006570303,15.441176470588236,1610612738,34,30,2023-01-27T01:14:48Z,1500000,False,-173.0,188.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
