actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
89,PT04M47.00S,2022-11-24T01:00:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.21419185282523,60.497089460784316,1610612742,22,14,2022-11-24T01:03:33Z,860000,False,-52.0,109.0,1,left,MISS L. Doncic 12' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
90,PT04M45.00S,2022-11-24T01:00:50.3Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,22,14,2022-11-24T01:03:33Z,870000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,89.0,2.0,2.0,0.0,,
91,PT04M37.00S,2022-11-24T01:00:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.62089356110381,48.03921568627451,1610612738,24,14,2022-11-24T01:01:59Z,880000,False,-10.0,36.0,1,right,M. Smart driving Layup (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,,,,,,,,,,,,,,,
93,PT04M32.00S,2022-11-24T01:01:14.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,24,14,2022-11-24T01:01:23Z,900000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,
94,PT04M23.00S,2022-11-24T01:01:22.9Z,1,REGULAR,turnover,lost ball,[],1626174,,,1610612742,24,14,2022-11-24T01:01:41Z,910000,False,,,0,,C. Wood lost ball TURNOVER (1 TO),"[1626174, 203935]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,
95,PT04M23.00S,2022-11-24T01:01:22.9Z,1,REGULAR,steal,,[],203935,,,1610612738,24,14,2022-11-24T01:01:41Z,920000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M15.00S,2022-11-24T01:01:27.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,73.40670170827858,81.37254901960785,1610612738,24,14,2022-11-24T01:02:47Z,930000,False,157.0,197.0,1,right,MISS S. Hauser 25' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2022-11-24T01:01:27.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,24,14,2022-11-24T01:02:32Z,940000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,
98,PT03M58.00S,2022-11-24T01:01:48.4Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,24,14,2022-11-24T01:01:52Z,950000,False,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1627759]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,
99,PT03M58.00S,2022-11-24T01:01:48.4Z,1,REGULAR,steal,,[],1627759,,,1610612738,24,14,2022-11-24T01:01:50Z,960000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
100,PT03M49.00S,2022-11-24T01:01:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,92.85479632063075,45.588235294117645,1610612738,26,14,2022-11-24T01:02:02Z,970000,False,-22.0,15.0,1,right,J. Brown driving Layup (11 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.65,Made,11.0,,,,,,,,,,,,,,,,,
101,PT03M49.00S,2022-11-24T01:02:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,26,14,2022-11-24T01:02:04Z,980000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M49.00S,2022-11-24T01:04:30.2Z,1,REGULAR,substitution,out,[],203935,,,1610612742,26,14,2022-11-24T01:04:50Z,990000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2022-11-24T01:04:30.2Z,1,REGULAR,substitution,out,[],203493,,,1610612742,26,14,2022-11-24T01:04:50Z,1000000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M49.00S,2022-11-24T01:04:30.2Z,1,REGULAR,substitution,in,[],1628401,,,1610612742,26,14,2022-11-24T01:04:50Z,1010000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2022-11-24T01:04:30.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,26,14,2022-11-24T01:04:50Z,1020000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M33.00S,2022-11-24T01:05:41.6Z,1,REGULAR,3pt,Jump Shot,[],203501,30.042706964520367,24.019607843137255,1610612742,26,14,2022-11-24T01:06:05Z,1030000,False,130.0,230.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
107,PT03M29.00S,2022-11-24T01:05:45.6Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,26,14,2022-11-24T01:06:05Z,1040000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,106.0,1.0,0.0,1.0,,
108,PT03M28.00S,2022-11-24T01:05:45.9Z,1,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612742,26,14,2022-11-24T01:05:54Z,1050000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Doncic 2 FT),"[1627763, 1629029]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,1193.0,,,,1.0,0.0,Doncic,1629029.0,,,,,,
110,PT03M28.00S,2022-11-24T01:06:15.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,26,14,2022-11-24T01:06:15Z,1070000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
111,PT03M28.00S,2022-11-24T01:06:15.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,26,14,2022-11-24T01:06:15Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,
112,PT03M28.00S,2022-11-24T01:06:32.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,26,15,2022-11-24T01:06:32Z,1090000,False,,,0,,L. Doncic Free Throw 2 of 2 (11 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
113,PT03M11.00S,2022-11-24T01:06:50.3Z,1,REGULAR,3pt,Jump Shot,[],1627763,88.12417871222075,96.81372549019608,1610612738,29,15,2022-11-24T01:07:10Z,1100000,False,234.0,59.0,1,right,M. Brogdon 24' 3PT  (3 PTS) (J. Brown 1 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,24.14,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
115,PT02M54.00S,2022-11-24T01:07:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,11.251642575558476,44.36274509803921,1610612742,29,17,2022-11-24T01:07:13Z,1120000,False,28.0,53.0,1,left,C. Wood 6' driving Layup (2 PTS),[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,6.03,Made,2.0,,,,,,,,,,,,,,,,,
116,PT02M48.00S,2022-11-24T01:07:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,71.43561103810775,79.65686274509804,1610612738,29,17,2022-11-24T01:07:44Z,1130000,False,148.0,216.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
117,PT02M45.00S,2022-11-24T01:07:18.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,29,17,2022-11-24T01:07:44Z,1140000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,
118,PT02M28.00S,2022-11-24T01:07:33.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,14.668199737187912,33.33333333333333,1610612742,29,19,2022-11-24T01:07:52Z,1150000,False,83.0,85.0,1,left,L. Doncic 11' turnaround fadeaway bank Jump Shot (13 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,11.93,Made,13.0,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2022-11-24T01:07:51.1Z,1,REGULAR,turnover,bad pass,[],1627763,,,1610612738,29,19,2022-11-24T01:07:55Z,1160000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1630182]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Green,1630182.0,,,,,,,,,,
120,PT02M10.00S,2022-11-24T01:07:51.1Z,1,REGULAR,steal,,[],1630182,,,1610612742,29,19,2022-11-24T01:07:52Z,1170000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
121,PT02M05.00S,2022-11-24T01:07:56.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,9.674770039421814,42.8921568627451,1610612742,29,19,2022-11-24T01:08:06Z,1180000,False,36.0,38.0,1,left,MISS J. Green running Layup,[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
122,PT02M04.00S,2022-11-24T01:07:57.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,29,19,2022-11-24T01:08:06Z,1190000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,
123,PT01M59.00S,2022-11-24T01:08:02.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,92.59198423127464,97.30392156862744,1610612738,29,19,2022-11-24T01:08:24Z,1200000,False,237.0,17.0,1,right,MISS G. Williams running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.71,Missed,,,,,,,,,,,,,,,,,,
124,PT01M56.00S,2022-11-24T01:08:05.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,29,19,2022-11-24T01:08:11Z,1210000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,
125,PT01M47.00S,2022-11-24T01:08:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,10.33180026281209,50.0,1610612742,29,21,2022-11-24T01:08:20Z,1220000,False,0.0,45.0,1,left,T. Hardaway Jr. driving Layup (2 PTS),[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,2.0,,,,,,,,,,,,,,,,,
126,PT01M33.00S,2022-11-24T01:08:28.2Z,1,REGULAR,3pt,Jump Shot,[],1627763,67.36202365308804,64.2156862745098,1610612738,32,21,2022-11-24T01:08:57Z,1230000,False,71.0,254.0,1,right,M. Brogdon 26' 3PT pullup (6 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.41,Made,6.0,,,,,,,,,,,,,,,,,
127,PT01M14.00S,2022-11-24T01:08:47.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,34.773324572930356,29.65686274509804,1610612742,32,21,2022-11-24T01:08:56Z,1240000,False,102.0,274.0,1,left,MISS D. Finney-Smith 29' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,29.26,Missed,,,,,,,,,,,,,,,,,,
128,PT01M11.00S,2022-11-24T01:08:50.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,32,21,2022-11-24T01:08:56Z,1250000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,
129,PT00M54.20S,2022-11-24T01:09:07.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,72.7496714848883,81.61764705882352,1610612738,32,21,2022-11-24T01:09:16Z,1260000,False,158.0,204.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
130,PT00M51.50S,2022-11-24T01:09:10.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,32,21,2022-11-24T01:09:16Z,1270000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,129.0,2.0,2.0,0.0,,
131,PT00M34.50S,2022-11-24T01:09:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,19.793035479632064,42.64705882352941,1610612742,32,23,2022-11-24T01:09:37Z,1280000,False,37.0,134.0,1,left,L. Doncic 13' fadeaway Jump Shot (15 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,13.86,Made,15.0,,,,,,,,,,,,,,,,,
132,PT00M14.10S,2022-11-24T01:09:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.67214191852825,52.69607843137255,1610612738,32,23,2022-11-24T01:09:57Z,1290000,False,13.0,26.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
133,PT00M12.00S,2022-11-24T01:09:53.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,32,23,2022-11-24T01:09:53Z,1300000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,132.0,3.0,3.0,0.0,,
134,PT00M10.10S,2022-11-24T01:09:55.3Z,1,REGULAR,turnover,bad pass,[],1626174,,,1610612742,32,23,2022-11-24T01:10:00Z,1310000,False,,,0,,C. Wood bad pass TURNOVER (2 TO),"[1626174, 1629684]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,Williams,1629684.0,,,,,,,,,,
135,PT00M10.10S,2022-11-24T01:09:55.3Z,1,REGULAR,steal,,[],1629684,,,1610612738,32,23,2022-11-24T01:09:57Z,1320000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
136,PT00M07.50S,2022-11-24T01:09:57.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,72.88107752956637,81.12745098039215,1610612738,32,23,2022-11-24T01:10:03Z,1330000,False,156.0,202.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
137,PT00M05.80S,2022-11-24T01:09:59.6Z,1,REGULAR,rebound,offensive,[],1627763,,,1610612738,32,23,2022-11-24T01:09:59Z,1340000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:0),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,136.0,1.0,0.0,1.0,,
138,PT00M00.60S,2022-11-24T01:10:05.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,93.51182654402102,49.50980392156863,1610612738,34,23,2022-11-24T01:10:10Z,1350000,False,-2.0,8.0,1,right,J. Brown cutting Layup (13 PTS) (M. Brogdon 1 AST),"[1627759, 1627763]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.89,Made,13.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
140,PT00M00.00S,2022-11-24T01:10:14.5Z,1,REGULAR,period,end,[],0,,,1610612742,34,23,2022-11-24T01:10:14Z,1370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-11-24T01:13:01.8Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612742,34,23,2022-11-24T01:13:31Z,1380000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-11-24T01:13:01.8Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612742,34,23,2022-11-24T01:13:31Z,1390000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-11-24T01:13:01.8Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,34,23,2022-11-24T01:13:31Z,1400000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-11-24T01:13:01.8Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612742,34,23,2022-11-24T01:13:31Z,1410000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-11-24T01:13:01.8Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,34,23,2022-11-24T01:13:31Z,1420000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-24T01:13:01.8Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,34,23,2022-11-24T01:13:31Z,1430000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-11-24T01:13:49.9Z,2,REGULAR,period,start,[],0,,,1610612738,34,23,2022-11-24T01:13:49Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M48.00S,2022-11-24T01:14:01.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.91655716162943,54.41176470588235,1610612738,37,23,2022-11-24T01:14:06Z,1450000,False,22.0,268.0,1,right,J. Tatum 26' 3PT step back (10 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.88,Made,10.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
149,PT11M25.00S,2022-11-24T01:14:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,9.674770039421814,45.34313725490196,1610612742,37,25,2022-11-24T01:14:29Z,1460000,False,23.0,38.0,1,left,C. Wood driving Layup (4 PTS),[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,4.0,,,,,,,,,,,,,,,,,
150,PT11M13.00S,2022-11-24T01:14:35.9Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,37,25,2022-11-24T01:14:40Z,1470000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 203915]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Dinwiddie,203915.0,,,,,,,,,,
151,PT11M13.00S,2022-11-24T01:14:35.9Z,2,REGULAR,steal,,[],203915,,,1610612742,37,25,2022-11-24T01:14:37Z,1480000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
152,PT11M10.00S,2022-11-24T01:14:41.8Z,2,REGULAR,foul,personal,[],1628401,,,1610612742,37,25,2022-11-24T01:14:47Z,1490000,False,,,0,,D. White personal FOUL (2 PF),"[1628401, 203915]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,1193.0,,,,2.0,0.0,Dinwiddie,203915.0,,,,,,
155,PT10M51.00S,2022-11-24T01:15:18.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626174,15.850854139290407,36.51960784313725,1610612742,37,25,2022-11-24T01:15:28Z,1510000,False,67.0,96.0,1,left,MISS C. Wood 11' turnaround Shot,[1626174],1610612742.0,DAL,turnaround,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Right,11.77,Missed,,,,,,,,,,,,,,,,,,
156,PT10M48.00S,2022-11-24T01:15:21.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,37,25,2022-11-24T01:15:28Z,1520000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,155.0,2.0,1.0,1.0,,
157,PT10M43.00S,2022-11-24T01:15:28.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.51576872536137,70.09803921568627,1610612738,37,25,2022-11-24T01:15:53Z,1530000,False,100.0,225.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,,,
158,PT10M41.00S,2022-11-24T01:15:30.2Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,37,25,2022-11-24T01:15:53Z,1540000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,
159,PT10M28.00S,2022-11-24T01:15:44.5Z,2,REGULAR,foul,offensive,[],1626174,,,1610612742,37,25,2022-11-24T01:15:56Z,1550000,False,,,0,,C. Wood offensive FOUL (1 PF),"[1626174, 1628401]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,,,,,,,201639.0,,,,1.0,0.0,White,1628401.0,,,,,,
161,PT10M28.00S,2022-11-24T01:15:44.5Z,2,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,37,25,2022-11-24T01:15:44Z,1570000,False,,,0,,C. Wood offensive foul TURNOVER (3 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,,,,,,,201639.0,3.0,,,,,,,,,,,,
162,PT10M17.00S,2022-11-24T01:16:09.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629684,84.31340341655716,46.32352941176471,1610612738,37,25,2022-11-24T01:16:15Z,1580000,False,-18.0,95.0,1,right,MISS G. Williams 9' Hook,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.68,Missed,,,,,,,,,,,,,,,,,,
163,PT10M16.00S,2022-11-24T01:16:10.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,37,25,2022-11-24T01:16:15Z,1590000,False,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,162.0,4.0,4.0,0.0,,
164,PT10M07.00S,2022-11-24T01:16:19.6Z,2,REGULAR,3pt,Jump Shot,[],202722,36.08738501971091,35.049019607843135,1610612742,37,25,2022-11-24T01:16:26Z,1600000,False,75.0,287.0,1,left,MISS D. Bertans 29' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,29.63,Missed,,,,,,,,,,,,,,,,,,
165,PT10M05.00S,2022-11-24T01:16:21.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,25,2022-11-24T01:16:26Z,1610000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,164.0,4.0,3.0,1.0,,
