actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
340,PT11M43.00S,2022-10-30T23:19:26.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630264,87.99277266754271,39.21568627450981,1610612764,58,49,2022-10-30T23:19:31Z,3380000,-54.0,60.0,1,right,A. Gill 8' Hook (6 PTS) (B. Beal 5 AST),"[1630264, 203078]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Left,8.1,Made,6.0,B. Beal,203078.0,5.0,,,,,,,,,,,,,,
342,PT11M24.00S,2022-10-30T23:19:49.1Z,3,REGULAR,foul,personal,[],1630264,,,1610612738,58,49,2022-10-30T23:19:53Z,3400000,,,0,,A. Gill personal FOUL (1 PF),"[1630264, 1627759]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203593.0,1.0,0.0,Brown,1627759.0,,,,,
344,PT11M17.00S,2022-10-30T23:20:08.4Z,3,REGULAR,3pt,Jump Shot,[],203935,27.677398160315374,18.872549019607842,1610612738,61,49,2022-10-30T23:20:14Z,3420000,156.0,208.0,1,left,M. Smart 25' 3PT  (5 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.95,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
346,PT10M52.00S,2022-10-30T23:20:34.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,90.75229960578186,38.970588235294116,1610612764,61,49,2022-10-30T23:20:41Z,3430000,-55.0,34.0,1,right,MISS B. Beal 6' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
348,PT10M50.00S,2022-10-30T23:20:36.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,49,2022-10-30T23:20:41Z,3440000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,346.0,5.0,5.0,0.0,,,,,,,,,,
349,PT10M41.00S,2022-10-30T23:20:47.1Z,3,REGULAR,foul,personal,[],1628420,,,1610612738,61,49,2022-10-30T23:20:53Z,3450000,,,0,,M. Morris personal FOUL (1 PF),"[1628420, 201143]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,204059.0,1.0,0.0,Horford,201143.0,,,,,
351,PT10M36.00S,2022-10-30T23:21:10.8Z,3,REGULAR,3pt,Jump Shot,[],201143,24.655059132720105,15.441176470588236,1610612738,61,49,2022-10-30T23:21:16Z,3470000,173.0,179.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
352,PT10M32.00S,2022-10-30T23:21:14.8Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,61,49,2022-10-30T23:21:16Z,3480000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,,,,351.0,3.0,3.0,0.0,,,,,,,,,,
353,PT10M14.00S,2022-10-30T23:21:32.6Z,3,REGULAR,3pt,Jump Shot,[],1630264,69.99014454664915,71.32352941176471,1610612764,61,49,2022-10-30T23:21:40Z,3490000,107.0,230.0,1,right,MISS A. Gill 25' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
354,PT10M11.00S,2022-10-30T23:21:35.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,49,2022-10-30T23:21:35Z,3500000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,353.0,6.0,6.0,0.0,,,,,,,,,,
355,PT10M07.00S,2022-10-30T23:21:41.6Z,3,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612738,61,49,2022-10-30T23:21:47Z,3510000,,,0,,A. Gill shooting personal FOUL (2 PF) (Smart 2 FT),"[1630264, 203935]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,203593.0,2.0,0.0,Smart,203935.0,,,,,
357,PT10M07.00S,2022-10-30T23:22:04.3Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,62,49,2022-10-30T23:22:04Z,3530000,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
358,PT10M07.00S,2022-10-30T23:22:20.2Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,63,49,2022-10-30T23:22:20Z,3540000,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
359,PT09M56.00S,2022-10-30T23:22:35.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,91.5407358738502,64.4607843137255,1610612764,63,49,2022-10-30T23:22:54Z,3550000,72.0,27.0,1,right,MISS K. Kuzma 7' driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
360,PT09M54.00S,2022-10-30T23:22:37.0Z,3,REGULAR,rebound,offensive,[],1630264,,,1610612764,63,49,2022-10-30T23:22:54Z,3560000,,,0,,A. Gill REBOUND (Off:3 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,359.0,3.0,0.0,3.0,,,,,,,,,,
361,PT09M53.00S,2022-10-30T23:22:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,94.40999984741211,50.0,1610612764,63,51,2022-10-30T23:22:37Z,3570000,0.0,0.0,1,right,A. Gill tip Layup (8 PTS),[1630264],1610612764.0,WAS,tip,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
362,PT09M38.00S,2022-10-30T23:22:52.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,9.806176084099869,3.431372549019608,1610612738,63,51,2022-10-30T23:22:56Z,3580000,233.0,40.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
363,PT09M36.00S,2022-10-30T23:22:54.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,63,51,2022-10-30T23:22:56Z,3590000,,,0,,K. Porzingis REBOUND (Off:5 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Right Corner 3,24+ Right,,,,,,,362.0,10.0,5.0,5.0,,,,,,,,,,
364,PT09M29.00S,2022-10-30T23:23:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,81.94809461235218,36.51960784313725,1610612764,63,51,2022-10-30T23:23:52Z,3600000,-67.0,117.0,1,right,MISS B. Beal 13' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,13.52,Missed,,,,,,,,,,,,,,,,,,
365,PT09M26.00S,2022-10-30T23:23:05.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,63,51,2022-10-30T23:23:06Z,3610000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,364.0,2.0,2.0,0.0,,,,,,,,,,
366,PT09M18.00S,2022-10-30T23:23:12.4Z,3,REGULAR,3pt,Jump Shot,[],201143,30.305519053876477,26.225490196078432,1610612738,63,51,2022-10-30T23:23:18Z,3620000,119.0,232.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
367,PT09M16.00S,2022-10-30T23:23:14.4Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,63,51,2022-10-30T23:23:18Z,3630000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,366.0,1.0,1.0,0.0,,,,,,,,,,
368,PT09M00.00S,2022-10-30T23:23:32.7Z,3,REGULAR,foul,offensive,[],204001,,,1610612764,63,51,2022-10-30T23:23:43Z,3640000,,,0,,K. Porzingis charge offensive FOUL (3 PF),"[204001, 1628401]",1610612764.0,WAS,charge,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627964.0,3.0,0.0,White,1628401.0,,,,,
370,PT09M00.00S,2022-10-30T23:23:32.7Z,3,REGULAR,turnover,offensive foul,[],204001,,,1610612764,63,51,2022-10-30T23:23:32Z,3660000,,,0,,K. Porzingis offensive foul TURNOVER (3 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627964.0,,,,,,,3.0,,
371,PT08M52.00S,2022-10-30T23:23:56.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,32.40801576872536,35.78431372549019,1610612738,63,51,2022-10-30T23:24:40Z,3670000,71.0,252.0,1,left,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
372,PT08M48.00S,2022-10-30T23:24:00.4Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,63,51,2022-10-30T23:24:01Z,3680000,,,0,,M. Morris REBOUND (Off:0 Def:4),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,371.0,4.0,4.0,0.0,,,,,,,,,,
373,PT08M46.00S,2022-10-30T23:24:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,92.72339027595268,47.05882352941176,1610612764,63,53,2022-10-30T23:24:19Z,3690000,-15.0,16.0,1,right,M. Morris running Layup (2 PTS),[1628420],1610612764.0,WAS,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,2.17,Made,2.0,,,,,,,,,,,,,,,,,
374,PT08M46.00S,2022-10-30T23:24:07.6Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612764,63,53,2022-10-30T23:24:15Z,3700000,,,0,,D. White shooting personal FOUL (3 PF) (Morris 1 FT),"[1628401, 1628420]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,3.0,0.0,Morris,1628420.0,,,,,
376,PT08M46.00S,2022-10-30T23:24:38.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1628420,,,1610612764,63,54,2022-10-30T23:24:38Z,3720000,,,0,,M. Morris Free Throw 1 of 1 (3 PTS),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
377,PT08M33.00S,2022-10-30T23:24:54.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.09395532194481,75.24509803921569,1610612738,66,54,2022-10-30T23:24:59Z,3730000,-126.0,240.0,1,left,J. Tatum 27' 3PT  (21 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.1,Made,21.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
379,PT08M06.00S,2022-10-30T23:25:21.0Z,3,REGULAR,3pt,Jump Shot,[],1628398,68.41327201051249,54.41176470588235,1610612764,66,54,2022-10-30T23:25:27Z,3750000,22.0,244.0,1,right,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,24.54,Missed,,,,,,,,,,,,,,,,,,
380,PT08M04.00S,2022-10-30T23:25:23.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,66,54,2022-10-30T23:25:27Z,3760000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,379.0,7.0,7.0,0.0,,,,,,,,,,
381,PT08M00.00S,2022-10-30T23:25:27.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,32.276609724047304,69.11764705882352,1610612738,66,54,2022-10-30T23:25:56Z,3770000,-96.0,251.0,1,left,MISS J. Brown 26' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
382,PT07M57.00S,2022-10-30T23:25:30.8Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,66,54,2022-10-30T23:25:56Z,3780000,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,381.0,6.0,4.0,2.0,,,,,,,,,,
383,PT07M51.00S,2022-10-30T23:25:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.886333771353483,45.83333333333333,1610612738,66,54,2022-10-30T23:25:39Z,3790000,21.0,31.0,1,left,MISS J. Brown cutting Layup,[1627759],1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
384,PT07M49.00S,2022-10-30T23:25:38.1Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,66,54,2022-10-30T23:25:39Z,3800000,,,0,,K. Kuzma REBOUND (Off:1 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,383.0,6.0,5.0,1.0,,,,,,,,,,
385,PT07M46.00S,2022-10-30T23:25:40.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,72.7496714848883,80.88235294117648,1610612764,66,54,2022-10-30T23:27:06Z,3810000,154.0,204.0,1,right,MISS M. Morris 25' running pullup 3PT,[1628420],1610612764.0,WAS,running pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
386,PT07M44.00S,2022-10-30T23:25:42.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,66,54,2022-10-31T02:04:07Z,3820000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,385.0,,,,,,,,,,,,,
387,PT07M44.00S,2022-10-30T23:25:48.1Z,3,REGULAR,foul,personal,[],201143,,,1610612764,66,54,2022-10-30T23:25:57Z,3830000,,,0,,A. Horford loose ball personal FOUL (2 PF),"[201143, 1628398]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,2.0,0.0,Kuzma,1628398.0,,,,,
389,PT07M35.00S,2022-10-30T23:26:17.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,73.14388961892247,81.12745098039215,1610612764,66,54,2022-10-30T23:26:22Z,3850000,156.0,200.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
390,PT07M33.00S,2022-10-30T23:26:19.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,54,2022-10-30T23:26:22Z,3860000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,389.0,3.0,3.0,0.0,,,,,,,,,,
391,PT07M24.00S,2022-10-30T23:26:29.0Z,3,REGULAR,3pt,Jump Shot,[],201143,28.991458607095925,79.65686274509804,1610612738,66,54,2022-10-30T23:26:33Z,3870000,-148.0,220.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
392,PT07M22.00S,2022-10-30T23:26:31.0Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,66,54,2022-10-30T23:26:33Z,3880000,,,0,,M. Morris REBOUND (Off:0 Def:5),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,391.0,5.0,5.0,0.0,,,,,,,,,,
393,PT07M17.00S,2022-10-30T23:26:35.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203078,74.19513797634691,15.441176470588236,1610612764,66,54,2022-10-30T23:29:11Z,3890000,-173.0,190.0,1,right,MISS B. Beal 25' running 3PT,[203078],1610612764.0,WAS,running,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
394,PT07M14.00S,2022-10-30T23:26:39.0Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,66,54,2022-10-30T23:26:39Z,3900000,,,0,,K. Porzingis REBOUND (Off:6 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,393.0,11.0,5.0,6.0,,,,,,,,,,
395,PT07M13.00S,2022-10-30T23:26:40.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204001,71.69842312746385,76.22549019607843,1610612764,66,54,2022-10-30T23:26:49Z,3910000,131.0,214.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
396,PT07M11.00S,2022-10-30T23:26:42.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,66,54,2022-10-30T23:26:49Z,3920000,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,395.0,8.0,8.0,0.0,,,,,,,,,,
397,PT07M11.00S,2022-10-30T23:26:47.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,54,2022-10-30T23:26:47Z,3930000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M57.00S,2022-10-30T23:29:52.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,11.777266754270697,37.254901960784316,1610612738,66,54,2022-10-30T23:30:01Z,3940000,64.0,58.0,1,left,MISS D. White 8' driving Layup - blocked,"[1628401, 203078]",1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,8.63,Missed,,,,,,,,,,,,,,Beal,203078.0,,,
413,PT06M57.00S,2022-10-30T23:29:52.4Z,3,REGULAR,block,,[],203078,,,1610612738,66,54,2022-10-30T23:31:11Z,3945000,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
399,PT06M53.00S,2022-10-30T23:29:56.4Z,3,REGULAR,rebound,defensive,[],1630264,,,1610612764,66,54,2022-10-30T23:30:01Z,3950000,,,0,,A. Gill REBOUND (Off:3 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,398.0,4.0,1.0,3.0,,,,,,,,,,
400,PT06M51.00S,2022-10-30T23:29:58.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,93.11760840998686,58.08823529411765,1610612764,66,54,2022-10-30T23:30:08Z,3960000,40.0,12.0,1,right,MISS K. Kuzma running Layup,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
401,PT06M49.00S,2022-10-30T23:30:00.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,66,54,2022-10-30T23:30:08Z,3970000,,,0,,A. Horford REBOUND (Off:2 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,400.0,7.0,5.0,2.0,,,,,,,,,,
402,PT06M42.00S,2022-10-30T23:30:06.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,10.463206307490145,5.637254901960785,1610612738,66,54,2022-10-30T23:32:13Z,3980000,222.0,46.0,1,left,MISS D. White running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Right Corner 3,24+ Right,22.65,Missed,,,,,,,,,,,,,,,,,,
403,PT06M39.00S,2022-10-30T23:30:09.7Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,66,54,2022-10-30T23:30:11Z,3990000,,,0,,K. Kuzma REBOUND (Off:1 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,402.0,7.0,6.0,1.0,,,,,,,,,,
404,PT06M23.00S,2022-10-30T23:30:25.9Z,3,REGULAR,2pt,Jump Shot,[],204001,79.45137976346912,61.029411764705884,1610612764,66,56,2022-10-30T23:30:42Z,4000000,55.0,141.0,1,right,K. Porzingis 15' Jump Shot (15 PTS) (B. Beal 6 AST),"[204001, 203078]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,15.11,Made,15.0,B. Beal,203078.0,6.0,,,,,,,,,,,,,,
406,PT06M12.00S,2022-10-30T23:30:37.2Z,3,REGULAR,3pt,Jump Shot,[],201143,34.247700394218136,53.67647058823529,1610612738,69,56,2022-10-30T23:30:46Z,4020000,-18.0,269.0,1,left,A. Horford 27' 3PT  (5 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,27.0,Made,5.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,
408,PT06M01.00S,2022-10-30T23:30:48.7Z,3,REGULAR,3pt,Jump Shot,[],204001,67.88764783180025,36.029411764705884,1610612764,69,56,2022-10-30T23:30:53Z,4040000,-70.0,249.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
409,PT05M59.00S,2022-10-30T23:30:50.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,56,2022-10-30T23:30:53Z,4050000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,408.0,4.0,4.0,0.0,,,,,,,,,,
410,PT05M50.00S,2022-10-30T23:30:59.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,14.536793692509855,97.05882352941177,1610612738,72,56,2022-10-30T23:31:04Z,4060000,-235.0,84.0,1,left,D. White 24' 3PT  (3 PTS) (M. Smart 6 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,24.99,Made,3.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
412,PT05M49.00S,2022-10-30T23:31:07.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,72,56,2022-10-30T23:31:07Z,4080000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,out,[],203935,,,1610612764,72,56,2022-10-30T23:33:49Z,4090000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,out,[],1628401,,,1610612764,72,56,2022-10-30T23:33:49Z,4100000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,72,56,2022-10-30T23:33:49Z,4110000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,out,[],1628420,,,1610612764,72,56,2022-10-30T23:33:49Z,4120000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612764,72,56,2022-10-30T23:33:49Z,4130000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,in,[],1627763,,,1610612764,72,56,2022-10-30T23:33:49Z,4140000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,in,[],1630692,,,1610612764,72,56,2022-10-30T23:33:49Z,4150000,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M49.00S,2022-10-30T23:33:09.0Z,3,REGULAR,substitution,in,[],1629060,,,1610612764,72,56,2022-10-30T23:33:49Z,4160000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M31.00S,2022-10-30T23:34:13.6Z,3,REGULAR,turnover,bad pass,[],203078,,,1610612764,72,56,2022-10-30T23:34:17Z,4170000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1628369]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
