actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
87,PT04M54.00S,2022-10-30T22:23:59.9Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,23,10,2022-10-30T22:24:04Z,870000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M54.00S,2022-10-30T22:23:59.9Z,1,REGULAR,substitution,in,[],1627763,,,1610612764,23,10,2022-10-30T22:24:04Z,880000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M54.00S,2022-10-30T22:23:59.9Z,1,REGULAR,substitution,in,[],203115,,,1610612764,23,10,2022-10-30T22:24:04Z,890000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M54.00S,2022-10-30T22:24:16.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",204001,,,1610612764,23,11,2022-10-30T22:24:16Z,900000,,,0,,K. Porzingis Free Throw 2 of 2 (7 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
91,PT04M45.00S,2022-10-30T22:24:29.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,76.16622864651774,88.72549019607843,1610612738,23,11,2022-10-30T22:24:34Z,910000,194.0,172.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2022-10-30T22:24:31.7Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,23,11,2022-10-30T22:24:50Z,920000,,,0,,R. Hachimura REBOUND (Off:2 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,91.0,3.0,1.0,2.0,,,,,,,,,,
93,PT04M27.00S,2022-10-30T22:24:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631098,8.492115637319317,49.26470588235294,1610612764,23,13,2022-10-30T22:24:54Z,930000,4.0,27.0,1,left,J. Davis cutting Layup (2 PTS) (R. Hachimura 1 AST),"[1631098, 1629060]",1610612764.0,WAS,cutting,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,,
95,PT04M06.00S,2022-10-30T22:25:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.30026281208936,47.794117647058826,1610612738,25,13,2022-10-30T22:25:13Z,950000,-11.0,1.0,1,right,M. Smart driving Layup (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,,,,,,,,,,,,,,,,,
96,PT03M48.00S,2022-10-30T22:25:25.6Z,1,REGULAR,3pt,Jump Shot,[],1629060,23.866622864651774,90.68627450980392,1610612764,25,13,2022-10-30T22:25:30Z,960000,-203.0,172.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
97,PT03M46.00S,2022-10-30T22:25:27.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,25,13,2022-10-30T22:25:47Z,970000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,
98,PT03M41.00S,2022-10-30T22:25:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1631098,,,1610612738,25,13,2022-10-30T22:25:46Z,980000,,,0,,J. Davis shooting personal FOUL (1 PF) (Brown 2 FT),"[1631098, 1627759]",1610612764.0,WAS,shooting,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,1.0,0.0,Brown,1627759.0,,,,,
100,PT03M41.00S,2022-10-30T22:26:08.9Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,26,13,2022-10-30T22:26:09Z,1000000,,,0,,J. Brown Free Throw 1 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
101,PT03M41.00S,2022-10-30T22:26:09.4Z,1,REGULAR,substitution,out,[],201143,,,1610612738,26,13,2022-10-30T22:26:14Z,1010000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2022-10-30T22:26:09.4Z,1,REGULAR,substitution,out,[],204001,,,1610612738,26,13,2022-10-30T22:26:14Z,1020000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M41.00S,2022-10-30T22:26:09.4Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,26,13,2022-10-30T22:26:14Z,1030000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M41.00S,2022-10-30T22:26:09.4Z,1,REGULAR,substitution,in,[],1629655,,,1610612738,26,13,2022-10-30T22:26:14Z,1040000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M41.00S,2022-10-30T22:26:33.2Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,27,13,2022-10-30T22:26:33Z,1050000,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
106,PT03M22.00S,2022-10-30T22:26:53.4Z,1,REGULAR,2pt,Jump Shot,[],203115,21.895532194480946,33.33333333333333,1610612764,27,15,2022-10-30T22:35:52Z,1060000,83.0,153.0,1,left,W. Barton 17' step back Jump Shot (2 PTS) (R. Hachimura 2 AST),"[203115, 1629060]",1610612764.0,WAS,step back,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right Center,17.45,Made,2.0,R. Hachimura,1629060.0,2.0,,,,,,,,,,,,,,
107,PT03M10.00S,2022-10-30T22:27:07.5Z,1,REGULAR,foul,personal,[],1631098,,,1610612738,27,15,2022-10-30T22:27:13Z,1070000,,,0,,J. Davis personal FOUL (2 PF),"[1631098, 1627763]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627964.0,2.0,0.0,Brogdon,1627763.0,,,,,
109,PT03M10.00S,2022-10-30T22:27:18.2Z,1,REGULAR,substitution,out,[],203935,,,1610612738,27,15,2022-10-30T22:27:25Z,1090000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2022-10-30T22:27:18.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,27,15,2022-10-30T22:27:25Z,1100000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M02.00S,2022-10-30T22:27:42.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,90.09526938239159,97.05882352941177,1610612738,27,15,2022-10-30T22:27:51Z,1110000,235.0,41.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
113,PT02M59.00S,2022-10-30T22:27:45.4Z,1,REGULAR,rebound,defensive,[],203115,,,1610612764,27,15,2022-10-30T22:28:02Z,1120000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Right Corner 3,24+ Right,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT02M45.00S,2022-10-30T22:27:58.8Z,1,REGULAR,2pt,Jump Shot,[],1629060,27.283180026281208,55.88235294117647,1610612764,27,15,2022-10-30T22:28:07Z,1130000,-29.0,204.0,1,left,MISS R. Hachimura 20' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,20.61,Missed,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2022-10-30T22:28:00.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,27,15,2022-10-30T22:28:07Z,1140000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Center,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT02M39.00S,2022-10-30T22:28:08.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631098,,,1610612738,27,15,2022-10-30T22:49:25Z,1150000,,,0,,J. Davis personal FOUL (3 PF) (Brown 2 FT),"[1631098, 1627759]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627964.0,3.0,0.0,Brown,1627759.0,,,,,
118,PT02M39.00S,2022-10-30T22:28:25.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,27,15,2022-10-30T22:28:25Z,1170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M39.00S,2022-10-30T22:30:48.7Z,1,REGULAR,substitution,out,[],1631098,,,1610612738,27,15,2022-10-30T22:30:59Z,1180000,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M39.00S,2022-10-30T22:30:48.7Z,1,REGULAR,substitution,in,[],1628398,,,1610612738,27,15,2022-10-30T22:30:59Z,1190000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M39.00S,2022-10-30T22:31:19.6Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,28,15,2022-10-30T22:31:19Z,1200000,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
122,PT02M39.00S,2022-10-30T22:31:30.3Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,29,15,2022-10-30T22:31:30Z,1210000,,,0,,J. Brown Free Throw 2 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
123,PT02M23.00S,2022-10-30T22:31:48.3Z,1,REGULAR,2pt,Jump Shot,[],203078,21.369908015768726,76.7156862745098,1610612764,29,15,2022-10-30T22:37:30Z,1220000,-134.0,148.0,1,left,MISS B. Beal 19' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,19.97,Missed,,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2022-10-30T22:31:52.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,29,15,2022-10-30T22:31:53Z,1230000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,123.0,4.0,4.0,0.0,,,,,,,,,,
125,PT02M14.00S,2022-10-30T22:31:56.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,68.9388961892247,65.93137254901961,1610612738,29,15,2022-10-30T22:38:02Z,1240000,80.0,239.0,1,right,MISS M. Brogdon 25' running 3PT,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
126,PT02M13.00S,2022-10-30T22:31:57.3Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,29,15,2022-10-30T22:32:02Z,1250000,,,0,,R. Hachimura REBOUND (Off:2 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,125.0,4.0,2.0,2.0,,,,,,,,,,
127,PT02M11.00S,2022-10-30T22:32:04.2Z,1,REGULAR,foul,offensive,['inpenalty'],1629655,,,1610612764,29,15,2022-10-30T22:33:34Z,1260000,,,0,,D. Gafford offensive FOUL (1 PF),"[1629655, 1627763]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627964.0,1.0,0.0,Brogdon,1627763.0,,,,,
129,PT02M11.00S,2022-10-30T22:32:04.2Z,1,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,29,15,2022-10-30T22:32:04Z,1280000,,,0,,D. Gafford offensive foul TURNOVER (1 TO),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627964.0,,,,,,,1.0,,
130,PT02M11.00S,2022-10-30T22:32:17.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,29,15,2022-10-30T22:32:22Z,1290000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M11.00S,2022-10-30T22:32:17.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,29,15,2022-10-30T22:32:22Z,1300000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M58.00S,2022-10-30T22:32:35.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,70.12155059132719,68.87254901960785,1610612738,32,15,2022-10-30T22:32:42Z,1310000,94.0,228.0,1,right,M. Brogdon 24' 3PT  (3 PTS) (L. Kornet 1 AST),"[1627763, 1628436]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,24.71,Made,3.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,,,
134,PT01M41.00S,2022-10-30T22:32:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,14.799605781865965,37.254901960784316,1610612764,32,15,2022-10-30T22:33:01Z,1330000,64.0,87.0,1,left,MISS W. Barton 10' driving floating Shot,[203115],1610612764.0,WAS,driving floating,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Right,10.75,Missed,,,,,,,,,,,,,,,,,,
135,PT01M38.00S,2022-10-30T22:32:55.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,32,15,2022-10-30T22:32:55Z,1340000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,
136,PT01M31.00S,2022-10-30T22:33:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.11563731931669,39.87821691176471,1610612738,32,15,2022-10-30T22:33:19Z,1350000,-51.0,22.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
137,PT01M30.00S,2022-10-30T22:33:03.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,32,15,2022-10-30T22:33:19Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,136.0,,,,,,,,,,,,,
139,PT01M24.00S,2022-10-30T22:33:28.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,68.28186596583443,18.627450980392158,1610612738,32,15,2022-10-30T22:33:38Z,1380000,-157.0,246.0,1,right,MISS P. Pritchard 29' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,29.15,Missed,,,,,,,,,,,,,,,,,,
140,PT01M22.00S,2022-10-30T22:33:30.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,15,2022-10-30T22:33:54Z,1390000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,
141,PT01M09.00S,2022-10-30T22:33:53.9Z,1,REGULAR,foul,technical,['1freethrow'],1628436,,,1610612764,32,15,2022-10-30T22:33:59Z,1400000,,,0,,L. Kornet defensive-3-second technical FOUL (1 Tech),[1628436],1610612738.0,BOS,defensive-3-second,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,203593.0,0.0,1.0,,,,,,,
142,PT01M09.00S,2022-10-30T22:34:02.9Z,1,REGULAR,freethrow,1 of 1,[],203115,,,1610612764,32,15,2022-10-30T22:34:02Z,1410000,,,0,,MISS W. Barton technical Free Throw 1 of 1,[203115],1610612764.0,WAS,technical,,,Barton,W. Barton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT01M09.00S,2022-10-30T22:34:02.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,32,15,2022-10-30T22:34:02Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,
144,PT00M58.10S,2022-10-30T22:34:23.4Z,1,REGULAR,2pt,Jump Shot,[],1628398,26.231931668856767,62.745098039215684,1610612764,32,15,2022-10-30T22:34:29Z,1430000,-64.0,194.0,1,left,MISS K. Kuzma 20' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,20.43,Missed,,,,,,,,,,,,,,,,,,
145,PT00M55.90S,2022-10-30T22:34:25.6Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,32,15,2022-10-30T22:34:29Z,1440000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,
146,PT00M51.70S,2022-10-30T22:34:30.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,68.01905387647832,63.970588235294116,1610612738,32,15,2022-10-30T22:34:39Z,1450000,70.0,248.0,1,right,MISS S. Hauser 25' running pullup 3PT,[1630573],1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
147,PT00M48.40S,2022-10-30T22:34:33.8Z,1,REGULAR,rebound,defensive,[],203115,,,1610612764,32,15,2022-10-30T22:34:39Z,1460000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,
148,PT00M41.20S,2022-10-30T22:34:41.2Z,1,REGULAR,2pt,Jump Shot,[],1629655,23.99802890932983,53.67647058823529,1610612764,32,15,2022-10-30T22:41:28Z,1470000,-18.0,173.0,1,left,MISS D. Gafford 17' Jump Shot,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,17.41,Missed,,,,,,,,,,,,,,,,,,
149,PT00M37.90S,2022-10-30T22:34:44.5Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,32,15,2022-10-30T22:34:46Z,1480000,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,
150,PT00M29.40S,2022-10-30T22:34:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,88.91261498028909,64.70588235294117,1610612738,32,15,2022-10-30T22:35:00Z,1490000,74.0,52.0,1,right,MISS M. Brogdon 8' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,8.99,Missed,,,,,,,,,,,,,,,,,,
151,PT00M26.20S,2022-10-30T22:34:56.2Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,32,15,2022-10-30T22:35:00Z,1500000,,,0,,R. Hachimura REBOUND (Off:2 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,150.0,5.0,3.0,2.0,,,,,,,,,,
152,PT00M08.10S,2022-10-30T22:35:14.1Z,1,REGULAR,turnover,lost ball,[],1629655,,,1610612764,32,15,2022-10-30T22:35:18Z,1510000,,,0,,D. Gafford lost ball TURNOVER (2 TO),"[1629655, 1630573]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Hauser,1630573.0
153,PT00M08.10S,2022-10-30T22:35:14.1Z,1,REGULAR,steal,,[],1630573,,,1610612738,32,15,2022-10-30T22:35:15Z,1520000,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
154,PT00M03.30S,2022-10-30T22:35:19.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629684,89.83245729303549,37.00980392156863,1610612738,34,15,2022-10-30T22:35:24Z,1530000,-65.0,43.0,1,right,G. Williams 7' floating Jump Shot (2 PTS) (S. Hauser 1 AST),"[1629684, 1630573]",1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,2.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,,,
156,PT00M00.00S,2022-10-30T22:35:26.4Z,1,REGULAR,3pt,Jump Shot,[],203115,40.29237844940867,81.61764705882352,1610612764,34,15,2022-10-30T22:48:57Z,1550000,-158.0,326.0,1,left,MISS W. Barton 36' running 3PT,[203115],1610612764.0,WAS,running,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,36.25,Missed,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-10-30T22:35:30.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,34,15,2022-10-30T22:35:30Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,156.0,,,,,,,,,,,,,
158,PT00M00.00S,2022-10-30T22:35:30.5Z,1,REGULAR,period,end,[],0,,,1610612764,34,15,2022-10-30T22:35:30Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-10-30T22:37:35.2Z,2,REGULAR,substitution,out,['startperiod'],1630202,,,1610612764,34,15,2022-10-30T22:37:51Z,1580000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-30T22:37:35.2Z,2,REGULAR,substitution,out,['startperiod'],203078,,,1610612764,34,15,2022-10-30T22:37:51Z,1590000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-30T22:37:35.2Z,2,REGULAR,substitution,out,['startperiod'],1629655,,,1610612764,34,15,2022-10-30T22:37:51Z,1600000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-30T22:37:35.2Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612764,34,15,2022-10-30T22:37:51Z,1610000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-30T22:37:35.2Z,2,REGULAR,substitution,in,['startperiod'],1630264,,,1610612764,34,15,2022-10-30T22:37:51Z,1620000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-30T22:37:35.2Z,2,REGULAR,substitution,in,['startperiod'],1628420,,,1610612764,34,15,2022-10-30T22:37:51Z,1630000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-30T22:38:07.5Z,2,REGULAR,period,start,[],0,,,1610612764,34,15,2022-10-30T22:38:07Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M42.00S,2022-10-30T22:38:24.6Z,2,REGULAR,3pt,Jump Shot,[],203115,17.296320630749015,96.32352941176471,1610612764,34,15,2022-10-30T22:38:29Z,1650000,-232.0,110.0,1,left,MISS W. Barton 25' 3PT - blocked,"[203115, 1629684]",1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,
167,PT11M42.00S,2022-10-30T22:38:24.6Z,2,REGULAR,block,,[],1629684,,,1610612764,34,15,2022-10-30T22:38:27Z,1660000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
168,PT11M39.00S,2022-10-30T22:38:27.6Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,34,15,2022-10-30T22:38:27Z,1670000,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,,
169,PT11M38.00S,2022-10-30T22:38:29.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,28.86005256241787,21.813725490196077,1610612764,34,15,2022-10-30T22:38:33Z,1680000,141.0,219.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
