actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
589,PT06M29.00S,2023-03-26T23:58:29.9Z,4,REGULAR,3pt,Jump Shot,[],203476,75.1149802890933,82.35294117647058,1610612759,116,83,2023-03-26T23:58:40Z,5800000,False,162.0,181.0,1,right,MISS G. Dieng 24' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Right Center,,24.31,Missed,,,,,,,,,,,,,,,,,
590,PT06M27.00S,2023-03-26T23:58:31.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,116,83,2023-03-26T23:58:40Z,5810000,False,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,589.0,4.0,4.0,0.0,,,,,,,,,
591,PT06M19.00S,2023-03-26T23:58:41.2Z,4,REGULAR,turnover,out-of-bounds,[],1631120,,,1610612738,116,83,2023-03-26T23:59:28Z,5820000,False,,,0,,J. Davison bad pass out-of-bounds TURNOVER (1 TO),[1631120],1610612738.0,BOS,bad pass,,,Davison,J. Davison,,,,,Mid-Range,8-16 Center,1.0,,,,,,,,,,,1626301.0,,,,,,,,
592,PT06M19.00S,2023-03-26T23:58:45.9Z,4,REGULAR,substitution,out,[],1630200,,,1610612759,116,83,2023-03-26T23:58:50Z,5830000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M19.00S,2023-03-26T23:58:45.9Z,4,REGULAR,substitution,in,[],1631104,,,1610612759,116,83,2023-03-26T23:58:50Z,5840000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M03.00S,2023-03-26T23:59:14.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631103,83.919185282523,58.08823529411765,1610612759,116,85,2023-03-27T00:07:19Z,5850000,False,40.0,99.0,1,right,M. Branham 10' pullup Jump Shot (15 PTS) (G. Dieng 1 AST),"[1631103, 203476]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,10.66,Made,15.0,G. Dieng,203476.0,1.0,,,,,,,,,,,,,
596,PT05M50.00S,2023-03-26T23:59:26.8Z,4,REGULAR,3pt,Jump Shot,[],1630573,31.09395532194481,78.67647058823529,1610612738,116,85,2023-03-26T23:59:35Z,5870000,False,-143.0,240.0,1,left,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,27.94,Missed,,,,,,,,,,,,,,,,,
597,PT05M50.00S,2023-03-26T23:59:26.8Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,116,85,2023-03-26T23:59:35Z,5880000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,596.0,1.0,1.0,0.0,,,,,,,,,
598,PT05M37.00S,2023-03-26T23:59:41.7Z,4,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612759,116,85,2023-03-26T23:59:49Z,5890000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Langford 2 FT),"[1628436, 1629641]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,1.0,0.0,Langford,1629641.0,,,,
600,PT05M37.00S,2023-03-27T00:00:02.8Z,4,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,116,86,2023-03-27T00:00:21Z,5910000,False,,,0,,R. Langford Free Throw 1 of 2 (8 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
601,PT05M37.00S,2023-03-27T00:00:02.8Z,4,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,116,86,2023-03-27T00:00:21Z,5920000,False,,,0,,MISS R. Langford Free Throw 2 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
602,PT05M37.00S,2023-03-27T00:00:02.8Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,116,86,2023-03-27T00:00:21Z,5930000,False,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,601.0,4.0,4.0,0.0,,,,,,,,,
603,PT05M18.00S,2023-03-27T00:00:35.2Z,4,REGULAR,3pt,Jump Shot,[],1629684,30.042706964520367,12.990196078431374,1610612738,116,86,2023-03-27T00:00:41Z,5940000,False,185.0,230.0,1,left,MISS G. Williams 29' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,29.51,Missed,,,,,,,,,,,,,,,,,
604,PT05M17.00S,2023-03-27T00:00:36.2Z,4,REGULAR,rebound,offensive,[],203488,,,1610612738,116,86,2023-03-27T00:00:41Z,5950000,False,,,0,,M. Muscala REBOUND (Off:1 Def:1),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,,,,,,,,603.0,2.0,1.0,1.0,,,,,,,,,
605,PT05M13.00S,2023-03-27T00:00:40.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631120,30.305519053876477,79.65686274509804,1610612738,119,86,2023-03-27T00:00:51Z,5960000,False,-148.0,232.0,1,left,J. Davison 27' 3PT  (3 PTS) (M. Muscala 1 AST),"[1631120, 203488]",1610612738.0,BOS,,,,Davison,J. Davison,,,,,Above the Break 3,24+ Left Center,,27.57,Made,3.0,M. Muscala,203488.0,1.0,,,,,,,,,,,,,
607,PT05M05.00S,2023-03-27T00:00:52.4Z,4,REGULAR,foul,personal,[],1631120,,,1610612759,119,86,2023-03-27T00:01:16Z,5980000,False,,,0,,J. Davison take personal FOUL (1 PF),"[1631120, 1631104]",1610612738.0,BOS,take,,,Davison,J. Davison,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1626301.0,1.0,0.0,Wesley,1631104.0,,,,
609,PT05M05.00S,2023-03-27T00:01:20.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612759,119,86,2023-03-27T00:01:27Z,6000000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M05.00S,2023-03-27T00:01:20.4Z,4,REGULAR,substitution,in,[],201933,,,1610612759,119,86,2023-03-27T00:01:27Z,6010000,False,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M00.00S,2023-03-27T00:01:34.5Z,4,REGULAR,turnover,out-of-bounds,[],1631104,,,1610612759,119,86,2023-03-27T00:01:39Z,6020000,False,,,0,,B. Wesley bad pass out-of-bounds TURNOVER (1 TO),[1631104],1610612759.0,SAS,bad pass,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,1626301.0,,,,,,,,
612,PT04M46.00S,2023-03-27T00:01:52.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628436,5.732588699080158,50.49019607843137,1610612738,121,86,2023-03-27T00:01:56Z,6030000,False,-2.0,1.0,1,left,L. Kornet cutting Layup (2 PTS) (J. Davison 1 AST),"[1628436, 1631120]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,0.29,Made,2.0,J. Davison,1631120.0,1.0,,,,,,,,,,,,,
614,PT04M31.00S,2023-03-27T00:02:07.6Z,4,REGULAR,3pt,Jump Shot,[],1630577,74.32654402102497,15.441176470588236,1610612759,121,86,2023-03-27T00:02:15Z,6050000,False,-173.0,189.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,25.59,Missed,,,,,,,,,,,,,,,,,
615,PT04M30.00S,2023-03-27T00:02:08.6Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,121,86,2023-03-27T00:02:41Z,6060000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,614.0,1.0,1.0,0.0,,,,,,,,,
616,PT04M19.00S,2023-03-27T00:02:19.0Z,4,REGULAR,3pt,Jump Shot,[],203488,28.86005256241787,83.08823529411765,1610612738,124,86,2023-03-27T00:02:23Z,6070000,False,-165.0,219.0,1,left,M. Muscala 27' 3PT  (3 PTS) (B. Griffin 1 AST),"[203488, 201933]",1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,27.43,Made,3.0,B. Griffin,201933.0,1.0,,,,,,,,,,,,,
618,PT04M00.00S,2023-03-27T00:02:38.7Z,4,REGULAR,2pt,Jump Shot,[],203476,86.5473061760841,31.372549019607842,1610612759,124,86,2023-03-27T00:10:01Z,6090000,False,-93.0,74.0,1,right,MISS G. Dieng 11' turnaround Shot,[203476],1610612759.0,SAS,turnaround,,,Dieng,G. Dieng,,,,,Mid-Range,8-16 Left,,11.89,Missed,,,,,,,,,,,,,,,,,
619,PT04M00.00S,2023-03-27T00:02:38.7Z,4,REGULAR,rebound,defensive,[],201933,,,1610612738,124,86,2023-03-27T00:02:45Z,6100000,False,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,,,,,,,,618.0,1.0,1.0,0.0,,,,,,,,,
620,PT03M40.00S,2023-03-27T00:02:58.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,7.440867279894875,46.81372549019608,1610612738,126,86,2023-03-27T00:03:03Z,6110000,False,16.0,17.0,1,left,L. Kornet alley-oop DUNK (4 PTS) (J. Davison 2 AST),"[1628436, 1631120]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,2.36,Made,4.0,J. Davison,1631120.0,2.0,,,,,,,,,,,,,
622,PT03M23.00S,2023-03-27T00:03:15.3Z,4,REGULAR,2pt,Jump Shot,[],1631104,78.40013140604468,32.1078431372549,1610612759,126,86,2023-03-27T00:03:23Z,6130000,False,-89.0,151.0,1,right,MISS B. Wesley 17' fadeaway Shot - blocked,"[1631104, 1628436]",1610612759.0,SAS,fadeaway,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Left Center,,17.51,Missed,,,,,,,,,,,,,,Kornet,1628436.0,,
623,PT03M23.00S,2023-03-27T00:03:15.3Z,4,REGULAR,block,,[],1628436,,,1610612759,126,86,2023-03-27T00:03:18Z,6140000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
624,PT03M21.00S,2023-03-27T00:03:17.3Z,4,REGULAR,rebound,defensive,[],201933,,,1610612738,126,86,2023-03-27T00:03:23Z,6150000,False,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Left Center,,,,,,,,622.0,2.0,2.0,0.0,,,,,,,,,
625,PT03M19.00S,2023-03-27T00:03:27.3Z,4,REGULAR,turnover,double dribble,[],201933,,,1610612738,126,86,2023-03-27T00:03:33Z,6160000,False,,,0,,B. Griffin double dribble TURNOVER (1 TO),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,203177.0,,,,,,,,
626,PT03M19.00S,2023-03-27T00:03:44.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,126,86,2023-03-27T00:03:44Z,6170000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M19.00S,2023-03-27T00:05:51.2Z,4,REGULAR,substitution,out,[],1631103,,,1610612759,126,86,2023-03-27T00:06:05Z,6180000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M19.00S,2023-03-27T00:05:51.2Z,4,REGULAR,substitution,out,[],1629641,,,1610612759,126,86,2023-03-27T00:06:05Z,6190000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M19.00S,2023-03-27T00:05:51.2Z,4,REGULAR,substitution,in,[],1631230,,,1610612759,126,86,2023-03-27T00:06:05Z,6200000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M19.00S,2023-03-27T00:05:51.2Z,4,REGULAR,substitution,in,[],1630572,,,1610612759,126,86,2023-03-27T00:06:05Z,6210000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M01.00S,2023-03-27T00:06:47.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630577,70.53219448094612,44.12530637254902,1610612759,126,88,2023-03-27T00:11:57Z,6220000,False,-29.0,224.0,1,right,J. Champagnie 22' pullup Jump Shot (2 PTS) (G. Dieng 2 AST),"[1630577, 203476]",1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,22.64,Made,2.0,G. Dieng,203476.0,2.0,,,,,,,,,,,,,
633,PT02M46.00S,2023-03-27T00:07:02.4Z,4,REGULAR,2pt,Jump Shot,[],1631120,15.193823915900131,32.35294117647059,1610612738,128,88,2023-03-27T00:07:06Z,6240000,False,88.0,90.0,1,left,J. Davison 12' driving floating Jump Shot (5 PTS) (S. Hauser 1 AST),"[1631120, 1630573]",1610612738.0,BOS,driving floating,,,Davison,J. Davison,,,,,Mid-Range,8-16 Right,,12.62,Made,5.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,,
634,PT02M30.00S,2023-03-27T00:07:18.1Z,4,REGULAR,3pt,Jump Shot,[],1630572,73.01248357424441,13.725490196078432,1610612759,128,88,2023-03-27T00:07:24Z,6250000,False,-181.0,201.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,27.09,Missed,,,,,,,,,,,,,,,,,
635,PT02M28.00S,2023-03-27T00:07:20.1Z,4,REGULAR,rebound,defensive,[],203488,,,1610612738,128,88,2023-03-27T00:07:24Z,6260000,False,,,0,,M. Muscala REBOUND (Off:1 Def:2),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,,634.0,3.0,2.0,1.0,,,,,,,,,
636,PT02M13.00S,2023-03-27T00:07:35.7Z,4,REGULAR,3pt,Jump Shot,[],203488,9.149145860709593,96.81372549019608,1610612738,131,88,2023-03-27T00:07:40Z,6270000,False,-234.0,34.0,1,left,M. Muscala 3PT  (6 PTS) (B. Griffin 2 AST),"[203488, 201933]",1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Left Corner 3,24+ Left,,23.65,Made,6.0,B. Griffin,201933.0,2.0,,,,,,,,,,,,,
638,PT01M58.00S,2023-03-27T00:07:57.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631120,,,1610612759,131,88,2023-03-27T00:13:47Z,6290000,False,,,0,,J. Davison personal FOUL (2 PF) (Mamukelashvili 2 FT),"[1631120, 1630572]",1610612738.0,BOS,,,,Davison,J. Davison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,2.0,0.0,Mamukelashvili,1630572.0,,,,
640,PT01M58.00S,2023-03-27T00:08:18.3Z,4,REGULAR,freethrow,1 of 2,[],1630572,,,1610612759,131,89,2023-03-27T00:08:18Z,6310000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (12 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
641,PT01M58.00S,2023-03-27T00:08:31.9Z,4,REGULAR,freethrow,2 of 2,[],1630572,,,1610612759,131,90,2023-03-27T00:08:31Z,6320000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (13 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
642,PT01M48.00S,2023-03-27T00:08:46.8Z,4,REGULAR,3pt,Jump Shot,[],1630573,24.26084099868594,91.42156862745098,1610612738,131,90,2023-03-27T00:08:53Z,6330000,False,-207.0,176.0,1,left,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,27.15,Missed,,,,,,,,,,,,,,,,,
643,PT01M47.00S,2023-03-27T00:08:47.8Z,4,REGULAR,rebound,defensive,[],203476,,,1610612759,131,90,2023-03-27T00:08:53Z,6340000,False,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,,642.0,1.0,1.0,0.0,,,,,,,,,
644,PT01M38.00S,2023-03-27T00:08:56.3Z,4,REGULAR,3pt,Jump Shot,[],203476,67.88764783180025,32.1078431372549,1610612759,131,90,2023-03-27T00:09:03Z,6350000,False,-89.0,249.0,1,right,MISS G. Dieng 26' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,,26.5,Missed,,,,,,,,,,,,,,,,,
645,PT01M36.00S,2023-03-27T00:08:58.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,131,90,2023-03-27T00:09:03Z,6360000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,644.0,,,,,,,,,,,,
647,PT01M18.00S,2023-03-27T00:09:28.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,27.677398160315374,85.29411764705883,1610612738,134,90,2023-03-27T00:09:32Z,6380000,False,-176.0,208.0,1,left,S. Hauser 27' 3PT pullup (6 PTS),[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,27.26,Made,6.0,,,,,,,,,,,,,,,,
648,PT01M08.00S,2023-03-27T00:09:41.5Z,4,REGULAR,foul,offensive,[],1630572,,,1610612759,134,90,2023-03-27T00:12:14Z,6390000,False,,,0,,S. Mamukelashvili charge offensive FOUL (2 PF),"[1630572, 201933]",1610612759.0,SAS,charge,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203177.0,2.0,0.0,Griffin,201933.0,,,,
651,PT01M08.00S,2023-03-27T00:09:41.5Z,4,REGULAR,turnover,offensive foul,[],1630572,,,1610612759,134,90,2023-03-27T00:09:41Z,6405000,False,,,0,,S. Mamukelashvili offensive foul TURNOVER (1 TO),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,203177.0,,,,,,,,
652,PT00M56.30S,2023-03-27T00:11:43.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203488,28.465834428383708,12.009803921568627,1610612738,137,90,2023-03-27T00:15:38Z,6420000,False,190.0,215.0,1,left,M. Muscala 28' 3PT pullup (9 PTS) (S. Hauser 2 AST),"[203488, 1630573]",1610612738.0,BOS,pullup,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,,28.7,Made,9.0,S. Hauser,1630573.0,2.0,,,,,,,,,,,,,
654,PT00M48.50S,2023-03-27T00:11:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,91.5407358738502,41.911764705882355,1610612759,137,92,2023-03-27T00:12:19Z,6440000,False,-40.0,27.0,1,right,B. Wesley driving Layup (2 PTS),[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,4.86,Made,2.0,,,,,,,,,,,,,,,,
655,PT00M48.50S,2023-03-27T00:12:01.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203488,,,1610612759,137,92,2023-03-27T00:12:14Z,6450000,False,,,0,,M. Muscala shooting personal FOUL (1 PF) (Wesley 1 FT),"[203488, 1631104]",1610612738.0,BOS,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,101284.0,1.0,0.0,Wesley,1631104.0,,,,
657,PT00M48.50S,2023-03-27T00:12:21.1Z,4,REGULAR,freethrow,1 of 1,[],1631104,,,1610612759,137,93,2023-03-27T00:12:21Z,6470000,False,,,0,,B. Wesley Free Throw 1 of 1 (3 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
658,PT00M24.50S,2023-03-27T00:12:48.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,137,93,2023-03-27T00:13:11Z,6480000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
659,PT00M16.90S,2023-03-27T00:13:11.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203476,76.69185282522996,11.27450980392157,1610612759,137,93,2023-03-27T00:13:20Z,6490000,False,-194.0,167.0,1,right,MISS G. Dieng 25' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,,25.54,Missed,,,,,,,,,,,,,,,,,
660,PT00M15.10S,2023-03-27T00:13:12.8Z,4,REGULAR,rebound,defensive,[],1631120,,,1610612738,137,93,2023-03-27T00:13:20Z,6500000,False,,,0,,J. Davison REBOUND (Off:0 Def:1),[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,Above the Break 3,24+ Left Center,,,,,,,,659.0,1.0,1.0,0.0,,,,,,,,,
661,PT00M00.00S,2023-03-27T00:13:29.9Z,4,REGULAR,period,end,[],0,,,1610612738,137,93,2023-03-27T00:13:29Z,6510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2023-03-27T00:13:56.6Z,4,REGULAR,game,end,[],0,,,0,137,93,2023-03-27T00:13:56Z,6520000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
