actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT06M04.00S,2022-12-03T00:54:41.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,16,16,2022-12-03T00:54:49Z,840000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M04.00S,2022-12-03T00:54:41.0Z,1,REGULAR,substitution,in,[],1629684,,,1610612748,16,16,2022-12-03T00:54:49Z,850000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M04.00S,2022-12-03T00:54:41.0Z,1,REGULAR,substitution,in,[],1628436,,,1610612748,16,16,2022-12-03T00:54:49Z,860000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M04.00S,2022-12-03T00:54:41.0Z,1,REGULAR,substitution,in,[],203473,,,1610612748,16,16,2022-12-03T00:54:49Z,870000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M04.00S,2022-12-03T00:54:40.0Z,1,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,16,16,2022-12-03T00:55:13Z,880000,False,,,0,,MISS C. Martin Free Throw 2 of 2,[1628997],1610612748.0,MIA,,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,
91,PT06M04.00S,2022-12-03T00:54:40.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,16,2022-12-03T00:55:13Z,890000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,,90.0,4.0,4.0,0.0,,,,,,,,,,,,,
92,PT05M42.00S,2022-12-03T00:55:29.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,93.11760840998686,97.05882352941177,1610612738,16,16,2022-12-03T00:55:35Z,900000,False,235.0,12.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,
93,PT05M39.00S,2022-12-03T00:55:32.9Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,16,16,2022-12-03T00:55:35Z,910000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,92.0,1.0,0.0,1.0,,,,,,,,,,,,,
94,PT05M36.00S,2022-12-03T00:55:35.6Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,16,16,2022-12-03T00:55:40Z,920000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629622]",1610612738.0,BOS,,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,1.0,Strus,1629622.0,,
95,PT05M36.00S,2022-12-03T00:55:35.6Z,1,REGULAR,steal,,[],1629622,,,1610612748,16,16,2022-12-03T00:55:37Z,930000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
96,PT05M33.00S,2022-12-03T00:55:39.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628997,14.931011826544022,63.48039215686274,1610612748,16,16,2022-12-03T00:59:54Z,940000,False,-67.0,88.0,1,left,MISS C. Martin 11' running Layup,[1628997],1610612748.0,MIA,,running,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Left,11.08,Missed,,,,,,,,,,,,,,,,,
98,PT05M33.00S,2022-12-03T00:55:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,16,16,2022-12-03T00:55:51Z,960000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,96.0,,,,,,,,,,,,,,,,
100,PT05M28.00S,2022-12-03T00:56:00.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628997,22.28975032851511,43.872549019607845,1610612748,16,18,2022-12-03T00:56:06Z,980000,False,31.0,157.0,1,left,C. Martin 16' Jump Shot (3 PTS) (M. Strus 1 AST),"[1628997, 1629622]",1610612748.0,MIA,,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Center,16.0,Made,,,,,,,,,3.0,M. Strus,1629622.0,1.0,,,,,
102,PT05M18.00S,2022-12-03T00:56:15.4Z,1,REGULAR,foul,offensive,[],203935,,,1610612738,16,18,2022-12-03T01:00:52Z,1000000,False,,,0,,M. Smart charge offensive FOUL (1 PF),"[203935, 1628997]",1610612738.0,BOS,101284.0,charge,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,1.0,0.0,Martin,1628997.0,,,,,,,,,
104,PT05M18.00S,2022-12-03T00:56:15.4Z,1,REGULAR,turnover,offensive foul,[],203935,,,1610612738,16,18,2022-12-03T00:56:15Z,1020000,False,,,0,,M. Smart offensive foul TURNOVER (2 TO),[203935],1610612738.0,BOS,101284.0,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,2.0,,,,
105,PT04M59.00S,2022-12-03T00:56:37.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,30.436925098554536,75.49019607843137,1610612748,16,21,2022-12-03T01:51:39Z,1030000,False,-127.0,234.0,1,left,C. Martin 26' 3PT pullup (6 PTS),[1628997],1610612748.0,MIA,,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,26.61,Made,,,,,,,,,6.0,,,,,,,,
106,PT04M49.00S,2022-12-03T00:56:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.80354796320631,43.872549019607845,1610612738,16,21,2022-12-03T00:56:53Z,1040000,False,-31.0,25.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,
107,PT04M47.00S,2022-12-03T00:56:50.2Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,16,21,2022-12-03T00:56:53Z,1050000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,
108,PT04M40.00S,2022-12-03T00:56:57.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,7.703679369250986,97.30392156862744,1610612748,16,21,2022-12-03T01:01:19Z,1060000,False,-237.0,20.0,1,left,MISS C. Martin running 3PT,[1628997],1610612748.0,MIA,,running,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,
109,PT04M36.00S,2022-12-03T00:57:00.3Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,16,21,2022-12-03T00:57:00Z,1070000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT04M28.00S,2022-12-03T00:57:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.78120893561103,46.07843137254902,1610612738,18,21,2022-12-03T01:01:53Z,1080000,False,-20.0,53.0,1,right,M. Smart driving floating Jump Shot (8 PTS),[203935],1610612738.0,BOS,,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,,,,,,,,,8.0,,,,,,,,
111,PT04M13.00S,2022-12-03T00:57:23.1Z,1,REGULAR,3pt,Jump Shot,[],203473,34.773324572930356,58.57843137254902,1610612748,18,21,2022-12-03T00:57:29Z,1090000,False,-43.0,274.0,1,left,MISS D. Dedmon 27' 3PT,[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,27.77,Missed,,,,,,,,,,,,,,,,,
112,PT04M09.00S,2022-12-03T00:57:27.1Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,18,21,2022-12-03T00:57:29Z,1100000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,
113,PT04M08.00S,2022-12-03T00:57:30.7Z,1,REGULAR,foul,personal,['2freethrow'],203473,,,1610612738,18,21,2022-12-03T00:57:42Z,1110000,False,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Brown 2 FT),"[203473, 1627759]",1610612748.0,MIA,101284.0,shooting,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,,,,
115,PT04M08.00S,2022-12-03T00:57:56.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,19,21,2022-12-03T00:57:56Z,1130000,False,,,0,,J. Brown Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
116,PT04M08.00S,2022-12-03T00:57:58.6Z,1,REGULAR,substitution,out,[],203935,,,1610612738,19,21,2022-12-03T00:58:06Z,1140000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M08.00S,2022-12-03T00:57:58.6Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,19,21,2022-12-03T00:58:06Z,1160000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M08.00S,2022-12-03T00:57:58.6Z,1,REGULAR,substitution,in,[],1629216,,,1610612738,19,21,2022-12-03T00:58:06Z,1170000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M08.00S,2022-12-03T00:57:58.6Z,1,REGULAR,substitution,out,[],202710,,,1610612738,19,21,2022-12-03T00:58:52Z,1175000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M08.00S,2022-12-03T00:58:22.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,20,21,2022-12-03T00:58:22Z,1180000,False,,,0,,J. Brown Free Throw 2 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,
121,PT03M58.00S,2022-12-03T00:58:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,32.276609724047304,23.52941176470588,1610612748,20,24,2022-12-03T00:58:41Z,1190000,False,132.0,251.0,1,left,M. Strus 28' 3PT  (3 PTS) (K. Lowry 1 AST),"[1629622, 200768]",1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,28.37,Made,,,,,,,,,3.0,K. Lowry,200768.0,1.0,,,,,
124,PT03M37.00S,2022-12-03T00:58:54.5Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,20,24,2022-12-03T00:58:59Z,1210000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1629216]",1610612738.0,BOS,,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,2.0,Vincent,1629216.0,,
125,PT03M37.00S,2022-12-03T00:58:54.5Z,1,REGULAR,steal,,[],1629216,,,1610612748,20,24,2022-12-03T00:58:57Z,1220000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
126,PT03M26.00S,2022-12-03T00:59:05.6Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612748,20,24,2022-12-03T00:59:09Z,1230000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1628436]",1610612748.0,MIA,,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Kornet,1628436.0,,
127,PT03M26.00S,2022-12-03T00:59:05.6Z,1,REGULAR,steal,,[],1628436,,,1610612738,20,24,2022-12-03T00:59:07Z,1240000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
128,PT03M22.00S,2022-12-03T00:59:12.6Z,1,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,20,24,2022-12-03T00:59:21Z,1250000,False,,,0,,G. Williams step out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,202053.0,step,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,1.0,,,,
129,PT03M04.00S,2022-12-03T00:59:41.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,10.463206307490145,96.56862745098039,1610612748,20,24,2022-12-03T00:59:46Z,1260000,False,-233.0,46.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,
130,PT03M00.00S,2022-12-03T00:59:45.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,20,24,2022-12-03T00:59:46Z,1270000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,129.0,2.0,1.0,1.0,,,,,,,,,,,,,
131,PT02M52.00S,2022-12-03T00:59:55.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,20,24,2022-12-03T01:00:17Z,1280000,False,,,0,,M. Strus personal FOUL (1 PF) (Brown 2 FT),"[1629622, 1627759]",1610612748.0,MIA,202053.0,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,,,,
133,PT02M52.00S,2022-12-03T01:00:10.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,20,24,2022-12-03T01:00:10Z,1300000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M52.00S,2022-12-03T01:02:29.3Z,1,REGULAR,substitution,out,[],200768,,,1610612738,20,24,2022-12-03T01:02:56Z,1310000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M52.00S,2022-12-03T01:02:29.3Z,1,REGULAR,substitution,out,[],1628997,,,1610612738,20,24,2022-12-03T01:02:56Z,1320000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M52.00S,2022-12-03T01:02:29.3Z,1,REGULAR,substitution,in,[],1629639,,,1610612738,20,24,2022-12-03T01:02:56Z,1330000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M52.00S,2022-12-03T01:02:29.3Z,1,REGULAR,substitution,in,[],1629312,,,1610612738,20,24,2022-12-03T01:02:56Z,1340000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M52.00S,2022-12-03T01:03:11.2Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,21,24,2022-12-03T01:03:11Z,1350000,False,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
139,PT02M52.00S,2022-12-03T01:03:26.6Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,22,24,2022-12-03T01:03:26Z,1360000,False,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
140,PT02M29.00S,2022-12-03T01:03:50.4Z,1,REGULAR,3pt,Jump Shot,[],1629216,22.946780551905388,8.333333333333332,1610612748,22,24,2022-12-03T01:03:58Z,1370000,False,208.0,163.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,
141,PT02M27.00S,2022-12-03T01:03:52.4Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612748,22,24,2022-12-03T01:03:58Z,1380000,False,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,
142,PT02M27.00S,2022-12-03T01:03:56.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,22,24,2022-12-03T01:04:58Z,1390000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
143,PT02M10.00S,2022-12-03T01:04:18.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,89.43823915900131,53.18627450980392,1610612738,22,24,2022-12-03T01:06:20Z,1400000,False,16.0,47.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,
144,PT02M09.00S,2022-12-03T01:04:20.8Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,22,24,2022-12-03T01:04:20Z,1410000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,
146,PT02M09.00S,2022-12-03T01:04:25.8Z,1,REGULAR,substitution,out,[],203473,,,1610612748,22,24,2022-12-03T01:04:30Z,1430000,False,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M09.00S,2022-12-03T01:04:25.8Z,1,REGULAR,substitution,in,[],1628389,,,1610612748,22,24,2022-12-03T01:04:30Z,1440000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M53.00S,2022-12-03T01:04:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,19.92444152431012,50.73529411764706,1610612748,22,24,2022-12-03T01:07:12Z,1450000,False,-4.0,135.0,1,left,MISS H. Highsmith 13' driving floating Shot,[1629312],1610612748.0,MIA,,driving floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,13.49,Missed,,,,,,,,,,,,,,,,,
149,PT01M50.00S,2022-12-03T01:05:00.5Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,22,24,2022-12-03T01:05:03Z,1460000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,
150,PT01M34.00S,2022-12-03T01:05:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,90.75229960578186,49.754901960784316,1610612738,22,24,2022-12-03T01:07:55Z,1470000,False,-1.0,34.0,1,right,MISS D. White driving floating Shot,[1628401],1610612738.0,BOS,,driving floating,,,White,D. White,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,
151,PT01M31.00S,2022-12-03T01:05:19.7Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,22,24,2022-12-03T01:05:21Z,1480000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
152,PT01M24.00S,2022-12-03T01:05:26.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,32.933639947437584,68.13725490196079,1610612748,22,24,2022-12-03T01:05:31Z,1490000,False,-91.0,257.0,1,left,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.26,Missed,,,,,,,,,,,,,,,,,
153,PT01M21.00S,2022-12-03T01:05:29.1Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612748,22,24,2022-12-03T01:05:29Z,1500000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,
154,PT01M19.00S,2022-12-03T01:05:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,11.383048620236531,36.029411764705884,1610612748,22,26,2022-12-03T01:05:36Z,1510000,False,70.0,55.0,1,left,T. Herro 8' cutting Layup (7 PTS) (G. Vincent 1 AST),"[1629639, 1629216]",1610612748.0,MIA,,cutting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,8.86,Made,,,,,,,,,7.0,G. Vincent,1629216.0,1.0,,,,,
156,PT01M03.00S,2022-12-03T01:05:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.06636005256242,48.03921568627451,1610612738,24,26,2022-12-03T01:05:53Z,1530000,False,-10.0,22.0,1,right,M. Brogdon driving Layup (2 PTS) (J. Brown 2 AST),"[1627763, 1627759]",1610612738.0,BOS,,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.42,Made,,,,,,,,,2.0,J. Brown,1627759.0,2.0,,,,,
158,PT00M52.80S,2022-12-03T01:05:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.011169513797633,64.2156862745098,1610612748,24,26,2022-12-03T01:06:04Z,1550000,False,-71.0,79.0,1,left,MISS B. Adebayo 10' fadeaway Shot,[1628389],1610612748.0,MIA,,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,10.64,Missed,,,,,,,,,,,,,,,,,
159,PT00M49.90S,2022-12-03T01:06:01.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,24,26,2022-12-03T01:06:04Z,1560000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,
160,PT00M45.10S,2022-12-03T01:06:06.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,68.80749014454665,23.52941176470588,1610612738,27,26,2022-12-03T01:09:10Z,1570000,False,-132.0,241.0,1,right,M. Brogdon 27' 3PT running pullup (5 PTS) (G. Williams 1 AST),"[1627763, 1629684]",1610612738.0,BOS,,running pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.47,Made,,,,,,,,,5.0,G. Williams,1629684.0,1.0,,,,,
162,PT00M31.90S,2022-12-03T01:06:30.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,27,26,2022-12-03T01:06:41Z,1590000,False,,,0,,D. White personal FOUL (1 PF) (Strus 2 FT),"[1628401, 1629622]",1610612738.0,BOS,202053.0,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,1.0,0.0,Strus,1629622.0,,,,,,,,,
164,PT00M31.90S,2022-12-03T01:06:52.1Z,1,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,27,26,2022-12-03T01:06:52Z,1610000,False,,,0,,MISS M. Strus Free Throw 1 of 2,[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,
165,PT00M31.90S,2022-12-03T01:06:52.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,27,26,2022-12-03T01:06:52Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,
166,PT00M31.90S,2022-12-03T01:07:07.7Z,1,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,27,27,2022-12-03T01:07:07Z,1630000,False,,,0,,M. Strus Free Throw 2 of 2 (4 PTS),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
167,PT00M06.90S,2022-12-03T01:07:34.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,73.53810775295663,83.33333333333334,1610612738,27,27,2022-12-03T01:07:40Z,1640000,False,167.0,196.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,
168,PT00M03.00S,2022-12-03T01:07:38.6Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,27,27,2022-12-03T01:07:38Z,1650000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,,
169,PT00M00.00S,2022-12-03T01:07:42.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,32.802233902759525,70.34313725490196,1610612748,27,27,2022-12-03T01:10:49Z,1660000,False,-102.0,256.0,1,left,MISS M. Strus 27' running pullup 3PT,[1629622],1610612748.0,MIA,,running pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,
