actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
83,PT05M00.00S,2022-11-15T00:54:47.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,94.82588699080158,53.67647058823529,1610612760,17,21,2022-11-15T01:02:00Z,780000,False,18.0,-4.0,1,right,J. Giddey running Layup (4 PTS),[1630581],1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,1.88,Made,Giddey,J. Giddey,,,,,4.0,,,,,,,,,,,,,
84,PT04M43.00S,2022-11-15T00:55:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.623521681997373,52.94117647058824,1610612738,17,21,2022-11-15T00:56:11Z,790000,False,-15.0,29.0,1,left,MISS J. Brown floating Shot - blocked,"[1627759, 1630197]",1610612738.0,BOS,floating,,,,,,Restricted Area,0-8 Center,3.22,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,Pokusevski,1630197.0
85,PT04M43.00S,2022-11-15T00:55:04.2Z,1,REGULAR,block,,[],1630197,,,1610612738,17,21,2022-11-15T00:55:07Z,800000,False,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
86,PT04M38.00S,2022-11-15T00:55:09.2Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,17,21,2022-11-15T00:56:11Z,810000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Pokusevski,A. Pokusevski,84.0,3.0,3.0,0.0,,,,,,,,,,,,,,
87,PT04M36.00S,2022-11-15T00:55:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,93.51182654402102,52.94117647058824,1610612760,17,23,2022-11-15T00:55:17Z,820000,False,15.0,8.0,1,right,S. Gilgeous-Alexander running Layup (8 PTS),[1628983],1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,1.7,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,8.0,,,,,,,,,,,,,
88,PT04M31.00S,2022-11-15T00:55:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612738,17,23,2022-11-15T00:55:38Z,830000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Williams 2 FT),"[1630581, 1629684]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Giddey,J. Giddey,,,,,,,,,1627534.0,1.0,0.0,Williams,1629684.0,,,,,
91,PT04M31.00S,2022-11-15T00:55:43.6Z,1,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,18,23,2022-11-15T00:55:43Z,850000,False,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,,,,,,,Made,Williams,G. Williams,,,,,1.0,,,,,,,,,,,,,
92,PT04M31.00S,2022-11-15T00:55:50.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612738,18,23,2022-11-15T00:55:56Z,860000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2022-11-15T00:55:50.6Z,1,REGULAR,substitution,out,[],1630197,,,1610612738,18,23,2022-11-15T00:55:56Z,870000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,,,,,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
94,PT04M31.00S,2022-11-15T00:55:50.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612738,18,23,2022-11-15T00:55:56Z,880000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2022-11-15T00:55:50.6Z,1,REGULAR,substitution,in,[],1630526,,,1610612738,18,23,2022-11-15T00:55:56Z,890000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
96,PT04M31.00S,2022-11-15T00:56:00.7Z,1,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,19,23,2022-11-15T00:56:00Z,900000,False,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,,,,,,,Made,Williams,G. Williams,,,,,2.0,,,,,,,,,,,,,
97,PT04M26.00S,2022-11-15T00:56:06.7Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612760,19,23,2022-11-15T00:56:23Z,910000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[203935, 1628983]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Smart,M. Smart,,,,,,,,,1627534.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
99,PT04M26.00S,2022-11-15T00:56:31.7Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,19,24,2022-11-15T00:56:31Z,930000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,9.0,,,,,,,,,,,,,
100,PT04M26.00S,2022-11-15T00:56:44.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,19,25,2022-11-15T00:56:44Z,940000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,10.0,,,,,,,,,,,,,
101,PT04M12.00S,2022-11-15T00:57:00.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,27.677398160315374,85.29411764705883,1610612738,19,25,2022-11-15T00:57:08Z,950000,False,-176.0,208.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,27.26,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2022-11-15T00:57:02.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,19,25,2022-11-15T00:57:08Z,960000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Robinson-Earl,J. Robinson-Earl,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT04M02.00S,2022-11-15T00:57:10.2Z,1,REGULAR,3pt,Jump Shot,[],1631114,77.08607095926413,87.5,1610612760,19,28,2022-11-15T00:57:14Z,970000,False,188.0,163.0,1,right,J. Williams 24' 3PT  (9 PTS) (S. Gilgeous-Alexander 3 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,24.84,Made,Williams,J. Williams,,,,,9.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,
105,PT03M39.00S,2022-11-15T00:57:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.229303547963205,53.431372549019606,1610612738,21,28,2022-11-15T00:57:39Z,990000,False,-17.0,25.0,1,left,J. Brown cutting Layup (10 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,cutting,,,,,,Restricted Area,0-8 Center,3.03,Made,Brown,J. Brown,,,,,10.0,A. Horford,201143.0,1.0,,,,,,,,,,
107,PT03M25.00S,2022-11-15T00:57:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,87.20433639947439,41.17647058823529,1610612760,21,30,2022-11-15T00:57:56Z,1010000,False,-44.0,68.0,1,right,S. Gilgeous-Alexander 8' turnaround bank Jump Shot (12 PTS),[1628983],1610612760.0,OKC,turnaround bank,,,,,,In The Paint (Non-RA),8-16 Left,8.09,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,12.0,,,,,,,,,,,,,
108,PT03M06.00S,2022-11-15T00:58:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.74178712220762,36.27450980392157,1610612738,23,30,2022-11-15T00:58:46Z,1020000,False,69.0,124.0,1,left,J. Brown 14' Jump Shot (12 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,14.14,Made,Brown,J. Brown,,,,,12.0,A. Horford,201143.0,2.0,,,,,,,,,,
110,PT03M06.00S,2022-11-15T00:58:13.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,23,30,2022-11-15T00:58:52Z,1040000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M06.00S,2022-11-15T00:59:23.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612760,23,30,2022-11-15T01:00:55Z,1050000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2022-11-15T00:59:23.7Z,1,REGULAR,substitution,out,[],203935,,,1610612760,23,30,2022-11-15T01:00:55Z,1060000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2022-11-15T00:59:23.7Z,1,REGULAR,substitution,out,[],201143,,,1610612760,23,30,2022-11-15T01:00:55Z,1070000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
114,PT03M06.00S,2022-11-15T00:59:23.7Z,1,REGULAR,substitution,in,[],1630573,,,1610612760,23,30,2022-11-15T01:00:55Z,1080000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
115,PT03M06.00S,2022-11-15T00:59:23.7Z,1,REGULAR,substitution,in,[],1628436,,,1610612760,23,30,2022-11-15T01:00:55Z,1090000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
116,PT03M06.00S,2022-11-15T00:59:23.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612760,23,30,2022-11-15T01:00:55Z,1100000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
117,PT02M49.00S,2022-11-15T01:01:28.2Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,23,30,2022-11-15T01:12:25Z,1110000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1628369]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Williams,J. Williams,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,
118,PT02M49.00S,2022-11-15T01:01:28.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,23,30,2022-11-15T01:01:31Z,1120000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
119,PT02M48.00S,2022-11-15T01:01:33.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612738,23,30,2022-11-15T01:01:42Z,1130000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630198, 1628369]",1610612760.0,OKC,shooting,,,,,,Mid-Range,8-16 Right,,,Joe,I. Joe,,,,,,,,,1627534.0,1.0,0.0,Tatum,1628369.0,,,,,
121,PT02M48.00S,2022-11-15T01:01:57.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,24,30,2022-11-15T01:08:28Z,1150000,False,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,3.0,,,,,,,,,,,,,
122,PT02M48.00S,2022-11-15T01:02:04.5Z,1,REGULAR,substitution,out,[],1631114,,,1610612738,24,30,2022-11-15T01:02:07Z,1160000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2022-11-15T01:02:04.5Z,1,REGULAR,substitution,in,[],1629652,,,1610612738,24,30,2022-11-15T01:02:07Z,1170000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2022-11-15T01:01:57.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,25,30,2022-11-15T01:08:28Z,1180000,False,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,4.0,,,,,,,,,,,,,
125,PT02M37.00S,2022-11-15T01:02:32.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,90.22667542706965,95.09803921568627,1610612760,25,30,2022-11-15T01:02:37Z,1190000,False,225.0,39.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,22.89,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
126,PT02M34.00S,2022-11-15T01:02:35.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,30,2022-11-15T01:02:37Z,1200000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,Tatum,J. Tatum,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT02M26.00S,2022-11-15T01:02:43.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,9.543363994743759,96.07843137254902,1610612738,25,30,2022-11-15T01:02:54Z,1210000,False,-230.0,37.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,23.34,Missed,White,D. White,,,,,,,,,,,,,,,,,,
128,PT02M23.00S,2022-11-15T01:02:46.1Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,25,30,2022-11-15T01:02:46Z,1220000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,Tatum,J. Tatum,127.0,3.0,2.0,1.0,,,,,,,,,,,,,,
129,PT02M20.00S,2022-11-15T01:02:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.835085413929041,47.549019607843135,1610612738,27,30,2022-11-15T01:02:57Z,1230000,False,12.0,21.0,1,left,J. Tatum driving Layup (6 PTS),[1628369],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,2.44,Made,Tatum,J. Tatum,,,,,6.0,,,,,,,,,,,,,
130,PT02M01.00S,2022-11-15T01:03:27.4Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,27,30,2022-11-15T01:03:32Z,1240000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
131,PT02M01.00S,2022-11-15T01:03:27.4Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,27,30,2022-11-15T01:03:32Z,1250000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,,,,,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2022-11-15T01:03:27.6Z,1,REGULAR,3pt,Jump Shot,[],1630198,92.32917214191852,96.07843137254902,1610612760,27,30,2022-11-15T01:06:47Z,1260000,False,230.0,20.0,1,right,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.12,Missed,Joe,I. Joe,,,,,,,,,,,,,,,,,,
134,PT01M58.00S,2022-11-15T01:03:29.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,27,30,2022-11-15T01:06:47Z,1270000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,Kornet,L. Kornet,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT01M38.00S,2022-11-15T01:04:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,14.536793692509855,3.431372549019608,1610612738,27,30,2022-11-15T01:04:13Z,1280000,False,233.0,84.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,24.75,Missed,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
136,PT01M35.00S,2022-11-15T01:04:06.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,27,30,2022-11-15T01:04:13Z,1290000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Dort,L. Dort,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT01M28.00S,2022-11-15T01:04:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.38042049934296,55.14705882352941,1610612760,27,30,2022-11-15T01:11:39Z,1300000,False,26.0,10.0,1,right,MISS L. Dort Layup - blocked,"[1629652, 1628436]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,2.75,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,Kornet,1628436.0
138,PT01M28.00S,2022-11-15T01:04:13.0Z,1,REGULAR,block,,[],1628436,,,1610612760,27,30,2022-11-15T01:04:15Z,1310000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
139,PT01M24.00S,2022-11-15T01:04:17.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,27,30,2022-11-15T01:04:19Z,1320000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Brown,J. Brown,137.0,3.0,3.0,0.0,,,,,,,,,,,,,,
140,PT01M21.00S,2022-11-15T01:04:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,7.966491458607096,54.166666666666664,1610612738,27,30,2022-11-15T01:04:27Z,1330000,False,-21.0,22.0,1,left,MISS D. White running Layup,[1628401],1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,3.06,Missed,White,D. White,,,,,,,,,,,,,,,,,,
141,PT01M18.00S,2022-11-15T01:04:22.4Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,27,30,2022-11-15T01:04:22Z,1340000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Gilgeous-Alexander,S. Gilgeous-Alexander,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT01M15.00S,2022-11-15T01:04:25.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,84.05059132720105,96.32352941176471,1610612760,27,33,2022-11-15T01:12:47Z,1350000,False,232.0,97.0,1,right,L. Dort 25' 3PT running (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1629652, 1628983]",1610612760.0,OKC,running,,,,,,Above the Break 3,24+ Right Center,25.12,Made,Dort,L. Dort,,,,,6.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,
144,PT00M55.80S,2022-11-15T01:04:44.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,14.931011826544022,2.696078431372549,1610612738,27,33,2022-11-15T01:04:52Z,1370000,False,237.0,88.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,25.23,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
145,PT00M53.50S,2022-11-15T01:04:47.1Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,27,33,2022-11-15T01:04:52Z,1380000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:4),[1630197],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Pokusevski,A. Pokusevski,144.0,4.0,4.0,0.0,,,,,,,,,,,,,,
146,PT00M48.40S,2022-11-15T01:04:53.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628983,89.56964520367937,76.7156862745098,1610612760,27,33,2022-11-15T01:05:04Z,1390000,False,134.0,46.0,1,right,MISS S. Gilgeous-Alexander 14' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,,,,Mid-Range,8-16 Right,14.11,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
147,PT00M46.00S,2022-11-15T01:04:55.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,33,2022-11-15T01:05:04Z,1400000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,,,Tatum,J. Tatum,146.0,4.0,3.0,1.0,,,,,,,,,,,,,,
148,PT00M39.70S,2022-11-15T01:05:01.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,7.046649145860711,96.07843137254902,1610612738,30,33,2022-11-15T01:05:08Z,1410000,False,-230.0,14.0,1,left,D. White 3PT  (3 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,23.08,Made,White,D. White,,,,,3.0,J. Brown,1627759.0,2.0,,,,,,,,,,
150,PT00M35.10S,2022-11-15T01:05:14.3Z,1,REGULAR,foul,personal,[],1628369,,,1610612760,30,33,2022-11-15T01:05:41Z,1430000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628983]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Left Center,,,Tatum,J. Tatum,,,,,,,,,203177.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
152,PT00M35.10S,2022-11-15T01:05:23.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612760,30,33,2022-11-15T01:05:36Z,1450000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
153,PT00M35.10S,2022-11-15T01:05:23.7Z,1,REGULAR,substitution,out,[],1630198,,,1610612760,30,33,2022-11-15T01:05:36Z,1460000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
154,PT00M35.10S,2022-11-15T01:05:23.7Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,30,33,2022-11-15T01:05:36Z,1470000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
155,PT00M35.10S,2022-11-15T01:05:23.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612760,30,33,2022-11-15T01:05:36Z,1480000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
156,PT00M35.10S,2022-11-15T01:05:23.7Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,30,33,2022-11-15T01:05:36Z,1490000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
157,PT00M35.10S,2022-11-15T01:05:23.7Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,30,33,2022-11-15T01:05:36Z,1500000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
158,PT00M27.50S,2022-11-15T01:05:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,88.38699080157687,49.26470588235294,1610612760,30,33,2022-11-15T01:05:59Z,1510000,False,-4.0,57.0,1,right,MISS A. Pokusevski driving floating Shot,[1630197],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
159,PT00M26.10S,2022-11-15T01:05:50.0Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,30,33,2022-11-15T01:05:59Z,1520000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:4),[1630197],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pokusevski,A. Pokusevski,158.0,5.0,4.0,1.0,,,,,,,,,,,,,,
160,PT00M26.10S,2022-11-15T01:05:54.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630197,94.40999984741211,50.0,1610612760,30,35,2022-11-15T01:06:07Z,1530000,False,0.0,0.0,1,right,A. Pokusevski tip DUNK (4 PTS),[1630197],1610612760.0,OKC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Pokusevski,A. Pokusevski,,,,,4.0,,,,,,,,,,,,,
161,PT00M06.60S,2022-11-15T01:06:13.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,36.48160315374508,35.294117647058826,1610612738,30,35,2022-11-15T01:06:23Z,1540000,False,74.0,290.0,1,left,MISS J. Tatum 29' 3PT,[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,29.96,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
162,PT00M03.40S,2022-11-15T01:06:16.3Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,30,35,2022-11-15T01:06:16Z,1550000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,Pritchard,P. Pritchard,161.0,1.0,0.0,1.0,,,,,,,,,,,,,,
163,PT00M02.40S,2022-11-15T01:06:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,8.492115637319317,53.18627450980392,1610612738,32,35,2022-11-15T01:06:26Z,1560000,False,-16.0,27.0,1,left,P. Pritchard putback Layup (2 PTS),[1630202],1610612738.0,BOS,putback,,,,,,Restricted Area,0-8 Center,3.16,Made,Pritchard,P. Pritchard,,,,,2.0,,,,,,,,,,,,,
164,PT00M00.00S,2022-11-15T01:06:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,76.76166228646518,88.7484681372549,1610612760,32,35,2022-11-15T01:14:40Z,1570000,False,194.0,166.0,1,right,MISS J. Giddey 25' running 3PT,[1630581],1610612760.0,OKC,running,,,,,,Above the Break 3,24+ Right Center,25.5,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
