actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
93,PT05M18.00S,2022-10-28T23:57:09.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,23,2022-10-28T23:57:33Z,920000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,92.0,,,2.0,2.0,0.0,,,,,,,,
94,PT05M06.00S,2022-10-28T23:57:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,92.72339027595268,49.754901960784316,1610612738,14,23,2022-10-28T23:57:43Z,930000,-1.0,16.0,1,right,A. Horford driving finger roll Layup (4 PTS) (M. Brogdon 1 AST),"[201143, 1627763]",1610612738.0,BOS,driving finger roll,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.59,,,,,M. Brogdon,1627763.0,1.0,,,,
96,PT04M49.00S,2022-10-28T23:57:54.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,8.229303547963205,50.0,1610612739,14,25,2022-10-28T23:58:04Z,950000,0.0,25.0,1,left,J. Allen cutting DUNK (6 PTS) (C. LeVert 2 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.49,,,,,C. LeVert,1627747.0,2.0,,,,
98,PT04M34.00S,2022-10-28T23:58:09.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,93.51182654402102,51.470588235294116,1610612738,16,25,2022-10-28T23:58:14Z,970000,7.0,8.0,1,right,L. Kornet cutting DUNK (2 PTS) (J. Brown 1 AST),"[1628436, 1627759]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.13,,,,,J. Brown,1627759.0,1.0,,,,
100,PT04M20.00S,2022-10-28T23:58:22.6Z,1,REGULAR,2pt,Jump Shot,[],201567,23.52168199737188,46.369485294117645,1610612739,16,27,2022-10-28T23:58:44Z,990000,18.0,169.0,1,left,K. Love 16' Jump Shot (2 PTS) (R. Neto 1 AST),"[201567, 203526]",1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,,Made,,2.0,16.96,,,,,R. Neto,203526.0,1.0,,,,
102,PT04M15.00S,2022-10-28T23:58:36.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203526,,,1610612738,16,27,2022-10-28T23:58:43Z,1010000,,,0,,R. Neto personal FOUL (1 PF) (Smart 2 FT),"[203526, 203935]",1610612739.0,CLE,,,,Neto,R. Neto,,,,,Mid-Range,8-16 Right,1151.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
104,PT04M15.00S,2022-10-28T23:58:55.6Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,17,27,2022-10-28T23:59:19Z,1030000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
105,PT04M15.00S,2022-10-28T23:58:57.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612738,17,27,2022-10-28T23:59:10Z,1040000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M15.00S,2022-10-28T23:58:57.1Z,1,REGULAR,substitution,out,[],1629731,,,1610612738,17,27,2022-10-28T23:59:10Z,1050000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M15.00S,2022-10-28T23:58:57.1Z,1,REGULAR,substitution,in,[],1626224,,,1610612738,17,27,2022-10-28T23:59:10Z,1060000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M15.00S,2022-10-28T23:58:57.1Z,1,REGULAR,substitution,in,[],1630596,,,1610612738,17,27,2022-10-28T23:59:10Z,1070000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M15.00S,2022-10-28T23:58:55.6Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,17,27,2022-10-28T23:59:19Z,1080000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
110,PT04M15.00S,2022-10-28T23:58:55.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,17,27,2022-10-28T23:59:19Z,1090000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,109.0,,,1.0,1.0,0.0,,,,,,,,
111,PT03M57.00S,2022-10-28T23:59:32.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612739,17,27,2022-10-28T23:59:51Z,1100000,,,0,,J. Brown shooting personal FOUL (2 PF) (Mobley 2 FT),"[1627759, 1630596]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,202049.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
113,PT03M57.00S,2022-10-29T00:00:17.6Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,17,28,2022-10-29T00:07:15Z,1120000,,,0,,E. Mobley Free Throw 1 of 2 (5 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
118,PT03M57.00S,2022-10-29T00:00:17.6Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,17,29,2022-10-29T00:07:15Z,1125000,,,0,,E. Mobley Free Throw 2 of 2 (6 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
114,PT03M57.00S,2022-10-29T00:00:21.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,17,29,2022-10-29T00:07:15Z,1130000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M57.00S,2022-10-29T00:00:21.4Z,1,REGULAR,substitution,out,[],203935,,,1610612738,17,29,2022-10-29T00:07:15Z,1140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M57.00S,2022-10-29T00:00:21.4Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,17,29,2022-10-29T00:07:15Z,1150000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M57.00S,2022-10-29T00:00:21.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,17,29,2022-10-29T00:07:15Z,1160000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M36.00S,2022-10-29T00:01:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,81.42247043363994,37.745098039215684,1610612738,19,29,2022-10-29T00:01:18Z,1165000,-61.0,122.0,1,right,M. Brogdon 13' step back Jump Shot (2 PTS),[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,13.66,,,,,,,,,,,
120,PT03M26.00S,2022-10-29T00:01:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.835085413929041,56.86274509803921,1610612739,19,29,2022-10-29T00:01:37Z,1167500,-34.0,21.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.03,,,,,,,,,,,
121,PT03M23.00S,2022-10-29T00:01:17.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,19,29,2022-10-29T00:01:37Z,1168750,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,120.0,,,1.0,1.0,0.0,,,,,,,,
122,PT03M19.00S,2022-10-29T00:01:20.4Z,1,REGULAR,foul,offensive,['inpenalty'],1630573,,,1610612738,19,29,2022-10-29T00:01:25Z,1210000,,,0,,S. Hauser charge offensive FOUL (1 PF),"[1630573, 201567]",1610612738.0,BOS,charge,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,202049.0,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,,
124,PT03M19.00S,2022-10-29T00:01:20.4Z,1,REGULAR,turnover,offensive foul,[],1630573,,,1610612738,19,29,2022-10-29T00:01:20Z,1230000,,,0,,S. Hauser offensive foul TURNOVER (1 TO),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,202049.0,,,,,,,,,,,,1.0,,,,,,,
125,PT03M19.00S,2022-10-29T00:01:34.1Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,19,29,2022-10-29T00:01:43Z,1240000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M19.00S,2022-10-29T00:01:34.1Z,1,REGULAR,substitution,out,[],203526,,,1610612739,19,29,2022-10-29T00:01:43Z,1250000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M19.00S,2022-10-29T00:01:34.1Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,19,29,2022-10-29T00:01:43Z,1260000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M19.00S,2022-10-29T00:01:34.1Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,19,29,2022-10-29T00:01:43Z,1270000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M07.00S,2022-10-29T00:02:02.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,27.151773981603156,16.911764705882355,1610612739,19,29,2022-10-29T00:02:20Z,1280000,165.0,203.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.16,,,,,,,,,,,
130,PT03M05.00S,2022-10-29T00:02:04.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,19,29,2022-10-29T00:02:20Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,129.0,,,,,,,,,,,,,
131,PT03M05.00S,2022-10-29T00:02:16.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612738,19,29,2022-10-29T00:02:24Z,1300000,,,0,,K. Love loose ball personal FOUL (2 PF) (Brogdon 2 FT),"[201567, 1627763]",1610612739.0,CLE,loose ball,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1627519.0,2.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,,
133,PT03M05.00S,2022-10-29T00:02:42.7Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,20,29,2022-10-29T00:02:42Z,1320000,,,0,,M. Brogdon Free Throw 1 of 2 (3 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
134,PT03M05.00S,2022-10-29T00:02:57.3Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,21,29,2022-10-29T00:02:57Z,1330000,,,0,,M. Brogdon Free Throw 2 of 2 (4 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
135,PT02M43.00S,2022-10-29T00:03:20.8Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,21,29,2022-10-29T00:03:26Z,1340000,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1627763]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,Brogdon,1627763.0,,
136,PT02M43.00S,2022-10-29T00:03:20.8Z,1,REGULAR,steal,,[],1627763,,,1610612738,21,29,2022-10-29T00:03:22Z,1350000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
137,PT02M40.00S,2022-10-29T00:03:24.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630573,92.46057818659659,49.26470588235294,1610612738,23,29,2022-10-29T00:04:24Z,1360000,-4.0,18.0,1,right,S. Hauser running finger roll Layup (2 PTS) (M. Brogdon 2 AST),"[1630573, 1627763]",1610612738.0,BOS,running finger roll,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.88,,,,,M. Brogdon,1627763.0,2.0,,,,
139,PT02M40.00S,2022-10-29T00:03:30.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,23,29,2022-10-29T00:03:30Z,1380000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M27.00S,2022-10-29T00:06:33.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201567,10.85742444152431,43.872549019607845,1610612739,23,29,2022-10-29T00:08:05Z,1390000,31.0,50.0,1,left,MISS K. Love Hook - blocked,"[201567, 1628369]",1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.83,,,,,,,,,,Tatum,1628369.0
141,PT02M27.00S,2022-10-29T00:06:33.8Z,1,REGULAR,block,,[],1628369,,,1610612739,23,29,2022-10-29T00:06:36Z,1400000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT02M23.00S,2022-10-29T00:06:37.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,23,29,2022-10-29T00:06:59Z,1410000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,140.0,,,1.0,1.0,0.0,,,,,,,,
144,PT02M18.00S,2022-10-29T00:06:56.8Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,23,29,2022-10-29T00:07:09Z,1430000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,1627519.0,,,,,,,,,,,,1.0,,,,,,,
145,PT02M09.00S,2022-10-29T00:07:19.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612739,23,29,2022-10-29T00:08:03Z,1440000,,,0,,M. Brogdon personal FOUL (1 PF) (Osman 2 FT),"[1627763, 1626224]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,1151.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,
147,PT02M09.00S,2022-10-29T00:07:42.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626224,,,1610612739,23,29,2022-10-29T00:07:42Z,1460000,,,0,,MISS C. Osman Free Throw 1 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
148,PT02M09.00S,2022-10-29T00:07:42.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,23,29,2022-10-29T00:07:42Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,
149,PT02M09.00S,2022-10-29T00:07:59.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626224,,,1610612739,23,30,2022-10-29T00:07:59Z,1480000,,,0,,C. Osman Free Throw 2 of 2 (1 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
150,PT01M58.00S,2022-10-29T00:08:11.0Z,1,REGULAR,3pt,Jump Shot,[],201143,91.27792378449409,95.83333333333334,1610612738,26,30,2022-10-29T00:08:16Z,1490000,229.0,29.0,1,right,A. Horford 3PT  (7 PTS) (M. Brogdon 3 AST),"[201143, 1627763]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,Made,,7.0,23.11,,,,,M. Brogdon,1627763.0,3.0,,,,
152,PT01M45.00S,2022-10-29T00:08:35.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612739,26,30,2022-10-29T00:08:40Z,1510000,,,0,,J. Tatum personal FOUL (2 PF) (Love 2 FT),"[1628369, 201567]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,202049.0,2.0,0.0,Love,201567.0,,,,,,,,,,,,,,,
154,PT01M45.00S,2022-10-29T00:09:07.3Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,26,31,2022-10-29T00:09:07Z,1530000,,,0,,K. Love Free Throw 1 of 2 (3 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
155,PT01M45.00S,2022-10-29T00:09:41.7Z,1,REGULAR,substitution,out,[],201143,,,1610612739,26,31,2022-10-29T00:09:47Z,1540000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M45.00S,2022-10-29T00:09:41.7Z,1,REGULAR,substitution,in,[],201933,,,1610612739,26,31,2022-10-29T00:09:47Z,1550000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M45.00S,2022-10-29T00:09:07.3Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,26,31,2022-10-29T00:10:08Z,1560000,,,0,,MISS K. Love Free Throw 2 of 2,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
158,PT01M45.00S,2022-10-29T00:09:07.3Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,26,31,2022-10-29T00:10:08Z,1570000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,157.0,,,1.0,1.0,0.0,,,,,,,,
159,PT01M32.00S,2022-10-29T00:10:13.2Z,1,REGULAR,2pt,Jump Shot,[],1627763,76.5604467805519,58.82352941176471,1610612738,26,31,2022-10-29T00:10:24Z,1580000,44.0,168.0,1,right,MISS M. Brogdon 17' step back Shot,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,17.35,,,,,,,,,,,
160,PT01M29.00S,2022-10-29T00:10:16.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,26,31,2022-10-29T00:10:24Z,1590000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,159.0,,,,,,,,,,,,,
162,PT01M19.00S,2022-10-29T00:10:38.6Z,1,REGULAR,foul,offensive,['inpenalty'],1630171,,,1610612739,26,31,2022-10-29T00:10:54Z,1610000,,,0,,I. Okoro offensive FOUL (1 PF),"[1630171, 1627763]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,202049.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,,
164,PT01M19.00S,2022-10-29T00:10:38.6Z,1,REGULAR,turnover,offensive foul,[],1630171,,,1610612739,26,31,2022-10-29T00:10:38Z,1630000,,,0,,I. Okoro offensive foul TURNOVER (1 TO),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,202049.0,,,,,,,,,,,,1.0,,,,,,,
165,PT01M07.00S,2022-10-29T00:11:10.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612738,26,31,2022-10-29T00:11:59Z,1640000,,,0,,I. Okoro personal FOUL (2 PF) (Tatum 2 FT),"[1630171, 1628369]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,1627519.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
167,PT01M07.00S,2022-10-29T00:11:36.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,26,31,2022-10-29T00:11:36Z,1660000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
168,PT01M07.00S,2022-10-29T00:11:36.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,26,31,2022-10-29T00:11:36Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,
169,PT01M07.00S,2022-10-29T00:11:57.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,27,31,2022-10-29T00:11:57Z,1680000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
170,PT00M52.70S,2022-10-29T00:12:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.931011826544022,45.588235294117645,1610612739,27,31,2022-10-29T00:12:24Z,1690000,22.0,88.0,1,left,MISS D. Mitchell 9' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.06,,,,,,,,,,,
171,PT00M50.50S,2022-10-29T00:12:16.7Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,27,31,2022-10-29T00:12:57Z,1700000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,170.0,,,2.0,2.0,0.0,,,,,,,,
172,PT00M44.40S,2022-10-29T00:12:30.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612738,27,31,2022-10-29T00:12:49Z,1710000,,,0,,I. Okoro personal FOUL (3 PF) (Griffin 2 FT),"[1630171, 201933]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Center,1627519.0,3.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,
174,PT00M44.40S,2022-10-29T00:12:58.5Z,1,REGULAR,freethrow,1 of 2,[],201933,,,1610612738,28,31,2022-10-29T00:12:58Z,1730000,,,0,,B. Griffin Free Throw 1 of 2 (1 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
175,PT00M44.40S,2022-10-29T00:13:01.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,28,31,2022-10-29T00:13:10Z,1740000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M44.40S,2022-10-29T00:13:01.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612738,28,31,2022-10-29T00:13:10Z,1750000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M44.40S,2022-10-29T00:13:01.9Z,1,REGULAR,substitution,in,[],203935,,,1610612738,28,31,2022-10-29T00:13:10Z,1760000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M44.40S,2022-10-29T00:13:01.9Z,1,REGULAR,substitution,in,[],1629731,,,1610612738,28,31,2022-10-29T00:13:10Z,1770000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M44.40S,2022-10-29T00:13:18.9Z,1,REGULAR,substitution,out,[],1628436,,,1610612738,28,31,2022-10-29T00:13:22Z,1780000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M44.40S,2022-10-29T00:13:18.9Z,1,REGULAR,substitution,in,[],203943,,,1610612738,28,31,2022-10-29T00:13:22Z,1790000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M44.40S,2022-10-29T00:13:37.3Z,1,REGULAR,freethrow,2 of 2,[],201933,,,1610612738,29,31,2022-10-29T00:13:37Z,1800000,,,0,,B. Griffin Free Throw 2 of 2 (2 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
182,PT00M33.20S,2022-10-29T00:13:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.835085413929041,50.245098039215684,1610612739,29,33,2022-10-29T00:14:03Z,1810000,-1.0,21.0,1,left,D. Mitchell driving finger roll Layup (7 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.11,,,,,,,,,,,
184,PT00M29.20S,2022-10-29T00:14:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.46057818659659,53.92156862745098,1610612738,29,33,2022-10-29T00:14:37Z,1830000,20.0,18.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.69,,,,,,,,,,,
