actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
359,PT00M00.30S,2022-10-29T00:46:25.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,75,62,2022-10-29T00:46:56Z,3547500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,358.0,,,,,,,,,,,,,
360,PT00M00.00S,2022-10-29T00:46:29.8Z,2,REGULAR,period,end,[],0,,,1610612738,75,62,2022-10-29T00:46:29Z,3580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-29T01:01:14.3Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,75,62,2022-10-29T01:01:32Z,3590000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-29T01:01:14.3Z,3,REGULAR,substitution,out,['startperiod'],1630171,,,1610612738,75,62,2022-10-29T01:01:32Z,3600000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-29T01:01:14.3Z,3,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,75,62,2022-10-29T01:01:32Z,3610000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-29T01:01:14.3Z,3,REGULAR,substitution,in,['startperiod'],1627747,,,1610612738,75,62,2022-10-29T01:01:32Z,3620000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-29T01:01:41.8Z,3,REGULAR,period,start,[],0,,,1610612738,75,62,2022-10-29T01:01:41Z,3630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M44.00S,2022-10-29T01:01:58.8Z,3,REGULAR,2pt,Jump Shot,[],1627759,21.156373193166885,74.04258578431373,1610612738,75,62,2022-10-29T01:02:23Z,3640000,-120.0,146.0,1,left,MISS J. Brown 18' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,18.94,,,,,,,,,,,
368,PT11M41.00S,2022-10-29T01:02:01.8Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,75,62,2022-10-29T01:02:23Z,3650000,,,0,,J. Allen REBOUND (Off:3 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,367.0,,,6.0,3.0,3.0,,,,,,,,
369,PT11M32.00S,2022-10-29T01:02:08.4Z,3,REGULAR,2pt,Jump Shot,[],1628378,78.26872536136662,37.745098039215684,1610612739,75,62,2022-10-29T01:02:13Z,3660000,-61.0,152.0,1,right,MISS D. Mitchell 16' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,16.37,,,,,,,,,,,
370,PT11M30.00S,2022-10-29T01:02:10.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,62,2022-10-29T01:02:13Z,3670000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,369.0,,,4.0,4.0,0.0,,,,,,,,
371,PT11M19.00S,2022-10-29T01:02:21.6Z,3,REGULAR,3pt,Jump Shot,[],203935,26.49474375821288,12.009803921568627,1610612738,75,62,2022-10-29T01:02:32Z,3680000,190.0,197.0,1,left,MISS M. Smart 27' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.34,,,,,,,,,,,
372,PT11M16.00S,2022-10-29T01:02:24.6Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,75,62,2022-10-29T01:02:32Z,3690000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,371.0,,,2.0,2.0,0.0,,,,,,,,
373,PT11M07.00S,2022-10-29T01:02:36.9Z,3,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,75,62,2022-10-29T01:02:44Z,3700000,,,0,,E. Mobley step out-of-bounds TURNOVER (2 TO),[1630596],1610612739.0,CLE,step,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,1151.0,,,,,,,,,,,,2.0,,,,,,,
375,PT10M50.00S,2022-10-29T01:03:17.4Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,75,62,2022-10-29T01:03:26Z,3720000,,,0,,J. Tatum charge offensive FOUL (3 PF),"[1628369, 1628378]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,1151.0,3.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
377,PT10M50.00S,2022-10-29T01:03:17.4Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,75,62,2022-10-29T01:03:17Z,3740000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,1151.0,,,,,,,,,,,,3.0,,,,,,,
378,PT10M30.00S,2022-10-29T01:03:52.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,88.30486202365309,39.01654411764706,1610612739,75,62,2022-10-29T01:04:24Z,3750000,-55.0,57.0,1,right,MISS C. LeVert 7' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.94,,,,,,,,,,,
379,PT10M28.00S,2022-10-29T01:03:54.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,62,2022-10-29T01:04:24Z,3760000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,378.0,,,5.0,5.0,0.0,,,,,,,,
380,PT10M21.00S,2022-10-29T01:04:05.7Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,75,62,2022-10-29T01:04:29Z,3770000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,3.0,,,,,,,
381,PT10M06.00S,2022-10-29T01:04:21.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630596,90.3580814717477,95.83333333333334,1610612739,75,65,2022-10-29T01:04:39Z,3780000,229.0,38.0,1,right,E. Mobley 3PT  (11 PTS) (C. LeVert 4 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,Made,,11.0,23.23,,,,,C. LeVert,1627747.0,4.0,,,,
383,PT09M44.00S,2022-10-29T01:04:43.3Z,3,REGULAR,3pt,Jump Shot,[],203935,8.886333771353483,3.431372549019608,1610612738,78,65,2022-10-29T01:04:48Z,3800000,233.0,31.0,1,left,M. Smart 3PT  (6 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,,,,Made,,6.0,23.49,,,,,J. Tatum,1628369.0,2.0,,,,
385,PT09M29.00S,2022-10-29T01:05:01.6Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612739,78,65,2022-10-29T01:05:16Z,3820000,,,0,,M. Smart shooting personal FOUL (2 PF) (Mitchell 2 FT),"[203935, 1628378]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
387,PT09M29.00S,2022-10-29T01:05:47.4Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,78,66,2022-10-29T01:05:47Z,3840000,,,0,,D. Mitchell Free Throw 1 of 2 (18 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,18.0,,,,,,,,,,,,
388,PT09M29.00S,2022-10-29T01:06:08.3Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,78,67,2022-10-29T01:06:08Z,3850000,,,0,,D. Mitchell Free Throw 2 of 2 (19 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,19.0,,,,,,,,,,,,
389,PT09M14.00S,2022-10-29T01:06:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.229303547963205,57.35294117647059,1610612738,78,67,2022-10-29T01:06:37Z,3860000,-37.0,25.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.44,,,,,,,,,,,
390,PT09M12.00S,2022-10-29T01:06:29.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,78,67,2022-10-29T01:06:37Z,3870000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,389.0,,,,,,,,,,,,,
391,PT09M12.00S,2022-10-29T01:06:34.6Z,3,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612738,78,67,2022-10-29T01:07:11Z,3880000,,,0,,E. Mobley shooting personal FOUL (3 PF) (Brown 2 FT),"[1630596, 1627759]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
393,PT09M12.00S,2022-10-29T01:07:12.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,79,67,2022-10-29T01:07:35Z,3900000,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
394,PT09M12.00S,2022-10-29T01:07:12.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,79,67,2022-10-29T01:07:35Z,3910000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
399,PT09M12.00S,2022-10-29T01:07:12.9Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,79,67,2022-10-29T01:07:35Z,3915000,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,394.0,,,3.0,3.0,0.0,,,,,,,,
395,PT08M59.00S,2022-10-29T01:07:26.7Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,79,67,2022-10-29T01:10:35Z,3920000,,,0,,D. Mitchell lost ball TURNOVER (3 TO),"[1628378, 203935]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,3.0,,,,Smart,203935.0,,
396,PT08M59.00S,2022-10-29T01:07:26.7Z,3,REGULAR,steal,,[],203935,,,1610612738,79,67,2022-10-29T01:07:28Z,3930000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
397,PT08M58.00S,2022-10-29T01:07:30.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203935,8.541392904073588,47.10477941176471,1610612738,79,67,2022-10-29T01:10:58Z,3940000,14.0,28.0,1,left,MISS M. Smart running DUNK,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.14,,,,,,,,,,,
398,PT08M56.00S,2022-10-29T01:07:32.1Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,79,67,2022-10-29T01:10:58Z,3950000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,397.0,,,2.0,1.0,1.0,,,,,,,,
400,PT08M49.00S,2022-10-29T01:07:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,8.623521681997373,47.30392156862745,1610612738,81,67,2022-10-29T01:11:11Z,3960000,13.0,29.0,1,left,J. Tatum driving Layup (26 PTS) (A. Horford 4 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,,26.0,3.16,,,,,A. Horford,201143.0,4.0,,,,
401,PT08M38.00S,2022-10-29T01:07:46.8Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,81,67,2022-10-29T01:11:23Z,3970000,,,0,,D. Mitchell lost ball TURNOVER (4 TO),"[1628378, 203935]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,4.0,,,,Smart,203935.0,,
402,PT08M38.00S,2022-10-29T01:07:46.8Z,3,REGULAR,steal,,[],203935,,,1610612738,81,67,2022-10-29T01:07:49Z,3980000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
403,PT08M31.00S,2022-10-29T01:07:53.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,34.11629434954008,39.21568627450981,1610612738,81,67,2022-10-29T01:11:43Z,3990000,54.0,268.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.36,,,,,,,,,,,
404,PT08M27.00S,2022-10-29T01:07:57.8Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,81,67,2022-10-29T01:11:43Z,4000000,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,,403.0,,,3.0,2.0,1.0,,,,,,,,
405,PT08M20.00S,2022-10-29T01:08:06.9Z,3,REGULAR,turnover,traveling,[],1627759,,,1610612738,81,67,2022-10-29T01:08:13Z,4010000,,,0,,J. Brown traveling TURNOVER (4 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,202049.0,,,,,,,,,,,,4.0,,,,,,,
407,PT08M01.00S,2022-10-29T01:08:40.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,78.18659658344284,75.26807598039215,1610612739,81,69,2022-10-29T01:08:47Z,4020000,126.0,153.0,1,right,D. Mitchell 19' pullup Jump Shot (21 PTS) (J. Allen 2 AST),"[1628378, 1628386]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,21.0,19.8,,,,,J. Allen,1628386.0,2.0,,,,
409,PT07M44.00S,2022-10-29T01:08:57.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,21.50131406044678,95.09803921568627,1610612738,81,69,2022-10-29T01:09:02Z,4040000,-225.0,150.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.06,,,,,,,,,,,
410,PT07M41.00S,2022-10-29T01:09:00.7Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,81,69,2022-10-29T01:09:02Z,4050000,,,0,,J. Allen REBOUND (Off:3 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,409.0,,,7.0,4.0,3.0,,,,,,,,
411,PT07M33.00S,2022-10-29T01:09:08.8Z,3,REGULAR,3pt,Jump Shot,[],1627747,92.72339027595268,96.32352941176471,1610612739,81,72,2022-10-29T01:09:18Z,4060000,232.0,16.0,1,right,C. LeVert 3PT  (18 PTS) (D. Mitchell 1 AST),"[1627747, 1628378]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,,,Made,,18.0,23.21,,,,,D. Mitchell,1628378.0,1.0,,,,
413,PT07M32.00S,2022-10-29T01:09:17.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,81,72,2022-10-29T01:09:17Z,4080000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M22.00S,2022-10-29T01:12:20.1Z,3,REGULAR,foul,personal,[],1629731,,,1610612738,81,72,2022-10-29T01:12:45Z,4090000,,,0,,D. Wade personal FOUL (3 PF),"[1629731, 1628369]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,1151.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
416,PT07M20.00S,2022-10-29T01:12:41.2Z,3,REGULAR,foul,personal,[],1627747,,,1610612738,81,72,2022-10-29T01:12:50Z,4110000,,,0,,C. LeVert personal FOUL (4 PF),"[1627747, 1627759]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,202049.0,4.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
418,PT07M13.00S,2022-10-29T01:13:10.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,23.340998685939553,31.372549019607842,1610612738,83,72,2022-10-29T01:13:14Z,4130000,93.0,167.0,1,left,J. Tatum 19' pullup Jump Shot (28 PTS) (L. Kornet 2 AST),"[1628369, 1628436]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,28.0,19.11,,,,,L. Kornet,1628436.0,2.0,,,,
419,PT06M44.00S,2022-10-29T01:13:38.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628378,92.72339027595268,48.28431372549019,1610612739,83,74,2022-10-29T01:13:44Z,4140000,-9.0,16.0,1,right,D. Mitchell driving DUNK (23 PTS) (E. Mobley 3 AST),"[1628378, 1630596]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,,23.0,1.81,,,,,E. Mobley,1630596.0,3.0,,,,
420,PT06M33.00S,2022-10-29T01:13:56.3Z,3,REGULAR,foul,personal,[],1628378,,,1610612738,83,74,2022-10-29T01:14:03Z,4150000,,,0,,D. Mitchell personal FOUL (2 PF),"[1628378, 203935]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,1151.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
422,PT06M25.00S,2022-10-29T01:14:28.9Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,83,74,2022-10-29T01:14:35Z,4170000,,,0,,J. Brown bad pass TURNOVER (5 TO),"[1627759, 1627747]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,5.0,,,,LeVert,1627747.0,,
423,PT06M25.00S,2022-10-29T01:14:28.9Z,3,REGULAR,steal,,[],1627747,,,1610612739,83,74,2022-10-29T01:14:31Z,4180000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
424,PT06M22.00S,2022-10-29T01:14:31.7Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612739,83,74,2022-10-29T01:14:38Z,4190000,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 1627759]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,,Brown,1627759.0,,
425,PT06M22.00S,2022-10-29T01:14:31.7Z,3,REGULAR,steal,,[],1627759,,,1610612738,83,74,2022-10-29T01:14:33Z,4200000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
426,PT06M19.00S,2022-10-29T01:14:34.3Z,3,REGULAR,2pt,Layup,['fromturnover'],1627759,9.806176084099869,32.84313725490196,1610612738,83,74,2022-10-29T01:19:05Z,4210000,86.0,40.0,1,left,MISS J. Brown 9' Layup - blocked,"[1627759, 1630596]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,9.45,,,,,,,,,,Mobley,1630596.0
427,PT06M19.00S,2022-10-29T01:14:34.3Z,3,REGULAR,block,,[],1630596,,,1610612738,83,74,2022-10-29T01:14:36Z,4220000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
428,PT06M16.00S,2022-10-29T01:14:37.3Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,83,74,2022-10-29T01:15:05Z,4230000,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,426.0,,,5.0,3.0,2.0,,,,,,,,
429,PT06M16.00S,2022-10-29T01:14:44.8Z,3,REGULAR,3pt,Jump Shot,[],1627747,71.30420499342969,19.362745098039216,1610612739,83,74,2022-10-29T01:19:50Z,4240000,-153.0,217.0,1,right,MISS C. LeVert 26' pullup 3PT,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.58,,,,,,,,,,,
430,PT06M13.00S,2022-10-29T01:14:47.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,83,74,2022-10-29T01:15:13Z,4250000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,429.0,,,,,,,,,,,,,
431,PT05M57.00S,2022-10-29T01:15:05.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,13.61695137976347,97.79411764705883,1610612738,86,74,2022-10-29T01:15:15Z,4260000,-239.0,75.0,1,left,J. Brown 25' 3PT  (18 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,,,Made,,18.0,25.06,,,,,M. Smart,203935.0,5.0,,,,
433,PT05M44.00S,2022-10-29T01:15:18.9Z,3,REGULAR,3pt,Jump Shot,[],1630596,68.67608409986859,63.725490196078425,1610612739,86,74,2022-10-29T01:15:38Z,4280000,69.0,242.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.14,,,,,,,,,,,
434,PT05M42.00S,2022-10-29T01:15:20.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,86,74,2022-10-29T01:15:38Z,4290000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,433.0,,,5.0,4.0,1.0,,,,,,,,
436,PT05M33.00S,2022-10-29T01:15:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.149145860709593,44.36274509803921,1610612738,86,74,2022-10-29T01:16:13Z,4300000,28.0,34.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1630596]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.38,,,,,,,,,,Mobley,1630596.0
437,PT05M33.00S,2022-10-29T01:15:29.8Z,3,REGULAR,block,,[],1630596,,,1610612738,86,74,2022-10-29T01:15:31Z,4310000,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT05M31.00S,2022-10-29T01:15:31.8Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,86,74,2022-10-29T01:16:13Z,4320000,,,0,,J. Allen REBOUND (Off:3 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,436.0,,,8.0,5.0,3.0,,,,,,,,
439,PT05M29.00S,2022-10-29T01:15:35.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,92.72339027595268,51.9607843137255,1610612739,86,76,2022-10-29T01:21:09Z,4330000,10.0,16.0,1,right,C. LeVert running Layup (20 PTS),[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Made,,20.0,1.87,,,,,,,,,,,
440,PT05M29.00S,2022-10-29T01:15:41.2Z,3,REGULAR,foul,personal,['1freethrow'],203935,,,1610612739,86,76,2022-10-29T01:15:47Z,4340000,,,0,,M. Smart shooting personal FOUL (3 PF) (LeVert 1 FT),"[203935, 1627747]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1151.0,3.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
442,PT05M29.00S,2022-10-29T01:15:57.4Z,3,REGULAR,substitution,out,[],203935,,,1610612739,86,76,2022-10-29T01:16:11Z,4360000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M29.00S,2022-10-29T01:15:57.4Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,86,76,2022-10-29T01:16:11Z,4370000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M29.00S,2022-10-29T01:15:57.4Z,3,REGULAR,substitution,in,[],1627763,,,1610612739,86,76,2022-10-29T01:16:11Z,4380000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M29.00S,2022-10-29T01:15:57.4Z,3,REGULAR,substitution,in,[],201567,,,1610612739,86,76,2022-10-29T01:16:11Z,4390000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
