actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
85,PT04M32.00S,2024-03-19T23:54:15.0Z,1,REGULAR,substitution,out,[],1630529,,,1610612751,13,15,2024-03-19T23:54:32Z,850000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M32.00S,2024-03-19T23:54:15.0Z,1,REGULAR,substitution,out,[],202685,,,1610612751,13,15,2024-03-19T23:54:32Z,860000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M32.00S,2024-03-19T23:54:15.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612751,13,15,2024-03-19T23:54:32Z,870000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M32.00S,2024-03-19T23:54:15.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612751,13,15,2024-03-19T23:54:32Z,880000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2024-03-19T23:54:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,17.296320630749015,93.62745098039215,1610612751,13,15,2024-03-19T23:54:48Z,890000,False,-218.0,110.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,24.43,Missed,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2024-03-19T23:54:48.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,13,15,2024-03-19T23:54:48Z,900000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,89.0,3.0,2.0,1.0,,,,,,,,,,,,,,
91,PT04M20.00S,2024-03-19T23:54:47.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,13,15,2024-03-19T23:54:50Z,910000,False,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
92,PT04M20.00S,2024-03-19T23:54:47.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,13,15,2024-03-19T23:54:50Z,920000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,91.0,4.0,2.0,2.0,,,,,,,,,,,,,,
93,PT04M19.00S,2024-03-19T23:54:49.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,15,15,2024-03-19T23:54:52Z,930000,False,0.0,0.0,1,left,D. Sharpe tip Layup (4 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,4.0,,,,,,,,,,
94,PT03M57.00S,2024-03-19T23:55:11.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,72.48685939553219,79.65686274509804,1610612740,15,18,2024-03-19T23:55:16Z,940000,False,148.0,206.0,1,right,B. Ingram 25' 3PT  (5 PTS) (T. Murphy III 1 AST),"[1627742, 1630530]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,25.39,Made,,,,,,,,5.0,T. Murphy III,1630530.0,1.0,,,,,,,
96,PT03M47.00S,2024-03-19T23:55:25.9Z,1,REGULAR,foul,offensive,[],203471,,,1610612751,15,18,2024-03-19T23:55:45Z,960000,False,,,0,,D. Schroder offensive FOUL (1 PF),"[203471, 1626204]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,1.0,0.0,Nance Jr.,1626204.0,,,
98,PT03M47.00S,2024-03-19T23:55:25.9Z,1,REGULAR,turnover,offensive foul,[],203471,,,1610612751,15,18,2024-03-19T23:55:25Z,980000,False,,,0,,D. Schroder offensive foul TURNOVER (1 TO),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,,1.0,,
99,PT03M30.00S,2024-03-19T23:55:56.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626204,94.56307490144546,96.81372549019608,1610612740,15,21,2024-03-19T23:56:00Z,990000,False,234.0,-1.0,1,right,L. Nance Jr. 3PT  (3 PTS) (T. Murphy III 2 AST),"[1626204, 1630530]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,23.41,Made,,,,,,,,3.0,T. Murphy III,1630530.0,2.0,,,,,,,
101,PT03M17.00S,2024-03-19T23:56:08.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,5.338370565045992,3.6764705882352944,1610612751,18,21,2024-03-19T23:56:13Z,1010000,False,232.0,-2.0,1,left,C. Johnson 3PT  (3 PTS) (D. Smith Jr. 1 AST),"[1629661, 1628372]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,23.16,Made,,,,,,,,3.0,D. Smith Jr.,1628372.0,1.0,,,,,,,
103,PT03M02.00S,2024-03-19T23:56:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,80.1084099868594,42.15686274509804,1610612740,18,21,2024-03-19T23:56:29Z,1030000,False,-39.0,134.0,1,right,MISS J. Alvarado 14' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,14.01,Missed,,,,,,,,,,,,,,,,,,
104,PT03M00.00S,2024-03-19T23:56:26.7Z,1,REGULAR,rebound,offensive,[],1630631,,,1610612740,18,21,2024-03-19T23:56:26Z,1040000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,,
105,PT03M00.00S,2024-03-19T23:56:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612740,18,21,2024-03-19T23:56:39Z,1050000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Alvarado 2 FT),"[1630549, 1630631]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,,,,,1.0,0.0,Alvarado,1630631.0,,,
107,PT03M00.00S,2024-03-19T23:56:58.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630631,,,1610612740,18,21,2024-03-19T23:57:21Z,1070000,False,,,0,,MISS J. Alvarado Free Throw 1 of 2,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
108,PT03M00.00S,2024-03-19T23:56:58.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,18,21,2024-03-19T23:57:21Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,
109,PT03M00.00S,2024-03-19T23:56:59.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612740,18,21,2024-03-19T23:57:08Z,1090000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M00.00S,2024-03-19T23:56:59.5Z,1,REGULAR,substitution,out,[],203471,,,1610612740,18,21,2024-03-19T23:57:08Z,1100000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M00.00S,2024-03-19T23:56:59.5Z,1,REGULAR,substitution,in,[],1629022,,,1610612740,18,21,2024-03-19T23:57:08Z,1110000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M00.00S,2024-03-19T23:56:59.5Z,1,REGULAR,substitution,in,[],1630560,,,1610612740,18,21,2024-03-19T23:57:08Z,1120000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M00.00S,2024-03-19T23:56:58.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630631,,,1610612740,18,21,2024-03-19T23:57:21Z,1130000,False,,,0,,MISS J. Alvarado Free Throw 2 of 2,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
114,PT02M57.00S,2024-03-19T23:57:01.8Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,18,21,2024-03-19T23:57:21Z,1140000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,113.0,5.0,3.0,2.0,,,,,,,,,,,,,,
115,PT02M46.00S,2024-03-19T23:57:31.6Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612751,18,21,2024-03-19T23:57:36Z,1150000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 1630230]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0
116,PT02M46.00S,2024-03-19T23:57:31.6Z,1,REGULAR,steal,,[],1630230,,,1610612740,18,21,2024-03-19T23:57:33Z,1160000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT02M42.00S,2024-03-19T23:57:35.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630631,96.27135348226018,3.1862745098039214,1610612740,18,21,2024-03-19T23:57:40Z,1170000,False,-234.0,-17.0,1,right,MISS J. Alvarado running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
118,PT02M38.00S,2024-03-19T23:57:39.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,18,21,2024-03-19T23:57:40Z,1180000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M32.00S,2024-03-19T23:58:01.0Z,1,REGULAR,violation,kicked ball,[],1627742,,,1610612751,18,21,2024-03-19T23:58:16Z,1190000,False,,,0,,B. Ingram kicked ball VIOLATION,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,201638.0,,,,,,,,,,,
120,PT02M32.00S,2024-03-19T23:58:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,18,21,2024-03-19T23:58:12Z,1200000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M32.00S,2024-03-19T23:58:58.4Z,1,REGULAR,substitution,out,[],1627742,,,1610612751,18,21,2024-03-20T00:00:48Z,1210000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2024-03-19T23:58:58.4Z,1,REGULAR,substitution,in,[],203468,,,1610612751,18,21,2024-03-20T00:00:48Z,1220000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M27.00S,2024-03-20T00:00:57.9Z,1,REGULAR,turnover,bad pass,[],1630549,,,1610612751,18,21,2024-03-20T00:01:40Z,1230000,False,,,0,,D. Sharpe bad pass TURNOVER (1 TO),"[1630549, 1630631]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0
124,PT02M27.00S,2024-03-20T00:00:57.9Z,1,REGULAR,steal,,[],1630631,,,1610612740,18,21,2024-03-20T00:01:00Z,1240000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2024-03-20T00:01:11.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,86.41590013140605,48.529411764705884,1610612740,18,21,2024-03-20T00:01:16Z,1250000,False,-7.0,75.0,1,right,MISS C. McCollum 7' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
126,PT02M12.00S,2024-03-20T00:01:13.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,18,21,2024-03-20T00:01:16Z,1260000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,,,,,,,,,,,,,,,,,
128,PT01M54.00S,2024-03-20T00:01:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,30.699737187910642,67.40196078431373,1610612751,18,21,2024-03-20T00:01:45Z,1280000,False,-87.0,236.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
129,PT01M50.00S,2024-03-20T00:01:45.3Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,18,21,2024-03-20T00:01:45Z,1290000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
130,PT01M38.00S,2024-03-20T00:01:58.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,94.30026281208936,50.0,1610612740,18,23,2024-03-20T00:02:06Z,1300000,False,0.0,1.0,1,right,L. Nance Jr. turnaround Hook (5 PTS) (J. Alvarado 1 AST),"[1626204, 1630631]",1610612740.0,NOP,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,,,,5.0,J. Alvarado,1630631.0,1.0,,,,,,,
132,PT01M30.00S,2024-03-20T00:02:05.9Z,1,REGULAR,turnover,lost ball,[],1628372,,,1610612751,18,23,2024-03-20T00:02:09Z,1320000,False,,,0,,D. Smith Jr. lost ball TURNOVER (1 TO),"[1628372, 1630230]",1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0
133,PT01M30.00S,2024-03-20T00:02:05.9Z,1,REGULAR,steal,,[],1630230,,,1610612740,18,23,2024-03-20T00:02:08Z,1330000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M17.00S,2024-03-20T00:02:18.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626204,84.44480946123521,50.245098039215684,1610612740,18,25,2024-03-20T00:02:23Z,1340000,False,1.0,94.0,1,right,L. Nance Jr. 9' fadeaway Jump Shot (7 PTS) (C. McCollum 1 AST),"[1626204, 203468]",1610612740.0,NOP,fadeaway,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.37,Made,,,,,,,,7.0,C. McCollum,203468.0,1.0,,,,,,,
136,PT01M16.00S,2024-03-20T00:02:23.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612751,18,25,2024-03-20T00:04:02Z,1360000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M16.00S,2024-03-20T00:02:24.7Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,18,25,2024-03-20T00:03:54Z,1370000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M16.00S,2024-03-20T00:02:24.7Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,18,25,2024-03-20T00:03:54Z,1380000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M02.00S,2024-03-20T00:04:11.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,29.122864651773984,73.2843137254902,1610612751,21,25,2024-03-20T00:04:16Z,1390000,False,-116.0,221.0,1,left,C. Thomas 25' 3PT  (5 PTS) (D. Smith Jr. 2 AST),"[1630560, 1628372]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,,,,5.0,D. Smith Jr.,1628372.0,2.0,,,,,,,
141,PT00M42.10S,2024-03-20T00:04:40.5Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,21,25,2024-03-20T00:05:02Z,1410000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,,
143,PT00M42.10S,2024-03-20T00:04:55.6Z,1,REGULAR,foul,personal,[],1630230,,,1610612751,21,25,2024-03-20T00:04:59Z,1430000,False,,,0,,N. Marshall loose ball personal FOUL (1 PF),"[1630230, 1629661]",1610612740.0,NOP,loose ball,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2004.0,,,,,1.0,0.0,Johnson,1629661.0,,,
145,PT00M27.50S,2024-03-20T00:05:15.8Z,1,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612751,21,25,2024-03-20T00:05:21Z,1450000,False,,,0,,C. Johnson bad pass out-of-bounds TURNOVER (2 TO),[1629661],1610612751.0,BKN,bad pass,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1628159.0,,,,,,,,,2.0,,
146,PT00M10.30S,2024-03-20T00:05:44.3Z,1,REGULAR,foul,personal,[],1629651,,,1610612740,21,25,2024-03-20T00:05:55Z,1460000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 203468]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,201638.0,,,,,1.0,0.0,McCollum,203468.0,,,
148,PT00M10.30S,2024-03-20T00:05:56.6Z,1,REGULAR,substitution,out,[],1630560,,,1610612740,21,25,2024-03-20T00:06:06Z,1480000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M10.30S,2024-03-20T00:05:56.6Z,1,REGULAR,substitution,in,[],1628969,,,1610612740,21,25,2024-03-20T00:06:06Z,1490000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M03.80S,2024-03-20T00:06:20.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626204,75.3777923784494,56.372549019607845,1610612740,21,27,2024-03-20T00:06:26Z,1500000,False,32.0,179.0,1,right,L. Nance Jr. 18' fadeaway Jump Shot (9 PTS) (C. McCollum 2 AST),"[1626204, 203468]",1610612740.0,NOP,fadeaway,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Center,18.17,Made,,,,,,,,9.0,C. McCollum,203468.0,2.0,,,,,,,
152,PT00M01.70S,2024-03-20T00:06:31.1Z,1,REGULAR,violation,kicked ball,[],1630631,,,1610612751,21,27,2024-03-20T00:06:51Z,1520000,False,,,0,,J. Alvarado kicked ball VIOLATION,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,
153,PT00M01.70S,2024-03-20T00:06:42.3Z,1,REGULAR,substitution,out,[],1628372,,,1610612751,21,27,2024-03-20T00:06:46Z,1530000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M01.70S,2024-03-20T00:06:42.3Z,1,REGULAR,substitution,out,[],203468,,,1610612751,21,27,2024-03-20T00:06:46Z,1540000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M01.70S,2024-03-20T00:06:42.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,21,27,2024-03-20T00:06:46Z,1550000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M01.70S,2024-03-20T00:06:42.3Z,1,REGULAR,substitution,in,[],1630529,,,1610612751,21,27,2024-03-20T00:06:46Z,1560000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2024-03-20T00:06:59.6Z,1,REGULAR,period,end,[],0,,,1610612751,21,27,2024-03-20T00:06:59Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-20T00:07:08.8Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612751,21,27,2024-03-20T00:09:33Z,1580000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-20T00:07:08.8Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612751,21,27,2024-03-20T00:09:33Z,1590000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-20T00:07:08.8Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612751,21,27,2024-03-20T00:09:33Z,1600000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-20T00:07:08.8Z,2,REGULAR,substitution,in,['startperiod'],203471,,,1610612751,21,27,2024-03-20T00:09:33Z,1610000,False,,,0,,SUB in: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-20T00:07:08.8Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612751,21,27,2024-03-20T00:09:33Z,1620000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-20T00:07:08.8Z,2,REGULAR,substitution,in,['startperiod'],1629627,,,1610612751,21,27,2024-03-20T00:09:33Z,1630000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-20T00:09:38.9Z,2,REGULAR,period,start,[],0,,,1610612751,21,27,2024-03-20T00:09:38Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M43.00S,2024-03-20T00:09:55.0Z,2,REGULAR,3pt,Jump Shot,[],1629661,29.6484888304862,25.98039215686275,1610612751,21,27,2024-03-20T00:10:00Z,1650000,False,120.0,226.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
166,PT11M38.00S,2024-03-20T00:10:00.0Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,21,27,2024-03-20T00:10:00Z,1660000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
167,PT11M31.00S,2024-03-20T00:10:06.3Z,2,REGULAR,3pt,Jump Shot,[],1630530,67.62483574244416,60.29411764705882,1610612740,21,27,2024-03-20T00:10:27Z,1670000,False,51.0,252.0,1,right,MISS T. Murphy III 25' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
168,PT11M26.00S,2024-03-20T00:10:12.0Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,21,27,2024-03-20T00:10:12Z,1680000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,167.0,1.0,0.0,1.0,,,,,,,,,,,,,,
169,PT11M26.00S,2024-03-20T00:10:12.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626204,94.40999984741211,50.0,1610612740,21,29,2024-03-20T00:10:21Z,1690000,False,0.0,0.0,1,right,L. Nance Jr. putback Layup (11 PTS),[1626204],1610612740.0,NOP,putback,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,11.0,,,,,,,,,,
170,PT11M17.00S,2024-03-20T00:10:20.9Z,2,REGULAR,2pt,Jump Shot,[],203471,24.129434954007884,40.19607843137255,1610612751,21,29,2024-03-20T00:10:25Z,1700000,False,49.0,174.0,1,left,MISS D. Schroder 18' pullup Shot,[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,18.11,Missed,,,,,,,,,,,,,,,,,,
