actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
256,PT04M06.00S,2024-03-20T00:25:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,6.389618922470433,51.225490196078425,1610612751,30,49,2024-03-20T00:26:20Z,2550000,False,-6.0,8.0,1,left,MISS D. Finney-Smith Layup,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,,
257,PT04M04.00S,2024-03-20T00:26:01.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,30,49,2024-03-20T00:26:20Z,2560000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,256.0,3.0,3.0,0.0,,,,,,,,,,,,,,
258,PT03M53.00S,2024-03-20T00:26:11.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,85.75886990801577,39.46078431372549,1610612740,30,49,2024-03-20T00:26:22Z,2570000,False,-53.0,81.0,1,right,MISS T. Murphy III 9' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,9.7,Missed,,,,,,,,,,,,,,,,,,
259,PT03M47.00S,2024-03-20T00:26:17.7Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,30,49,2024-03-20T00:26:22Z,2580000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,,,258.0,4.0,3.0,1.0,,,,,,,,,,,,,,
260,PT03M47.00S,2024-03-20T00:26:17.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630530,94.40999984741211,50.0,1610612740,30,51,2024-03-20T00:26:17Z,2590000,False,0.0,0.0,1,right,T. Murphy III putback DUNK (10 PTS),[1630530],1610612740.0,NOP,putback,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,10.0,,,,,,,,,,
261,PT03M37.00S,2024-03-20T00:26:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,9.017739816031538,48.28431372549019,1610612751,30,51,2024-03-20T00:26:35Z,2600000,False,9.0,32.0,1,left,MISS D. Sharpe turnaround Shot - blocked,"[1630549, 202685]",1610612751.0,BKN,turnaround,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,Valanciunas,202685.0,,,,,,,,,,,,
262,PT03M37.00S,2024-03-20T00:26:28.0Z,2,REGULAR,block,,[],202685,,,1610612751,30,51,2024-03-20T00:26:30Z,2610000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT03M34.00S,2024-03-20T00:26:31.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,30,51,2024-03-20T00:26:31Z,2620000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,261.0,5.0,4.0,1.0,,,,,,,,,,,,,,
264,PT03M32.00S,2024-03-20T00:26:34.6Z,2,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612740,30,51,2024-03-20T00:26:49Z,2630000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Williamson 2 FT),"[1628372, 1629627]",1610612751.0,BKN,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,1.0,0.0,Williamson,1629627.0,,,
266,PT03M32.00S,2024-03-20T00:27:01.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629627,,,1610612740,30,52,2024-03-20T00:27:01Z,2650000,False,,,0,,Z. Williamson Free Throw 1 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
267,PT03M32.00S,2024-03-20T00:27:02.3Z,2,REGULAR,substitution,out,[],1628372,,,1610612740,30,52,2024-03-20T00:27:23Z,2660000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M32.00S,2024-03-20T00:27:02.3Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,30,52,2024-03-20T00:27:23Z,2670000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M32.00S,2024-03-20T00:27:02.3Z,2,REGULAR,substitution,in,[],1630560,,,1610612740,30,52,2024-03-20T00:27:23Z,2680000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M32.00S,2024-03-20T00:27:02.3Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,30,52,2024-03-20T00:27:23Z,2690000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M32.00S,2024-03-20T00:27:40.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629627,,,1610612740,30,53,2024-03-20T00:27:40Z,2700000,False,,,0,,Z. Williamson Free Throw 2 of 2 (6 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
272,PT03M17.00S,2024-03-20T00:27:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,16.376478318002626,47.30392156862745,1610612751,32,53,2024-03-20T00:28:01Z,2710000,False,13.0,101.0,1,left,C. Thomas 10' driving floating Jump Shot (11 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,10.23,Made,,,,,,,,11.0,D. Sharpe,1630549.0,1.0,,,,,,,
273,PT02M59.00S,2024-03-20T00:28:14.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.76544021024968,46.07843137254902,1610612740,32,53,2024-03-20T00:28:19Z,2720000,False,-20.0,128.0,1,right,MISS B. Ingram 12' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.98,Missed,,,,,,,,,,,,,,,,,,
274,PT02M56.00S,2024-03-20T00:28:17.6Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,32,53,2024-03-20T00:28:19Z,2730000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,273.0,7.0,5.0,2.0,,,,,,,,,,,,,,
275,PT02M47.00S,2024-03-20T00:28:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630560,29.77989487516426,30.392156862745097,1610612751,32,53,2024-03-20T00:28:30Z,2740000,False,98.0,227.0,1,left,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
276,PT02M44.00S,2024-03-20T00:28:30.0Z,2,REGULAR,rebound,offensive,[],1630560,,,1610612751,32,53,2024-03-20T00:28:30Z,2750000,False,,,0,,C. Thomas REBOUND (Off:1 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,275.0,2.0,1.0,1.0,,,,,,,,,,,,,,
277,PT02M44.00S,2024-03-20T00:28:33.2Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612751,32,53,2024-03-20T00:28:43Z,2760000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Thomas 2 FT),"[1627742, 1630560]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,1.0,0.0,Thomas,1630560.0,,,
279,PT02M44.00S,2024-03-20T00:28:59.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630560,,,1610612751,33,53,2024-03-20T00:29:19Z,2780000,False,,,0,,C. Thomas Free Throw 1 of 2 (12 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
280,PT02M44.00S,2024-03-20T00:28:59.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630560,,,1610612751,33,53,2024-03-20T00:29:19Z,2790000,False,,,0,,MISS C. Thomas Free Throw 2 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT02M41.00S,2024-03-20T00:29:02.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,33,53,2024-03-20T00:29:19Z,2800000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,280.0,4.0,4.0,0.0,,,,,,,,,,,,,,
282,PT02M27.00S,2024-03-20T00:29:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,83.65637319316689,44.85294117647059,1610612740,33,55,2024-03-20T00:29:38Z,2810000,False,-26.0,101.0,1,right,H. Jones 10' driving floating Jump Shot (2 PTS) (B. Ingram 3 AST),"[1630529, 1627742]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,,,,,,,,2.0,B. Ingram,1627742.0,3.0,,,,,,,
283,PT02M27.00S,2024-03-20T00:29:38.8Z,2,REGULAR,foul,personal,['1freethrow'],1630560,,,1610612740,33,55,2024-03-20T00:29:51Z,2820000,False,,,0,,C. Thomas shooting personal FOUL (2 PF) (Jones 1 FT),"[1630560, 1630529]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1628159.0,,,,,2.0,0.0,Jones,1630529.0,,,
285,PT02M27.00S,2024-03-20T00:29:44.1Z,2,REGULAR,substitution,out,[],1630549,,,1610612740,33,55,2024-03-20T00:31:15Z,2840000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M27.00S,2024-03-20T00:29:44.1Z,2,REGULAR,substitution,in,[],1630592,,,1610612740,33,55,2024-03-20T00:31:15Z,2850000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M27.00S,2024-03-20T00:30:06.9Z,2,REGULAR,freethrow,1 of 1,[],1630529,,,1610612740,33,56,2024-03-20T00:30:06Z,2860000,False,,,0,,H. Jones Free Throw 1 of 1 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
290,PT02M00.00S,2024-03-20T00:30:34.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,10.726018396846255,36.76470588235294,1610612751,35,56,2024-03-20T00:30:38Z,2870000,False,66.0,48.0,1,left,D. Schroder 8' driving floating bank Jump Shot (4 PTS) (D. Finney-Smith 1 AST),"[203471, 1627827]",1610612751.0,BKN,driving floating bank,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,,,,,,,,4.0,D. Finney-Smith,1627827.0,1.0,,,,,,,
292,PT01M49.00S,2024-03-20T00:30:46.0Z,2,REGULAR,3pt,Jump Shot,[],1630529,79.31997371879106,6.862745098039216,1610612740,35,59,2024-03-20T00:30:50Z,2890000,False,-216.0,142.0,1,right,H. Jones 25' 3PT  (6 PTS) (J. Valanciunas 2 AST),"[1630529, 202685]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,25.82,Made,,,,,,,,6.0,J. Valanciunas,202685.0,2.0,,,,,,,
294,PT01M33.00S,2024-03-20T00:31:01.6Z,2,REGULAR,3pt,Jump Shot,[],1630560,32.40801576872536,44.36274509803921,1610612751,38,59,2024-03-20T00:31:50Z,2910000,False,28.0,252.0,1,left,C. Thomas 25' 3PT pullup (15 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,25.37,Made,,,,,,,,15.0,,,,,,,,,,
295,PT01M16.00S,2024-03-20T00:31:19.4Z,2,REGULAR,turnover,lost ball,[],1630529,,,1610612740,38,59,2024-03-20T00:31:25Z,2920000,False,,,0,,H. Jones lost ball TURNOVER (1 TO),"[1630529, 1628969]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0
296,PT01M16.00S,2024-03-20T00:31:19.4Z,2,REGULAR,steal,,[],1628969,,,1610612751,38,59,2024-03-20T00:31:22Z,2930000,False,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
297,PT01M14.00S,2024-03-20T00:31:28.5Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612751,38,59,2024-03-20T00:31:40Z,2940000,False,,,0,,B. Ingram shooting personal FOUL (2 PF) (Bridges 2 FT),"[1627742, 1628969]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628159.0,,,,,2.0,0.0,Bridges,1628969.0,,,
299,PT01M14.00S,2024-03-20T00:31:54.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628969,,,1610612751,39,59,2024-03-20T00:31:54Z,2960000,False,,,0,,M. Bridges Free Throw 1 of 2 (11 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
300,PT01M14.00S,2024-03-20T00:31:55.5Z,2,REGULAR,substitution,out,[],202685,,,1610612751,39,59,2024-03-20T00:32:00Z,2970000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M14.00S,2024-03-20T00:31:55.5Z,2,REGULAR,substitution,in,[],1626204,,,1610612751,39,59,2024-03-20T00:32:00Z,2980000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M14.00S,2024-03-20T00:32:18.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628969,,,1610612751,40,59,2024-03-20T00:32:18Z,2990000,False,,,0,,M. Bridges Free Throw 2 of 2 (12 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
303,PT00M53.80S,2024-03-20T00:32:40.6Z,2,REGULAR,3pt,Jump Shot,[],1630631,93.77463863337714,4.166666666666666,1610612740,40,62,2024-03-20T00:32:44Z,3000000,False,-229.0,6.0,1,right,J. Alvarado 3PT  (3 PTS) (Z. Williamson 4 AST),"[1630631, 1629627]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,22.93,Made,,,,,,,,3.0,Z. Williamson,1629627.0,4.0,,,,,,,
305,PT00M44.80S,2024-03-20T00:32:54.4Z,2,REGULAR,3pt,Jump Shot,[],203471,31.488173455978973,37.254901960784316,1610612751,43,62,2024-03-20T00:32:59Z,3020000,False,64.0,243.0,1,left,D. Schroder 25' 3PT step back (7 PTS),[203471],1610612751.0,BKN,step back,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,25.17,Made,,,,,,,,7.0,,,,,,,,,,
306,PT00M40.40S,2024-03-20T00:33:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.77463863337714,47.549019607843135,1610612740,43,64,2024-03-20T00:38:02Z,3030000,False,-12.0,6.0,1,right,Z. Williamson driving Layup (8 PTS) (B. Ingram 4 AST),"[1629627, 1627742]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,8.0,B. Ingram,1627742.0,4.0,,,,,,,
308,PT00M31.00S,2024-03-20T00:33:15.7Z,2,REGULAR,3pt,Jump Shot,[],1630560,29.911300919842315,68.62745098039215,1610612751,43,64,2024-03-20T00:38:30Z,3050000,False,-93.0,229.0,1,left,MISS C. Thomas 24' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
309,PT00M29.50S,2024-03-20T00:33:17.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,43,64,2024-03-20T00:33:21Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,308.0,,,,,,,,,,,,,,,,,
310,PT00M29.50S,2024-03-20T00:33:21.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612751,43,64,2024-03-20T00:33:43Z,3070000,False,,,0,,H. Jones loose ball personal FOUL (1 PF) (Finney-Smith 2 FT),"[1630529, 1627827]",1610612740.0,NOP,loose ball,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,1.0,0.0,Finney-Smith,1627827.0,,,
312,PT00M29.50S,2024-03-20T00:33:58.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627827,,,1610612751,44,64,2024-03-20T00:33:58Z,3090000,False,,,0,,D. Finney-Smith Free Throw 1 of 2 (1 PTS),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
313,PT00M29.50S,2024-03-20T00:33:59.8Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,44,64,2024-03-20T00:34:07Z,3100000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M29.50S,2024-03-20T00:33:59.8Z,2,REGULAR,substitution,in,[],1628372,,,1610612751,44,64,2024-03-20T00:34:07Z,3110000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M29.50S,2024-03-20T00:34:18.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627827,,,1610612751,45,64,2024-03-20T00:34:18Z,3120000,False,,,0,,D. Finney-Smith Free Throw 2 of 2 (2 PTS),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
316,PT00M08.60S,2024-03-20T00:34:41.8Z,2,REGULAR,3pt,Jump Shot,[],1627742,69.07030223390277,30.392156862745097,1610612740,45,64,2024-03-20T00:34:45Z,3130000,False,-98.0,238.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
317,PT00M05.00S,2024-03-20T00:34:45.4Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,45,64,2024-03-20T00:34:45Z,3140000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,316.0,1.0,1.0,0.0,,,,,,,,,,,,,,
318,PT00M02.10S,2024-03-20T00:34:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628372,6.389618922470433,50.73529411764706,1610612751,45,64,2024-03-20T00:34:59Z,3150000,False,-4.0,8.0,1,left,MISS D. Smith Jr. running Layup - blocked,"[1628372, 1627742]",1610612751.0,BKN,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,Ingram,1627742.0,,,,,,,,,,,,
319,PT00M02.10S,2024-03-20T00:34:48.3Z,2,REGULAR,block,,[],1627742,,,1610612751,45,64,2024-03-20T00:34:50Z,3160000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT00M01.20S,2024-03-20T00:34:49.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,45,64,2024-03-20T00:54:28Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,318.0,,,,,,,,,,,,,,,,,
323,PT00M01.20S,2024-03-20T00:35:11.3Z,2,REGULAR,substitution,out,[],1628372,,,1610612751,45,64,2024-03-20T00:35:22Z,3200000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M01.20S,2024-03-20T00:35:11.3Z,2,REGULAR,substitution,out,[],1629627,,,1610612751,45,64,2024-03-20T00:35:22Z,3210000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M01.20S,2024-03-20T00:35:11.3Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,45,64,2024-03-20T00:35:22Z,3220000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M01.20S,2024-03-20T00:35:11.3Z,2,REGULAR,substitution,in,[],1630230,,,1610612751,45,64,2024-03-20T00:35:22Z,3230000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M00.00S,2024-03-20T00:35:26.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628969,4.02431011826544,88.23529411764706,1610612751,45,64,2024-03-20T00:54:31Z,3240000,False,-191.0,-15.0,1,left,MISS M. Bridges 19' turnaround Shot,[1628969],1610612751.0,BKN,turnaround,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,19.18,Missed,,,,,,,,,,,,,,,,,,
328,PT00M00.00S,2024-03-20T00:35:26.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,45,64,2024-03-20T00:37:34Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Left,,,327.0,,,,,,,,,,,,,,,,,
329,PT00M00.00S,2024-03-20T00:35:29.3Z,2,REGULAR,period,end,[],0,,,1610612751,45,64,2024-03-20T00:35:29Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-03-20T00:49:35.2Z,3,REGULAR,substitution,out,['startperiod'],1630592,,,1610612751,45,64,2024-03-20T00:50:37Z,3270000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-03-20T00:49:35.2Z,3,REGULAR,substitution,out,['startperiod'],1630631,,,1610612751,45,64,2024-03-20T00:50:37Z,3280000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-03-20T00:49:35.2Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612751,45,64,2024-03-20T00:50:37Z,3290000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-03-20T00:49:35.2Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,45,64,2024-03-20T00:50:37Z,3300000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-03-20T00:49:35.2Z,3,REGULAR,substitution,in,['startperiod'],1629627,,,1610612751,45,64,2024-03-20T00:50:37Z,3310000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-03-20T00:49:35.2Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612751,45,64,2024-03-20T00:50:37Z,3320000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-03-20T00:51:37.8Z,3,REGULAR,period,start,[],0,,,1610612751,45,64,2024-03-20T00:51:37Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M36.00S,2024-03-20T00:52:00.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,84.05059132720105,51.225490196078425,1610612751,47,64,2024-03-20T00:52:07Z,3340000,False,6.0,97.0,1,right,N. Claxton 9' Hook (2 PTS) (C. Thomas 1 AST),"[1629651, 1630560]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,9.76,Made,,,,,,,,2.0,C. Thomas,1630560.0,1.0,,,,,,,
339,PT11M07.00S,2024-03-20T00:52:29.8Z,3,REGULAR,2pt,Jump Shot,[],1627742,23.078186596583443,29.411764705882355,1610612740,47,64,2024-03-20T00:52:34Z,3360000,False,103.0,164.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,19.39,Missed,,,,,,,,,,,,,,,,,,
