actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
79,PT05M48.00S,2023-11-12T20:21:22.5Z,1,REGULAR,2pt,Jump Shot,[],1628969,23.47240473061761,40.44117647058824,1610612751,14,6,2023-11-12T20:21:26Z,790000,False,48.0,168.0,1,left,M. Bridges 17' pullup Jump Shot (6 PTS) (S. Dinwiddie 1 AST),"[1628969, 203915]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,17.48,Made,,,,,,,,,,,,,,,6.0,S. Dinwiddie,203915.0,1.0
80,PT05M36.00S,2023-11-12T20:21:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.33574244415243,39.705882352941174,1610612764,14,6,2023-11-12T20:21:43Z,800000,False,-51.0,67.0,1,right,MISS T. Jones 8' driving floating Shot,[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,8.41,Missed,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2023-11-12T20:21:37.4Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,14,6,2023-11-12T20:21:43Z,810000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M30.00S,2023-11-12T20:21:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,27.808804204993432,76.9607843137255,1610612751,14,6,2023-11-12T20:21:48Z,820000,False,-135.0,209.0,1,left,MISS C. Johnson 24' running 3PT,[1629661],1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
83,PT05M30.00S,2023-11-12T20:21:40.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612751,14,6,2023-11-12T20:21:48Z,830000,False,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,82.0,5.0,3.0,2.0,,,,,,,,,,,,,,
84,PT05M25.00S,2023-11-12T20:21:45.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628969,5.590000152587891,50.0,1610612751,16,6,2023-11-12T20:24:16Z,840000,False,0.0,0.0,1,left,M. Bridges putback Layup (8 PTS),[1628969],1610612751.0,BKN,putback,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,8.0,,,
85,PT05M09.00S,2023-11-12T20:22:02.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,90.62089356110381,52.450980392156865,1610612764,16,6,2023-11-12T20:22:07Z,850000,False,12.0,36.0,1,right,MISS K. Kuzma driving Hook,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2023-11-12T20:22:06.0Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,16,6,2023-11-12T20:22:06Z,860000,False,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,85.0,4.0,2.0,2.0,,,,,,,,,,,,,,
87,PT05M08.00S,2023-11-12T20:22:06.7Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612764,16,6,2023-11-12T20:22:17Z,870000,False,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Gafford 2 FT),"[1627827, 1629655]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,2.0,0.0,Gafford,1629655.0,,,,
89,PT05M08.00S,2023-11-12T20:22:32.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612764,16,7,2023-11-12T20:23:15Z,890000,False,,,0,,D. Gafford Free Throw 1 of 2 (1 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
90,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,out,[],1629661,,,1610612764,16,7,2023-11-12T20:22:46Z,900000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,out,[],203915,,,1610612764,16,7,2023-11-12T20:22:46Z,910000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612764,16,7,2023-11-12T20:22:46Z,920000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,16,7,2023-11-12T20:22:46Z,930000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,in,[],1626220,,,1610612764,16,7,2023-11-12T20:22:46Z,940000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,in,[],1628372,,,1610612764,16,7,2023-11-12T20:22:46Z,950000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612764,16,7,2023-11-12T20:22:46Z,960000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M08.00S,2023-11-12T20:22:33.9Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,16,7,2023-11-12T20:22:46Z,970000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M08.00S,2023-11-12T20:22:32.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612764,16,7,2023-11-12T20:23:15Z,980000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT05M04.00S,2023-11-12T20:22:36.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,16,7,2023-11-12T20:23:15Z,990000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,,,,
100,PT04M51.00S,2023-11-12T20:23:27.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,20.318659658344284,90.93137254901961,1610612751,16,7,2023-11-12T20:23:37Z,1000000,False,-205.0,138.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
101,PT04M49.00S,2023-11-12T20:23:29.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,16,7,2023-11-12T20:23:37Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,100.0,,,,,,,,,,,,,,,,,
102,PT04M49.00S,2023-11-12T20:23:34.6Z,1,REGULAR,foul,personal,[],1629655,,,1610612751,16,7,2023-11-12T20:24:02Z,1020000,False,,,0,,D. Gafford loose ball personal FOUL (1 PF),"[1629655, 1630549]",1610612764.0,WAS,loose ball,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,1.0,0.0,Sharpe,1630549.0,,,,
104,PT04M49.00S,2023-11-12T20:23:41.1Z,1,REGULAR,substitution,out,[],1629655,,,1610612751,16,7,2023-11-12T20:23:46Z,1040000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M49.00S,2023-11-12T20:23:41.1Z,1,REGULAR,substitution,in,[],201568,,,1610612751,16,7,2023-11-12T20:23:46Z,1050000,False,,,0,,SUB in: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M44.00S,2023-11-12T20:23:58.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,28.203022339027594,22.54901960784314,1610612751,16,7,2023-11-12T20:24:05Z,1060000,False,137.0,213.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
107,PT04M38.00S,2023-11-12T20:24:04.5Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,16,7,2023-11-12T20:24:05Z,1070000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,106.0,3.0,1.0,2.0,,,,,,,,,,,,,,
108,PT04M34.00S,2023-11-12T20:24:07.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628969,10.726018396846255,29.65686274509804,1610612751,18,7,2023-11-12T20:25:46Z,1080000,False,102.0,48.0,1,left,M. Bridges 11' fadeaway Jump Shot (10 PTS) (R. O'Neale 1 AST),"[1628969, 1626220]",1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,11.26,Made,,,,,,,,,,,,,,,10.0,R. O'Neale,1626220.0,1.0
110,PT04M21.00S,2023-11-12T20:24:20.9Z,1,REGULAR,3pt,Jump Shot,[],201568,68.67608409986859,70.34313725490196,1610612764,18,7,2023-11-12T20:24:25Z,1100000,False,102.0,242.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2023-11-12T20:24:23.9Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612751,18,7,2023-11-12T20:24:25Z,1110000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT04M13.00S,2023-11-12T20:24:29.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628969,20.45006570302234,70.09803921568627,1610612751,20,7,2023-11-12T20:24:35Z,1120000,False,-100.0,140.0,1,left,M. Bridges 17' pullup Jump Shot (12 PTS) (D. Smith Jr. 1 AST),"[1628969, 1628372]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,17.21,Made,,,,,,,,,,,,,,,12.0,D. Smith Jr.,1628372.0,1.0
114,PT04M12.00S,2023-11-12T20:24:38.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,20,7,2023-11-12T20:24:38Z,1140000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M57.00S,2023-11-12T20:27:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201568,93.38042049934296,50.73529411764706,1610612764,20,9,2023-11-12T20:27:48Z,1150000,False,4.0,10.0,1,right,D. Gallinari cutting DUNK (2 PTS) (C. Kispert 1 AST),"[201568, 1630557]",1610612764.0,WAS,cutting,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,,,,,2.0,C. Kispert,1630557.0,1.0
118,PT03M39.00S,2023-11-12T20:28:01.7Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612751,20,9,2023-11-12T20:28:05Z,1170000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1628398]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1.0,Kuzma,1628398.0,,,,,,,,,
119,PT03M39.00S,2023-11-12T20:28:01.7Z,1,REGULAR,steal,,[],1628398,,,1610612764,20,9,2023-11-12T20:28:03Z,1180000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
121,PT03M28.00S,2023-11-12T20:28:17.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612764,20,9,2023-11-12T20:28:26Z,1200000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M28.00S,2023-11-12T20:28:17.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612764,20,9,2023-11-12T20:28:26Z,1210000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M24.00S,2023-11-12T20:28:47.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,77.08607095926413,88.72549019607843,1610612764,20,9,2023-11-12T20:28:51Z,1220000,False,194.0,163.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
124,PT03M20.00S,2023-11-12T20:28:51.8Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612751,20,9,2023-11-12T20:28:51Z,1230000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
125,PT03M16.00S,2023-11-12T20:28:58.1Z,1,REGULAR,foul,personal,['2freethrow'],201568,,,1610612751,20,9,2023-11-12T20:29:12Z,1240000,False,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[201568, 1628372]",1610612764.0,WAS,shooting,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Smith Jr.,1628372.0,,,,
127,PT03M16.00S,2023-11-12T20:29:23.8Z,1,REGULAR,freethrow,1 of 2,[],1628372,,,1610612751,21,9,2023-11-12T20:29:23Z,1260000,False,,,0,,D. Smith Jr. Free Throw 1 of 2 (1 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
128,PT03M16.00S,2023-11-12T20:29:24.4Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,21,9,2023-11-12T20:29:30Z,1270000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M16.00S,2023-11-12T20:29:24.4Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,21,9,2023-11-12T20:29:30Z,1280000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M16.00S,2023-11-12T20:29:43.5Z,1,REGULAR,freethrow,2 of 2,[],1628372,,,1610612751,22,9,2023-11-12T20:29:43Z,1290000,False,,,0,,D. Smith Jr. Free Throw 2 of 2 (2 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
131,PT03M04.00S,2023-11-12T20:30:00.0Z,1,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,22,9,2023-11-12T20:30:05Z,1300000,False,,,0,,C. Kispert step out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,step,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,,,202026.0,,,,,,,,
132,PT02M52.00S,2023-11-12T20:30:24.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,26.757555847568987,17.647058823529413,1610612751,25,9,2023-11-12T20:30:29Z,1310000,False,162.0,199.0,1,left,R. O'Neale 25' 3PT  (3 PTS) (L. Walker IV 1 AST),"[1626220, 1629022]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,,,,,,,,,,,3.0,L. Walker IV,1629022.0,1.0
134,PT02M39.00S,2023-11-12T20:30:36.8Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,25,9,2023-11-12T20:30:43Z,1330000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1626220]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,,,,
135,PT02M39.00S,2023-11-12T20:30:36.8Z,1,REGULAR,steal,,[],1626220,,,1610612751,25,9,2023-11-12T20:31:06Z,1340000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
136,PT02M35.00S,2023-11-12T20:30:41.8Z,1,REGULAR,2pt,Layup,"['fromturnover', 'fastbreak']",1629022,12.302890932982917,31.61764705882353,1610612751,25,9,2023-11-12T20:30:52Z,1350000,False,92.0,63.0,1,left,MISS L. Walker IV 11' running Layup - blocked,"[1629022, 1628398]",1610612751.0,BKN,running,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Right,11.15,Missed,,,,,Kuzma,1628398.0,,,,,,,,,,,,
137,PT02M35.00S,2023-11-12T20:30:41.8Z,1,REGULAR,block,,[],1628398,,,1610612751,25,9,2023-11-12T20:30:44Z,1360000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
138,PT02M35.00S,2023-11-12T20:30:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,9,2023-11-12T20:30:52Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,,,136.0,,,,,,,,,,,,,,,,,
140,PT02M35.00S,2023-11-12T20:30:51.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612751,25,9,2023-11-12T20:30:54Z,1390000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M35.00S,2023-11-12T20:30:51.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612751,25,9,2023-11-12T20:30:54Z,1400000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M29.00S,2023-11-12T20:31:09.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629022,22.421156373193167,25.735294117647058,1610612751,25,9,2023-11-12T20:31:15Z,1410000,False,121.0,158.0,1,left,MISS L. Walker IV 19' pullup Shot,[1629022],1610612751.0,BKN,pullup,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Right Center,19.94,Missed,,,,,,,,,,,,,,,,,,
143,PT02M26.00S,2023-11-12T20:31:12.8Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,25,9,2023-11-12T20:31:15Z,1420000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT02M18.00S,2023-11-12T20:31:20.8Z,1,REGULAR,3pt,Jump Shot,[],1641731,69.99014454664915,25.98039215686275,1610612764,25,9,2023-11-12T20:31:30Z,1430000,False,-120.0,230.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
145,PT02M18.00S,2023-11-12T20:31:20.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,25,9,2023-11-12T20:31:52Z,1440000,False,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,144.0,5.0,2.0,3.0,,,,,,,,,,,,,,
146,PT02M07.00S,2023-11-12T20:31:32.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,25.18068331143233,84.80392156862744,1610612751,25,9,2023-11-12T20:33:03Z,1450000,False,-174.0,184.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
147,PT02M02.00S,2023-11-12T20:31:37.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,25,9,2023-11-12T20:31:48Z,1460000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT01M59.00S,2023-11-12T20:31:40.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201568,69.33311432325887,28.186274509803923,1610612764,25,12,2023-11-12T20:33:19Z,1470000,False,-109.0,236.0,1,right,D. Gallinari 25' 3PT running (5 PTS) (D. Avdija 1 AST),"[201568, 1630166]",1610612764.0,WAS,running,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Left Center,25.98,Made,,,,,,,,,,,,,,,5.0,D. Avdija,1630166.0,1.0
150,PT01M44.00S,2023-11-12T20:31:54.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,2.447437582128778,95.34313725490196,1610612751,28,12,2023-11-12T20:31:59Z,1490000,False,-227.0,-29.0,1,left,R. O'Neale 3PT  (6 PTS) (D. Smith Jr. 2 AST),"[1626220, 1628372]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,22.86,Made,,,,,,,,,,,,,,,6.0,D. Smith Jr.,1628372.0,2.0
152,PT01M35.00S,2023-11-12T20:32:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612764,28,12,2023-11-12T20:32:22Z,1510000,False,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629022, 1630166]",1610612751.0,BKN,shooting,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202058.0,1.0,0.0,Avdija,1630166.0,,,,
154,PT01M35.00S,2023-11-12T20:32:32.9Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,28,13,2023-11-12T20:32:56Z,1530000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
155,PT01M35.00S,2023-11-12T20:32:34.5Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,28,13,2023-11-12T20:32:45Z,1540000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M35.00S,2023-11-12T20:32:34.5Z,1,REGULAR,substitution,in,[],1629013,,,1610612764,28,13,2023-11-12T20:32:45Z,1550000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M35.00S,2023-11-12T20:32:32.9Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,28,13,2023-11-12T20:32:56Z,1560000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT01M30.00S,2023-11-12T20:32:37.9Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,28,13,2023-11-12T20:32:56Z,1570000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT01M18.00S,2023-11-12T20:33:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,9.149145860709593,40.931372549019606,1610612751,30,13,2023-11-12T20:33:18Z,1580000,False,45.0,34.0,1,left,N. Claxton driving Hook (4 PTS) (D. Smith Jr. 3 AST),"[1629651, 1628372]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,,,,,,,,,,,,,,,4.0,D. Smith Jr.,1628372.0,3.0
161,PT01M00.00S,2023-11-12T20:33:26.2Z,1,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612764,30,13,2023-11-12T20:33:43Z,1600000,False,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612764.0,WAS,bad pass,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,,,202026.0,,,,,,,,
162,PT00M44.10S,2023-11-12T20:33:57.8Z,1,REGULAR,turnover,out-of-bounds,[],1626220,,,1610612751,30,13,2023-11-12T20:34:03Z,1610000,False,,,0,,R. O'Neale bad pass out-of-bounds TURNOVER (1 TO),[1626220],1610612751.0,BKN,bad pass,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,1627524.0,,,,,,,,
