actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
89,PT04M41.00S,2022-02-17T01:01:11.0Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,24,13,2022-02-17T01:01:15Z,880000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,
90,PT04M32.00S,2022-02-17T01:01:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,81.68528252299606,50.0,1610612752,26,13,2022-02-17T01:06:56Z,890000,0.0,120.0,1,right,E. Fournier 11' driving floating Jump Shot (5 PTS),[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,,11.97,Made,,,,,,,,,,,5.0,,,,,,,
91,PT04M09.00S,2022-02-17T01:01:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,6.783837056504599,47.549019607843135,1610612751,26,13,2022-02-17T01:01:50Z,900000,12.0,11.0,1,left,MISS J. Johnson reverse Layup - blocked,"[201949, 201959]",1610612751.0,BKN,reverse,,,Johnson,J. Johnson,,,,,,1.67,Missed,Gibson,201959.0,,,,,,,,,,,,,,,,
92,PT04M09.00S,2022-02-17T01:01:43.9Z,1,REGULAR,block,,[],201959,,,1610612751,26,13,2022-02-17T01:01:46Z,910000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M08.00S,2022-02-17T01:01:44.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,26,13,2022-02-17T01:01:50Z,920000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,
94,PT04M08.00S,2022-02-17T01:01:49.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,26,13,2022-02-17T01:01:49Z,930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M08.00S,2022-02-17T01:01:49.2Z,1,REGULAR,substitution,out,[],201949,,,1610612751,26,13,2022-02-17T01:01:55Z,940000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M08.00S,2022-02-17T01:01:49.2Z,1,REGULAR,substitution,in,[],1630556,,,1610612751,26,13,2022-02-17T01:01:55Z,950000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2022-02-17T01:02:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612751,26,13,2022-02-17T01:02:29Z,960000,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Aldridge 2 FT),"[1629656, 200746]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,1627962.0,,,,,,,,,2.0,0.0,Aldridge,200746.0,,,,,,,,
100,PT04M06.00S,2022-02-17T01:02:28.0Z,1,REGULAR,substitution,out,[],1629656,,,1610612751,26,13,2022-02-17T01:02:53Z,975000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M06.00S,2022-02-17T01:02:28.0Z,1,REGULAR,substitution,in,[],1630193,,,1610612751,26,13,2022-02-17T01:02:53Z,977500,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M06.00S,2022-02-17T01:02:28.0Z,1,REGULAR,substitution,out,[],203552,,,1610612751,26,13,2022-02-17T01:03:04Z,978750,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M06.00S,2022-02-17T01:02:28.0Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,26,13,2022-02-17T01:03:04Z,979375,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M06.00S,2022-02-17T01:02:40.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],200746,,,1610612751,26,14,2022-02-17T01:02:40Z,980000,,,0,,L. Aldridge Free Throw 1 of 2 (3 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
104,PT04M06.00S,2022-02-17T01:02:40.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],200746,,,1610612751,26,14,2022-02-17T01:03:20Z,990000,,,0,,MISS L. Aldridge Free Throw 2 of 2,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2022-02-17T01:02:42.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,26,14,2022-02-17T01:03:20Z,1000000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,104.0,4.0,4.0,0.0,,,,,,,,,,,,
106,PT03M53.00S,2022-02-17T01:03:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,92.06636005256242,61.274509803921575,1610612752,28,14,2022-02-17T01:03:41Z,1010000,56.0,22.0,1,right,J. Randle 6' turnaround fadeaway Jump Shot (10 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,,6.06,Made,,,,,,,,,,,10.0,,,,,,,
107,PT03M34.00S,2022-02-17T01:03:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630556,10.5946123521682,6.127450980392156,1610612751,28,14,2022-02-17T01:03:53Z,1020000,219.0,47.0,1,left,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,
108,PT03M32.00S,2022-02-17T01:03:50.7Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,28,14,2022-02-17T01:03:53Z,1030000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,
109,PT03M28.00S,2022-02-17T01:03:56.0Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,28,14,2022-02-17T01:04:02Z,1040000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (3 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,1627962.0,,,,,,,,,,,,,,,,,3.0,,,
110,PT03M13.00S,2022-02-17T01:04:16.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,20.18725361366623,66.42156862745098,1610612751,28,14,2022-02-17T01:08:21Z,1050000,-82.0,137.0,1,left,MISS C. Thomas 16' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,16.0,Missed,,,,,,,,,,,,,,,,,,
111,PT03M11.00S,2022-02-17T01:04:18.2Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,28,14,2022-02-17T01:04:21Z,1060000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,
112,PT03M04.00S,2022-02-17T01:04:26.7Z,1,REGULAR,3pt,Jump Shot,[],201959,92.72339027595268,2.941176470588235,1610612752,28,14,2022-02-17T01:04:33Z,1070000,-235.0,16.0,1,right,MISS T. Gibson 3PT,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,
113,PT03M02.00S,2022-02-17T01:04:28.7Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,28,14,2022-02-17T01:04:33Z,1080000,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,112.0,2.0,1.0,1.0,,,,,,,,,,,,
114,PT02M48.00S,2022-02-17T01:04:41.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203944,77.34888304862024,30.14705882352941,1610612752,28,14,2022-02-17T01:04:47Z,1090000,-99.0,160.0,1,right,MISS J. Randle 18' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,,18.86,Missed,,,,,,,,,,,,,,,,,,
115,PT02M46.00S,2022-02-17T01:04:43.9Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,28,14,2022-02-17T01:04:47Z,1100000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,
116,PT02M23.00S,2022-02-17T01:05:06.5Z,1,REGULAR,3pt,Jump Shot,[],200746,30.17411300919842,20.098039215686274,1610612751,28,14,2022-02-17T01:05:10Z,1110000,150.0,231.0,1,left,MISS L. Aldridge 27' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,27.52,Missed,,,,,,,,,,,,,,,,,,
117,PT02M21.00S,2022-02-17T01:05:08.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,28,14,2022-02-17T01:05:10Z,1120000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,116.0,5.0,5.0,0.0,,,,,,,,,,,,
118,PT02M13.00S,2022-02-17T01:05:16.7Z,1,REGULAR,3pt,Jump Shot,[],203095,66.96780551905388,51.225490196078425,1610612752,31,14,2022-02-17T01:09:16Z,1130000,6.0,258.0,1,right,E. Fournier 25' 3PT pullup (8 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,,25.81,Made,,,,,,,,,,,8.0,J. Randle,203944.0,1.0,,,,
120,PT02M01.00S,2022-02-17T01:05:27.9Z,1,REGULAR,3pt,Jump Shot,[],1628975,23.73521681997372,86.27450980392157,1610612751,31,14,2022-02-17T01:10:48Z,1150000,-181.0,171.0,1,left,MISS J. Carter 24' pullup 3PT,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
121,PT01M59.00S,2022-02-17T01:05:29.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,31,14,2022-02-17T01:05:32Z,1160000,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,120.0,3.0,2.0,1.0,,,,,,,,,,,,
122,PT01M50.00S,2022-02-17T01:05:40.1Z,1,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,39.46078431372549,1610612752,31,14,2022-02-17T01:15:36Z,1170000,-53.0,253.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
123,PT01M48.00S,2022-02-17T01:05:42.1Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,31,14,2022-02-17T01:05:46Z,1180000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,
124,PT01M41.00S,2022-02-17T01:05:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,10.726018396846255,40.68627450980392,1610612751,31,16,2022-02-17T01:11:39Z,1190000,47.0,48.0,1,left,B. Brown 6' running pullup Jump Shot (4 PTS) (J. Carter 1 AST),"[1628971, 1628975]",1610612751.0,BKN,running pullup,,,Brown,B. Brown,,,,,,6.71,Made,,,,,,,,,,,4.0,J. Carter,1628975.0,1.0,,,,
126,PT01M25.00S,2022-02-17T01:06:04.4Z,1,REGULAR,3pt,Jump Shot,[],203095,77.7431011826544,9.803921568627452,1610612752,31,16,2022-02-17T01:06:09Z,1210000,-201.0,157.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
127,PT01M23.00S,2022-02-17T01:06:06.4Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,31,16,2022-02-17T01:06:09Z,1220000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,
128,PT01M12.00S,2022-02-17T01:06:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628975,27.808804204993432,75.98039215686273,1610612751,31,16,2022-02-17T01:06:24Z,1230000,-130.0,209.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
129,PT01M10.00S,2022-02-17T01:06:19.0Z,1,REGULAR,rebound,offensive,[],200746,,,1610612751,31,16,2022-02-17T01:06:24Z,1240000,,,0,,L. Aldridge REBOUND (Off:1 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,
130,PT01M09.00S,2022-02-17T01:06:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200746,6.258212877792378,48.03921568627451,1610612751,31,18,2022-02-17T01:12:13Z,1250000,10.0,6.0,1,left,L. Aldridge putback Layup (5 PTS),[200746],1610612751.0,BKN,putback,,,Aldridge,L. Aldridge,,,,,,1.17,Made,,,,,,,,,,,5.0,,,,,,,
131,PT00M49.70S,2022-02-17T01:06:43.7Z,1,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612752,31,18,2022-02-17T01:06:48Z,1260000,,,0,,K. Edwards shooting personal FOUL (1 PF) (Randle 2 FT),"[1630556, 203944]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,1627541.0,,,,,,,,,1.0,0.0,Randle,203944.0,,,,,,,,
133,PT00M49.70S,2022-02-17T01:06:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,31,18,2022-02-17T01:06:52Z,1280000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M49.70S,2022-02-17T01:06:52.2Z,1,REGULAR,substitution,out,[],203095,,,1610612752,31,18,2022-02-17T01:09:40Z,1290000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M49.70S,2022-02-17T01:06:52.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612752,31,18,2022-02-17T01:09:40Z,1300000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M49.70S,2022-02-17T01:06:52.2Z,1,REGULAR,substitution,in,[],1629629,,,1610612752,31,18,2022-02-17T01:09:40Z,1310000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M49.70S,2022-02-17T01:06:52.2Z,1,REGULAR,substitution,in,[],201988,,,1610612752,31,18,2022-02-17T01:09:40Z,1320000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M49.70S,2022-02-17T01:10:24.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,32,18,2022-02-17T01:10:24Z,1330000,,,0,,J. Randle Free Throw 1 of 2 (11 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
139,PT00M49.70S,2022-02-17T01:10:44.1Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,33,18,2022-02-17T01:10:44Z,1340000,,,0,,J. Randle Free Throw 2 of 2 (12 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
141,PT00M46.40S,2022-02-17T01:10:54.5Z,1,REGULAR,turnover,bad pass,[],1628975,,,1610612751,33,18,2022-02-17T01:10:59Z,1360000,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 1630193]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,1.0,Quickley,1630193.0,
142,PT00M46.40S,2022-02-17T01:10:54.5Z,1,REGULAR,steal,,[],1630193,,,1610612752,33,18,2022-02-17T01:10:56Z,1370000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M43.20S,2022-02-17T01:10:58.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,71.30420499342969,78.67647058823529,1610612752,36,18,2022-02-17T01:13:07Z,1380000,143.0,217.0,1,right,I. Quickley 26' 3PT step back (3 PTS),[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,,26.03,Made,,,,,,,,,,,3.0,,,,,,,
144,PT00M34.40S,2022-02-17T01:11:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630560,30.699737187910642,25.98039215686275,1610612751,36,18,2022-02-17T01:13:27Z,1390000,120.0,236.0,1,left,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,
145,PT00M31.90S,2022-02-17T01:11:09.4Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,36,18,2022-02-17T01:11:13Z,1400000,,,0,,T. Gibson REBOUND (Off:0 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,,
146,PT00M10.10S,2022-02-17T01:11:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.69448094612353,46.81372549019608,1610612752,38,18,2022-02-17T01:11:34Z,1410000,-16.0,-3.0,1,right,J. Randle driving Layup (14 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,1.61,Made,,,,,,,,,,,14.0,,,,,,,
147,PT00M04.80S,2022-02-17T01:11:41.3Z,1,REGULAR,foul,personal,[],1630193,,,1610612751,38,18,2022-02-17T02:00:11Z,1420000,,,0,,I. Quickley take personal FOUL (1 PF),"[1630193, 1630560]",1610612752.0,NYK,take,,,Quickley,I. Quickley,,,,,1162.0,,,,,,,,,1.0,0.0,Thomas,1630560.0,,,,,,,,
149,PT00M04.80S,2022-02-17T01:11:41.4Z,1,REGULAR,substitution,out,[],203944,,,1610612751,38,18,2022-02-17T01:12:06Z,1440000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M04.80S,2022-02-17T01:11:41.4Z,1,REGULAR,substitution,out,[],1630556,,,1610612751,38,18,2022-02-17T01:12:06Z,1450000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M04.80S,2022-02-17T01:11:41.4Z,1,REGULAR,substitution,in,[],1630167,,,1610612751,38,18,2022-02-17T01:12:06Z,1460000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M04.80S,2022-02-17T01:11:41.4Z,1,REGULAR,substitution,in,[],203552,,,1610612751,38,18,2022-02-17T01:12:06Z,1470000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M01.00S,2022-02-17T01:12:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,9.149145860709593,48.529411764705884,1610612751,38,18,2022-02-17T01:14:47Z,1480000,7.0,34.0,1,left,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,3.43,Missed,,,,,,,,,,,,,,,,,,
154,PT00M01.00S,2022-02-17T01:12:23.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,38,18,2022-02-17T01:12:37Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,
155,PT00M00.00S,2022-02-17T01:12:27.2Z,1,REGULAR,period,end,[],0,,,1610612751,38,18,2022-02-17T01:12:27Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-17T01:13:33.0Z,2,REGULAR,substitution,out,['startperiod'],200746,,,1610612751,38,18,2022-02-17T01:15:28Z,1510000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-17T01:13:33.0Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612751,38,18,2022-02-17T01:15:28Z,1520000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-17T01:13:33.0Z,2,REGULAR,substitution,in,['startperiod'],201933,,,1610612751,38,18,2022-02-17T01:15:28Z,1530000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-17T01:13:33.0Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,38,18,2022-02-17T01:15:28Z,1540000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-17T01:16:00.6Z,2,REGULAR,period,start,[],0,,,1610612751,38,18,2022-02-17T01:16:00Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M47.00S,2022-02-17T01:16:13.1Z,2,REGULAR,2pt,Jump Shot,[],201988,26.363337713534822,53.92156862745098,1610612751,38,18,2022-02-17T01:16:42Z,1560000,-20.0,195.0,1,left,MISS P. Mills 19' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,19.63,Missed,,,,,,,,,,,,,,,,,,
162,PT11M45.00S,2022-02-17T01:16:15.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,38,18,2022-02-17T01:16:19Z,1570000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,
163,PT11M33.00S,2022-02-17T01:16:26.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201959,92.85479632063075,44.11764705882353,1610612752,40,18,2022-02-17T01:16:31Z,1580000,-29.0,15.0,1,right,T. Gibson turnaround Hook (2 PTS) (I. Quickley 1 AST),"[201959, 1630193]",1610612752.0,NYK,turnaround,,,Gibson,T. Gibson,,,,,,3.29,Made,,,,,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,
165,PT11M19.00S,2022-02-17T01:16:39.7Z,2,REGULAR,3pt,Jump Shot,[],201933,31.09395532194481,28.186274509803923,1610612751,40,21,2022-02-17T01:16:46Z,1600000,109.0,240.0,1,left,B. Griffin 26' 3PT  (3 PTS) (J. Carter 2 AST),"[201933, 1628975]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,26.35,Made,,,,,,,,,,,3.0,J. Carter,1628975.0,2.0,,,,
167,PT11M01.00S,2022-02-17T01:16:58.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,88.64980289093299,65.44117647058823,1610612752,42,21,2022-02-17T01:17:26Z,1620000,77.0,54.0,1,right,A. Burks 9' turnaround fadeaway Jump Shot (2 PTS),[202692],1610612752.0,NYK,turnaround fadeaway,,,Burks,A. Burks,,,,,,9.43,Made,,,,,,,,,,,2.0,,,,,,,
168,PT10M48.00S,2022-02-17T01:17:11.6Z,2,REGULAR,turnover,bad pass,[],201988,,,1610612751,42,21,2022-02-17T01:17:15Z,1630000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 1629629]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,
169,PT10M48.00S,2022-02-17T01:17:11.6Z,2,REGULAR,steal,,[],1629629,,,1610612752,42,21,2022-02-17T01:17:13Z,1640000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M44.00S,2022-02-17T01:17:15.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630193,87.46714848883047,94.36274509803921,1610612752,45,21,2022-02-17T01:18:26Z,1650000,222.0,65.0,1,right,I. Quickley 3PT running (6 PTS) (A. Burks 1 AST),"[1630193, 202692]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,,23.12,Made,,,,,,,,,,,6.0,A. Burks,202692.0,1.0,,,,
172,PT10M30.00S,2022-02-17T01:17:33.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,45,21,2022-02-17T01:17:33Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M27.00S,2022-02-17T01:17:48.1Z,2,REGULAR,turnover,bad pass,[],1628975,,,1610612751,45,21,2022-02-17T01:17:56Z,1680000,,,0,,J. Carter bad pass TURNOVER (2 TO),"[1628975, 202692]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,2.0,Burks,202692.0,
174,PT10M27.00S,2022-02-17T01:17:48.1Z,2,REGULAR,steal,,[],202692,,,1610612752,45,21,2022-02-17T01:17:50Z,1690000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M15.00S,2022-02-17T01:17:59.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201959,77.4802890932983,57.35294117647059,1610612752,45,21,2022-02-17T01:18:07Z,1700000,37.0,159.0,1,right,MISS T. Gibson 16' Jump Shot,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,16.34,Missed,,,,,,,,,,,,,,,,,,
