actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
537,PT05M33.00S,2021-11-16T02:33:58.6Z,4,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612752,79,82,2021-11-16T02:34:11Z,5250000,,,0,,C. LeVert shooting personal FOUL (2 PF) (Barrett 2 FT),"[1627747, 1629628]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,1155.0,,,,2.0,0.0,Barrett,1629628.0,,,,,,
539,PT05M33.00S,2021-11-16T02:34:19.3Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,80,82,2021-11-16T02:34:36Z,5270000,,,0,,R. Barrett Free Throw 1 of 2 (7 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
540,PT05M33.00S,2021-11-16T02:34:19.3Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,80,82,2021-11-16T02:34:36Z,5280000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
541,PT05M31.00S,2021-11-16T02:34:21.3Z,4,REGULAR,rebound,defensive,[],203200,,,1610612754,80,82,2021-11-16T02:34:36Z,5290000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,540.0,3.0,2.0,1.0,,,,,,,,,,,,,,
542,PT05M20.00S,2021-11-16T02:34:44.5Z,4,REGULAR,3pt,Jump Shot,[],1627763,71.82982917214193,20.34313725490196,1610612754,80,82,2021-11-16T02:36:13Z,5300000,-148.0,212.0,1,right,MISS M. Brogdon 25' step back 3PT,[1627763],1610612754.0,IND,step back,,,Brogdon,M. Brogdon,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
543,PT05M18.00S,2021-11-16T02:34:46.5Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612752,80,82,2021-11-16T02:34:49Z,5310000,,,0,,R. Barrett REBOUND (Off:0 Def:6),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,542.0,6.0,6.0,0.0,,,,,,,,,,,,,,
544,PT05M03.00S,2021-11-16T02:35:01.6Z,4,REGULAR,3pt,Jump Shot,[],1630193,5.863994743758213,1.2254901960784315,1610612752,83,82,2021-11-16T02:35:05Z,5320000,244.0,3.0,1,left,I. Quickley 24' 3PT  (16 PTS) (J. Randle 4 AST),"[1630193, 203944]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,24.39,Made,16.0,,,,,,,,,,,,,J. Randle,203944.0,4.0,,,
546,PT04M41.00S,2021-11-16T02:35:23.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,83.78777923784494,43.872549019607845,1610612754,83,82,2021-11-16T02:36:31Z,5340000,-31.0,100.0,1,right,MISS C. LeVert 10' driving floating Shot,[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,10.45,Missed,,,,,,,,,,,,,,,,,,,
547,PT04M39.00S,2021-11-16T02:35:25.3Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,83,82,2021-11-16T02:35:29Z,5350000,,,0,,J. Randle REBOUND (Off:1 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,546.0,9.0,8.0,1.0,,,,,,,,,,,,,,
548,PT04M29.00S,2021-11-16T02:35:35.4Z,4,REGULAR,3pt,Jump Shot,[],202692,27.54599211563732,78.18627450980392,1610612752,83,82,2021-11-16T02:36:41Z,5360000,-141.0,206.0,1,left,MISS A. Burks 24' step back 3PT,[202692],1610612752.0,NYK,step back,,,Burks,A. Burks,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
549,PT04M27.00S,2021-11-16T02:35:37.4Z,4,REGULAR,rebound,offensive,[],1630193,,,1610612752,83,82,2021-11-16T02:35:41Z,5370000,,,0,,I. Quickley REBOUND (Off:2 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,548.0,3.0,1.0,2.0,,,,,,,,,,,,,,
550,PT04M27.00S,2021-11-16T02:35:40.5Z,4,REGULAR,foul,personal,[],1627747,,,1610612752,83,82,2021-11-16T02:35:47Z,5380000,,,0,,C. LeVert personal FOUL (3 PF),"[1627747, 1630193]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,1151.0,,,,3.0,0.0,Quickley,1630193.0,,,,,,
552,PT04M27.00S,2021-11-16T02:35:40.6Z,4,REGULAR,substitution,out,[],202692,,,1610612752,83,82,2021-11-16T02:35:53Z,5400000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT04M27.00S,2021-11-16T02:35:40.6Z,4,REGULAR,substitution,in,[],201565,,,1610612752,83,82,2021-11-16T02:35:53Z,5410000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M14.00S,2021-11-16T02:36:19.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201565,16.770696452036795,64.2156862745098,1610612752,85,82,2021-11-16T02:36:22Z,5420000,-71.0,105.0,1,left,D. Rose 12' turnaround Jump Shot (12 PTS),[201565],1610612752.0,NYK,turnaround,,,Rose,D. Rose,,,,,12.69,Made,12.0,,,,,,,,,,,,,,,,,,
555,PT03M58.00S,2021-11-16T02:36:34.7Z,4,REGULAR,3pt,Jump Shot,[],203200,67.88764783180025,46.07843137254902,1610612754,85,82,2021-11-16T02:36:42Z,5430000,-20.0,249.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
556,PT03M56.00S,2021-11-16T02:36:36.7Z,4,REGULAR,rebound,defensive,[],201959,,,1610612752,85,82,2021-11-16T02:37:55Z,5440000,,,0,,T. Gibson REBOUND (Off:3 Def:4),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,555.0,7.0,4.0,3.0,,,,,,,,,,,,,,
559,PT03M36.00S,2021-11-16T02:36:57.6Z,4,REGULAR,3pt,Jump Shot,[],201565,6.915243101182654,1.9607843137254901,1610612752,85,82,2021-11-16T02:37:01Z,5470000,240.0,13.0,1,left,MISS D. Rose 24' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,,
560,PT03M34.00S,2021-11-16T02:36:59.4Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612754,85,82,2021-11-16T02:36:59Z,5480000,,,0,,M. Brogdon REBOUND (Off:1 Def:6),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,559.0,7.0,6.0,1.0,,,,,,,,,,,,,,
561,PT03M31.00S,2021-11-16T02:37:02.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,93.9060446780552,45.09803921568628,1610612754,85,82,2021-11-16T02:37:07Z,5490000,-25.0,5.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
562,PT03M29.00S,2021-11-16T02:37:04.1Z,4,REGULAR,rebound,defensive,[],201959,,,1610612752,85,82,2021-11-16T02:37:07Z,5500000,,,0,,T. Gibson REBOUND (Off:3 Def:5),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,561.0,8.0,5.0,3.0,,,,,,,,,,,,,,
563,PT03M26.00S,2021-11-16T02:37:08.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,6.521024967148489,49.26470588235294,1610612752,87,82,2021-11-16T02:37:21Z,5510000,4.0,9.0,1,left,R. Barrett DUNK (9 PTS) (D. Rose 6 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,0.95,Made,9.0,,,,,,,,,,,,,D. Rose,201565.0,6.0,,,
565,PT03M26.00S,2021-11-16T02:37:13.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,87,82,2021-11-16T02:37:13Z,5530000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT03M26.00S,2021-11-16T02:38:58.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,87,82,2021-11-16T02:38:58Z,5540000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT03M08.00S,2021-11-16T02:40:34.5Z,4,REGULAR,2pt,Jump Shot,[],1627763,81.02825229960578,66.42156862745098,1610612754,87,82,2021-11-16T02:41:17Z,5550000,82.0,126.0,1,right,MISS M. Brogdon 15' driving floating Shot,[1627763],1610612754.0,IND,driving floating,,,Brogdon,M. Brogdon,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,,
568,PT03M06.00S,2021-11-16T02:40:36.5Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,87,82,2021-11-16T02:40:40Z,5560000,,,0,,I. Quickley REBOUND (Off:2 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,567.0,4.0,2.0,2.0,,,,,,,,,,,,,,
569,PT02M52.00S,2021-11-16T02:40:50.5Z,4,REGULAR,3pt,Jump Shot,[],201565,30.56833114323259,27.696078431372552,1610612752,87,82,2021-11-16T02:43:06Z,5570000,112.0,235.0,1,left,MISS D. Rose 25' pullup 3PT,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
571,PT02M50.00S,2021-11-16T02:40:52.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,87,82,2021-11-16T02:40:59Z,5590000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,,
572,PT02M50.00S,2021-11-16T02:41:06.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,87,82,2021-11-16T02:41:06Z,5600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT02M32.00S,2021-11-16T02:41:25.7Z,4,REGULAR,3pt,Jump Shot,[],1627747,72.61826544021025,20.34313725490196,1610612754,87,82,2021-11-16T02:41:33Z,5610000,-148.0,205.0,1,right,MISS C. LeVert 25' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
574,PT02M30.00S,2021-11-16T02:41:27.7Z,4,REGULAR,rebound,offensive,[],1626167,,,1610612754,87,82,2021-11-16T02:41:33Z,5620000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,573.0,3.0,2.0,1.0,,,,,,,,,,,,,,
577,PT02M19.00S,2021-11-16T02:41:39.1Z,4,REGULAR,turnover,bad pass,[],1627763,,,1610612754,87,82,2021-11-16T02:41:45Z,5650000,,,0,,M. Brogdon bad pass TURNOVER (2 TO),"[1627763, 201959]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,2.0,,,,,,,,,,Gibson,201959.0,
578,PT02M19.00S,2021-11-16T02:41:39.1Z,4,REGULAR,steal,,[],201959,,,1610612752,87,82,2021-11-16T02:41:41Z,5660000,,,0,,T. Gibson STEAL (1 STL),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT02M06.00S,2021-11-16T02:41:51.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201959,22.158344283837057,48.03921568627451,1610612752,87,82,2021-11-16T02:41:57Z,5670000,10.0,156.0,1,left,MISS T. Gibson 15' Jump Shot,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,15.61,Missed,,,,,,,,,,,,,,,,,,,
580,PT02M04.00S,2021-11-16T02:41:53.4Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612754,87,82,2021-11-16T02:41:57Z,5680000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,579.0,3.0,3.0,0.0,,,,,,,,,,,,,,
581,PT01M55.00S,2021-11-16T02:42:06.9Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612754,87,82,2021-11-16T02:42:30Z,5690000,,,0,,I. Quickley shooting personal FOUL (2 PF) (LeVert 2 FT),"[1630193, 1627747]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,1155.0,,,,2.0,0.0,LeVert,1627747.0,,,,,,
583,PT01M55.00S,2021-11-16T02:42:33.6Z,4,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,87,83,2021-11-16T02:42:33Z,5710000,,,0,,C. LeVert Free Throw 1 of 2 (16 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
584,PT01M55.00S,2021-11-16T02:42:47.8Z,4,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,87,84,2021-11-16T02:42:47Z,5720000,,,0,,C. LeVert Free Throw 2 of 2 (17 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
585,PT01M30.00S,2021-11-16T02:43:18.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.966491458607096,53.18627450980392,1610612752,87,84,2021-11-16T02:43:23Z,5730000,-16.0,22.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,,
586,PT01M28.00S,2021-11-16T02:43:20.4Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,87,84,2021-11-16T02:43:23Z,5740000,,,0,,D. Sabonis REBOUND (Off:3 Def:11),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,585.0,14.0,11.0,3.0,,,,,,,,,,,,,,
587,PT01M17.00S,2021-11-16T02:43:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.9862023653088,47.05882352941176,1610612754,87,84,2021-11-16T02:43:39Z,5750000,-15.0,13.0,1,right,MISS D. Sabonis cutting Layup,[1627734],1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
588,PT01M15.00S,2021-11-16T02:43:33.7Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612754,87,84,2021-11-16T02:43:39Z,5760000,,,0,,D. Sabonis REBOUND (Off:4 Def:11),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,587.0,15.0,11.0,4.0,,,,,,,,,,,,,,
589,PT01M15.00S,2021-11-16T02:43:36.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,93.69250985545335,48.79748774509804,1610612754,87,84,2021-11-16T02:44:32Z,5770000,-6.0,7.0,1,right,MISS D. Sabonis putback Layup,[1627734],1610612754.0,IND,putback,,,Sabonis,D. Sabonis,,,,,0.91,Missed,,,,,,,,,,,,,,,,,,,
590,PT01M13.00S,2021-11-16T02:43:38.0Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,87,84,2021-11-16T02:43:51Z,5780000,,,0,,J. Randle REBOUND (Off:1 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,589.0,10.0,9.0,1.0,,,,,,,,,,,,,,
591,PT00M57.00S,2021-11-16T02:43:53.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,11.645860709592641,34.80392156862745,1610612752,89,84,2021-11-16T02:44:04Z,5790000,76.0,57.0,1,left,D. Rose 9' driving floating Jump Shot (14 PTS) (J. Randle 5 AST),"[201565, 203944]",1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,9.5,Made,14.0,,,,,,,,,,,,,J. Randle,203944.0,5.0,,,
593,PT00M57.00S,2021-11-16T02:43:58.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,89,84,2021-11-16T02:43:58Z,5810000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M53.20S,2021-11-16T02:45:52.6Z,4,REGULAR,3pt,Jump Shot,[],1626167,94.1688567674113,94.36274509803921,1610612754,89,84,2021-11-16T02:46:02Z,5820000,222.0,2.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,22.18,Missed,,,,,,,,,,,,,,,,,,,
595,PT00M50.70S,2021-11-16T02:45:55.1Z,4,REGULAR,rebound,offensive,[],1627763,,,1610612754,89,84,2021-11-16T02:46:12Z,5830000,,,0,,M. Brogdon REBOUND (Off:2 Def:6),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,594.0,8.0,6.0,2.0,,,,,,,,,,,,,,
596,PT00M43.30S,2021-11-16T02:46:02.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,96.5341655716163,3.9215686274509802,1610612754,89,84,2021-11-16T02:46:08Z,5840000,-230.0,-20.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,,
597,PT00M41.30S,2021-11-16T02:46:04.5Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,89,84,2021-11-16T02:46:08Z,5850000,,,0,,J. Randle REBOUND (Off:1 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,596.0,11.0,10.0,1.0,,,,,,,,,,,,,,
598,PT00M19.80S,2021-11-16T02:46:26.3Z,4,REGULAR,3pt,Jump Shot,[],1629628,28.33442838370565,75.24509803921569,1610612752,92,84,2021-11-16T02:46:30Z,5860000,-126.0,214.0,1,left,R. Barrett 24' 3PT  (12 PTS) (D. Rose 7 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.83,Made,12.0,,,,,,,,,,,,,D. Rose,201565.0,7.0,,,
600,PT00M06.20S,2021-11-16T02:46:44.1Z,4,REGULAR,3pt,Jump Shot,[],1627747,67.09921156373193,58.82352941176471,1610612754,92,84,2021-11-16T02:47:09Z,5880000,44.0,257.0,1,right,MISS C. LeVert 26' pullup 3PT,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
601,PT00M03.70S,2021-11-16T02:46:46.6Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,92,84,2021-11-16T02:46:51Z,5890000,,,0,,I. Quickley REBOUND (Off:2 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,600.0,5.0,3.0,2.0,,,,,,,,,,,,,,
602,PT00M00.00S,2021-11-16T02:46:52.0Z,4,REGULAR,period,end,[],0,,,1610612752,92,84,2021-11-16T02:46:52Z,5900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M00.00S,2021-11-16T02:46:59.3Z,4,REGULAR,game,end,[],0,,,0,92,84,2021-11-16T02:46:59Z,5910000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
