actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
706,PT04M56.00S,2021-10-21T02:17:53.2Z,5,OVERTIME,jumpball,recovered,[],203935,,,1610612738,116,116,2021-10-21T02:17:53Z,6720000,,,0,,Jump Ball R. Williams III vs. O. Toppin: Tip to M. Smart,"[203935, 1629057, 1630167]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Williams III,1629057.0,Toppin,1630167.0,,,,,,,,,,,,,,,,,,,,,
709,PT04M46.00S,2021-10-21T02:18:02.7Z,5,OVERTIME,3pt,Jump Shot,[],1627759,32.013797634691194,55.63725490196079,1610612738,116,119,2021-10-21T02:18:07Z,6750000,-28.0,248.0,1,left,J. Brown 25' 3PT  (42 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.0,Made,42.0,,,,,,,,,,,,,,,,,,
710,PT04M26.00S,2021-10-21T02:18:22.5Z,5,OVERTIME,3pt,Jump Shot,[],203095,67.49342969776609,41.66666666666667,1610612752,119,119,2021-10-21T02:18:26Z,6760000,-42.0,253.0,1,right,E. Fournier 25' 3PT  (23 PTS) (J. Randle 7 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.65,Made,23.0,,,,,,,,,,,,,,,J. Randle,203944.0,7.0,
712,PT04M10.00S,2021-10-21T02:18:38.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629057,8.229303547963205,49.26470588235294,1610612738,119,121,2021-10-21T02:18:45Z,6780000,4.0,25.0,1,left,R. Williams III alley-oop Layup (16 PTS) (D. Schroder 8 AST),"[1629057, 203471]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.52,Made,16.0,,,,,,,,,,,,,,,D. Schroder,203471.0,8.0,
714,PT04M01.00S,2021-10-21T02:18:48.1Z,5,OVERTIME,3pt,Jump Shot,[],203095,69.85873850197109,25.98039215686275,1610612752,122,121,2021-10-21T02:18:52Z,6800000,-120.0,231.0,1,right,E. Fournier 26' 3PT  (26 PTS) (J. Randle 8 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.02,Made,26.0,,,,,,,,,,,,,,,J. Randle,203944.0,8.0,
716,PT03M53.00S,2021-10-21T02:18:59.1Z,5,OVERTIME,foul,personal,['2freethrow'],202689,,,1610612738,122,121,2021-10-21T02:19:15Z,6820000,,,0,,K. Walker shooting personal FOUL (4 PF) (Brown 2 FT),"[202689, 1627759]",1610612752.0,NYK,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,203177.0,4.0,0.0,Brown,1627759.0,,,,,,
720,PT03M53.00S,2021-10-21T02:19:14.6Z,5,OVERTIME,substitution,out,[],1630167,,,1610612738,122,121,2021-10-21T02:19:35Z,6835000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
721,PT03M53.00S,2021-10-21T02:19:14.6Z,5,OVERTIME,substitution,in,[],1629011,,,1610612738,122,121,2021-10-21T02:19:35Z,6837500,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
718,PT03M53.00S,2021-10-21T02:19:30.1Z,5,OVERTIME,freethrow,1 of 2,[],1627759,,,1610612738,122,121,2021-10-21T02:19:30Z,6840000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
719,PT03M53.00S,2021-10-21T02:19:30.1Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612738,122,121,2021-10-21T02:19:30Z,6850000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,718.0,,,,,,,,,,,,,,
722,PT03M53.00S,2021-10-21T02:19:48.7Z,5,OVERTIME,freethrow,2 of 2,[],1627759,,,1610612738,122,122,2021-10-21T02:19:48Z,6860000,,,0,,J. Brown Free Throw 2 of 2 (43 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,43.0,,,,,,,,,,,,,,,,,,
723,PT03M42.00S,2021-10-21T02:20:01.9Z,5,OVERTIME,3pt,Jump Shot,[],203095,77.7431011826544,8.088235294117647,1610612752,125,122,2021-10-21T02:20:06Z,6870000,-210.0,157.0,1,right,E. Fournier 26' 3PT  (29 PTS) (J. Randle 9 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.17,Made,29.0,,,,,,,,,,,,,,,J. Randle,203944.0,9.0,
725,PT03M27.00S,2021-10-21T02:20:22.4Z,5,OVERTIME,3pt,Jump Shot,[],203935,8.492115637319317,2.2058823529411766,1610612738,125,125,2021-10-21T02:20:27Z,6890000,239.0,27.0,1,left,M. Smart 24' 3PT  (15 PTS) (J. Brown 5 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.06,Made,15.0,,,,,,,,,,,,,,,J. Brown,1627759.0,5.0,
727,PT03M13.00S,2021-10-21T02:20:39.7Z,5,OVERTIME,3pt,Jump Shot,[],1629628,81.02825229960578,92.15686274509804,1610612752,128,125,2021-10-21T02:20:43Z,6910000,211.0,126.0,1,right,R. Barrett 24' 3PT  (17 PTS) (E. Fournier 3 AST),"[1629628, 203095]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.55,Made,17.0,,,,,,,,,,,,,,,E. Fournier,203095.0,3.0,
729,PT02M58.00S,2021-10-21T02:20:54.5Z,5,OVERTIME,3pt,Jump Shot,[],1628369,3.3672798948751645,97.05882352941177,1610612738,128,128,2021-10-21T02:20:58Z,6930000,-235.0,-21.0,1,left,J. Tatum 3PT  (17 PTS) (R. Williams III 3 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.62,Made,17.0,,,,,,,,,,,,,,,R. Williams III,1629057.0,3.0,
731,PT02M42.00S,2021-10-21T02:21:10.2Z,5,OVERTIME,2pt,Jump Shot,[],203095,76.16622864651774,39.950980392156865,1610612752,128,128,2021-10-21T02:21:17Z,6950000,-50.0,172.0,1,right,MISS E. Fournier 17' turnaround fadeaway Shot,[203095],1610612752.0,NYK,turnaround fadeaway,,,Fournier,E. Fournier,,,,,17.87,Missed,,,,,,,,,,,,,,,,,,,
732,PT02M40.00S,2021-10-21T02:21:12.2Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,128,128,2021-10-21T02:21:17Z,6960000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,731.0,8.0,6.0,2.0,,,,,,,,,,,
733,PT02M23.00S,2021-10-21T02:21:30.0Z,5,OVERTIME,3pt,Jump Shot,[],1627759,31.750985545335087,60.049019607843135,1610612738,128,128,2021-10-21T02:21:36Z,6970000,-50.0,246.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
734,PT02M21.00S,2021-10-21T02:21:32.0Z,5,OVERTIME,rebound,defensive,[],1629011,,,1610612752,128,128,2021-10-21T02:21:36Z,6980000,,,0,,M. Robinson REBOUND (Off:5 Def:7),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,733.0,12.0,7.0,5.0,,,,,,,,,,,
735,PT02M01.00S,2021-10-21T02:21:51.6Z,5,OVERTIME,3pt,Jump Shot,[],1629628,72.48685939553219,79.65686274509804,1610612752,128,128,2021-10-21T02:22:06Z,6990000,148.0,206.0,1,right,MISS R. Barrett 25' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
736,PT01M59.00S,2021-10-21T02:21:53.6Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,128,128,2021-10-21T02:21:57Z,7000000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,735.0,7.0,7.0,0.0,,,,,,,,,,,
737,PT01M49.00S,2021-10-21T02:22:03.0Z,5,OVERTIME,2pt,Jump Shot,[],203471,23.340998685939553,36.76470588235294,1610612738,128,128,2021-10-21T02:22:07Z,7010000,66.0,167.0,1,left,MISS D. Schroder 17' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,17.95,Missed,,,,,,,,,,,,,,,,,,,
738,PT01M47.00S,2021-10-21T02:22:05.0Z,5,OVERTIME,rebound,defensive,[],1629628,,,1610612752,128,128,2021-10-21T02:22:07Z,7020000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,737.0,3.0,3.0,0.0,,,,,,,,,,,
739,PT01M31.00S,2021-10-21T02:22:22.0Z,5,OVERTIME,3pt,Jump Shot,[],203095,69.33311432325887,31.372549019607842,1610612752,128,128,2021-10-21T02:22:53Z,7030000,-93.0,236.0,1,right,MISS E. Fournier 25' pullup 3PT - blocked,"[203095, 1628369]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.35,Missed,,,,,,,,,,,,,,Tatum,1628369.0,,,,
746,PT01M31.00S,2021-10-21T02:22:22.0Z,5,OVERTIME,block,,[],1628369,,,1610612752,128,128,2021-10-21T02:23:36Z,7035000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
740,PT01M29.00S,2021-10-21T02:22:24.0Z,5,OVERTIME,rebound,defensive,[],203935,,,1610612738,128,128,2021-10-21T02:22:31Z,7040000,,,0,,M. Smart REBOUND (Off:0 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,739.0,7.0,7.0,0.0,,,,,,,,,,,
741,PT01M24.00S,2021-10-21T02:22:29.0Z,5,OVERTIME,3pt,Jump Shot,['fastbreak'],1628369,26.231931668856767,18.137254901960784,1610612738,128,128,2021-10-21T02:22:39Z,7050000,159.0,194.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
742,PT01M22.00S,2021-10-21T02:22:31.0Z,5,OVERTIME,rebound,defensive,[],1629628,,,1610612752,128,128,2021-10-21T02:22:39Z,7060000,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,741.0,4.0,4.0,0.0,,,,,,,,,,,
743,PT01M08.00S,2021-10-21T02:22:44.4Z,5,OVERTIME,3pt,Jump Shot,[],203095,94.95729303547962,3.431372549019608,1610612752,128,128,2021-10-21T02:22:52Z,7070000,-233.0,-5.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
744,PT01M06.00S,2021-10-21T02:22:46.4Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,128,128,2021-10-21T02:22:52Z,7080000,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,743.0,8.0,8.0,0.0,,,,,,,,,,,
745,PT01M00.00S,2021-10-21T02:22:57.0Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,128,128,2021-10-21T02:22:57Z,7090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,PT00M43.00S,2021-10-21T02:24:54.8Z,5,OVERTIME,3pt,Jump Shot,[],203471,25.969119579500656,17.647058823529413,1610612738,128,128,2021-10-21T02:25:01Z,7100000,162.0,192.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
748,PT00M41.10S,2021-10-21T02:24:56.7Z,5,OVERTIME,rebound,defensive,[],1629011,,,1610612752,128,128,2021-10-21T02:25:01Z,7110000,,,0,,M. Robinson REBOUND (Off:5 Def:8),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,747.0,13.0,8.0,5.0,,,,,,,,,,,
749,PT00M22.40S,2021-10-21T02:25:16.1Z,5,OVERTIME,3pt,Jump Shot,[],203944,73.80091984231275,15.686274509803921,1610612752,128,128,2021-10-21T02:25:23Z,7120000,-172.0,194.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
750,PT00M19.90S,2021-10-21T02:25:18.6Z,5,OVERTIME,rebound,defensive,[],203935,,,1610612738,128,128,2021-10-21T02:25:23Z,7130000,,,0,,M. Smart REBOUND (Off:0 Def:8),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,749.0,8.0,8.0,0.0,,,,,,,,,,,
751,PT00M01.80S,2021-10-21T02:25:38.4Z,5,OVERTIME,2pt,Jump Shot,[],1628369,8.492115637319317,20.098039215686274,1610612738,128,128,2021-10-21T02:26:39Z,7140000,150.0,27.0,1,left,MISS J. Tatum 15' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,15.2,Missed,,,,,,,,,,,,,,,,,,,
752,PT00M00.10S,2021-10-21T02:25:40.1Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612738,128,128,2021-10-21T02:26:21Z,7150000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,751.0,,,,,,,,,,,,,,
753,PT00M00.00S,2021-10-21T02:25:45.1Z,5,OVERTIME,period,end,[],0,,,1610612738,128,128,2021-10-21T02:25:45Z,7160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,PT05M00.00S,2021-10-21T02:26:02.1Z,6,OVERTIME,substitution,out,['startperiod'],202689,,,1610612738,128,128,2021-10-21T02:28:23Z,7170000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
755,PT05M00.00S,2021-10-21T02:26:02.1Z,6,OVERTIME,substitution,in,['startperiod'],201565,,,1610612738,128,128,2021-10-21T02:28:23Z,7180000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
756,PT05M00.00S,2021-10-21T02:29:05.1Z,6,OVERTIME,period,start,[],0,,,0,128,128,2021-10-21T02:29:05Z,7190000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,PT04M57.00S,2021-10-21T02:29:07.3Z,6,OVERTIME,jumpball,recovered,[],1628369,,,1610612738,128,128,2021-10-21T02:29:07Z,7210000,,,0,,Jump Ball R. Williams III vs. M. Robinson: Tip to J. Tatum,"[1628369, 1629057, 1629011]",1610612738.0,BOS,startperiod,J. Tatum,1628369.0,Tatum,J. Tatum,Williams III,1629057.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,
761,PT04M42.00S,2021-10-21T02:29:21.4Z,6,OVERTIME,3pt,Jump Shot,[],1627759,11.383048620236531,3.1862745098039214,1610612738,128,131,2021-10-21T02:29:26Z,7240000,234.0,55.0,1,left,J. Brown 24' 3PT  (46 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.04,Made,46.0,,,,,,,,,,,,,,,M. Smart,203935.0,6.0,
763,PT04M18.00S,2021-10-21T02:29:49.6Z,6,OVERTIME,3pt,Jump Shot,[],203944,68.9388961892247,68.87254901960785,1610612752,128,131,2021-10-21T02:29:55Z,7260000,94.0,239.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
764,PT04M16.00S,2021-10-21T02:29:51.6Z,6,OVERTIME,rebound,defensive,[],1627759,,,1610612738,128,131,2021-10-21T02:29:55Z,7270000,,,0,,J. Brown REBOUND (Off:0 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,763.0,9.0,9.0,0.0,,,,,,,,,,,
765,PT04M02.00S,2021-10-21T02:30:04.7Z,6,OVERTIME,2pt,Jump Shot,[],1627759,20.844283837056505,46.568627450980394,1610612738,128,131,2021-10-21T02:30:28Z,7280000,17.0,143.0,1,left,MISS J. Brown 14' pullup Shot - blocked,"[1627759, 203944]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,14.44,Missed,,,,,,,,,,,,,,Randle,203944.0,,,,
766,PT04M02.00S,2021-10-21T02:30:04.7Z,6,OVERTIME,block,,[],203944,,,1610612738,128,131,2021-10-21T02:30:08Z,7290000,,,0,,J. Randle BLOCK (3 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
767,PT04M00.00S,2021-10-21T02:30:06.7Z,6,OVERTIME,rebound,defensive,[],1629011,,,1610612752,128,131,2021-10-21T02:30:11Z,7300000,,,0,,M. Robinson REBOUND (Off:5 Def:9),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,765.0,14.0,9.0,5.0,,,,,,,,,,,
768,PT03M55.00S,2021-10-21T02:30:11.6Z,6,OVERTIME,turnover,lost ball,[],203095,,,1610612752,128,131,2021-10-21T02:30:17Z,7310000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 203471]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,1.0,Schroder,203471.0,,,,,,,,,,,,,,,
769,PT03M55.00S,2021-10-21T02:30:11.6Z,6,OVERTIME,steal,,[],203471,,,1610612738,128,131,2021-10-21T02:30:13Z,7320000,,,0,,D. Schroder STEAL (2 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
770,PT03M51.00S,2021-10-21T02:30:16.0Z,6,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,7.046649145860711,51.9607843137255,1610612738,128,131,2021-10-21T02:30:22Z,7330000,-10.0,14.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
771,PT03M49.00S,2021-10-21T02:30:18.0Z,6,OVERTIME,rebound,defensive,[],1629011,,,1610612752,128,131,2021-10-21T02:30:22Z,7340000,,,0,,M. Robinson REBOUND (Off:5 Def:10),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,770.0,15.0,10.0,5.0,,,,,,,,,,,
772,PT03M45.00S,2021-10-21T02:30:22.3Z,6,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,92.46057818659659,50.0,1610612752,130,131,2021-10-21T02:30:27Z,7350000,0.0,18.0,1,right,R. Barrett driving Layup (19 PTS) (M. Robinson 3 AST),"[1629628, 1629011]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.84,Made,19.0,,,,,,,,,,,,,,,M. Robinson,1629011.0,3.0,
773,PT03M22.00S,2021-10-21T02:30:49.4Z,6,OVERTIME,foul,personal,[],1629011,,,1610612738,130,131,2021-10-21T02:30:55Z,7360000,,,0,,M. Robinson personal FOUL (2 PF),"[1629011, 203471]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,1162.0,2.0,1.0,Schroder,203471.0,,,,,,
776,PT03M12.00S,2021-10-21T02:31:23.9Z,6,OVERTIME,2pt,Layup,['pointsinthepaint'],203935,8.754927726675426,45.588235294117645,1610612738,130,131,2021-10-21T02:31:30Z,7380000,22.0,30.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,,
777,PT03M10.00S,2021-10-21T02:31:25.9Z,6,OVERTIME,rebound,defensive,[],203944,,,1610612752,130,131,2021-10-21T02:31:30Z,7390000,,,0,,J. Randle REBOUND (Off:0 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,776.0,7.0,7.0,0.0,,,,,,,,,,,
778,PT03M07.00S,2021-10-21T02:31:28.6Z,6,OVERTIME,turnover,lost ball,[],203944,,,1610612752,130,131,2021-10-21T02:31:32Z,7400000,,,0,,J. Randle lost ball TURNOVER (7 TO),"[203944, 1627759]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,7.0,Brown,1627759.0,,,,,,,,,,,,,,,
779,PT03M07.00S,2021-10-21T02:31:28.6Z,6,OVERTIME,steal,,[],1627759,,,1610612738,130,131,2021-10-21T02:31:30Z,7410000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
780,PT03M04.00S,2021-10-21T02:31:31.2Z,6,OVERTIME,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627759,5.863994743758213,48.28431372549019,1610612738,130,131,2021-10-21T02:31:34Z,7420000,9.0,3.0,1,left,MISS J. Brown DUNK,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,,
781,PT03M02.00S,2021-10-21T02:31:33.0Z,6,OVERTIME,rebound,defensive,[],1629011,,,1610612752,130,131,2021-10-21T02:31:33Z,7430000,,,0,,M. Robinson REBOUND (Off:5 Def:11),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,780.0,16.0,11.0,5.0,,,,,,,,,,,
782,PT02M58.00S,2021-10-21T02:31:37.0Z,6,OVERTIME,3pt,Jump Shot,['fastbreak'],203095,79.97700394218134,6.61764705882353,1610612752,130,131,2021-10-21T02:31:48Z,7440000,-217.0,136.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
783,PT02M56.00S,2021-10-21T02:31:39.0Z,6,OVERTIME,rebound,defensive,[],1629057,,,1610612738,130,131,2021-10-21T02:31:48Z,7450000,,,0,,R. Williams III REBOUND (Off:3 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,782.0,10.0,7.0,3.0,,,,,,,,,,,
784,PT02M38.00S,2021-10-21T02:31:56.9Z,6,OVERTIME,3pt,Jump Shot,[],1627759,5.469776609724048,97.30392156862744,1610612738,130,131,2021-10-21T02:32:01Z,7460000,-237.0,-1.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
785,PT02M36.00S,2021-10-21T02:31:58.9Z,6,OVERTIME,rebound,defensive,[],1629011,,,1610612752,130,131,2021-10-21T02:32:01Z,7470000,,,0,,M. Robinson REBOUND (Off:5 Def:12),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,784.0,17.0,12.0,5.0,,,,,,,,,,,
786,PT02M16.00S,2021-10-21T02:32:22.7Z,6,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],203095,92.72339027595268,43.627450980392155,1610612752,130,131,2021-10-21T02:32:52Z,7480000,-32.0,16.0,1,right,MISS E. Fournier floating Shot,[203095],1610612752.0,NYK,floating,,,Fournier,E. Fournier,,,,,3.56,Missed,,,,,,,,,,,,,,,,,,,
787,PT02M15.00S,2021-10-21T02:32:23.7Z,6,OVERTIME,rebound,offensive,['team'],0,,,1610612752,130,131,2021-10-21T02:32:35Z,7490000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,786.0,,,,,,,,,,,,,,
788,PT02M14.00S,2021-10-21T02:32:26.7Z,6,OVERTIME,turnover,shot clock,['team'],0,,,1610612752,130,131,2021-10-21T02:32:38Z,7500000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,203177.0,,,,,,,,,,
789,PT02M04.00S,2021-10-21T02:32:50.0Z,6,OVERTIME,3pt,Jump Shot,['fromturnover'],1628369,31.61957950065703,55.63725490196079,1610612738,130,131,2021-10-21T02:32:55Z,7510000,-28.0,245.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
790,PT02M02.00S,2021-10-21T02:32:52.0Z,6,OVERTIME,rebound,defensive,[],203095,,,1610612752,130,131,2021-10-21T02:32:55Z,7520000,,,0,,E. Fournier REBOUND (Off:0 Def:5),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,789.0,5.0,5.0,0.0,,,,,,,,,,,
791,PT01M52.00S,2021-10-21T02:33:06.0Z,6,OVERTIME,foul,personal,[],1627759,,,1610612752,130,131,2021-10-21T02:33:10Z,7530000,,,0,,J. Brown personal FOUL (5 PF),"[1627759, 203944]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1162.0,5.0,0.0,Randle,203944.0,,,,,,
793,PT01M46.00S,2021-10-21T02:33:38.1Z,6,OVERTIME,2pt,Layup,['pointsinthepaint'],203944,89.30683311432325,49.01960784313725,1610612752,132,131,2021-10-21T02:33:42Z,7550000,-5.0,48.0,1,right,J. Randle driving Layup (34 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,4.82,Made,34.0,,,,,,,,,,,,,,,,,,
794,PT01M46.00S,2021-10-21T02:33:40.8Z,6,OVERTIME,foul,personal,"['inpenalty', '1freethrow']",1629057,,,1610612752,132,131,2021-10-21T02:34:13Z,7560000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Randle 1 FT),"[1629057, 203944]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,203177.0,1.0,0.0,Randle,203944.0,,,,,,
796,PT01M46.00S,2021-10-21T02:34:13.8Z,6,OVERTIME,freethrow,1 of 1,[],203944,,,1610612752,133,131,2021-10-21T02:34:13Z,7580000,,,0,,J. Randle Free Throw 1 of 1 (35 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,35.0,,,,,,,,,,,,,,,,,,
797,PT01M32.00S,2021-10-21T02:34:33.8Z,6,OVERTIME,3pt,Jump Shot,[],1628369,28.465834428383708,26.225490196078432,1610612738,133,131,2021-10-21T02:34:47Z,7590000,119.0,215.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.58,Missed,,,,,,,,,,,,,,,,,,,
