actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
282,PT03M20.00S,2022-03-17T00:29:28.2Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,58,48,2022-03-17T00:29:46Z,2730000,,,0,,T. Watford REBOUND (Off:0 Def:4),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,281.0,4.0,4.0,0.0,,,,,,,,,,,,,
283,PT02M57.00S,2022-03-17T00:30:07.3Z,2,REGULAR,3pt,Jump Shot,[],1628404,26.888961892247043,19.11764705882353,1610612757,58,48,2022-03-17T00:30:13Z,2740000,154.0,200.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
284,PT02M55.00S,2022-03-17T00:30:09.3Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,58,48,2022-03-17T00:30:13Z,2750000,,,0,,D. Eubanks REBOUND (Off:1 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,283.0,5.0,4.0,1.0,,,,,,,,,,,,,
285,PT02M53.00S,2022-03-17T00:30:11.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629234,6.1268068331143235,49.01960784313725,1610612757,58,50,2022-03-17T00:33:58Z,2760000,5.0,5.0,1,left,D. Eubanks putback Layup (8 PTS),[1629234],1610612757.0,POR,putback,,,Eubanks,D. Eubanks,,,,,0.71,Made,8.0,,,,,,,,,,,,,,,,,
286,PT02M41.00S,2022-03-17T00:30:25.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612752,58,50,2022-03-17T00:30:34Z,2770000,,,0,,T. Watford personal FOUL (2 PF) (Randle 2 FT),"[1630570, 203944]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,202035.0,2.0,0.0,Randle,203944.0,,,,,,,,
288,PT02M41.00S,2022-03-17T00:30:51.6Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,59,50,2022-03-17T00:30:51Z,2790000,,,0,,J. Randle Free Throw 1 of 2 (5 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
289,PT02M41.00S,2022-03-17T00:31:08.2Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,60,50,2022-03-17T00:31:08Z,2800000,,,0,,J. Randle Free Throw 2 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
290,PT02M29.00S,2022-03-17T00:31:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,11.383048620236531,36.51960784313725,1610612757,60,52,2022-03-17T00:31:27Z,2810000,67.0,55.0,1,left,T. Watford 8' driving floating bank Jump Shot (2 PTS),[1630570],1610612757.0,POR,driving floating bank,,,Watford,T. Watford,,,,,8.67,Made,2.0,,,,,,,,,,,,,,,,,
291,PT02M16.00S,2022-03-17T00:31:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,83.52496714848883,44.6078431372549,1610612752,60,52,2022-03-17T00:31:42Z,2820000,-27.0,102.0,1,right,MISS J. Randle 10' running Shot,[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,10.59,Missed,,,,,,,,,,,,,,,,,,
292,PT02M14.00S,2022-03-17T00:31:37.0Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,60,52,2022-03-17T00:31:42Z,2830000,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,291.0,4.0,2.0,2.0,,,,,,,,,,,,,
293,PT02M14.00S,2022-03-17T00:31:40.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,62,52,2022-03-17T00:34:36Z,2840000,0.0,0.0,1,right,M. Robinson tip DUNK (7 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,
294,PT02M06.00S,2022-03-17T00:31:45.1Z,2,REGULAR,3pt,Jump Shot,[],1630570,31.09395532194481,67.40196078431373,1610612757,62,52,2022-03-17T00:31:54Z,2850000,-87.0,240.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,
295,PT02M04.00S,2022-03-17T00:31:47.1Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,62,52,2022-03-17T00:31:54Z,2860000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,294.0,2.0,2.0,0.0,,,,,,,,,,,,,
296,PT01M49.00S,2022-03-17T00:32:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,86.28449408672799,51.9607843137255,1610612752,62,52,2022-03-17T00:35:11Z,2870000,10.0,76.0,1,right,MISS A. Burks 7' driving floating Shot,[202692],1610612752.0,NYK,driving floating,,,Burks,A. Burks,,,,,7.7,Missed,,,,,,,,,,,,,,,,,,
297,PT01M47.00S,2022-03-17T00:32:04.6Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,62,52,2022-03-17T00:32:10Z,2880000,,,0,,T. Watford REBOUND (Off:0 Def:5),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,296.0,5.0,5.0,0.0,,,,,,,,,,,,,
298,PT01M32.00S,2022-03-17T00:32:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,12.434296977660972,50.245098039215684,1610612757,62,52,2022-03-17T00:35:38Z,2890000,-1.0,64.0,1,left,MISS B. Williams 6' driving finger roll Layup,[1630314],1610612757.0,POR,driving finger roll,,,Williams,B. Williams,,,,,6.44,Missed,,,,,,,,,,,,,,,,,,
299,PT01M30.00S,2022-03-17T00:32:22.1Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,62,52,2022-03-17T00:32:28Z,2900000,,,0,,M. Robinson REBOUND (Off:2 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,298.0,5.0,3.0,2.0,,,,,,,,,,,,,
300,PT01M29.00S,2022-03-17T00:32:26.3Z,2,REGULAR,turnover,out-of-bounds,[],1629011,,,1610612752,62,52,2022-03-17T00:32:33Z,2910000,,,0,,M. Robinson lost ball out-of-bounds TURNOVER (2 TO),[1629011],1610612752.0,NYK,lost ball,,,Robinson,M. Robinson,,,,,,,,,,,,202049.0,,,,,2.0,,,,,,,
301,PT01M26.00S,2022-03-17T00:32:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,6.521024967148489,48.77450980392157,1610612757,62,54,2022-03-17T00:32:58Z,2920000,6.0,9.0,1,left,J. Hart driving Layup (14 PTS) (B. Williams 1 AST),"[1628404, 1630314]",1610612757.0,POR,driving,,,Hart,J. Hart,,,,,1.07,Made,14.0,,,,,,,,,,,,,B. Williams,1630314.0,1.0,,
303,PT01M26.00S,2022-03-17T00:32:56.4Z,2,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612757,62,54,2022-03-17T00:33:07Z,2940000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Hart 1 FT),"[1629628, 1628404]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,202035.0,1.0,0.0,Hart,1628404.0,,,,,,,,
305,PT01M26.00S,2022-03-17T00:32:56.4Z,2,REGULAR,substitution,out,[],1629011,,,1610612757,62,54,2022-03-17T00:33:11Z,2960000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M26.00S,2022-03-17T00:32:56.4Z,2,REGULAR,substitution,in,[],1630579,,,1610612757,62,54,2022-03-17T00:33:11Z,2970000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M26.00S,2022-03-17T00:33:23.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628404,,,1610612757,62,55,2022-03-17T00:33:23Z,2980000,,,0,,J. Hart Free Throw 1 of 1 (15 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
308,PT01M07.00S,2022-03-17T00:33:44.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,87.20433639947439,41.66666666666667,1610612752,62,55,2022-03-17T00:33:53Z,2990000,-42.0,68.0,1,right,MISS R. Barrett 7' driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,7.96,Missed,,,,,,,,,,,,,,,,,,
309,PT01M05.00S,2022-03-17T00:33:46.9Z,2,REGULAR,rebound,defensive,[],1630314,,,1610612757,62,55,2022-03-17T00:33:53Z,3000000,,,0,,B. Williams REBOUND (Off:0 Def:1),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,308.0,1.0,1.0,0.0,,,,,,,,,,,,,
310,PT00M57.90S,2022-03-17T00:33:53.5Z,2,REGULAR,3pt,Jump Shot,[],1630570,14.799605781865965,2.941176470588235,1610612757,62,55,2022-03-17T00:34:00Z,3010000,235.0,87.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
311,PT00M56.30S,2022-03-17T00:33:55.1Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,62,55,2022-03-17T00:34:00Z,3020000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,310.0,3.0,3.0,0.0,,,,,,,,,,,,,
312,PT00M45.80S,2022-03-17T00:34:09.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629604,,,1610612752,62,55,2022-03-17T00:34:18Z,3030000,,,0,,C. Elleby personal FOUL (1 PF) (Randle 2 FT),"[1629604, 203944]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,1179.0,1.0,0.0,Randle,203944.0,,,,,,,,
314,PT00M45.80S,2022-03-17T00:34:34.1Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,63,55,2022-03-17T00:34:34Z,3050000,,,0,,J. Randle Free Throw 1 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
315,PT00M45.80S,2022-03-17T00:34:56.1Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,64,55,2022-03-17T00:34:56Z,3060000,,,0,,J. Randle Free Throw 2 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
316,PT00M36.90S,2022-03-17T00:35:11.3Z,2,REGULAR,3pt,Jump Shot,[],1630314,30.56833114323259,66.91176470588235,1610612757,64,55,2022-03-17T00:37:08Z,3070000,-85.0,235.0,1,left,MISS B. Williams 24' pullup 3PT,[1630314],1610612757.0,POR,pullup,,,Williams,B. Williams,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
317,PT00M35.10S,2022-03-17T00:35:13.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,64,55,2022-03-17T00:35:16Z,3080000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,
318,PT00M35.10S,2022-03-17T00:35:15.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,64,55,2022-03-17T00:35:15Z,3090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M35.10S,2022-03-17T00:35:25.8Z,2,REGULAR,turnover,inbound,[],1630579,,,1610612752,64,55,2022-03-17T00:35:33Z,3100000,,,0,,J. Sims inbound TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,1179.0,,,,,1.0,,,,,,,
320,PT00M29.70S,2022-03-17T00:35:48.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,9.280551905387648,54.65686274509803,1610612757,64,55,2022-03-17T00:35:52Z,3110000,-23.0,35.0,1,left,MISS J. Hart driving floating Shot,[1628404],1610612757.0,POR,driving floating,,,Hart,J. Hart,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,
321,PT00M28.00S,2022-03-17T00:35:50.5Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,64,55,2022-03-17T00:35:50Z,3120000,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,320.0,3.0,2.0,1.0,,,,,,,,,,,,,
322,PT00M08.00S,2022-03-17T00:36:11.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612752,64,55,2022-03-17T00:36:27Z,3130000,,,0,,T. Watford shooting personal FOUL (3 PF) (Randle 2 FT),"[1630570, 203944]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,1179.0,3.0,0.0,Randle,203944.0,,,,,,,,
325,PT00M08.00S,2022-03-17T00:36:30.8Z,2,REGULAR,substitution,out,[],203095,,,1610612752,64,55,2022-03-17T00:36:56Z,3145000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M08.00S,2022-03-17T00:36:30.8Z,2,REGULAR,substitution,out,[],1629604,,,1610612752,64,55,2022-03-17T00:36:56Z,3147500,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M08.00S,2022-03-17T00:36:30.8Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,64,55,2022-03-17T00:36:56Z,3148750,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M08.00S,2022-03-17T00:36:30.8Z,2,REGULAR,substitution,in,[],1627739,,,1610612752,64,55,2022-03-17T00:36:56Z,3149375,,,0,,SUB in: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M08.00S,2022-03-17T00:36:50.6Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,65,55,2022-03-17T00:36:50Z,3150000,,,0,,J. Randle Free Throw 1 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
329,PT00M08.00S,2022-03-17T00:37:18.0Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,66,55,2022-03-17T00:37:18Z,3160000,,,0,,J. Randle Free Throw 2 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
330,PT00M02.00S,2022-03-17T00:37:28.7Z,2,REGULAR,3pt,Jump Shot,[],1630570,32.933639947437584,53.431372549019606,1610612757,66,55,2022-03-17T00:37:37Z,3170000,-17.0,257.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
331,PT00M01.00S,2022-03-17T00:37:29.7Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,66,55,2022-03-17T00:37:37Z,3180000,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,330.0,2.0,2.0,0.0,,,,,,,,,,,,,
332,PT00M00.00S,2022-03-17T00:37:33.2Z,2,REGULAR,period,end,[],0,,,1610612752,66,55,2022-03-17T00:37:33Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-03-17T00:52:29.8Z,3,REGULAR,substitution,out,['startperiod'],1630579,,,1610612752,66,55,2022-03-17T00:53:04Z,3200000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-03-17T00:52:29.8Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,66,55,2022-03-17T00:53:04Z,3210000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-03-17T00:52:29.8Z,3,REGULAR,substitution,out,['startperiod'],1627739,,,1610612752,66,55,2022-03-17T00:53:04Z,3220000,,,0,,SUB out: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-03-17T00:52:29.8Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612752,66,55,2022-03-17T00:53:04Z,3230000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-03-17T00:52:29.8Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,66,55,2022-03-17T00:53:04Z,3240000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-03-17T00:52:29.8Z,3,REGULAR,substitution,in,['startperiod'],1626159,,,1610612752,66,55,2022-03-17T00:53:04Z,3250000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-03-17T00:53:03.2Z,3,REGULAR,period,start,[],0,,,1610612757,66,55,2022-03-17T00:53:04Z,3260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M44.00S,2022-03-17T00:53:05.2Z,3,REGULAR,3pt,Jump Shot,[],1626159,94.30026281208936,96.07843137254902,1610612757,66,55,2022-03-17T00:53:10Z,3270000,230.0,1.0,1,right,MISS J. Winslow 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
341,PT11M42.00S,2022-03-17T00:53:07.9Z,3,REGULAR,rebound,defensive,[],202692,,,1610612752,66,55,2022-03-17T00:53:07Z,3280000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,340.0,4.0,4.0,0.0,,,,,,,,,,,,,
342,PT11M35.00S,2022-03-17T00:53:14.8Z,3,REGULAR,3pt,Jump Shot,[],203095,31.750985545335087,55.392156862745104,1610612752,69,55,2022-03-17T00:53:18Z,3290000,-27.0,246.0,1,left,E. Fournier 24' 3PT  (9 PTS) (A. Burks 2 AST),"[203095, 202692]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.75,Made,9.0,,,,,,,,,,,,,A. Burks,202692.0,2.0,,
344,PT11M22.00S,2022-03-17T00:53:28.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,93.38042049934296,49.26470588235294,1610612757,69,55,2022-03-17T00:55:36Z,3310000,-4.0,10.0,1,right,MISS D. Eubanks cutting finger roll Layup,[1629234],1610612757.0,POR,cutting finger roll,,,Eubanks,D. Eubanks,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,
345,PT11M20.00S,2022-03-17T00:53:30.2Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,69,55,2022-03-17T00:53:33Z,3320000,,,0,,M. Robinson REBOUND (Off:2 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,344.0,6.0,4.0,2.0,,,,,,,,,,,,,
346,PT11M15.00S,2022-03-17T00:53:34.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203944,31.225361366622867,31.61764705882353,1610612752,69,55,2022-03-17T00:53:43Z,3330000,92.0,241.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
347,PT11M13.00S,2022-03-17T00:53:36.7Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,69,55,2022-03-17T00:53:43Z,3340000,,,0,,D. Eubanks REBOUND (Off:1 Def:5),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,346.0,6.0,5.0,1.0,,,,,,,,,,,,,
348,PT11M04.00S,2022-03-17T00:53:46.5Z,3,REGULAR,3pt,Jump Shot,[],1628404,70.64717477003943,20.588235294117645,1610612757,69,55,2022-03-17T00:53:53Z,3350000,-147.0,223.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
349,PT11M02.00S,2022-03-17T00:53:48.5Z,3,REGULAR,rebound,offensive,[],1630570,,,1610612757,69,55,2022-03-17T00:53:53Z,3360000,,,0,,T. Watford REBOUND (Off:1 Def:5),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,348.0,6.0,5.0,1.0,,,,,,,,,,,,,
350,PT10M59.00S,2022-03-17T00:53:51.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630570,88.51839684625493,46.32352941176471,1610612757,69,57,2022-03-17T00:53:56Z,3370000,-18.0,55.0,1,right,T. Watford floating Jump Shot (4 PTS),[1630570],1610612757.0,POR,floating,,,Watford,T. Watford,,,,,5.84,Made,4.0,,,,,,,,,,,,,,,,,
351,PT10M32.00S,2022-03-17T00:54:17.4Z,3,REGULAR,3pt,Jump Shot,[],203095,32.802233902759525,45.83333333333333,1610612752,69,57,2022-03-17T00:56:31Z,3380000,21.0,256.0,1,left,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
352,PT10M30.00S,2022-03-17T00:54:19.4Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,69,57,2022-03-17T00:54:21Z,3390000,,,0,,D. Eubanks REBOUND (Off:1 Def:6),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,351.0,7.0,6.0,1.0,,,,,,,,,,,,,
353,PT10M27.00S,2022-03-17T00:54:23.3Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612757,69,57,2022-03-17T00:54:28Z,3400000,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 203095]",1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,1.0,Fournier,203095.0,,,,,
354,PT10M27.00S,2022-03-17T00:54:23.3Z,3,REGULAR,steal,,[],203095,,,1610612752,69,57,2022-03-17T00:54:25Z,3410000,,,0,,E. Fournier STEAL (2 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M26.00S,2022-03-17T00:54:27.6Z,3,REGULAR,foul,personal,[],1626159,,,1610612752,69,57,2022-03-17T00:54:41Z,3420000,,,0,,J. Winslow personal FOUL (2 PF),"[1626159, 203095]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,1179.0,2.0,0.0,Fournier,203095.0,,,,,,,,
357,PT10M16.00S,2022-03-17T00:54:52.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,69,57,2022-03-17T00:54:52Z,3440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT10M10.00S,2022-03-17T00:55:13.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,6.652431011826544,50.0,1610612752,69,57,2022-03-17T00:55:25Z,3450000,0.0,10.0,1,left,MISS J. Randle reverse Layup,[203944],1610612752.0,NYK,reverse,,,Randle,J. Randle,,,,,1.0,Missed,,,,,,,,,,,,,,,,,,
359,PT10M08.00S,2022-03-17T00:55:15.2Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612757,69,57,2022-03-17T00:55:25Z,3460000,,,0,,J. Winslow REBOUND (Off:1 Def:4),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,358.0,5.0,4.0,1.0,,,,,,,,,,,,,
360,PT10M04.00S,2022-03-17T00:55:22.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,69,57,2022-03-17T00:55:22Z,3470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M03.00S,2022-03-17T00:55:40.7Z,3,REGULAR,turnover,bad pass,[],1630314,,,1610612757,69,57,2022-03-17T00:55:56Z,3480000,,,0,,B. Williams bad pass TURNOVER (2 TO),"[1630314, 1629628]",1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,2.0,Barrett,1629628.0,,,,,
362,PT10M03.00S,2022-03-17T00:55:40.7Z,3,REGULAR,steal,,[],1629628,,,1610612752,69,57,2022-03-17T00:55:47Z,3490000,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
363,PT10M02.00S,2022-03-17T00:55:48.2Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612752,69,57,2022-03-17T00:55:55Z,3500000,,,0,,J. Hart shooting personal FOUL (2 PF) (Barrett 2 FT),"[1628404, 1629628]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,,,,,,,,202049.0,2.0,0.0,Barrett,1629628.0,,,,,,,,
365,PT10M02.00S,2022-03-17T00:56:13.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,70,57,2022-03-17T00:56:13Z,3520000,,,0,,R. Barrett Free Throw 1 of 2 (22 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
366,PT10M02.00S,2022-03-17T00:56:30.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,71,57,2022-03-17T00:56:30Z,3530000,,,0,,R. Barrett Free Throw 2 of 2 (23 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
367,PT09M42.00S,2022-03-17T00:56:51.8Z,3,REGULAR,3pt,Jump Shot,[],1626159,88.78120893561103,4.411764705882353,1610612757,71,57,2022-03-17T00:56:58Z,3540000,-228.0,53.0,1,right,MISS J. Winslow 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
