actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
99,PT04M07.00S,2022-03-16T23:56:01.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,20,18,2022-03-16T23:56:04Z,990000,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
100,PT03M52.00S,2022-03-16T23:56:16.4Z,1,REGULAR,3pt,Jump Shot,[],203944,70.25295663600527,71.56862745098039,1610612752,20,18,2022-03-16T23:56:23Z,1000000,108.0,227.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
101,PT03M50.00S,2022-03-16T23:56:18.4Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,20,18,2022-03-16T23:56:23Z,1010000,,,0,,R. Barrett REBOUND (Off:2 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,100.0,3.0,1.0,2.0,,,,,,,,,,,,,
102,PT03M44.00S,2022-03-16T23:56:24.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,74.45795006570303,16.666666666666664,1610612752,20,18,2022-03-16T23:57:54Z,1020000,-167.0,188.0,1,right,MISS E. Fournier 25' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
103,PT03M42.00S,2022-03-16T23:56:26.9Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,20,18,2022-03-16T23:56:33Z,1030000,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,102.0,3.0,2.0,1.0,,,,,,,,,,,,,
104,PT03M42.00S,2022-03-16T23:56:29.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,94.40999984741211,50.0,1610612752,20,18,2022-03-16T23:56:38Z,1040000,0.0,0.0,1,right,MISS J. Randle tip Layup,[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2022-03-16T23:56:31.4Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,20,18,2022-03-16T23:56:38Z,1050000,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,
106,PT03M35.00S,2022-03-16T23:56:34.5Z,1,REGULAR,turnover,bad pass,[],1629604,,,1610612757,20,18,2022-03-16T23:56:40Z,1060000,,,0,,C. Elleby bad pass TURNOVER (1 TO),"[1629604, 203095]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,1.0,Fournier,203095.0,,,,,
107,PT03M35.00S,2022-03-16T23:56:34.5Z,1,REGULAR,steal,,[],203095,,,1610612752,20,18,2022-03-16T23:56:36Z,1070000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M31.00S,2022-03-16T23:56:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,94.1688567674113,49.50980392156863,1610612752,22,18,2022-03-17T00:01:16Z,1080000,-2.0,2.0,1,right,J. Randle running Layup (2 PTS) (E. Fournier 3 AST),"[203944, 203095]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,0.34,Made,2.0,,,,,,,,,,,,,E. Fournier,203095.0,3.0,,
110,PT03M16.00S,2022-03-16T23:56:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,11.514454664914586,46.81372549019608,1610612757,22,18,2022-03-16T23:56:59Z,1100000,16.0,56.0,1,left,MISS T. Watford floating Shot,[1630570],1610612757.0,POR,floating,,,Watford,T. Watford,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2022-03-16T23:56:54.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,22,18,2022-03-16T23:56:59Z,1110000,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,110.0,4.0,2.0,2.0,,,,,,,,,,,,,
112,PT03M09.00S,2022-03-16T23:56:59.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,84.97043363994744,3.9215686274509802,1610612752,25,18,2022-03-16T23:57:03Z,1120000,-230.0,89.0,1,right,E. Fournier 24' 3PT  (6 PTS) (J. Randle 4 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.69,Made,6.0,,,,,,,,,,,,,J. Randle,203944.0,4.0,,
114,PT03M08.00S,2022-03-16T23:57:07.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612757,25,18,2022-03-16T23:57:07Z,1140000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M08.00S,2022-03-16T23:57:07.1Z,1,REGULAR,substitution,out,[],203095,,,1610612757,25,18,2022-03-16T23:59:44Z,1150000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M08.00S,2022-03-16T23:57:07.1Z,1,REGULAR,substitution,out,[],1630570,,,1610612757,25,18,2022-03-16T23:59:44Z,1160000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M08.00S,2022-03-16T23:57:07.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,25,18,2022-03-16T23:59:44Z,1170000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M08.00S,2022-03-16T23:57:07.1Z,1,REGULAR,substitution,in,[],1630193,,,1610612757,25,18,2022-03-16T23:59:44Z,1180000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M08.00S,2022-03-16T23:57:07.1Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,25,18,2022-03-16T23:59:44Z,1190000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M08.00S,2022-03-16T23:57:07.1Z,1,REGULAR,substitution,in,[],1630553,,,1610612757,25,18,2022-03-16T23:59:44Z,1200000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M53.00S,2022-03-17T00:00:10.7Z,1,REGULAR,turnover,traveling,[],1627739,,,1610612757,25,18,2022-03-17T00:00:15Z,1210000,,,0,,K. Dunn traveling TURNOVER (1 TO),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,1179.0,,,,,1.0,,,,,,,
122,PT02M40.00S,2022-03-17T00:00:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,94.03745072273325,49.26470588235294,1610612752,27,18,2022-03-17T00:02:31Z,1220000,-4.0,4.0,1,right,J. Randle cutting Layup (4 PTS) (A. Burks 1 AST),"[203944, 202692]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,0.51,Made,4.0,,,,,,,,,,,,,A. Burks,202692.0,1.0,,
124,PT02M22.00S,2022-03-17T00:00:53.1Z,1,REGULAR,3pt,Jump Shot,[],1629604,23.340998685939553,10.049019607843137,1610612757,27,21,2022-03-17T00:00:56Z,1240000,200.0,167.0,1,left,C. Elleby 26' 3PT  (3 PTS) (K. Dunn 1 AST),"[1629604, 1627739]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,26.03,Made,3.0,,,,,,,,,,,,,K. Dunn,1627739.0,1.0,,
126,PT02M12.00S,2022-03-17T00:01:03.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,86.81011826544021,49.50980392156863,1610612752,29,21,2022-03-17T00:01:07Z,1260000,-2.0,71.0,1,right,I. Quickley 7' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,7.15,Made,2.0,,,,,,,,,,,,,,,,,
127,PT02M05.00S,2022-03-17T00:01:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,6.258212877792378,49.50980392156863,1610612757,29,21,2022-03-17T00:01:21Z,1270000,2.0,6.0,1,left,MISS K. Johnson driving Layup,[1630553],1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,0.68,Missed,,,,,,,,,,,,,,,,,,
128,PT02M03.00S,2022-03-17T00:01:12.1Z,1,REGULAR,rebound,offensive,[],1630535,,,1610612757,29,21,2022-03-17T00:01:21Z,1280000,,,0,,G. Brown III REBOUND (Off:1 Def:0),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,
129,PT02M03.00S,2022-03-17T00:01:16.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630535,5.590000152587891,50.0,1610612757,29,23,2022-03-17T00:01:32Z,1290000,0.0,0.0,1,left,G. Brown III tip Layup (2 PTS),[1630535],1610612757.0,POR,tip,,,Brown III,G. Brown III,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
130,PT01M56.00S,2022-03-17T00:01:19.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,77.08607095926413,88.72549019607843,1610612752,32,23,2022-03-17T00:01:24Z,1300000,194.0,163.0,1,right,R. Barrett 25' 3PT  (14 PTS) (J. Randle 5 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.3,Made,14.0,,,,,,,,,,,,,J. Randle,203944.0,5.0,,
132,PT01M45.00S,2022-03-17T00:01:29.9Z,1,REGULAR,2pt,Jump Shot,[],1629604,22.026938239159,53.431372549019606,1610612757,32,25,2022-03-17T00:03:55Z,1320000,-17.0,155.0,1,left,C. Elleby 15' pullup Jump Shot (5 PTS) (K. Dunn 2 AST),"[1629604, 1627739]",1610612757.0,POR,pullup,,,Elleby,C. Elleby,,,,,15.56,Made,5.0,,,,,,,,,,,,,K. Dunn,1627739.0,2.0,,
133,PT01M30.00S,2022-03-17T00:01:48.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202692,87.46714848883047,49.26470588235294,1610612752,34,25,2022-03-17T00:01:54Z,1330000,-4.0,65.0,1,right,A. Burks 6' driving Hook (6 PTS) (J. Randle 6 AST),"[202692, 203944]",1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,6.54,Made,6.0,,,,,,,,,,,,,J. Randle,203944.0,6.0,,
135,PT01M30.00S,2022-03-17T00:01:51.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630553,,,1610612752,34,25,2022-03-17T00:02:30Z,1350000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Burks 1 FT),"[1630553, 202692]",1610612757.0,POR,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,1179.0,1.0,0.0,Burks,202692.0,,,,,,,,
137,PT01M30.00S,2022-03-17T00:01:51.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,34,25,2022-03-17T00:02:28Z,1370000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M30.00S,2022-03-17T00:01:51.4Z,1,REGULAR,substitution,out,[],1630535,,,1610612752,34,25,2022-03-17T00:02:28Z,1380000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M30.00S,2022-03-17T00:01:51.4Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,34,25,2022-03-17T00:02:28Z,1390000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M30.00S,2022-03-17T00:01:51.4Z,1,REGULAR,substitution,in,[],203463,,,1610612752,34,25,2022-03-17T00:02:28Z,1400000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M30.00S,2022-03-17T00:02:32.5Z,1,REGULAR,freethrow,1 of 1,[],202692,,,1610612752,35,25,2022-03-17T00:02:32Z,1410000,,,0,,A. Burks Free Throw 1 of 1 (7 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
142,PT01M10.00S,2022-03-17T00:02:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,6.1268068331143235,52.69607843137255,1610612757,35,27,2022-03-17T00:03:23Z,1420000,-13.0,5.0,1,left,K. Johnson cutting Layup (2 PTS) (D. Eubanks 2 AST),"[1630553, 1629234]",1610612757.0,POR,cutting,,,Johnson,K. Johnson,,,,,1.44,Made,2.0,,,,,,,,,,,,,D. Eubanks,1629234.0,2.0,,
144,PT00M57.80S,2022-03-17T00:03:06.2Z,1,REGULAR,3pt,Jump Shot,[],202692,84.31340341655716,94.36274509803921,1610612752,35,27,2022-03-17T00:04:49Z,1440000,222.0,95.0,1,right,MISS A. Burks 24' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,24.13,Missed,,,,,,,,,,,,,,,,,,
145,PT00M55.30S,2022-03-17T00:03:08.7Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,35,27,2022-03-17T00:03:11Z,1450000,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,144.0,3.0,3.0,0.0,,,,,,,,,,,,,
146,PT00M42.90S,2022-03-17T00:03:22.0Z,1,REGULAR,turnover,bad pass,[],203463,,,1610612757,35,27,2022-03-17T00:03:25Z,1460000,,,0,,B. McLemore bad pass TURNOVER (1 TO),"[203463, 1630540]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,1.0,McBride,1630540.0,,,,,
147,PT00M42.90S,2022-03-17T00:03:22.0Z,1,REGULAR,steal,,[],1630540,,,1610612752,35,27,2022-03-17T00:03:23Z,1470000,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M41.40S,2022-03-17T00:03:26.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203463,,,1610612752,35,27,2022-03-17T00:03:37Z,1480000,,,0,,B. McLemore shooting personal FOUL (1 PF) (McBride 2 FT),"[203463, 1630540]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,202035.0,1.0,0.0,McBride,1630540.0,,,,,,,,
150,PT00M41.40S,2022-03-17T00:03:55.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630540,,,1610612752,36,27,2022-03-17T00:03:55Z,1500000,,,0,,M. McBride Free Throw 1 of 2 (1 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
151,PT00M41.40S,2022-03-17T00:04:10.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630540,,,1610612752,37,27,2022-03-17T00:04:10Z,1510000,,,0,,M. McBride Free Throw 2 of 2 (2 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
152,PT00M40.00S,2022-03-17T00:04:16.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,37,27,2022-03-17T00:04:16Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M23.90S,2022-03-17T00:04:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,5.601182654402102,50.245098039215684,1610612757,37,29,2022-03-17T00:04:45Z,1530000,-1.0,0.0,1,left,D. Eubanks alley-oop Layup (4 PTS) (K. Dunn 3 AST),"[1629234, 1627739]",1610612757.0,POR,alley-oop,,,Eubanks,D. Eubanks,,,,,0.12,Made,4.0,,,,,,,,,,,,,K. Dunn,1627739.0,3.0,,
155,PT00M02.30S,2022-03-17T00:05:05.7Z,1,REGULAR,2pt,Jump Shot,[],203944,94.82588699080158,66.66666666666666,1610612752,37,29,2022-03-17T00:05:15Z,1550000,83.0,-4.0,1,right,MISS J. Randle 8' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,8.34,Missed,,,,,,,,,,,,,,,,,,
156,PT00M01.30S,2022-03-17T00:05:06.7Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,37,29,2022-03-17T00:05:15Z,1560000,,,0,,D. Eubanks REBOUND (Off:0 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,155.0,4.0,4.0,0.0,,,,,,,,,,,,,
157,PT00M00.00S,2022-03-17T00:05:09.2Z,1,REGULAR,period,end,[],0,,,1610612757,37,29,2022-03-17T00:05:09Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-03-17T00:07:16.9Z,2,REGULAR,substitution,out,['startperiod'],202692,,,1610612757,37,29,2022-03-17T00:07:51Z,1580000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-17T00:07:16.9Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612757,37,29,2022-03-17T00:07:51Z,1590000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-17T00:07:16.9Z,2,REGULAR,substitution,out,['startperiod'],1629604,,,1610612757,37,29,2022-03-17T00:07:51Z,1600000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-17T00:07:16.9Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612757,37,29,2022-03-17T00:07:51Z,1610000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-17T00:07:16.9Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612757,37,29,2022-03-17T00:07:51Z,1620000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-17T00:07:16.9Z,2,REGULAR,substitution,in,['startperiod'],1626159,,,1610612757,37,29,2022-03-17T00:07:51Z,1630000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-03-17T00:07:49.4Z,2,REGULAR,period,start,[],0,,,1610612757,37,29,2022-03-17T00:07:51Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M55.00S,2022-03-17T00:07:56.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,37,29,2022-03-17T00:07:56Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M45.00S,2022-03-17T00:08:11.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,13.091327201051248,48.03921568627451,1610612757,37,31,2022-03-17T00:08:15Z,1660000,10.0,71.0,1,left,D. Eubanks 7' Hook (6 PTS) (J. Winslow 1 AST),"[1629234, 1626159]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,7.13,Made,6.0,,,,,,,,,,,,,J. Winslow,1626159.0,1.0,,
169,PT11M33.00S,2022-03-17T00:08:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.64323258869908,47.549019607843135,1610612752,37,31,2022-03-17T00:08:32Z,1680000,-12.0,7.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,
170,PT11M31.00S,2022-03-17T00:08:26.4Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,37,31,2022-03-17T00:08:32Z,1690000,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,,
171,PT11M31.00S,2022-03-17T00:08:27.8Z,2,REGULAR,foul,personal,[],203463,,,1610612752,37,31,2022-03-17T00:08:47Z,1700000,,,0,,B. McLemore personal FOUL (2 PF),"[203463, 1630579]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,202049.0,2.0,0.0,Sims,1630579.0,,,,,,,,
173,PT11M24.00S,2022-03-17T00:09:02.4Z,2,REGULAR,foul,personal,[],1630553,,,1610612752,37,31,2022-03-17T00:09:07Z,1720000,,,0,,K. Johnson personal FOUL (2 PF),"[1630553, 1630540]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,202049.0,2.0,0.0,McBride,1630540.0,,,,,,,,
175,PT11M15.00S,2022-03-17T00:09:27.2Z,2,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612752,37,31,2022-03-17T00:09:40Z,1740000,,,0,,K. Dunn shooting personal FOUL (1 PF) (Quickley 2 FT),"[1627739, 1630193]",1610612757.0,POR,shooting,,,Dunn,K. Dunn,,,,,,,,,,,,202035.0,1.0,0.0,Quickley,1630193.0,,,,,,,,
177,PT11M15.00S,2022-03-17T00:09:53.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612752,37,31,2022-03-17T00:09:53Z,1760000,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Missed,,,,,,,,,,,,,,,,,,
178,PT11M15.00S,2022-03-17T00:09:53.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,37,31,2022-03-17T00:09:53Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,
179,PT11M15.00S,2022-03-17T00:10:09.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612752,38,31,2022-03-17T00:10:09Z,1780000,,,0,,I. Quickley Free Throw 2 of 2 (3 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
180,PT11M02.00S,2022-03-17T00:10:23.4Z,2,REGULAR,3pt,Jump Shot,[],1627739,29.517082785808146,26.96078431372549,1610612757,38,34,2022-03-17T00:10:28Z,1790000,115.0,225.0,1,left,K. Dunn 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[1627739, 1630553]",1610612757.0,POR,,,,Dunn,K. Dunn,,,,,25.28,Made,3.0,,,,,,,,,,,,,K. Johnson,1630553.0,1.0,,
182,PT10M44.00S,2022-03-17T00:10:42.6Z,2,REGULAR,3pt,Jump Shot,[],1630193,71.04139290407359,73.77450980392157,1610612752,41,34,2022-03-17T00:10:48Z,1810000,119.0,220.0,1,right,I. Quickley 24' 3PT  (6 PTS) (O. Toppin 1 AST),"[1630193, 1630167]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,24.98,Made,6.0,,,,,,,,,,,,,O. Toppin,1630167.0,1.0,,
184,PT10M30.00S,2022-03-17T00:10:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630553,31.225361366622867,29.901960784313726,1610612757,41,34,2022-03-17T00:11:03Z,1830000,100.0,241.0,1,left,MISS K. Johnson 26' 3PT,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
185,PT10M28.00S,2022-03-17T00:10:58.9Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,41,34,2022-03-17T00:11:03Z,1840000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,
186,PT10M08.00S,2022-03-17T00:11:20.0Z,2,REGULAR,foul,personal,['2freethrow'],203463,,,1610612752,41,34,2022-03-17T00:11:32Z,1850000,,,0,,B. McLemore shooting personal FOUL (3 PF) (Sims 2 FT),"[203463, 1630579]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,1179.0,3.0,0.0,Sims,1630579.0,,,,,,,,
189,PT10M08.00S,2022-03-17T00:11:35.4Z,2,REGULAR,substitution,out,[],203463,,,1610612752,41,34,2022-03-17T00:12:01Z,1865000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M08.00S,2022-03-17T00:11:35.4Z,2,REGULAR,substitution,in,[],1630314,,,1610612752,41,34,2022-03-17T00:12:01Z,1867500,,,0,,SUB in: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M08.00S,2022-03-17T00:11:50.9Z,2,REGULAR,freethrow,1 of 2,[],1630579,,,1610612752,42,34,2022-03-17T00:12:18Z,1870000,,,0,,J. Sims Free Throw 1 of 2 (1 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
191,PT10M08.00S,2022-03-17T00:11:50.9Z,2,REGULAR,freethrow,2 of 2,[],1630579,,,1610612752,42,34,2022-03-17T00:12:18Z,1880000,,,0,,MISS J. Sims Free Throw 2 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT10M06.00S,2022-03-17T00:11:52.9Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612757,42,34,2022-03-17T00:12:18Z,1890000,,,0,,J. Winslow REBOUND (Off:0 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,
