actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT04M14.00S,2021-12-22T00:56:29.5Z,1,REGULAR,3pt,Jump Shot,[],201959,82.21090670170827,96.81372549019608,1610612752,12,14,2021-12-22T00:56:33Z,910000,234.0,115.0,1,right,T. Gibson 26' 3PT  (3 PTS) (K. Walker 1 AST),"[201959, 202689]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,26.07,Made,,,,,,,,,,3.0,,K. Walker,202689.0,1.0,,,,
93,PT04M04.00S,2021-12-22T00:56:39.6Z,1,REGULAR,3pt,Jump Shot,[],1628402,10.988830486202366,4.411764705882353,1610612765,12,14,2021-12-22T00:56:46Z,930000,228.0,51.0,1,left,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2021-12-22T00:56:43.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,14,2021-12-22T00:56:46Z,940000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,93.0,5.0,5.0,0.0,,,,,,,,,,,,,,
95,PT03M51.00S,2021-12-22T00:56:52.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203944,83.78777923784494,54.65686274509803,1610612752,14,14,2021-12-22T00:56:57Z,950000,23.0,100.0,1,right,J. Randle 10' driving Hook (6 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,10.26,Made,,,,,,,,,,6.0,,,,,,,,
96,PT03M31.00S,2021-12-22T00:57:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,10.988830486202366,56.372549019607845,1610612765,14,14,2021-12-22T00:57:15Z,960000,-32.0,51.0,1,left,MISS C. Cunningham 6' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,
97,PT03M28.00S,2021-12-22T00:57:14.8Z,1,REGULAR,rebound,offensive,[],1628402,,,1610612765,14,14,2021-12-22T00:57:15Z,970000,,,0,,F. Jackson REBOUND (Off:1 Def:0),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,
98,PT03M27.00S,2021-12-22T00:57:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,7.5722733245729295,51.470588235294116,1610612765,14,14,2021-12-22T00:57:36Z,980000,-7.0,19.0,1,left,MISS I. Stewart cutting Layup,[1630191],1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,
99,PT03M24.00S,2021-12-22T00:57:19.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,14,14,2021-12-22T00:57:20Z,990000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT03M15.00S,2021-12-22T00:57:29.3Z,1,REGULAR,foul,personal,['2freethrow'],1628402,,,1610612752,14,14,2021-12-22T00:57:42Z,1000000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Robinson 2 FT),"[1628402, 1629011]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,,,,,,,1148.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,
104,PT03M15.00S,2021-12-22T00:57:42.8Z,1,REGULAR,substitution,out,[],202689,,,1610612752,14,14,2021-12-22T00:58:03Z,1015000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M15.00S,2021-12-22T00:57:42.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612752,14,14,2021-12-22T00:58:03Z,1017500,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M15.00S,2021-12-22T00:57:42.8Z,1,REGULAR,substitution,in,[],202692,,,1610612752,14,14,2021-12-22T00:58:03Z,1018750,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2021-12-22T00:57:42.8Z,1,REGULAR,substitution,in,[],1626168,,,1610612752,14,14,2021-12-22T00:58:03Z,1019375,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M15.00S,2021-12-22T00:57:56.3Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,14,14,2021-12-22T00:57:56Z,1020000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT03M15.00S,2021-12-22T00:57:56.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,14,14,2021-12-22T00:57:56Z,1030000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2021-12-22T00:58:18.3Z,1,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,15,14,2021-12-22T00:58:18Z,1040000,,,0,,M. Robinson Free Throw 2 of 2 (1 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
109,PT02M56.00S,2021-12-22T00:58:38.9Z,1,REGULAR,3pt,Jump Shot,[],1630240,24.392247043363994,87.5,1610612765,15,14,2021-12-22T00:58:45Z,1050000,-188.0,177.0,1,left,MISS S. Lee 25' step back 3PT,[1630240],1610612765.0,DET,step back,,,Lee,S. Lee,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
110,PT02M51.00S,2021-12-22T00:58:43.9Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,15,14,2021-12-22T00:58:45Z,1060000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT02M48.00S,2021-12-22T00:58:47.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203095,93.51182654402102,53.18627450980392,1610612752,15,14,2021-12-22T01:00:00Z,1070000,16.0,8.0,1,right,MISS E. Fournier driving Layup,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,1.8,Missed,,,,,,,,,,,,,,,,,,
112,PT02M46.00S,2021-12-22T00:58:49.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,15,14,2021-12-22T01:00:00Z,1080000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,111.0,2.0,1.0,1.0,,,,,,,,,,,,,,
113,PT02M45.00S,2021-12-22T00:58:51.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629011,91.5407358738502,53.92156862745098,1610612752,17,14,2021-12-22T00:58:57Z,1090000,20.0,27.0,1,right,M. Robinson Hook (3 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,3.34,Made,,,,,,,,,,3.0,,,,,,,,
114,PT02M45.00S,2021-12-22T00:59:11.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,17,14,2021-12-22T00:59:11Z,1100000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M45.00S,2021-12-22T00:59:11.3Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,17,14,2021-12-22T01:01:38Z,1110000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M45.00S,2021-12-22T00:59:11.3Z,1,REGULAR,substitution,in,[],1630568,,,1610612765,17,14,2021-12-22T01:01:38Z,1120000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M30.00S,2021-12-22T01:02:03.9Z,1,REGULAR,3pt,Jump Shot,[],1630568,27.020367936925098,19.852941176470587,1610612765,17,14,2021-12-22T01:02:21Z,1130000,151.0,201.0,1,left,MISS L. Garza 25' 3PT,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2021-12-22T01:02:10.9Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,17,14,2021-12-22T01:02:11Z,1140000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,,
119,PT02M05.00S,2021-12-22T01:02:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,81.42247043363994,48.03921568627451,1610612752,19,14,2021-12-22T01:03:13Z,1150000,-10.0,122.0,1,right,T. Gibson 12' turnaround Jump Shot (5 PTS) (E. Fournier 1 AST),"[201959, 203095]",1610612752.0,NYK,turnaround,,,Gibson,T. Gibson,,,,,12.25,Made,,,,,,,,,,5.0,,E. Fournier,203095.0,1.0,,,,
121,PT01M45.00S,2021-12-22T01:02:50.5Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612765,19,14,2021-12-22T01:03:16Z,1170000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629011, 1628402]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,1148.0,1.0,0.0,Jackson,1628402.0,,,,,,,,,
124,PT01M45.00S,2021-12-22T01:03:03.9Z,1,REGULAR,substitution,out,[],203095,,,1610612765,19,14,2021-12-22T01:03:23Z,1185000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M45.00S,2021-12-22T01:03:03.9Z,1,REGULAR,substitution,in,[],1628422,,,1610612765,19,14,2021-12-22T01:03:23Z,1187500,,,0,,SUB in: D. Dotson,[1628422],1610612752.0,NYK,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M45.00S,2021-12-22T01:03:17.3Z,1,REGULAR,freethrow,1 of 2,[],1628402,,,1610612765,19,15,2021-12-22T01:03:47Z,1190000,,,0,,F. Jackson Free Throw 1 of 2 (1 PTS),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
126,PT01M45.00S,2021-12-22T01:03:17.3Z,1,REGULAR,freethrow,2 of 2,[],1628402,,,1610612765,19,15,2021-12-22T01:03:47Z,1200000,,,0,,MISS F. Jackson Free Throw 2 of 2,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,
127,PT01M42.00S,2021-12-22T01:03:20.3Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,19,15,2021-12-22T01:03:47Z,1210000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT01M19.00S,2021-12-22T01:04:10.9Z,1,REGULAR,3pt,Jump Shot,[],201959,91.14651773981603,4.6568627450980395,1610612752,19,15,2021-12-22T01:04:15Z,1220000,-227.0,31.0,1,right,MISS T. Gibson 3PT,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,22.88,Missed,,,,,,,,,,,,,,,,,,
129,PT01M17.00S,2021-12-22T01:04:12.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,19,15,2021-12-22T01:04:15Z,1230000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,128.0,4.0,4.0,0.0,,,,,,,,,,,,,,
130,PT01M10.00S,2021-12-22T01:04:20.0Z,1,REGULAR,3pt,Jump Shot,[],1630240,9.280551905387648,97.79411764705883,1610612765,19,15,2021-12-22T01:04:24Z,1240000,-239.0,35.0,1,left,MISS S. Lee 24' 3PT,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,
131,PT01M06.00S,2021-12-22T01:04:24.0Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,19,15,2021-12-22T01:04:24Z,1250000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,,,
132,PT01M04.00S,2021-12-22T01:04:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612752,19,15,2021-12-22T01:04:44Z,1260000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Burks 2 FT),"[1630595, 202692]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,1148.0,1.0,0.0,Burks,202692.0,,,,,,,,,
135,PT01M04.00S,2021-12-22T01:04:40.4Z,1,REGULAR,substitution,out,[],203944,,,1610612752,19,15,2021-12-22T01:05:09Z,1275000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M04.00S,2021-12-22T01:04:40.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612752,19,15,2021-12-22T01:05:09Z,1277500,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M04.00S,2021-12-22T01:04:40.4Z,1,REGULAR,substitution,in,[],1627782,,,1610612752,19,15,2021-12-22T01:05:09Z,1278750,,,0,,SUB in: W. Selden,[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M04.00S,2021-12-22T01:04:40.4Z,1,REGULAR,substitution,in,[],203585,,,1610612752,19,15,2021-12-22T01:05:09Z,1279375,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M04.00S,2021-12-22T01:04:53.2Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,20,15,2021-12-22T01:04:53Z,1280000,,,0,,A. Burks Free Throw 1 of 2 (1 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
139,PT01M04.00S,2021-12-22T01:04:53.2Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,20,15,2021-12-22T01:05:20Z,1290000,,,0,,MISS A. Burks Free Throw 2 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2021-12-22T01:04:56.2Z,1,REGULAR,rebound,defensive,[],1630240,,,1610612765,20,15,2021-12-22T01:05:20Z,1300000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,
141,PT00M48.80S,2021-12-22T01:05:32.2Z,1,REGULAR,3pt,Jump Shot,[],1626168,27.283180026281208,19.11764705882353,1610612765,20,15,2021-12-22T01:05:36Z,1310000,154.0,204.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
142,PT00M46.30S,2021-12-22T01:05:34.7Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,20,15,2021-12-22T01:05:36Z,1320000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,141.0,4.0,4.0,0.0,,,,,,,,,,,,,,
143,PT00M40.20S,2021-12-22T01:05:41.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630240,,,1610612752,20,15,2021-12-22T01:06:04Z,1330000,,,0,,S. Lee shooting personal FOUL (1 PF) (Burks 2 FT),"[1630240, 202692]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,,,,,,,1148.0,1.0,0.0,Burks,202692.0,,,,,,,,,
145,PT00M40.20S,2021-12-22T01:06:04.9Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,21,15,2021-12-22T01:06:04Z,1350000,,,0,,A. Burks Free Throw 1 of 2 (2 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
146,PT00M40.20S,2021-12-22T01:06:18.1Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,22,15,2021-12-22T01:06:18Z,1360000,,,0,,A. Burks Free Throw 2 of 2 (3 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
147,PT00M31.20S,2021-12-22T01:06:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,7.178055190538765,54.65686274509803,1610612765,22,17,2021-12-22T01:06:35Z,1370000,-23.0,15.0,1,left,S. Lee driving reverse Layup (2 PTS),[1630240],1610612765.0,DET,driving reverse,,,Lee,S. Lee,,,,,2.77,Made,,,,,,,,,,2.0,,,,,,,,
148,PT00M11.70S,2021-12-22T01:06:54.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,92.85479632063075,47.05882352941176,1610612752,24,17,2021-12-22T01:06:58Z,1380000,-15.0,15.0,1,right,M. Robinson alley-oop DUNK (5 PTS) (A. Burks 2 AST),"[1629011, 202692]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,2.08,Made,,,,,,,,,,5.0,,A. Burks,202692.0,2.0,,,,
150,PT00M02.50S,2021-12-22T01:07:10.1Z,1,REGULAR,2pt,Jump Shot,[],1628402,20.71287779237845,61.029411764705884,1610612765,24,17,2021-12-22T01:07:14Z,1400000,-55.0,142.0,1,left,MISS F. Jackson 15' pullup Shot,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,15.25,Missed,,,,,,,,,,,,,,,,,,
151,PT00M02.50S,2021-12-22T01:07:10.1Z,1,REGULAR,rebound,defensive,[],1627782,,,1610612752,24,17,2021-12-22T01:07:14Z,1410000,,,0,,W. Selden REBOUND (Off:0 Def:1),[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT00M00.00S,2021-12-22T01:07:21.9Z,1,REGULAR,period,end,[],0,,,1610612752,24,17,2021-12-22T01:07:21Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-22T01:10:02.9Z,2,REGULAR,period,start,[],0,,,1610612752,24,17,2021-12-22T01:10:02Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M49.00S,2021-12-22T01:10:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627782,86.94152431011827,55.392156862745104,1610612752,24,17,2021-12-22T01:10:20Z,1440000,27.0,70.0,1,right,MISS W. Selden 7' driving floating Shot,[1627782],1610612752.0,NYK,driving floating,,,Selden,W. Selden,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
155,PT11M47.00S,2021-12-22T01:10:15.8Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,24,17,2021-12-22T01:10:24Z,1450000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT11M30.00S,2021-12-22T01:10:31.5Z,2,REGULAR,2pt,Jump Shot,[],1628402,9.017739816031538,78.67647058823529,1610612765,24,17,2021-12-22T01:10:36Z,1460000,-143.0,32.0,1,left,MISS F. Jackson 14' pullup Shot,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,14.7,Missed,,,,,,,,,,,,,,,,,,
157,PT11M26.00S,2021-12-22T01:10:35.5Z,2,REGULAR,rebound,defensive,[],1628422,,,1610612752,24,17,2021-12-22T01:10:36Z,1470000,,,0,,D. Dotson REBOUND (Off:0 Def:1),[1628422],1610612752.0,NYK,,,,Dotson,D. Dotson,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT11M20.00S,2021-12-22T01:10:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,88.12417871222075,61.76470588235294,1610612752,26,17,2021-12-22T01:10:46Z,1480000,59.0,59.0,1,right,A. Burks 8' driving floating bank Jump Shot (5 PTS) (W. Selden 1 AST),"[202692, 1627782]",1610612752.0,NYK,driving floating bank,,,Burks,A. Burks,,,,,8.34,Made,,,,,,,,,,5.0,,W. Selden,1627782.0,1.0,,,,
160,PT11M03.00S,2021-12-22T01:11:01.5Z,2,REGULAR,foul,personal,[],201959,,,1610612765,26,17,2021-12-22T01:11:12Z,1500000,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 1630568]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,2005.0,1.0,0.0,Garza,1630568.0,,,,,,,,,
163,PT10M49.00S,2021-12-22T01:11:49.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,26,17,2021-12-22T01:12:00Z,1530000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,
164,PT10M28.00S,2021-12-22T01:12:16.6Z,2,REGULAR,foul,personal,['2freethrow'],203585,,,1610612752,26,17,2021-12-22T01:12:24Z,1540000,,,0,,R. McGruder shooting personal FOUL (1 PF) (Selden 2 FT),"[203585, 1627782]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,,,,,,,2005.0,1.0,0.0,Selden,1627782.0,,,,,,,,,
167,PT10M28.00S,2021-12-22T01:12:27.4Z,2,REGULAR,substitution,out,[],1630568,,,1610612752,26,17,2021-12-22T01:12:41Z,1555000,,,0,,SUB out: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M28.00S,2021-12-22T01:12:27.4Z,2,REGULAR,substitution,in,[],1630180,,,1610612752,26,17,2021-12-22T01:12:41Z,1557500,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M28.00S,2021-12-22T01:12:38.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627782,,,1610612752,27,17,2021-12-22T01:12:57Z,1560000,,,0,,W. Selden Free Throw 1 of 2 (1 PTS),[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
169,PT10M28.00S,2021-12-22T01:12:38.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627782,,,1610612752,27,17,2021-12-22T01:12:57Z,1570000,,,0,,MISS W. Selden Free Throw 2 of 2,[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,Missed,,,,,,,,,,,,,,,,,,
170,PT10M26.00S,2021-12-22T01:12:40.2Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,27,17,2021-12-22T01:12:57Z,1580000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT10M12.00S,2021-12-22T01:13:08.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,14.799605781865965,4.166666666666666,1610612765,27,17,2021-12-22T01:13:24Z,1590000,229.0,87.0,1,left,MISS S. Bey 24' step back 3PT,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
172,PT10M10.00S,2021-12-22T01:13:10.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,27,17,2021-12-22T01:13:24Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,
173,PT10M10.00S,2021-12-22T01:13:13.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,27,17,2021-12-22T01:13:13Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M10.00S,2021-12-22T01:13:13.8Z,2,REGULAR,substitution,out,[],1627782,,,1610612765,27,17,2021-12-22T01:13:32Z,1620000,,,0,,SUB out: W. Selden,[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M10.00S,2021-12-22T01:13:13.8Z,2,REGULAR,substitution,in,[],202689,,,1610612765,27,17,2021-12-22T01:13:32Z,1630000,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M05.00S,2021-12-22T01:13:45.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628402,10.463206307490145,63.970588235294116,1610612765,27,19,2021-12-22T01:13:48Z,1640000,-70.0,46.0,1,left,F. Jackson 8' driving floating Jump Shot (3 PTS),[1628402],1610612765.0,DET,driving floating,,,Jackson,F. Jackson,,,,,8.36,Made,,,,,,,,,,3.0,,,,,,,,
177,PT09M48.00S,2021-12-22T01:14:01.8Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612752,27,19,2021-12-22T01:14:06Z,1650000,,,0,,K. Walker lost ball TURNOVER (1 TO),"[202689, 1630240]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1.0,,,,Lee,1630240.0,,
178,PT09M48.00S,2021-12-22T01:14:01.8Z,2,REGULAR,steal,,[],1630240,,,1610612765,27,19,2021-12-22T01:14:04Z,1660000,,,0,,S. Lee STEAL (1 STL),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M44.00S,2021-12-22T01:14:06.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630240,6.1268068331143235,52.450980392156865,1610612765,27,21,2021-12-22T01:16:16Z,1670000,-12.0,5.0,1,left,S. Lee running DUNK (4 PTS) (S. Bey 2 AST),"[1630240, 1630180]",1610612765.0,DET,running,,,Lee,S. Lee,,,,,1.33,Made,,,,,,,,,,4.0,,S. Bey,1630180.0,2.0,,,,
