actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M54.00S,2022-10-21T02:16:31.2Z,1,REGULAR,substitution,out,[],202704,,,1610612746,12,16,2022-10-21T02:16:37Z,860000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M54.00S,2022-10-21T02:16:31.2Z,1,REGULAR,substitution,in,[],202322,,,1610612746,12,16,2022-10-21T02:16:37Z,870000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M54.00S,2022-10-21T02:16:14.1Z,1,REGULAR,freethrow,3 of 3,[],1626181,,,1610612746,12,16,2022-10-21T02:16:55Z,880000,,,0,,MISS N. Powell Free Throw 3 of 3,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
89,PT05M52.00S,2022-10-21T02:16:16.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,12,16,2022-10-21T02:16:55Z,890000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT05M43.00S,2022-10-21T02:16:57.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,8.327858081471746,50.73529411764706,1610612747,14,16,2022-10-21T02:24:48Z,900000,-4.0,26.0,1,left,A. Davis cutting DUNK (4 PTS) (L. Walker IV 2 AST),"[203076, 1629022]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,4.0,L. Walker IV,1629022.0,2.0,,,,,,,,,,
92,PT05M19.00S,2022-10-21T02:17:21.2Z,1,REGULAR,2pt,Jump Shot,[],202322,74.29369250985545,43.13725490196079,1610612746,14,18,2022-10-21T02:20:46Z,920000,-34.0,189.0,1,right,J. Wall 19' pullup Jump Shot (2 PTS) (P. George 2 AST),"[202322, 202331]",1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,19.22,Made,,,,,2.0,P. George,202331.0,2.0,,,,,,,,,,
94,PT05M11.00S,2022-10-21T02:17:32.3Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612747,14,18,2022-10-21T02:17:48Z,940000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Davis 2 FT),"[1627826, 203076]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Davis,203076.0
96,PT05M11.00S,2022-10-21T02:18:10.5Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,15,18,2022-10-21T02:18:36Z,960000,,,0,,A. Davis Free Throw 1 of 2 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
97,PT05M11.00S,2022-10-21T02:18:10.5Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,15,18,2022-10-21T02:18:36Z,970000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT05M09.00S,2022-10-21T02:18:12.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,15,18,2022-10-21T02:18:36Z,980000,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,97.0,4.0,3.0,1.0,,,,,,,,,,,,,,
99,PT04M56.00S,2022-10-21T02:18:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,90.45663600525624,37.00980392156863,1610612746,15,20,2022-10-21T02:21:33Z,990000,-65.0,37.0,1,right,M. Morris Sr. 7' turnaround fadeaway Jump Shot (5 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,7.49,Made,,,,,5.0,,,,,,,,,,,,,
100,PT04M56.00S,2022-10-21T02:18:56.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629308,,,1610612746,15,20,2022-10-21T02:19:03Z,1000000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Morris Sr. 1 FT),"[1629308, 202694]",1610612747.0,LAL,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Morris Sr.,202694.0
102,PT04M56.00S,2022-10-21T02:19:27.3Z,1,REGULAR,freethrow,1 of 1,[],202694,,,1610612746,15,21,2022-10-21T02:19:27Z,1020000,,,0,,M. Morris Sr. Free Throw 1 of 1 (6 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
103,PT04M48.00S,2022-10-21T02:19:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.802233902759525,50.73529411764706,1610612747,17,21,2022-10-21T02:19:45Z,1030000,-4.0,21.0,1,left,A. Davis cutting Layup (7 PTS) (J. Toscano-Anderson 1 AST),"[203076, 1629308]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,7.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,
105,PT04M48.00S,2022-10-21T02:19:43.8Z,1,REGULAR,foul,personal,['1freethrow'],202694,,,1610612747,17,21,2022-10-21T02:19:51Z,1050000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Davis 1 FT),"[202694, 203076]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Davis,203076.0
107,PT04M48.00S,2022-10-21T02:20:07.8Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,18,21,2022-10-21T02:20:07Z,1070000,,,0,,A. Davis Free Throw 1 of 1 (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
108,PT04M33.00S,2022-10-21T02:20:25.6Z,1,REGULAR,2pt,Jump Shot,[],202694,88.04204993429698,26.447610294117652,1610612746,18,21,2022-10-21T02:20:31Z,1080000,-118.0,60.0,1,right,MISS M. Morris Sr. 13' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,13.22,Missed,,,,,,,,,,,,,,,,,,
109,PT04M29.00S,2022-10-21T02:20:29.6Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,18,21,2022-10-21T02:20:31Z,1090000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Left,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT04M21.00S,2022-10-21T02:20:36.5Z,1,REGULAR,3pt,Jump Shot,[],201566,31.84954007884363,69.8529411764706,1610612747,18,21,2022-10-21T02:20:41Z,1100000,-99.0,247.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2022-10-21T02:20:39.5Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,18,21,2022-10-21T02:20:41Z,1110000,,,0,,N. Powell REBOUND (Off:0 Def:4),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,110.0,4.0,4.0,0.0,,,,,,,,,,,,,,
112,PT04M10.00S,2022-10-21T02:20:48.0Z,1,REGULAR,2pt,Jump Shot,[],202322,75.73915900131406,66.91176470588235,1610612746,18,23,2022-10-21T02:20:51Z,1120000,85.0,176.0,1,right,J. Wall 19' pullup Jump Shot (4 PTS),[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,19.49,Made,,,,,4.0,,,,,,,,,,,,,
113,PT04M01.00S,2022-10-21T02:20:57.1Z,1,REGULAR,3pt,Jump Shot,[],1629022,28.301576872536145,20.833333333333343,1610612747,18,23,2022-10-21T02:22:49Z,1130000,146.0,214.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
114,PT03M57.00S,2022-10-21T02:21:01.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,18,23,2022-10-21T02:22:49Z,1140000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT03M52.00S,2022-10-21T02:21:06.6Z,1,REGULAR,3pt,Jump Shot,[],202331,93.47897503285151,2.6960784313725554,1610612746,18,23,2022-10-21T02:21:11Z,1150000,-237.0,9.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
116,PT03M49.00S,2022-10-21T02:21:09.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,18,23,2022-10-21T02:21:11Z,1160000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,115.0,2.0,2.0,0.0,,,,,,,,,,,,,,
117,PT03M43.00S,2022-10-21T02:21:15.0Z,1,REGULAR,3pt,Jump Shot,[],201566,12.13863337713535,96.07843137254902,1610612747,18,23,2022-10-21T02:21:19Z,1170000,-230.0,62.0,1,left,MISS R. Westbrook 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
118,PT03M41.00S,2022-10-21T02:21:17.0Z,1,REGULAR,rebound,defensive,[],202322,,,1610612746,18,23,2022-10-21T02:21:19Z,1180000,,,0,,J. Wall REBOUND (Off:0 Def:1),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Left Corner 3,24+ Left,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT03M36.00S,2022-10-21T02:21:21.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,79.81274638633377,90.44117647058823,1610612746,18,26,2022-10-21T02:21:28Z,1190000,202.0,137.0,1,right,N. Powell 24' 3PT running (8 PTS) (J. Wall 1 AST),"[1626181, 202322]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,24.44,Made,,,,,8.0,J. Wall,202322.0,1.0,,,,,,,,,,
121,PT03M21.00S,2022-10-21T02:21:37.1Z,1,REGULAR,3pt,Jump Shot,[],1629022,29.48423127463863,26.960784313725497,1610612747,21,26,2022-10-21T02:21:50Z,1210000,115.0,225.0,1,left,L. Walker IV 25' 3PT  (8 PTS) (J. Toscano-Anderson 2 AST),"[1629022, 1629308]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.25,Made,,,,,8.0,J. Toscano-Anderson,1629308.0,2.0,,,,,,,,,,
124,PT03M21.00S,2022-10-21T02:21:46.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,21,26,2022-10-21T02:25:02Z,1225000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M21.00S,2022-10-21T02:21:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,21,26,2022-10-21T02:21:56Z,1230000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,out,[],201566,,,1610612746,21,26,2022-10-21T02:25:06Z,1240000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,out,[],203076,,,1610612746,21,26,2022-10-21T02:25:06Z,1250000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,out,[],1629022,,,1610612746,21,26,2022-10-21T02:25:06Z,1260000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,out,[],202694,,,1610612746,21,26,2022-10-21T02:25:06Z,1270000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,21,26,2022-10-21T02:25:06Z,1280000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,21,26,2022-10-21T02:25:06Z,1290000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,in,[],1630346,,,1610612746,21,26,2022-10-21T02:25:06Z,1300000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,in,[],2544,,,1610612746,21,26,2022-10-21T02:25:06Z,1310000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,in,[],1629134,,,1610612746,21,26,2022-10-21T02:25:06Z,1320000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,in,[],201587,,,1610612746,21,26,2022-10-21T02:25:06Z,1330000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,in,[],203496,,,1610612746,21,26,2022-10-21T02:25:06Z,1340000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M21.00S,2022-10-21T02:24:42.8Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,21,26,2022-10-21T02:25:06Z,1350000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M58.00S,2022-10-21T02:25:36.0Z,1,REGULAR,3pt,Jump Shot,[],202331,65.75229960578187,38.23529411764706,1610612746,21,26,2022-10-21T02:26:20Z,1370000,-59.0,269.0,1,right,MISS P. George 27' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
139,PT02M54.00S,2022-10-21T02:25:40.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,21,26,2022-10-21T02:25:40Z,1380000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,138.0,3.0,3.0,0.0,,,,,,,,,,,,,,
140,PT02M48.00S,2022-10-21T02:25:46.2Z,1,REGULAR,3pt,Jump Shot,[],1629134,32.637976346911955,38.725490196078425,1610612747,21,26,2022-10-21T02:27:01Z,1390000,56.0,254.0,1,left,MISS K. Nunn 26' pullup 3PT,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
141,PT02M46.00S,2022-10-21T02:25:48.4Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,21,26,2022-10-21T02:25:48Z,1400000,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT02M44.00S,2022-10-21T02:25:49.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629308,36.0545335085414,90.68627450980392,1610612747,21,26,2022-10-21T02:26:04Z,1410000,-203.0,286.0,1,left,MISS J. Toscano-Anderson 35' 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,35.13,Missed,,,,,,,,,,,,,,,,,,
143,PT02M42.00S,2022-10-21T02:25:51.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,21,26,2022-10-21T02:26:04Z,1420000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT02M33.00S,2022-10-21T02:26:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202322,91.77069645203679,49.50980392156863,1610612746,21,28,2022-10-21T02:26:08Z,1430000,-2.0,25.0,1,right,J. Wall driving reverse Layup (6 PTS),[202322],1610612746.0,LAC,driving reverse,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,6.0,,,,,,,,,,,,,
145,PT02M09.00S,2022-10-21T02:26:25.2Z,1,REGULAR,3pt,Jump Shot,[],1629134,8.722076215505908,98.03921568627452,1610612747,21,28,2022-10-21T02:26:30Z,1440000,-240.0,29.0,1,left,MISS K. Nunn 24' 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Left Corner 3,24+ Left,24.2,Missed,,,,,,,,,,,,,,,,,,
146,PT02M06.00S,2022-10-21T02:26:28.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,21,28,2022-10-21T02:26:30Z,1450000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,
147,PT02M03.00S,2022-10-21T02:26:36.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612746,21,28,2022-10-21T02:26:42Z,1460000,,,0,,A. Reaves personal FOUL (2 PF) (George 2 FT),"[1630559, 202331]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2715.0,2.0,0.0,George,202331.0
149,PT02M03.00S,2022-10-21T02:27:08.3Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,21,29,2022-10-21T02:27:08Z,1480000,,,0,,P. George Free Throw 1 of 2 (3 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
150,PT02M03.00S,2022-10-21T02:27:30.6Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,21,30,2022-10-21T02:27:30Z,1490000,,,0,,P. George Free Throw 2 of 2 (4 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
151,PT01M55.00S,2022-10-21T02:27:42.4Z,1,REGULAR,foul,personal,[],203496,,,1610612747,21,30,2022-10-21T02:27:49Z,1500000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1629134]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Nunn,1629134.0
153,PT01M49.00S,2022-10-21T02:28:02.4Z,1,REGULAR,2pt,Jump Shot,[],1630346,27.513140604467807,56.61764705882353,1610612747,21,30,2022-10-21T02:28:08Z,1520000,-33.0,206.0,1,left,MISS M. Ryan 20' Jump Shot,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Mid-Range,16-24 Center,20.87,Missed,,,,,,,,,,,,,,,,,,
154,PT01M46.00S,2022-10-21T02:28:05.2Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,21,30,2022-10-21T02:28:05Z,1530000,,,0,,P. George REBOUND (Off:1 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,153.0,5.0,4.0,1.0,,,,,,,,,,,,,,
155,PT01M29.00S,2022-10-21T02:28:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.11366622864652,49.754901960784316,1610612746,21,30,2022-10-21T02:28:26Z,1540000,-1.0,31.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
156,PT01M27.00S,2022-10-21T02:28:23.9Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,21,30,2022-10-21T02:28:26Z,1550000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT01M24.00S,2022-10-21T02:28:34.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612747,21,30,2022-10-21T02:28:44Z,1560000,,,0,,L. Kennard personal FOUL (1 PF) (Reaves 2 FT),"[1628379, 1630559]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Reaves,1630559.0
159,PT01M24.00S,2022-10-21T02:28:51.1Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,22,30,2022-10-21T02:28:51Z,1580000,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
160,PT01M24.00S,2022-10-21T02:29:05.2Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,23,30,2022-10-21T02:29:05Z,1590000,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
161,PT01M07.00S,2022-10-21T02:29:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,82.9664914586071,50.49019607843137,1610612746,23,30,2022-10-21T02:29:29Z,1600000,2.0,108.0,1,right,MISS L. Kennard 10' turnaround Shot,[1628379],1610612746.0,LAC,turnaround,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
162,PT01M04.00S,2022-10-21T02:29:26.1Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,23,30,2022-10-21T02:29:29Z,1610000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,
163,PT00M49.70S,2022-10-21T02:29:42.0Z,1,REGULAR,turnover,bad pass,[],1629134,,,1610612747,23,30,2022-10-21T02:29:52Z,1620000,,,0,,K. Nunn bad pass TURNOVER (1 TO),"[1629134, 202322]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Wall,202322.0,,,,,,,
164,PT00M49.70S,2022-10-21T02:29:42.0Z,1,REGULAR,steal,,[],202322,,,1610612746,23,30,2022-10-21T02:29:44Z,1630000,,,0,,J. Wall STEAL (1 STL),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
165,PT00M44.70S,2022-10-21T02:29:48.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",202322,87.77923784494087,50.32552083333333,1610612746,23,32,2022-10-21T02:31:26Z,1640000,2.0,62.0,1,right,J. Wall 6' driving floating Jump Shot (8 PTS),[202322],1610612746.0,LAC,driving floating,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,8.0,,,,,,,,,,,,,
166,PT00M44.70S,2022-10-21T02:29:55.1Z,1,REGULAR,violation,defensive goaltending,[],2544,,,1610612746,23,32,2022-10-21T02:30:14Z,1650000,,,0,,L. James defensive goaltending VIOLATION,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,1201.0,,,,
167,PT00M25.60S,2022-10-21T02:30:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,16.869250985545335,58.57843137254902,1610612747,23,32,2022-10-21T02:32:37Z,1660000,-43.0,106.0,1,left,MISS L. James 11' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,11.44,Missed,,,,,,,,,,,,,,,,,,
168,PT00M23.10S,2022-10-21T02:30:29.0Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,23,32,2022-10-21T02:30:31Z,1670000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,,
169,PT00M04.00S,2022-10-21T02:30:49.2Z,1,REGULAR,3pt,Jump Shot,[],202331,72.1419185282523,22.03584558823529,1610612746,23,35,2022-10-21T02:30:56Z,1680000,-140.0,209.0,1,right,P. George 25' 3PT  (7 PTS) (L. Kennard 1 AST),"[202331, 1628379]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.18,Made,,,,,7.0,L. Kennard,1628379.0,1.0,,,,,,,,,,
