actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
260,PT07M51.00S,2022-10-23T20:21:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,89.93101182654402,50.49019607843137,1610612747,30,40,2022-10-23T20:21:48Z,2600000,2.0,42.0,1,right,L. James cutting Layup (5 PTS) (P. Beverley 1 AST),"[2544, 201976]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,4.22,Made,,,,,5.0,P. Beverley,201976.0,1.0,,,,,,,,,,
262,PT07M51.00S,2022-10-23T20:21:45.4Z,2,REGULAR,foul,personal,['1freethrow'],203081,,,1610612747,30,40,2022-10-23T20:21:50Z,2620000,,,0,,D. Lillard shooting personal FOUL (2 PF) (James 1 FT),"[203081, 2544]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2530.0,2.0,0.0,James,2544.0,,,
264,PT07M51.00S,2022-10-23T20:21:53.5Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,30,40,2022-10-23T20:22:14Z,2640000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M51.00S,2022-10-23T20:21:53.5Z,2,REGULAR,substitution,in,[],1629022,,,1610612747,30,40,2022-10-23T20:22:14Z,2650000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M51.00S,2022-10-23T20:22:25.7Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,31,40,2022-10-23T20:22:25Z,2660000,,,0,,L. James Free Throw 1 of 1 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
267,PT07M36.00S,2022-10-23T20:22:44.6Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612757,31,40,2022-10-23T20:22:48Z,2670000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 203076]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Davis,203076.0
268,PT07M36.00S,2022-10-23T20:22:44.6Z,2,REGULAR,steal,,[],203076,,,1610612747,31,40,2022-10-23T20:22:46Z,2680000,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
269,PT07M31.00S,2022-10-23T20:22:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203076,90.5880420499343,49.754901960784316,1610612747,31,40,2022-10-23T20:22:58Z,2690000,-1.0,36.0,1,right,MISS A. Davis running finger roll Layup,[203076],1610612747.0,LAL,running finger roll,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
270,PT07M28.00S,2022-10-23T20:22:53.1Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,31,40,2022-10-23T20:22:53Z,2700000,,,0,,A. Davis REBOUND (Off:3 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,269.0,3.0,0.0,3.0,,,,,,,,,,,,,,
271,PT07M26.00S,2022-10-23T20:22:55.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628972,86.38304862023654,57.35294117647059,1610612747,31,40,2022-10-23T20:23:02Z,2710000,37.0,75.0,1,right,MISS T. Brown Jr. 8' floating Shot,[1628972],1610612747.0,LAL,floating,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.4,Missed,,,,,,,,,,,,,,,,,,
272,PT07M24.00S,2022-10-23T20:22:57.3Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,31,40,2022-10-23T20:23:02Z,2720000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,271.0,1.0,1.0,0.0,,,,,,,,,,,,,,
273,PT07M21.00S,2022-10-23T20:23:02.2Z,2,REGULAR,foul,personal,['2freethrow'],201976,,,1610612757,31,40,2022-10-23T20:23:10Z,2730000,,,0,,P. Beverley shooting personal FOUL (1 PF) (Winslow 2 FT),"[201976, 1626159]",1610612747.0,LAL,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,1.0,0.0,Winslow,1626159.0,,,
275,PT07M21.00S,2022-10-23T20:23:34.9Z,2,REGULAR,freethrow,1 of 2,[],1626159,,,1610612757,31,40,2022-10-23T20:23:34Z,2750000,,,0,,MISS J. Winslow Free Throw 1 of 2,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT07M21.00S,2022-10-23T20:23:34.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,31,40,2022-10-23T20:23:34Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,
277,PT07M21.00S,2022-10-23T20:23:47.1Z,2,REGULAR,substitution,out,[],203994,,,1610612757,31,40,2022-10-23T20:23:50Z,2770000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT07M21.00S,2022-10-23T20:23:47.1Z,2,REGULAR,substitution,in,[],1629234,,,1610612757,31,40,2022-10-23T20:23:50Z,2780000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT07M21.00S,2022-10-23T20:24:09.6Z,2,REGULAR,freethrow,2 of 2,[],1626159,,,1610612757,31,41,2022-10-23T20:24:09Z,2790000,,,0,,J. Winslow Free Throw 2 of 2 (3 PTS),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
280,PT07M09.00S,2022-10-23T20:24:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,92.55913272010513,53.92156862745098,1610612747,33,41,2022-10-23T20:24:28Z,2800000,20.0,17.0,1,right,L. Walker IV Layup (6 PTS) (P. Beverley 2 AST),"[1629022, 201976]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,6.0,P. Beverley,201976.0,2.0,,,,,,,,,,
282,PT06M58.00S,2022-10-23T20:24:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,15.292378449408673,50.98039215686275,1610612757,33,43,2022-10-23T20:24:39Z,2820000,-5.0,91.0,1,left,J. Hart 9' driving floating Jump Shot (4 PTS),[1628404],1610612757.0,POR,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,9.13,Made,,,,,4.0,,,,,,,,,,,,,
284,PT06M45.00S,2022-10-23T20:24:52.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612747,33,43,2022-10-23T20:24:58Z,2840000,,,0,,J. Hart shooting personal FOUL (2 PF) (Beverley 2 FT),"[1628404, 201976]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2005.0,2.0,0.0,Beverley,201976.0,,,
286,PT06M45.00S,2022-10-23T20:25:00.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,33,43,2022-10-23T20:25:00Z,2860000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M45.00S,2022-10-23T20:27:26.5Z,2,REGULAR,substitution,out,[],2544,,,1610612747,33,43,2022-10-23T20:27:43Z,2870000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT06M45.00S,2022-10-23T20:27:26.5Z,2,REGULAR,substitution,in,[],201566,,,1610612747,33,43,2022-10-23T20:27:43Z,2880000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT06M45.00S,2022-10-23T20:28:08.3Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612747,34,43,2022-10-23T20:28:08Z,2890000,,,0,,P. Beverley Free Throw 1 of 2 (3 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
290,PT06M45.00S,2022-10-23T20:28:22.7Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612747,35,43,2022-10-23T20:28:22Z,2900000,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
291,PT06M30.00S,2022-10-23T20:28:39.3Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,35,43,2022-10-23T20:28:43Z,2910000,,,0,,D. Lillard bad pass TURNOVER (4 TO),"[203081, 1628972]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,4.0,Brown Jr.,1628972.0
292,PT06M30.00S,2022-10-23T20:28:39.3Z,2,REGULAR,steal,,[],1628972,,,1610612747,35,43,2022-10-23T20:29:04Z,2920000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
293,PT06M26.00S,2022-10-23T20:28:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,92.82194480946123,53.92156862745098,1610612747,35,43,2022-10-23T20:28:53Z,2930000,20.0,15.0,1,right,MISS R. Westbrook running Layup - blocked,"[201566, 1626159]",1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,Winslow,1626159.0,,,,,,,,
294,PT06M26.00S,2022-10-23T20:28:43.5Z,2,REGULAR,block,,[],1626159,,,1610612747,35,43,2022-10-23T20:28:46Z,2940000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT06M20.00S,2022-10-23T20:28:49.5Z,2,REGULAR,rebound,offensive,[],1629022,,,1610612747,35,43,2022-10-23T20:28:53Z,2950000,,,0,,L. Walker IV REBOUND (Off:2 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,293.0,4.0,2.0,2.0,,,,,,,,,,,,,,
296,PT06M20.00S,2022-10-23T20:28:49.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629022,94.40999984741211,50.0,1610612747,37,43,2022-10-23T20:28:58Z,2960000,0.0,0.0,1,right,L. Walker IV putback Layup (8 PTS),[1629022],1610612747.0,LAL,putback,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,8.0,,,,,,,,,,,,,
297,PT05M59.00S,2022-10-23T20:29:09.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203924,9.641918528252305,50.245098039215684,1610612757,37,43,2022-10-23T20:32:45Z,2970000,-1.0,38.0,1,left,MISS J. Grant turnaround Hook,[203924],1610612757.0,POR,turnaround,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,,,,,,,,,,
298,PT05M57.00S,2022-10-23T20:29:11.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,37,43,2022-10-23T20:29:13Z,2980000,,,0,,A. Davis REBOUND (Off:3 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,297.0,4.0,1.0,3.0,,,,,,,,,,,,,,
299,PT05M48.00S,2022-10-23T20:29:24.7Z,2,REGULAR,foul,offensive,[],1629022,,,1610612747,37,43,2022-10-23T20:29:30Z,2990000,,,0,,L. Walker IV charge offensive FOUL (2 PF),"[1629022, 203081]",1610612747.0,LAL,charge,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1204.0,2.0,0.0,Lillard,203081.0,,,
301,PT05M48.00S,2022-10-23T20:29:24.7Z,2,REGULAR,turnover,offensive foul,[],1629022,,,1610612747,37,43,2022-10-23T20:29:24Z,3010000,,,0,,L. Walker IV offensive foul TURNOVER (2 TO),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1204.0,,,,,2.0,,
302,PT05M48.00S,2022-10-23T20:29:30.3Z,2,REGULAR,substitution,out,[],1626159,,,1610612757,37,43,2022-10-23T20:29:33Z,3020000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT05M48.00S,2022-10-23T20:29:30.3Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,37,43,2022-10-23T20:29:33Z,3030000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT05M48.00S,2022-10-23T20:29:35.6Z,2,REGULAR,substitution,out,[],1628972,,,1610612757,37,43,2022-10-23T20:29:40Z,3040000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT05M48.00S,2022-10-23T20:29:35.6Z,2,REGULAR,substitution,in,[],1629308,,,1610612757,37,43,2022-10-23T20:29:40Z,3050000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M32.00S,2022-10-23T20:30:05.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629014,16.869250985545335,28.67647058823529,1610612757,37,43,2022-10-23T20:34:30Z,3060000,107.0,106.0,1,left,MISS A. Simons 15' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,15.04,Missed,,,,,,,,,,,,,,,,,,
307,PT05M31.00S,2022-10-23T20:30:08.0Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,37,43,2022-10-23T20:30:08Z,3070000,,,0,,D. Eubanks REBOUND (Off:2 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Right,,,306.0,3.0,1.0,2.0,,,,,,,,,,,,,,
308,PT05M28.00S,2022-10-23T20:30:10.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629234,7.276609724047319,53.431372549019606,1610612757,37,43,2022-10-23T20:30:16Z,3080000,-17.0,16.0,1,left,MISS D. Eubanks reverse Layup - blocked,"[1629234, 203076]",1610612757.0,POR,reverse,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,Davis,203076.0,,,,,,,,
309,PT05M28.00S,2022-10-23T20:30:10.3Z,2,REGULAR,block,,[],203076,,,1610612757,37,43,2022-10-23T20:30:12Z,3090000,,,0,,A. Davis BLOCK (4 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
310,PT05M26.00S,2022-10-23T20:30:12.3Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,37,43,2022-10-23T20:30:16Z,3100000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,308.0,2.0,2.0,0.0,,,,,,,,,,,,,,
311,PT05M22.00S,2022-10-23T20:30:16.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,93.74178712220763,4.656862745098039,1610612747,37,43,2022-10-23T20:30:25Z,3110000,-227.0,6.0,1,right,MISS L. Walker IV running 3PT,[1629022],1610612747.0,LAL,running,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
312,PT05M17.00S,2022-10-23T20:30:21.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,37,43,2022-10-23T20:30:25Z,3120000,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,311.0,7.0,6.0,1.0,,,,,,,,,,,,,,
313,PT05M05.00S,2022-10-23T20:30:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,26.330486202365307,17.40196078431373,1610612757,37,43,2022-10-23T20:30:38Z,3130000,163.0,195.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
314,PT05M03.00S,2022-10-23T20:30:35.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,37,43,2022-10-23T20:30:38Z,3140000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,313.0,,,,,,,,,,,,,,,,,
316,PT04M50.00S,2022-10-23T20:30:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.29632063074901,49.50980392156863,1610612747,39,43,2022-10-23T20:30:59Z,3160000,-2.0,20.0,1,right,A. Davis cutting Layup (8 PTS) (P. Beverley 3 AST),"[203076, 201976]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,8.0,P. Beverley,201976.0,3.0,,,,,,,,,,
318,PT04M25.00S,2022-10-23T20:31:19.9Z,2,REGULAR,3pt,Jump Shot,[],203081,8.722076215505908,5.392156862745097,1610612757,39,46,2022-10-23T20:31:24Z,3180000,223.0,29.0,1,left,D. Lillard 3PT  (19 PTS) (J. Grant 1 AST),"[203081, 203924]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,22.49,Made,,,,,19.0,J. Grant,203924.0,1.0,,,,,,,,,,
320,PT04M01.00S,2022-10-23T20:31:44.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,82.30946123521682,64.2156862745098,1610612747,39,46,2022-10-23T20:31:50Z,3200000,71.0,114.0,1,right,MISS A. Davis 13' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,13.42,Missed,,,,,,,,,,,,,,,,,,
321,PT03M57.00S,2022-10-23T20:31:48.7Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,39,46,2022-10-23T20:31:50Z,3210000,,,0,,D. Lillard REBOUND (Off:1 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Right,,,320.0,4.0,3.0,1.0,,,,,,,,,,,,,,
322,PT03M57.00S,2022-10-23T20:31:52.2Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,39,46,2022-10-23T20:31:58Z,3220000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (5 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1204.0,,,,,5.0,,
323,PT03M57.00S,2022-10-23T20:31:57.6Z,2,REGULAR,substitution,out,[],1629234,,,1610612747,39,46,2022-10-23T20:32:03Z,3230000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M57.00S,2022-10-23T20:31:57.6Z,2,REGULAR,substitution,in,[],203994,,,1610612747,39,46,2022-10-23T20:32:03Z,3240000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M48.00S,2022-10-23T20:32:21.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612747,39,46,2022-10-23T20:32:27Z,3250000,,,0,,J. Nurkic personal FOUL (2 PF) (Davis 2 FT),"[203994, 203076]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1204.0,2.0,0.0,Davis,203076.0,,,
327,PT03M48.00S,2022-10-23T20:32:50.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203076,,,1610612747,40,46,2022-10-23T20:32:50Z,3270000,,,0,,A. Davis Free Throw 1 of 2 (9 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
328,PT03M48.00S,2022-10-23T20:32:57.6Z,2,REGULAR,substitution,out,[],201976,,,1610612747,40,46,2022-10-23T20:33:06Z,3280000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT03M48.00S,2022-10-23T20:32:57.6Z,2,REGULAR,substitution,in,[],2544,,,1610612747,40,46,2022-10-23T20:33:06Z,3290000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT03M48.00S,2022-10-23T20:33:16.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203076,,,1610612747,41,46,2022-10-23T20:33:16Z,3300000,,,0,,A. Davis Free Throw 2 of 2 (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
331,PT03M30.00S,2022-10-23T20:33:35.5Z,2,REGULAR,3pt,Jump Shot,[],203081,30.404073587385014,76.9607843137255,1610612757,41,46,2022-10-23T20:33:40Z,3310000,-135.0,233.0,1,left,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
332,PT03M28.00S,2022-10-23T20:33:37.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,41,46,2022-10-23T20:33:40Z,3320000,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,331.0,4.0,3.0,1.0,,,,,,,,,,,,,,
333,PT03M21.00S,2022-10-23T20:33:45.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,92.16491458607096,49.50980392156863,1610612747,43,46,2022-10-23T20:34:18Z,3330000,-2.0,21.0,1,right,L. James running Layup (8 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,8.0,,,,,,,,,,,,,
335,PT03M00.00S,2022-10-23T20:34:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,12.66425755584757,64.70588235294117,1610612757,43,46,2022-10-23T20:38:10Z,3350000,-74.0,67.0,1,left,MISS A. Simons 9' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,9.91,Missed,,,,,,,,,,,,,,,,,,
336,PT02M57.00S,2022-10-23T20:34:27.5Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,43,46,2022-10-23T20:34:31Z,3360000,,,0,,A. Davis REBOUND (Off:3 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,,,335.0,5.0,2.0,3.0,,,,,,,,,,,,,,
337,PT02M41.00S,2022-10-23T20:34:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,92.55913272010513,56.86274509803921,1610612747,43,46,2022-10-23T20:38:52Z,3370000,34.0,17.0,1,right,MISS L. Walker IV driving floating Shot,[1629022],1610612747.0,LAL,driving floating,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
338,PT02M38.00S,2022-10-23T20:34:46.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,43,46,2022-10-23T20:34:46Z,3380000,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,337.0,8.0,7.0,1.0,,,,,,,,,,,,,,
339,PT02M36.00S,2022-10-23T20:34:51.1Z,2,REGULAR,foul,personal,['2freethrow'],203076,,,1610612757,43,46,2022-10-23T20:34:56Z,3390000,,,0,,A. Davis shooting personal FOUL (2 PF) (Grant 2 FT),"[203076, 203924]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,2.0,0.0,Grant,203924.0,,,
341,PT02M36.00S,2022-10-23T20:35:16.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,43,46,2022-10-23T20:35:22Z,3410000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M36.00S,2022-10-23T20:38:13.8Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,43,47,2022-10-23T20:38:13Z,3420000,,,0,,J. Grant Free Throw 1 of 2 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
343,PT02M36.00S,2022-10-23T20:38:26.6Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,43,48,2022-10-23T20:38:26Z,3430000,,,0,,J. Grant Free Throw 2 of 2 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
344,PT02M21.00S,2022-10-23T20:38:43.0Z,2,REGULAR,3pt,Jump Shot,[],1629308,91.11366622864652,5.392156862745097,1610612747,43,48,2022-10-23T20:38:49Z,3440000,-223.0,31.0,1,right,MISS J. Toscano-Anderson 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Left Corner 3,24+ Left,22.51,Missed,,,,,,,,,,,,,,,,,,
