actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
87,PT06M12.00S,2022-10-23T19:54:59.0Z,1,REGULAR,substitution,out,[],1629014,,,1610612747,12,9,2022-10-23T19:55:04Z,870000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M12.00S,2022-10-23T19:54:59.0Z,1,REGULAR,substitution,in,[],1626159,,,1610612747,12,9,2022-10-23T19:55:04Z,880000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M03.00S,2022-10-23T19:55:23.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,92.95335085413929,49.26470588235294,1610612747,14,9,2022-10-23T19:55:36Z,890000,-4.0,14.0,1,right,A. Davis cutting DUNK (6 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,6.0,L. James,2544.0,2.0,,,,,,,,,,
91,PT05M49.00S,2022-10-23T19:55:37.0Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,14,9,2022-10-23T19:55:41Z,910000,,,0,,D. Lillard bad pass TURNOVER (3 TO),"[203081, 203076]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,3.0,Davis,203076.0
92,PT05M49.00S,2022-10-23T19:55:37.0Z,1,REGULAR,steal,,[],203076,,,1610612747,14,9,2022-10-23T19:55:38Z,920000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
93,PT05M46.00S,2022-10-23T19:55:40.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629022,91.24507227332458,51.22549019607843,1610612747,16,9,2022-10-23T19:55:57Z,930000,6.0,30.0,1,right,L. Walker IV running finger roll Layup (4 PTS) (A. Davis 1 AST),"[1629022, 203076]",1610612747.0,LAL,running finger roll,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,4.0,A. Davis,203076.0,1.0,,,,,,,,,,
95,PT05M37.00S,2022-10-23T19:55:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.276609724047319,46.32352941176471,1610612757,16,11,2022-10-23T19:56:14Z,950000,18.0,16.0,1,left,D. Lillard driving Layup (6 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,6.0,,,,,,,,,,,,,
96,PT05M37.00S,2022-10-23T19:55:53.9Z,1,REGULAR,foul,personal,['1freethrow'],203076,,,1610612757,16,11,2022-10-23T19:56:01Z,960000,,,0,,A. Davis shooting personal FOUL (1 PF) (Lillard 1 FT),"[203076, 203081]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1204.0,1.0,0.0,Lillard,203081.0,,,
98,PT05M37.00S,2022-10-23T19:56:02.0Z,1,REGULAR,substitution,out,[],2544,,,1610612757,16,11,2022-10-23T19:56:29Z,980000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M37.00S,2022-10-23T19:56:02.0Z,1,REGULAR,substitution,in,[],1628972,,,1610612757,16,11,2022-10-23T19:56:29Z,990000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M37.00S,2022-10-23T19:56:27.9Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,16,11,2022-10-23T19:56:30Z,1000000,,,0,,MISS D. Lillard Free Throw 1 of 1,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT05M34.00S,2022-10-23T19:56:30.9Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,16,11,2022-10-23T19:56:30Z,1010000,,,0,,D. Lillard REBOUND (Off:1 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,100.0,2.0,1.0,1.0,,,,,,,,,,,,,,
102,PT05M32.00S,2022-10-23T19:56:31.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203081,26.067674113009204,49.754901960784316,1610612757,16,13,2022-10-23T19:56:35Z,1020000,1.0,193.0,1,left,D. Lillard 19' Jump Shot (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,19.25,Made,,,,,8.0,,,,,,,,,,,,,
103,PT05M18.00S,2022-10-23T19:56:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629022,85.98883048620237,96.07843137254902,1610612747,16,13,2022-10-23T19:56:51Z,1030000,230.0,79.0,1,right,MISS L. Walker IV 24' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,24.36,Missed,,,,,,,,,,,,,,,,,,
104,PT05M15.00S,2022-10-23T19:56:47.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,16,13,2022-10-23T19:56:51Z,1040000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,103.0,3.0,3.0,0.0,,,,,,,,,,,,,,
105,PT05M05.00S,2022-10-23T19:57:00.2Z,1,REGULAR,foul,offensive,[],203924,,,1610612757,16,13,2022-10-23T19:57:07Z,1050000,,,0,,J. Grant charge offensive FOUL (2 PF),"[203924, 1630559]",1610612757.0,POR,charge,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,2.0,0.0,Reaves,1630559.0,,,
107,PT05M05.00S,2022-10-23T19:57:00.2Z,1,REGULAR,turnover,offensive foul,[],203924,,,1610612757,16,13,2022-10-23T19:57:00Z,1070000,,,0,,J. Grant offensive foul TURNOVER (1 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,,,,,1.0,,
108,PT05M05.00S,2022-10-23T19:57:09.3Z,1,REGULAR,substitution,out,[],203994,,,1610612747,16,13,2022-10-23T19:57:21Z,1080000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M05.00S,2022-10-23T19:57:09.3Z,1,REGULAR,substitution,in,[],1629234,,,1610612747,16,13,2022-10-23T19:57:21Z,1090000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M05.00S,2022-10-23T19:57:28.4Z,1,REGULAR,substitution,out,[],203924,,,1610612747,16,13,2022-10-23T19:57:31Z,1100000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M05.00S,2022-10-23T19:57:28.4Z,1,REGULAR,substitution,in,[],1631101,,,1610612747,16,13,2022-10-23T19:57:31Z,1110000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M53.00S,2022-10-23T19:58:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,90.98226018396846,55.14705882352941,1610612747,16,13,2022-10-23T19:58:11Z,1120000,26.0,32.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1629234]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,Eubanks,1629234.0,,,,,,,,
113,PT04M53.00S,2022-10-23T19:58:05.9Z,1,REGULAR,block,,[],1629234,,,1610612747,16,13,2022-10-23T19:58:08Z,1130000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT04M49.00S,2022-10-23T19:58:09.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,16,13,2022-10-23T19:58:11Z,1140000,,,0,,A. Davis REBOUND (Off:2 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,112.0,2.0,0.0,2.0,,,,,,,,,,,,,,
115,PT04M48.00S,2022-10-23T19:58:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203076,90.98226018396846,49.754901960784316,1610612747,16,13,2022-10-23T19:58:18Z,1150000,-1.0,32.0,1,right,MISS A. Davis putback Layup,[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
116,PT04M48.00S,2022-10-23T19:58:10.3Z,1,REGULAR,rebound,offensive,[],1629022,,,1610612747,16,13,2022-10-23T19:58:18Z,1160000,,,0,,L. Walker IV REBOUND (Off:1 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,115.0,3.0,2.0,1.0,,,,,,,,,,,,,,
117,PT04M41.00S,2022-10-23T19:58:17.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628972,88.09132720105124,56.61764705882353,1610612747,16,13,2022-10-23T19:58:24Z,1170000,33.0,59.0,1,right,MISS T. Brown Jr. 6' driving Hook,[1628972],1610612747.0,LAL,driving,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.8,Missed,,,,,,,,,,,,,,,,,,
118,PT04M40.00S,2022-10-23T19:58:18.5Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,16,13,2022-10-23T19:58:24Z,1180000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT04M35.00S,2022-10-23T19:58:23.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,7.539421813403408,45.833333333333336,1610612757,16,13,2022-10-23T19:58:34Z,1190000,21.0,18.0,1,left,MISS J. Hart running Layup,[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
120,PT04M32.00S,2022-10-23T19:58:26.9Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,16,13,2022-10-23T19:58:34Z,1200000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,,,
121,PT04M28.00S,2022-10-23T19:58:32.6Z,1,REGULAR,foul,personal,[],201566,,,1610612757,16,13,2022-10-23T19:58:39Z,1210000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 203081]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1204.0,1.0,0.0,Lillard,203081.0,,,
123,PT04M28.00S,2022-10-23T19:58:42.8Z,1,REGULAR,substitution,out,[],1629022,,,1610612757,16,13,2022-10-23T19:58:48Z,1230000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M28.00S,2022-10-23T19:58:42.8Z,1,REGULAR,substitution,in,[],1629308,,,1610612757,16,13,2022-10-23T19:58:48Z,1240000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M20.00S,2022-10-23T19:59:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,27.38173455978975,82.35294117647058,1610612757,16,16,2022-10-23T19:59:07Z,1250000,-162.0,205.0,1,left,D. Lillard 26' 3PT  (11 PTS) (J. Winslow 1 AST),"[203081, 1626159]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.11,Made,,,,,11.0,J. Winslow,1626159.0,1.0,,,,,,,,,,
127,PT04M11.00S,2022-10-23T19:59:14.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,16,16,2022-10-23T19:59:14Z,1270000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M11.00S,2022-10-23T20:01:40.8Z,1,REGULAR,substitution,out,[],201566,,,1610612747,16,16,2022-10-23T20:02:00Z,1280000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M11.00S,2022-10-23T20:01:40.8Z,1,REGULAR,substitution,in,[],1629134,,,1610612747,16,16,2022-10-23T20:02:00Z,1290000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M55.00S,2022-10-23T20:02:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629134,67.85479632063075,33.08823529411765,1610612747,16,16,2022-10-23T20:02:32Z,1300000,-85.0,250.0,1,right,MISS K. Nunn 26' 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
131,PT03M51.00S,2022-10-23T20:02:31.9Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,16,16,2022-10-23T20:02:32Z,1310000,,,0,,D. Lillard REBOUND (Off:1 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,130.0,3.0,2.0,1.0,,,,,,,,,,,,,,
133,PT03M49.00S,2022-10-23T20:02:49.8Z,1,REGULAR,foul,personal,['2freethrow'],1629134,,,1610612757,16,16,2022-10-23T20:02:53Z,1330000,,,0,,K. Nunn shooting personal FOUL (1 PF) (Hart 2 FT),"[1629134, 1628404]",1610612747.0,LAL,shooting,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1204.0,1.0,0.0,Hart,1628404.0,,,
135,PT03M49.00S,2022-10-23T20:03:07.8Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612757,16,17,2022-10-23T20:03:07Z,1350000,,,0,,J. Hart Free Throw 1 of 2 (1 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
136,PT03M49.00S,2022-10-23T20:03:22.9Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612757,16,18,2022-10-23T20:03:22Z,1360000,,,0,,J. Hart Free Throw 2 of 2 (2 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
137,PT03M30.00S,2022-10-23T20:03:42.5Z,1,REGULAR,turnover,bad pass,[],1629134,,,1610612747,16,18,2022-10-23T20:03:58Z,1370000,,,0,,K. Nunn bad pass TURNOVER (1 TO),"[1629134, 1626159]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Winslow,1626159.0
138,PT03M30.00S,2022-10-23T20:03:42.5Z,1,REGULAR,steal,,[],1626159,,,1610612757,16,18,2022-10-23T20:03:45Z,1380000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
139,PT03M24.00S,2022-10-23T20:03:49.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203081,27.250328515111704,20.588235294117652,1610612757,16,21,2022-10-23T20:04:45Z,1390000,147.0,204.0,1,left,D. Lillard 25' 3PT running (14 PTS) (J. Hart 1 AST),"[203081, 1628404]",1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.13,Made,,,,,14.0,J. Hart,1628404.0,1.0,,,,,,,,,,
141,PT03M04.00S,2022-10-23T20:04:08.4Z,1,REGULAR,3pt,Jump Shot,[],1628972,87.82851511169514,95.58823529411765,1610612747,16,21,2022-10-23T20:04:13Z,1410000,228.0,62.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
142,PT03M01.00S,2022-10-23T20:04:11.4Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,16,21,2022-10-23T20:04:13Z,1420000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Right Corner 3,24+ Right,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT02M53.00S,2022-10-23T20:04:19.5Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612757,16,21,2022-10-23T20:04:23Z,1430000,,,0,,J. Hart lost ball TURNOVER (2 TO),"[1628404, 1630559]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Reaves,1630559.0
144,PT02M53.00S,2022-10-23T20:04:19.5Z,1,REGULAR,steal,,[],1630559,,,1610612747,16,21,2022-10-23T20:04:21Z,1440000,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
145,PT02M48.00S,2022-10-23T20:04:24.2Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,16,21,2022-10-23T20:04:29Z,1450000,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1628404]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Hart,1628404.0
146,PT02M48.00S,2022-10-23T20:04:24.2Z,1,REGULAR,steal,,[],1628404,,,1610612757,16,21,2022-10-23T20:04:26Z,1460000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT02M43.00S,2022-10-23T20:04:29.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626159,9.641918528252305,52.450980392156865,1610612757,16,21,2022-10-23T20:06:36Z,1470000,-12.0,38.0,1,left,MISS J. Winslow running Layup,[1626159],1610612757.0,POR,running,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
148,PT02M39.00S,2022-10-23T20:04:33.3Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,16,21,2022-10-23T20:04:41Z,1480000,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,,,
149,PT02M38.00S,2022-10-23T20:04:35.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631101,7.670827858081481,46.07843137254902,1610612757,16,21,2022-10-23T20:04:46Z,1490000,20.0,20.0,1,left,MISS S. Sharpe Layup - blocked,"[1631101, 203076]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,Davis,203076.0,,,,,,,,
150,PT02M38.00S,2022-10-23T20:04:35.2Z,1,REGULAR,block,,[],203076,,,1610612757,16,21,2022-10-23T20:04:37Z,1500000,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT02M38.00S,2022-10-23T20:04:35.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,16,21,2022-10-23T20:04:46Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,149.0,,,,,,,,,,,,,,,,,
153,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,out,[],203076,,,1610612757,16,21,2022-10-23T20:05:07Z,1530000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,out,[],1628972,,,1610612757,16,21,2022-10-23T20:05:07Z,1540000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,out,[],203081,,,1610612757,16,21,2022-10-23T20:05:07Z,1550000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,16,21,2022-10-23T20:05:07Z,1560000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,in,[],1627745,,,1610612757,16,21,2022-10-23T20:05:07Z,1570000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,in,[],2544,,,1610612757,16,21,2022-10-23T20:05:07Z,1580000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,16,21,2022-10-23T20:05:07Z,1590000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT02M38.00S,2022-10-23T20:04:44.2Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,16,21,2022-10-23T20:05:07Z,1600000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M30.00S,2022-10-23T20:05:17.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629642,28.170170827858072,21.07843137254902,1610612757,16,24,2022-10-23T20:08:03Z,1610000,145.0,212.0,1,left,N. Little 25' 3PT pullup (3 PTS),[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,3.0,,,,,,,,,,,,,
162,PT02M16.00S,2022-10-23T20:05:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,73.37385019710908,87.25490196078431,1610612747,19,24,2022-10-23T20:05:39Z,1620000,186.0,198.0,1,right,A. Reaves 27' 3PT  (3 PTS) (L. James 3 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,27.17,Made,,,,,3.0,L. James,2544.0,3.0,,,,,,,,,,
164,PT02M16.00S,2022-10-23T20:05:38.1Z,1,REGULAR,foul,personal,['1freethrow'],1631101,,,1610612747,19,24,2022-10-23T20:05:43Z,1640000,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Reaves 1 FT),"[1631101, 1630559]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2005.0,1.0,0.0,Reaves,1630559.0,,,
166,PT02M16.00S,2022-10-23T20:05:54.5Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,20,24,2022-10-23T20:05:54Z,1660000,,,0,,A. Reaves Free Throw 1 of 1 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
167,PT02M07.00S,2022-10-23T20:06:06.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629308,,,1610612757,20,24,2022-10-23T20:06:11Z,1670000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Winslow 2 FT),"[1629308, 1626159]",1610612747.0,LAL,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2005.0,1.0,0.0,Winslow,1626159.0,,,
169,PT02M07.00S,2022-10-23T20:06:31.3Z,1,REGULAR,freethrow,1 of 2,[],1626159,,,1610612757,20,25,2022-10-23T20:06:31Z,1690000,,,0,,J. Winslow Free Throw 1 of 2 (1 PTS),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
170,PT02M07.00S,2022-10-23T20:06:47.4Z,1,REGULAR,freethrow,2 of 2,[],1626159,,,1610612757,20,26,2022-10-23T20:06:47Z,1700000,,,0,,J. Winslow Free Throw 2 of 2 (2 PTS),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
171,PT01M55.00S,2022-10-23T20:07:02.0Z,1,REGULAR,turnover,bad pass,[],1629134,,,1610612747,20,26,2022-10-23T20:07:07Z,1710000,,,0,,K. Nunn bad pass TURNOVER (2 TO),"[1629134, 1626159]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Winslow,1626159.0
172,PT01M55.00S,2022-10-23T20:07:02.0Z,1,REGULAR,steal,,[],1626159,,,1610612757,20,26,2022-10-23T20:07:03Z,1720000,,,0,,J. Winslow STEAL (2 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
