actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT04M11.00S,2023-01-25T03:24:57.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,17,20,2023-01-25T03:24:57Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,
86,PT04M11.00S,2023-01-25T03:24:58.5Z,1,REGULAR,substitution,out,[],1627826,,,1610612747,17,20,2023-01-25T03:25:03Z,850000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M11.00S,2023-01-25T03:24:58.5Z,1,REGULAR,substitution,in,[],203496,,,1610612747,17,20,2023-01-25T03:25:03Z,860000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M11.00S,2023-01-25T03:24:57.5Z,1,REGULAR,freethrow,2 of 2,[],1629117,,,1610612747,17,20,2023-01-25T03:25:26Z,870000,False,,,0,,MISS W. Gabriel Free Throw 2 of 2,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
89,PT04M08.00S,2023-01-25T03:25:00.5Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,17,20,2023-01-25T03:25:26Z,880000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,
90,PT03M59.00S,2023-01-25T03:25:37.1Z,1,REGULAR,foul,personal,['2freethrow'],1629117,,,1610612746,17,20,2023-01-25T03:25:46Z,890000,False,,,0,,W. Gabriel shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629117, 202695]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Leonard,202695.0,,,,
92,PT03M59.00S,2023-01-25T03:26:04.7Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,17,21,2023-01-25T03:26:04Z,910000,False,,,0,,K. Leonard Free Throw 1 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
93,PT03M59.00S,2023-01-25T03:26:06.1Z,1,REGULAR,substitution,out,[],2544,,,1610612746,17,21,2023-01-25T03:26:12Z,920000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M59.00S,2023-01-25T03:26:06.1Z,1,REGULAR,substitution,in,[],201976,,,1610612746,17,21,2023-01-25T03:26:12Z,930000,False,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M59.00S,2023-01-25T03:26:06.1Z,1,REGULAR,substitution,out,[],203471,,,1610612746,17,21,2023-01-25T03:26:20Z,940000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2023-01-25T03:26:06.1Z,1,REGULAR,substitution,in,[],1629308,,,1610612746,17,21,2023-01-25T03:26:20Z,950000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M59.00S,2023-01-25T03:26:37.4Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,17,22,2023-01-25T03:26:37Z,960000,False,,,0,,K. Leonard Free Throw 2 of 2 (8 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
98,PT03M42.00S,2023-01-25T03:26:55.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629308,11.48160315374507,50.245098039215684,1610612747,17,22,2023-01-25T03:27:04Z,970000,False,-1.0,55.0,1,left,MISS J. Toscano-Anderson turnaround Hook - blocked,"[1629308, 202695]",1610612747.0,LAL,turnaround,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,,,,Leonard,202695.0
99,PT03M42.00S,2023-01-25T03:26:55.8Z,1,REGULAR,block,,[],202695,,,1610612747,17,22,2023-01-25T03:26:58Z,980000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT03M39.00S,2023-01-25T03:26:58.8Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,17,22,2023-01-25T03:26:58Z,990000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,98.0,1.0,0.0,1.0,,,,,,,,,,,,,
101,PT03M36.00S,2023-01-25T03:27:01.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629117,8.804204993429693,57.67846200980392,1610612747,19,22,2023-01-25T03:27:13Z,1000000,False,-38.0,30.0,1,left,W. Gabriel bank Hook (2 PTS) (R. Westbrook 1 AST),"[1629117, 201566]",1610612747.0,LAL,bank,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,4.89,Made,2.0,,,,,R. Westbrook,201566.0,1.0,,,,,,,,,,
103,PT03M09.00S,2023-01-25T03:27:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,87.69710906701708,47.05882352941176,1610612746,19,22,2023-01-25T03:27:33Z,1020000,False,-15.0,63.0,1,right,MISS K. Leonard 6' driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
104,PT03M06.00S,2023-01-25T03:27:31.6Z,1,REGULAR,rebound,offensive,[],1626181,,,1610612746,19,22,2023-01-25T03:28:37Z,1030000,False,,,0,,N. Powell REBOUND (Off:1 Def:0),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,
105,PT03M03.00S,2023-01-25T03:27:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202694,68.9060446780552,28.431372549019613,1610612746,19,25,2023-01-25T03:27:41Z,1040000,False,-108.0,240.0,1,right,M. Morris Sr. 26' 3PT  (5 PTS) (N. Batum 1 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.29,Made,5.0,,,,,N. Batum,201587.0,1.0,,,,,,,,,,
107,PT02M53.00S,2023-01-25T03:27:47.0Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612747,19,25,2023-01-25T03:27:54Z,1060000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Westbrook 2 FT),"[202694, 201566]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2882.0,1.0,0.0,Westbrook,201566.0,,,,
109,PT02M53.00S,2023-01-25T03:28:13.3Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,20,25,2023-01-25T03:28:13Z,1080000,False,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
110,PT02M53.00S,2023-01-25T03:28:31.5Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,21,25,2023-01-25T03:28:31Z,1090000,False,,,0,,R. Westbrook Free Throw 2 of 2 (2 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
111,PT02M37.00S,2023-01-25T03:28:52.6Z,1,REGULAR,3pt,Jump Shot,[],203496,66.80354796320631,53.18627450980392,1610612746,21,28,2023-01-25T03:28:59Z,1100000,False,16.0,260.0,1,right,R. Covington 26' 3PT  (3 PTS) (N. Powell 1 AST),"[203496, 1626181]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,26.0,Made,3.0,,,,,N. Powell,1626181.0,1.0,,,,,,,,,,
113,PT02M28.00S,2023-01-25T03:29:04.9Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612747,21,28,2023-01-25T03:29:09Z,1120000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1626181, 201566]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,201246.0,1.0,0.0,Westbrook,201566.0,,,,
115,PT02M28.00S,2023-01-25T03:29:32.7Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,21,28,2023-01-25T03:30:01Z,1140000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT02M28.00S,2023-01-25T03:29:32.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,21,28,2023-01-25T03:30:01Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,
117,PT02M28.00S,2023-01-25T03:29:37.2Z,1,REGULAR,substitution,out,[],202694,,,1610612747,21,28,2023-01-25T03:29:44Z,1160000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M28.00S,2023-01-25T03:29:37.2Z,1,REGULAR,substitution,in,[],202704,,,1610612747,21,28,2023-01-25T03:29:44Z,1170000,False,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M28.00S,2023-01-25T03:29:32.7Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,21,28,2023-01-25T03:30:01Z,1180000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT02M24.00S,2023-01-25T03:29:36.7Z,1,REGULAR,rebound,offensive,[],201976,,,1610612747,21,28,2023-01-25T03:30:01Z,1190000,False,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,119.0,1.0,0.0,1.0,,,,,,,,,,,,,
121,PT02M24.00S,2023-01-25T03:30:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201976,5.590000152587891,50.0,1610612747,21,28,2023-01-25T03:30:00Z,1200000,False,0.0,0.0,1,left,MISS P. Beverley tip Layup,[201976],1610612747.0,LAL,tip,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
122,PT02M23.00S,2023-01-25T03:30:00.8Z,1,REGULAR,rebound,defensive,[],203496,,,1610612746,21,28,2023-01-25T03:30:00Z,1210000,False,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Mid-Range,8-16 Left,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT02M18.00S,2023-01-25T03:30:06.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,75.08212877792378,11.764705882352942,1610612746,21,28,2023-01-25T03:30:13Z,1220000,False,-191.0,182.0,1,right,MISS N. Powell 26' running pullup 3PT,[1626181],1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
124,PT02M15.00S,2023-01-25T03:30:09.2Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,21,28,2023-01-25T03:30:13Z,1230000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,
125,PT02M00.00S,2023-01-25T03:30:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,11.48160315374507,54.65686274509804,1610612747,21,28,2023-01-25T03:30:28Z,1240000,False,-23.0,55.0,1,left,MISS R. Westbrook 6' driving floating Shot,[201566],1610612747.0,LAL,driving floating,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,,,,
126,PT01M57.00S,2023-01-25T03:30:27.0Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,21,28,2023-01-25T03:30:28Z,1250000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT01M52.00S,2023-01-25T03:30:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,92.42772667542707,43.627450980392155,1610612746,21,28,2023-01-25T03:30:35Z,1260000,False,-32.0,19.0,1,right,MISS N. Powell running Layup,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
129,PT01M49.00S,2023-01-25T03:30:34.3Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,21,28,2023-01-25T03:30:35Z,1280000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,
130,PT01M38.00S,2023-01-25T03:30:46.2Z,1,REGULAR,3pt,Jump Shot,[],201566,29.878449408672807,82.84313725490196,1610612747,24,28,2023-01-25T03:30:50Z,1290000,False,-164.0,228.0,1,left,R. Westbrook 28' 3PT pullup (5 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,28.13,Made,5.0,,,,,,,,,,,,,,,,,
131,PT01M17.00S,2023-01-25T03:31:07.0Z,1,REGULAR,3pt,Jump Shot,[],1626181,65.62089356110381,50.73529411764706,1610612746,24,31,2023-01-25T03:32:29Z,1300000,False,4.0,271.0,1,right,N. Powell 27' 3PT pullup (3 PTS) (N. Batum 2 AST),"[1626181, 201587]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,27.07,Made,3.0,,,,,N. Batum,201587.0,2.0,,,,,,,,,,
133,PT01M06.00S,2023-01-25T03:31:17.1Z,1,REGULAR,3pt,Jump Shot,[],1629308,30.27266754270697,83.08823529411765,1610612747,24,31,2023-01-25T03:31:22Z,1320000,False,-165.0,232.0,1,left,MISS J. Toscano-Anderson 28' 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,28.5,Missed,,,,,,,,,,,,,,,,,,
134,PT01M04.00S,2023-01-25T03:31:19.1Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,24,31,2023-01-25T03:31:22Z,1330000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Left Center,,,,133.0,2.0,1.0,1.0,,,,,,,,,,,,,
135,PT01M02.00S,2023-01-25T03:31:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,7.933639947437584,50.245098039215684,1610612747,26,31,2023-01-25T03:31:26Z,1340000,False,-1.0,22.0,1,left,W. Gabriel putback Layup (4 PTS),[1629117],1610612747.0,LAL,putback,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,2.21,Made,4.0,,,,,,,,,,,,,,,,,
136,PT00M47.20S,2023-01-25T03:31:37.8Z,1,REGULAR,3pt,Jump Shot,[],202704,65.09526938239159,48.28431372549019,1610612746,26,34,2023-01-25T03:31:44Z,1350000,False,-9.0,276.0,1,right,R. Jackson 27' 3PT  (3 PTS) (N. Powell 2 AST),"[202704, 1626181]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,27.57,Made,3.0,,,,,N. Powell,1626181.0,2.0,,,,,,,,,,
138,PT00M39.90S,2023-01-25T03:31:54.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612747,26,34,2023-01-25T03:32:00Z,1370000,False,,,0,,N. Powell personal FOUL (2 PF) (Westbrook 2 FT),"[1626181, 201566]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,2882.0,2.0,0.0,Westbrook,201566.0,,,,
140,PT00M39.90S,2023-01-25T03:32:24.5Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,27,34,2023-01-25T03:32:24Z,1390000,False,,,0,,R. Westbrook Free Throw 1 of 2 (6 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
141,PT00M39.90S,2023-01-25T03:32:25.6Z,1,REGULAR,substitution,out,[],1631108,,,1610612747,27,34,2023-01-25T03:32:29Z,1400000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M39.90S,2023-01-25T03:32:25.6Z,1,REGULAR,substitution,in,[],2544,,,1610612747,27,34,2023-01-25T03:32:29Z,1410000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M39.90S,2023-01-25T03:32:44.9Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,28,34,2023-01-25T03:32:44Z,1420000,False,,,0,,R. Westbrook Free Throw 2 of 2 (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
144,PT00M30.70S,2023-01-25T03:32:57.0Z,1,REGULAR,2pt,Jump Shot,[],1626181,74.82547634691196,78.65349264705883,1610612746,28,34,2023-01-25T04:18:06Z,1430000,False,143.0,184.0,1,right,MISS N. Powell 23' step back Shot,[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right Center,23.33,Missed,,,,,,,,,,,,,,,,,,
145,PT00M28.40S,2023-01-25T03:32:59.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,28,34,2023-01-25T03:33:05Z,1440000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,144.0,,,,,,,,,,,,,,,,
147,PT00M28.40S,2023-01-25T03:33:10.9Z,1,REGULAR,substitution,out,[],1629308,,,1610612747,28,34,2023-01-25T03:33:19Z,1460000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M28.40S,2023-01-25T03:33:10.9Z,1,REGULAR,substitution,out,[],1626181,,,1610612747,28,34,2023-01-25T03:33:19Z,1470000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M28.40S,2023-01-25T03:33:10.9Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,28,34,2023-01-25T03:33:19Z,1480000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M28.40S,2023-01-25T03:33:10.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612747,28,34,2023-01-25T03:33:19Z,1490000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M06.70S,2023-01-25T03:33:47.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,27.90735873850197,77.69607843137254,1610612747,28,34,2023-01-25T03:33:55Z,1500000,False,-138.0,210.0,1,left,MISS M. Christie 25' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
152,PT00M03.60S,2023-01-25T03:33:50.3Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,28,34,2023-01-25T03:33:55Z,1510000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Left Center,,,,151.0,3.0,1.0,2.0,,,,,,,,,,,,,
153,PT00M03.60S,2023-01-25T03:33:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,6.356767411300922,51.22549019607843,1610612747,30,34,2023-01-25T03:34:01Z,1520000,False,-6.0,7.0,1,left,W. Gabriel reverse Layup (6 PTS),[1629117],1610612747.0,LAL,reverse,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,0.95,Made,6.0,,,,,,,,,,,,,,,,,
154,PT00M03.60S,2023-01-25T03:33:55.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203496,,,1610612747,30,34,2023-01-25T03:34:01Z,1530000,False,,,0,,R. Covington shooting personal FOUL (1 PF) (Gabriel 1 FT),"[203496, 1629117]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,1.0,0.0,Gabriel,1629117.0,,,,
156,PT00M03.60S,2023-01-25T03:34:02.2Z,1,REGULAR,substitution,out,[],1631108,,,1610612747,30,34,2023-01-25T03:34:26Z,1550000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M03.60S,2023-01-25T03:34:02.2Z,1,REGULAR,substitution,in,[],1629308,,,1610612747,30,34,2023-01-25T03:34:26Z,1560000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M03.60S,2023-01-25T03:34:25.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629117,,,1610612747,30,34,2023-01-25T03:34:25Z,1570000,False,,,0,,MISS W. Gabriel Free Throw 1 of 1,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
159,PT00M01.40S,2023-01-25T03:34:27.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,30,34,2023-01-25T03:34:34Z,1580000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,
160,PT00M00.00S,2023-01-25T03:34:30.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,69.03745072273324,21.32352941176471,1610612746,30,37,2023-01-25T03:34:56Z,1590000,False,-143.0,239.0,1,right,T. Mann 27' 3PT pullup bank (3 PTS),[1629611],1610612746.0,LAC,pullup bank,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,27.83,Made,3.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2023-01-25T03:34:36.7Z,1,REGULAR,period,end,[],0,,,1610612747,30,37,2023-01-25T03:34:36Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-01-25T03:37:45.2Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612747,30,37,2023-01-25T03:38:05Z,1610000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-01-25T03:37:45.2Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612747,30,37,2023-01-25T03:38:05Z,1620000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-01-25T03:37:45.2Z,2,REGULAR,substitution,in,['startperiod'],1631108,,,1610612747,30,37,2023-01-25T03:38:05Z,1630000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-01-25T03:37:45.2Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612747,30,37,2023-01-25T03:38:05Z,1640000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-01-25T03:38:14.0Z,2,REGULAR,period,start,[],0,,,1610612747,30,37,2023-01-25T03:38:14Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M44.00S,2023-01-25T03:38:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,11.350197109067011,53.67647058823529,1610612747,32,37,2023-01-25T03:39:23Z,1660000,False,-18.0,54.0,1,left,L. James driving floating Jump Shot (8 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,8.0,,,,,,,,,,,,,,,,,
169,PT11M44.00S,2023-01-25T03:38:36.5Z,2,REGULAR,foul,personal,['1freethrow'],201587,,,1610612747,32,37,2023-01-25T03:38:44Z,1670000,False,,,0,,N. Batum shooting personal FOUL (2 PF) (James 1 FT),"[201587, 2544]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,2.0,0.0,James,2544.0,,,,
