actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
338,PT00M31.70S,2024-11-18T01:09:08.0Z,2,REGULAR,freethrow,1 of 2,[],202691,,,1610612742,56,65,2024-11-18T01:09:08Z,3350000,False,,,0,,K. Thompson Free Throw 1 of 2 (4 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
339,PT00M31.70S,2024-11-18T01:09:08.9Z,2,REGULAR,substitution,out,[],202681,,,1610612742,56,65,2024-11-18T01:09:12Z,3360000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M31.70S,2024-11-18T01:09:08.9Z,2,REGULAR,substitution,in,[],1630702,,,1610612742,56,65,2024-11-18T01:09:12Z,3370000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M31.70S,2024-11-18T01:09:34.7Z,2,REGULAR,freethrow,2 of 2,[],202691,,,1610612742,56,66,2024-11-18T01:09:34Z,3380000,False,,,0,,K. Thompson Free Throw 2 of 2 (5 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
342,PT00M22.90S,2024-11-18T01:09:47.2Z,2,REGULAR,3pt,Jump Shot,[],1630598,29.38567674113009,75.24509803921569,1610612760,56,66,2024-11-18T01:09:55Z,3390000,False,-126.0,224.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
343,PT00M20.20S,2024-11-18T01:09:49.8Z,2,REGULAR,rebound,offensive,[],1631114,,,1610612760,56,66,2024-11-18T01:09:49Z,3400000,False,,,0,,J. Williams REBOUND (Off:2 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,342.0,4.0,2.0,2.0,,,,,,,,,,,,,
344,PT00M13.10S,2024-11-18T01:09:59.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612760,56,66,2024-11-18T01:10:13Z,3410000,False,,,0,,J. Hardy shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630702, 1628983]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1627526.0,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
346,PT00M13.10S,2024-11-18T01:10:22.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628983,,,1610612760,57,66,2024-11-18T01:10:22Z,3430000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (19 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
347,PT00M13.10S,2024-11-18T01:10:23.5Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,57,66,2024-11-18T01:10:33Z,3440000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M13.10S,2024-11-18T01:10:23.5Z,2,REGULAR,substitution,out,[],1641726,,,1610612760,57,66,2024-11-18T01:10:33Z,3450000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M13.10S,2024-11-18T01:10:23.5Z,2,REGULAR,substitution,in,[],1641717,,,1610612760,57,66,2024-11-18T01:10:33Z,3460000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M13.10S,2024-11-18T01:10:23.5Z,2,REGULAR,substitution,in,[],202681,,,1610612760,57,66,2024-11-18T01:10:33Z,3470000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M13.10S,2024-11-18T01:10:39.2Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,57,66,2024-11-18T01:10:44Z,3480000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M13.10S,2024-11-18T01:10:39.2Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,57,66,2024-11-18T01:10:44Z,3490000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M13.10S,2024-11-18T01:10:55.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628983,,,1610612760,58,66,2024-11-18T01:10:55Z,3500000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (20 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
354,PT00M01.30S,2024-11-18T01:11:13.0Z,2,REGULAR,2pt,Jump Shot,[],202681,86.02168199737189,78.92156862745098,1610612742,58,66,2024-11-18T01:11:32Z,3510000,False,145.0,79.0,1,right,MISS K. Irving 16' turnaround fadeaway Shot,[202681],1610612742.0,DAL,turnaround fadeaway,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,16.47,Missed,,,,,,,,,,,,,,,,,,
355,PT00M01.30S,2024-11-18T01:11:13.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,58,66,2024-11-18T01:11:18Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,16-24 Right,,,,354.0,,,,,,,,,,,,,,,,
356,PT00M00.00S,2024-11-18T01:11:29.8Z,2,REGULAR,period,end,[],0,,,1610612742,58,66,2024-11-18T01:11:29Z,3530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,out,['startperiod'],1641717,,,1610612742,58,66,2024-11-18T01:26:17Z,3540000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612742,58,66,2024-11-18T01:26:17Z,3550000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,out,['startperiod'],1630702,,,1610612742,58,66,2024-11-18T01:26:17Z,3560000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612742,58,66,2024-11-18T01:26:17Z,3570000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,in,['startperiod'],1629652,,,1610612742,58,66,2024-11-18T01:26:17Z,3580000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,in,['startperiod'],1630198,,,1610612742,58,66,2024-11-18T01:26:17Z,3590000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,in,['startperiod'],1629656,,,1610612742,58,66,2024-11-18T01:26:17Z,3600000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2024-11-18T01:25:36.7Z,3,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,58,66,2024-11-18T01:26:17Z,3610000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2024-11-18T01:26:39.3Z,3,REGULAR,period,start,[],0,,,1610612760,58,66,2024-11-18T01:26:39Z,3620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT11M48.00S,2024-11-18T01:26:51.2Z,3,REGULAR,3pt,Jump Shot,[],1630198,82.60512483574244,5.637254901960785,1610612760,61,66,2024-11-18T03:28:12Z,3630000,False,-222.0,111.0,1,right,I. Joe 24' 3PT  (6 PTS) (J. Williams 2 AST),"[1630198, 1631114]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.8,Made,6.0,,,,,J. Williams,1631114.0,2.0,,,,,,,,,,
368,PT11M21.00S,2024-11-18T01:27:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,5.995400788436268,48.03921568627451,1610612742,61,66,2024-11-18T01:27:22Z,3650000,False,10.0,4.0,1,left,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
369,PT11M19.00S,2024-11-18T01:27:19.8Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612742,61,66,2024-11-18T01:27:37Z,3660000,False,,,0,,P. Washington REBOUND (Off:4 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,368.0,10.0,6.0,4.0,,,,,,,,,,,,,
370,PT11M18.00S,2024-11-18T01:27:21.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629023,5.590000152587891,50.0,1610612742,61,68,2024-11-18T01:27:41Z,3670000,False,0.0,0.0,1,left,P. Washington tip DUNK (19 PTS),[1629023],1610612742.0,DAL,tip,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.0,Made,19.0,,,,,,,,,,,,,,,,,
371,PT11M05.00S,2024-11-18T01:27:36.7Z,3,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612760,61,68,2024-11-18T01:27:47Z,3680000,False,,,0,,D. Lively II shooting personal FOUL (3 PF) (Dort 2 FT),"[1641726, 1629652]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,3.0,0.0,Dort,1629652.0,,
373,PT11M05.00S,2024-11-18T01:28:03.7Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,62,68,2024-11-18T01:28:03Z,3700000,False,,,0,,L. Dort Free Throw 1 of 2 (11 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
374,PT11M05.00S,2024-11-18T01:28:20.9Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,63,68,2024-11-18T01:28:20Z,3710000,False,,,0,,L. Dort Free Throw 2 of 2 (12 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
375,PT10M51.00S,2024-11-18T01:28:37.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,18.2161629434954,6.372549019607843,1610612742,63,68,2024-11-18T01:28:43Z,3720000,False,218.0,119.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
376,PT10M47.00S,2024-11-18T01:28:41.6Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,63,68,2024-11-18T01:28:43Z,3730000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,375.0,3.0,2.0,1.0,,,,,,,,,,,,,
377,PT10M41.00S,2024-11-18T01:28:47.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,96.40275952693824,4.411764705882353,1610612760,63,68,2024-11-18T01:29:39Z,3740000,False,-228.0,-19.0,1,right,MISS I. Joe step back 3PT,[1630198],1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,22.87,Missed,,,,,,,,,,,,,,,,,,
378,PT10M38.00S,2024-11-18T01:28:50.0Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,63,68,2024-11-18T01:28:52Z,3750000,False,,,0,,D. Lively II REBOUND (Off:1 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,,377.0,3.0,2.0,1.0,,,,,,,,,,,,,
379,PT10M26.00S,2024-11-18T01:29:03.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,5.206964520367937,55.88235294117647,1610612742,63,70,2024-11-18T01:29:08Z,3760000,False,-29.0,-4.0,1,left,D. Lively II Layup (2 PTS) (K. Irving 5 AST),"[1641726, 202681]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,2.96,Made,2.0,,,,,K. Irving,202681.0,5.0,,,,,,,,,,
381,PT10M26.00S,2024-11-18T01:29:05.9Z,3,REGULAR,foul,personal,['1freethrow'],1630198,,,1610612742,63,70,2024-11-18T01:29:12Z,3780000,False,,,0,,I. Joe shooting personal FOUL (3 PF) (Lively II 1 FT),"[1630198, 1641726]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,3.0,0.0,Lively II,1641726.0,,
383,PT10M26.00S,2024-11-18T01:29:28.3Z,3,REGULAR,freethrow,1 of 1,[],1641726,,,1610612742,63,70,2024-11-18T01:29:33Z,3800000,False,,,0,,MISS D. Lively II Free Throw 1 of 1,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
384,PT10M24.00S,2024-11-18T01:29:30.3Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612742,63,70,2024-11-18T01:29:47Z,3810000,False,,,0,,P. Washington REBOUND (Off:5 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,383.0,11.0,6.0,5.0,,,,,,,,,,,,,
385,PT10M21.00S,2024-11-18T01:29:33.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,31.750985545335087,63.970588235294116,1610612742,63,73,2024-11-18T01:29:38Z,3820000,False,-70.0,246.0,1,left,Q. Grimes 25' 3PT  (10 PTS) (P. Washington 1 AST),"[1629656, 1629023]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,25.57,Made,10.0,,,,,P. Washington,1629023.0,1.0,,,,,,,,,,
387,PT10M21.00S,2024-11-18T01:29:39.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,63,73,2024-11-18T01:29:39Z,3840000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT10M07.00S,2024-11-18T01:32:39.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,92.72339027595268,49.50980392156863,1610612760,65,73,2024-11-18T01:33:01Z,3850000,False,-2.0,16.0,1,right,S. Gilgeous-Alexander driving DUNK (22 PTS) (J. Williams 3 AST),"[1628983, 1631114]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.61,Made,22.0,,,,,J. Williams,1631114.0,3.0,,,,,,,,,,
390,PT09M52.00S,2024-11-18T01:32:54.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,5.338370565045992,55.63725490196079,1610612742,65,73,2024-11-18T01:32:59Z,3870000,False,-28.0,-2.0,1,left,MISS D. Lively II cutting DUNK - blocked,"[1641726, 1628983]",1610612742.0,DAL,cutting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,
391,PT09M52.00S,2024-11-18T01:32:54.9Z,3,REGULAR,block,,[],1628983,,,1610612742,65,73,2024-11-18T01:32:57Z,3880000,False,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
392,PT09M50.00S,2024-11-18T01:32:56.9Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,65,73,2024-11-18T01:32:59Z,3890000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,390.0,2.0,2.0,0.0,,,,,,,,,,,,,
393,PT09M43.00S,2024-11-18T01:33:06.1Z,3,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612760,65,73,2024-11-18T01:33:16Z,3900000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Dort 2 FT),"[1629656, 1629652]",1610612742.0,DAL,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,,2.0,0.0,Dort,1629652.0,,
395,PT09M43.00S,2024-11-18T01:33:36.3Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,66,73,2024-11-18T01:34:21Z,3920000,False,,,0,,L. Dort Free Throw 1 of 2 (13 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
398,PT09M43.00S,2024-11-18T01:33:36.3Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,66,73,2024-11-18T01:34:21Z,3930000,False,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
399,PT09M41.00S,2024-11-18T01:33:38.3Z,3,REGULAR,rebound,defensive,[],202691,,,1610612742,66,73,2024-11-18T01:34:21Z,3940000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,398.0,2.0,2.0,0.0,,,,,,,,,,,,,
400,PT09M28.00S,2024-11-18T01:34:09.6Z,3,REGULAR,3pt,Jump Shot,[],1629656,26.49474375821288,82.59803921568627,1610612742,66,73,2024-11-18T01:34:23Z,3950000,False,-163.0,197.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
401,PT09M24.00S,2024-11-18T01:34:12.4Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,66,73,2024-11-18T01:34:12Z,3960000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,400.0,3.0,3.0,0.0,,,,,,,,,,,,,
402,PT09M18.00S,2024-11-18T01:34:18.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,93.77463863337714,53.18627450980392,1610612760,68,73,2024-11-18T01:34:42Z,3970000,False,16.0,6.0,1,right,S. Gilgeous-Alexander running Layup (24 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.7,Made,24.0,,,,,,,,,,,,,,,,,
403,PT09M05.00S,2024-11-18T01:34:35.1Z,3,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612742,68,73,2024-11-18T01:34:41Z,3980000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Washington 2 FT),"[1630598, 1629023]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,,2.0,0.0,Washington,1629023.0,,
405,PT09M05.00S,2024-11-18T01:35:12.5Z,3,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,68,74,2024-11-18T01:35:12Z,4000000,False,,,0,,P. Washington Free Throw 1 of 2 (20 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
406,PT09M05.00S,2024-11-18T01:35:31.6Z,3,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,68,75,2024-11-18T01:35:31Z,4010000,False,,,0,,P. Washington Free Throw 2 of 2 (21 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
407,PT08M54.00S,2024-11-18T01:35:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,85.23324572930355,61.51960784313726,1610612760,70,75,2024-11-18T01:36:10Z,4020000,False,58.0,86.0,1,right,J. Williams 10' fadeaway Jump Shot (8 PTS),[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,10.38,Made,8.0,,,,,,,,,,,,,,,,,
408,PT08M36.00S,2024-11-18T01:36:03.9Z,3,REGULAR,3pt,Jump Shot,[],202691,32.670827858081466,52.20588235294118,1610612742,70,75,2024-11-18T01:36:11Z,4030000,False,-11.0,255.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,,
409,PT08M33.00S,2024-11-18T01:36:06.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,70,75,2024-11-18T01:36:11Z,4040000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,408.0,,,,,,,,,,,,,,,,
411,PT08M24.00S,2024-11-18T01:36:28.3Z,3,REGULAR,3pt,Jump Shot,[],1630198,69.20170827858082,20.588235294117645,1610612760,70,75,2024-11-18T01:36:32Z,4060000,False,-147.0,237.0,1,right,MISS I. Joe 27' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,27.89,Missed,,,,,,,,,,,,,,,,,,
412,PT08M21.00S,2024-11-18T01:36:31.3Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,70,75,2024-11-18T01:36:32Z,4070000,False,,,0,,P. Washington REBOUND (Off:5 Def:7),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,411.0,12.0,7.0,5.0,,,,,,,,,,,,,
413,PT08M13.00S,2024-11-18T01:36:38.7Z,3,REGULAR,3pt,Jump Shot,[],202691,7.30946123521682,3.6764705882352944,1610612742,70,75,2024-11-18T01:36:42Z,4080000,False,232.0,16.0,1,left,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
414,PT08M10.00S,2024-11-18T01:36:41.7Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,70,75,2024-11-18T01:36:42Z,4090000,False,,,0,,J. Williams REBOUND (Off:2 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,413.0,5.0,3.0,2.0,,,,,,,,,,,,,
415,PT07M57.00S,2024-11-18T01:36:54.6Z,3,REGULAR,3pt,Jump Shot,[],1629652,95.74572930354796,96.56862745098039,1610612760,73,75,2024-11-18T01:36:59Z,4100000,False,233.0,-13.0,1,right,L. Dort 3PT  (16 PTS) (S. Gilgeous-Alexander 4 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.31,Made,16.0,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,
417,PT07M54.00S,2024-11-18T01:36:59.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,73,75,2024-11-18T01:36:59Z,4120000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M30.00S,2024-11-18T01:40:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,5.075558475689881,40.19607843137255,1610612742,73,75,2024-11-18T01:40:37Z,4140000,False,49.0,-5.0,1,left,MISS K. Irving driving Layup,[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,,,
420,PT07M28.00S,2024-11-18T01:40:34.3Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,73,75,2024-11-18T02:09:08Z,4150000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,419.0,2.0,2.0,0.0,,,,,,,,,,,,,
421,PT07M23.00S,2024-11-18T01:40:39.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,71.30420499342969,75.98039215686273,1610612760,73,75,2024-11-18T01:43:22Z,4160000,False,130.0,217.0,1,right,MISS J. Williams 25' running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
422,PT07M21.00S,2024-11-18T01:40:41.5Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,73,75,2024-11-18T01:40:45Z,4170000,False,,,0,,P. Washington REBOUND (Off:5 Def:8),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,421.0,13.0,8.0,5.0,,,,,,,,,,,,,
423,PT07M14.00S,2024-11-18T01:40:49.0Z,3,REGULAR,3pt,Jump Shot,[],202681,27.283180026281208,83.82352941176471,1610612742,73,78,2024-11-18T01:40:53Z,4180000,False,-169.0,204.0,1,left,K. Irving 26' 3PT pullup (13 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.5,Made,13.0,,,,,,,,,,,,,,,,,
