actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
87,PT06M11.00S,2024-11-18T00:24:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630598,7.703679369250986,3.9215686274509802,1610612760,17,18,2024-11-18T00:24:31Z,870000,False,230.0,20.0,1,left,A. Wiggins 3PT  (4 PTS) (L. Dort 1 AST),"[1630598, 1629652]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,23.13,Made,4.0,,,,,L. Dort,1629652.0,1.0,,,,,,,,,,
89,PT05M55.00S,2024-11-18T00:24:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,90.09526938239159,58.333333333333336,1610612742,17,18,2024-11-18T00:26:04Z,890000,False,42.0,41.0,1,right,MISS K. Thompson driving Layup - blocked,"[202691, 1628983]",1610612742.0,DAL,driving,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,
90,PT05M55.00S,2024-11-18T00:24:44.2Z,1,REGULAR,block,,[],1628983,,,1610612742,17,18,2024-11-18T00:24:50Z,900000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT05M54.00S,2024-11-18T00:24:45.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,17,18,2024-11-18T00:26:04Z,910000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,
92,PT05M54.00S,2024-11-18T00:24:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612742,17,18,2024-11-18T00:25:17Z,920000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Gafford 2 FT),"[1630598, 1629655]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,1.0,0.0,Gafford,1629655.0,,
94,PT05M54.00S,2024-11-18T00:25:17.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612742,17,18,2024-11-18T00:25:17Z,940000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
95,PT05M54.00S,2024-11-18T00:25:17.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,17,18,2024-11-18T00:25:17Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,
96,PT05M54.00S,2024-11-18T00:25:18.7Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,17,18,2024-11-18T00:25:25Z,960000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M54.00S,2024-11-18T00:25:18.7Z,1,REGULAR,substitution,out,[],202691,,,1610612742,17,18,2024-11-18T00:25:25Z,970000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M54.00S,2024-11-18T00:25:18.7Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,17,18,2024-11-18T00:25:25Z,980000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M54.00S,2024-11-18T00:25:18.7Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,17,18,2024-11-18T00:25:25Z,990000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M54.00S,2024-11-18T00:25:47.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612742,17,19,2024-11-18T00:25:47Z,1000000,False,,,0,,D. Gafford Free Throw 2 of 2 (1 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
101,PT05M41.00S,2024-11-18T00:26:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,16.63929040735874,36.76470588235294,1610612760,19,19,2024-11-18T00:26:09Z,1010000,False,66.0,104.0,1,left,S. Gilgeous-Alexander 12' pullup Jump Shot (6 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,12.32,Made,6.0,,,,,,,,,,,,,,,,,
102,PT05M17.00S,2024-11-18T00:26:24.8Z,1,REGULAR,2pt,Jump Shot,[],1630702,78.53153745072274,52.69607843137255,1610612742,19,19,2024-11-18T00:26:33Z,1020000,False,13.0,149.0,1,right,MISS J. Hardy 14' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Center,14.99,Missed,,,,,,,,,,,,,,,,,,
103,PT05M14.00S,2024-11-18T00:26:27.8Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,19,19,2024-11-18T00:26:33Z,1030000,False,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Center,,,,102.0,2.0,0.0,2.0,,,,,,,,,,,,,
104,PT05M12.00S,2024-11-18T00:26:30.1Z,1,REGULAR,turnover,bad pass,[],1629655,,,1610612742,19,19,2024-11-18T00:26:35Z,1040000,False,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1630598]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,1.0,,,,,Wiggins,1630598.0
105,PT05M12.00S,2024-11-18T00:26:30.1Z,1,REGULAR,steal,,[],1630598,,,1610612760,19,19,2024-11-18T00:26:31Z,1050000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
106,PT05M05.00S,2024-11-18T00:26:37.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,33.065045992115635,51.470588235294116,1610612760,19,19,2024-11-18T00:26:43Z,1060000,False,-7.0,258.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
107,PT05M01.00S,2024-11-18T00:26:41.4Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,19,19,2024-11-18T00:26:43Z,1070000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,106.0,3.0,1.0,2.0,,,,,,,,,,,,,
108,PT04M56.00S,2024-11-18T00:26:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630702,93.38042049934296,52.69607843137255,1610612742,19,21,2024-11-18T00:26:53Z,1080000,False,13.0,10.0,1,right,J. Hardy running Layup (4 PTS),[1630702],1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1.66,Made,4.0,,,,,,,,,,,,,,,,,
109,PT04M41.00S,2024-11-18T00:27:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.478975032851512,51.470588235294116,1610612760,21,21,2024-11-18T00:28:14Z,1090000,False,-7.0,121.0,1,left,S. Gilgeous-Alexander 12' step back Jump Shot (8 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.14,Made,8.0,,,,,,,,,,,,,,,,,
110,PT04M24.00S,2024-11-18T00:27:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,94.1688567674113,52.20588235294118,1610612742,21,23,2024-11-18T00:27:22Z,1100000,False,11.0,2.0,1,right,K. Irving driving Layup (2 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.12,Made,2.0,,,,,,,,,,,,,,,,,
111,PT04M13.00S,2024-11-18T00:27:28.9Z,1,REGULAR,3pt,Jump Shot,[],1630598,26.10052562417871,81.37254901960785,1610612760,24,23,2024-11-18T00:27:34Z,1110000,False,-157.0,193.0,1,left,A. Wiggins 24' 3PT  (7 PTS) (S. Gilgeous-Alexander 1 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.86,Made,7.0,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
113,PT04M00.00S,2024-11-18T00:27:41.8Z,1,REGULAR,3pt,Jump Shot,[],202681,63.288436268068324,57.59803921568627,1610612742,24,23,2024-11-18T00:27:49Z,1130000,False,38.0,293.0,1,right,MISS K. Irving 29' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,29.51,Missed,,,,,,,,,,,,,,,,,,
114,PT03M58.00S,2024-11-18T00:27:44.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,24,23,2024-11-18T00:27:44Z,1140000,False,,,0,,D. Gafford REBOUND (Off:3 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,113.0,4.0,1.0,3.0,,,,,,,,,,,,,
115,PT03M56.00S,2024-11-18T00:27:45.8Z,1,REGULAR,turnover,lost ball,[],1629655,,,1610612742,24,23,2024-11-18T00:27:51Z,1150000,False,,,0,,D. Gafford lost ball TURNOVER (2 TO),"[1629655, 1641717]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,,,,,Wallace,1641717.0
116,PT03M56.00S,2024-11-18T00:27:45.8Z,1,REGULAR,steal,,[],1641717,,,1610612760,24,23,2024-11-18T00:27:47Z,1160000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M50.00S,2024-11-18T00:27:51.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641717,26.49474375821288,18.872549019607842,1610612760,24,23,2024-11-18T00:29:52Z,1170000,False,156.0,197.0,1,left,MISS C. Wallace 25' running 3PT,[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
118,PT03M48.00S,2024-11-18T00:27:58.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,24,23,2024-11-18T00:27:58Z,1180000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,117.0,,,,,,,,,,,,,,,,
120,PT03M48.00S,2024-11-18T00:28:01.4Z,1,REGULAR,substitution,out,[],1630198,,,1610612760,24,23,2024-11-18T00:28:15Z,1200000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M48.00S,2024-11-18T00:28:01.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612760,24,23,2024-11-18T00:28:15Z,1210000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M48.00S,2024-11-18T00:28:01.4Z,1,REGULAR,substitution,in,[],1642349,,,1610612760,24,23,2024-11-18T00:28:15Z,1220000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M48.00S,2024-11-18T00:28:01.4Z,1,REGULAR,substitution,in,[],203939,,,1610612760,24,23,2024-11-18T00:28:15Z,1230000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M42.00S,2024-11-18T00:28:30.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628983,5.995400788436268,35.78431372549019,1610612760,26,23,2024-11-18T00:28:34Z,1240000,False,71.0,4.0,1,left,S. Gilgeous-Alexander 7' turnaround bank Jump Shot (10 PTS),[1628983],1610612760.0,OKC,turnaround bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.12,Made,10.0,,,,,,,,,,,,,,,,,
125,PT03M27.00S,2024-11-18T00:28:45.2Z,1,REGULAR,2pt,Jump Shot,[],202681,97.32260183968464,22.54901960784314,1610612742,26,25,2024-11-18T00:28:49Z,1250000,False,-137.0,-27.0,1,right,K. Irving 14' turnaround fadeaway Jump Shot (4 PTS),[202681],1610612742.0,DAL,turnaround fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,14.0,Made,4.0,,,,,,,,,,,,,,,,,
136,PT03M15.00S,2024-11-18T00:28:54.7Z,1,REGULAR,3pt,Jump Shot,[],1630598,2.8416557161629434,95.58823529411765,1610612760,26,25,2024-11-18T01:16:00Z,1255000,False,-228.0,-26.0,1,left,MISS A. Wiggins pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
137,PT03M13.00S,2024-11-18T00:28:56.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,26,25,2024-11-18T01:16:00Z,1257500,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,,136.0,,,,,,,,,,,,,,,,
126,PT03M13.00S,2024-11-18T00:29:04.2Z,1,REGULAR,foul,personal,[],1629652,,,1610612742,26,25,2024-11-18T00:33:03Z,1260000,False,,,0,,L. Dort loose ball personal FOUL (1 PF),"[1629652, 1630230]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,1.0,0.0,Marshall,1630230.0,,
129,PT03M13.00S,2024-11-18T00:29:27.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612742,26,25,2024-11-18T00:29:32Z,1290000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M13.00S,2024-11-18T00:29:27.2Z,1,REGULAR,substitution,in,[],1629026,,,1610612742,26,25,2024-11-18T00:29:32Z,1300000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M13.00S,2024-11-18T00:29:34.6Z,1,REGULAR,substitution,out,[],1630598,,,1610612742,26,25,2024-11-18T00:29:42Z,1310000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M13.00S,2024-11-18T00:29:34.6Z,1,REGULAR,substitution,in,[],1631172,,,1610612742,26,25,2024-11-18T00:29:42Z,1320000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M02.00S,2024-11-18T00:30:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.9060446780552,54.65686274509803,1610612742,26,27,2024-11-18T00:34:14Z,1330000,False,23.0,5.0,1,right,K. Irving alley-oop Layup (6 PTS) (J. Hardy 1 AST),"[202681, 1630702]",1610612742.0,DAL,alley-oop,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.38,Made,6.0,,,,,J. Hardy,1630702.0,1.0,,,,,,,,,,
135,PT03M01.00S,2024-11-18T00:30:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,26,27,2024-11-18T00:30:08Z,1350000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M39.00S,2024-11-18T00:33:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,5.863994743758213,47.30392156862745,1610612760,28,27,2024-11-18T00:33:33Z,1370000,False,13.0,3.0,1,left,C. Wallace cutting Layup (2 PTS) (K. Williams 1 AST),"[1641717, 1629026]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,,,,,K. Williams,1629026.0,1.0,,,,,,,,,,
141,PT02M26.00S,2024-11-18T00:33:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,83.26215505913272,52.450980392156865,1610612742,28,29,2024-11-18T00:34:43Z,1390000,False,12.0,105.0,1,right,N. Marshall 10' pullup Jump Shot (2 PTS),[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,10.55,Made,2.0,,,,,,,,,,,,,,,,,
142,PT02M26.00S,2024-11-18T00:33:49.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631172,,,1610612742,28,29,2024-11-18T00:33:57Z,1400000,False,,,0,,O. Dieng shooting personal FOUL (1 PF) (Marshall 1 FT),"[1631172, 1630230]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,1.0,0.0,Marshall,1630230.0,,
144,PT02M26.00S,2024-11-18T00:33:58.5Z,1,REGULAR,substitution,out,[],202681,,,1610612742,28,29,2024-11-18T00:34:14Z,1420000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M26.00S,2024-11-18T00:33:58.5Z,1,REGULAR,substitution,in,[],203915,,,1610612742,28,29,2024-11-18T00:34:14Z,1430000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M26.00S,2024-11-18T00:34:15.9Z,1,REGULAR,freethrow,1 of 1,[],1630230,,,1610612742,28,30,2024-11-18T00:34:15Z,1440000,False,,,0,,N. Marshall Free Throw 1 of 1 (3 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
147,PT02M08.00S,2024-11-18T00:34:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,12.302890932982917,36.27450980392157,1610612760,30,30,2024-11-18T00:34:40Z,1450000,False,69.0,63.0,1,left,A. Mitchell 9' pullup Jump Shot (2 PTS) (O. Dieng 1 AST),"[1642349, 1631172]",1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,9.32,Made,2.0,,,,,O. Dieng,1631172.0,1.0,,,,,,,,,,
149,PT01M56.00S,2024-11-18T00:34:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,92.85479632063075,55.14705882352941,1610612742,30,32,2024-11-18T00:35:56Z,1470000,False,26.0,15.0,1,right,J. Hardy driving finger roll Layup (6 PTS),[1630702],1610612742.0,DAL,driving finger roll,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,2.96,Made,6.0,,,,,,,,,,,,,,,,,
150,PT01M48.00S,2024-11-18T00:34:52.8Z,1,REGULAR,3pt,Jump Shot,[],1629026,27.54599211563732,80.14705882352942,1610612760,30,32,2024-11-18T00:34:58Z,1480000,False,-151.0,206.0,1,left,MISS K. Williams 25' pullup 3PT,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
151,PT01M46.00S,2024-11-18T00:34:55.7Z,1,REGULAR,rebound,offensive,[],1631172,,,1610612760,30,32,2024-11-18T00:34:55Z,1490000,False,,,0,,O. Dieng REBOUND (Off:1 Def:0),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,
152,PT01M45.00S,2024-11-18T00:34:57.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631172,12.828515111695138,3.6764705882352944,1610612760,30,32,2024-11-18T00:36:32Z,1500000,False,232.0,68.0,1,left,MISS O. Dieng 24' pullup 3PT,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
153,PT01M41.00S,2024-11-18T00:35:00.5Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,30,32,2024-11-18T00:35:00Z,1510000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,
154,PT01M37.00S,2024-11-18T00:35:10.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642349,,,1610612742,30,32,2024-11-18T00:35:25Z,1520000,False,,,0,,A. Mitchell personal FOUL (1 PF) (Powell 2 FT),"[1642349, 203939]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202027.0,,1.0,0.0,Powell,203939.0,,
156,PT01M37.00S,2024-11-18T00:35:37.0Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,30,32,2024-11-18T00:35:37Z,1540000,False,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M37.00S,2024-11-18T00:35:37.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,30,32,2024-11-18T00:35:37Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,
158,PT01M37.00S,2024-11-18T00:35:37.6Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,30,32,2024-11-18T00:35:46Z,1560000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M37.00S,2024-11-18T00:35:37.6Z,1,REGULAR,substitution,in,[],1629656,,,1610612742,30,32,2024-11-18T00:35:46Z,1570000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M37.00S,2024-11-18T00:35:59.3Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,30,33,2024-11-18T00:35:59Z,1580000,False,,,0,,D. Powell Free Throw 2 of 2 (1 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
161,PT01M25.00S,2024-11-18T00:36:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,6.1268068331143235,52.20588235294118,1610612760,30,33,2024-11-18T00:36:17Z,1590000,False,-11.0,5.0,1,left,MISS A. Mitchell driving reverse Layup,[1642349],1610612760.0,OKC,driving reverse,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,,,,,,,,,,
162,PT01M22.00S,2024-11-18T00:36:15.4Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,30,33,2024-11-18T00:39:34Z,1600000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT01M14.00S,2024-11-18T00:36:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,89.30683311432325,62.5,1610612742,30,35,2024-11-18T00:36:27Z,1610000,False,62.0,48.0,1,right,N. Marshall 7' turnaround Jump Shot (5 PTS) (S. Dinwiddie 1 AST),"[1630230, 203915]",1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.88,Made,5.0,,,,,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
165,PT01M02.00S,2024-11-18T00:36:39.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612760,30,35,2024-11-18T00:36:44Z,1630000,False,,,0,,Q. Grimes personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629656, 1628983]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627526.0,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
167,PT01M02.00S,2024-11-18T00:36:57.4Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,30,35,2024-11-18T00:36:57Z,1650000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT01M02.00S,2024-11-18T00:36:57.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,30,35,2024-11-18T00:36:57Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,
169,PT01M02.00S,2024-11-18T00:36:58.3Z,1,REGULAR,substitution,out,[],1631172,,,1610612760,30,35,2024-11-18T00:37:03Z,1670000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M02.00S,2024-11-18T00:36:58.3Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,30,35,2024-11-18T00:37:03Z,1680000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
