actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
506,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,in,['startperiod'],1641753,,,1610612760,116,75,2025-02-04T02:46:50Z,5000000,False,,,0,,SUB in: C. Livingston,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2025-02-04T02:47:03.9Z,4,REGULAR,period,start,[],0,,,1610612760,116,75,2025-02-04T02:47:03Z,5010000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M39.00S,2025-02-04T02:48:20.2Z,4,REGULAR,jumpball,recovered,[],1641794,,,1610612760,116,75,2025-02-04T02:48:33Z,5030000,False,,,0,,Jump Ball K. Williams vs. C. Livingston: Tip to D. Jones,"[1641794, 1629026, 1641753]",1610612760.0,OKC,heldball,D. Jones,1641794.0,Jones,D. Jones,Williams,1629026.0,Livingston,1641753.0,,,,,,,,,,,,,,,,,,,,,,
512,PT11M37.00S,2025-02-04T02:48:21.3Z,4,REGULAR,3pt,Jump Shot,[],1641794,69.33311432325887,15.441176470588236,1610612760,116,75,2025-02-04T02:48:41Z,5060000,False,-173.0,236.0,1,right,MISS D. Jones 29' pullup 3PT,[1641794],1610612760.0,OKC,pullup,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,29.23,Missed,,,,,,,,,,,,,,,,,,
513,PT11M33.00S,2025-02-04T02:48:25.3Z,4,REGULAR,rebound,offensive,[],1641794,,,1610612760,116,75,2025-02-04T02:48:25Z,5070000,False,,,0,,D. Jones REBOUND (Off:1 Def:5),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,512.0,,,,6.0,5.0,1.0,,,,,,,,,,
514,PT11M29.00S,2025-02-04T02:48:27.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631172,68.41327201051249,68.87254901960785,1610612760,119,75,2025-02-04T02:48:32Z,5080000,False,94.0,244.0,1,right,O. Dieng 26' 3PT  (19 PTS) (D. Jones 4 AST),"[1631172, 1641794]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,26.2,Made,19.0,,D. Jones,1641794.0,4.0,,,,,,,,,,,,,
516,PT11M15.00S,2025-02-04T02:48:41.6Z,4,REGULAR,3pt,Jump Shot,[],1642358,31.750985545335087,24.509803921568626,1610612749,119,75,2025-02-04T02:48:46Z,5100000,False,127.0,246.0,1,left,MISS A. Johnson 27' step back 3PT,[1642358],1610612749.0,MIL,step back,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,,,,,,,,,,,,,,,,,
517,PT11M12.00S,2025-02-04T02:48:44.6Z,4,REGULAR,rebound,offensive,[],1630699,,,1610612749,119,75,2025-02-04T02:54:50Z,5110000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,516.0,,,,2.0,1.0,1.0,,,,,,,,,,
518,PT11M08.00S,2025-02-04T02:48:49.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641890,6.783837056504599,50.0,1610612749,119,75,2025-02-04T02:54:59Z,5120000,False,0.0,11.0,1,left,MISS T. Smith Layup,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
519,PT11M07.00S,2025-02-04T02:48:50.2Z,4,REGULAR,rebound,offensive,[],1641890,,,1610612749,119,75,2025-02-04T02:52:40Z,5130000,False,,,0,,T. Smith REBOUND (Off:2 Def:3),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,,,,518.0,,,,5.0,3.0,2.0,,,,,,,,,,
544,PT11M07.00S,2025-02-04T02:48:53.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641890,4.5499342969776615,47.05882352941176,1610612749,119,75,2025-02-04T02:52:50Z,5135000,False,15.0,-10.0,1,left,MISS T. Smith tip Layup,[1641890],1610612749.0,MIL,tip,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
545,PT11M06.00S,2025-02-04T02:48:54.8Z,4,REGULAR,rebound,defensive,[],1642505,,,1610612760,119,75,2025-02-04T02:58:31Z,5137500,False,,,0,,A. Ducas REBOUND (Off:1 Def:2),[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Restricted Area,0-8 Center,,,,544.0,,,,3.0,2.0,1.0,,,,,,,,,,
520,PT10M59.00S,2025-02-04T02:48:58.4Z,4,REGULAR,3pt,Jump Shot,[],1629026,70.64717477003943,73.52941176470588,1610612760,119,75,2025-02-04T02:49:03Z,5140000,False,118.0,223.0,1,right,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
521,PT10M56.00S,2025-02-04T02:49:01.4Z,4,REGULAR,rebound,defensive,[],1642358,,,1610612749,119,75,2025-02-04T02:49:03Z,5150000,False,,,0,,A. Johnson REBOUND (Off:0 Def:2),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,,,,520.0,,,,2.0,2.0,0.0,,,,,,,,,,
522,PT10M48.00S,2025-02-04T02:49:09.5Z,4,REGULAR,turnover,bad pass,[],1642358,,,1610612749,119,75,2025-02-04T02:49:16Z,5160000,False,,,0,,A. Johnson bad pass TURNOVER (1 TO),"[1642358, 1641745]",1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,Flagler,1641745.0,,,,,
523,PT10M48.00S,2025-02-04T02:49:09.5Z,4,REGULAR,steal,,[],1641745,,,1610612760,119,75,2025-02-04T02:53:30Z,5170000,False,,,0,,A. Flagler STEAL (1 STL),[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
524,PT10M42.00S,2025-02-04T02:49:16.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641745,69.99014454664915,73.0392156862745,1610612760,119,75,2025-02-04T02:51:06Z,5180000,False,115.0,230.0,1,right,MISS A. Flagler 25' running 3PT,[1641745],1610612760.0,OKC,running,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
525,PT10M38.00S,2025-02-04T02:49:19.3Z,4,REGULAR,rebound,offensive,[],1631172,,,1610612760,119,75,2025-02-04T02:49:19Z,5190000,False,,,0,,O. Dieng REBOUND (Off:3 Def:3),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,524.0,,,,6.0,3.0,3.0,,,,,,,,,,
526,PT10M34.00S,2025-02-04T02:49:23.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642505,66.04796320630749,59.80392156862745,1610612760,119,75,2025-02-04T02:49:28Z,5200000,False,49.0,267.0,1,right,MISS A. Ducas 27' 3PT,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
527,PT10M30.00S,2025-02-04T02:49:27.6Z,4,REGULAR,rebound,defensive,[],1641753,,,1610612749,119,75,2025-02-04T02:49:28Z,5210000,False,,,0,,C. Livingston REBOUND (Off:1 Def:3),[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Above the Break 3,24+ Center,,,,526.0,,,,4.0,3.0,1.0,,,,,,,,,,
528,PT10M14.00S,2025-02-04T02:49:42.7Z,4,REGULAR,3pt,Jump Shot,[],1641890,22.552562417871222,9.558823529411764,1610612749,119,78,2025-02-04T02:49:48Z,5220000,False,202.0,159.0,1,left,T. Smith 25' 3PT  (10 PTS) (M. Beauchamp 1 AST),"[1641890, 1630699]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Right Center,25.75,Made,10.0,,M. Beauchamp,1630699.0,1.0,,,,,,,,,,,,,
530,PT09M59.00S,2025-02-04T02:49:58.3Z,4,REGULAR,3pt,Jump Shot,[],1631172,67.88764783180025,24.264705882352942,1610612760,119,78,2025-02-04T02:50:03Z,5240000,False,-129.0,249.0,1,right,MISS O. Dieng 28' step back 3PT,[1631172],1610612760.0,OKC,step back,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
531,PT09M58.00S,2025-02-04T02:50:00.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,119,78,2025-02-04T02:50:00Z,5250000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,530.0,,,,,,,,,,,,,,,,
533,PT09M40.00S,2025-02-04T02:50:28.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641753,6.783837056504599,51.71568627450981,1610612749,119,80,2025-02-04T02:50:31Z,5270000,False,-9.0,11.0,1,left,C. Livingston DUNK (9 PTS) (M. Beauchamp 2 AST),"[1641753, 1630699]",1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Restricted Area,0-8 Center,1.42,Made,9.0,,M. Beauchamp,1630699.0,2.0,,,,,,,,,,,,,
535,PT09M23.00S,2025-02-04T02:50:45.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629026,88.91261498028909,49.50980392156863,1610612760,119,80,2025-02-04T02:52:24Z,5290000,False,-2.0,52.0,1,right,MISS K. Williams driving Hook,[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
536,PT09M22.00S,2025-02-04T02:50:46.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,119,80,2025-02-04T02:50:55Z,5300000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,535.0,,,,,,,,,,,,,,,,
538,PT09M09.00S,2025-02-04T02:51:10.0Z,4,REGULAR,3pt,Jump Shot,[],1641753,24.26084099868594,88.48039215686273,1610612749,119,80,2025-02-04T02:51:14Z,5320000,False,-192.0,176.0,1,left,MISS C. Livingston 26' 3PT,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
539,PT09M05.00S,2025-02-04T02:51:14.0Z,4,REGULAR,rebound,defensive,[],1642505,,,1610612760,119,80,2025-02-04T02:51:14Z,5330000,False,,,0,,A. Ducas REBOUND (Off:1 Def:3),[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Above the Break 3,24+ Left Center,,,,538.0,,,,4.0,3.0,1.0,,,,,,,,,,
540,PT08M55.00S,2025-02-04T02:51:23.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,89.17542706964521,56.372549019607845,1610612760,119,80,2025-02-04T02:51:30Z,5340000,False,32.0,49.0,1,right,MISS O. Dieng pullup Shot,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,,
541,PT08M52.00S,2025-02-04T02:51:26.4Z,4,REGULAR,rebound,defensive,[],1642358,,,1610612749,119,80,2025-02-04T02:51:26Z,5350000,False,,,0,,A. Johnson REBOUND (Off:0 Def:3),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,540.0,,,,3.0,3.0,0.0,,,,,,,,,,
542,PT08M46.00S,2025-02-04T02:51:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642358,5.601182654402102,54.41176470588235,1610612749,119,82,2025-02-04T02:51:37Z,5360000,False,-22.0,0.0,1,left,A. Johnson driving Layup (8 PTS),[1642358],1610612749.0,MIL,driving,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,2.21,Made,8.0,,,,,,,,,,,,,,,,,
543,PT08M46.00S,2025-02-04T02:51:36.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,119,82,2025-02-04T02:51:36Z,5370000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M46.00S,2025-02-04T02:53:06.2Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,119,82,2025-02-04T02:54:52Z,5375000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M46.00S,2025-02-04T02:53:06.2Z,4,REGULAR,substitution,in,[],1631119,,,1610612760,119,82,2025-02-04T02:54:52Z,5377500,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M36.00S,2025-02-04T02:54:35.6Z,4,REGULAR,foul,personal,[],1630699,,,1610612760,119,82,2025-02-04T02:54:54Z,5380000,False,,,0,,M. Beauchamp personal FOUL (2 PF),"[1630699, 1631172]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Dieng,1631172.0
550,PT08M28.00S,2025-02-04T02:55:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642505,92.72339027595268,47.05882352941176,1610612760,121,82,2025-02-04T02:56:22Z,5400000,False,-15.0,16.0,1,right,A. Ducas driving finger roll Layup (2 PTS) (O. Dieng 4 AST),"[1642505, 1631172]",1610612760.0,OKC,driving finger roll,,,Ducas,A. Ducas,,,,,Restricted Area,0-8 Center,2.17,Made,2.0,,O. Dieng,1631172.0,4.0,,,,,,,,,,,,,
552,PT08M07.00S,2025-02-04T02:55:22.9Z,4,REGULAR,2pt,Jump Shot,[],1630699,22.815374507227332,76.47058823529412,1610612749,121,82,2025-02-04T02:56:31Z,5420000,False,-132.0,162.0,1,left,MISS M. Beauchamp 20' step back Shot,[1630699],1610612749.0,MIL,step back,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Left Center,20.92,Missed,,,,,,,,,,,,,,,,,,
553,PT08M05.00S,2025-02-04T02:55:24.9Z,4,REGULAR,rebound,defensive,[],1641794,,,1610612760,121,82,2025-02-04T02:55:26Z,5430000,False,,,0,,D. Jones REBOUND (Off:1 Def:6),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,,,,552.0,,,,7.0,6.0,1.0,,,,,,,,,,
554,PT07M49.00S,2025-02-04T02:55:41.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,88.78120893561103,36.76470588235294,1610612760,123,82,2025-02-04T02:56:53Z,5440000,False,-66.0,53.0,1,right,O. Dieng 8' driving floating Jump Shot (21 PTS),[1631172],1610612760.0,OKC,driving floating,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Left,8.48,Made,21.0,,,,,,,,,,,,,,,,,
556,PT07M48.00S,2025-02-04T02:55:53.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,123,82,2025-02-04T02:55:53Z,5460000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M29.00S,2025-02-04T02:58:51.6Z,4,REGULAR,3pt,Jump Shot,[],1626153,4.681340341655716,96.81372549019608,1610612749,123,82,2025-02-04T02:58:56Z,5470000,False,-234.0,-8.0,1,left,MISS D. Wright 3PT,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
558,PT07M26.00S,2025-02-04T02:58:54.6Z,4,REGULAR,rebound,defensive,[],1631119,,,1610612760,123,82,2025-02-04T02:58:56Z,5480000,False,,,0,,J. Williams REBOUND (Off:2 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,557.0,,,,6.0,4.0,2.0,,,,,,,,,,
559,PT07M16.00S,2025-02-04T02:59:04.6Z,4,REGULAR,3pt,Jump Shot,[],1641745,67.7562417871222,42.40196078431372,1610612760,123,82,2025-02-04T02:59:09Z,5490000,False,-38.0,251.0,1,right,MISS A. Flagler 25' step back 3PT,[1641745],1610612760.0,OKC,step back,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
560,PT07M13.00S,2025-02-04T02:59:07.6Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612749,123,82,2025-02-04T02:59:09Z,5500000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,559.0,,,,1.0,1.0,0.0,,,,,,,,,,
561,PT07M07.00S,2025-02-04T02:59:16.2Z,4,REGULAR,turnover,out-of-bounds,[],1641890,,,1610612749,123,82,2025-02-04T02:59:26Z,5510000,False,,,0,,T. Smith lost ball out-of-bounds TURNOVER (3 TO),[1641890],1610612749.0,MIL,lost ball,,,Smith,T. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,1628172.0,,,,
562,PT06M56.00S,2025-02-04T02:59:32.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642505,82.47371879106439,6.61764705882353,1610612760,123,82,2025-02-04T02:59:37Z,5520000,False,-217.0,112.0,1,right,MISS A. Ducas 24' 3PT,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Above the Break 3,24+ Left Center,24.42,Missed,,,,,,,,,,,,,,,,,,
563,PT06M52.00S,2025-02-04T02:59:36.3Z,4,REGULAR,rebound,defensive,[],1641890,,,1610612749,123,82,2025-02-04T02:59:37Z,5530000,False,,,0,,T. Smith REBOUND (Off:2 Def:4),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,,,,562.0,,,,6.0,4.0,2.0,,,,,,,,,,
564,PT06M45.00S,2025-02-04T02:59:42.5Z,4,REGULAR,3pt,Jump Shot,[],1630699,19.530223390275953,6.862745098039216,1610612749,123,85,2025-02-04T02:59:46Z,5540000,False,216.0,131.0,1,left,M. Beauchamp 25' 3PT  (3 PTS) (D. Wright 3 AST),"[1630699, 1626153]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,25.24,Made,3.0,,D. Wright,1626153.0,3.0,,,,,,,,,,,,,
566,PT06M21.00S,2025-02-04T03:00:07.2Z,4,REGULAR,3pt,Jump Shot,[],1631172,62.5,43.13725490196079,1610612760,123,85,2025-02-04T03:00:32Z,5560000,False,-34.0,300.0,1,right,MISS O. Dieng 30' pullup 3PT,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,30.2,Missed,,,,,,,,,,,,,,,,,,
567,PT06M18.00S,2025-02-04T03:00:10.2Z,4,REGULAR,rebound,defensive,[],1630699,,,1610612749,123,85,2025-02-04T03:00:11Z,5570000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:2),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,,566.0,,,,3.0,2.0,1.0,,,,,,,,,,
568,PT06M13.00S,2025-02-04T03:00:15.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641890,5.732588699080158,48.77450980392157,1610612749,123,87,2025-02-04T03:00:59Z,5580000,False,6.0,1.0,1,left,T. Smith running DUNK (12 PTS) (M. Beauchamp 3 AST),"[1641890, 1630699]",1610612749.0,MIL,running,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,0.63,Made,12.0,,M. Beauchamp,1630699.0,3.0,,,,,,,,,,,,,
570,PT05M54.00S,2025-02-04T03:00:34.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641745,93.38042049934296,44.85294117647059,1610612760,123,87,2025-02-04T03:01:24Z,5600000,False,-26.0,10.0,1,right,MISS A. Flagler finger roll Layup,[1641745],1610612760.0,OKC,finger roll,,,Flagler,A. Flagler,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
571,PT05M52.00S,2025-02-04T03:00:36.6Z,4,REGULAR,rebound,defensive,[],1641753,,,1610612749,123,87,2025-02-04T03:00:37Z,5610000,False,,,0,,C. Livingston REBOUND (Off:1 Def:4),[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Restricted Area,0-8 Center,,,,570.0,,,,5.0,4.0,1.0,,,,,,,,,,
572,PT05M48.00S,2025-02-04T03:00:40.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630699,6.1268068331143235,47.549019607843135,1610612749,123,87,2025-02-04T03:01:41Z,5620000,False,12.0,5.0,1,left,MISS M. Beauchamp running finger roll Layup,[1630699],1610612749.0,MIL,running finger roll,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
573,PT05M45.00S,2025-02-04T03:00:43.1Z,4,REGULAR,rebound,defensive,[],1642505,,,1610612760,123,87,2025-02-04T03:00:49Z,5630000,False,,,0,,A. Ducas REBOUND (Off:1 Def:4),[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Restricted Area,0-8 Center,,,,572.0,,,,5.0,4.0,1.0,,,,,,,,,,
574,PT05M43.00S,2025-02-04T03:00:45.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641745,68.15045992115637,70.83333333333334,1610612760,123,87,2025-02-04T03:02:02Z,5640000,False,104.0,247.0,1,right,MISS A. Flagler 26' running pullup 3PT,[1641745],1610612760.0,OKC,running pullup,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
575,PT05M41.00S,2025-02-04T03:00:47.6Z,4,REGULAR,rebound,offensive,[],1631119,,,1610612760,123,87,2025-02-04T03:00:47Z,5650000,False,,,0,,J. Williams REBOUND (Off:3 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,574.0,,,,7.0,4.0,3.0,,,,,,,,,,
576,PT05M28.00S,2025-02-04T03:01:00.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1641745,75.64060446780552,55.63725490196079,1610612760,125,87,2025-02-04T03:01:07Z,5660000,False,28.0,176.0,1,right,A. Flagler 17' fadeaway Jump Shot (2 PTS) (O. Dieng 5 AST),"[1641745, 1631172]",1610612760.0,OKC,fadeaway,,,Flagler,A. Flagler,,,,,Mid-Range,16-24 Center,17.87,Made,2.0,,O. Dieng,1631172.0,5.0,,,,,,,,,,,,,
578,PT05M15.00S,2025-02-04T03:01:12.6Z,4,REGULAR,3pt,Jump Shot,[],1642358,28.07161629434954,11.76470588235294,1610612749,125,90,2025-02-04T03:01:17Z,5680000,False,191.0,211.0,1,left,A. Johnson 28' 3PT pullup (11 PTS),[1642358],1610612749.0,MIL,pullup,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,28.5,Made,11.0,,,,,,,,,,,,,,,,,
579,PT04M51.00S,2025-02-04T03:01:45.1Z,4,REGULAR,foul,personal,[],1641890,,,1610612760,125,90,2025-02-04T03:02:00Z,5690000,False,,,0,,T. Smith personal FOUL (1 PF),"[1641890, 1631119]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Williams,1631119.0
581,PT04M44.00S,2025-02-04T03:02:18.0Z,4,REGULAR,turnover,lost ball,[],1631172,,,1610612760,125,90,2025-02-04T03:02:24Z,5710000,False,,,0,,O. Dieng lost ball TURNOVER (3 TO),"[1631172, 1630699]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Beauchamp,1630699.0,,,,,
582,PT04M44.00S,2025-02-04T03:02:18.0Z,4,REGULAR,steal,,[],1630699,,,1610612749,125,90,2025-02-04T03:02:19Z,5720000,False,,,0,,M. Beauchamp STEAL (1 STL),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
585,PT04M36.00S,2025-02-04T03:02:25.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642358,6.783837056504599,51.225490196078425,1610612749,125,92,2025-02-04T03:14:14Z,5750000,False,-6.0,11.0,1,left,A. Johnson running Layup (13 PTS) (M. Beauchamp 4 AST),"[1642358, 1630699]",1610612749.0,MIL,running,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,1.28,Made,13.0,,M. Beauchamp,1630699.0,4.0,,,,,,,,,,,,,
586,PT04M26.00S,2025-02-04T03:02:38.5Z,4,REGULAR,turnover,bad pass,[],1641794,,,1610612760,125,92,2025-02-04T03:07:35Z,5760000,False,,,0,,D. Jones bad pass TURNOVER (2 TO),"[1641794, 1641890]",1610612760.0,OKC,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Smith,1641890.0,2714.0,,,,
627,PT04M26.00S,2025-02-04T03:02:38.5Z,4,REGULAR,steal,,[],1641890,,,1610612749,125,92,2025-02-04T03:07:35Z,5770000,False,,,0,,T. Smith STEAL (2 STL),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
589,PT04M10.00S,2025-02-04T03:02:58.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630699,8.754927726675426,60.5392156862745,1610612749,125,92,2025-02-04T03:03:06Z,5790000,False,-53.0,30.0,1,left,MISS M. Beauchamp 6' driving floating Shot - blocked,"[1630699, 1631119]",1610612749.0,MIL,driving floating,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,Williams,1631119.0,,,,,,,,
590,PT04M10.00S,2025-02-04T03:02:58.7Z,4,REGULAR,block,,[],1631119,,,1610612749,125,92,2025-02-04T03:03:00Z,5800000,False,,,0,,J. Williams BLOCK (2 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
