actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
81,PT05M44.00S,2025-03-22T00:23:01.0Z,1,REGULAR,substitution,in,[],1641733,,,1610612760,14,6,2025-03-22T00:23:09Z,810000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M44.00S,2025-03-22T00:23:01.0Z,1,REGULAR,substitution,in,[],203552,,,1610612760,14,6,2025-03-22T00:23:09Z,820000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M42.00S,2025-03-22T00:23:33.7Z,1,REGULAR,foul,offensive,[],1628983,,,1610612760,14,6,2025-03-22T00:26:15Z,830000,False,,,0,,S. Gilgeous-Alexander offensive FOUL (1 PF),"[1628983, 1630182]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,1151.0,,,,,,,,,,,,,1.0,0.0,Green,1630182.0,,,
85,PT05M42.00S,2025-03-22T00:23:33.7Z,1,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,14,6,2025-03-22T00:23:33Z,850000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,1151.0,1.0,,,,,,,,,,,,,,,,,,
86,PT05M42.00S,2025-03-22T00:23:40.5Z,1,REGULAR,substitution,out,[],1631096,,,1610612766,14,6,2025-03-22T00:24:04Z,860000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M42.00S,2025-03-22T00:23:40.5Z,1,REGULAR,substitution,out,[],1628392,,,1610612766,14,6,2025-03-22T00:24:04Z,870000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M42.00S,2025-03-22T00:23:40.5Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,14,6,2025-03-22T00:24:04Z,880000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M42.00S,2025-03-22T00:23:40.5Z,1,REGULAR,substitution,in,[],1631119,,,1610612766,14,6,2025-03-22T00:24:04Z,890000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M42.00S,2025-03-22T00:23:40.5Z,1,REGULAR,substitution,in,[],1629026,,,1610612766,14,6,2025-03-22T00:24:04Z,900000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M42.00S,2025-03-22T00:23:40.5Z,1,REGULAR,substitution,in,[],201959,,,1610612766,14,6,2025-03-22T00:24:04Z,910000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M19.00S,2025-03-22T00:24:32.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631111,12.565703022339028,60.29411764705882,1610612766,14,6,2025-03-22T00:26:58Z,920000,False,-51.0,66.0,1,left,MISS W. Moore Jr. 8' driving floating Shot,[1631111],1610612766.0,CHA,driving floating,,,Moore Jr.,W. Moore Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,8.34,Missed,,,,,,,,,,,,,,,,
93,PT05M14.00S,2025-03-22T00:24:37.9Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,14,6,2025-03-22T00:24:41Z,930000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,92.0,1.0,0.0,1.0,,,,,,,,,,
94,PT05M12.00S,2025-03-22T00:24:40.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631217,6.1268068331143235,58.333333333333336,1610612766,14,6,2025-03-22T00:24:45Z,940000,False,-42.0,5.0,1,left,MISS M. Diabaté turnaround Hook,[1631217],1610612766.0,CHA,turnaround,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,4.2,Missed,,,,,,,,,,,,,,,,
95,PT05M12.00S,2025-03-22T00:24:40.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,14,6,2025-03-22T00:24:45Z,950000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,
96,PT05M02.00S,2025-03-22T00:24:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630598,65.52233902759527,28.921568627450984,1610612760,14,6,2025-03-22T00:24:54Z,960000,False,-105.0,272.0,1,right,MISS A. Wiggins 29' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,29.13,Missed,,,,,,,,,,,,,,,,
97,PT05M02.00S,2025-03-22T00:24:51.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,14,6,2025-03-22T00:24:51Z,970000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,96.0,,,,,,,,,,,,,
99,PT04M52.00S,2025-03-22T00:25:12.6Z,1,REGULAR,3pt,Jump Shot,[],1641733,34.90473061760841,50.245098039215684,1610612766,14,6,2025-03-22T00:25:18Z,990000,False,-1.0,276.0,1,left,MISS N. Smith Jr. 27' pullup 3PT,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,,,27.56,Missed,,,,,,,,,,,,,,,,
100,PT04M49.00S,2025-03-22T00:25:15.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,14,6,2025-03-22T00:25:18Z,1000000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,99.0,,,,,,,,,,,,,
102,PT04M49.00S,2025-03-22T00:25:17.9Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,14,6,2025-03-22T00:25:21Z,1020000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M49.00S,2025-03-22T00:25:17.9Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,14,6,2025-03-22T00:25:21Z,1030000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M43.00S,2025-03-22T00:25:31.6Z,1,REGULAR,3pt,Jump Shot,[],1629026,96.92838370565046,5.147058823529411,1610612760,17,6,2025-03-22T00:25:36Z,1040000,False,-224.0,-24.0,1,right,K. Williams 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1629026, 1628983]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,22.55,Made,,,,,,,3.0,,,,,,,S. Gilgeous-Alexander,1628983.0,2.0
107,PT04M15.00S,2025-03-22T00:26:14.5Z,1,REGULAR,turnover,out-of-bounds,[],1641733,,,1610612766,17,6,2025-03-22T00:26:21Z,1070000,False,,,0,,N. Smith Jr. bad pass out-of-bounds TURNOVER (1 TO),[1641733],1610612766.0,CHA,bad pass,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Right Center,1662.0,1.0,,,,,,,,,,,,,,,,,,
108,PT04M07.00S,2025-03-22T00:26:29.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630598,68.41327201051249,68.38235294117648,1610612760,20,6,2025-03-22T00:26:33Z,1080000,False,92.0,244.0,1,right,A. Wiggins 26' 3PT  (6 PTS) (S. Gilgeous-Alexander 3 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,26.11,Made,,,,,,,6.0,,,,,,,S. Gilgeous-Alexander,1628983.0,3.0
110,PT03M40.00S,2025-03-22T00:26:55.9Z,1,REGULAR,2pt,Jump Shot,[],1641733,8.229303547963205,25.0,1610612766,20,6,2025-03-22T00:27:01Z,1100000,False,125.0,25.0,1,left,MISS N. Smith Jr. 12' pullup Shot - blocked,"[1641733, 1627936]",1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,8-16 Right,,,12.75,Missed,Caruso,1627936.0,,,,,,,,,,,,,,
111,PT03M40.00S,2025-03-22T00:26:55.9Z,1,REGULAR,block,,[],1627936,,,1610612766,20,6,2025-03-22T00:26:58Z,1110000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2025-03-22T00:26:55.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,20,6,2025-03-22T00:27:01Z,1120000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,110.0,,,,,,,,,,,,,
114,PT03M38.00S,2025-03-22T00:27:13.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201959,12.171484888304862,12.745098039215685,1610612766,20,6,2025-03-22T00:27:18Z,1140000,False,186.0,62.0,1,left,MISS T. Gibson 19' pullup Shot,[201959],1610612766.0,CHA,pullup,,,Gibson,T. Gibson,,,,,Mid-Range,16-24 Right,,,19.63,Missed,,,,,,,,,,,,,,,,
115,PT03M34.00S,2025-03-22T00:27:16.5Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,20,6,2025-03-22T00:27:16Z,1150000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT03M24.00S,2025-03-22T00:27:26.8Z,1,REGULAR,3pt,Jump Shot,[],1629026,63.55124835742444,49.50980392156863,1610612760,20,6,2025-03-22T00:27:31Z,1160000,False,-2.0,290.0,1,right,MISS K. Williams 29' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,29.01,Missed,,,,,,,,,,,,,,,,
117,PT03M20.00S,2025-03-22T00:27:30.8Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,20,6,2025-03-22T00:27:31Z,1170000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,
118,PT03M17.00S,2025-03-22T00:27:34.8Z,1,REGULAR,turnover,out-of-bounds,[],1631111,,,1610612766,20,6,2025-03-22T00:27:39Z,1180000,False,,,0,,W. Moore Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631111],1610612766.0,CHA,bad pass,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,1662.0,1.0,,,,,,,,,,,,,,,,,,
119,PT03M06.00S,2025-03-22T00:27:53.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,82.7365308804205,36.27450980392157,1610612760,22,6,2025-03-22T00:30:43Z,1190000,False,-69.0,110.0,1,right,S. Gilgeous-Alexander 12' driving floating Jump Shot (9 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,12.95,Made,,,,,,,9.0,,,,,,,,,
120,PT02M50.00S,2025-03-22T00:28:14.4Z,1,REGULAR,3pt,Jump Shot,[],203552,3.4986859395532193,95.83333333333334,1610612766,22,6,2025-03-22T00:28:18Z,1200000,False,-229.0,-20.0,1,left,MISS S. Curry 3PT,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,23.0,Missed,,,,,,,,,,,,,,,,
121,PT02M47.00S,2025-03-22T00:28:17.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,22,6,2025-03-22T00:28:18Z,1210000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,
122,PT02M28.00S,2025-03-22T00:28:36.0Z,1,REGULAR,3pt,Jump Shot,[],1631119,96.66557161629436,4.166666666666666,1610612760,25,6,2025-03-22T00:28:39Z,1220000,False,-229.0,-21.0,1,right,J. Williams 3PT  (3 PTS) (S. Gilgeous-Alexander 4 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,23.02,Made,,,,,,,3.0,,,,,,,S. Gilgeous-Alexander,1628983.0,4.0
124,PT02M07.00S,2025-03-22T00:28:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,9.937582128777924,48.529411764705884,1610612766,25,8,2025-03-22T00:29:01Z,1240000,False,7.0,41.0,1,left,M. Diabaté driving Layup (2 PTS) (S. Curry 1 AST),"[1631217, 203552]",1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,4.16,Made,,,,,,,2.0,,,,,,,S. Curry,203552.0,1.0
126,PT02M06.00S,2025-03-22T00:29:02.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,25,8,2025-03-22T00:29:02Z,1260000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2025-03-22T00:30:54.5Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,25,8,2025-03-22T00:31:42Z,1270000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M06.00S,2025-03-22T00:30:54.5Z,1,REGULAR,substitution,out,[],1631111,,,1610612760,25,8,2025-03-22T00:31:42Z,1280000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M06.00S,2025-03-22T00:30:54.5Z,1,REGULAR,substitution,out,[],1631217,,,1610612760,25,8,2025-03-22T00:31:42Z,1290000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M06.00S,2025-03-22T00:30:54.5Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,25,8,2025-03-22T00:31:42Z,1300000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M06.00S,2025-03-22T00:30:54.5Z,1,REGULAR,substitution,in,[],1642354,,,1610612760,25,8,2025-03-22T00:31:42Z,1310000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M06.00S,2025-03-22T00:30:54.5Z,1,REGULAR,substitution,in,[],1628970,,,1610612760,25,8,2025-03-22T00:31:42Z,1320000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2025-03-22T00:32:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.19776609724047,50.0,1610612760,27,8,2025-03-22T00:32:06Z,1330000,False,0.0,21.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (11 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,2.08,Made,,,,,,,11.0,,,,,,,,,
134,PT01M41.00S,2025-03-22T00:32:15.8Z,1,REGULAR,3pt,Jump Shot,[],1642354,27.54599211563732,79.16666666666666,1610612766,27,11,2025-03-22T00:32:21Z,1340000,False,-146.0,206.0,1,left,K. Simpson 25' 3PT pullup (3 PTS),[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,,,25.27,Made,,,,,,,3.0,,,,,,,,,
135,PT01M26.00S,2025-03-22T00:32:33.3Z,1,REGULAR,foul,personal,['2freethrow'],201959,,,1610612760,27,11,2025-03-22T00:32:59Z,1350000,False,,,0,,T. Gibson shooting personal FOUL (1 PF) (Williams 2 FT),"[201959, 1629026]",1610612766.0,CHA,shooting,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Center,1151.0,,,,,,,,,,,,,1.0,0.0,Williams,1629026.0,,,
137,PT01M26.00S,2025-03-22T00:32:59.7Z,1,REGULAR,freethrow,1 of 2,[],1629026,,,1610612760,28,11,2025-03-22T00:32:59Z,1370000,False,,,0,,K. Williams Free Throw 1 of 2 (4 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
138,PT01M26.00S,2025-03-22T00:33:15.7Z,1,REGULAR,freethrow,2 of 2,[],1629026,,,1610612760,29,11,2025-03-22T00:33:15Z,1380000,False,,,0,,K. Williams Free Throw 2 of 2 (5 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
139,PT01M16.00S,2025-03-22T00:33:26.3Z,1,REGULAR,turnover,bad pass,[],1641733,,,1610612766,29,11,2025-03-22T00:33:30Z,1390000,False,,,0,,N. Smith Jr. bad pass TURNOVER (2 TO),"[1641733, 1628983]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,
140,PT01M16.00S,2025-03-22T00:33:26.3Z,1,REGULAR,steal,,[],1628983,,,1610612760,29,11,2025-03-22T00:33:28Z,1400000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
141,PT01M07.00S,2025-03-22T00:33:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,93.64323258869908,55.14705882352941,1610612760,31,11,2025-03-22T00:33:40Z,1410000,False,26.0,7.0,1,right,S. Gilgeous-Alexander driving reverse Layup (13 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,2.67,Made,,,,,,,13.0,,,,,,,,,
142,PT00M53.60S,2025-03-22T00:33:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,8.754927726675426,39.46078431372549,1610612766,31,11,2025-03-22T00:33:53Z,1420000,False,53.0,30.0,1,left,MISS M. Bridges 6' driving bank Shot,[1628970],1610612766.0,CHA,driving bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.05,Missed,,,,,,,,,,,,,,,,
143,PT00M51.70S,2025-03-22T00:33:51.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,31,11,2025-03-22T00:33:51Z,1430000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,,,
144,PT00M45.80S,2025-03-22T00:33:57.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,93.38042049934296,51.71568627450981,1610612760,31,11,2025-03-22T00:34:37Z,1440000,False,9.0,10.0,1,right,MISS S. Gilgeous-Alexander running finger roll Layup - blocked,"[1628983, 1628970]",1610612760.0,OKC,running finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,1.3,Missed,Bridges,1628970.0,,,,,,,,,,,,,,
145,PT00M45.80S,2025-03-22T00:33:57.3Z,1,REGULAR,block,,[],1628970,,,1610612760,31,11,2025-03-22T00:33:59Z,1450000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT00M42.70S,2025-03-22T00:34:00.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,31,11,2025-03-22T00:34:05Z,1460000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,
147,PT00M36.80S,2025-03-22T00:34:06.3Z,1,REGULAR,3pt,Jump Shot,[],203552,3.3672798948751645,95.58823529411765,1610612766,31,14,2025-03-22T00:34:10Z,1470000,False,-228.0,-21.0,1,left,S. Curry 3PT  (3 PTS) (K. Simpson 1 AST),"[203552, 1642354]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,22.88,Made,,,,,,,3.0,,,,,,,K. Simpson,1642354.0,1.0
149,PT00M32.50S,2025-03-22T00:34:20.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,75.1149802890933,10.294117647058822,1610612760,31,14,2025-03-22T00:35:30Z,1490000,False,-199.0,181.0,1,right,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,26.89,Missed,,,,,,,,,,,,,,,,
150,PT00M27.70S,2025-03-22T00:34:25.2Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,31,14,2025-03-22T00:34:29Z,1500000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,
151,PT00M10.60S,2025-03-22T00:34:43.9Z,1,REGULAR,foul,personal,[],1627936,,,1610612766,31,14,2025-03-22T00:34:50Z,1510000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 203552]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,1662.0,,,,,,,,,,,,,1.0,0.0,Curry,203552.0,,,
153,PT00M05.80S,2025-03-22T00:35:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,13.87976346911958,41.42156862745098,1610612766,31,14,2025-03-22T00:35:07Z,1530000,False,43.0,78.0,1,left,MISS N. Smith Jr. 8' turnaround fadeaway Shot,[1641733],1610612766.0,CHA,turnaround fadeaway,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,8.9,Missed,,,,,,,,,,,,,,,,
154,PT00M03.60S,2025-03-22T00:35:04.7Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,31,14,2025-03-22T00:35:04Z,1540000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,153.0,4.0,4.0,0.0,,,,,,,,,,
155,PT00M00.80S,2025-03-22T00:35:07.5Z,1,REGULAR,3pt,Jump Shot,[],1629026,65.91655716162943,73.2843137254902,1610612760,34,14,2025-03-22T00:36:47Z,1550000,False,116.0,268.0,1,right,K. Williams 29' 3PT pullup (8 PTS) (J. Williams 1 AST),"[1629026, 1631119]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,29.21,Made,,,,,,,8.0,,,,,,,J. Williams,1631119.0,1.0
157,PT00M00.00S,2025-03-22T00:35:30.0Z,1,REGULAR,period,end,[],0,,,1610612766,34,14,2025-03-22T00:35:30Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612766,34,14,2025-03-22T00:37:46Z,1590000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612766,34,14,2025-03-22T00:37:46Z,1600000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,out,['startperiod'],1641733,,,1610612766,34,14,2025-03-22T00:37:46Z,1610000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612766,34,14,2025-03-22T00:37:46Z,1620000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,out,['startperiod'],201959,,,1610612766,34,14,2025-03-22T00:37:46Z,1630000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612766,34,14,2025-03-22T00:37:46Z,1640000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612766,34,14,2025-03-22T00:37:46Z,1650000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
