actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
326,PT00M23.60S,2025-03-04T02:02:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,87.12220762155059,66.00413602941177,1610612760,63,62,2025-03-04T02:09:38Z,3210000,False,80.0,69.0,1,right,MISS S. Gilgeous-Alexander 10' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,Missed,,,10.54,,,,,,,,
327,PT00M21.30S,2025-03-04T02:02:12.7Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,63,62,2025-03-04T02:09:38Z,3220000,False,,,0,,J. Green REBOUND (Off:0 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,326.0,,,,,,6.0,6.0,0.0,,
328,PT00M02.80S,2025-03-04T02:02:31.8Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,63,62,2025-03-04T02:10:17Z,3230000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1641717]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,2.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
329,PT00M02.80S,2025-03-04T02:02:31.8Z,2,REGULAR,steal,,[],1641717,,,1610612760,63,62,2025-03-04T02:02:33Z,3240000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2025-03-04T02:02:48.1Z,2,REGULAR,period,end,[],0,,,1610612760,63,62,2025-03-04T02:02:48Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,out,['startperiod'],1630598,,,1610612760,63,62,2025-03-04T02:17:47Z,3260000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,out,['startperiod'],1641717,,,1610612760,63,62,2025-03-04T02:17:47Z,3270000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,out,['startperiod'],1628988,,,1610612760,63,62,2025-03-04T02:17:47Z,3280000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612760,63,62,2025-03-04T02:17:47Z,3290000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,63,62,2025-03-04T02:17:47Z,3300000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,63,62,2025-03-04T02:17:47Z,3310000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,in,['startperiod'],1642263,,,1610612760,63,62,2025-03-04T02:17:47Z,3320000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-03-04T02:02:50.6Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612760,63,62,2025-03-04T02:17:47Z,3330000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-03-04T02:17:47.7Z,3,REGULAR,period,start,[],0,,,1610612745,63,62,2025-03-04T02:17:47Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M36.00S,2025-03-04T02:18:11.3Z,3,REGULAR,3pt,Jump Shot,[],1631095,86.99080157687254,97.28094362745098,1610612745,63,65,2025-03-04T02:18:30Z,3350000,False,236.0,70.0,1,right,J. Smith Jr. 24' 3PT  (11 PTS) (R. Sheppard 3 AST),"[1631095, 1642263]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,11.0,24.65,R. Sheppard,1642263.0,3.0,,,,,
342,PT11M18.00S,2025-03-04T02:18:28.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,15.850854139290407,62.99019607843137,1610612760,65,65,2025-03-04T02:18:58Z,3370000,False,-65.0,96.0,1,left,L. Dort 11' fadeaway Jump Shot (2 PTS) (S. Gilgeous-Alexander 3 AST),"[1629652, 1628983]",1610612760.0,OKC,fadeaway,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,Made,,2.0,11.63,S. Gilgeous-Alexander,1628983.0,3.0,,,,,
343,PT11M02.00S,2025-03-04T02:18:47.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,89.61892247043365,41.15349264705882,1610612745,65,65,2025-03-04T02:19:17Z,3380000,False,-44.0,45.0,1,right,MISS J. Green 6' driving DUNK - blocked,"[1630224, 1628392]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.31,,,,,,,Hartenstein,1628392.0
344,PT11M02.00S,2025-03-04T02:18:47.0Z,3,REGULAR,block,,[],1628392,,,1610612745,65,65,2025-03-04T02:18:49Z,3390000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT11M00.00S,2025-03-04T02:18:49.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,65,65,2025-03-04T02:19:17Z,3400000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,343.0,,,,,,,,,,
347,PT10M53.00S,2025-03-04T02:19:11.4Z,3,REGULAR,foul,personal,[],1631095,,,1610612760,65,65,2025-03-04T02:19:33Z,3420000,False,,,0,,J. Smith Jr. personal FOUL (2 PF),"[1631095, 1631096]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,202901.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,
349,PT10M46.00S,2025-03-04T02:19:33.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.044678055190531,41.3985906862745,1610612760,67,65,2025-03-04T02:20:02Z,3440000,False,43.0,4.0,1,left,C. Holmgren alley-oop DUNK (7 PTS) (I. Hartenstein 3 AST),"[1631096, 1628392]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,7.0,4.32,I. Hartenstein,1628392.0,3.0,,,,,
351,PT10M30.00S,2025-03-04T02:19:54.8Z,3,REGULAR,2pt,Jump Shot,[],1630224,91.45860709592641,79.38878676470588,1610612745,67,67,2025-03-04T02:20:14Z,3460000,False,147.0,28.0,1,right,J. Green 14' pullup Jump Shot (14 PTS) (J. Smith Jr. 1 AST),"[1630224, 1631095]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,,14.0,14.95,J. Smith Jr.,1631095.0,1.0,,,,,
353,PT10M17.00S,2025-03-04T02:20:08.7Z,3,REGULAR,3pt,Jump Shot,[],1631096,8.40998685939553,4.143688725490193,1610612760,67,67,2025-03-04T02:20:30Z,3480000,False,229.0,27.0,1,left,MISS C. Holmgren 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.08,,,,,,,,
354,PT10M14.00S,2025-03-04T02:20:11.7Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612745,67,67,2025-03-04T02:20:30Z,3490000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,,,,,,,,,,353.0,,,,,,3.0,2.0,1.0,,
355,PT10M04.00S,2025-03-04T02:20:22.7Z,3,REGULAR,foul,personal,[],1628392,,,1610612745,67,67,2025-03-04T02:20:40Z,3500000,False,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1630224]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,2530.0,2.0,0.0,Green,1630224.0,,,,,,,,,,,,
357,PT10M04.00S,2025-03-04T02:20:48.3Z,3,REGULAR,foul,offensive,[],1629111,,,1610612745,67,67,2025-03-04T02:21:16Z,3520000,False,,,0,,J. Landale offensive FOUL (3 PF),"[1629111, 1628392]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,,202901.0,3.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,
359,PT10M04.00S,2025-03-04T02:20:48.3Z,3,REGULAR,turnover,offensive foul,[],1629111,,,1610612745,67,67,2025-03-04T02:21:16Z,3540000,False,,,0,,J. Landale offensive foul TURNOVER (2 TO),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,2.0,,,202901.0,,,,,,,,,,,,,,,,
360,PT10M00.00S,2025-03-04T02:21:18.6Z,3,REGULAR,foul,technical,['1freethrow'],203152,,,1610612760,67,67,2025-03-04T02:22:09Z,3550000,False,,,0,,TEAM foul technical,[203152],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right Center,,,,203593.0,,,,,,,,,,,,,,,,
361,PT10M00.00S,2025-03-04T02:21:38.1Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,68,67,2025-03-04T02:21:38Z,3560000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (29 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,Made,,29.0,,,,,,,,,
362,PT09M54.00S,2025-03-04T02:21:58.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,29.434954007884357,78.16329656862746,1610612760,68,67,2025-03-04T02:22:32Z,3570000,False,-141.0,224.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,26.47,,,,,,,,
363,PT09M51.00S,2025-03-04T02:22:01.1Z,3,REGULAR,rebound,defensive,[],1641715,,,1610612745,68,67,2025-03-04T02:22:32Z,3580000,False,,,0,,C. Whitmore REBOUND (Off:4 Def:3),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,362.0,,,,,,7.0,3.0,4.0,,
364,PT09M40.00S,2025-03-04T02:22:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,88.5676741130092,57.55208333333333,1610612745,68,67,2025-03-04T02:22:59Z,3590000,False,38.0,55.0,1,right,MISS J. Green 6' driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.67,,,,,,,,
365,PT09M39.00S,2025-03-04T02:22:14.5Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,68,67,2025-03-04T02:22:59Z,3600000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,364.0,,,,,,3.0,2.0,1.0,,
366,PT09M27.00S,2025-03-04T02:22:24.3Z,3,REGULAR,3pt,Jump Shot,[],1628983,29.911300919842315,25.49019607843137,1610612760,71,67,2025-03-04T02:23:17Z,3610000,False,123.0,229.0,1,left,S. Gilgeous-Alexander 25' 3PT step back (32 PTS) (I. Hartenstein 4 AST),"[1628983, 1628392]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,32.0,25.94,I. Hartenstein,1628392.0,4.0,,,,,
368,PT09M12.00S,2025-03-04T02:22:41.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,88.69908015768725,51.69270833333333,1610612745,71,67,2025-03-04T02:23:58Z,3630000,False,8.0,54.0,1,right,MISS J. Landale turnaround Hook,[1629111],1610612745.0,HOU,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.44,,,,,,,,
369,PT09M10.00S,2025-03-04T02:22:43.1Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,71,67,2025-03-04T02:23:58Z,3640000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,368.0,,,,,,4.0,3.0,1.0,,
370,PT09M03.00S,2025-03-04T02:22:49.4Z,3,REGULAR,turnover,lost ball,[],1628983,,,1610612760,71,67,2025-03-04T02:24:30Z,3650000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1642263]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,1.0,Sheppard,1642263.0,,,,,,,,,,,,,,,,,
371,PT09M03.00S,2025-03-04T02:22:49.4Z,3,REGULAR,steal,,[],1642263,,,1610612745,71,67,2025-03-04T02:22:51Z,3660000,False,,,0,,R. Sheppard STEAL (2 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
372,PT09M00.00S,2025-03-04T02:22:53.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642263,89.09329829172142,48.21920955882353,1610612745,71,67,2025-03-04T02:24:45Z,3670000,False,-9.0,50.0,1,right,MISS R. Sheppard running Layup - blocked,"[1642263, 1631096]",1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.08,,,,,,,Holmgren,1631096.0
373,PT09M00.00S,2025-03-04T02:22:53.1Z,3,REGULAR,block,,[],1631096,,,1610612745,71,67,2025-03-04T02:22:55Z,3680000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT08M59.00S,2025-03-04T02:22:54.1Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,71,67,2025-03-04T02:24:45Z,3690000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,372.0,,,,,,6.0,4.0,2.0,,
375,PT08M59.00S,2025-03-04T02:22:56.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1631095,93.16688567674113,54.53431372549019,1610612745,71,67,2025-03-04T02:26:00Z,3700000,False,23.0,12.0,1,right,MISS J. Smith Jr. tip Layup,[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,2.55,,,,,,,,
376,PT08M58.00S,2025-03-04T02:22:57.1Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,71,67,2025-03-04T02:25:17Z,3710000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,375.0,,,,,,7.0,4.0,3.0,,
377,PT08M58.00S,2025-03-04T02:22:58.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1631095,92.24704336399475,53.53094362745098,1610612745,71,67,2025-03-04T02:26:03Z,3720000,False,18.0,20.0,1,right,MISS J. Smith Jr. tip Layup,[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,2.7,,,,,,,,
378,PT08M56.00S,2025-03-04T02:23:00.2Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,71,67,2025-03-04T02:25:32Z,3730000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,377.0,,,,,,5.0,4.0,1.0,,
379,PT08M42.00S,2025-03-04T02:23:08.9Z,3,REGULAR,3pt,Jump Shot,[],1631114,36.35225032851511,33.80055147058823,1610612760,74,67,2025-03-04T02:26:34Z,3740000,False,81.0,289.0,1,left,J. Williams 30' 3PT  (10 PTS) (S. Gilgeous-Alexander 4 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,10.0,30.03,S. Gilgeous-Alexander,1628983.0,4.0,,,,,
381,PT08M33.00S,2025-03-04T02:23:21.8Z,3,REGULAR,foul,personal,[],1628392,,,1610612745,74,67,2025-03-04T02:26:50Z,3760000,False,,,0,,I. Hartenstein personal FOUL (3 PF),"[1628392, 1630224]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Center,,,,202901.0,3.0,0.0,Green,1630224.0,,,,,,,,,,,,
383,PT08M33.00S,2025-03-04T02:23:31.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,74,67,2025-03-04T02:23:31Z,3780000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M26.00S,2025-03-04T02:26:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,87.12220762155059,58.651194852941174,1610612745,74,67,2025-03-04T02:27:36Z,3790000,False,43.0,69.0,1,right,MISS R. Sheppard 8' driving Layup,[1642263],1610612745.0,HOU,driving,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,Missed,,,8.11,,,,,,,,
386,PT08M22.00S,2025-03-04T02:26:39.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,74,67,2025-03-04T02:27:36Z,3800000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,385.0,,,,,,,,,,
388,PT08M22.00S,2025-03-04T02:26:55.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,95.0065703022339,3.4083946078431353,1610612745,74,67,2025-03-04T02:28:11Z,3820000,False,-233.0,-6.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,23.31,,,,,,,,
389,PT08M19.00S,2025-03-04T02:26:58.3Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,74,67,2025-03-04T02:28:11Z,3830000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,,,,388.0,,,,,,3.0,3.0,0.0,,
390,PT08M12.00S,2025-03-04T02:27:04.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,7.621550591327193,45.19761029411765,1610612760,76,67,2025-03-04T02:28:27Z,3840000,False,24.0,19.0,1,left,I. Hartenstein alley-oop DUNK (6 PTS) (C. Holmgren 1 AST),"[1628392, 1631096]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,6.0,3.07,C. Holmgren,1631096.0,1.0,,,,,
392,PT08M12.00S,2025-03-04T02:27:11.0Z,3,REGULAR,foul,technical,['1freethrow'],1630224,,,1610612745,76,67,2025-03-04T02:27:26Z,3860000,False,,,0,,J. Green technical FOUL (1 Tech),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,203593.0,1.0,1.0,,,,,,,,,,,,,,
393,PT08M12.00S,2025-03-04T02:27:27.4Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612745,77,67,2025-03-04T02:27:27Z,3870000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (33 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,Made,,33.0,,,,,,,,,
394,PT07M56.00S,2025-03-04T02:27:53.8Z,3,REGULAR,2pt,Jump Shot,[],1629111,77.66097240473061,43.84957107843137,1610612745,77,67,2025-03-04T02:29:16Z,3880000,False,-31.0,157.0,1,right,MISS J. Landale 16' Jump Shot,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Center,,,,,,,,,Missed,,,16.05,,,,,,,,
395,PT07M54.00S,2025-03-04T02:27:55.8Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,77,67,2025-03-04T02:29:16Z,3890000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:4),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Center,,,,,,,,,,394.0,,,,,,4.0,4.0,0.0,,
396,PT07M45.00S,2025-03-04T02:28:04.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,32.24991787122208,70.51164215686275,1610612760,80,67,2025-03-04T02:29:30Z,3900000,False,-103.0,251.0,1,left,S. Gilgeous-Alexander 27' 3PT  (36 PTS) (I. Hartenstein 5 AST),"[1628983, 1628392]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,36.0,27.08,I. Hartenstein,1628392.0,5.0,,,,,
398,PT07M28.00S,2025-03-04T02:28:24.7Z,3,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612745,80,67,2025-03-04T02:29:46Z,3920000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Green 2 FT),"[1631096, 1630224]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,2.0,0.0,Green,1630224.0,,,,,,,,,,,,
400,PT07M28.00S,2025-03-04T02:29:01.4Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,80,68,2025-03-04T02:29:01Z,3940000,False,,,0,,J. Green Free Throw 1 of 2 (15 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,Made,,15.0,,,,,,,,,
401,PT07M28.00S,2025-03-04T02:29:15.8Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,80,69,2025-03-04T02:29:15Z,3950000,False,,,0,,J. Green Free Throw 2 of 2 (16 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,Made,,16.0,,,,,,,,,
402,PT07M16.00S,2025-03-04T02:29:30.1Z,3,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,80,69,2025-03-04T02:30:28Z,3960000,False,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (2 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,203593.0,,,,,,,,,,,,,,,,
403,PT07M03.00S,2025-03-04T02:29:48.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,75.9526938239159,89.19270833333333,1610612745,80,69,2025-03-04T02:30:57Z,3970000,False,196.0,174.0,1,right,MISS R. Sheppard 26' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,26.18,,,,,,,,
404,PT07M03.00S,2025-03-04T02:29:48.0Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,80,69,2025-03-04T02:30:57Z,3980000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,403.0,,,,,,2.0,2.0,0.0,,
405,PT06M52.00S,2025-03-04T02:29:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.906701708278575,57.98483455882353,1610612760,82,69,2025-03-04T02:31:15Z,3990000,False,-40.0,50.0,1,left,S. Gilgeous-Alexander 6' cutting Layup (38 PTS) (I. Hartenstein 6 AST),"[1628983, 1628392]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,38.0,6.4,I. Hartenstein,1628392.0,6.0,,,,,
407,PT06M42.00S,2025-03-04T02:30:09.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.78580814717478,42.62408088235294,1610612745,82,69,2025-03-04T02:31:39Z,4010000,False,-37.0,109.0,1,right,MISS J. Smith Jr. 11' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,11.54,,,,,,,,
408,PT06M40.00S,2025-03-04T02:30:11.1Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,82,69,2025-03-04T02:31:39Z,4020000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,407.0,,,,,,6.0,5.0,1.0,,
