actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
247,PT10M24.00S,2023-02-11T00:40:23.8Z,2,REGULAR,steal,,[],1631230,,,1610612759,22,31,2023-02-11T00:51:20Z,1890000,False,,,0,,D. Barlow STEAL (1 STL),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
192,PT10M15.00S,2023-02-11T00:40:32.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203926,15.456636005256241,48.03921568627451,1610612759,22,33,2023-02-11T00:51:20Z,1900000,False,10.0,93.0,1,left,D. McDermott 9' driving floating Jump Shot (5 PTS),[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,9.33,Made,,,,,,5.0,,,,,,,,,,,,
194,PT09M55.00S,2023-02-11T00:40:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,90.75229960578186,44.6078431372549,1610612765,22,33,2023-02-11T00:52:10Z,1910000,False,-27.0,34.0,1,right,MISS H. Diallo driving floating Shot,[1628977],1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
195,PT09M51.00S,2023-02-11T00:40:56.9Z,2,REGULAR,rebound,defensive,[],1631230,,,1610612759,22,33,2023-02-11T00:40:59Z,1920000,False,,,0,,D. Barlow REBOUND (Off:2 Def:3),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,194.0,5.0,3.0,2.0,,,,,,,,,,,,,,
196,PT09M43.00S,2023-02-11T00:41:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,9.543363994743759,46.07843137254902,1610612759,22,35,2023-02-11T00:41:11Z,1930000,False,20.0,37.0,1,left,D. Barlow cutting Layup (2 PTS) (K. Bates-Diop 2 AST),"[1631230, 1628966]",1610612759.0,SAS,cutting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,2.0,K. Bates-Diop,1628966.0,2.0,,,,,,,,,
198,PT09M27.00S,2023-02-11T00:41:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.46057818659659,47.30392156862745,1610612765,24,35,2023-02-11T00:53:03Z,1950000,False,-13.0,18.0,1,right,J. Duren reverse Layup (6 PTS) (C. Joseph 2 AST),"[1631105, 202709]",1610612765.0,DET,reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,6.0,C. Joseph,202709.0,2.0,,,,,,,,,
200,PT09M13.00S,2023-02-11T00:41:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,7.046649145860711,46.568627450980394,1610612759,24,37,2023-02-11T00:53:27Z,1970000,False,17.0,14.0,1,left,D. McDermott cutting Layup (7 PTS) (K. Bates-Diop 3 AST),"[203926, 1628966]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,7.0,K. Bates-Diop,1628966.0,3.0,,,,,,,,,
202,PT09M06.00S,2023-02-11T00:41:51.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,24,37,2023-02-11T00:41:51Z,1990000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M06.00S,2023-02-11T00:43:05.4Z,2,REGULAR,substitution,out,[],1628977,,,1610612765,24,37,2023-02-11T00:44:33Z,2000000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M06.00S,2023-02-11T00:43:05.4Z,2,REGULAR,substitution,out,[],1628984,,,1610612765,24,37,2023-02-11T00:44:33Z,2010000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M06.00S,2023-02-11T00:43:05.4Z,2,REGULAR,substitution,out,[],1631230,,,1610612765,24,37,2023-02-11T00:44:33Z,2020000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M06.00S,2023-02-11T00:43:05.4Z,2,REGULAR,substitution,in,[],203585,,,1610612765,24,37,2023-02-11T00:44:33Z,2030000,False,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M06.00S,2023-02-11T00:43:05.4Z,2,REGULAR,substitution,in,[],1631103,,,1610612765,24,37,2023-02-11T00:44:33Z,2040000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M06.00S,2023-02-11T00:43:05.4Z,2,REGULAR,substitution,in,[],1628380,,,1610612765,24,37,2023-02-11T00:44:33Z,2050000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M56.00S,2023-02-11T00:44:54.4Z,2,REGULAR,3pt,Jump Shot,[],203585,74.72076215505913,83.57843137254902,1610612765,27,37,2023-02-11T00:44:59Z,2060000,False,168.0,185.0,1,right,R. McGruder 24' 3PT  (3 PTS) (C. Joseph 3 AST),"[203585, 202709]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Right Center,24.99,Made,,,,,,3.0,C. Joseph,202709.0,3.0,,,,,,,,,
211,PT08M37.00S,2023-02-11T00:45:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,10.200394218134035,55.392156862745104,1610612759,27,39,2023-02-11T00:45:26Z,2080000,False,-27.0,43.0,1,left,Z. Collins floating Jump Shot (2 PTS),[1628380],1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,,,,,,2.0,,,,,,,,,,,,
212,PT08M37.00S,2023-02-11T00:45:24.3Z,2,REGULAR,foul,personal,['1freethrow'],202709,,,1610612759,27,39,2023-02-11T00:45:31Z,2090000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (Collins 1 FT),"[202709, 1628380]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1151.0,1.0,0.0,Collins,1628380.0,,,,
214,PT08M37.00S,2023-02-11T00:45:44.1Z,2,REGULAR,freethrow,1 of 1,[],1628380,,,1610612759,27,40,2023-02-11T00:45:44Z,2110000,False,,,0,,Z. Collins Free Throw 1 of 1 (3 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
215,PT08M23.00S,2023-02-11T00:46:01.8Z,2,REGULAR,foul,personal,[],203926,,,1610612765,27,40,2023-02-11T00:46:32Z,2120000,False,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 203585]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1151.0,1.0,0.0,McGruder,203585.0,,,,
217,PT08M13.00S,2023-02-11T00:46:29.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,88.25558475689881,46.81372549019608,1610612765,27,40,2023-02-11T00:55:07Z,2140000,False,-16.0,58.0,1,right,MISS J. Duren 6' turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
218,PT08M09.00S,2023-02-11T00:46:33.5Z,2,REGULAR,rebound,defensive,[],1631104,,,1610612759,27,40,2023-02-11T00:46:34Z,2150000,False,,,0,,B. Wesley REBOUND (Off:0 Def:3),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,217.0,3.0,3.0,0.0,,,,,,,,,,,,,,
219,PT08M05.00S,2023-02-11T00:46:37.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,15.850854139290407,94.6078431372549,1610612759,27,40,2023-02-11T00:55:26Z,2160000,False,-223.0,96.0,1,left,MISS M. Branham 24' running 3PT,[1631103],1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,24.3,Missed,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2023-02-11T00:46:38.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,27,40,2023-02-11T00:46:42Z,2170000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,219.0,,,,,,,,,,,,,,,,,
221,PT08M04.00S,2023-02-11T00:46:44.7Z,2,REGULAR,foul,personal,[],1628380,,,1610612765,27,40,2023-02-11T00:46:49Z,2180000,False,,,0,,Z. Collins loose ball personal FOUL (1 PF),"[1628380, 1631105]",1610612759.0,SAS,loose ball,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1830.0,1.0,0.0,Duren,1631105.0,,,,
223,PT07M46.00S,2023-02-11T00:47:09.7Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,27,40,2023-02-11T00:47:19Z,2200000,False,,,0,,J. Ivey bad pass TURNOVER (2 TO),"[1631093, 1631103]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,,,,,,,,Branham,1631103.0
224,PT07M46.00S,2023-02-11T00:47:09.7Z,2,REGULAR,steal,,[],1631103,,,1610612759,27,40,2023-02-11T00:47:11Z,2210000,False,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT07M41.00S,2023-02-11T00:47:15.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631103,27.283180026281208,76.9607843137255,1610612759,27,43,2023-02-11T00:56:59Z,2220000,False,-135.0,204.0,1,left,M. Branham 24' 3PT running (10 PTS) (D. McDermott 2 AST),"[1631103, 203926]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,24.45,Made,,,,,,10.0,D. McDermott,203926.0,2.0,,,,,,,,,
227,PT07M23.00S,2023-02-11T00:47:32.8Z,2,REGULAR,3pt,Jump Shot,[],1630587,68.80749014454665,26.225490196078432,1610612765,27,43,2023-02-11T00:47:38Z,2240000,False,-119.0,241.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
228,PT07M20.00S,2023-02-11T00:47:35.5Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,27,43,2023-02-11T00:47:35Z,2250000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,227.0,4.0,2.0,2.0,,,,,,,,,,,,,,
229,PT07M19.00S,2023-02-11T00:47:37.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,91.27792378449409,49.754901960784316,1610612765,29,43,2023-02-11T00:57:25Z,2260000,False,-1.0,29.0,1,right,J. Duren driving DUNK (8 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,8.0,,,,,,,,,,,,
230,PT07M05.00S,2023-02-11T00:47:50.2Z,2,REGULAR,2pt,Jump Shot,[],203926,9.674770039421814,33.33333333333333,1610612759,29,43,2023-02-11T00:57:40Z,2270000,False,83.0,38.0,1,left,MISS D. McDermott 9' driving floating bank Shot,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Right,9.17,Missed,,,,,,,,,,,,,,,,,,
231,PT07M02.00S,2023-02-11T00:47:53.2Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,29,43,2023-02-11T00:47:55Z,2280000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,230.0,5.0,3.0,2.0,,,,,,,,,,,,,,
232,PT06M58.00S,2023-02-11T00:47:57.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,88.64980289093299,44.36274509803921,1610612765,29,43,2023-02-11T00:58:01Z,2290000,False,-28.0,54.0,1,right,MISS J. Ivey 6' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
233,PT06M55.00S,2023-02-11T00:48:00.4Z,2,REGULAR,rebound,offensive,[],203585,,,1610612765,29,43,2023-02-11T00:58:01Z,2300000,False,,,0,,R. McGruder REBOUND (Off:1 Def:0),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,,,232.0,1.0,0.0,1.0,,,,,,,,,,,,,,
234,PT06M46.00S,2023-02-11T00:48:10.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202709,92.32917214191852,54.166666666666664,1610612765,31,43,2023-02-11T00:48:19Z,2310000,False,21.0,20.0,1,right,C. Joseph driving finger roll Layup (2 PTS),[202709],1610612765.0,DET,driving finger roll,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,2.0,,,,,,,,,,,,
235,PT06M46.00S,2023-02-11T00:48:16.8Z,2,REGULAR,foul,personal,['1freethrow'],1631103,,,1610612765,31,43,2023-02-11T00:48:25Z,2320000,False,,,0,,M. Branham shooting personal FOUL (2 PF) (Joseph 1 FT),"[1631103, 202709]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1830.0,2.0,0.0,Joseph,202709.0,,,,
237,PT06M46.00S,2023-02-11T00:48:26.4Z,2,REGULAR,substitution,out,[],203926,,,1610612765,31,43,2023-02-11T00:48:50Z,2340000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M46.00S,2023-02-11T00:48:26.4Z,2,REGULAR,substitution,in,[],1629676,,,1610612765,31,43,2023-02-11T00:48:50Z,2350000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M46.00S,2023-02-11T00:48:48.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202709,,,1610612765,31,43,2023-02-11T00:48:51Z,2360000,False,,,0,,MISS C. Joseph Free Throw 1 of 1,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT06M43.00S,2023-02-11T00:48:51.2Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,31,43,2023-02-11T00:48:51Z,2370000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,,,,,,
241,PT06M25.00S,2023-02-11T00:49:07.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,10.85742444152431,49.26470588235294,1610612759,31,45,2023-02-11T00:49:13Z,2380000,False,4.0,50.0,1,left,Z. Collins turnaround Hook (5 PTS) (I. Roby 1 AST),"[1628380, 1629676]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,,5.0,I. Roby,1629676.0,1.0,,,,,,,,,
243,PT06M10.00S,2023-02-11T00:49:22.0Z,2,REGULAR,3pt,Jump Shot,[],202709,90.09526938239159,3.9215686274509802,1610612765,34,45,2023-02-11T00:49:28Z,2400000,False,-230.0,41.0,1,right,C. Joseph 3PT  (5 PTS) (J. Ivey 2 AST),"[202709, 1631093]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Left Corner 3,24+ Left,23.39,Made,,,,,,5.0,J. Ivey,1631093.0,2.0,,,,,,,,,
245,PT06M09.00S,2023-02-11T00:49:30.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,34,45,2023-02-11T00:49:30Z,2420000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M09.00S,2023-02-11T00:50:06.7Z,2,REGULAR,substitution,out,[],202709,,,1610612759,34,45,2023-02-11T00:52:16Z,2430000,False,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M09.00S,2023-02-11T00:50:06.7Z,2,REGULAR,substitution,in,[],202711,,,1610612759,34,45,2023-02-11T00:52:16Z,2440000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M53.00S,2023-02-11T00:52:36.8Z,2,REGULAR,2pt,Jump Shot,[],1631103,15.325229960578188,70.58823529411765,1610612759,34,45,2023-02-11T00:59:45Z,2450000,False,-103.0,92.0,1,left,MISS M. Branham 13' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,13.78,Missed,,,,,,,,,,,,,,,,,,
251,PT05M50.00S,2023-02-11T00:52:39.8Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,34,45,2023-02-11T00:52:42Z,2460000,False,,,0,,I. Livers REBOUND (Off:0 Def:3),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,8-16 Left,,,250.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT05M35.00S,2023-02-11T00:53:13.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,87.99277266754271,45.34313725490196,1610612765,36,45,2023-02-11T00:53:19Z,2480000,False,-23.0,60.0,1,right,J. Duren 6' turnaround Hook (10 PTS) (J. Ivey 3 AST),"[1631105, 1631093]",1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,,,,,,10.0,J. Ivey,1631093.0,3.0,,,,,,,,,
255,PT05M19.00S,2023-02-11T00:53:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,9.017739816031538,49.50980392156863,1610612759,36,47,2023-02-11T01:00:24Z,2500000,False,2.0,32.0,1,left,K. Bates-Diop cutting Layup (7 PTS) (Z. Collins 2 AST),"[1628966, 1628380]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,,7.0,Z. Collins,1628380.0,2.0,,,,,,,,,
257,PT05M05.00S,2023-02-11T00:53:44.8Z,2,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612765,36,47,2023-02-11T00:53:56Z,2520000,False,,,0,,B. Wesley shooting personal FOUL (2 PF) (Ivey 2 FT),"[1631104, 1631093]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1830.0,2.0,0.0,Ivey,1631093.0,,,,
259,PT05M05.00S,2023-02-11T00:54:16.6Z,2,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,37,47,2023-02-11T00:54:16Z,2540000,False,,,0,,J. Ivey Free Throw 1 of 2 (2 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,,
260,PT05M05.00S,2023-02-11T00:54:27.1Z,2,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,38,47,2023-02-11T00:54:27Z,2550000,False,,,0,,J. Ivey Free Throw 2 of 2 (3 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
261,PT04M50.00S,2023-02-11T00:54:42.2Z,2,REGULAR,2pt,Jump Shot,[],1631103,21.76412614980289,46.568627450980394,1610612759,38,47,2023-02-11T00:54:52Z,2560000,False,17.0,152.0,1,left,MISS M. Branham 15' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,15.31,Missed,,,,,,,,,,,,,,,,,,
262,PT04M49.00S,2023-02-11T00:54:43.2Z,2,REGULAR,rebound,offensive,[],1631103,,,1610612759,38,47,2023-02-11T01:02:20Z,2570000,False,,,0,,M. Branham REBOUND (Off:1 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,,,261.0,2.0,1.0,1.0,,,,,,,,,,,,,,
263,PT04M49.00S,2023-02-11T00:54:50.6Z,2,REGULAR,foul,personal,[],1631093,,,1610612759,38,47,2023-02-11T00:55:01Z,2580000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1631103]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1628954.0,1.0,0.0,Branham,1631103.0,,,,
265,PT04M49.00S,2023-02-11T00:54:56.4Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,38,47,2023-02-11T00:54:59Z,2600000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M49.00S,2023-02-11T00:54:56.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612759,38,47,2023-02-11T00:54:59Z,2610000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M42.00S,2023-02-11T00:55:18.4Z,2,REGULAR,foul,personal,[],1630587,,,1610612759,38,47,2023-02-11T00:55:38Z,2620000,False,,,0,,I. Livers personal FOUL (1 PF),"[1630587, 1629676]",1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1151.0,1.0,0.0,Roby,1629676.0,,,,
269,PT04M42.00S,2023-02-11T00:55:28.0Z,2,REGULAR,substitution,out,[],1631105,,,1610612759,38,47,2023-02-11T00:55:38Z,2640000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M42.00S,2023-02-11T00:55:28.0Z,2,REGULAR,substitution,out,[],203585,,,1610612759,38,47,2023-02-11T00:55:38Z,2650000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M42.00S,2023-02-11T00:55:28.0Z,2,REGULAR,substitution,in,[],1630165,,,1610612759,38,47,2023-02-11T00:55:38Z,2660000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M42.00S,2023-02-11T00:55:28.0Z,2,REGULAR,substitution,in,[],1630191,,,1610612759,38,47,2023-02-11T00:55:38Z,2670000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M34.00S,2023-02-11T00:55:55.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628984,20.97568988173456,78.18627450980392,1610612759,38,47,2023-02-11T00:55:59Z,2680000,False,-141.0,145.0,1,left,MISS D. Graham 20' pullup Shot,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left Center,20.2,Missed,,,,,,,,,,,,,,,,,,
274,PT04M31.00S,2023-02-11T00:55:58.2Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,38,47,2023-02-11T00:55:59Z,2690000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,273.0,1.0,1.0,0.0,,,,,,,,,,,,,,
275,PT04M17.00S,2023-02-11T00:56:12.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.32917214191852,56.86274509803921,1610612765,40,47,2023-02-11T01:05:01Z,2700000,False,34.0,20.0,1,right,B. Bogdanovic driving Layup (8 PTS) (I. Livers 1 AST),"[202711, 1630587]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,8.0,I. Livers,1630587.0,1.0,,,,,,,,,
277,PT04M08.00S,2023-02-11T00:56:21.9Z,2,REGULAR,2pt,Jump Shot,[],1629676,18.922470433639948,24.850643382352942,1610612759,40,47,2023-02-11T00:56:46Z,2720000,False,126.0,125.0,1,left,MISS I. Roby 17' pullup Shot,[1629676],1610612759.0,SAS,pullup,,,Roby,I. Roby,,,,,Mid-Range,16-24 Right Center,17.76,Missed,,,,,,,,,,,,,,,,,,
278,PT04M05.00S,2023-02-11T00:56:24.9Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,40,47,2023-02-11T00:56:25Z,2730000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,277.0,1.0,1.0,0.0,,,,,,,,,,,,,,
279,PT03M59.00S,2023-02-11T00:56:30.8Z,2,REGULAR,3pt,Jump Shot,[],1631093,85.49605781865965,98.52941176470588,1610612765,40,47,2023-02-11T01:05:24Z,2740000,False,243.0,84.0,1,right,MISS J. Ivey 25' step back 3PT,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,25.67,Missed,,,,,,,,,,,,,,,,,,
280,PT03M58.00S,2023-02-11T00:56:31.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,40,47,2023-02-11T00:56:37Z,2750000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,279.0,,,,,,,,,,,,,,,,,
282,PT03M49.00S,2023-02-11T00:56:49.1Z,2,REGULAR,3pt,Jump Shot,[],1631103,33.196452036793694,46.32352941176471,1610612759,40,47,2023-02-11T01:05:44Z,2770000,False,18.0,260.0,1,left,MISS M. Branham 26' pullup 3PT,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
