actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT05M04.00S,2023-02-11T00:23:38.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629676,7.227332457293036,31.809129901960787,1610612759,9,17,2023-02-11T00:29:04Z,850000,False,91.0,15.0,1,left,I. Roby 9' turnaround Jump Shot (2 PTS),[1629676],1610612759.0,SAS,turnaround,,,Roby,I. Roby,,,,,Mid-Range,8-16 Right,9.23,Made,,,,,,2.0,,,,,,,,,,,,
86,PT05M04.00S,2023-02-11T00:23:53.2Z,1,REGULAR,foul,personal,['1freethrow'],1631105,,,1610612759,9,17,2023-02-11T00:23:59Z,860000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Roby 1 FT),"[1631105, 1629676]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1830.0,1.0,0.0,Roby,1629676.0,,,,
88,PT05M04.00S,2023-02-11T00:24:01.6Z,1,REGULAR,substitution,out,[],1631093,,,1610612759,9,17,2023-02-11T00:24:49Z,880000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M04.00S,2023-02-11T00:24:01.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612759,9,17,2023-02-11T00:24:49Z,890000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M04.00S,2023-02-11T00:24:01.6Z,1,REGULAR,substitution,in,[],1628977,,,1610612759,9,17,2023-02-11T00:24:49Z,900000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M04.00S,2023-02-11T00:24:01.6Z,1,REGULAR,substitution,in,[],202692,,,1610612759,9,17,2023-02-11T00:24:49Z,910000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M04.00S,2023-02-11T00:24:21.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629676,,,1610612759,9,18,2023-02-11T00:24:21Z,920000,False,,,0,,I. Roby Free Throw 1 of 1 (3 PTS),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
93,PT04M47.00S,2023-02-11T00:24:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.80354796320631,55.392156862745104,1610612765,9,18,2023-02-11T00:24:50Z,930000,False,27.0,25.0,1,right,MISS J. Duren Layup,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2023-02-11T00:24:42.1Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,9,18,2023-02-11T00:30:20Z,940000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,,
95,PT04M46.00S,2023-02-11T00:24:49.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,94.40999984741211,50.0,1610612765,9,18,2023-02-11T00:30:36Z,950000,False,0.0,0.0,1,right,MISS J. Duren tip DUNK,[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
96,PT04M44.00S,2023-02-11T00:24:51.0Z,1,REGULAR,rebound,offensive,[],202692,,,1610612765,9,18,2023-02-11T00:30:28Z,960000,False,,,0,,A. Burks REBOUND (Off:1 Def:0),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,,,
97,PT04M40.00S,2023-02-11T00:24:51.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,89.56964520367937,93.87254901960785,1610612765,12,18,2023-02-11T00:31:27Z,970000,False,219.0,46.0,1,right,A. Burks 3PT pullup (3 PTS),[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,22.41,Made,,,,,,3.0,,,,,,,,,,,,
98,PT04M31.00S,2023-02-11T00:25:05.2Z,1,REGULAR,foul,personal,[],202692,,,1610612759,12,18,2023-02-11T00:25:16Z,980000,False,,,0,,A. Burks personal FOUL (1 PF),"[202692, 1628380]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,1628954.0,1.0,0.0,Collins,1628380.0,,,,
100,PT04M31.00S,2023-02-11T00:25:16.9Z,1,REGULAR,substitution,out,[],1629676,,,1610612759,12,18,2023-02-11T00:25:24Z,1000000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2023-02-11T00:25:16.9Z,1,REGULAR,substitution,out,[],1631103,,,1610612759,12,18,2023-02-11T00:25:24Z,1010000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2023-02-11T00:25:16.9Z,1,REGULAR,substitution,in,[],1628984,,,1610612759,12,18,2023-02-11T00:25:24Z,1020000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2023-02-11T00:25:16.9Z,1,REGULAR,substitution,in,[],1631230,,,1610612759,12,18,2023-02-11T00:25:24Z,1030000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M26.00S,2023-02-11T00:25:31.7Z,1,REGULAR,turnover,lost ball,[],1626169,,,1610612759,12,18,2023-02-11T00:25:36Z,1040000,False,,,0,,S. Johnson lost ball TURNOVER (1 TO),"[1626169, 1630165]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,,,,,,Hayes,1630165.0
105,PT04M26.00S,2023-02-11T00:25:31.7Z,1,REGULAR,steal,,[],1630165,,,1610612765,12,18,2023-02-11T00:25:34Z,1050000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
106,PT04M22.00S,2023-02-11T00:25:36.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612765,12,18,2023-02-11T00:25:48Z,1060000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Diallo 2 FT),"[1631230, 1628977]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1830.0,1.0,0.0,Diallo,1628977.0,,,,
108,PT04M22.00S,2023-02-11T00:26:10.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628977,,,1610612765,13,18,2023-02-11T00:26:36Z,1080000,False,,,0,,H. Diallo Free Throw 1 of 2 (1 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
109,PT04M22.00S,2023-02-11T00:26:11.7Z,1,REGULAR,substitution,out,[],1628380,,,1610612765,13,18,2023-02-11T00:26:17Z,1090000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M22.00S,2023-02-11T00:26:11.7Z,1,REGULAR,substitution,in,[],203476,,,1610612765,13,18,2023-02-11T00:26:17Z,1100000,False,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M22.00S,2023-02-11T00:26:10.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628977,,,1610612765,13,18,2023-02-11T00:26:36Z,1110000,False,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
112,PT04M19.00S,2023-02-11T00:26:13.7Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612759,13,18,2023-02-11T00:26:36Z,1120000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT04M11.00S,2023-02-11T00:26:43.7Z,1,REGULAR,2pt,Jump Shot,[],203926,4.28712220762155,73.2843137254902,1610612759,13,18,2023-02-11T00:26:50Z,1130000,False,-116.0,-12.0,1,left,MISS D. McDermott 11' floating Shot,[203926],1610612759.0,SAS,floating,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Left,11.7,Missed,,,,,,,,,,,,,,,,,,
114,PT04M07.00S,2023-02-11T00:26:47.8Z,1,REGULAR,rebound,offensive,[],203476,,,1610612759,13,18,2023-02-11T00:26:47Z,1140000,False,,,0,,G. Dieng REBOUND (Off:1 Def:0),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Mid-Range,8-16 Left,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,,
115,PT03M59.00S,2023-02-11T00:26:56.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,32.013797634691194,67.8921568627451,1610612759,13,21,2023-02-11T00:34:21Z,1150000,False,-89.0,248.0,1,left,D. Graham 26' 3PT pullup (3 PTS) (D. McDermott 1 AST),"[1628984, 203926]",1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,26.4,Made,,,,,,3.0,D. McDermott,203926.0,1.0,,,,,,,,,
116,PT03M39.00S,2023-02-11T00:27:14.9Z,1,REGULAR,3pt,Jump Shot,[],202711,74.45795006570303,15.196078431372548,1610612765,13,21,2023-02-11T00:27:19Z,1160000,False,-174.0,188.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
117,PT03M37.00S,2023-02-11T00:27:16.9Z,1,REGULAR,rebound,offensive,[],202692,,,1610612765,13,21,2023-02-11T00:27:19Z,1170000,False,,,0,,A. Burks REBOUND (Off:2 Def:0),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,116.0,2.0,0.0,2.0,,,,,,,,,,,,,,
118,PT03M33.00S,2023-02-11T00:27:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,92.85479632063075,45.83333333333333,1610612765,15,21,2023-02-11T00:27:29Z,1180000,False,-21.0,15.0,1,right,B. Bogdanovic cutting Layup (6 PTS) (K. Hayes 2 AST),"[202711, 1630165]",1610612765.0,DET,cutting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,6.0,K. Hayes,1630165.0,2.0,,,,,,,,,
120,PT03M33.00S,2023-02-11T00:27:29.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,15,21,2023-02-11T00:27:29Z,1200000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M33.00S,2023-02-11T00:28:38.0Z,1,REGULAR,substitution,out,[],1631105,,,1610612759,15,21,2023-02-11T00:30:06Z,1210000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M33.00S,2023-02-11T00:28:38.0Z,1,REGULAR,substitution,in,[],1630191,,,1610612759,15,21,2023-02-11T00:30:06Z,1220000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M26.00S,2023-02-11T00:30:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,7.178055190538765,56.61764705882353,1610612759,15,23,2023-02-11T00:37:44Z,1230000,False,-33.0,15.0,1,left,S. Johnson driving Layup (2 PTS),[1626169],1610612759.0,SAS,driving,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,2.0,,,,,,,,,,,,
124,PT03M11.00S,2023-02-11T00:30:36.1Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612765,15,23,2023-02-11T00:30:44Z,1240000,False,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1626169]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,,,,Johnson,1626169.0
125,PT03M11.00S,2023-02-11T00:30:36.1Z,1,REGULAR,steal,,[],1626169,,,1610612759,15,23,2023-02-11T00:30:38Z,1250000,False,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
126,PT03M08.00S,2023-02-11T00:30:39.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626169,7.835085413929041,51.71568627450981,1610612759,15,23,2023-02-11T00:38:21Z,1260000,False,-9.0,21.0,1,left,MISS S. Johnson running Layup,[1626169],1610612759.0,SAS,running,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
127,PT03M07.00S,2023-02-11T00:30:40.7Z,1,REGULAR,rebound,offensive,[],1628984,,,1610612759,15,23,2023-02-11T00:38:21Z,1270000,False,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,,,126.0,1.0,0.0,1.0,,,,,,,,,,,,,,
128,PT03M07.00S,2023-02-11T00:30:44.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628984,5.590000152587891,50.0,1610612759,15,25,2023-02-11T00:38:26Z,1280000,False,0.0,0.0,1,left,D. Graham tip Layup (5 PTS),[1628984],1610612759.0,SAS,tip,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,5.0,,,,,,,,,,,,
129,PT02M56.00S,2023-02-11T00:30:55.3Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,15,25,2023-02-11T00:31:30Z,1290000,False,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 203926]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1830.0,1.0,0.0,McDermott,203926.0,,,,
131,PT02M56.00S,2023-02-11T00:30:55.3Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,15,25,2023-02-11T00:30:55Z,1310000,False,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,1830.0,,,,,,,,
132,PT02M44.00S,2023-02-11T00:31:23.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,31.750985545335087,64.70588235294117,1610612759,15,25,2023-02-11T00:31:33Z,1320000,False,-74.0,246.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
133,PT02M40.00S,2023-02-11T00:31:26.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,15,25,2023-02-11T00:31:26Z,1330000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,132.0,3.0,3.0,0.0,,,,,,,,,,,,,,
134,PT02M36.00S,2023-02-11T00:31:30.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,68.54467805519053,60.78431372549019,1610612765,15,25,2023-02-11T00:39:32Z,1340000,False,54.0,243.0,1,right,MISS B. Bogdanovic 24' running pullup 3PT,[202711],1610612765.0,DET,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2023-02-11T00:31:30.8Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612759,15,25,2023-02-11T00:31:38Z,1350000,False,,,0,,D. Barlow REBOUND (Off:0 Def:2),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,,
136,PT02M15.00S,2023-02-11T00:31:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,8.229303547963205,44.6078431372549,1610612759,15,25,2023-02-11T00:40:10Z,1360000,False,27.0,25.0,1,left,MISS D. Graham driving finger roll Layup - blocked,"[1628984, 1630191]",1610612759.0,SAS,driving finger roll,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,Stewart,1630191.0,,
137,PT02M15.00S,2023-02-11T00:31:51.9Z,1,REGULAR,block,,[],1630191,,,1610612759,15,25,2023-02-11T00:31:54Z,1370000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M12.00S,2023-02-11T00:31:54.9Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612759,15,25,2023-02-11T00:31:56Z,1380000,False,,,0,,D. Barlow REBOUND (Off:1 Def:2),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,136.0,3.0,2.0,1.0,,,,,,,,,,,,,,
139,PT02M07.00S,2023-02-11T00:31:59.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203476,25.969119579500656,15.196078431372548,1610612759,15,28,2023-02-11T00:32:04Z,1390000,False,174.0,192.0,1,left,G. Dieng 25' 3PT  (3 PTS) (D. Barlow 1 AST),"[203476, 1631230]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Right Center,25.88,Made,,,,,,3.0,D. Barlow,1631230.0,1.0,,,,,,,,,
141,PT01M54.00S,2023-02-11T00:32:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628977,87.86136662286465,72.30392156862744,1610612765,17,28,2023-02-11T00:32:19Z,1410000,False,112.0,62.0,1,right,H. Diallo 12' pullup Jump Shot (3 PTS) (K. Hayes 3 AST),"[1628977, 1630165]",1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Right,12.74,Made,,,,,,3.0,K. Hayes,1630165.0,3.0,,,,,,,,,
142,PT01M35.00S,2023-02-11T00:32:32.0Z,1,REGULAR,3pt,Jump Shot,[],203926,6.652431011826544,95.58823529411765,1610612759,17,28,2023-02-11T00:32:36Z,1420000,False,-228.0,10.0,1,left,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
143,PT01M32.00S,2023-02-11T00:32:35.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,17,28,2023-02-11T00:32:36Z,1430000,False,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,142.0,4.0,4.0,0.0,,,,,,,,,,,,,,
144,PT01M24.00S,2023-02-11T00:32:47.0Z,1,REGULAR,turnover,traveling,[],1630165,,,1610612765,17,28,2023-02-11T00:32:52Z,1440000,False,,,0,,K. Hayes traveling TURNOVER (1 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,,,1628954.0,,,,,,,,
145,PT01M24.00S,2023-02-11T00:32:53.2Z,1,REGULAR,substitution,out,[],1630165,,,1610612759,17,28,2023-02-11T00:32:58Z,1450000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M24.00S,2023-02-11T00:32:53.2Z,1,REGULAR,substitution,out,[],202711,,,1610612759,17,28,2023-02-11T00:32:58Z,1460000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M24.00S,2023-02-11T00:32:53.2Z,1,REGULAR,substitution,in,[],202709,,,1610612759,17,28,2023-02-11T00:32:58Z,1470000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M24.00S,2023-02-11T00:32:53.2Z,1,REGULAR,substitution,in,[],1630587,,,1610612759,17,28,2023-02-11T00:32:58Z,1480000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M08.00S,2023-02-11T00:33:26.3Z,1,REGULAR,turnover,traveling,[],203476,,,1610612759,17,28,2023-02-11T00:33:34Z,1490000,False,,,0,,G. Dieng traveling TURNOVER (1 TO),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Mid-Range,16-24 Left,,,,,,,1.0,,,,,1830.0,,,,,,,,
150,PT00M59.50S,2023-02-11T00:33:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202692,67.88764783180025,61.274509803921575,1610612765,17,28,2023-02-11T00:42:36Z,1500000,False,56.0,249.0,1,right,MISS A. Burks 25' pullup 3PT,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
151,PT00M59.50S,2023-02-11T00:33:51.9Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612759,17,28,2023-02-11T00:34:47Z,1510000,False,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,150.0,2.0,1.0,1.0,,,,,,,,,,,,,,
152,PT00M43.80S,2023-02-11T00:34:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626169,11.383048620236531,50.98039215686274,1610612759,17,28,2023-02-11T00:42:59Z,1520000,False,-5.0,55.0,1,left,MISS S. Johnson turnaround Hook,[1626169],1610612759.0,SAS,turnaround,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
153,PT00M41.40S,2023-02-11T00:34:10.0Z,1,REGULAR,rebound,offensive,[],203926,,,1610612759,17,28,2023-02-11T00:34:10Z,1530000,False,,,0,,D. McDermott REBOUND (Off:1 Def:0),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,,
154,PT00M37.40S,2023-02-11T00:34:13.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626169,31.225361366622867,43.872549019607845,1610612759,17,28,2023-02-11T00:34:22Z,1540000,False,31.0,241.0,1,left,MISS S. Johnson 24' 3PT,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Center,24.29,Missed,,,,,,,,,,,,,,,,,,
155,PT00M37.40S,2023-02-11T00:34:13.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,17,28,2023-02-11T00:34:22Z,1550000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,154.0,,,,,,,,,,,,,,,,,
157,PT00M27.30S,2023-02-11T00:34:37.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,93.11760840998686,52.69607843137255,1610612765,19,28,2023-02-11T00:43:58Z,1570000,False,13.0,12.0,1,right,I. Stewart cutting DUNK (2 PTS) (C. Joseph 1 AST),"[1630191, 202709]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,2.0,C. Joseph,202709.0,1.0,,,,,,,,,
159,PT00M06.00S,2023-02-11T00:35:01.0Z,1,REGULAR,3pt,Jump Shot,[],1628984,37.00722733245729,39.46078431372549,1610612759,19,28,2023-02-11T00:44:15Z,1590000,False,53.0,295.0,1,left,MISS D. Graham 30' pullup 3PT,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,30.01,Missed,,,,,,,,,,,,,,,,,,
160,PT00M04.60S,2023-02-11T00:35:02.4Z,1,REGULAR,rebound,offensive,[],1626169,,,1610612759,19,28,2023-02-11T00:44:30Z,1600000,False,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Center,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,,,
161,PT00M02.50S,2023-02-11T00:35:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,9.149145860709593,48.529411764705884,1610612759,19,28,2023-02-11T00:44:48Z,1610000,False,7.0,34.0,1,left,MISS D. Barlow Layup,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
162,PT00M02.00S,2023-02-11T00:35:08.7Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612759,19,28,2023-02-11T00:44:48Z,1620000,False,,,0,,D. Barlow REBOUND (Off:2 Def:2),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,161.0,4.0,2.0,2.0,,,,,,,,,,,,,,
163,PT00M00.80S,2023-02-11T00:35:13.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612759,19,28,2023-02-11T00:45:14Z,1630000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612759.0,SAS,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
