actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
327,PT01M08.00S,2023-02-04T01:04:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,9.017739816031538,50.73529411764706,1610612766,66,65,2023-02-04T01:04:30Z,3210000,False,-4.0,32.0,1,left,J. McDaniels floating Jump Shot (8 PTS) (P. Washington 2 AST),"[1629667, 1629023]",1610612766.0,CHA,floating,,,,,,Restricted Area,0-8 Center,3.25,Made,McDaniels,J. McDaniels,,,,,,,,8.0,P. Washington,1629023.0,2.0,,,,,,,,
329,PT01M08.00S,2023-02-04T01:04:29.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202711,,,1610612766,66,65,2023-02-04T01:04:43Z,3230000,False,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (McDaniels 1 FT),"[202711, 1629667]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,200834.0,2.0,0.0,McDaniels,1629667.0,
331,PT01M08.00S,2023-02-04T01:04:50.3Z,2,REGULAR,freethrow,1 of 1,[],1629667,,,1610612766,66,66,2023-02-04T01:04:50Z,3250000,False,,,0,,J. McDaniels Free Throw 1 of 1 (9 PTS),[1629667],1610612766.0,CHA,,,,,,,,,,Made,McDaniels,J. McDaniels,,,,,,,,9.0,,,,,,,,,,,
332,PT00M53.50S,2023-02-04T01:05:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,93.51182654402102,55.392156862745104,1610612765,68,66,2023-02-04T01:05:17Z,3260000,False,27.0,8.0,1,right,A. Burks driving Layup (5 PTS),[202692],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.83,Made,Burks,A. Burks,,,,,,,,5.0,,,,,,,,,,,
333,PT00M53.50S,2023-02-04T01:05:14.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626179,,,1610612765,68,66,2023-02-04T01:05:23Z,3270000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Burks 1 FT),"[1626179, 202692]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,,,Rozier,T. Rozier,,,,,,,,,,,,,,200834.0,1.0,0.0,Burks,202692.0,
335,PT00M53.50S,2023-02-04T01:05:59.1Z,2,REGULAR,freethrow,1 of 1,[],202692,,,1610612765,69,66,2023-02-04T01:05:59Z,3290000,False,,,0,,A. Burks Free Throw 1 of 1 (6 PTS),[202692],1610612765.0,DET,,,,,,,,,,Made,Burks,A. Burks,,,,,,,,6.0,,,,,,,,,,,
336,PT00M33.60S,2023-02-04T01:06:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,5.863994743758213,47.549019607843135,1610612766,69,68,2023-02-04T01:06:27Z,3300000,False,12.0,3.0,1,left,T. Rozier driving Layup (13 PTS),[1626179],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,1.26,Made,Rozier,T. Rozier,,,,,,,,13.0,,,,,,,,,,,
347,PT00M30.10S,2023-02-04T01:06:58.5Z,2,REGULAR,turnover,lost ball,[],1630165,,,1610612765,69,68,2023-02-04T02:13:22Z,3305000,False,,,0,,K. Hayes lost ball TURNOVER (3 TO),"[1630165, 1626179]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Hayes,K. Hayes,,,,,3.0,Rozier,1626179.0,,,,,,,,,,,,
348,PT00M30.10S,2023-02-04T01:06:58.5Z,2,REGULAR,steal,,[],1626179,,,1610612766,69,68,2023-02-04T01:08:49Z,3307500,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Center,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
337,PT00M29.60S,2023-02-04T01:07:35.9Z,2,REGULAR,jumpball,recovered,[],1626179,,,1610612766,69,68,2023-02-04T02:13:33Z,3310000,False,,,0,,Jump Ball T. Rozier vs. I. Stewart: Tip to T. Rozier,"[1626179, 1626179, 1630191]",1610612766.0,CHA,heldball,T. Rozier,Rozier,1626179.0,Stewart,1630191.0,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,1626179.0
342,PT00M08.90S,2023-02-04T01:07:52.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,18.873193166885677,36.27450980392157,1610612766,69,68,2023-02-04T01:07:56Z,3360000,False,69.0,125.0,1,left,MISS L. Ball 14' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,,,,In The Paint (Non-RA),8-16 Center,14.25,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
343,PT00M06.50S,2023-02-04T01:07:54.3Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,69,68,2023-02-04T01:07:54Z,3370000,False,,,0,,S. Bey REBOUND (Off:2 Def:2),[1630180],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bey,S. Bey,342.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
344,PT00M00.00S,2023-02-04T01:08:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.11760840998686,54.65686274509803,1610612765,69,68,2023-02-04T01:08:07Z,3380000,False,23.0,12.0,1,right,MISS I. Stewart driving Layup,[1630191],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.63,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
345,PT00M00.00S,2023-02-04T01:08:02.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,69,68,2023-02-04T01:08:07Z,3390000,False,,,0,,L. Ball REBOUND (Off:0 Def:6),[1630163],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Ball,L. Ball,344.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
346,PT00M00.00S,2023-02-04T01:08:09.1Z,2,REGULAR,period,end,[],0,,,1610612766,69,68,2023-02-04T01:08:09Z,3400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,out,['startperiod'],1630165,,,1610612766,69,68,2023-02-04T01:23:26Z,3410000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,out,['startperiod'],1630180,,,1610612766,69,68,2023-02-04T01:23:26Z,3420000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,69,68,2023-02-04T01:23:26Z,3430000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,out,['startperiod'],1631109,,,1610612766,69,68,2023-02-04T01:23:26Z,3440000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612766,69,68,2023-02-04T01:23:26Z,3450000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,in,['startperiod'],1631093,,,1610612766,69,68,2023-02-04T01:23:26Z,3460000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612766,69,68,2023-02-04T01:23:26Z,3470000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2023-02-04T01:23:01.7Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,69,68,2023-02-04T01:23:26Z,3480000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2023-02-04T01:23:22.9Z,3,REGULAR,period,start,[],0,,,1610612765,69,68,2023-02-04T01:23:26Z,3490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M46.00S,2023-02-04T01:23:40.7Z,3,REGULAR,turnover,double dribble,[],1631105,,,1610612765,69,68,2023-02-04T01:23:47Z,3500000,False,,,0,,J. Duren double dribble TURNOVER (4 TO),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,,,,,4.0,,,,,,,,,2005.0,,,,,
359,PT11M29.00S,2023-02-04T01:24:03.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,89.30683311432325,58.82352941176471,1610612766,69,70,2023-02-04T01:24:15Z,3510000,False,44.0,48.0,1,right,T. Rozier 6' driving floating Jump Shot (15 PTS) (P. Washington 3 AST),"[1626179, 1629023]",1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,Rozier,T. Rozier,,,,,,,,15.0,P. Washington,1629023.0,3.0,,,,,,,,
361,PT11M11.00S,2023-02-04T01:24:21.3Z,3,REGULAR,3pt,Jump Shot,[],1630191,6.783837056504599,97.05882352941177,1610612765,69,70,2023-02-04T01:24:26Z,3530000,False,-235.0,11.0,1,left,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.56,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
362,PT11M09.00S,2023-02-04T01:24:23.3Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,69,70,2023-02-04T01:24:26Z,3540000,False,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Rozier,T. Rozier,361.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
363,PT11M00.00S,2023-02-04T01:24:32.0Z,3,REGULAR,3pt,Jump Shot,[],1630163,69.07030223390277,12.009803921568627,1610612766,69,70,2023-02-04T01:24:38Z,3550000,False,-190.0,238.0,1,right,MISS L. Ball 30' 3PT,[1630163],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,30.47,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
364,PT10M55.00S,2023-02-04T01:24:37.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,69,70,2023-02-04T01:25:35Z,3560000,False,,,0,,I. Stewart REBOUND (Off:2 Def:6),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Stewart,I. Stewart,363.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
365,PT10M47.00S,2023-02-04T01:24:45.1Z,3,REGULAR,3pt,Jump Shot,[],1631093,30.831143232588698,22.30392156862745,1610612765,72,70,2023-02-04T01:25:50Z,3570000,False,138.0,237.0,1,left,J. Ivey 27' 3PT pullup (16 PTS),[1631093],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,27.48,Made,Ivey,J. Ivey,,,,,,,,16.0,,,,,,,,,,,
366,PT10M31.00S,2023-02-04T01:25:05.8Z,3,REGULAR,turnover,traveling,[],202330,,,1610612766,72,70,2023-02-04T01:25:12Z,3580000,False,,,0,,G. Hayward traveling TURNOVER (2 TO),[202330],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hayward,G. Hayward,,,,,2.0,,,,,,,,,203593.0,,,,,
367,PT10M12.00S,2023-02-04T01:25:34.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202711,11.251642575558476,49.26470588235294,1610612765,72,70,2023-02-04T01:26:49Z,3590000,False,4.0,53.0,1,left,MISS B. Bogdanovic turnaround Shot,[202711],1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
368,PT10M12.00S,2023-02-04T01:25:34.6Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,72,70,2023-02-04T01:25:50Z,3600000,False,,,0,,J. Duren REBOUND (Off:1 Def:6),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,367.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
369,PT10M04.00S,2023-02-04T01:25:42.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202692,4.812746386333772,46.568627450980394,1610612765,74,70,2023-02-04T01:25:53Z,3610000,False,17.0,-7.0,1,left,A. Burks driving Layup (8 PTS) (J. Ivey 5 AST),"[202692, 1631093]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.87,Made,Burks,A. Burks,,,,,,,,8.0,J. Ivey,1631093.0,5.0,,,,,,,,
371,PT09M51.00S,2023-02-04T01:25:55.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,91.93495400788436,2.941176470588235,1610612766,74,70,2023-02-04T01:26:00Z,3630000,False,-235.0,23.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,23.65,Missed,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
372,PT09M48.00S,2023-02-04T01:25:58.6Z,3,REGULAR,rebound,defensive,[],202692,,,1610612765,74,70,2023-02-04T01:26:00Z,3640000,False,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Burks,A. Burks,371.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
373,PT09M48.00S,2023-02-04T01:26:03.4Z,3,REGULAR,turnover,out-of-bounds,[],202692,,,1610612765,74,70,2023-02-04T01:26:12Z,3650000,False,,,0,,A. Burks lost ball out-of-bounds TURNOVER (1 TO),[202692],1610612765.0,DET,lost ball,,,,,,In The Paint (Non-RA),8-16 Center,,,Burks,A. Burks,,,,,1.0,,,,,,,,,200834.0,,,,,
374,PT09M41.00S,2023-02-04T01:26:28.2Z,3,REGULAR,foul,personal,['2freethrow'],202711,,,1610612766,74,70,2023-02-04T01:26:35Z,3660000,False,,,0,,B. Bogdanovic shooting personal FOUL (3 PF) (Ball 2 FT),"[202711, 1630163]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,2005.0,3.0,0.0,Ball,1630163.0,
376,PT09M41.00S,2023-02-04T01:26:53.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630163,,,1610612766,74,71,2023-02-04T01:26:53Z,3680000,False,,,0,,L. Ball Free Throw 1 of 2 (16 PTS),[1630163],1610612766.0,CHA,,,,,,,,,,Made,Ball,L. Ball,,,,,,,,16.0,,,,,,,,,,,
377,PT09M41.00S,2023-02-04T01:27:10.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630163,,,1610612766,74,72,2023-02-04T01:27:10Z,3690000,False,,,0,,L. Ball Free Throw 2 of 2 (17 PTS),[1630163],1610612766.0,CHA,,,,,,,,,,Made,Ball,L. Ball,,,,,,,,17.0,,,,,,,,,,,
378,PT09M30.00S,2023-02-04T01:27:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.258212877792378,46.568627450980394,1610612765,76,72,2023-02-04T01:27:29Z,3700000,False,17.0,6.0,1,left,J. Ivey driving Layup (18 PTS),[1631093],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.83,Made,Ivey,J. Ivey,,,,,,,,18.0,,,,,,,,,,,
379,PT09M21.00S,2023-02-04T01:27:31.9Z,3,REGULAR,3pt,Jump Shot,[],1630163,66.5735873850197,13.480392156862745,1610612766,76,75,2023-02-04T01:27:38Z,3710000,False,-183.0,262.0,1,right,L. Ball 31' 3PT  (20 PTS) (G. Hayward 1 AST),"[1630163, 202330]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,31.91,Made,Ball,L. Ball,,,,,,,,20.0,G. Hayward,202330.0,1.0,,,,,,,,
381,PT09M00.00S,2023-02-04T01:27:52.9Z,3,REGULAR,3pt,Jump Shot,[],202692,30.56833114323259,23.774509803921568,1610612765,76,75,2023-02-04T01:27:56Z,3730000,False,131.0,235.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.89,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
382,PT08M58.00S,2023-02-04T01:27:55.3Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,76,75,2023-02-04T01:27:55Z,3740000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Hayward,G. Hayward,381.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
383,PT08M50.00S,2023-02-04T01:28:03.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,87.46714848883047,47.30392156862745,1610612766,76,77,2023-02-04T01:28:08Z,3750000,False,-13.0,65.0,1,right,G. Hayward 6' driving floating Jump Shot (12 PTS) (L. Ball 5 AST),"[202330, 1630163]",1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,Hayward,G. Hayward,,,,,,,,12.0,L. Ball,1630163.0,5.0,,,,,,,,
385,PT08M33.00S,2023-02-04T01:28:20.1Z,3,REGULAR,turnover,lost ball,[],202711,,,1610612765,76,77,2023-02-04T01:28:23Z,3770000,False,,,0,,B. Bogdanovic lost ball TURNOVER (2 TO),"[202711, 202330]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Bogdanovic,B. Bogdanovic,,,,,2.0,Hayward,202330.0,,,,,,,,,,,,
386,PT08M33.00S,2023-02-04T01:28:20.1Z,3,REGULAR,steal,,[],202330,,,1610612766,76,77,2023-02-04T01:28:22Z,3780000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Center,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
387,PT08M29.00S,2023-02-04T01:28:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,93.64323258869908,53.92156862745098,1610612766,76,79,2023-02-04T01:28:31Z,3790000,False,20.0,7.0,1,right,T. Rozier Layup (17 PTS) (L. Ball 6 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,2.09,Made,Rozier,T. Rozier,,,,,,,,17.0,L. Ball,1630163.0,6.0,,,,,,,,
389,PT08M29.00S,2023-02-04T01:28:31.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,76,79,2023-02-04T01:28:31Z,3810000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M15.00S,2023-02-04T01:31:35.5Z,3,REGULAR,3pt,Jump Shot,[],202692,30.17411300919842,18.872549019607842,1610612765,76,79,2023-02-04T01:31:39Z,3820000,False,156.0,231.0,1,left,MISS A. Burks 27' pullup 3PT,[202692],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,27.86,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
391,PT08M13.00S,2023-02-04T01:31:37.8Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,76,79,2023-02-04T01:31:37Z,3830000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Plumlee,M. Plumlee,390.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
392,PT07M58.00S,2023-02-04T01:31:52.3Z,3,REGULAR,3pt,Jump Shot,[],1629023,67.62483574244416,66.91176470588235,1610612766,76,79,2023-02-04T01:31:57Z,3840000,False,85.0,252.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,26.56,Missed,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
393,PT07M56.00S,2023-02-04T01:31:54.7Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,76,79,2023-02-04T01:31:54Z,3850000,False,,,0,,I. Stewart REBOUND (Off:2 Def:7),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Stewart,I. Stewart,392.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
394,PT07M44.00S,2023-02-04T01:32:07.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,8.623521681997373,51.225490196078425,1610612765,78,79,2023-02-04T01:32:12Z,3860000,False,-6.0,29.0,1,left,J. Duren Hook (8 PTS) (I. Stewart 4 AST),"[1631105, 1630191]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.92,Made,Duren,J. Duren,,,,,,,,8.0,I. Stewart,1630191.0,4.0,,,,,,,,
396,PT07M24.00S,2023-02-04T01:32:26.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,88.25558475689881,53.431372549019606,1610612766,78,79,2023-02-04T01:32:33Z,3880000,False,17.0,58.0,1,right,MISS P. Washington 6' floating Shot,[1629023],1610612766.0,CHA,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
397,PT07M22.00S,2023-02-04T01:32:28.7Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,78,79,2023-02-04T01:32:33Z,3890000,False,,,0,,J. Duren REBOUND (Off:1 Def:7),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,396.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
398,PT07M20.00S,2023-02-04T01:32:33.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,6.389618922470433,45.588235294117645,1610612765,78,79,2023-02-04T01:33:33Z,3900000,False,22.0,8.0,1,left,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.34,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
399,PT07M17.00S,2023-02-04T01:32:36.6Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,78,79,2023-02-04T01:33:33Z,3910000,False,,,0,,I. Stewart REBOUND (Off:3 Def:7),[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Stewart,I. Stewart,398.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
400,PT07M17.00S,2023-02-04T01:32:37.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,78,79,2023-02-04T01:33:46Z,3920000,False,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
401,PT07M15.00S,2023-02-04T01:32:39.1Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,78,79,2023-02-04T01:33:46Z,3930000,False,,,0,,T. Rozier REBOUND (Off:1 Def:3),[1626179],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Rozier,T. Rozier,400.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
402,PT07M08.00S,2023-02-04T01:32:43.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,89.56964520367937,54.166666666666664,1610612766,78,81,2023-02-04T01:32:52Z,3940000,False,21.0,46.0,1,right,T. Rozier floating Jump Shot (19 PTS),[1626179],1610612766.0,CHA,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,Rozier,T. Rozier,,,,,,,,19.0,,,,,,,,,,,
403,PT06M44.00S,2023-02-04T01:33:06.9Z,3,REGULAR,3pt,Jump Shot,[],202711,32.013797634691194,20.34313725490196,1610612765,78,81,2023-02-04T01:33:10Z,3950000,False,148.0,248.0,1,left,MISS B. Bogdanovic 28' 3PT,[202711],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,28.93,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
404,PT06M42.00S,2023-02-04T01:33:08.9Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,78,81,2023-02-04T01:33:10Z,3960000,False,,,0,,L. Ball REBOUND (Off:0 Def:7),[1630163],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Ball,L. Ball,403.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
405,PT06M36.00S,2023-02-04T01:33:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.72339027595268,53.431372549019606,1610612766,78,81,2023-02-04T01:33:19Z,3970000,False,17.0,16.0,1,right,MISS M. Plumlee Layup,[203486],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,2.34,Missed,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
407,PT06M33.00S,2023-02-04T01:33:17.7Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,78,81,2023-02-04T01:33:19Z,3990000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Washington,P. Washington,405.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
408,PT06M33.00S,2023-02-04T01:33:18.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629023,89.43823915900131,49.754901960784316,1610612766,78,81,2023-02-04T01:33:23Z,4000000,False,-1.0,47.0,1,right,MISS P. Washington floating Shot,[1629023],1610612766.0,CHA,floating,,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
409,PT06M32.00S,2023-02-04T01:33:21.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,78,81,2023-02-04T01:33:21Z,4010000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,408.0,,,,,,,,,,,,,,,,,,
