actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
511,PT03M09.00S,2022-11-08T02:05:31.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,80,78,2022-11-08T02:05:31Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,
512,PT03M09.00S,2022-11-08T02:05:32.2Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,80,78,2022-11-08T02:05:38Z,5090000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT03M09.00S,2022-11-08T02:05:32.2Z,3,REGULAR,substitution,in,[],203488,,,1610612760,80,78,2022-11-08T02:05:38Z,5100000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT03M09.00S,2022-11-08T02:05:53.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629026,,,1610612760,80,78,2022-11-08T02:05:53Z,5110000,,,0,,MISS K. Williams Free Throw 2 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
515,PT03M07.00S,2022-11-08T02:05:53.9Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,80,78,2022-11-08T02:05:53Z,5120000,,,0,,I. Stewart REBOUND (Off:3 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,514.0,9.0,6.0,3.0,,,,,,,,,,,,,,
516,PT02M48.00S,2022-11-08T02:06:12.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,5.863994743758213,51.225490196078425,1610612765,80,78,2022-11-08T02:06:16Z,5130000,-6.0,3.0,1,left,MISS I. Stewart Layup - blocked,"[1630191, 203488]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.66,Missed,,,,,,Muscala,203488.0,,,,,,,,,,,
592,PT02M48.00S,2022-11-08T02:06:12.8Z,3,REGULAR,block,,[],203488,,,1610612765,80,78,2022-11-08T02:16:57Z,5135000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
517,PT02M44.00S,2022-11-08T02:06:16.8Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,80,78,2022-11-08T02:06:16Z,5140000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,516.0,3.0,3.0,0.0,,,,,,,,,,,,,,
519,PT02M37.00S,2022-11-08T02:06:32.2Z,3,REGULAR,foul,personal,[],1630595,,,1610612760,80,78,2022-11-08T02:06:58Z,5160000,,,0,,C. Cunningham personal FOUL (3 PF),"[1630595, 1629026]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203592.0,3.0,0.0,Williams,1629026.0,,,,,,
521,PT02M37.00S,2022-11-08T02:06:38.3Z,3,REGULAR,substitution,out,[],1630191,,,1610612760,80,78,2022-11-08T02:06:53Z,5180000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT02M37.00S,2022-11-08T02:06:38.3Z,3,REGULAR,substitution,out,[],202711,,,1610612760,80,78,2022-11-08T02:06:53Z,5190000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT02M37.00S,2022-11-08T02:06:38.3Z,3,REGULAR,substitution,out,[],1629647,,,1610612760,80,78,2022-11-08T02:06:53Z,5200000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT02M37.00S,2022-11-08T02:06:38.3Z,3,REGULAR,substitution,in,[],1630587,,,1610612760,80,78,2022-11-08T02:06:53Z,5210000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT02M37.00S,2022-11-08T02:06:38.3Z,3,REGULAR,substitution,in,[],1631105,,,1610612760,80,78,2022-11-08T02:06:53Z,5220000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT02M37.00S,2022-11-08T02:06:38.3Z,3,REGULAR,substitution,in,[],1631172,,,1610612760,80,78,2022-11-08T02:06:53Z,5230000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT02M24.00S,2022-11-08T02:07:02.4Z,3,REGULAR,2pt,Jump Shot,[],1629026,91.67214191852825,18.872549019607842,1610612760,80,80,2022-11-08T02:07:07Z,5240000,-156.0,26.0,1,right,K. Williams 15' pullup Jump Shot (9 PTS) (S. Gilgeous-Alexander 3 AST),"[1629026, 1628983]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,15.77,Made,,,,,9.0,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,3.0
529,PT02M06.00S,2022-11-08T02:07:20.7Z,3,REGULAR,2pt,Jump Shot,[],1630587,22.421156373193167,38.970588235294116,1610612765,80,80,2022-11-08T02:07:29Z,5260000,55.0,158.0,1,left,MISS I. Livers 16' pullup Shot,[1630587],1610612765.0,DET,pullup,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right Center,16.76,Missed,,,,,,,,,,,,,,,,,,
530,PT02M05.00S,2022-11-08T02:07:21.7Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,80,80,2022-11-08T02:07:51Z,5270000,,,0,,H. Diallo REBOUND (Off:4 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,16-24 Right Center,,,529.0,4.0,0.0,4.0,,,,,,,,,,,,,,
531,PT02M03.00S,2022-11-08T02:07:27.7Z,3,REGULAR,foul,personal,['2freethrow'],203488,,,1610612765,80,80,2022-11-08T02:07:36Z,5280000,,,0,,M. Muscala shooting personal FOUL (2 PF) (Diallo 2 FT),"[203488, 1628977]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627961.0,2.0,0.0,Diallo,1628977.0,,,,,,
533,PT02M03.00S,2022-11-08T02:08:04.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628977,,,1610612765,81,80,2022-11-08T02:14:16Z,5300000,,,0,,H. Diallo Free Throw 1 of 2 (3 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
534,PT02M03.00S,2022-11-08T02:08:08.3Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,81,80,2022-11-08T02:08:15Z,5310000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT02M03.00S,2022-11-08T02:08:08.3Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,81,80,2022-11-08T02:08:15Z,5320000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT02M03.00S,2022-11-08T02:08:04.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628977,,,1610612765,81,80,2022-11-08T02:09:10Z,5330000,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
538,PT02M03.00S,2022-11-08T02:08:04.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,81,80,2022-11-08T02:09:10Z,5340000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,,,
540,PT01M56.00S,2022-11-08T02:08:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.46057818659659,52.20588235294118,1610612760,81,80,2022-11-08T02:15:58Z,5360000,11.0,18.0,1,right,MISS S. Gilgeous-Alexander running Layup - blocked,"[1628983, 1631105]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,Duren,1631105.0,,,,,,,,,,,
541,PT01M56.00S,2022-11-08T02:08:42.9Z,3,REGULAR,block,,[],1631105,,,1610612760,81,80,2022-11-08T02:08:45Z,5370000,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
542,PT01M53.00S,2022-11-08T02:08:45.9Z,3,REGULAR,rebound,offensive,[],1628983,,,1610612760,81,80,2022-11-08T02:08:47Z,5380000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,540.0,6.0,4.0,2.0,,,,,,,,,,,,,,
543,PT01M51.00S,2022-11-08T02:08:46.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203488,70.12155059132719,25.245098039215684,1610612760,81,83,2022-11-08T02:08:54Z,5390000,-124.0,228.0,1,right,M. Muscala 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 4 AST),"[203488, 1628983]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,25.98,Made,,,,,3.0,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,4.0
545,PT01M38.00S,2022-11-08T02:09:04.2Z,3,REGULAR,foul,personal,['2freethrow'],203488,,,1610612765,81,83,2022-11-08T02:09:10Z,5410000,,,0,,M. Muscala shooting personal FOUL (3 PF) (Diallo 2 FT),"[203488, 1628977]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,3.0,0.0,Diallo,1628977.0,,,,,,
547,PT01M38.00S,2022-11-08T02:09:24.8Z,3,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,82,83,2022-11-08T02:13:00Z,5430000,,,0,,H. Diallo Free Throw 1 of 2 (4 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
548,PT01M38.00S,2022-11-08T02:09:24.8Z,3,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,83,83,2022-11-08T02:13:29Z,5440000,,,0,,H. Diallo Free Throw 2 of 2 (5 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
549,PT01M23.00S,2022-11-08T02:09:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,88.91261498028909,39.950980392156865,1610612760,83,83,2022-11-08T02:09:59Z,5450000,-50.0,52.0,1,right,MISS S. Gilgeous-Alexander 7' Layup,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
550,PT01M21.00S,2022-11-08T02:09:58.0Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,83,83,2022-11-08T02:09:59Z,5460000,,,0,,C. Cunningham REBOUND (Off:1 Def:8),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,549.0,9.0,8.0,1.0,,,,,,,,,,,,,,
551,PT01M15.00S,2022-11-08T02:10:03.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.046649145860711,50.73529411764706,1610612765,83,83,2022-11-08T02:17:52Z,5470000,-4.0,14.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,,
552,PT01M14.00S,2022-11-08T02:10:05.1Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,83,83,2022-11-08T02:10:05Z,5480000,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,551.0,2.0,1.0,1.0,,,,,,,,,,,,,,
553,PT01M13.00S,2022-11-08T02:10:07.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631105,5.995400788436268,47.30392156862745,1610612765,83,83,2022-11-08T02:18:41Z,5490000,13.0,4.0,1,left,MISS J. Duren turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
554,PT01M11.00S,2022-11-08T02:10:08.7Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,83,83,2022-11-08T02:10:08Z,5500000,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,553.0,3.0,1.0,2.0,,,,,,,,,,,,,,
555,PT01M10.00S,2022-11-08T02:10:11.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612765,83,83,2022-11-08T02:10:25Z,5510000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Duren 2 FT),"[1628983, 1631105]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,1.0,1.0,Duren,1631105.0,,,,,,
557,PT01M10.00S,2022-11-08T02:10:43.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,84,83,2022-11-08T02:10:43Z,5530000,,,0,,J. Duren Free Throw 1 of 2 (5 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
558,PT01M10.00S,2022-11-08T02:11:01.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,84,83,2022-11-08T02:11:01Z,5540000,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
559,PT01M07.00S,2022-11-08T02:11:03.0Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,84,83,2022-11-08T02:11:03Z,5550000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,558.0,2.0,2.0,0.0,,,,,,,,,,,,,,
561,PT00M56.70S,2022-11-08T02:11:26.4Z,3,REGULAR,3pt,Jump Shot,[],1630544,73.27529566360053,83.57843137254902,1610612760,84,83,2022-11-08T02:11:32Z,5570000,168.0,199.0,1,right,MISS T. Mann 26' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
562,PT00M52.80S,2022-11-08T02:11:30.3Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,84,83,2022-11-08T02:11:32Z,5580000,,,0,,H. Diallo REBOUND (Off:4 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,561.0,5.0,1.0,4.0,,,,,,,,,,,,,,
563,PT00M44.40S,2022-11-08T02:11:38.7Z,3,REGULAR,3pt,Jump Shot,[],1630595,36.61300919842313,45.09803921568628,1610612765,84,83,2022-11-08T02:20:04Z,5590000,25.0,292.0,1,left,MISS C. Cunningham 29' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,29.27,Missed,,,,,,,,,,,,,,,,,,
564,PT00M41.60S,2022-11-08T02:11:41.5Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,84,83,2022-11-08T02:11:44Z,5600000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,563.0,5.0,4.0,1.0,,,,,,,,,,,,,,
565,PT00M31.50S,2022-11-08T02:11:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.24901445466492,51.470588235294116,1610612760,84,85,2022-11-08T02:11:59Z,5610000,7.0,11.0,1,right,S. Gilgeous-Alexander driving Layup (29 PTS) (T. Mann 3 AST),"[1628983, 1630544]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,29.0,,,,,,,,,,,T. Mann,1630544.0,3.0
567,PT00M19.50S,2022-11-08T02:12:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.30946123521682,43.872549019607845,1610612765,84,85,2022-11-08T02:12:11Z,5630000,31.0,16.0,1,left,MISS J. Duren cutting Layup,[1631105],1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
568,PT00M17.70S,2022-11-08T02:12:07.7Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,84,85,2022-11-08T02:12:07Z,5640000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,567.0,7.0,5.0,2.0,,,,,,,,,,,,,,
569,PT00M00.00S,2022-11-08T02:12:31.0Z,3,REGULAR,period,end,[],0,,,1610612760,84,85,2022-11-08T02:12:31Z,5650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,out,['startperiod'],1630595,,,1610612760,84,85,2022-11-08T02:15:13Z,5660000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,84,85,2022-11-08T02:15:13Z,5670000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,84,85,2022-11-08T02:15:13Z,5680000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,84,85,2022-11-08T02:15:13Z,5690000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,in,['startperiod'],1630180,,,1610612760,84,85,2022-11-08T02:15:13Z,5700000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,84,85,2022-11-08T02:15:13Z,5710000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,84,85,2022-11-08T02:15:13Z,5720000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT12M00.00S,2022-11-08T02:14:43.6Z,4,REGULAR,substitution,in,['startperiod'],1629647,,,1610612760,84,85,2022-11-08T02:15:13Z,5730000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT12M00.00S,2022-11-08T02:15:13.8Z,4,REGULAR,period,start,[],0,,,1610612765,84,85,2022-11-08T02:15:13Z,5740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT11M45.00S,2022-11-08T02:15:32.3Z,4,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612765,84,85,2022-11-08T02:15:41Z,5750000,,,0,,J. Giddey shooting personal FOUL (2 PF) (Bey 2 FT),"[1630581, 1630180]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,2.0,0.0,Bey,1630180.0,,,,,,
582,PT11M45.00S,2022-11-08T02:15:56.0Z,4,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,85,85,2022-11-08T02:15:56Z,5770000,,,0,,S. Bey Free Throw 1 of 2 (14 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
583,PT11M45.00S,2022-11-08T02:16:09.8Z,4,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,86,85,2022-11-08T02:16:09Z,5780000,,,0,,S. Bey Free Throw 2 of 2 (15 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
584,PT11M36.00S,2022-11-08T02:16:22.4Z,4,REGULAR,foul,offensive,[],1631114,,,1610612760,86,85,2022-11-08T02:16:31Z,5790000,,,0,,J. Williams offensive FOUL (4 PF),"[1631114, 1628977]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201246.0,4.0,0.0,Diallo,1628977.0,,,,,,
586,PT11M36.00S,2022-11-08T02:16:22.4Z,4,REGULAR,turnover,offensive foul,[],1631114,,,1610612760,86,85,2022-11-08T02:16:22Z,5810000,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201246.0,,,,,1.0,,,,,
587,PT11M24.00S,2022-11-08T02:16:45.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631105,8.492115637319317,47.30392156862745,1610612765,86,85,2022-11-08T02:24:47Z,5820000,13.0,27.0,1,left,MISS J. Duren alley-oop Layup - blocked,"[1631105, 1631114]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.05,Missed,,,,,,Williams,1631114.0,,,,,,,,,,,
624,PT11M24.00S,2022-11-08T02:16:45.6Z,4,REGULAR,block,,[],1631114,,,1610612765,86,85,2022-11-08T02:23:48Z,5825000,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
588,PT11M22.00S,2022-11-08T02:16:47.6Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,86,85,2022-11-08T02:16:47Z,5830000,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,587.0,6.0,5.0,1.0,,,,,,,,,,,,,,
589,PT11M21.00S,2022-11-08T02:16:48.4Z,4,REGULAR,turnover,lost ball,[],1630581,,,1610612760,86,85,2022-11-08T02:17:06Z,5840000,,,0,,J. Giddey lost ball TURNOVER (3 TO),"[1630581, 1628977]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,3.0,Diallo,1628977.0,,,
590,PT11M21.00S,2022-11-08T02:16:48.4Z,4,REGULAR,steal,,[],1628977,,,1610612765,86,85,2022-11-08T02:16:50Z,5850000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
591,PT11M18.00S,2022-11-08T02:16:51.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628977,5.732588699080158,49.50980392156863,1610612765,88,85,2022-11-08T02:17:09Z,5860000,2.0,1.0,1,left,H. Diallo DUNK (7 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,7.0,,,,,,,,,,,,,
593,PT11M08.00S,2022-11-08T02:17:02.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.51182654402102,57.84313725490197,1610612760,88,85,2022-11-08T02:23:29Z,5870000,39.0,8.0,1,right,MISS J. Giddey alley-oop Layup - blocked,"[1630581, 1631105]",1610612760.0,OKC,alley-oop,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,Duren,1631105.0,,,,,,,,,,,
594,PT11M08.00S,2022-11-08T02:17:02.9Z,4,REGULAR,block,,[],1631105,,,1610612760,88,85,2022-11-08T02:17:07Z,5880000,,,0,,J. Duren BLOCK (3 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
595,PT11M08.00S,2022-11-08T02:17:02.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,88,85,2022-11-08T02:17:12Z,5890000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,593.0,,,,,,,,,,,,,,,,,
597,PT11M06.00S,2022-11-08T02:17:25.6Z,4,REGULAR,foul,personal,[],1628977,,,1610612760,88,85,2022-11-08T02:17:35Z,5910000,,,0,,H. Diallo personal FOUL (2 PF),"[1628977, 1630581]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,201246.0,2.0,0.0,Giddey,1630581.0,,,,,,
