actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M48.00S,2023-01-14T00:24:02.7Z,1,REGULAR,block,,[],1630180,,,1610612740,22,22,2023-01-14T00:24:04Z,870000,False,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
88,PT04M45.00S,2023-01-14T00:24:05.7Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,22,22,2023-01-14T00:24:06Z,880000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
89,PT04M42.00S,2023-01-14T00:24:08.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202711,4.28712220762155,30.392156862745097,1610612765,24,22,2023-01-14T00:25:26Z,890000,False,98.0,-12.0,1,left,B. Bogdanovic 9' driving floating Jump Shot (12 PTS),[202711],1610612765.0,DET,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,9.88,Made,12.0,,,,,,,,,,,,,,,,,
90,PT04M29.00S,2023-01-14T00:24:21.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,89.17542706964521,46.32352941176471,1610612740,24,24,2023-01-14T00:25:42Z,900000,False,-18.0,49.0,1,right,J. Valanciunas Hook (10 PTS) (C. McCollum 3 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,10.0,,,,,,,,,,,C. McCollum,203468.0,3.0,,,,
92,PT04M12.00S,2023-01-14T00:24:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,18.478975032851512,34.068627450980394,1610612765,26,24,2023-01-14T00:24:43Z,920000,False,80.0,121.0,1,left,B. Bogdanovic 14' pullup Jump Shot (14 PTS) (N. Noel 1 AST),"[202711, 203457]",1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Right,14.51,Made,14.0,,,,,,,,,,,N. Noel,203457.0,1.0,,,,
93,PT04M03.00S,2023-01-14T00:24:47.6Z,1,REGULAR,3pt,Jump Shot,[],202685,68.01905387647832,34.068627450980394,1610612740,26,27,2023-01-14T00:24:56Z,930000,False,-80.0,248.0,1,right,J. Valanciunas 26' 3PT  (13 PTS) (J. Alvarado 1 AST),"[202685, 1630631]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,26.06,Made,13.0,,,,,,,,,,,J. Alvarado,1630631.0,1.0,,,,
95,PT03M41.00S,2023-01-14T00:25:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,15.588042049934298,56.61764705882353,1610612765,26,27,2023-01-14T00:25:13Z,950000,False,-33.0,94.0,1,left,MISS J. Ivey 9' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,9.97,Missed,,,,,,,,,,,,,,,,,,
96,PT03M39.00S,2023-01-14T00:25:11.0Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,26,27,2023-01-14T00:25:13Z,960000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT03M29.00S,2023-01-14T00:25:24.9Z,1,REGULAR,foul,offensive,[],202685,,,1610612740,26,27,2023-01-14T00:25:36Z,970000,False,,,0,,J. Valanciunas offensive FOUL (1 PF),"[202685, 203457]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2882.0,,1.0,0.0,Noel,203457.0,,,,,,,
99,PT03M29.00S,2023-01-14T00:25:24.9Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612740,26,27,2023-01-14T00:25:24Z,990000,False,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2882.0,2.0,,,,,,,,,,,
101,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,out,[],203457,,,1610612765,26,27,2023-01-14T00:26:05Z,1010000,False,,,0,,SUB out: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,26,27,2023-01-14T00:26:05Z,1020000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,26,27,2023-01-14T00:26:05Z,1030000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,out,[],202685,,,1610612765,26,27,2023-01-14T00:26:05Z,1040000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,out,[],1630530,,,1610612765,26,27,2023-01-14T00:26:05Z,1050000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,26,27,2023-01-14T00:26:05Z,1060000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,in,[],202692,,,1610612765,26,27,2023-01-14T00:26:05Z,1070000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,26,27,2023-01-14T00:26:05Z,1080000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,in,[],1629637,,,1610612765,26,27,2023-01-14T00:26:05Z,1090000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M29.00S,2023-01-14T00:25:50.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612765,26,27,2023-01-14T00:26:05Z,1100000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M10.00S,2023-01-14T00:26:36.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630165,29.122864651773984,51.470588235294116,1610612765,26,27,2023-01-14T00:26:41Z,1110000,False,-7.0,221.0,1,left,MISS K. Hayes 22' Jump Shot,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,22.14,Missed,,,,,,,,,,,,,,,,,,
112,PT03M08.00S,2023-01-14T00:26:38.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,26,27,2023-01-14T00:26:41Z,1120000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Center,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,
113,PT03M01.00S,2023-01-14T00:26:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.46057818659659,46.81372549019608,1610612740,26,27,2023-01-14T00:26:57Z,1130000,False,-16.0,18.0,1,right,MISS J. Alvarado driving reverse Layup,[1630631],1610612740.0,NOP,driving reverse,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
114,PT02M57.00S,2023-01-14T00:26:49.2Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612740,26,27,2023-01-14T00:26:49Z,1140000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,
115,PT02M57.00S,2023-01-14T00:26:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.40999984741211,50.0,1610612740,26,29,2023-01-14T00:26:49Z,1150000,False,0.0,0.0,1,right,L. Nance Jr. putback Layup (2 PTS),[1626204],1610612740.0,NOP,putback,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
116,PT02M40.00S,2023-01-14T00:27:06.4Z,1,REGULAR,2pt,Jump Shot,[],202692,15.325229960578188,23.774509803921568,1610612765,26,29,2023-01-14T00:30:00Z,1160000,False,131.0,92.0,1,left,MISS A. Burks 15' turnaround fadeaway Shot,[202692],1610612765.0,DET,turnaround fadeaway,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,15.99,Missed,,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2023-01-14T00:27:08.4Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,26,29,2023-01-14T00:27:11Z,1170000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT02M32.00S,2023-01-14T00:27:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,69.20170827858082,71.07843137254902,1610612740,26,29,2023-01-14T00:30:23Z,1180000,False,105.0,237.0,1,right,MISS C. McCollum 25' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
119,PT02M29.00S,2023-01-14T00:27:17.0Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,26,29,2023-01-14T00:27:18Z,1190000,False,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,
120,PT02M26.00S,2023-01-14T00:27:21.5Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612765,26,29,2023-01-14T00:30:08Z,1200000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Diallo 2 FT),"[1629637, 1628977]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,1627526.0,,1.0,0.0,Diallo,1628977.0,,,,,,,
122,PT02M26.00S,2023-01-14T00:27:36.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,26,29,2023-01-14T00:27:36Z,1220000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M26.00S,2023-01-14T00:29:45.3Z,1,REGULAR,substitution,out,[],202711,,,1610612765,26,29,2023-01-14T00:30:06Z,1230000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2023-01-14T00:29:45.3Z,1,REGULAR,substitution,out,[],203468,,,1610612765,26,29,2023-01-14T00:30:06Z,1240000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M26.00S,2023-01-14T00:29:45.3Z,1,REGULAR,substitution,in,[],1628995,,,1610612765,26,29,2023-01-14T00:30:06Z,1250000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M26.00S,2023-01-14T00:29:45.3Z,1,REGULAR,substitution,in,[],1628984,,,1610612765,26,29,2023-01-14T00:30:06Z,1260000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2023-01-14T00:30:28.7Z,1,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,26,29,2023-01-14T00:30:50Z,1270000,False,,,0,,MISS H. Diallo Free Throw 1 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT02M26.00S,2023-01-14T00:30:28.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,26,29,2023-01-14T00:30:50Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,
129,PT02M26.00S,2023-01-14T00:30:28.7Z,1,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,26,29,2023-01-14T00:30:50Z,1290000,False,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
130,PT02M23.00S,2023-01-14T00:30:31.7Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,26,29,2023-01-14T00:30:50Z,1300000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,,,,,
131,PT02M09.00S,2023-01-14T00:31:05.2Z,1,REGULAR,foul,personal,['2freethrow'],1630587,,,1610612740,26,29,2023-01-14T00:31:15Z,1310000,False,,,0,,I. Livers shooting personal FOUL (1 PF) (Hayes 2 FT),"[1630587, 1629637]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,,,,,1627526.0,,1.0,0.0,Hayes,1629637.0,,,,,,,
133,PT02M09.00S,2023-01-14T00:31:33.3Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,26,30,2023-01-14T00:32:10Z,1330000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT02M09.00S,2023-01-14T00:31:33.3Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,26,30,2023-01-14T00:32:10Z,1340000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT02M07.00S,2023-01-14T00:31:35.3Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,26,30,2023-01-14T00:32:10Z,1350000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,
136,PT01M49.00S,2023-01-14T00:32:08.2Z,1,REGULAR,3pt,Jump Shot,[],202692,32.14520367936925,22.54901960784314,1610612765,26,30,2023-01-14T00:32:29Z,1360000,False,137.0,250.0,1,left,MISS A. Burks 28' pullup 3PT,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,28.5,Missed,,,,,,,,,,,,,,,,,,
137,PT01M48.00S,2023-01-14T00:32:09.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,26,30,2023-01-14T00:32:13Z,1370000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,136.0,,,,,,,,,,,,,,,,
139,PT01M30.00S,2023-01-14T00:32:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630631,69.99014454664915,24.754901960784316,1610612740,26,30,2023-01-14T00:32:40Z,1390000,False,-126.0,230.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
140,PT01M28.00S,2023-01-14T00:32:36.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,26,30,2023-01-14T00:32:40Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,139.0,,,,,,,,,,,,,,,,
142,PT01M17.00S,2023-01-14T00:32:55.4Z,1,REGULAR,2pt,Jump Shot,[],1630165,19.530223390275953,74.75490196078431,1610612765,26,30,2023-01-14T00:32:59Z,1420000,False,-124.0,131.0,1,left,MISS K. Hayes 18' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,18.03,Missed,,,,,,,,,,,,,,,,,,
143,PT01M15.00S,2023-01-14T00:32:57.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,26,30,2023-01-14T00:32:59Z,1430000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Left Center,,,,142.0,3.0,2.0,1.0,,,,,,,,,,,,,
144,PT01M10.00S,2023-01-14T00:33:03.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630700,89.70105124835742,43.13725490196079,1610612740,26,30,2023-01-14T01:00:24Z,1440000,False,-34.0,44.0,1,right,MISS D. Daniels running Layup,[1630700],1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
146,PT01M08.00S,2023-01-14T00:33:05.1Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,26,30,2023-01-14T00:33:10Z,1460000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,
147,PT01M05.00S,2023-01-14T00:33:07.0Z,1,REGULAR,turnover,bad pass,[],1628977,,,1610612765,26,30,2023-01-14T00:33:13Z,1470000,False,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 1630631]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,,Alvarado,1630631.0,,
148,PT01M05.00S,2023-01-14T00:33:07.0Z,1,REGULAR,steal,,[],1630631,,,1610612740,26,30,2023-01-14T00:33:09Z,1480000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
149,PT00M56.90S,2023-01-14T00:33:16.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,67.7562417871222,59.068627450980394,1610612740,26,30,2023-01-14T00:33:23Z,1490000,False,45.0,251.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
150,PT00M54.90S,2023-01-14T00:33:18.5Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612740,26,30,2023-01-14T00:33:18Z,1500000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,,
151,PT00M53.00S,2023-01-14T00:33:21.4Z,1,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612740,26,30,2023-01-14T00:33:34Z,1510000,False,,,0,,H. Diallo shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[1628977, 1626204]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204058.0,,1.0,0.0,Nance Jr.,1626204.0,,,,,,,
153,PT00M53.00S,2023-01-14T00:33:46.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626204,,,1610612740,26,31,2023-01-14T00:34:04Z,1530000,False,,,0,,L. Nance Jr. Free Throw 1 of 2 (3 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
154,PT00M53.00S,2023-01-14T00:33:46.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626204,,,1610612740,26,31,2023-01-14T00:34:04Z,1540000,False,,,0,,MISS L. Nance Jr. Free Throw 2 of 2,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT00M51.90S,2023-01-14T00:33:48.0Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,26,31,2023-01-14T00:34:04Z,1550000,False,,,0,,I. Livers REBOUND (Off:0 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,
156,PT00M36.30S,2023-01-14T00:34:21.5Z,1,REGULAR,foul,offensive,[],1628977,,,1610612765,26,31,2023-01-14T00:34:32Z,1560000,False,,,0,,H. Diallo offensive FOUL (2 PF),"[1628977, 1630631]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Right,,,,,,,,2882.0,,2.0,0.0,Alvarado,1630631.0,,,,,,,
158,PT00M36.30S,2023-01-14T00:34:21.5Z,1,REGULAR,turnover,offensive foul,[],1628977,,,1610612765,26,31,2023-01-14T00:34:21Z,1580000,False,,,0,,H. Diallo offensive foul TURNOVER (2 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Right,,,,,,,,2882.0,2.0,,,,,,,,,,,
159,PT00M36.30S,2023-01-14T00:34:31.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,26,31,2023-01-14T00:34:38Z,1590000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,,
160,PT00M30.80S,2023-01-14T00:34:46.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,92.06636005256242,58.57843137254902,1610612740,26,31,2023-01-14T00:36:26Z,1600000,False,43.0,22.0,1,right,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
161,PT00M28.70S,2023-01-14T00:34:48.4Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,26,31,2023-01-14T00:34:50Z,1610000,False,,,0,,I. Livers REBOUND (Off:0 Def:3),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,160.0,3.0,3.0,0.0,,,,,,,,,,,,,
162,PT00M13.80S,2023-01-14T00:35:03.1Z,1,REGULAR,2pt,Jump Shot,[],1630165,7.30946123521682,75.98039215686273,1610612765,28,31,2023-01-14T00:35:32Z,1620000,False,-130.0,16.0,1,left,K. Hayes 13' fadeaway Jump Shot (7 PTS),[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,13.09,Made,7.0,,,,,,,,,,,,,,,,,
163,PT00M00.80S,2023-01-14T00:35:18.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628995,,,1610612740,28,31,2023-01-14T00:35:27Z,1630000,False,,,0,,K. Knox II shooting personal FOUL (1 PF) (Hayes 2 FT),"[1628995, 1629637]",1610612765.0,DET,shooting,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,1.0,0.0,Hayes,1629637.0,,,,,,,
165,PT00M00.80S,2023-01-14T00:35:44.8Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,28,32,2023-01-14T00:35:44Z,1650000,False,,,0,,J. Hayes Free Throw 1 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
166,PT00M00.80S,2023-01-14T00:35:44.8Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,28,32,2023-01-14T00:36:04Z,1660000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.80S,2023-01-14T00:35:44.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,28,32,2023-01-14T00:36:10Z,1670000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,
168,PT00M00.00S,2023-01-14T00:36:11.7Z,1,REGULAR,period,end,[],0,,,1610612765,28,32,2023-01-14T00:36:11Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-01-14T00:38:11.0Z,2,REGULAR,substitution,out,['startperiod'],1630165,,,1610612765,28,32,2023-01-14T00:38:34Z,1690000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-01-14T00:38:11.0Z,2,REGULAR,substitution,out,['startperiod'],1630700,,,1610612765,28,32,2023-01-14T00:38:34Z,1700000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
