actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
337,PT00M01.00S,2023-01-14T01:08:37.5Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,50,59,2023-01-14T01:08:47Z,3360000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,336.0,2.0,2.0,0.0,,,,,,,,,,,,,
338,PT00M00.00S,2023-01-14T01:08:48.1Z,2,REGULAR,period,end,[],0,,,1610612765,50,59,2023-01-14T01:08:48Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,out,['startperiod'],203585,,,1610612765,50,59,2023-01-14T01:24:00Z,3380000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,out,['startperiod'],1628984,,,1610612765,50,59,2023-01-14T01:24:00Z,3390000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612765,50,59,2023-01-14T01:24:00Z,3400000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612765,50,59,2023-01-14T01:24:00Z,3410000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,50,59,2023-01-14T01:24:00Z,3420000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612765,50,59,2023-01-14T01:24:00Z,3430000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,in,['startperiod'],1630700,,,1610612765,50,59,2023-01-14T01:24:00Z,3440000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-01-14T01:23:35.8Z,3,REGULAR,substitution,in,['startperiod'],1630230,,,1610612765,50,59,2023-01-14T01:24:00Z,3450000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-01-14T01:23:56.4Z,3,REGULAR,period,start,[],0,,,1610612765,50,59,2023-01-14T01:24:01Z,3460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M38.00S,2023-01-14T01:24:17.7Z,3,REGULAR,2pt,Jump Shot,[],1630165,76.69185282522996,40.19607843137255,1610612765,50,59,2023-01-14T01:24:22Z,3470000,False,-49.0,167.0,1,right,MISS K. Hayes 17' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,17.37,Missed,,,,,,,,,,,,,,,,,,
349,PT11M36.00S,2023-01-14T01:24:19.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,50,59,2023-01-14T01:24:22Z,3480000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,348.0,7.0,6.0,1.0,,,,,,,,,,,,,
350,PT11M21.00S,2023-01-14T01:24:35.8Z,3,REGULAR,foul,personal,['2freethrow'],203457,,,1610612740,50,59,2023-01-14T01:24:46Z,3490000,False,,,0,,N. Noel shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[203457, 202685]",1610612765.0,DET,shooting,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,,2.0,0.0,Valanciunas,202685.0,,,,,,,
352,PT11M21.00S,2023-01-14T01:25:05.8Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,50,59,2023-01-14T01:25:05Z,3510000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
353,PT11M21.00S,2023-01-14T01:25:05.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,50,59,2023-01-14T01:25:05Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,
354,PT11M21.00S,2023-01-14T01:25:28.4Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,50,60,2023-01-14T01:25:28Z,3530000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (16 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
355,PT11M07.00S,2023-01-14T01:25:45.6Z,3,REGULAR,turnover,lost ball,[],1631093,,,1610612765,50,60,2023-01-14T01:25:53Z,3540000,False,,,0,,J. Ivey lost ball TURNOVER (2 TO),"[1631093, 1630530]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,2.0,,,,,,,,Murphy III,1630530.0,,
356,PT11M07.00S,2023-01-14T01:25:45.6Z,3,REGULAR,steal,,[],1630530,,,1610612740,50,60,2023-01-14T01:25:47Z,3550000,False,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
357,PT11M00.00S,2023-01-14T01:25:51.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,8.09789750328515,53.431372549019606,1610612740,50,62,2023-01-14T01:26:26Z,3560000,False,-17.0,24.0,1,left,T. Murphy III cutting Layup (12 PTS) (N. Marshall 3 AST),"[1630530, 1630230]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.92,Made,12.0,,,,,,,,,,,N. Marshall,1630230.0,3.0,,,,
359,PT10M54.00S,2023-01-14T01:25:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,93.51182654402102,53.92156862745098,1610612765,50,62,2023-01-14T01:27:05Z,3580000,False,20.0,8.0,1,right,MISS B. Bogdanovic driving reverse Layup - blocked,"[202711, 202685]",1610612765.0,DET,driving reverse,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,Valanciunas,202685.0
360,PT10M54.00S,2023-01-14T01:25:57.6Z,3,REGULAR,block,,[],202685,,,1610612765,50,62,2023-01-14T01:25:59Z,3590000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
361,PT10M52.00S,2023-01-14T01:25:59.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,50,62,2023-01-14T01:26:03Z,3600000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,359.0,8.0,7.0,1.0,,,,,,,,,,,,,
362,PT10M46.00S,2023-01-14T01:26:05.9Z,3,REGULAR,3pt,Jump Shot,[],202685,33.065045992115635,43.38235294117647,1610612740,50,62,2023-01-14T01:26:12Z,3610000,False,33.0,258.0,1,left,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
363,PT10M42.00S,2023-01-14T01:26:09.9Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,50,62,2023-01-14T01:26:12Z,3620000,False,,,0,,J. Ivey REBOUND (Off:1 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,362.0,5.0,4.0,1.0,,,,,,,,,,,,,
364,PT10M31.00S,2023-01-14T01:26:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.72339027595268,49.01960784313725,1610612765,52,62,2023-01-14T01:26:26Z,3630000,False,-5.0,16.0,1,right,S. Bey driving Layup (11 PTS),[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.66,Made,11.0,,,,,,,,,,,,,,,,,
365,PT10M11.00S,2023-01-14T01:26:40.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,7.30946123521682,48.77450980392157,1610612740,52,64,2023-01-14T01:26:45Z,3640000,False,6.0,16.0,1,left,J. Valanciunas DUNK (18 PTS) (N. Marshall 4 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.73,Made,18.0,,,,,,,,,,,N. Marshall,1630230.0,4.0,,,,
367,PT09M53.00S,2023-01-14T01:26:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203457,90.75229960578186,48.529411764705884,1610612765,54,64,2023-01-14T01:27:02Z,3660000,False,-7.0,34.0,1,right,N. Noel floating Jump Shot (4 PTS) (J. Ivey 4 AST),"[203457, 1631093]",1610612765.0,DET,floating,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,3.52,Made,4.0,,,,,,,,,,,J. Ivey,1631093.0,4.0,,,,
369,PT09M38.00S,2023-01-14T01:27:16.6Z,3,REGULAR,foul,personal,[],203457,,,1610612740,54,64,2023-01-14T01:27:25Z,3680000,False,,,0,,N. Noel personal FOUL (3 PF),"[203457, 202685]",1610612765.0,DET,,,,Noel,N. Noel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,,3.0,0.0,Valanciunas,202685.0,,,,,,,
371,PT09M30.00S,2023-01-14T01:27:43.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.521024967148489,36.029411764705884,1610612740,54,66,2023-01-14T01:27:47Z,3700000,False,70.0,9.0,1,left,J. Valanciunas 7' Layup (20 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.05,Made,20.0,,,,,,,,,,,,,,,,,
372,PT09M15.00S,2023-01-14T01:27:57.5Z,3,REGULAR,3pt,Jump Shot,[],1630165,74.19513797634691,85.7843137254902,1610612765,57,66,2023-01-14T01:28:02Z,3710000,False,179.0,190.0,1,right,K. Hayes 26' 3PT  (12 PTS) (S. Bey 2 AST),"[1630165, 1630180]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,26.1,Made,12.0,,,,,,,,,,,S. Bey,1630180.0,2.0,,,,
374,PT08M56.00S,2023-01-14T01:28:16.9Z,3,REGULAR,3pt,Jump Shot,[],203468,16.63929040735874,94.85294117647058,1610612740,57,66,2023-01-14T01:28:22Z,3730000,False,-224.0,104.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
375,PT08M54.00S,2023-01-14T01:28:18.9Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,57,66,2023-01-14T01:28:22Z,3740000,False,,,0,,S. Bey REBOUND (Off:2 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,374.0,6.0,4.0,2.0,,,,,,,,,,,,,
376,PT08M47.00S,2023-01-14T01:28:26.6Z,3,REGULAR,3pt,Jump Shot,[],1630180,73.01248357424441,78.18627450980392,1610612765,57,66,2023-01-14T01:28:30Z,3750000,False,141.0,201.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,24.56,Missed,,,,,,,,,,,,,,,,,,
377,PT08M44.00S,2023-01-14T01:28:29.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,57,66,2023-01-14T01:28:30Z,3760000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,376.0,9.0,8.0,1.0,,,,,,,,,,,,,
378,PT08M30.00S,2023-01-14T01:28:45.3Z,3,REGULAR,foul,personal,['2freethrow'],203457,,,1610612740,57,66,2023-01-14T01:28:52Z,3770000,False,,,0,,N. Noel shooting personal FOUL (4 PF) (Valanciunas 2 FT),"[203457, 202685]",1610612765.0,DET,shooting,,,Noel,N. Noel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204058.0,,4.0,0.0,Valanciunas,202685.0,,,,,,,
380,PT08M30.00S,2023-01-14T01:29:18.5Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,57,67,2023-01-14T01:29:58Z,3790000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (21 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
381,PT08M30.00S,2023-01-14T01:29:19.5Z,3,REGULAR,substitution,out,[],203457,,,1610612740,57,67,2023-01-14T01:29:31Z,3800000,False,,,0,,SUB out: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT08M30.00S,2023-01-14T01:29:19.5Z,3,REGULAR,substitution,in,[],1628977,,,1610612740,57,67,2023-01-14T01:29:31Z,3810000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M30.00S,2023-01-14T01:29:18.5Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,57,67,2023-01-14T01:29:58Z,3820000,False,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
384,PT08M26.00S,2023-01-14T01:29:22.5Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,57,67,2023-01-14T01:29:58Z,3830000,False,,,0,,S. Bey REBOUND (Off:2 Def:5),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,383.0,7.0,5.0,2.0,,,,,,,,,,,,,
385,PT08M12.00S,2023-01-14T01:29:56.6Z,3,REGULAR,2pt,Jump Shot,[],202711,87.99277266754271,29.411764705882355,1610612765,57,67,2023-01-14T01:30:41Z,3840000,False,-103.0,60.0,1,right,MISS B. Bogdanovic 11' step back Shot,[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,11.93,Missed,,,,,,,,,,,,,,,,,,
386,PT08M08.00S,2023-01-14T01:30:00.6Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,57,67,2023-01-14T01:30:03Z,3850000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,385.0,2.0,2.0,0.0,,,,,,,,,,,,,
387,PT08M06.00S,2023-01-14T01:30:02.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,27.677398160315374,22.058823529411764,1610612740,57,70,2023-01-14T01:31:15Z,3860000,False,140.0,208.0,1,left,C. McCollum 25' 3PT running pullup (12 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.03,Made,12.0,,,,,,,,,,,,,,,,,
388,PT07M54.00S,2023-01-14T01:30:16.1Z,3,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,57,70,2023-01-14T01:30:24Z,3870000,False,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (3 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right,,,,,,,,204058.0,3.0,,,,,,,,,,,
389,PT07M40.00S,2023-01-14T01:30:37.7Z,3,REGULAR,turnover,bad pass,[],1630230,,,1610612740,57,70,2023-01-14T01:30:43Z,3880000,False,,,0,,N. Marshall bad pass TURNOVER (3 TO),"[1630230, 1630165]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,,,,,,3.0,,,,,,,,Hayes,1630165.0,,
390,PT07M40.00S,2023-01-14T01:30:37.7Z,3,REGULAR,steal,,[],1630165,,,1610612765,57,70,2023-01-14T01:30:39Z,3890000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
391,PT07M35.00S,2023-01-14T01:30:43.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631093,92.46057818659659,47.05882352941176,1610612765,59,70,2023-01-14T01:31:49Z,3900000,False,-15.0,18.0,1,right,J. Ivey running Layup (5 PTS) (K. Hayes 3 AST),"[1631093, 1630165]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.36,Made,5.0,,,,,,,,,,,K. Hayes,1630165.0,3.0,,,,
393,PT07M20.00S,2023-01-14T01:30:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.5722733245729295,48.77450980392157,1610612740,59,72,2023-01-14T01:31:01Z,3920000,False,6.0,19.0,1,left,N. Marshall driving Layup (9 PTS) (D. Daniels 3 AST),"[1630230, 1630700]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.97,Made,9.0,,,,,,,,,,,D. Daniels,1630700.0,3.0,,,,
395,PT07M12.00S,2023-01-14T01:31:05.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.77463863337714,53.431372549019606,1610612765,61,72,2023-01-14T01:31:09Z,3940000,False,17.0,6.0,1,right,J. Ivey driving Layup (7 PTS) (K. Hayes 4 AST),"[1631093, 1630165]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.82,Made,7.0,,,,,,,,,,,K. Hayes,1630165.0,4.0,,,,
397,PT07M04.00S,2023-01-14T01:31:20.4Z,3,REGULAR,foul,personal,[],1630180,,,1610612740,61,72,2023-01-14T01:31:26Z,3960000,False,,,0,,S. Bey personal FOUL (2 PF),"[1630180, 202685]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,,2882.0,,2.0,0.0,Valanciunas,202685.0,,,,,,,
399,PT06M56.00S,2023-01-14T01:31:47.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,30.042706964520367,12.5,1610612740,61,75,2023-01-14T01:31:54Z,3980000,False,188.0,230.0,1,left,T. Murphy III 29' 3PT  (15 PTS) (C. McCollum 5 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,29.67,Made,15.0,,,,,,,,,,,C. McCollum,203468.0,5.0,,,,
401,PT06M44.00S,2023-01-14T01:31:59.7Z,3,REGULAR,3pt,Jump Shot,[],1631093,91.5407358738502,96.07843137254902,1610612765,61,75,2023-01-14T01:32:05Z,4000000,False,230.0,27.0,1,right,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
402,PT06M41.00S,2023-01-14T01:32:02.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,61,75,2023-01-14T01:32:05Z,4010000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,401.0,10.0,9.0,1.0,,,,,,,,,,,,,
404,PT06M36.00S,2023-01-14T01:32:13.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,61,75,2023-01-14T01:32:13Z,4030000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M36.00S,2023-01-14T01:34:25.4Z,3,REGULAR,substitution,out,[],1630230,,,1610612740,61,75,2023-01-14T01:34:51Z,4040000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M36.00S,2023-01-14T01:34:25.4Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,61,75,2023-01-14T01:34:51Z,4050000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M24.00S,2023-01-14T01:35:20.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,10.726018396846255,41.17647058823529,1610612740,61,77,2023-01-14T01:35:31Z,4060000,False,44.0,48.0,1,left,J. Alvarado 6' driving bank Jump Shot (7 PTS),[1630631],1610612740.0,NOP,driving bank,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,7.0,,,,,,,,,,,,,,,,,
408,PT06M05.00S,2023-01-14T01:35:41.9Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612765,61,77,2023-01-14T01:35:50Z,4070000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Bey 2 FT),"[1630530, 1630180]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,1627526.0,,1.0,0.0,Bey,1630180.0,,,,,,,
410,PT06M05.00S,2023-01-14T01:36:17.5Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,62,77,2023-01-14T01:36:17Z,4090000,False,,,0,,S. Bey Free Throw 1 of 2 (12 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
411,PT06M05.00S,2023-01-14T01:36:17.9Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,62,77,2023-01-14T01:36:23Z,4100000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M05.00S,2023-01-14T01:36:17.9Z,3,REGULAR,substitution,in,[],202692,,,1610612765,62,77,2023-01-14T01:36:23Z,4110000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M05.00S,2023-01-14T01:36:37.8Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,63,77,2023-01-14T01:36:37Z,4120000,False,,,0,,S. Bey Free Throw 2 of 2 (13 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
414,PT05M47.00S,2023-01-14T01:36:57.0Z,3,REGULAR,3pt,Jump Shot,[],1630700,5.338370565045992,96.56862745098039,1610612740,63,80,2023-01-14T01:37:05Z,4130000,False,-233.0,-2.0,1,left,D. Daniels 3PT  (7 PTS) (J. Alvarado 4 AST),"[1630700, 1630631]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,23.28,Made,7.0,,,,,,,,,,,J. Alvarado,1630631.0,4.0,,,,
416,PT05M32.00S,2023-01-14T01:37:10.5Z,3,REGULAR,3pt,Jump Shot,[],202692,80.76544021024968,95.83333333333334,1610612765,66,80,2023-01-14T01:38:18Z,4150000,False,229.0,128.0,1,right,A. Burks 26' 3PT pullup (5 PTS),[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,26.27,Made,5.0,,,,,,,,,,,,,,,,,
419,PT05M15.00S,2023-01-14T01:37:38.7Z,3,REGULAR,turnover,offensive goaltending,[],202685,,,1610612740,66,80,2023-01-14T01:37:48Z,4180000,False,,,0,,J. Valanciunas offensive goaltending TURNOVER (3 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,3.0,,,,,,,,,,,
420,PT05M03.00S,2023-01-14T01:37:59.1Z,3,REGULAR,foul,personal,[],1630700,,,1610612765,66,80,2023-01-14T01:38:27Z,4190000,False,,,0,,D. Daniels personal FOUL (4 PF),"[1630700, 1628977]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,2882.0,,4.0,0.0,Diallo,1628977.0,,,,,,,
422,PT04M55.00S,2023-01-14T01:38:24.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202711,91.93495400788436,56.86274509803921,1610612765,66,80,2023-01-14T01:38:32Z,4210000,False,34.0,23.0,1,right,MISS B. Bogdanovic driving floating bank Shot,[202711],1610612765.0,DET,driving floating bank,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,,,,,,,
423,PT04M52.00S,2023-01-14T01:38:27.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,66,80,2023-01-14T01:38:32Z,4220000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,422.0,11.0,10.0,1.0,,,,,,,,,,,,,
424,PT04M49.00S,2023-01-14T01:38:33.2Z,3,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,66,80,2023-01-14T01:38:43Z,4230000,False,,,0,,J. Alvarado bad pass out-of-bounds TURNOVER (2 TO),[1630631],1610612740.0,NOP,bad pass,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right,,,,,,,,1627526.0,2.0,,,,,,,,,,,
