actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
428,PT06M28.00S,2023-03-12T01:35:59.2Z,3,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,79,83,2023-03-12T01:36:23Z,4230000,False,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT06M25.00S,2023-03-12T01:36:02.2Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612765,79,83,2023-03-12T01:36:55Z,4240000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:3),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,428.0,5.0,3.0,2.0,,,,
430,PT06M05.00S,2023-03-12T01:36:40.2Z,3,REGULAR,3pt,Jump Shot,[],1628963,6.1268068331143235,2.450980392156863,1610612765,79,83,2023-03-12T01:36:48Z,4250000,False,238.0,5.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
431,PT06M02.00S,2023-03-12T01:36:43.2Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,79,83,2023-03-12T01:45:56Z,4260000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,430.0,3.0,3.0,0.0,,,,
432,PT05M59.00S,2023-03-12T01:36:46.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,87.99277266754271,4.166666666666666,1610612754,79,86,2023-03-12T01:42:16Z,4270000,False,-229.0,60.0,1,right,B. Hield 3PT running pullup (17 PTS) (A. Nesmith 2 AST),"[1627741, 1630174]",1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.7,Made,17.0,,,,,,,A. Nesmith,1630174.0,2.0,,,,,,,,
434,PT05M37.00S,2023-03-12T01:37:09.9Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612765,79,86,2023-03-12T01:37:21Z,4290000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Wiseman 2 FT),"[1630174, 1630164]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,2715.0,1.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,
436,PT05M37.00S,2023-03-12T01:37:36.3Z,3,REGULAR,freethrow,1 of 2,[],1630164,,,1610612765,80,86,2023-03-12T01:38:13Z,4310000,False,,,0,,J. Wiseman Free Throw 1 of 2 (11 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
437,PT05M37.00S,2023-03-12T01:37:36.7Z,3,REGULAR,substitution,out,[],1628963,,,1610612765,80,86,2023-03-12T01:37:39Z,4320000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M37.00S,2023-03-12T01:37:36.7Z,3,REGULAR,substitution,in,[],1630647,,,1610612765,80,86,2023-03-12T01:37:39Z,4330000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M37.00S,2023-03-12T01:37:36.3Z,3,REGULAR,freethrow,2 of 2,[],1630164,,,1610612765,80,86,2023-03-12T01:38:13Z,4340000,False,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
440,PT05M35.00S,2023-03-12T01:37:38.3Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,80,86,2023-03-12T01:38:13Z,4350000,False,,,0,,C. Duarte REBOUND (Off:2 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,439.0,4.0,2.0,2.0,,,,
441,PT05M18.00S,2023-03-12T01:38:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.59198423127464,52.69607843137255,1610612754,80,86,2023-03-12T01:45:40Z,4360000,False,13.0,17.0,1,right,MISS B. Hield driving Layup - blocked,"[1627741, 1630164]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,Wiseman,1630164.0,,
442,PT05M18.00S,2023-03-12T01:38:13.6Z,3,REGULAR,block,,[],1630164,,,1610612754,80,86,2023-03-12T01:38:16Z,4370000,False,,,0,,J. Wiseman BLOCK (1 BLK),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT05M18.00S,2023-03-12T01:38:13.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,80,86,2023-03-12T01:38:19Z,4380000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,441.0,,,,,,,
446,PT05M06.00S,2023-03-12T01:38:38.0Z,3,REGULAR,3pt,Jump Shot,[],1630587,10.068988173455978,3.431372549019608,1610612765,80,86,2023-03-12T01:38:42Z,4400000,False,233.0,42.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
447,PT05M04.00S,2023-03-12T01:38:40.0Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,80,86,2023-03-12T01:38:42Z,4410000,False,,,0,,I. Jackson REBOUND (Off:5 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,446.0,7.0,2.0,5.0,,,,
448,PT04M55.00S,2023-03-12T01:38:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,93.24901445466492,47.30392156862745,1610612754,80,86,2023-03-12T01:38:53Z,4420000,False,-13.0,11.0,1,right,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
449,PT04M53.00S,2023-03-12T01:38:51.2Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,80,86,2023-03-12T01:38:53Z,4430000,False,,,0,,K. Hayes REBOUND (Off:0 Def:4),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,448.0,4.0,4.0,0.0,,,,
450,PT04M50.00S,2023-03-12T01:38:55.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630587,5.732588699080158,48.03921568627451,1610612765,82,86,2023-03-12T01:39:02Z,4440000,False,10.0,1.0,1,left,I. Livers running alley-oop DUNK (13 PTS) (K. Hayes 10 AST),"[1630587, 1630165]",1610612765.0,DET,running alley-oop,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,0.99,Made,13.0,,,,,,,K. Hayes,1630165.0,10.0,,,,,,,,
452,PT04M31.00S,2023-03-12T01:39:16.8Z,3,REGULAR,foul,personal,['2freethrow'],1630587,,,1610612754,82,86,2023-03-12T01:39:25Z,4460000,False,,,0,,I. Livers shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1630587, 1630174]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,203592.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
454,PT04M31.00S,2023-03-12T01:39:42.8Z,3,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,82,86,2023-03-12T01:39:42Z,4480000,False,,,0,,MISS A. Nesmith Free Throw 1 of 2,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
455,PT04M31.00S,2023-03-12T01:39:42.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,82,86,2023-03-12T01:39:42Z,4490000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,454.0,,,,,,,
456,PT04M31.00S,2023-03-12T01:39:43.6Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,82,86,2023-03-12T01:39:50Z,4500000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M31.00S,2023-03-12T01:39:43.6Z,3,REGULAR,substitution,in,[],1630188,,,1610612754,82,86,2023-03-12T01:39:50Z,4510000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M31.00S,2023-03-12T01:40:04.1Z,3,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,82,87,2023-03-12T01:40:04Z,4520000,False,,,0,,A. Nesmith Free Throw 2 of 2 (6 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
459,PT04M18.00S,2023-03-12T01:40:18.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630587,6.258212877792378,49.01960784313725,1610612765,84,87,2023-03-12T01:40:23Z,4530000,False,5.0,6.0,1,left,I. Livers cutting DUNK (15 PTS) (K. Hayes 11 AST),"[1630587, 1630165]",1610612765.0,DET,cutting,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,0.8,Made,15.0,,,,,,,K. Hayes,1630165.0,11.0,,,,,,,,
461,PT04M05.00S,2023-03-12T01:40:31.4Z,3,REGULAR,3pt,Jump Shot,[],1630174,91.67214191852825,94.85294117647058,1610612754,84,87,2023-03-12T01:40:40Z,4550000,False,224.0,26.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,22.58,Missed,,,,,,,,,,,,,,,,,,
462,PT04M05.00S,2023-03-12T01:40:31.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,84,87,2023-03-12T01:40:40Z,4560000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,461.0,,,,,,,
463,PT04M05.00S,2023-03-12T01:40:39.4Z,3,REGULAR,foul,personal,[],1630188,,,1610612765,84,87,2023-03-12T01:41:06Z,4570000,False,,,0,,J. Smith loose ball personal FOUL (2 PF),"[1630188, 1630164]",1610612754.0,IND,loose ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,2715.0,2.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,
465,PT04M05.00S,2023-03-12T01:40:59.6Z,3,REGULAR,substitution,out,[],1630174,,,1610612765,84,87,2023-03-12T01:41:04Z,4590000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M05.00S,2023-03-12T01:40:59.6Z,3,REGULAR,substitution,in,[],201949,,,1610612765,84,87,2023-03-12T01:41:04Z,4600000,False,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M49.00S,2023-03-12T01:41:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,12.434296977660972,45.09803921568628,1610612765,84,87,2023-03-12T01:41:28Z,4610000,False,25.0,64.0,1,left,MISS K. Hayes 6' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
468,PT03M47.00S,2023-03-12T01:41:23.5Z,3,REGULAR,rebound,defensive,[],201949,,,1610612754,84,87,2023-03-12T01:41:28Z,4620000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,467.0,2.0,2.0,0.0,,,,
469,PT03M39.00S,2023-03-12T01:41:31.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,69.07030223390277,72.54901960784314,1610612754,84,87,2023-03-12T01:49:41Z,4630000,False,113.0,238.0,1,right,MISS B. Hield 26' running pullup 3PT,[1627741],1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
470,PT03M37.00S,2023-03-12T01:41:33.5Z,3,REGULAR,rebound,defensive,[],203585,,,1610612765,84,87,2023-03-12T01:41:33Z,4640000,False,,,0,,R. McGruder REBOUND (Off:0 Def:2),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,469.0,2.0,2.0,0.0,,,,
471,PT03M32.00S,2023-03-12T01:41:38.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630165,6.783837056504599,53.18627450980392,1610612765,84,87,2023-03-12T01:49:59Z,4650000,False,-16.0,11.0,1,left,MISS K. Hayes running Layup,[1630165],1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,1.95,Missed,,,,,,,,,,,,,,,,,,
472,PT03M31.00S,2023-03-12T01:41:39.7Z,3,REGULAR,rebound,defensive,[],201949,,,1610612754,84,87,2023-03-12T01:41:44Z,4660000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,471.0,3.0,3.0,0.0,,,,
473,PT03M24.00S,2023-03-12T01:41:47.4Z,3,REGULAR,3pt,Jump Shot,[],1629614,91.93495400788436,5.147058823529411,1610612754,84,87,2023-03-12T01:41:53Z,4670000,False,-224.0,23.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
474,PT03M20.00S,2023-03-12T01:41:51.4Z,3,REGULAR,rebound,defensive,[],1630647,,,1610612765,84,87,2023-03-12T01:41:53Z,4680000,False,,,0,,E. Omoruyi REBOUND (Off:0 Def:1),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,473.0,1.0,1.0,0.0,,,,
475,PT03M16.00S,2023-03-12T01:41:58.3Z,3,REGULAR,foul,offensive,[],1630164,,,1610612765,84,87,2023-03-12T01:42:34Z,4690000,False,,,0,,J. Wiseman offensive FOUL (4 PF),"[1630164, 1630188]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,4.0,0.0,Smith,1630188.0,,,,,,,,,,,,
477,PT03M16.00S,2023-03-12T01:41:58.3Z,3,REGULAR,turnover,offensive foul,[],1630164,,,1610612765,84,87,2023-03-12T01:41:58Z,4710000,False,,,0,,J. Wiseman offensive foul TURNOVER (1 TO),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,,,,,1.0,,,,,,,,,,,
478,PT03M16.00S,2023-03-12T01:42:07.2Z,3,REGULAR,substitution,out,[],203585,,,1610612754,84,87,2023-03-12T01:42:30Z,4720000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M16.00S,2023-03-12T01:42:07.2Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,84,87,2023-03-12T01:42:30Z,4730000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M16.00S,2023-03-12T01:42:07.2Z,3,REGULAR,substitution,in,[],202709,,,1610612754,84,87,2023-03-12T01:42:30Z,4740000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M16.00S,2023-03-12T01:42:07.2Z,3,REGULAR,substitution,in,[],1629670,,,1610612754,84,87,2023-03-12T01:42:30Z,4750000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M06.00S,2023-03-12T01:42:36.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629670,89.17542706964521,3.6764705882352944,1610612754,84,87,2023-03-12T01:42:40Z,4760000,False,-232.0,49.0,1,right,MISS J. Nwora 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
483,PT03M04.00S,2023-03-12T01:42:38.2Z,3,REGULAR,rebound,defensive,[],1630647,,,1610612765,84,87,2023-03-12T01:42:40Z,4770000,False,,,0,,E. Omoruyi REBOUND (Off:0 Def:2),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,482.0,2.0,2.0,0.0,,,,
484,PT02M45.00S,2023-03-12T01:42:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630647,12.697109067017081,49.01960784313725,1610612765,84,87,2023-03-12T01:43:01Z,4780000,False,5.0,67.0,1,left,MISS E. Omoruyi 6' driving floating Shot,[1630647],1610612765.0,DET,driving floating,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
485,PT02M43.00S,2023-03-12T01:42:59.6Z,3,REGULAR,rebound,defensive,[],201949,,,1610612754,84,87,2023-03-12T01:43:01Z,4790000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,484.0,4.0,4.0,0.0,,,,
486,PT02M34.00S,2023-03-12T01:43:08.6Z,3,REGULAR,turnover,lost ball,[],1629670,,,1610612754,84,87,2023-03-12T01:43:13Z,4800000,False,,,0,,J. Nwora lost ball TURNOVER (2 TO),"[1629670, 202709]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,,,,,,,,,,Joseph,202709.0
487,PT02M34.00S,2023-03-12T01:43:08.6Z,3,REGULAR,steal,,[],202709,,,1610612765,84,87,2023-03-12T01:43:10Z,4810000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
488,PT02M27.00S,2023-03-12T01:43:15.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630164,5.338370565045992,50.0,1610612765,86,87,2023-03-12T01:52:51Z,4820000,False,0.0,-2.0,1,left,J. Wiseman running alley-oop Layup (13 PTS) (K. Hayes 12 AST),"[1630164, 1630165]",1610612765.0,DET,running alley-oop,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,0.23,Made,13.0,,,,,,,K. Hayes,1630165.0,12.0,,,,,,,,
490,PT02M08.00S,2023-03-12T01:43:34.2Z,3,REGULAR,3pt,Jump Shot,[],1630537,76.95466491458606,88.72549019607843,1610612754,86,87,2023-03-12T01:53:06Z,4840000,False,194.0,164.0,1,right,MISS C. Duarte 25' step back 3PT,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
491,PT02M05.00S,2023-03-12T01:43:37.2Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,86,87,2023-03-12T01:43:39Z,4850000,False,,,0,,I. Livers REBOUND (Off:1 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,490.0,3.0,2.0,1.0,,,,
492,PT01M53.00S,2023-03-12T01:43:49.4Z,3,REGULAR,2pt,Jump Shot,[],1630587,11.12023653088042,19.11764705882353,1610612765,86,87,2023-03-12T01:43:55Z,4860000,False,154.0,52.0,1,left,MISS I. Livers 16' step back Shot,[1630587],1610612765.0,DET,step back,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right,16.29,Missed,,,,,,,,,,,,,,,,,,
493,PT01M50.00S,2023-03-12T01:43:52.4Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,86,87,2023-03-12T01:43:55Z,4870000,False,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,492.0,5.0,4.0,1.0,,,,
494,PT01M34.00S,2023-03-12T01:44:08.5Z,3,REGULAR,3pt,Jump Shot,[],1630537,67.62483574244416,67.8921568627451,1610612754,86,87,2023-03-12T01:44:13Z,4880000,False,89.0,252.0,1,right,MISS C. Duarte 26' 3PT - blocked,"[1630537, 1630647]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,Omoruyi,1630647.0,,
495,PT01M34.00S,2023-03-12T01:44:08.5Z,3,REGULAR,block,,[],1630647,,,1610612754,86,87,2023-03-12T01:44:12Z,4890000,False,,,0,,E. Omoruyi BLOCK (1 BLK),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
496,PT01M31.00S,2023-03-12T01:44:11.5Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,86,87,2023-03-12T01:44:13Z,4900000,False,,,0,,K. Hayes REBOUND (Off:0 Def:5),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,494.0,5.0,5.0,0.0,,,,
497,PT01M27.00S,2023-03-12T01:44:15.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630647,5.075558475689881,47.30392156862745,1610612765,88,87,2023-03-12T01:54:40Z,4910000,False,13.0,-5.0,1,left,E. Omoruyi running Layup (7 PTS) (K. Hayes 13 AST),"[1630647, 1630165]",1610612765.0,DET,running,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.43,Made,7.0,,,,,,,K. Hayes,1630165.0,13.0,,,,,,,,
499,PT01M15.00S,2023-03-12T01:44:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,89.04402102496715,42.40196078431372,1610612754,88,89,2023-03-12T01:54:54Z,4930000,False,-38.0,50.0,1,right,C. Duarte 6' cutting Layup (5 PTS) (J. Johnson 2 AST),"[1630537, 201949]",1610612754.0,IND,cutting,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,5.0,,,,,,,J. Johnson,201949.0,2.0,,,,,,,,
501,PT01M15.00S,2023-03-12T01:44:36.4Z,3,REGULAR,foul,personal,['1freethrow'],1630587,,,1610612754,88,89,2023-03-12T01:45:09Z,4950000,False,,,0,,I. Livers shooting personal FOUL (2 PF) (Duarte 1 FT),"[1630587, 1630537]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,
503,PT01M15.00S,2023-03-12T01:44:52.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,88,89,2023-03-12T01:44:52Z,4970000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M15.00S,2023-03-12T01:46:57.0Z,3,REGULAR,substitution,out,[],1630165,,,1610612754,88,89,2023-03-12T01:47:27Z,4980000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT01M15.00S,2023-03-12T01:46:57.0Z,3,REGULAR,substitution,out,[],1630164,,,1610612754,88,89,2023-03-12T01:47:27Z,4990000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M15.00S,2023-03-12T01:46:57.0Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,88,89,2023-03-12T01:47:27Z,5000000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT01M15.00S,2023-03-12T01:46:57.0Z,3,REGULAR,substitution,in,[],1630181,,,1610612754,88,89,2023-03-12T01:47:27Z,5010000,False,,,0,,SUB in: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M15.00S,2023-03-12T01:46:57.0Z,3,REGULAR,substitution,in,[],1631105,,,1610612754,88,89,2023-03-12T01:47:27Z,5020000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT01M15.00S,2023-03-12T01:46:57.0Z,3,REGULAR,substitution,in,[],201588,,,1610612754,88,89,2023-03-12T01:47:27Z,5030000,False,,,0,,SUB in: G. Hill,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M15.00S,2023-03-12T01:47:41.6Z,3,REGULAR,freethrow,1 of 1,[],1630537,,,1610612754,88,90,2023-03-12T01:47:41Z,5040000,False,,,0,,C. Duarte Free Throw 1 of 1 (6 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
511,PT00M56.10S,2023-03-12T01:48:06.2Z,3,REGULAR,turnover,bad pass,[],202709,,,1610612765,88,90,2023-03-12T01:48:10Z,5050000,False,,,0,,C. Joseph bad pass TURNOVER (1 TO),"[202709, 1629670]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Nwora,1629670.0
