actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
84,PT04M30.00S,2022-10-28T23:26:20.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,93.61038107752957,55.88235294117647,1610612737,17,24,2022-10-28T23:27:14Z,840000,29.0,8.0,1,right,O. Okongwu alley-oop DUNK (2 PTS) (T. Young 4 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,3.04,Made,2.0,,,,,,,T. Young,1629027.0,4.0,,,,,,,,
86,PT04M15.00S,2022-10-28T23:26:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,10.693166885676746,37.00980392156863,1610612765,19,24,2022-10-28T23:26:40Z,860000,65.0,48.0,1,left,C. Cunningham 8' fadeaway Jump Shot (8 PTS),[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,8.08,Made,8.0,,,,,,,,,,,,,,,,,
87,PT04M02.00S,2022-10-28T23:26:48.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,74.1622864651774,35.294117647058826,1610612737,19,24,2022-10-28T23:27:49Z,870000,-74.0,190.0,1,right,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,20.41,Missed,,,,,,,,,,,,,,,,,,
88,PT04M00.00S,2022-10-28T23:26:51.1Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,19,24,2022-10-28T23:26:51Z,880000,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Left Center,,,,,,87.0,2.0,1.0,1.0,,,,,,,,,,,
89,PT03M59.00S,2022-10-28T23:26:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,91.50788436268068,48.0392156862745,1610612737,19,24,2022-10-28T23:28:10Z,890000,-10.0,27.0,1,right,MISS O. Okongwu putback Layup - blocked,"[1630168, 1630191]",1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.9,Missed,,Stewart,1630191.0,,,,,,,,,,,,,,,
90,PT03M59.00S,2022-10-28T23:26:51.6Z,1,REGULAR,block,,[],1630191,,,1610612737,19,24,2022-10-28T23:26:53Z,900000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT03M57.00S,2022-10-28T23:26:53.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,19,24,2022-10-28T23:26:56Z,910000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,
92,PT03M57.00S,2022-10-28T23:26:55.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630595,8.327858081471746,49.50980392156863,1610612765,21,24,2022-10-28T23:28:12Z,920000,2.0,26.0,1,left,C. Cunningham running DUNK (10 PTS) (K. Hayes 2 AST),"[1630595, 1630165]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.59,Made,10.0,,,,,,,K. Hayes,1630165.0,2.0,,,,,,,,
94,PT03M56.00S,2022-10-28T23:27:01.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,21,24,2022-10-28T23:27:01Z,940000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,out,[],1630191,,,1610612737,21,24,2022-10-28T23:29:47Z,950000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612737,21,24,2022-10-28T23:29:47Z,960000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,21,24,2022-10-28T23:29:47Z,970000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,21,24,2022-10-28T23:29:47Z,980000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,21,24,2022-10-28T23:29:47Z,990000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,in,[],1630587,,,1610612737,21,24,2022-10-28T23:29:47Z,1000000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,in,[],1631105,,,1610612737,21,24,2022-10-28T23:29:47Z,1010000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,in,[],203991,,,1610612737,21,24,2022-10-28T23:29:47Z,1020000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,in,[],203200,,,1610612737,21,24,2022-10-28T23:29:47Z,1030000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M56.00S,2022-10-28T23:27:04.0Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,21,24,2022-10-28T23:29:47Z,1040000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M43.00S,2022-10-28T23:30:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.34756898817345,43.13725490196079,1610612737,21,24,2022-10-28T23:30:21Z,1050000,-34.0,10.0,1,right,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2022-10-28T23:30:06.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,21,24,2022-10-28T23:30:21Z,1060000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,105.0,4.0,3.0,1.0,,,,,,,,,,,
107,PT03M38.00S,2022-10-28T23:30:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628988,94.00459921156373,45.34313725490197,1610612737,21,26,2022-10-28T23:30:13Z,1070000,-23.0,4.0,1,right,A. Holiday driving Layup (2 PTS),[1628988],1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,,,,,,,,,,,,,
108,PT03M20.00S,2022-10-28T23:30:25.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202711,6.356767411300922,40.44117647058824,1610612765,21,26,2022-10-28T23:30:31Z,1080000,48.0,7.0,1,left,MISS B. Bogdanovic driving Hook - blocked,"[202711, 203991]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,Capela,203991.0,,,,,,,,,,,,,,,
109,PT03M20.00S,2022-10-28T23:30:25.3Z,1,REGULAR,block,,[],203991,,,1610612765,21,26,2022-10-28T23:30:27Z,1090000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M17.00S,2022-10-28T23:30:28.3Z,1,REGULAR,rebound,offensive,[],202711,,,1610612765,21,26,2022-10-28T23:30:31Z,1100000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,108.0,1.0,0.0,1.0,,,,,,,,,,,
111,PT03M17.00S,2022-10-28T23:30:30.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,7.145203679369246,97.30392156862744,1610612765,21,26,2022-10-28T23:31:30Z,1110000,-237.0,15.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2022-10-28T23:30:31.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,21,26,2022-10-28T23:31:30Z,1120000,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,
113,PT03M16.00S,2022-10-28T23:30:34.7Z,1,REGULAR,foul,personal,['2freethrow'],203200,,,1610612765,21,26,2022-10-28T23:30:46Z,1130000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Duren 2 FT),"[203200, 1631105]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Duren,1631105.0,,,
115,PT03M16.00S,2022-10-28T23:31:00.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,22,26,2022-10-28T23:31:20Z,1150000,,,0,,J. Duren Free Throw 1 of 2 (1 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2022-10-28T23:31:00.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,22,26,2022-10-28T23:31:20Z,1160000,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
117,PT03M14.00S,2022-10-28T23:31:02.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,22,26,2022-10-28T23:31:20Z,1170000,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,116.0,5.0,4.0,1.0,,,,,,,,,,,
118,PT03M02.00S,2022-10-28T23:31:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.26741130091985,54.16666666666667,1610612737,22,28,2022-10-28T23:31:35Z,1180000,21.0,1.0,1,right,T. Young driving Layup (7 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.08,Made,7.0,,,,,,,,,,,,,,,,,
119,PT02M50.00S,2022-10-28T23:31:42.6Z,1,REGULAR,foul,personal,[],1628988,,,1610612765,22,28,2022-10-28T23:31:54Z,1190000,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1630595]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Cunningham,1630595.0,,,
121,PT02M43.00S,2022-10-28T23:32:08.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628988,,,1610612765,22,28,2022-10-28T23:32:16Z,1210000,,,0,,A. Holiday shooting personal FOUL (2 PF) (Cunningham 2 FT),"[1628988, 1630595]",1610612737.0,ATL,shooting,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,202035.0,2.0,0.0,Cunningham,1630595.0,,,
123,PT02M43.00S,2022-10-28T23:32:32.6Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,23,28,2022-10-28T23:32:32Z,1230000,,,0,,C. Cunningham Free Throw 1 of 2 (11 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
124,PT02M43.00S,2022-10-28T23:32:33.3Z,1,REGULAR,substitution,out,[],202711,,,1610612765,23,28,2022-10-28T23:32:42Z,1240000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M43.00S,2022-10-28T23:32:33.3Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,23,28,2022-10-28T23:32:42Z,1250000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M43.00S,2022-10-28T23:32:51.0Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,23,28,2022-10-28T23:32:51Z,1260000,,,0,,MISS C. Cunningham Free Throw 2 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
127,PT02M40.00S,2022-10-28T23:32:52.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,23,28,2022-10-28T23:32:52Z,1270000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,
128,PT02M22.00S,2022-10-28T23:33:10.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,89.93101182654402,47.30392156862745,1610612737,23,28,2022-10-28T23:33:16Z,1280000,-13.0,42.0,1,right,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
129,PT02M22.00S,2022-10-28T23:33:10.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,23,28,2022-10-28T23:33:16Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,128.0,,,,,,,,,,,,,,
131,PT02M08.00S,2022-10-28T23:33:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,15.55519053876479,36.76470588235294,1610612765,25,28,2022-10-28T23:33:38Z,1310000,66.0,94.0,1,left,C. Cunningham 11' pullup Jump Shot (13 PTS) (H. Diallo 1 AST),"[1630595, 1628977]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,11.47,Made,13.0,,,,,,,H. Diallo,1628977.0,1.0,,,,,,,,
133,PT01M54.00S,2022-10-28T23:33:54.4Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612737,25,28,2022-10-28T23:34:05Z,1330000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Capela 2 FT),"[1630595, 203991]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Capela,203991.0,,,
135,PT01M54.00S,2022-10-28T23:34:18.5Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,25,28,2022-10-28T23:34:18Z,1350000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2022-10-28T23:34:18.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,25,28,2022-10-28T23:34:18Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,
137,PT01M54.00S,2022-10-28T23:34:36.0Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,25,29,2022-10-28T23:34:36Z,1370000,,,0,,C. Capela Free Throw 2 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
138,PT01M35.00S,2022-10-28T23:34:52.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628977,6.093955321944804,53.431372549019606,1610612765,27,29,2022-10-28T23:34:59Z,1380000,-17.0,5.0,1,left,H. Diallo cutting DUNK (2 PTS) (C. Cunningham 2 AST),"[1628977, 1630595]",1610612765.0,DET,cutting,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,C. Cunningham,1630595.0,2.0,,,,,,,,
140,PT01M27.00S,2022-10-28T23:35:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612737,27,29,2022-10-28T23:35:17Z,1400000,,,0,,K. Hayes personal FOUL (2 PF) (Young 2 FT),"[1630165, 1629027]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200832.0,2.0,0.0,Young,1629027.0,,,
142,PT01M27.00S,2022-10-28T23:35:30.6Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,27,30,2022-10-28T23:35:30Z,1420000,,,0,,T. Young Free Throw 1 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
143,PT01M27.00S,2022-10-28T23:35:45.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,27,31,2022-10-28T23:35:45Z,1430000,,,0,,T. Young Free Throw 2 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
144,PT01M11.00S,2022-10-28T23:36:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,15.160972404730614,38.725490196078425,1610612765,27,31,2022-10-28T23:36:09Z,1440000,56.0,90.0,1,left,MISS C. Cunningham 10' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,10.62,Missed,,,,,,,,,,,,,,,,,,
145,PT01M09.00S,2022-10-28T23:36:07.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,27,31,2022-10-28T23:36:09Z,1450000,,,0,,C. Capela REBOUND (Off:1 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,,,,144.0,6.0,5.0,1.0,,,,,,,,,,,
146,PT00M57.00S,2022-10-28T23:36:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,94.53022339027595,46.07843137254902,1610612737,27,33,2022-10-28T23:36:27Z,1460000,-20.0,-1.0,1,right,J. Johnson driving Layup (2 PTS) (T. Young 5 AST),"[1630552, 1629027]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,,,,,,,T. Young,1629027.0,5.0,,,,,,,,
148,PT00M46.40S,2022-10-28T23:36:35.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612765,27,33,2022-10-28T23:36:49Z,1480000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Cunningham 2 FT),"[203200, 1630595]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,2.0,0.0,Cunningham,1630595.0,,,
150,PT00M46.40S,2022-10-28T23:37:00.1Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,28,33,2022-10-28T23:37:00Z,1500000,,,0,,C. Cunningham Free Throw 1 of 2 (14 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
151,PT00M46.40S,2022-10-28T23:37:18.0Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,29,33,2022-10-28T23:37:18Z,1510000,,,0,,C. Cunningham Free Throw 2 of 2 (15 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
152,PT00M31.60S,2022-10-28T23:37:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,63.12417871222076,82.35294117647058,1610612737,29,33,2022-10-28T23:38:06Z,1520000,162.0,294.0,1,right,MISS T. Young 33' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,33.57,Missed,,,,,,,,,,,,,,,,,,
153,PT00M28.50S,2022-10-28T23:37:38.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,29,33,2022-10-28T23:38:06Z,1530000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,
154,PT00M07.20S,2022-10-28T23:37:59.2Z,1,REGULAR,3pt,Jump Shot,[],1628977,7.013797634691201,97.54901960784314,1610612765,29,33,2022-10-28T23:38:05Z,1540000,-238.0,13.0,1,left,MISS H. Diallo 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Left Corner 3,24+ Left,23.81,Missed,,,,,,,,,,,,,,,,,,
155,PT00M05.20S,2022-10-28T23:38:01.2Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,29,33,2022-10-28T23:38:05Z,1550000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,
156,PT00M02.10S,2022-10-28T23:38:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,91.24507227332458,41.91176470588235,1610612737,29,35,2022-10-28T23:38:59Z,1560000,-40.0,30.0,1,right,T. Young driving floating Jump Shot (11 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,11.0,,,,,,,,,,,,,,,,,
157,PT00M01.60S,2022-10-28T23:38:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,89.6681997371879,65.19607843137254,1610612765,29,35,2022-10-28T23:39:24Z,1570000,-76.0,790.0,1,left,MISS C. Cunningham 79' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,79.4,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.60S,2022-10-28T23:38:13.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,29,35,2022-10-28T23:39:24Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,157.0,,,,,,,,,,,,,,
159,PT00M00.00S,2022-10-28T23:38:20.0Z,1,REGULAR,period,end,[],0,,,1610612765,29,35,2022-10-28T23:38:20Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,29,35,2022-10-28T23:40:51Z,1600000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,out,['startperiod'],1630165,,,1610612765,29,35,2022-10-28T23:40:51Z,1610000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612765,29,35,2022-10-28T23:40:51Z,1620000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,out,['startperiod'],203991,,,1610612765,29,35,2022-10-28T23:40:51Z,1630000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,29,35,2022-10-28T23:40:51Z,1640000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,in,['startperiod'],202709,,,1610612765,29,35,2022-10-28T23:40:51Z,1650000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612765,29,35,2022-10-28T23:40:51Z,1660000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-10-28T23:40:17.2Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612765,29,35,2022-10-28T23:40:51Z,1670000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-10-28T23:40:54.8Z,2,REGULAR,period,start,[],0,,,1610612765,29,35,2022-10-28T23:40:54Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M45.00S,2022-10-28T23:41:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612765,29,35,2022-10-28T23:41:23Z,1690000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Ivey 2 FT),"[1630168, 1631093]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Ivey,1631093.0,,,
