actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
343,PT00M07.00S,2022-10-29T00:12:38.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612765,66,67,2022-10-29T00:12:52Z,3430000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Bey 2 FT),"[1630552, 1630180]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Bey,1630180.0,,,
345,PT00M07.00S,2022-10-29T00:13:10.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612765,66,67,2022-10-29T00:13:10Z,3450000,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
346,PT00M07.00S,2022-10-29T00:13:10.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,66,67,2022-10-29T00:13:10Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,
347,PT00M07.00S,2022-10-29T00:13:10.8Z,2,REGULAR,substitution,out,[],1631093,,,1610612765,66,67,2022-10-29T00:13:13Z,3470000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M07.00S,2022-10-29T00:13:10.8Z,2,REGULAR,substitution,in,[],1630587,,,1610612765,66,67,2022-10-29T00:13:13Z,3480000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M07.00S,2022-10-29T00:13:29.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612765,67,67,2022-10-29T00:13:29Z,3490000,,,0,,S. Bey Free Throw 2 of 2 (3 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
350,PT00M02.20S,2022-10-29T00:13:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.34756898817345,53.431372549019606,1610612737,67,69,2022-10-29T00:13:43Z,3500000,17.0,10.0,1,right,T. Young driving Layup (23 PTS) (D. Murray 1 AST),"[1629027, 1627749]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.99,Made,23.0,,,,,,,D. Murray,1627749.0,1.0,,,,,,,,
352,PT00M00.50S,2022-10-29T00:13:44.4Z,2,REGULAR,3pt,Jump Shot,[],1630180,46.41713206307491,13.45741421568627,1610612765,67,69,2022-10-29T00:14:11Z,3520000,183.0,384.0,1,left,MISS S. Bey 42' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,42.51,Missed,,,,,,,,,,,,,,,,,,
353,PT00M00.10S,2022-10-29T00:13:44.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,67,69,2022-10-29T00:14:11Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,352.0,,,,,,,,,,,,,,
354,PT00M00.00S,2022-10-29T00:13:49.4Z,2,REGULAR,period,end,[],0,,,1610612765,67,69,2022-10-29T00:13:49Z,3540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,out,['startperiod'],1630165,,,1610612765,67,69,2022-10-29T00:29:00Z,3550000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,out,['startperiod'],1630587,,,1610612765,67,69,2022-10-29T00:29:00Z,3560000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,out,['startperiod'],1630552,,,1610612765,67,69,2022-10-29T00:29:00Z,3570000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,out,['startperiod'],1628988,,,1610612765,67,69,2022-10-29T00:29:00Z,3580000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,67,69,2022-10-29T00:29:00Z,3590000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,67,69,2022-10-29T00:29:00Z,3600000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,in,['startperiod'],1629631,,,1610612765,67,69,2022-10-29T00:29:00Z,3610000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-29T00:28:23.5Z,3,REGULAR,substitution,in,['startperiod'],1628381,,,1610612765,67,69,2022-10-29T00:29:00Z,3620000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-29T00:29:02.9Z,3,REGULAR,period,start,[],0,,,1610612765,67,69,2022-10-29T00:29:02Z,3630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT11M40.00S,2022-10-29T00:29:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,93.74178712220763,55.3921568627451,1610612765,67,69,2022-10-29T00:29:29Z,3640000,27.0,6.0,1,right,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1628381]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.77,Missed,,Collins,1628381.0,,,,,,,,,,,,,,,
385,PT11M40.00S,2022-10-29T00:29:22.3Z,3,REGULAR,block,,[],1628381,,,1610612765,67,69,2022-10-29T00:30:59Z,3645000,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT11M34.00S,2022-10-29T00:29:28.3Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,67,69,2022-10-29T00:30:59Z,3650000,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,365.0,6.0,3.0,3.0,,,,,,,,,,,
367,PT11M34.00S,2022-10-29T00:29:26.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,69,69,2022-10-29T00:31:07Z,3660000,0.0,0.0,1,right,I. Stewart tip Layup (9 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
368,PT11M25.00S,2022-10-29T00:29:45.1Z,3,REGULAR,foul,personal,[],1631093,,,1610612737,69,69,2022-10-29T00:31:07Z,3670000,,,0,,J. Ivey personal FOUL (2 PF),"[1631093, 1629631]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200832.0,2.0,0.0,Hunter,1629631.0,,,
370,PT11M13.00S,2022-10-29T00:30:05.3Z,3,REGULAR,3pt,Jump Shot,[],1629027,32.637976346911955,15.196078431372555,1610612737,69,69,2022-10-29T00:32:06Z,3690000,174.0,254.0,1,left,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,30.81,Missed,,,,,,,,,,,,,,,,,,
371,PT11M10.00S,2022-10-29T00:30:08.4Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,69,69,2022-10-29T00:30:08Z,3700000,,,0,,C. Capela REBOUND (Off:3 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,370.0,9.0,6.0,3.0,,,,,,,,,,,
372,PT11M09.00S,2022-10-29T00:30:09.9Z,3,REGULAR,turnover,bad pass,[],203991,,,1610612737,69,69,2022-10-29T00:32:00Z,3710000,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 202711]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,202711.0
373,PT11M09.00S,2022-10-29T00:30:09.9Z,3,REGULAR,steal,,[],202711,,,1610612765,69,69,2022-10-29T00:30:11Z,3720000,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
374,PT11M02.00S,2022-10-29T00:30:16.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631093,93.34756898817345,44.85294117647059,1610612765,69,69,2022-10-29T00:32:38Z,3730000,-26.0,10.0,1,right,MISS J. Ivey alley-oop Layup,[1631093],1610612765.0,DET,alley-oop,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.76,Missed,,,,,,,,,,,,,,,,,,
375,PT10M59.00S,2022-10-29T00:30:19.4Z,3,REGULAR,rebound,offensive,[],1630595,,,1610612765,69,69,2022-10-29T00:30:19Z,3740000,,,0,,C. Cunningham REBOUND (Off:1 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,374.0,5.0,4.0,1.0,,,,,,,,,,,
659,PT10M57.00S,2022-10-29T00:30:18.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630595,88.43626806833115,50.4672181372549,1610612765,69,69,2022-10-29T01:20:59Z,3745000,2.0,56.0,1,right,MISS C. Cunningham turnaround Hook - blocked,"[1630595, 1628381]",1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,Collins,1628381.0,,,,,,,,,,,,,,,
660,PT10M57.00S,2022-10-29T00:30:18.3Z,3,REGULAR,block,,[],1628381,,,1610612765,69,69,2022-10-29T01:20:22Z,3747500,,,0,,J. Collins BLOCK (3 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
661,PT10M57.00S,2022-10-29T00:30:18.3Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,69,69,2022-10-29T01:20:22Z,3748750,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,659.0,5.0,5.0,0.0,,,,,,,,,,,
380,PT10M50.00S,2022-10-29T00:30:29.0Z,3,REGULAR,3pt,Jump Shot,[],1629631,28.301576872536145,85.04901960784314,1610612737,69,69,2022-10-29T01:20:26Z,3770000,-175.0,214.0,1,left,MISS D. Hunter 27' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,27.62,Missed,,,,,,,,,,,,,,,,,,
381,PT10M45.00S,2022-10-29T00:30:32.5Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,69,69,2022-10-29T00:30:32Z,3780000,,,0,,S. Bey REBOUND (Off:0 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,380.0,4.0,4.0,0.0,,,,,,,,,,,
382,PT10M35.00S,2022-10-29T00:30:43.0Z,3,REGULAR,2pt,Jump Shot,[],1630180,79.81274638633377,76.7156862745098,1610612765,71,69,2022-10-29T00:34:10Z,3790000,134.0,137.0,1,right,S. Bey 19' pullup Jump Shot (5 PTS),[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right Center,19.16,Made,5.0,,,,,,,,,,,,,,,,,
383,PT10M25.00S,2022-10-29T00:30:53.5Z,3,REGULAR,3pt,Jump Shot,[],1629027,31.980946123521676,27.941176470588232,1610612737,71,72,2022-10-29T00:31:14Z,3800000,110.0,248.0,1,left,T. Young 27' 3PT  (26 PTS) (D. Hunter 1 AST),"[1629027, 1629631]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,27.15,Made,26.0,,,,,,,D. Hunter,1629631.0,1.0,,,,,,,,
386,PT10M15.00S,2022-10-29T00:31:08.2Z,3,REGULAR,foul,offensive,[],202711,,,1610612765,71,72,2022-10-29T00:34:15Z,3820000,,,0,,B. Bogdanovic offensive FOUL (1 PF),"[202711, 1629027]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,200832.0,1.0,0.0,Young,1629027.0,,,
388,PT10M15.00S,2022-10-29T00:31:08.2Z,3,REGULAR,turnover,offensive foul,[],202711,,,1610612765,71,72,2022-10-29T00:31:08Z,3840000,,,0,,B. Bogdanovic offensive foul TURNOVER (1 TO),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,200832.0,,,,,1.0,,
389,PT10M04.00S,2022-10-29T00:31:35.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,23.4395532194481,69.36274509803921,1610612737,71,74,2022-10-29T00:35:02Z,3850000,-97.0,168.0,1,left,D. Hunter 19' pullup Jump Shot (7 PTS) (T. Young 8 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,19.37,Made,7.0,,,,,,,T. Young,1629027.0,8.0,,,,,,,,
391,PT09M50.00S,2022-10-29T00:31:49.7Z,3,REGULAR,3pt,Jump Shot,[],202711,69.82588699080158,23.039215686274503,1610612765,74,74,2022-10-29T00:31:53Z,3870000,-135.0,231.0,1,right,B. Bogdanovic 26' 3PT  (15 PTS) (C. Cunningham 5 AST),"[202711, 1630595]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.75,Made,15.0,,,,,,,C. Cunningham,1630595.0,5.0,,,,,,,,
393,PT09M39.00S,2022-10-29T00:32:00.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,12.795663600525614,50.245098039215684,1610612737,74,76,2022-10-29T00:32:05Z,3890000,-1.0,68.0,1,left,C. Capela 6' cutting DUNK (5 PTS) (T. Young 9 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,5.0,,,,,,,T. Young,1629027.0,9.0,,,,,,,,
395,PT09M19.00S,2022-10-29T00:32:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.95335085413929,53.92156862745098,1610612765,74,76,2022-10-29T00:32:26Z,3910000,20.0,14.0,1,right,MISS S. Bey driving reverse Layup,[1630180],1610612765.0,DET,driving reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
396,PT09M17.00S,2022-10-29T00:32:22.7Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,74,76,2022-10-29T00:32:26Z,3920000,,,0,,C. Capela REBOUND (Off:3 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,395.0,10.0,7.0,3.0,,,,,,,,,,,
397,PT09M07.00S,2022-10-29T00:32:32.5Z,3,REGULAR,3pt,Jump Shot,[],1629631,7.145203679369246,97.79411764705883,1610612737,74,79,2022-10-29T00:32:46Z,3930000,-239.0,15.0,1,left,D. Hunter 3PT  (10 PTS) (T. Young 10 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.95,Made,10.0,,,,,,,T. Young,1629027.0,10.0,,,,,,,,
399,PT08M53.00S,2022-10-29T00:32:46.6Z,3,REGULAR,2pt,Jump Shot,[],1630595,81.12680683311433,72.54901960784314,1610612765,74,79,2022-10-29T00:32:58Z,3950000,113.0,125.0,1,right,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,16.82,Missed,,,,,,,,,,,,,,,,,,
400,PT08M51.00S,2022-10-29T00:32:48.6Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,74,79,2022-10-29T00:32:58Z,3960000,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,399.0,6.0,6.0,0.0,,,,,,,,,,,
401,PT08M41.00S,2022-10-29T00:32:58.7Z,3,REGULAR,3pt,Jump Shot,[],1627749,24.359395532194483,10.049019607843135,1610612737,74,79,2022-10-29T00:33:02Z,3970000,200.0,176.0,1,left,MISS D. Murray 26' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
402,PT08M38.00S,2022-10-29T00:33:01.7Z,3,REGULAR,rebound,defensive,[],202711,,,1610612765,74,79,2022-10-29T00:33:02Z,3980000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,401.0,3.0,2.0,1.0,,,,,,,,,,,
403,PT08M27.00S,2022-10-29T00:33:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,95.71287779237845,62.5,1610612765,74,79,2022-10-29T00:33:16Z,3990000,62.0,-12.0,1,right,MISS C. Cunningham 6' driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
404,PT08M25.00S,2022-10-29T00:33:14.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,74,79,2022-10-29T00:33:16Z,4000000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,403.0,3.0,3.0,0.0,,,,,,,,,,,
405,PT08M20.00S,2022-10-29T00:33:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.013797634691201,43.627450980392155,1610612737,74,81,2022-10-29T00:33:29Z,4010000,32.0,13.0,1,left,D. Hunter driving Layup (12 PTS) (D. Murray 2 AST),"[1629631, 1627749]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.46,Made,12.0,,,,,,,D. Murray,1627749.0,2.0,,,,,,,,
407,PT08M20.00S,2022-10-29T00:33:26.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,74,81,2022-10-29T00:33:26Z,4030000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT08M07.00S,2022-10-29T00:36:23.2Z,3,REGULAR,3pt,Jump Shot,[],1631093,90.8508541392904,97.30392156862744,1610612765,74,81,2022-10-29T00:36:28Z,4040000,237.0,34.0,1,right,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
409,PT08M04.00S,2022-10-29T00:36:26.2Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,74,81,2022-10-29T00:36:28Z,4050000,,,0,,J. Collins REBOUND (Off:0 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,,,408.0,7.0,7.0,0.0,,,,,,,,,,,
410,PT07M49.00S,2022-10-29T00:36:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,5.174113009198422,46.07843137254902,1610612737,74,83,2022-10-29T00:36:45Z,4060000,20.0,-4.0,1,left,J. Collins alley-oop Layup (4 PTS) (T. Young 11 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.0,Made,4.0,,,,,,,T. Young,1629027.0,11.0,,,,,,,,
412,PT07M37.00S,2022-10-29T00:36:52.9Z,3,REGULAR,3pt,Jump Shot,[],1630191,72.19119579500656,81.37254901960785,1610612765,74,83,2022-10-29T00:36:56Z,4080000,157.0,209.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
413,PT07M35.00S,2022-10-29T00:36:54.9Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,74,83,2022-10-29T00:36:56Z,4090000,,,0,,J. Collins REBOUND (Off:0 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,412.0,8.0,8.0,0.0,,,,,,,,,,,
414,PT07M27.00S,2022-10-29T00:37:06.6Z,3,REGULAR,foul,personal,[],202711,,,1610612737,74,83,2022-10-29T00:37:19Z,4100000,,,0,,B. Bogdanovic personal FOUL (2 PF),"[202711, 1629631]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200832.0,2.0,0.0,Hunter,1629631.0,,,
416,PT07M25.00S,2022-10-29T00:37:30.6Z,3,REGULAR,foul,offensive,[],1629631,,,1610612737,74,83,2022-10-29T00:37:37Z,4120000,,,0,,D. Hunter offensive FOUL (4 PF),"[1629631, 202711]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,200832.0,4.0,0.0,Bogdanovic,202711.0,,,
418,PT07M25.00S,2022-10-29T00:37:30.6Z,3,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,74,83,2022-10-29T00:37:30Z,4140000,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,200832.0,,,,,1.0,,
419,PT07M25.00S,2022-10-29T00:37:43.4Z,3,REGULAR,substitution,out,[],1629631,,,1610612765,74,83,2022-10-29T00:37:51Z,4150000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M25.00S,2022-10-29T00:37:43.4Z,3,REGULAR,substitution,in,[],203200,,,1610612765,74,83,2022-10-29T00:37:51Z,4160000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M13.00S,2022-10-29T00:38:06.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202711,70.3515111695138,23.529411764705884,1610612765,74,83,2022-10-29T00:38:09Z,4170000,-132.0,226.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
422,PT07M11.00S,2022-10-29T00:38:08.4Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,74,83,2022-10-29T00:38:08Z,4180000,,,0,,J. Collins REBOUND (Off:0 Def:9),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,421.0,9.0,9.0,0.0,,,,,,,,,,,
423,PT07M03.00S,2022-10-29T00:38:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,10.298948751642584,46.32352941176471,1610612737,74,83,2022-10-29T00:38:23Z,4190000,18.0,44.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
424,PT07M03.00S,2022-10-29T00:38:19.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,74,83,2022-10-29T00:38:19Z,4200000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,423.0,,,,,,,,,,,,,,
426,PT07M03.00S,2022-10-29T00:38:30.6Z,3,REGULAR,substitution,out,[],1631093,,,1610612737,74,83,2022-10-29T00:38:39Z,4220000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M03.00S,2022-10-29T00:38:30.6Z,3,REGULAR,substitution,in,[],1630165,,,1610612737,74,83,2022-10-29T00:38:39Z,4230000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M58.00S,2022-10-29T00:38:54.8Z,3,REGULAR,foul,personal,[],1630191,,,1610612737,74,83,2022-10-29T00:39:03Z,4240000,,,0,,I. Stewart personal FOUL (2 PF),"[1630191, 1628381]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201638.0,2.0,0.0,Collins,1628381.0,,,
430,PT06M49.00S,2022-10-29T00:39:24.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,6.750985545335084,27.941176470588232,1610612737,74,83,2022-10-29T00:39:32Z,4260000,110.0,11.0,1,left,MISS D. Murray 11' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,11.08,Missed,,,,,,,,,,,,,,,,,,
