actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
439,PT06M32.00S,2026-03-27T00:35:53.3Z,3,REGULAR,foul,personal,[],1630529,,,1610612765,80,69,2026-03-27T00:36:09Z,4250000,False,,,0,,H. Jones personal FOUL (2 PF),"[1630529, 1628989]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Huerter,1628989.0
441,PT06M20.00S,2026-03-27T00:36:24.6Z,3,REGULAR,2pt,Jump Shot,[],202699,81.65243101182654,32.84313725490196,1610612765,80,69,2026-03-27T00:36:48Z,4270000,False,-86.0,120.0,1,right,MISS T. Harris 14' fadeaway Shot,[202699],1610612765.0,DET,fadeaway,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,14.75,Missed,,,,,,,,,,,,,,,,
442,PT06M19.00S,2026-03-27T00:36:25.6Z,3,REGULAR,rebound,defensive,[],201599,,,1610612740,80,69,2026-03-27T00:36:48Z,4280000,False,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,,,441.0,4.0,3.0,1.0,,,,,,,,
443,PT06M15.00S,2026-03-27T00:36:31.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627749,7.013797634691201,40.44117647058824,1610612740,80,69,2026-03-27T00:36:40Z,4290000,False,48.0,13.0,1,left,MISS D. Murray running Layup - blocked,"[1627749, 202699]",1610612740.0,NOP,running,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,4.96,Missed,,,,,,,,,Harris,202699.0,,,,,,
444,PT06M15.00S,2026-03-27T00:36:31.5Z,3,REGULAR,block,,[],202699,,,1610612740,80,69,2026-03-27T00:36:34Z,4300000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT06M14.00S,2026-03-27T00:36:32.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,80,69,2026-03-27T00:36:40Z,4310000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,443.0,,,,,,,,,,,
447,PT06M14.00S,2026-03-27T00:36:42.4Z,3,REGULAR,substitution,out,[],1642450,,,1610612740,80,69,2026-03-27T00:36:49Z,4330000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M14.00S,2026-03-27T00:36:42.4Z,3,REGULAR,substitution,in,[],1631204,,,1610612740,80,69,2026-03-27T00:36:49Z,4340000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M59.00S,2026-03-27T00:37:06.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630529,19.23455978975032,95.34313725490196,1610612740,80,72,2026-03-27T00:37:11Z,4350000,False,-227.0,128.0,1,left,H. Jones 26' 3PT  (11 PTS) (S. Bey 2 AST),"[1630529, 1630180]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,26.05,Made,11.0,S. Bey,1630180.0,2.0,,,,,,,,,,,,
451,PT05M42.00S,2026-03-27T00:37:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.42772667542707,42.40196078431373,1610612765,80,72,2026-03-27T00:37:28Z,4370000,False,-38.0,19.0,1,right,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,4.24,Missed,,,,,,,,,,,,,,,,
453,PT05M41.00S,2026-03-27T00:37:24.8Z,3,REGULAR,rebound,defensive,[],201599,,,1610612740,80,72,2026-03-27T00:37:31Z,4390000,False,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,451.0,5.0,4.0,1.0,,,,,,,,
454,PT05M31.00S,2026-03-27T00:37:35.2Z,3,REGULAR,2pt,Jump Shot,[],1627749,23.96517739816032,47.79411764705882,1610612740,80,72,2026-03-27T00:43:32Z,4400000,False,11.0,173.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,17.31,Missed,,,,,,,,,,,,,,,,
455,PT05M29.00S,2026-03-27T00:37:37.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,80,72,2026-03-27T00:37:41Z,4410000,False,,,0,,T. Harris REBOUND (Off:1 Def:7),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,454.0,8.0,7.0,1.0,,,,,,,,
456,PT05M22.00S,2026-03-27T00:37:47.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,89.14257555847568,39.4607843137255,1610612765,82,72,2026-03-27T00:37:54Z,4420000,False,-53.0,50.0,1,right,T. Harris 7' driving floating Jump Shot (11 PTS),[202699],1610612765.0,DET,driving floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,7.24,Made,11.0,,,,,,,,,,,,,,,
457,PT05M22.00S,2026-03-27T00:37:53.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630180,,,1610612765,82,72,2026-03-27T00:37:59Z,4430000,False,,,0,,S. Bey shooting personal FOUL (2 PF) (Harris 1 FT),"[1630180, 202699]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,,,,,,,,,,,,,,,,2.0,0.0,Harris,202699.0
459,PT05M22.00S,2026-03-27T00:38:00.9Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,82,72,2026-03-27T00:38:16Z,4450000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M22.00S,2026-03-27T00:38:00.9Z,3,REGULAR,substitution,out,[],1630180,,,1610612765,82,72,2026-03-27T00:38:16Z,4460000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M22.00S,2026-03-27T00:38:00.9Z,3,REGULAR,substitution,in,[],1630194,,,1610612765,82,72,2026-03-27T00:38:16Z,4470000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M22.00S,2026-03-27T00:38:00.9Z,3,REGULAR,substitution,in,[],1642847,,,1610612765,82,72,2026-03-27T00:38:16Z,4480000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M22.00S,2026-03-27T00:38:22.7Z,3,REGULAR,freethrow,1 of 1,[],202699,,,1610612765,83,72,2026-03-27T00:38:22Z,4490000,False,,,0,,T. Harris Free Throw 1 of 1 (12 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
464,PT05M02.00S,2026-03-27T00:38:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,12.532851511169525,46.81372549019608,1610612740,83,72,2026-03-27T00:44:47Z,4500000,False,16.0,65.0,1,left,MISS H. Jones 6' fadeaway Shot,[1630529],1610612740.0,NOP,fadeaway,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,6.72,Missed,,,,,,,,,,,,,,,,
465,PT05M00.00S,2026-03-27T00:38:48.4Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612765,83,72,2026-03-27T00:38:50Z,4510000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,464.0,2.0,2.0,0.0,,,,,,,,
466,PT04M55.00S,2026-03-27T00:38:52.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630194,92.55913272010513,45.833333333333336,1610612765,85,72,2026-03-27T00:38:59Z,4520000,False,-21.0,17.0,1,right,P. Reed running Layup (6 PTS) (T. Harris 6 AST),"[1630194, 202699]",1610612765.0,DET,running,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,2.71,Made,6.0,T. Harris,202699.0,6.0,,,,,,,,,,,,
468,PT04M55.00S,2026-03-27T00:39:00.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,85,72,2026-03-27T00:39:00Z,4540000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M55.00S,2026-03-27T00:39:00.7Z,3,REGULAR,substitution,out,[],1627749,,,1610612740,85,72,2026-03-27T00:41:48Z,4550000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M55.00S,2026-03-27T00:39:00.7Z,3,REGULAR,substitution,out,[],201599,,,1610612740,85,72,2026-03-27T00:41:48Z,4560000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M55.00S,2026-03-27T00:39:00.7Z,3,REGULAR,substitution,in,[],1641722,,,1610612740,85,72,2026-03-27T00:41:48Z,4570000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M55.00S,2026-03-27T00:39:00.7Z,3,REGULAR,substitution,in,[],1642274,,,1610612740,85,72,2026-03-27T00:41:48Z,4580000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M38.00S,2026-03-27T00:42:13.4Z,3,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612740,85,72,2026-03-27T00:42:20Z,4590000,False,,,0,,P. Reed shooting personal FOUL (4 PF) (Williamson 2 FT),"[1630194, 1629627]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,,,4.0,0.0,Williamson,1629627.0
475,PT04M38.00S,2026-03-27T00:42:40.6Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,85,72,2026-03-27T00:42:58Z,4610000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
476,PT04M38.00S,2026-03-27T00:42:40.6Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,85,72,2026-03-27T00:42:58Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,475.0,,,,,,,,,,,
477,PT04M38.00S,2026-03-27T00:42:40.6Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,85,72,2026-03-27T00:42:58Z,4630000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
478,PT04M35.00S,2026-03-27T00:42:43.6Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,85,72,2026-03-27T00:42:58Z,4640000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,477.0,3.0,3.0,0.0,,,,,,,,
479,PT04M18.00S,2026-03-27T00:43:17.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,86.25164257555848,64.4607843137255,1610612765,85,72,2026-03-27T00:46:13Z,4650000,False,72.0,77.0,1,right,MISS M. Sasser 10' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Right,,,10.54,Missed,,,,,,,,,,,,,,,,
480,PT04M17.00S,2026-03-27T00:43:18.9Z,3,REGULAR,rebound,defensive,[],1641722,,,1610612740,85,72,2026-03-27T00:46:13Z,4660000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:2),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,479.0,2.0,2.0,0.0,,,,,,,,
481,PT03M51.00S,2026-03-27T00:43:40.3Z,3,REGULAR,3pt,Jump Shot,[],1641722,30.14126149802891,81.61764705882354,1610612740,85,75,2026-03-27T00:43:46Z,4670000,False,-158.0,231.0,1,left,J. Hawkins 27' 3PT  (6 PTS) (H. Jones 3 AST),"[1641722, 1630529]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,27.98,Made,6.0,H. Jones,1630529.0,3.0,,,,,,,,,,,,
483,PT03M29.00S,2026-03-27T00:44:03.0Z,3,REGULAR,3pt,Jump Shot,[],1628989,70.74572930354796,86.76470588235294,1610612765,88,75,2026-03-27T00:44:09Z,4690000,False,184.0,222.0,1,right,K. Huerter 28' 3PT  (17 PTS) (T. Harris 7 AST),"[1628989, 202699]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,28.86,Made,17.0,T. Harris,202699.0,7.0,,,,,,,,,,,,
485,PT03M18.00S,2026-03-27T00:44:17.2Z,3,REGULAR,3pt,Jump Shot,[],1630529,25.804862023653087,87.00980392156862,1610612740,88,75,2026-03-27T00:47:16Z,4710000,False,-185.0,190.0,1,left,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,26.53,Missed,,,,,,,,,,,,,,,,
486,PT03M15.00S,2026-03-27T00:44:20.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,88,75,2026-03-27T00:47:16Z,4720000,False,,,0,,T. Harris REBOUND (Off:1 Def:8),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,485.0,9.0,8.0,1.0,,,,,,,,
488,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,out,[],1641709,,,1610612765,88,75,2026-03-27T00:45:03Z,4740000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,out,[],202699,,,1610612765,88,75,2026-03-27T00:45:03Z,4750000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,out,[],1629627,,,1610612765,88,75,2026-03-27T00:45:03Z,4760000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,out,[],1630529,,,1610612765,88,75,2026-03-27T00:45:03Z,4770000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,in,[],1641842,,,1610612765,88,75,2026-03-27T00:45:03Z,4780000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,in,[],1629750,,,1610612765,88,75,2026-03-27T00:45:03Z,4790000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,in,[],1642852,,,1610612765,88,75,2026-03-27T00:45:03Z,4800000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M55.00S,2026-03-27T00:44:42.4Z,3,REGULAR,substitution,in,[],1630180,,,1610612765,88,75,2026-03-27T00:45:03Z,4810000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M54.00S,2026-03-27T00:45:05.6Z,3,REGULAR,turnover,lost ball,[],1630194,,,1610612765,88,75,2026-03-27T00:45:22Z,4820000,False,,,0,,P. Reed lost ball TURNOVER (1 TO),"[1630194, 1630180]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,Bey,1630180.0,,,,
497,PT02M54.00S,2026-03-27T00:45:05.6Z,3,REGULAR,steal,,[],1630180,,,1610612740,88,75,2026-03-27T00:45:08Z,4830000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT02M53.00S,2026-03-27T00:45:08.9Z,3,REGULAR,foul,personal,[],1630194,,,1610612740,88,75,2026-03-27T00:45:13Z,4840000,False,,,0,,P. Reed loose ball personal FOUL (5 PF),"[1630194, 1630180]",1610612765.0,DET,loose ball,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,1628953.0,,,,,,,,,,,,,,,,5.0,0.0,Bey,1630180.0
500,PT02M53.00S,2026-03-27T00:45:28.6Z,3,REGULAR,substitution,out,[],1630194,,,1610612740,88,75,2026-03-27T00:45:46Z,4860000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M53.00S,2026-03-27T00:45:28.6Z,3,REGULAR,substitution,out,[],1628989,,,1610612740,88,75,2026-03-27T00:45:46Z,4870000,False,,,0,,SUB out: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M53.00S,2026-03-27T00:45:28.6Z,3,REGULAR,substitution,in,[],1631105,,,1610612740,88,75,2026-03-27T00:45:46Z,4880000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M53.00S,2026-03-27T00:45:28.6Z,3,REGULAR,substitution,in,[],1642450,,,1610612740,88,75,2026-03-27T00:45:46Z,4890000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M44.00S,2026-03-27T00:45:55.8Z,3,REGULAR,foul,offensive,['inpenalty'],1641722,,,1610612740,88,75,2026-03-27T00:46:10Z,4900000,False,,,0,,J. Hawkins offensive FOUL (1 PF),"[1641722, 1641842]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Holland II,1641842.0
506,PT02M44.00S,2026-03-27T00:45:55.8Z,3,REGULAR,turnover,offensive foul,[],1641722,,,1610612740,88,75,2026-03-27T00:45:55Z,4920000,False,,,0,,J. Hawkins offensive foul TURNOVER (1 TO),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,204059.0,1.0,,,,,,,,,,,,,,,,,,
507,PT02M31.00S,2026-03-27T00:46:24.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631204,89.27398160315374,66.42156862745098,1610612765,88,75,2026-03-27T00:48:53Z,4930000,False,82.0,48.0,1,right,MISS M. Sasser 9' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Right,,,9.53,Missed,,,,,,,,,,,,,,,,
508,PT02M30.00S,2026-03-27T00:46:25.0Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,88,75,2026-03-27T00:46:30Z,4940000,False,,,0,,D. Queen REBOUND (Off:2 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,8-16 Right,,,,,,,,,507.0,6.0,4.0,2.0,,,,,,,,
509,PT02M23.00S,2026-03-27T00:46:32.4Z,3,REGULAR,turnover,bad pass,[],1642852,,,1610612740,88,75,2026-03-27T00:46:38Z,4950000,False,,,0,,D. Queen bad pass TURNOVER (1 TO),"[1642852, 1631105]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,Duren,1631105.0,,,,
510,PT02M23.00S,2026-03-27T00:46:32.4Z,3,REGULAR,steal,,[],1631105,,,1610612765,88,75,2026-03-27T00:46:34Z,4960000,False,,,0,,J. Duren STEAL (2 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
511,PT02M16.00S,2026-03-27T00:46:38.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1631204,92.24704336399475,89.43780637254902,1610612765,90,75,2026-03-27T00:49:45Z,4970000,False,197.0,20.0,1,right,M. Sasser 19' running Jump Shot (5 PTS) (R. Holland II 3 AST),"[1631204, 1641842]",1610612765.0,DET,running,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Right,,,19.83,Made,5.0,R. Holland II,1641842.0,3.0,,,,,,,,,,,,
513,PT02M04.00S,2026-03-27T00:46:50.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,4.517082785808142,61.51960784313725,1610612740,90,77,2026-03-27T00:46:58Z,4990000,False,-58.0,-10.0,1,left,J. Fears driving Layup (6 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,5.85,Made,6.0,,,,,,,,,,,,,,,
514,PT01M49.00S,2026-03-27T00:47:07.0Z,3,REGULAR,3pt,Jump Shot,[],1631204,68.24901445466492,79.65686274509804,1610612765,90,77,2026-03-27T00:50:23Z,5000000,False,148.0,246.0,1,right,MISS M. Sasser 28' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,28.72,Missed,,,,,,,,,,,,,,,,
515,PT01M48.00S,2026-03-27T00:47:08.0Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,90,77,2026-03-27T00:47:39Z,5010000,False,,,0,,Y. Missi REBOUND (Off:2 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Right Center,,,,,,,,,514.0,4.0,2.0,2.0,,,,,,,,
516,PT01M44.00S,2026-03-27T00:47:12.8Z,3,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612740,90,77,2026-03-27T00:47:29Z,5020000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Fears 2 FT),"[1631204, 1642847]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Left,1627526.0,,,,,,,,,,,,,,,,1.0,0.0,Fears,1642847.0
518,PT01M44.00S,2026-03-27T00:47:41.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1642847,,,1610612740,90,78,2026-03-27T00:47:59Z,5040000,False,,,0,,J. Fears Free Throw 1 of 2 (7 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
519,PT01M44.00S,2026-03-27T00:47:41.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1642847,,,1610612740,90,78,2026-03-27T00:47:59Z,5050000,False,,,0,,MISS J. Fears Free Throw 2 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
520,PT01M41.00S,2026-03-27T00:47:44.7Z,3,REGULAR,rebound,defensive,[],1641842,,,1610612765,90,78,2026-03-27T00:47:59Z,5060000,False,,,0,,R. Holland II REBOUND (Off:1 Def:3),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,519.0,4.0,3.0,1.0,,,,,,,,
521,PT01M19.00S,2026-03-27T00:48:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,92.55913272010513,57.59803921568628,1610612765,92,78,2026-03-27T00:51:13Z,5070000,False,38.0,17.0,1,right,M. Sasser cutting Layup (7 PTS) (D. Jenkins 5 AST),"[1631204, 1642450]",1610612765.0,DET,cutting,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,4.18,Made,7.0,D. Jenkins,1642450.0,5.0,,,,,,,,,,,,
523,PT01M07.00S,2026-03-27T00:48:33.2Z,3,REGULAR,3pt,Jump Shot,[],1630180,14.898160315374511,97.30392156862744,1610612740,92,81,2026-03-27T00:48:36Z,5090000,False,-237.0,88.0,1,left,S. Bey 25' 3PT  (15 PTS) (J. Fears 4 AST),"[1630180, 1642847]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,25.22,Made,15.0,J. Fears,1642847.0,4.0,,,,,,,,,,,,
525,PT00M45.50S,2026-03-27T00:48:56.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,92.69053876478318,43.627450980392155,1610612765,92,81,2026-03-27T00:49:00Z,5110000,False,-32.0,16.0,1,right,MISS M. Sasser driving Layup,[1631204],1610612765.0,DET,driving,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,3.58,Missed,,,,,,,,,,,,,,,,
526,PT00M43.30S,2026-03-27T00:48:58.3Z,3,REGULAR,rebound,defensive,[],1641722,,,1610612740,92,81,2026-03-27T00:49:00Z,5120000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,,,,525.0,3.0,3.0,0.0,,,,,,,,
