actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M22.00S,2025-11-06T00:23:07.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,12,14,2025-11-06T00:23:07Z,810000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,80.0,4.0,2.0,2.0,,,,,,,,,,
82,PT05M22.00S,2025-11-06T00:23:08.7Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612765,12,14,2025-11-06T00:23:19Z,820000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Duren 2 FT),"[1628374, 1631105]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Duren,1631105.0
84,PT05M22.00S,2025-11-06T00:23:43.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,12,14,2025-11-06T00:24:28Z,840000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT05M22.00S,2025-11-06T00:23:43.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,12,14,2025-11-06T00:24:28Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,
86,PT05M22.00S,2025-11-06T00:23:44.9Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,12,14,2025-11-06T00:24:01Z,860000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2025-11-06T00:23:44.9Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,12,14,2025-11-06T00:24:01Z,870000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2025-11-06T00:23:44.9Z,1,REGULAR,substitution,in,[],1629750,,,1610612765,12,14,2025-11-06T00:24:01Z,880000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2025-11-06T00:23:44.9Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,12,14,2025-11-06T00:24:01Z,890000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M22.00S,2025-11-06T00:23:43.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,12,14,2025-11-06T00:24:28Z,900000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT05M19.00S,2025-11-06T00:23:46.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,12,14,2025-11-06T00:24:28Z,910000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,90.0,5.0,4.0,1.0,,,,,,,,,,
92,PT05M06.00S,2025-11-06T00:24:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,11.350197109067011,50.98039215686275,1610612762,12,14,2025-11-06T00:24:36Z,920000,False,-5.0,54.0,1,left,MISS L. Markkanen turnaround Shot,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
93,PT05M03.00S,2025-11-06T00:24:34.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,12,14,2025-11-06T00:24:34Z,930000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,92.0,5.0,3.0,2.0,,,,,,,,,,
94,PT04M57.00S,2025-11-06T00:24:40.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,89.6681997371879,50.245098039215684,1610612765,14,14,2025-11-06T00:24:44Z,940000,False,1.0,45.0,1,right,J. Duren DUNK (4 PTS) (C. Cunningham 3 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,4.46,Made,4.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,
96,PT04M41.00S,2025-11-06T00:24:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,8.327858081471746,40.931372549019606,1610612762,14,14,2025-11-06T00:33:17Z,960000,False,45.0,26.0,1,left,MISS J. Nurkić driving Layup,[203994],1610612762.0,UTA,driving,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2025-11-06T00:24:59.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,14,14,2025-11-06T00:25:01Z,970000,False,,,0,,J. Duren REBOUND (Off:2 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,96.0,6.0,4.0,2.0,,,,,,,,,,
98,PT04M32.00S,2025-11-06T00:25:05.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,66.01511169513799,61.51960784313725,1610612765,14,14,2025-11-06T00:25:11Z,980000,False,58.0,267.0,1,right,MISS C. Cunningham 27' running 3PT,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2025-11-06T00:25:08.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,14,14,2025-11-06T00:25:11Z,990000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:5),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,98.0,6.0,5.0,1.0,,,,,,,,,,
100,PT04M26.00S,2025-11-06T00:25:16.5Z,1,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612762,14,14,2025-11-06T00:25:27Z,1000000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (George 2 FT),"[1641842, 1641718]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,George,1641718.0
102,PT04M26.00S,2025-11-06T00:25:47.1Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,14,15,2025-11-06T00:25:47Z,1020000,False,,,0,,K. George Free Throw 1 of 2 (3 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
103,PT04M26.00S,2025-11-06T00:25:48.0Z,1,REGULAR,substitution,out,[],1629004,,,1610612762,14,15,2025-11-06T00:25:57Z,1030000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M26.00S,2025-11-06T00:25:48.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,14,15,2025-11-06T00:25:57Z,1040000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M26.00S,2025-11-06T00:25:48.0Z,1,REGULAR,substitution,out,[],203994,,,1610612762,14,15,2025-11-06T00:25:57Z,1050000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M26.00S,2025-11-06T00:25:48.0Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,14,15,2025-11-06T00:25:57Z,1060000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M26.00S,2025-11-06T00:25:48.0Z,1,REGULAR,substitution,in,[],1641989,,,1610612762,14,15,2025-11-06T00:25:57Z,1070000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M26.00S,2025-11-06T00:25:48.0Z,1,REGULAR,substitution,in,[],201567,,,1610612762,14,15,2025-11-06T00:25:57Z,1080000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M26.00S,2025-11-06T00:26:11.7Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,14,16,2025-11-06T00:26:11Z,1090000,False,,,0,,K. George Free Throw 2 of 2 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
110,PT04M04.00S,2025-11-06T00:26:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,88.87976346911958,46.568627450980394,1610612765,16,16,2025-11-06T00:35:16Z,1100000,False,-17.0,52.0,1,right,J. Duren driving floating Jump Shot (6 PTS),[1631105],1610612765.0,DET,driving floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,6.0,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2025-11-06T00:26:48.9Z,1,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612762,16,16,2025-11-06T00:27:02Z,1120000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (Bailey 2 FT),"[1627747, 1642846]",1610612765.0,DET,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Bailey,1642846.0
114,PT03M53.00S,2025-11-06T00:27:19.2Z,1,REGULAR,freethrow,1 of 2,[],1642846,,,1610612762,16,17,2025-11-06T00:27:19Z,1140000,False,,,0,,A. Bailey Free Throw 1 of 2 (1 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
115,PT03M53.00S,2025-11-06T00:27:31.3Z,1,REGULAR,freethrow,2 of 2,[],1642846,,,1610612762,16,18,2025-11-06T00:27:31Z,1150000,False,,,0,,A. Bailey Free Throw 2 of 2 (2 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2025-11-06T00:27:44.7Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612765,16,18,2025-11-06T00:27:53Z,1160000,False,,,0,,K. Love shooting personal FOUL (1 PF) (Green 2 FT),"[201567, 1629750]",1610612762.0,UTA,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Green,1629750.0
118,PT03M45.00S,2025-11-06T00:28:12.6Z,1,REGULAR,freethrow,1 of 2,[],1629750,,,1610612765,17,18,2025-11-06T00:28:12Z,1180000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
119,PT03M45.00S,2025-11-06T00:28:13.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,17,18,2025-11-06T00:28:21Z,1190000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M45.00S,2025-11-06T00:28:13.5Z,1,REGULAR,substitution,in,[],1630194,,,1610612765,17,18,2025-11-06T00:28:21Z,1200000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M45.00S,2025-11-06T00:28:35.1Z,1,REGULAR,freethrow,2 of 2,[],1629750,,,1610612765,18,18,2025-11-06T00:28:35Z,1210000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
122,PT03M24.00S,2025-11-06T00:28:57.0Z,1,REGULAR,2pt,Jump Shot,[],1641718,18.971747700394218,80.88235294117646,1610612762,18,20,2025-11-06T00:36:43Z,1220000,False,-154.0,126.0,1,left,K. George 19' step back Jump Shot (6 PTS),[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Mid-Range,16-24 Left Center,19.92,Made,6.0,,,,,,,,,,,,,,,,,
123,PT03M07.00S,2025-11-06T00:29:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.34756898817345,55.88235294117647,1610612765,20,20,2025-11-06T00:37:37Z,1230000,False,29.0,10.0,1,right,C. Cunningham driving finger roll Layup (2 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.11,Made,2.0,,,,,,,,,,,,,,,,,
124,PT03M07.00S,2025-11-06T00:29:20.9Z,1,REGULAR,foul,personal,['1freethrow'],1642846,,,1610612765,20,20,2025-11-06T00:29:28Z,1240000,False,,,0,,A. Bailey shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1642846, 1630595]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Cunningham,1630595.0
126,PT03M07.00S,2025-11-06T00:29:30.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,20,20,2025-11-06T00:30:32Z,1260000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M07.00S,2025-11-06T00:32:29.0Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,21,20,2025-11-06T00:32:29Z,1270000,False,,,0,,C. Cunningham Free Throw 1 of 1 (3 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
128,PT02M46.00S,2025-11-06T00:32:50.8Z,1,REGULAR,2pt,Jump Shot,[],1642846,7.802233902759525,20.833333333333343,1610612762,21,22,2025-11-06T00:38:59Z,1280000,False,146.0,21.0,1,left,A. Bailey 14' Jump Shot (4 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Right,14.73,Made,4.0,,,,,,,,,,,,,,,,,
129,PT02M31.00S,2025-11-06T00:33:06.6Z,1,REGULAR,3pt,Jump Shot,[],1627747,69.1688567674113,23.529411764705884,1610612765,21,22,2025-11-06T00:33:11Z,1290000,False,-132.0,237.0,1,right,MISS C. LeVert 27' 3PT,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,,,,
130,PT02M27.00S,2025-11-06T00:33:09.9Z,1,REGULAR,rebound,offensive,[],1641842,,,1610612765,21,22,2025-11-06T00:33:09Z,1300000,False,,,0,,R. Holland II REBOUND (Off:1 Def:0),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,
131,PT02M25.00S,2025-11-06T00:33:14.0Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612765,21,22,2025-11-06T00:33:22Z,1310000,False,,,0,,K. Love shooting personal FOUL (2 PF) (Green 2 FT),"[201567, 1629750]",1610612762.0,UTA,shooting,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628480.0,,,,2.0,0.0,Green,1629750.0
133,PT02M25.00S,2025-11-06T00:33:44.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629750,,,1610612765,21,22,2025-11-06T00:33:44Z,1330000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M25.00S,2025-11-06T00:33:44.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,21,22,2025-11-06T00:33:44Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,
135,PT02M25.00S,2025-11-06T00:33:45.2Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,21,22,2025-11-06T00:33:48Z,1350000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2025-11-06T00:33:45.2Z,1,REGULAR,substitution,in,[],1641709,,,1610612765,21,22,2025-11-06T00:33:48Z,1360000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M25.00S,2025-11-06T00:34:04.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629750,,,1610612765,22,22,2025-11-06T00:34:04Z,1370000,False,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
138,PT02M12.00S,2025-11-06T00:34:20.7Z,1,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612762,22,22,2025-11-06T00:41:05Z,1380000,False,,,0,,R. Holland II shooting personal FOUL (2 PF) (Bailey 2 FT),"[1641842, 1642846]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,,,,2.0,0.0,Bailey,1642846.0
140,PT02M12.00S,2025-11-06T00:34:41.9Z,1,REGULAR,freethrow,1 of 2,[],1642846,,,1610612762,22,22,2025-11-06T00:34:41Z,1400000,False,,,0,,MISS A. Bailey Free Throw 1 of 2,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M12.00S,2025-11-06T00:34:41.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,22,22,2025-11-06T00:34:41Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,
142,PT02M12.00S,2025-11-06T00:34:54.2Z,1,REGULAR,freethrow,2 of 2,[],1642846,,,1610612762,22,23,2025-11-06T00:34:54Z,1420000,False,,,0,,A. Bailey Free Throw 2 of 2 (5 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
143,PT02M03.00S,2025-11-06T00:35:12.3Z,1,REGULAR,foul,offensive,[],1630194,,,1610612765,22,23,2025-11-06T00:35:20Z,1430000,False,,,0,,P. Reed offensive FOUL (1 PF),"[1630194, 201567]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Love,201567.0
145,PT02M03.00S,2025-11-06T00:35:12.3Z,1,REGULAR,turnover,offensive foul,[],1630194,,,1610612765,22,23,2025-11-06T00:35:12Z,1450000,False,,,0,,P. Reed offensive foul TURNOVER (1 TO),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,204059.0,1.0,,,,,,
146,PT02M03.00S,2025-11-06T00:35:18.6Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,22,23,2025-11-06T00:35:30Z,1460000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M03.00S,2025-11-06T00:35:18.6Z,1,REGULAR,substitution,out,[],1642846,,,1610612762,22,23,2025-11-06T00:35:30Z,1470000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M03.00S,2025-11-06T00:35:18.6Z,1,REGULAR,substitution,in,[],1642383,,,1610612762,22,23,2025-11-06T00:35:30Z,1480000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M03.00S,2025-11-06T00:35:18.6Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,22,23,2025-11-06T00:35:30Z,1490000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M40.00S,2025-11-06T00:35:54.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641989,8.590670170827863,3.67647058823529,1610612762,22,26,2025-11-06T00:35:59Z,1500000,False,232.0,28.0,1,left,E. Harkless 3PT  (3 PTS) (W. Clayton Jr. 1 AST),"[1641989, 1642383]",1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Right Corner 3,24+ Right,23.33,Made,3.0,W. Clayton Jr.,1642383.0,1.0,,,,,,,,,,,,,,
152,PT01M23.00S,2025-11-06T00:36:12.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,90.19382391590013,55.3921568627451,1610612765,24,26,2025-11-06T00:45:16Z,1520000,False,27.0,40.0,1,right,C. LeVert driving finger roll Layup (2 PTS),[1627747],1610612765.0,DET,driving finger roll,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,2.0,,,,,,,,,,,,,,,,,
153,PT01M14.00S,2025-11-06T00:36:22.0Z,1,REGULAR,turnover,bad pass,[],1642383,,,1610612762,24,26,2025-11-06T00:36:26Z,1530000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (1 TO),"[1642383, 1627747]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,LeVert,1627747.0,,,,
154,PT01M14.00S,2025-11-06T00:36:22.0Z,1,REGULAR,steal,,[],1627747,,,1610612765,24,26,2025-11-06T00:36:24Z,1540000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
155,PT01M12.00S,2025-11-06T00:36:26.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641842,93.47897503285151,43.13725490196079,1610612765,26,26,2025-11-06T00:43:02Z,1550000,False,-34.0,9.0,1,right,R. Holland II running alley-oop Layup (2 PTS) (C. LeVert 1 AST),"[1641842, 1627747]",1610612765.0,DET,running alley-oop,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,3.54,Made,2.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,
157,PT00M47.00S,2025-11-06T00:36:48.5Z,1,REGULAR,3pt,Jump Shot,[],201567,35.00328515111694,38.970588235294116,1610612762,26,26,2025-11-06T00:37:04Z,1570000,False,55.0,277.0,1,left,MISS K. Love 28' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,28.19,Missed,,,,,,,,,,,,,,,,,,
158,PT00M47.00S,2025-11-06T00:36:48.5Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612765,26,26,2025-11-06T00:37:04Z,1580000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,
159,PT00M42.00S,2025-11-06T00:36:57.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642383,,,1610612765,26,26,2025-11-06T00:37:08Z,1590000,False,,,0,,W. Clayton Jr. shooting personal FOUL (1 PF) (LeVert 2 FT),"[1642383, 1627747]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1151.0,,,,1.0,0.0,LeVert,1627747.0
161,PT00M42.00S,2025-11-06T00:37:26.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612765,27,26,2025-11-06T00:46:33Z,1610000,False,,,0,,C. LeVert Free Throw 1 of 2 (3 PTS),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
162,PT00M42.00S,2025-11-06T00:37:26.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612765,28,26,2025-11-06T00:46:33Z,1620000,False,,,0,,C. LeVert Free Throw 2 of 2 (4 PTS),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
163,PT00M26.10S,2025-11-06T00:38:05.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612762,28,26,2025-11-06T00:38:13Z,1630000,False,,,0,,C. LeVert personal FOUL (2 PF) (Filipowski 2 FT),"[1627747, 1642271]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,204059.0,,,,2.0,0.0,Filipowski,1642271.0
165,PT00M26.10S,2025-11-06T00:38:29.0Z,1,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,28,27,2025-11-06T00:38:29Z,1650000,False,,,0,,K. Filipowski Free Throw 1 of 2 (1 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
166,PT00M26.10S,2025-11-06T00:38:36.0Z,1,REGULAR,substitution,out,[],1641842,,,1610612762,28,27,2025-11-06T00:38:57Z,1660000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M26.10S,2025-11-06T00:38:36.0Z,1,REGULAR,substitution,out,[],1641709,,,1610612762,28,27,2025-11-06T00:38:57Z,1670000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M26.10S,2025-11-06T00:38:36.0Z,1,REGULAR,substitution,out,[],201567,,,1610612762,28,27,2025-11-06T00:38:57Z,1680000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
