actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
284,PT04M34.00S,2025-11-18T01:03:02.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,46,31,2025-11-18T01:03:15Z,2840000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,283.0,,,,,,,,,,,,
285,PT04M34.00S,2025-11-18T01:03:09.3Z,2,REGULAR,foul,personal,[],1630191,,,1610612754,46,31,2025-11-18T01:03:17Z,2850000,False,,,0,,I. Stewart loose ball personal FOUL (2 PF),"[1630191, 1630543]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202007.0,2.0,0.0,Jackson,1630543.0,,,,
287,PT04M34.00S,2025-11-18T01:03:16.6Z,2,REGULAR,substitution,out,[],1642404,,,1610612754,46,31,2025-11-18T01:03:20Z,2870000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M34.00S,2025-11-18T01:03:16.6Z,2,REGULAR,substitution,in,[],1629750,,,1610612754,46,31,2025-11-18T01:03:20Z,2880000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M19.00S,2025-11-18T01:03:36.1Z,2,REGULAR,2pt,Jump Shot,[],1629614,91.80354796320631,32.59803921568628,1610612754,46,31,2025-11-18T01:20:37Z,2890000,False,-87.0,25.0,1,right,MISS A. Nembhard 9' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,9.04,Missed,,,,,,,,,,,,,,,,,,
290,PT04M18.00S,2025-11-18T01:03:37.1Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,46,31,2025-11-18T01:04:35Z,2900000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,
291,PT04M16.00S,2025-11-18T01:03:40.8Z,2,REGULAR,turnover,lost ball,[],1630191,,,1610612765,46,31,2025-11-18T01:04:45Z,2910000,False,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 1630543]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,,,,Jackson,1630543.0,,
292,PT04M16.00S,2025-11-18T01:03:40.8Z,2,REGULAR,steal,,[],1630543,,,1610612754,46,31,2025-11-18T01:04:45Z,2920000,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
293,PT04M13.00S,2025-11-18T01:03:46.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,95.48291721419186,5.147058823529411,1610612754,46,31,2025-11-18T01:23:10Z,2930000,False,-224.0,-10.0,1,right,MISS A. Nembhard 3PT - blocked,"[1629614, 1630191]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
296,PT04M13.00S,2025-11-18T01:03:46.4Z,2,REGULAR,block,,[],1630191,,,1610612754,46,31,2025-11-18T01:05:22Z,2932500,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
295,PT04M12.00S,2025-11-18T01:03:47.4Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,46,31,2025-11-18T01:06:37Z,2935000,False,,,0,,I. Jackson REBOUND (Off:3 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,293.0,4.0,1.0,3.0,,,,,,,,,
302,PT04M12.00S,2025-11-18T01:04:17.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641767,78.0059132720105,65.19607843137256,1610612754,46,33,2025-11-18T01:23:18Z,2937500,False,76.0,154.0,1,right,B. Sheppard 17' pullup Jump Shot (4 PTS) (I. Jackson 3 AST),"[1641767, 1630543]",1610612754.0,IND,pullup,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Right Center,17.19,Made,4.0,I. Jackson,1630543.0,3.0,,,,,,,,,,,,,,
306,PT04M02.00S,2025-11-18T01:06:09.6Z,2,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1630191,,,1610612765,46,33,2025-11-18T01:28:28Z,3020000,False,,,0,,I. Stewart flagrant-type-1 personal FOUL (3 PF) (Jackson 2 FT),"[1630191, 1630543]",1610612765.0,DET,flagrant-type-1,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201245.0,3.0,0.0,Jackson,1630543.0,,,,
323,PT04M02.00S,2025-11-18T01:06:09.6Z,2,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,46,33,2025-11-18T01:28:28Z,3035000,False,,,0,,I. Stewart offensive foul TURNOVER (2 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,201245.0,,,,,,,,
304,PT04M02.00S,2025-11-18T01:06:10.4Z,2,REGULAR,substitution,out,[],1630191,,,1610612754,46,33,2025-11-18T01:27:45Z,3037500,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M02.00S,2025-11-18T01:06:10.4Z,2,REGULAR,substitution,in,[],1631105,,,1610612754,46,33,2025-11-18T01:27:45Z,3038750,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M02.00S,2025-11-18T01:07:00.1Z,2,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,46,34,2025-11-18T01:06:39Z,3040000,False,,,0,,I. Jackson flagrant Free Throw 1 of 2 (3 PTS),[1630543],1610612754.0,IND,flagrant,,,Jackson,I. Jackson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
309,PT04M02.00S,2025-11-18T01:07:01.0Z,2,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,46,35,2025-11-18T01:06:39Z,3050000,False,,,0,,I. Jackson flagrant Free Throw 2 of 2 (4 PTS),[1630543],1610612754.0,IND,flagrant,,,Jackson,I. Jackson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
312,PT04M02.00S,2025-11-18T01:07:34.9Z,2,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612765,46,35,2025-11-18T01:28:28Z,3080000,False,,,0,,D. Robinson away-from-play personal FOUL (1 PF) (Robinson-Earl 1 FT),"[1629130, 1630526]",1610612765.0,DET,away-from-play,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1201.0,1.0,0.0,Robinson-Earl,1630526.0,,,,
314,PT04M02.00S,2025-11-18T01:07:52.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629614,,,1610612754,46,36,2025-11-18T01:15:35Z,3100000,False,,,0,,A. Nembhard away-from-play Free Throw 1 of 1 (6 PTS),[1629614],1610612754.0,IND,away-from-play,,,Nembhard,A. Nembhard,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
315,PT03M49.00S,2025-11-18T01:07:54.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,72.35545335085413,14.215686274509803,1610612754,46,39,2025-11-18T01:06:39Z,3110000,False,-179.0,207.0,1,right,A. Nembhard 27' 3PT  (9 PTS) (B. Sheppard 1 AST),"[1629614, 1641767]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,27.39,Made,9.0,B. Sheppard,1641767.0,1.0,,,,,,,,,,,,,,
317,PT03M38.00S,2025-11-18T01:08:07.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629750,9.806176084099869,54.41176470588235,1610612765,48,39,2025-11-18T01:08:13Z,3130000,False,-22.0,40.0,1,left,J. Green driving Hook (6 PTS) (C. LeVert 2 AST),"[1629750, 1627747]",1610612765.0,DET,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,6.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,,,
319,PT03M38.00S,2025-11-18T01:08:11.5Z,2,REGULAR,foul,personal,['1freethrow'],1630526,,,1610612765,48,39,2025-11-18T01:08:28Z,3150000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Green 1 FT),"[1630526, 1629750]",1610612754.0,IND,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1201.0,1.0,0.0,Green,1629750.0,,,,
321,PT03M38.00S,2025-11-18T01:08:29.2Z,2,REGULAR,substitution,out,[],1630526,,,1610612765,48,39,2025-11-18T01:08:40Z,3170000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M38.00S,2025-11-18T01:08:29.2Z,2,REGULAR,substitution,in,[],1627783,,,1610612765,48,39,2025-11-18T01:08:40Z,3180000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M38.00S,2025-11-18T01:08:44.7Z,2,REGULAR,freethrow,1 of 1,[],1629750,,,1610612765,49,39,2025-11-18T01:08:44Z,3190000,False,,,0,,J. Green Free Throw 1 of 1 (7 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
325,PT03M20.00S,2025-11-18T01:09:02.4Z,2,REGULAR,3pt,Jump Shot,[],1641767,69.72733245729303,75.49019607843137,1610612754,49,39,2025-11-18T01:09:06Z,3200000,False,127.0,232.0,1,right,MISS B. Sheppard 26' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
326,PT03M16.00S,2025-11-18T01:09:06.4Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,49,39,2025-11-18T01:09:06Z,3210000,False,,,0,,R. Holland II REBOUND (Off:1 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,325.0,3.0,2.0,1.0,,,,,,,,,
327,PT03M06.00S,2025-11-18T01:09:16.3Z,2,REGULAR,3pt,Jump Shot,[],1641842,27.283180026281208,13.23529411764706,1610612765,52,39,2025-11-18T01:09:20Z,3220000,False,184.0,204.0,1,left,R. Holland II 27' 3PT  (3 PTS) (C. LeVert 3 AST),"[1641842, 1627747]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,27.46,Made,3.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,,,
329,PT02M59.00S,2025-11-18T01:09:27.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612754,52,39,2025-11-18T01:09:42Z,3240000,False,,,0,,D. Robinson shooting personal FOUL (2 PF) (Walker 2 FT),"[1629130, 1641716]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202007.0,2.0,0.0,Walker,1641716.0,,,,
331,PT02M59.00S,2025-11-18T01:09:54.0Z,2,REGULAR,freethrow,1 of 2,[],1641716,,,1610612754,52,39,2025-11-18T01:09:54Z,3260000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
332,PT02M59.00S,2025-11-18T01:09:54.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,52,39,2025-11-18T01:09:54Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,331.0,,,,,,,,,,,,
333,PT02M59.00S,2025-11-18T01:09:55.0Z,2,REGULAR,substitution,out,[],1627747,,,1610612754,52,39,2025-11-18T01:10:05Z,3280000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M59.00S,2025-11-18T01:09:55.0Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,52,39,2025-11-18T01:10:05Z,3290000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M59.00S,2025-11-18T01:09:55.0Z,2,REGULAR,substitution,in,[],1642450,,,1610612754,52,39,2025-11-18T01:10:05Z,3300000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M59.00S,2025-11-18T01:09:55.0Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,52,39,2025-11-18T01:10:05Z,3310000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M59.00S,2025-11-18T01:10:14.6Z,2,REGULAR,freethrow,2 of 2,[],1641716,,,1610612754,52,40,2025-11-18T01:10:14Z,3320000,False,,,0,,J. Walker Free Throw 2 of 2 (5 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
338,PT02M51.00S,2025-11-18T01:10:26.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612765,52,40,2025-11-18T01:10:38Z,3330000,False,,,0,,B. Mathurin personal FOUL (3 PF) (Robinson 2 FT),"[1631097, 1629130]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1201.0,3.0,0.0,Robinson,1629130.0,,,,
340,PT02M51.00S,2025-11-18T01:10:52.4Z,2,REGULAR,freethrow,1 of 2,[],1629130,,,1610612765,53,40,2025-11-18T01:11:17Z,3350000,False,,,0,,D. Robinson Free Throw 1 of 2 (10 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
341,PT02M51.00S,2025-11-18T01:10:53.1Z,2,REGULAR,substitution,out,[],1631097,,,1610612765,53,40,2025-11-18T01:10:59Z,3360000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M51.00S,2025-11-18T01:10:53.1Z,2,REGULAR,substitution,in,[],1641767,,,1610612765,53,40,2025-11-18T01:10:59Z,3370000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M51.00S,2025-11-18T01:10:52.4Z,2,REGULAR,freethrow,2 of 2,[],1629130,,,1610612765,53,40,2025-11-18T01:11:17Z,3380000,False,,,0,,MISS D. Robinson Free Throw 2 of 2,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
344,PT02M48.00S,2025-11-18T01:10:55.4Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,53,40,2025-11-18T01:11:17Z,3390000,False,,,0,,I. Jackson REBOUND (Off:3 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,343.0,5.0,2.0,3.0,,,,,,,,,
345,PT02M42.00S,2025-11-18T01:11:24.7Z,2,REGULAR,turnover,discontinued dribble,[],1629614,,,1610612754,53,40,2025-11-18T01:11:36Z,3400000,False,,,0,,A. Nembhard discontinued dribble TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,201245.0,,,,,,,,
346,PT02M32.00S,2025-11-18T01:11:39.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642450,9.937582128777924,25.98039215686275,1610612765,55,40,2025-11-18T01:11:47Z,3410000,False,120.0,41.0,1,left,D. Jenkins 12' pullup Jump Shot (8 PTS),[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Right,12.69,Made,8.0,,,,,,,,,,,,,,,,,
347,PT02M19.00S,2025-11-18T01:11:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,90.88370565045992,49.26470588235294,1610612754,55,42,2025-11-18T01:11:57Z,3420000,False,-4.0,33.0,1,right,I. Jackson driving Layup (6 PTS) (A. Nembhard 3 AST),"[1630543, 1629614]",1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.34,Made,6.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,,,,
349,PT02M08.00S,2025-11-18T01:12:06.2Z,2,REGULAR,3pt,Jump Shot,[],1629750,6.915243101182654,2.941176470588235,1610612765,55,42,2025-11-18T01:12:25Z,3440000,False,235.0,13.0,1,left,MISS J. Green 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
350,PT02M07.00S,2025-11-18T01:12:07.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,55,42,2025-11-18T01:12:25Z,3450000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,349.0,,,,,,,,,,,,
351,PT02M07.00S,2025-11-18T01:12:14.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641716,,,1610612765,55,42,2025-11-18T01:12:25Z,3460000,False,,,0,,J. Walker loose ball personal FOUL (1 PF) (Duren 2 FT),"[1641716, 1631105]",1610612754.0,IND,loose ball,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201245.0,1.0,0.0,Duren,1631105.0,,,,
353,PT02M07.00S,2025-11-18T01:12:38.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,55,42,2025-11-18T01:12:38Z,3480000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
354,PT02M07.00S,2025-11-18T01:12:38.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,55,42,2025-11-18T01:12:38Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,,,,,
355,PT02M07.00S,2025-11-18T01:12:57.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,56,42,2025-11-18T01:12:57Z,3500000,False,,,0,,J. Duren Free Throw 2 of 2 (16 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
356,PT01M48.00S,2025-11-18T01:13:16.5Z,2,REGULAR,3pt,Jump Shot,[],1641716,66.17936925098554,33.33333333333333,1610612754,56,42,2025-11-18T01:13:21Z,3510000,False,-83.0,265.0,1,right,MISS J. Walker 27' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
357,PT01M44.00S,2025-11-18T01:13:20.5Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,56,42,2025-11-18T01:13:21Z,3520000,False,,,0,,J. Duren REBOUND (Off:2 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,356.0,9.0,7.0,2.0,,,,,,,,,
358,PT01M33.00S,2025-11-18T01:13:30.5Z,2,REGULAR,2pt,Jump Shot,[],1631105,4.681340341655716,32.1078431372549,1610612765,58,42,2025-11-18T02:50:59Z,3530000,False,89.0,-8.0,1,left,J. Duren 8' Jump Shot (18 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,8.99,Made,18.0,,,,,,,,,,,,,,,,,
359,PT01M29.00S,2025-11-18T01:13:34.9Z,2,REGULAR,turnover,bad pass,[],1629614,,,1610612754,58,42,2025-11-18T01:36:59Z,3540000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1629750]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,,,,,Green,1629750.0,,
360,PT01M29.00S,2025-11-18T01:13:34.9Z,2,REGULAR,steal,,[],1629750,,,1610612765,58,42,2025-11-18T01:13:37Z,3550000,False,,,0,,J. Green STEAL (2 STL),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
361,PT01M26.00S,2025-11-18T01:13:39.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,7.30946123521682,56.61764705882353,1610612765,60,42,2025-11-18T01:13:48Z,3560000,False,-33.0,16.0,1,left,J. Green running Layup (9 PTS),[1629750],1610612765.0,DET,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.69,Made,9.0,,,,,,,,,,,,,,,,,
362,PT01M26.00S,2025-11-18T01:13:50.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,60,42,2025-11-18T01:13:50Z,3570000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT01M26.00S,2025-11-18T01:14:52.2Z,2,REGULAR,substitution,out,[],1631105,,,1610612754,60,42,2025-11-18T01:15:12Z,3580000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT01M26.00S,2025-11-18T01:14:52.2Z,2,REGULAR,substitution,in,[],1630194,,,1610612754,60,42,2025-11-18T01:15:12Z,3590000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT01M11.00S,2025-11-18T01:15:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.02168199737189,50.245098039215684,1610612754,60,44,2025-11-18T01:15:29Z,3600000,False,1.0,79.0,1,right,P. Siakam 7' pullup Jump Shot (13 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,13.0,,,,,,,,,,,,,,,,,
366,PT00M57.30S,2025-11-18T01:15:41.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612765,60,44,2025-11-18T01:15:52Z,3610000,False,,,0,,I. Jackson shooting personal FOUL (3 PF) (Reed 2 FT),"[1630543, 1630194]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202007.0,3.0,0.0,Reed,1630194.0,,,,
368,PT00M57.30S,2025-11-18T01:16:07.2Z,2,REGULAR,freethrow,1 of 2,[],1630194,,,1610612765,60,44,2025-11-18T01:16:07Z,3630000,False,,,0,,MISS P. Reed Free Throw 1 of 2,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
369,PT00M57.30S,2025-11-18T01:16:07.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,60,44,2025-11-18T01:16:07Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,
370,PT00M57.30S,2025-11-18T01:16:08.5Z,2,REGULAR,substitution,out,[],1629130,,,1610612765,60,44,2025-11-18T01:16:15Z,3650000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M57.30S,2025-11-18T01:16:08.5Z,2,REGULAR,substitution,out,[],1630543,,,1610612765,60,44,2025-11-18T01:16:15Z,3660000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M57.30S,2025-11-18T01:16:08.5Z,2,REGULAR,substitution,in,[],1631111,,,1610612765,60,44,2025-11-18T01:16:15Z,3670000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT00M57.30S,2025-11-18T01:16:08.5Z,2,REGULAR,substitution,in,[],1628396,,,1610612765,60,44,2025-11-18T01:16:15Z,3680000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT00M57.30S,2025-11-18T01:16:18.2Z,2,REGULAR,substitution,out,[],1641716,,,1610612765,60,44,2025-11-18T01:16:21Z,3690000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT00M57.30S,2025-11-18T01:16:18.2Z,2,REGULAR,substitution,in,[],1630526,,,1610612765,60,44,2025-11-18T01:16:21Z,3700000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT00M57.30S,2025-11-18T01:16:34.8Z,2,REGULAR,freethrow,2 of 2,[],1630194,,,1610612765,61,44,2025-11-18T01:16:34Z,3710000,False,,,0,,P. Reed Free Throw 2 of 2 (5 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
377,PT00M44.50S,2025-11-18T01:16:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612754,61,44,2025-11-18T01:17:06Z,3720000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Siakam 2 FT),"[1630194, 1627783]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,201245.0,2.0,0.0,Siakam,1627783.0,,,,
