actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
88,PT05M25.00S,2026-04-01T00:27:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1642450,,,1610612761,13,3,2026-04-01T00:28:03Z,880000,False,,,0,,D. Jenkins shooting personal FOUL (1 PF) (Barrett 2 FT),"[1642450, 1629628]",1610612765.0,DET,shooting,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Right,,,,,,,,,,1628951.0,1.0,0.0,Barrett,1629628.0,,,,,,
90,PT05M25.00S,2026-04-01T00:28:15.0Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,13,4,2026-04-01T00:28:15Z,900000,False,,,0,,R. Barrett Free Throw 1 of 2 (2 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
91,PT05M25.00S,2026-04-01T00:28:15.6Z,1,REGULAR,substitution,out,[],1642266,,,1610612761,13,4,2026-04-01T00:28:21Z,910000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M25.00S,2026-04-01T00:28:15.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,13,4,2026-04-01T00:28:21Z,920000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M25.00S,2026-04-01T00:28:15.6Z,1,REGULAR,substitution,in,[],1630639,,,1610612761,13,4,2026-04-01T00:28:21Z,930000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M25.00S,2026-04-01T00:28:15.6Z,1,REGULAR,substitution,in,[],1642867,,,1610612761,13,4,2026-04-01T00:28:21Z,940000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M25.00S,2026-04-01T00:28:34.9Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,13,5,2026-04-01T00:28:34Z,950000,False,,,0,,R. Barrett Free Throw 2 of 2 (3 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
96,PT05M17.00S,2026-04-01T00:28:45.3Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,13,5,2026-04-01T00:28:50Z,960000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641709, 1642347]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,Shead,1642347.0,,,
97,PT05M17.00S,2026-04-01T00:28:45.3Z,1,REGULAR,steal,,[],1642347,,,1610612761,13,5,2026-04-01T00:28:47Z,970000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
98,PT05M13.00S,2026-04-01T00:28:53.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612761,13,5,2026-04-01T00:29:03Z,980000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Barrett 2 FT),"[1641709, 1629628]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,2.0,0.0,Barrett,1629628.0,,,,,,
100,PT05M13.00S,2026-04-01T00:29:19.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629628,,,1610612761,13,6,2026-04-01T00:37:01Z,1000000,False,,,0,,R. Barrett Free Throw 1 of 2 (4 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
101,PT05M13.00S,2026-04-01T00:29:22.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612761,13,6,2026-04-01T00:29:32Z,1010000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M13.00S,2026-04-01T00:29:22.6Z,1,REGULAR,substitution,out,[],1629130,,,1610612761,13,6,2026-04-01T00:29:32Z,1020000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M13.00S,2026-04-01T00:29:22.6Z,1,REGULAR,substitution,in,[],1628989,,,1610612761,13,6,2026-04-01T00:29:32Z,1030000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M13.00S,2026-04-01T00:29:22.6Z,1,REGULAR,substitution,in,[],1627747,,,1610612761,13,6,2026-04-01T00:29:32Z,1040000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M13.00S,2026-04-01T00:29:19.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629628,,,1610612761,13,7,2026-04-01T00:37:01Z,1050000,False,,,0,,R. Barrett Free Throw 2 of 2 (5 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
106,PT04M54.00S,2026-04-01T00:30:00.0Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,13,7,2026-04-01T00:30:03Z,1060000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1629628]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,Barrett,1629628.0,,,
107,PT04M54.00S,2026-04-01T00:30:00.0Z,1,REGULAR,steal,,[],1629628,,,1610612761,13,7,2026-04-01T00:30:01Z,1070000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
108,PT04M51.00S,2026-04-01T00:30:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,93.64323258869908,52.450980392156865,1610612761,13,9,2026-04-01T00:30:07Z,1080000,False,12.0,7.0,1,right,R. Barrett running Layup (7 PTS),[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,7.0,,,,,,,,,,,
109,PT04M41.00S,2026-04-01T00:30:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,11.908672798948752,37.5,1610612765,15,9,2026-04-01T00:30:21Z,1090000,False,62.0,59.0,1,left,D. Jenkins 8' driving floating Jump Shot (2 PTS),[1642450],1610612765.0,DET,driving floating,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Right,8.62,Made,,,,,,,2.0,,,,,,,,,,,
110,PT04M41.00S,2026-04-01T00:30:19.6Z,1,REGULAR,foul,personal,['1freethrow'],1642347,,,1610612765,15,9,2026-04-01T00:30:25Z,1100000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Jenkins 1 FT),"[1642347, 1642450]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1146.0,1.0,0.0,Jenkins,1642450.0,,,,,,
112,PT04M41.00S,2026-04-01T00:30:29.9Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,15,9,2026-04-01T00:32:17Z,1120000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M41.00S,2026-04-01T00:30:29.9Z,1,REGULAR,substitution,in,[],1630194,,,1610612765,15,9,2026-04-01T00:32:17Z,1130000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M41.00S,2026-04-01T00:30:53.6Z,1,REGULAR,freethrow,1 of 1,[],1642450,,,1610612765,16,9,2026-04-01T00:30:53Z,1140000,False,,,0,,D. Jenkins Free Throw 1 of 1 (3 PTS),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
115,PT04M23.00S,2026-04-01T00:31:12.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,77.7431011826544,37.00980392156863,1610612761,16,11,2026-04-01T00:31:18Z,1150000,False,-65.0,157.0,1,right,B. Ingram 16' turnaround Jump Shot (3 PTS),[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,16.96,Made,,,,,,,3.0,,,,,,,,,,,
116,PT04M10.00S,2026-04-01T00:31:29.5Z,1,REGULAR,turnover,traveling,[],1630194,,,1610612765,16,11,2026-04-01T00:31:35Z,1160000,False,,,0,,P. Reed traveling TURNOVER (1 TO),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628159.0,,,,,1.0,,,,,
117,PT03M58.00S,2026-04-01T00:31:51.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642867,93.9060446780552,46.81372549019608,1610612761,16,13,2026-04-01T00:31:57Z,1170000,False,-16.0,5.0,1,right,C. Murray-Boyles cutting DUNK (2 PTS) (J. Shead 1 AST),"[1642867, 1642347]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,2.0,,,,,,,,,J. Shead,1642347.0,1.0
119,PT03M34.00S,2026-04-01T00:32:15.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,6.1268068331143235,43.627450980392155,1610612765,16,13,2026-04-01T00:39:05Z,1190000,False,32.0,5.0,1,left,MISS P. Reed driving Hook,[1630194],1610612765.0,DET,driving,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
120,PT03M32.00S,2026-04-01T00:32:17.4Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,16,13,2026-04-01T00:32:17Z,1200000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,
121,PT03M29.00S,2026-04-01T00:32:23.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612761,16,13,2026-04-01T00:32:36Z,1210000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630194, 1627742]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,1.0,0.0,Ingram,1627742.0,,,,,,
123,PT03M29.00S,2026-04-01T00:32:49.9Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,16,14,2026-04-01T00:32:49Z,1230000,False,,,0,,B. Ingram Free Throw 1 of 2 (4 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
124,PT03M29.00S,2026-04-01T00:32:50.4Z,1,REGULAR,substitution,out,[],202699,,,1610612761,16,14,2026-04-01T00:33:06Z,1240000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M29.00S,2026-04-01T00:32:50.4Z,1,REGULAR,substitution,out,[],1642450,,,1610612761,16,14,2026-04-01T00:33:06Z,1250000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M29.00S,2026-04-01T00:32:50.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,16,14,2026-04-01T00:33:06Z,1260000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M29.00S,2026-04-01T00:32:50.4Z,1,REGULAR,substitution,in,[],1641842,,,1610612761,16,14,2026-04-01T00:33:06Z,1270000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M29.00S,2026-04-01T00:32:50.4Z,1,REGULAR,substitution,in,[],1631204,,,1610612761,16,14,2026-04-01T00:33:06Z,1280000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M29.00S,2026-04-01T00:32:50.4Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,16,14,2026-04-01T00:33:06Z,1290000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M29.00S,2026-04-01T00:33:20.6Z,1,REGULAR,turnover,LaneViolation,[],1642867,,,1610612761,16,14,2026-04-01T00:33:20Z,1300000,False,,,0,,C. Murray-Boyles LaneViolation TURNOVER (1 TO),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
131,PT03M15.00S,2026-04-01T00:33:39.8Z,1,REGULAR,3pt,Jump Shot,[],1631204,10.068988173455978,3.1862745098039214,1610612765,19,14,2026-04-01T00:33:44Z,1310000,False,234.0,42.0,1,left,M. Sasser 3PT  (3 PTS) (K. Huerter 1 AST),"[1631204, 1628989]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Right Corner 3,24+ Right,23.79,Made,,,,,,,3.0,,,,,,,,,K. Huerter,1628989.0,1.0
133,PT03M04.00S,2026-04-01T00:33:49.4Z,1,REGULAR,2pt,Jump Shot,[],1627742,82.3915900131406,75.02297794117648,1610612761,19,14,2026-04-01T00:33:58Z,1330000,False,125.0,113.0,1,right,MISS B. Ingram 16' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,16.86,Missed,,,,,,,,,,,,,,,,,,
134,PT03M01.00S,2026-04-01T00:33:52.4Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,19,14,2026-04-01T00:33:58Z,1340000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right Center,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,
135,PT02M49.00S,2026-04-01T00:34:07.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,19,14,2026-04-01T00:34:15Z,1350000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,1146.0,,,,,,,,,,
136,PT02M49.00S,2026-04-01T00:34:17.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,19,14,2026-04-01T00:34:17Z,1360000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M49.00S,2026-04-01T00:36:34.8Z,1,REGULAR,substitution,out,[],1627742,,,1610612765,19,14,2026-04-01T00:36:58Z,1370000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M49.00S,2026-04-01T00:36:34.8Z,1,REGULAR,substitution,in,[],1630567,,,1610612765,19,14,2026-04-01T00:36:58Z,1380000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M31.00S,2026-04-01T00:37:28.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,25.18068331143233,12.009803921568627,1610612765,22,14,2026-04-01T00:37:33Z,1390000,False,190.0,184.0,1,left,K. Huerter 26' 3PT  (3 PTS) (P. Reed 1 AST),"[1628989, 1630194]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.46,Made,,,,,,,3.0,,,,,,,,,P. Reed,1630194.0,1.0
141,PT02M16.00S,2026-04-01T00:37:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.24901445466492,46.568627450980394,1610612761,22,16,2026-04-01T00:41:35Z,1410000,False,-17.0,11.0,1,right,C. Murray-Boyles cutting Layup (4 PTS) (S. Barnes 1 AST),"[1642867, 1630567]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,4.0,,,,,,,,,S. Barnes,1630567.0,1.0
143,PT01M53.00S,2026-04-01T00:38:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,8.754927726675426,49.26470588235294,1610612765,24,16,2026-04-01T00:42:05Z,1430000,False,4.0,30.0,1,left,M. Sasser cutting Layup (5 PTS) (C. LeVert 1 AST),"[1631204, 1627747]",1610612765.0,DET,cutting,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,,,5.0,,,,,,,,,C. LeVert,1627747.0,1.0
145,PT01M43.00S,2026-04-01T00:38:16.6Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,24,16,2026-04-01T00:38:23Z,1450000,False,,,0,,S. Barnes lost ball TURNOVER (2 TO),"[1630567, 1630194]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,2.0,Reed,1630194.0,,,
146,PT01M43.00S,2026-04-01T00:38:16.6Z,1,REGULAR,steal,,[],1630194,,,1610612765,24,16,2026-04-01T00:38:18Z,1460000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
147,PT01M24.00S,2026-04-01T00:38:36.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641842,13.87976346911958,60.29411764705882,1610612765,24,16,2026-04-01T00:38:40Z,1470000,False,-51.0,78.0,1,left,MISS R. Holland II 9' pullup Shot,[1641842],1610612765.0,DET,pullup,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Left,9.35,Missed,,,,,,,,,,,,,,,,,,
148,PT01M20.00S,2026-04-01T00:38:40.0Z,1,REGULAR,rebound,defensive,[],1630639,,,1610612761,24,16,2026-04-01T00:38:40Z,1480000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),8-16 Left,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,
149,PT01M09.00S,2026-04-01T00:38:54.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612761,24,16,2026-04-01T00:39:03Z,1490000,False,,,0,,P. Reed personal FOUL (2 PF) (Shead 2 FT),"[1630194, 1642347]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628159.0,2.0,0.0,Shead,1642347.0,,,,,,
151,PT01M09.00S,2026-04-01T00:39:20.9Z,1,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,24,16,2026-04-01T00:39:20Z,1510000,False,,,0,,MISS J. Shead Free Throw 1 of 2,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT01M09.00S,2026-04-01T00:39:20.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,24,16,2026-04-01T00:39:20Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,
153,PT01M09.00S,2026-04-01T00:39:21.5Z,1,REGULAR,substitution,out,[],1630194,,,1610612761,24,16,2026-04-01T00:39:36Z,1530000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M09.00S,2026-04-01T00:39:21.5Z,1,REGULAR,substitution,out,[],1630639,,,1610612761,24,16,2026-04-01T00:39:36Z,1540000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M09.00S,2026-04-01T00:39:21.5Z,1,REGULAR,substitution,in,[],1631105,,,1610612761,24,16,2026-04-01T00:39:36Z,1550000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M09.00S,2026-04-01T00:39:21.5Z,1,REGULAR,substitution,in,[],1629628,,,1610612761,24,16,2026-04-01T00:39:36Z,1560000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M09.00S,2026-04-01T00:39:48.8Z,1,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,24,17,2026-04-01T00:39:48Z,1570000,False,,,0,,J. Shead Free Throw 2 of 2 (1 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
158,PT00M54.40S,2026-04-01T00:40:05.1Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612765,24,17,2026-04-01T00:40:12Z,1580000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1642867]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,Murray-Boyles,1642867.0,,,
159,PT00M54.40S,2026-04-01T00:40:05.1Z,1,REGULAR,steal,,[],1642867,,,1610612761,24,17,2026-04-01T00:40:06Z,1590000,False,,,0,,C. Murray-Boyles STEAL (1 STL),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
160,PT00M51.20S,2026-04-01T00:40:10.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,90.75229960578186,47.05882352941176,1610612761,24,17,2026-04-01T00:44:41Z,1600000,False,-15.0,34.0,1,right,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
161,PT00M50.50S,2026-04-01T00:40:11.0Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,24,17,2026-04-01T00:44:41Z,1610000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,160.0,2.0,0.0,2.0,,,,,,,,,,,,
172,PT00M50.10S,2026-04-01T00:40:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642867,92.72339027595268,49.01960784313725,1610612761,24,17,2026-04-01T00:45:10Z,1615000,False,-5.0,16.0,1,right,MISS C. Murray-Boyles tip Layup,[1642867],1610612761.0,TOR,tip,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
173,PT00M49.30S,2026-04-01T00:40:13.2Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,24,17,2026-04-01T00:45:10Z,1617500,False,,,0,,C. Murray-Boyles REBOUND (Off:3 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,172.0,3.0,0.0,3.0,,,,,,,,,,,,
162,PT00M44.90S,2026-04-01T00:40:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642867,93.64323258869908,50.245098039215684,1610612761,24,17,2026-04-01T00:46:46Z,1620000,False,1.0,7.0,1,right,MISS C. Murray-Boyles putback Layup,[1642867],1610612761.0,TOR,putback,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.74,Missed,,,,,,,,,,,,,,,,,,
163,PT00M44.90S,2026-04-01T00:40:14.6Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,24,17,2026-04-01T00:40:17Z,1630000,False,,,0,,C. Murray-Boyles REBOUND (Off:4 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,162.0,4.0,0.0,4.0,,,,,,,,,,,,
164,PT00M43.10S,2026-04-01T00:40:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642867,94.69448094612353,55.63725490196079,1610612761,24,17,2026-04-01T00:47:03Z,1640000,False,28.0,-3.0,1,right,MISS C. Murray-Boyles putback Layup,[1642867],1610612761.0,TOR,putback,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
165,PT00M43.10S,2026-04-01T00:40:16.3Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,24,17,2026-04-01T00:40:22Z,1650000,False,,,0,,C. Murray-Boyles REBOUND (Off:5 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,164.0,5.0,0.0,5.0,,,,,,,,,,,,
198,PT00M43.00S,2026-04-01T00:40:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642867,93.03547963206307,53.53094362745098,1610612761,24,17,2026-04-01T00:49:09Z,1655000,False,18.0,13.0,1,right,MISS C. Murray-Boyles tip Layup,[1642867],1610612761.0,TOR,tip,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
