actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
339,PT10M42.00S,2025-12-28T02:20:46.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630183,92.19776609724047,50.49019607843137,1610612750,63,65,2025-12-28T02:22:13Z,3330000,False,2.0,21.0,1,right,MISS J. McDaniels driving Hook,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
340,PT10M40.00S,2025-12-28T02:20:48.7Z,3,REGULAR,rebound,defensive,[],1642856,,,1610612751,63,65,2025-12-28T02:20:50Z,3340000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:2),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,339.0,2.0,2.0,0.0,,,,,,,,,,,,,,
341,PT10M40.00S,2025-12-28T02:20:52.6Z,3,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612751,63,65,2025-12-28T02:21:23Z,3350000,False,,,0,,J. McDaniels transition take personal FOUL (3 PF) (Claxton 1 FT),"[1630183, 1629651]",1610612750.0,MIN,transition take,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Center,,,,,,,,1629183.0,,3.0,0.0,Claxton,1629651.0,,,,,,,
343,PT10M40.00S,2025-12-28T02:21:24.8Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,63,66,2025-12-28T02:21:24Z,3370000,False,,,0,,M. Porter Jr. transition take Free Throw 1 of 1 (10 PTS),[1629008],1610612751.0,BKN,transition take,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
344,PT10M25.00S,2025-12-28T02:21:45.2Z,3,REGULAR,3pt,Jump Shot,[],1642856,32.40801576872536,64.70588235294117,1610612751,63,66,2025-12-28T02:21:49Z,3380000,False,-74.0,252.0,1,left,MISS E. Dëmin 26' pullup 3PT,[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
345,PT10M24.00S,2025-12-28T02:21:46.2Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,63,66,2025-12-28T02:23:11Z,3390000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,344.0,3.0,2.0,1.0,,,,,,,,,,,,,,
346,PT10M23.00S,2025-12-28T02:21:54.2Z,3,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612750,63,66,2025-12-28T02:22:03Z,3400000,False,,,0,,N. Claxton transition take personal FOUL (2 PF) (Gobert 1 FT),"[1629651, 203497]",1610612751.0,BKN,transition take,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,,2.0,0.0,Gobert,203497.0,,,,,,,
348,PT10M23.00S,2025-12-28T02:22:12.5Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,63,66,2025-12-28T02:22:12Z,3420000,False,,,0,,MISS A. Edwards transition take Free Throw 1 of 1,[1630162],1610612750.0,MIN,transition take,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
349,PT10M23.00S,2025-12-28T02:22:12.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,63,66,2025-12-28T02:22:16Z,3430000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,
350,PT10M10.00S,2025-12-28T02:22:39.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630183,92.9862023653088,51.225490196078425,1610612750,65,66,2025-12-28T02:22:43Z,3440000,False,6.0,13.0,1,right,J. McDaniels cutting DUNK (12 PTS) (J. Randle 9 AST),"[1630183, 203944]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,12.0,,,,,,,J. Randle,203944.0,9.0,,,,
352,PT09M47.00S,2025-12-28T02:23:01.4Z,3,REGULAR,2pt,Jump Shot,[],1629008,21.107095926412615,70.58823529411765,1610612751,65,68,2025-12-28T02:23:05Z,3460000,False,-103.0,146.0,1,left,M. Porter Jr. 17' pullup Jump Shot (12 PTS),[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,17.85,Made,,,,,12.0,,,,,,,,,,,,,
353,PT09M28.00S,2025-12-28T02:23:20.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,87.99277266754271,38.48039215686275,1610612750,65,68,2025-12-28T02:24:31Z,3470000,False,-58.0,60.0,1,right,MISS A. Edwards 8' fadeaway bank Shot,[1630162],1610612750.0,MIN,fadeaway bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,8.35,Missed,,,,,,,,,,,,,,,,,,
354,PT09M26.00S,2025-12-28T02:23:22.5Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,65,68,2025-12-28T02:23:24Z,3480000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,353.0,4.0,3.0,1.0,,,,,,,,,,,,,,
355,PT09M18.00S,2025-12-28T02:23:33.8Z,3,REGULAR,turnover,lost ball,[],1629008,,,1610612751,65,68,2025-12-28T02:24:22Z,3482500,False,,,0,,M. Porter Jr. lost ball TURNOVER (3 TO),"[1629008, 1630162]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,3.0,,,,,,,,,,Edwards,1630162.0
356,PT09M18.00S,2025-12-28T02:23:33.8Z,3,REGULAR,steal,,[],1630162,,,1610612750,65,68,2025-12-28T02:24:04Z,3483750,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
357,PT09M16.00S,2025-12-28T02:23:36.6Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,65,68,2025-12-28T02:23:45Z,3485000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 1642856]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,3.0,,,,,,,,,,Dëmin,1642856.0
358,PT09M16.00S,2025-12-28T02:23:36.6Z,3,REGULAR,steal,,[],1642856,,,1610612751,65,68,2025-12-28T02:23:39Z,3487500,False,,,0,,E. Dëmin STEAL (1 STL),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
359,PT09M08.00S,2025-12-28T02:23:41.9Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641730,25.18068331143233,18.137254901960784,1610612751,65,71,2025-12-28T02:24:22Z,3530000,False,159.0,184.0,1,left,N. Clowney 24' 3PT running pullup (9 PTS) (E. Dëmin 2 AST),"[1641730, 1642856]",1610612751.0,BKN,running pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,24.35,Made,,,,,9.0,,,,,,,E. Dëmin,1642856.0,2.0,,,,
361,PT08M40.00S,2025-12-28T02:24:08.8Z,3,REGULAR,3pt,Jump Shot,[],1628978,73.53810775295663,80.88235294117648,1610612750,68,71,2025-12-28T02:24:12Z,3550000,False,154.0,196.0,1,right,D. DiVincenzo 24' 3PT  (11 PTS) (J. McDaniels 4 AST),"[1628978, 1630183]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.97,Made,,,,,11.0,,,,,,,J. McDaniels,1630183.0,4.0,,,,
363,PT08M18.00S,2025-12-28T02:24:32.2Z,3,REGULAR,3pt,Jump Shot,[],1629611,13.61695137976347,4.6568627450980395,1610612751,68,71,2025-12-28T02:25:51Z,3570000,False,227.0,75.0,1,left,MISS T. Mann step back 3PT,[1629611],1610612751.0,BKN,step back,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
364,PT08M16.00S,2025-12-28T02:24:34.2Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612751,68,71,2025-12-28T02:25:51Z,3580000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,363.0,5.0,3.0,2.0,,,,,,,,,,,,,,
365,PT08M15.00S,2025-12-28T02:24:39.2Z,3,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612751,68,71,2025-12-28T02:24:53Z,3590000,False,,,0,,J. McDaniels shooting personal FOUL (4 PF) (Porter Jr. 2 FT),"[1630183, 1629008]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,,4.0,0.0,Porter Jr.,1629008.0,,,,,,,
367,PT08M15.00S,2025-12-28T02:24:55.5Z,3,REGULAR,foul,technical,['1freethrow'],1630183,,,1610612751,68,71,2025-12-28T02:25:01Z,3610000,False,,,0,,J. McDaniels technical FOUL (1 Tech),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,1627963.0,,4.0,1.0,,,,,,,,,
368,PT08M15.00S,2025-12-28T02:25:03.7Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,68,72,2025-12-28T02:25:03Z,3620000,False,,,0,,M. Porter Jr. technical Free Throw 1 of 1 (13 PTS),[1629008],1610612751.0,BKN,technical,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
369,PT08M15.00S,2025-12-28T02:25:28.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629008,,,1610612751,68,73,2025-12-28T02:25:28Z,3630000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (14 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
386,PT08M15.00S,2025-12-28T02:25:45.2Z,3,REGULAR,substitution,out,[],1630183,,,1610612751,68,73,2025-12-28T02:27:52Z,3635000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M15.00S,2025-12-28T02:25:45.2Z,3,REGULAR,substitution,in,[],1641740,,,1610612751,68,73,2025-12-28T02:27:52Z,3637500,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M15.00S,2025-12-28T02:25:45.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629008,,,1610612751,68,74,2025-12-28T02:25:45Z,3640000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (15 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
373,PT08M01.00S,2025-12-28T02:26:01.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203497,88.38699080157687,50.49019607843137,1610612750,68,74,2025-12-28T02:28:18Z,3670000,False,2.0,57.0,1,right,MISS R. Gobert Hook,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,,,,,,,,,,,,,,
374,PT07M58.00S,2025-12-28T02:26:04.8Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,68,74,2025-12-28T02:26:05Z,3680000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,373.0,2.0,1.0,1.0,,,,,,,,,,,,,,
375,PT07M52.00S,2025-12-28T02:26:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.521024967148489,49.26470588235294,1610612751,68,76,2025-12-28T02:26:26Z,3690000,False,4.0,9.0,1,left,M. Porter Jr. cutting Layup (17 PTS) (N. Claxton 3 AST),"[1629008, 1629651]",1610612751.0,BKN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,17.0,,,,,,,N. Claxton,1629651.0,3.0,,,,
377,PT07M52.00S,2025-12-28T02:26:15.6Z,3,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612751,68,76,2025-12-28T02:26:22Z,3710000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1628978, 1629008]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,1629183.0,,2.0,0.0,Porter Jr.,1629008.0,,,,,,,
379,PT07M52.00S,2025-12-28T02:26:35.8Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,68,77,2025-12-28T02:26:35Z,3730000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (18 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
380,PT07M39.00S,2025-12-28T02:26:52.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.67214191852825,51.9607843137255,1610612750,70,77,2025-12-28T02:26:56Z,3740000,False,10.0,26.0,1,right,A. Edwards driving Layup (15 PTS) (J. Randle 10 AST),"[1630162, 203944]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.76,Made,,,,,15.0,,,,,,,J. Randle,203944.0,10.0,,,,
381,PT07M15.00S,2025-12-28T02:27:16.5Z,3,REGULAR,3pt,Jump Shot,[],1641730,34.773324572930356,53.67647058823529,1610612751,70,77,2025-12-28T02:30:38Z,3750000,False,-18.0,274.0,1,left,MISS N. Clowney 27' pullup 3PT,[1641730],1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,27.5,Missed,,,,,,,,,,,,,,,,,,
382,PT07M13.00S,2025-12-28T02:27:18.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,70,77,2025-12-28T02:27:21Z,3760000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,381.0,,,,,,,,,,,,,,,,,
384,PT06M57.00S,2025-12-28T02:27:47.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,67.62483574244416,27.696078431372552,1610612750,70,77,2025-12-28T02:31:12Z,3780000,False,-112.0,252.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
385,PT06M54.00S,2025-12-28T02:27:50.2Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,70,77,2025-12-28T02:27:51Z,3790000,False,,,0,,N. Clowney REBOUND (Off:1 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,384.0,3.0,2.0,1.0,,,,,,,,,,,,,,
388,PT06M47.00S,2025-12-28T02:28:00.0Z,3,REGULAR,turnover,out-of-bounds,[],1629651,,,1610612751,70,77,2025-12-28T02:28:05Z,3800000,False,,,0,,N. Claxton bad pass out-of-bounds TURNOVER (2 TO),[1629651],1610612751.0,BKN,bad pass,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1629183.0,2.0,,,,,,,,,,,
389,PT06M47.00S,2025-12-28T02:28:04.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,70,77,2025-12-28T02:28:04Z,3810000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M47.00S,2025-12-28T02:30:37.1Z,3,REGULAR,substitution,out,[],1628978,,,1610612750,70,77,2025-12-28T02:30:56Z,3820000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M47.00S,2025-12-28T02:30:37.1Z,3,REGULAR,substitution,out,[],203497,,,1610612750,70,77,2025-12-28T02:30:56Z,3830000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M47.00S,2025-12-28T02:30:37.1Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,70,77,2025-12-28T02:30:56Z,3840000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M47.00S,2025-12-28T02:30:37.1Z,3,REGULAR,substitution,in,[],1630538,,,1610612750,70,77,2025-12-28T02:30:56Z,3850000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M35.00S,2025-12-28T02:31:09.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641740,94.03745072273325,51.470588235294116,1610612750,70,77,2025-12-28T02:32:45Z,3860000,False,7.0,4.0,1,right,MISS J. Clark driving floating bank Shot,[1641740],1610612750.0,MIN,driving floating bank,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,,,
396,PT06M34.00S,2025-12-28T02:31:10.1Z,3,REGULAR,rebound,offensive,[],1641740,,,1610612750,70,77,2025-12-28T02:31:20Z,3870000,False,,,0,,J. Clark REBOUND (Off:2 Def:0),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,395.0,2.0,0.0,2.0,,,,,,,,,,,,,,
397,PT06M34.00S,2025-12-28T02:31:16.1Z,3,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612750,70,77,2025-12-28T02:31:22Z,3880000,False,,,0,,N. Clowney shooting personal FOUL (2 PF) (Clark 2 FT),"[1641730, 1641740]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,2.0,0.0,Clark,1641740.0,,,,,,,
399,PT06M34.00S,2025-12-28T02:31:48.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641740,,,1610612750,70,77,2025-12-28T02:31:48Z,3900000,False,,,0,,MISS J. Clark Free Throw 1 of 2,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
400,PT06M34.00S,2025-12-28T02:31:48.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,70,77,2025-12-28T02:31:48Z,3910000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,,
401,PT06M34.00S,2025-12-28T02:32:02.9Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641740,,,1610612750,71,77,2025-12-28T02:32:02Z,3920000,False,,,0,,J. Clark Free Throw 2 of 2 (3 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
402,PT06M17.00S,2025-12-28T02:32:26.4Z,3,REGULAR,turnover,out-of-bounds,[],1641730,,,1610612751,71,77,2025-12-28T02:33:02Z,3930000,False,,,0,,N. Clowney bad pass out-of-bounds TURNOVER (1 TO),[1641730],1610612751.0,BKN,bad pass,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Left,,,,,,,,1627963.0,1.0,,,,,,,,,,,
403,PT06M17.00S,2025-12-28T02:32:31.4Z,3,REGULAR,substitution,out,[],1629611,,,1610612750,71,77,2025-12-28T02:32:40Z,3940000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M17.00S,2025-12-28T02:32:31.4Z,3,REGULAR,substitution,in,[],1630560,,,1610612750,71,77,2025-12-28T02:32:40Z,3950000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M57.00S,2025-12-28T02:33:04.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,67.23061760840999,48.03921568627451,1610612750,71,77,2025-12-28T02:33:09Z,3960000,False,-10.0,256.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
406,PT05M53.00S,2025-12-28T02:33:08.5Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,71,77,2025-12-28T02:33:09Z,3970000,False,,,0,,N. Clowney REBOUND (Off:1 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,405.0,4.0,3.0,1.0,,,,,,,,,,,,,,
407,PT05M41.00S,2025-12-28T02:33:20.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.338370565045992,50.49019607843137,1610612751,71,79,2025-12-28T02:33:23Z,3980000,False,-2.0,-2.0,1,left,C. Thomas driving Layup (14 PTS),[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,14.0,,,,,,,,,,,,,
408,PT05M25.00S,2025-12-28T02:33:38.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641740,89.96386333771353,56.127450980392155,1610612750,73,79,2025-12-28T02:33:42Z,3990000,False,31.0,42.0,1,right,J. Clark driving floating Jump Shot (5 PTS) (J. Randle 11 AST),"[1641740, 203944]",1610612750.0,MIN,driving floating,,,Clark,J. Clark,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,,,,,5.0,,,,,,,J. Randle,203944.0,11.0,,,,
410,PT05M25.00S,2025-12-28T02:33:42.2Z,3,REGULAR,foul,personal,['1freethrow'],1630560,,,1610612750,73,79,2025-12-28T02:33:49Z,4010000,False,,,0,,C. Thomas shooting personal FOUL (1 PF) (Clark 1 FT),"[1630560, 1641740]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629183.0,,1.0,0.0,Clark,1641740.0,,,,,,,
412,PT05M25.00S,2025-12-28T02:34:05.7Z,3,REGULAR,freethrow,1 of 1,[],1641740,,,1610612750,74,79,2025-12-28T02:34:05Z,4030000,False,,,0,,J. Clark Free Throw 1 of 1 (6 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
413,PT05M08.00S,2025-12-28T02:34:24.6Z,3,REGULAR,3pt,Jump Shot,[],1630560,26.363337713534822,16.176470588235293,1610612751,74,82,2025-12-28T02:34:28Z,4040000,False,169.0,195.0,1,left,C. Thomas 25' 3PT  (17 PTS) (M. Porter Jr. 4 AST),"[1630560, 1629008]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,17.0,,,,,,,M. Porter Jr.,1629008.0,4.0,,,,
415,PT04M52.00S,2025-12-28T02:34:40.2Z,3,REGULAR,3pt,Jump Shot,[],1629675,73.53810775295663,80.3921568627451,1610612750,74,82,2025-12-28T02:34:45Z,4060000,False,152.0,196.0,1,right,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
416,PT04M49.00S,2025-12-28T02:34:43.2Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,74,82,2025-12-28T02:34:45Z,4070000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:4),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,415.0,6.0,4.0,2.0,,,,,,,,,,,,,,
428,PT04M42.00S,2025-12-28T02:34:46.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,7.178055190538765,54.166666666666664,1610612751,74,82,2025-12-28T02:35:59Z,4080000,False,-21.0,15.0,1,left,MISS N. Claxton driving floating Shot,[1629651],1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
429,PT04M42.00S,2025-12-28T02:34:46.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,74,82,2025-12-28T02:35:59Z,4085000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,428.0,2.0,1.0,1.0,,,,,,,,,,,,,,
420,PT04M29.00S,2025-12-28T02:35:03.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.72339027595268,50.0,1610612750,76,82,2025-12-28T02:37:00Z,4110000,False,0.0,16.0,1,right,A. Edwards driving finger roll Layup (17 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,17.0,,,,,,,,,,,,,
421,PT04M11.00S,2025-12-28T02:35:21.0Z,3,REGULAR,3pt,Jump Shot,[],1642856,5.995400788436268,95.58823529411765,1610612751,76,82,2025-12-28T02:35:25Z,4120000,False,-228.0,4.0,1,left,MISS E. Dëmin 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
422,PT04M08.00S,2025-12-28T02:35:24.0Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,76,82,2025-12-28T02:35:25Z,4130000,False,,,0,,A. Edwards REBOUND (Off:0 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,421.0,6.0,6.0,0.0,,,,,,,,,,,,,,
423,PT04M03.00S,2025-12-28T02:35:31.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630162,92.46057818659659,52.20588235294118,1610612750,78,82,2025-12-28T02:38:05Z,4140000,False,11.0,18.0,1,right,A. Edwards driving bank Hook (19 PTS),[1630162],1610612750.0,MIN,driving bank,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,19.0,,,,,,,,,,,,,
