actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
594,PT07M56.00S,2026-01-07T03:08:18.1Z,4,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612748,98,79,2026-01-07T03:08:22Z,5840000,False,,,0,,N. Powell bad pass out-of-bounds TURNOVER (3 TO),[1626181],1610612748.0,MIA,bad pass,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,1628480.0,,,,,,,,,,,,3.0,,,,
595,PT07M56.00S,2026-01-07T03:08:20.6Z,4,REGULAR,substitution,out,[],1630558,,,1610612750,98,79,2026-01-07T03:08:26Z,5850000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M56.00S,2026-01-07T03:08:20.6Z,4,REGULAR,substitution,in,[],1641796,,,1610612750,98,79,2026-01-07T03:08:26Z,5860000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M47.00S,2026-01-07T03:08:45.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,74.85216819973719,14.215686274509803,1610612750,101,79,2026-01-07T03:08:49Z,5870000,False,-179.0,184.0,1,right,J. McDaniels 25' 3PT  (19 PTS) (B. Hyland 4 AST),"[1630183, 1630538]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.66,Made,19.0,,,,,,B. Hyland,1630538.0,4.0,,,,,,,,,
599,PT07M24.00S,2026-01-07T03:09:08.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642276,7.30946123521682,45.34313725490196,1610612748,101,79,2026-01-07T03:09:12Z,5890000,False,23.0,16.0,1,left,MISS K. Ware Hook,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
600,PT07M21.00S,2026-01-07T03:09:11.6Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,101,79,2026-01-07T03:09:12Z,5900000,False,,,0,,R. Gobert REBOUND (Off:1 Def:12),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,599.0,13.0,12.0,1.0,,,,,,,,,,,,
601,PT07M15.00S,2026-01-07T03:09:20.3Z,4,REGULAR,foul,offensive,[],203497,,,1610612750,101,79,2026-01-07T03:09:29Z,5910000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1641796]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,1628480.0,,,,,,,,2.0,0.0,Larsson,1641796.0,,,,,
603,PT07M15.00S,2026-01-07T03:09:20.3Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612750,101,79,2026-01-07T03:09:20Z,5930000,False,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,1628480.0,,,,,,,,,,,,3.0,,,,
604,PT07M07.00S,2026-01-07T03:09:41.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,28.86005256241787,28.186274509803923,1610612748,101,79,2026-01-07T03:09:45Z,5940000,False,109.0,219.0,1,left,MISS T. Herro 24' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,,
605,PT07M04.00S,2026-01-07T03:09:44.6Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612750,101,79,2026-01-07T03:09:45Z,5950000,False,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,604.0,2.0,2.0,0.0,,,,,,,,,,,,
606,PT06M52.00S,2026-01-07T03:09:56.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630162,88.78120893561103,52.450980392156865,1610612750,103,79,2026-01-07T03:10:06Z,5960000,False,12.0,53.0,1,right,A. Edwards driving Hook (26 PTS) (B. Hyland 5 AST),"[1630162, 1630538]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,26.0,,,,,,B. Hyland,1630538.0,5.0,,,,,,,,,
608,PT06M36.00S,2026-01-07T03:10:12.4Z,4,REGULAR,3pt,Jump Shot,[],1629639,31.35676741130092,36.029411764705884,1610612748,103,79,2026-01-07T03:10:16Z,5980000,False,70.0,242.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
609,PT06M34.00S,2026-01-07T03:10:14.4Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612750,103,79,2026-01-07T03:10:16Z,5990000,False,,,0,,B. Hyland REBOUND (Off:0 Def:3),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,,608.0,3.0,3.0,0.0,,,,,,,,,,,,
610,PT06M24.00S,2026-01-07T03:10:24.9Z,4,REGULAR,2pt,Jump Shot,[],1630162,75.3777923784494,72.79411764705883,1610612750,103,79,2026-01-07T03:10:30Z,6000000,False,114.0,179.0,1,right,MISS A. Edwards 21' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,21.21,Missed,,,,,,,,,,,,,,,,,,
611,PT06M20.00S,2026-01-07T03:10:28.9Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,103,79,2026-01-07T03:10:30Z,6010000,False,,,0,,T. Herro REBOUND (Off:0 Def:9),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,610.0,9.0,9.0,0.0,,,,,,,,,,,,
612,PT06M20.00S,2026-01-07T03:10:31.4Z,4,REGULAR,foul,personal,['1freethrow'],1630538,,,1610612748,103,79,2026-01-07T03:10:41Z,6020000,False,,,0,,B. Hyland transition take personal FOUL (3 PF) (Herro 1 FT),"[1630538, 1629639]",1610612750.0,MIN,transition take,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,1626301.0,,,,,,,,3.0,0.0,Herro,1629639.0,,,,,
614,PT06M20.00S,2026-01-07T03:10:59.6Z,4,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,103,80,2026-01-07T03:10:59Z,6040000,False,,,0,,T. Herro transition take Free Throw 1 of 1 (17 PTS),[1629639],1610612748.0,MIA,transition take,,,Herro,T. Herro,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
615,PT06M20.00S,2026-01-07T03:11:01.0Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,103,80,2026-01-07T03:11:26Z,6050000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M20.00S,2026-01-07T03:11:01.0Z,4,REGULAR,substitution,in,[],203944,,,1610612750,103,80,2026-01-07T03:11:26Z,6060000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M19.00S,2026-01-07T03:11:18.4Z,4,REGULAR,foul,personal,[],1630538,,,1610612750,103,80,2026-01-07T03:11:26Z,6070000,False,,,0,,B. Hyland personal FOUL (4 PF),"[1630538, 1641796]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,1626301.0,,,,,,,,4.0,0.0,Larsson,1641796.0,,,,,
619,PT06M07.00S,2026-01-07T03:11:42.0Z,4,REGULAR,3pt,Jump Shot,[],1641796,27.283180026281208,77.20588235294117,1610612748,103,80,2026-01-07T03:11:45Z,6090000,False,-136.0,204.0,1,left,MISS P. Larsson 24' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,24.52,Missed,,,,,,,,,,,,,,,,,,
620,PT06M05.00S,2026-01-07T03:11:44.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,103,80,2026-01-07T03:11:45Z,6100000,False,,,0,,R. Gobert REBOUND (Off:1 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,619.0,14.0,13.0,1.0,,,,,,,,,,,,
621,PT05M42.00S,2026-01-07T03:12:07.4Z,4,REGULAR,3pt,Jump Shot,[],1630183,68.28186596583443,28.921568627450984,1610612750,103,80,2026-01-07T03:12:13Z,6110000,False,-105.0,246.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
622,PT05M39.00S,2026-01-07T03:12:10.4Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,103,80,2026-01-07T03:12:13Z,6120000,False,,,0,,R. Gobert REBOUND (Off:2 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,621.0,15.0,13.0,2.0,,,,,,,,,,,,
623,PT05M39.00S,2026-01-07T03:12:11.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,93.77463863337714,51.71568627450981,1610612750,105,80,2026-01-07T03:12:18Z,6130000,False,9.0,6.0,1,right,R. Gobert putback Layup (10 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.05,Made,10.0,,,,,,,,,,,,,,,,,
624,PT05M39.00S,2026-01-07T03:12:14.4Z,4,REGULAR,foul,personal,['1freethrow'],1642276,,,1610612750,105,80,2026-01-07T03:12:23Z,6140000,False,,,0,,K. Ware shooting personal FOUL (2 PF) (Gobert 1 FT),"[1642276, 203497]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,
626,PT05M39.00S,2026-01-07T03:12:42.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203497,,,1610612750,106,80,2026-01-07T03:12:42Z,6160000,False,,,0,,R. Gobert Free Throw 1 of 1 (11 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
627,PT05M30.00S,2026-01-07T03:12:51.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626181,8.360709592641262,51.9607843137255,1610612748,106,82,2026-01-07T03:17:21Z,6170000,False,-10.0,26.0,1,left,N. Powell driving Hook (21 PTS) (N. Jović 3 AST),"[1626181, 1631107]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.79,Made,21.0,,,,,,N. Jović,1631107.0,3.0,,,,,,,,,
629,PT05M14.00S,2026-01-07T03:13:10.5Z,4,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612750,106,82,2026-01-07T03:13:18Z,6190000,False,,,0,,T. Herro shooting personal FOUL (2 PF) (Randle 2 FT),"[1629639, 203944]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,,,,2.0,0.0,Randle,203944.0,,,,,
631,PT05M14.00S,2026-01-07T03:13:32.4Z,4,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,107,82,2026-01-07T03:13:32Z,6210000,False,,,0,,J. Randle Free Throw 1 of 2 (14 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
632,PT05M14.00S,2026-01-07T03:13:47.8Z,4,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,108,82,2026-01-07T03:13:47Z,6220000,False,,,0,,J. Randle Free Throw 2 of 2 (15 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
633,PT05M03.00S,2026-01-07T03:14:04.1Z,4,REGULAR,foul,offensive,[],1641796,,,1610612748,108,82,2026-01-07T03:14:12Z,6230000,False,,,0,,P. Larsson offensive FOUL (3 PF),"[1641796, 1630538]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,,,,1162.0,,,,,,,,3.0,0.0,Hyland,1630538.0,,,,,
635,PT05M03.00S,2026-01-07T03:14:04.1Z,4,REGULAR,turnover,offensive foul,[],1641796,,,1610612748,108,82,2026-01-07T03:14:04Z,6250000,False,,,0,,P. Larsson offensive foul TURNOVER (2 TO),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,,,,1162.0,,,,,,,,,,,,2.0,,,,
636,PT04M41.00S,2026-01-07T03:14:37.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630538,77.34888304862024,40.931372549019606,1610612750,108,82,2026-01-07T03:14:41Z,6260000,False,-45.0,160.0,1,right,MISS B. Hyland 16' step back Shot,[1630538],1610612750.0,MIN,step back,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Center,16.67,Missed,,,,,,,,,,,,,,,,,,
637,PT04M40.00S,2026-01-07T03:14:39.8Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,108,82,2026-01-07T03:14:39Z,6270000,False,,,0,,R. Gobert REBOUND (Off:3 Def:13),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,636.0,16.0,13.0,3.0,,,,,,,,,,,,
638,PT04M40.00S,2026-01-07T03:14:40.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,93.51182654402102,50.0,1610612750,110,82,2026-01-07T03:14:45Z,6280000,False,0.0,8.0,1,right,R. Gobert putback DUNK (13 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.85,Made,13.0,,,,,,,,,,,,,,,,,
639,PT04M40.00S,2026-01-07T03:14:49.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,110,82,2026-01-07T03:14:49Z,6290000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1630183,,,1610612748,110,82,2026-01-07T03:17:08Z,6300000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1630162,,,1610612748,110,82,2026-01-07T03:17:08Z,6310000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1630538,,,1610612748,110,82,2026-01-07T03:17:08Z,6320000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],203497,,,1610612748,110,82,2026-01-07T03:17:08Z,6330000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],203944,,,1610612748,110,82,2026-01-07T03:17:08Z,6340000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1631107,,,1610612748,110,82,2026-01-07T03:17:08Z,6350000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1641796,,,1610612748,110,82,2026-01-07T03:17:08Z,6360000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,110,82,2026-01-07T03:17:08Z,6370000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,out,[],1626181,,,1610612748,110,82,2026-01-07T03:17:08Z,6380000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1642265,,,1610612748,110,82,2026-01-07T03:17:08Z,6390000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1631159,,,1610612748,110,82,2026-01-07T03:17:08Z,6400000,False,,,0,,SUB in: L. Miller,[1631159],1610612750.0,MIN,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1642866,,,1610612748,110,82,2026-01-07T03:17:08Z,6410000,False,,,0,,SUB in: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1630548,,,1610612748,110,82,2026-01-07T03:17:08Z,6420000,False,,,0,,SUB in: J. Juzang,[1630548],1610612750.0,MIN,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],204060,,,1610612748,110,82,2026-01-07T03:17:08Z,6430000,False,,,0,,SUB in: J. Ingles,[204060],1610612750.0,MIN,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1642352,,,1610612748,110,82,2026-01-07T03:17:08Z,6440000,False,,,0,,SUB in: K. Johnson,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1631323,,,1610612748,110,82,2026-01-07T03:17:08Z,6450000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1642066,,,1610612748,110,82,2026-01-07T03:17:08Z,6460000,False,,,0,,SUB in: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M40.00S,2026-01-07T03:15:45.3Z,4,REGULAR,substitution,in,[],1642857,,,1610612748,110,82,2026-01-07T03:17:08Z,6470000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT04M25.00S,2026-01-07T03:18:23.2Z,4,REGULAR,3pt,Jump Shot,[],1642276,17.296320630749015,92.64705882352942,1610612748,110,82,2026-01-07T03:18:33Z,6480000,False,-213.0,110.0,1,left,MISS K. Ware 24' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,24.0,Missed,,,,,,,,,,,,,,,,,,
659,PT04M22.00S,2026-01-07T03:18:26.2Z,4,REGULAR,rebound,offensive,[],1642857,,,1610612748,110,82,2026-01-07T03:18:33Z,6490000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:0),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,,,658.0,1.0,0.0,1.0,,,,,,,,,,,,
660,PT04M20.00S,2026-01-07T03:18:28.9Z,4,REGULAR,turnover,bad pass,[],1642857,,,1610612748,110,82,2026-01-07T03:18:37Z,6500000,False,,,0,,K. Jakučionis bad pass TURNOVER (1 TO),"[1642857, 204060]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,Ingles,204060.0
661,PT04M20.00S,2026-01-07T03:18:28.9Z,4,REGULAR,steal,,[],204060,,,1610612750,110,82,2026-01-07T03:18:31Z,6510000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612750.0,MIN,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
662,PT04M19.00S,2026-01-07T03:18:39.2Z,4,REGULAR,turnover,out-of-bounds,[],204060,,,1610612750,110,82,2026-01-07T03:19:41Z,6520000,False,,,0,,J. Ingles bad pass out-of-bounds TURNOVER (1 TO),[204060],1610612750.0,MIN,bad pass,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,,,,1162.0,,,,,,,,,,,,1.0,,,,
663,PT04M14.00S,2026-01-07T03:18:59.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,20.05584756898817,90.44117647058823,1610612748,110,82,2026-01-07T03:19:04Z,6530000,False,-202.0,136.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,24.37,Missed,,,,,,,,,,,,,,,,,,
664,PT04M10.00S,2026-01-07T03:19:03.3Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612750,110,82,2026-01-07T03:19:04Z,6540000,False,,,0,,L. Miller REBOUND (Off:0 Def:1),[1631159],1610612750.0,MIN,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Left Center,,,,,663.0,1.0,1.0,0.0,,,,,,,,,,,,
665,PT03M49.00S,2026-01-07T03:19:23.7Z,4,REGULAR,3pt,Jump Shot,[],204060,67.7562417871222,62.254901960784316,1610612750,110,82,2026-01-07T03:19:27Z,6550000,False,61.0,251.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612750.0,MIN,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
666,PT03M46.00S,2026-01-07T03:19:26.7Z,4,REGULAR,rebound,defensive,[],1642857,,,1610612748,110,82,2026-01-07T03:19:27Z,6560000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,,,,,665.0,2.0,1.0,1.0,,,,,,,,,,,,
667,PT03M41.00S,2026-01-07T03:19:34.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612748,110,82,2026-01-07T03:19:40Z,6570000,False,,,0,,J. Ingles personal FOUL (1 PF) (Gardner 2 FT),"[204060, 1642066]",1610612750.0,MIN,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Left Center,,,,1626301.0,,,,,,,,1.0,0.0,Gardner,1642066.0,,,,,
669,PT03M41.00S,2026-01-07T03:20:04.1Z,4,REGULAR,freethrow,1 of 2,[],1642066,,,1610612748,110,83,2026-01-07T03:20:04Z,6590000,False,,,0,,M. Gardner Free Throw 1 of 2 (1 PTS),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
670,PT03M41.00S,2026-01-07T03:20:16.1Z,4,REGULAR,freethrow,2 of 2,[],1642066,,,1610612748,110,84,2026-01-07T03:20:16Z,6600000,False,,,0,,M. Gardner Free Throw 2 of 2 (2 PTS),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
672,PT03M21.00S,2026-01-07T03:20:50.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,90.09526938239159,56.61764705882353,1610612750,110,84,2026-01-07T03:21:24Z,6620000,False,33.0,41.0,1,right,MISS R. Dillingham driving finger roll Layup,[1642265],1610612750.0,MIN,driving finger roll,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,5.24,Missed,,,,,,,,,,,,,,,,,,
673,PT03M17.00S,2026-01-07T03:20:54.0Z,4,REGULAR,rebound,offensive,[],1642866,,,1610612750,110,84,2026-01-07T03:20:54Z,6630000,False,,,0,,J. Beringer REBOUND (Off:1 Def:0),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),0-8 Center,,,,,672.0,1.0,0.0,1.0,,,,,,,,,,,,
674,PT03M17.00S,2026-01-07T03:20:53.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642866,94.40999984741211,50.0,1610612750,112,84,2026-01-07T03:20:53Z,6640000,False,0.0,0.0,1,right,J. Beringer tip Layup (2 PTS),[1642866],1610612750.0,MIN,tip,,,Beringer,J. Beringer,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
675,PT03M13.00S,2026-01-07T03:21:00.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631159,,,1610612748,112,84,2026-01-07T03:21:09Z,6650000,False,,,0,,L. Miller shooting personal FOUL (1 PF) (Jakučionis 2 FT),"[1631159, 1642857]",1610612750.0,MIN,shooting,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,1.0,0.0,Jakučionis,1642857.0,,,,,
677,PT03M13.00S,2026-01-07T03:21:24.3Z,4,REGULAR,freethrow,1 of 2,[],1642857,,,1610612748,112,85,2026-01-07T03:21:24Z,6670000,False,,,0,,K. Jakučionis Free Throw 1 of 2 (1 PTS),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
