actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
248,PT08M09.00S,2025-11-20T01:47:17.5Z,2,REGULAR,steal,,[],1642265,,,1610612750,43,29,2025-11-20T01:47:19Z,2460000,False,,,0,,R. Dillingham STEAL (2 STL),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
249,PT08M02.00S,2025-11-20T01:47:24.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642265,14.668199737187912,78.92156862745098,1610612750,43,29,2025-11-20T01:47:35Z,2470000,False,-145.0,85.0,1,left,MISS R. Dillingham 16' pullup Shot,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,,Mid-Range,16-24 Left,16.79,Missed,,,,,,,,,,,,,,,,,
250,PT07M58.00S,2025-11-20T01:47:33.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,43,29,2025-11-20T01:47:33Z,2480000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Mid-Range,16-24 Left,,,249.0,,,,,,,,,,,,,,,,
251,PT07M58.00S,2025-11-20T01:47:34.2Z,2,REGULAR,foul,personal,[],1641774,,,1610612750,43,29,2025-11-20T01:47:41Z,2490000,False,,,0,,T. Vukcevic loose ball personal FOUL (2 PF),"[1641774, 203497]",1610612764.0,WAS,loose ball,,,Vukcevic,T. Vukcevic,,,,,1628954.0,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,,,,
253,PT07M51.00S,2025-11-20T01:47:58.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629675,8.360709592641262,95.09803921568627,1610612750,43,29,2025-11-20T01:48:04Z,2510000,False,-225.0,26.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,
254,PT07M48.00S,2025-11-20T01:48:01.5Z,2,REGULAR,rebound,offensive,[],1630538,,,1610612750,43,29,2025-11-20T01:48:04Z,2520000,False,,,0,,B. Hyland REBOUND (Off:1 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,Left Corner 3,24+ Left,,,253.0,2.0,1.0,1.0,,,,,,,,,,,,,
255,PT07M47.00S,2025-11-20T01:48:03.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630538,5.601182654402102,50.49019607843137,1610612750,45,29,2025-11-20T01:48:06Z,2530000,False,-2.0,0.0,1,left,B. Hyland putback Layup (2 PTS),[1630538],1610612750.0,MIN,putback,,,Hyland,B. Hyland,,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,,,,,2.0,,,,,,,,
256,PT07M32.00S,2025-11-20T01:48:18.3Z,2,REGULAR,3pt,Jump Shot,[],1641774,68.28186596583443,33.57843137254902,1610612764,45,29,2025-11-20T01:48:23Z,2540000,False,-82.0,246.0,1,right,MISS T. Vukcevic 25' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,
257,PT07M28.00S,2025-11-20T01:48:22.3Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612750,45,29,2025-11-20T01:48:23Z,2550000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:3),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,Above the Break 3,24+ Left Center,,,256.0,3.0,3.0,0.0,,,,,,,,,,,,,
258,PT07M13.00S,2025-11-20T01:48:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,9.017739816031538,60.78431372549019,1610612750,47,29,2025-11-20T01:48:40Z,2560000,False,-54.0,32.0,1,left,N. Reid 6' turnaround bank Jump Shot (14 PTS),[1629675],1610612750.0,MIN,turnaround bank,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,,,,,,,,,14.0,,,,,,,,
259,PT07M02.00S,2025-11-20T01:48:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,83.919185282523,62.745098039215684,1610612764,47,29,2025-11-20T01:50:13Z,2570000,False,64.0,99.0,1,right,MISS T. Vukcevic 11' floating Shot,[1641774],1610612764.0,WAS,floating,,,Vukcevic,T. Vukcevic,,,,,,In The Paint (Non-RA),8-16 Right,11.75,Missed,,,,,,,,,,,,,,,,,
260,PT06M59.00S,2025-11-20T01:48:50.6Z,2,REGULAR,rebound,offensive,[],1642273,,,1610612764,47,29,2025-11-20T01:50:13Z,2580000,False,,,0,,K. George REBOUND (Off:2 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,In The Paint (Non-RA),8-16 Right,,,259.0,5.0,3.0,2.0,,,,,,,,,,,,,
261,PT06M58.00S,2025-11-20T01:48:55.9Z,2,REGULAR,turnover,traveling,[],1641731,,,1610612764,47,29,2025-11-20T01:48:59Z,2590000,False,,,0,,B. Coulibaly traveling TURNOVER (1 TO),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,2004.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,,,,
262,PT06M58.00S,2025-11-20T01:48:58.3Z,2,REGULAR,substitution,out,[],1641774,,,1610612750,47,29,2025-11-20T01:49:03Z,2600000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M58.00S,2025-11-20T01:48:58.3Z,2,REGULAR,substitution,in,[],1628963,,,1610612750,47,29,2025-11-20T01:49:03Z,2610000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M43.00S,2025-11-20T01:49:20.8Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,47,29,2025-11-20T01:49:24Z,2620000,False,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 1628963]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Bagley III,1628963.0,,
265,PT06M43.00S,2025-11-20T01:49:20.8Z,2,REGULAR,steal,,[],1628963,,,1610612764,47,29,2025-11-20T01:49:22Z,2630000,False,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
266,PT06M27.00S,2025-11-20T01:49:37.1Z,2,REGULAR,turnover,lost ball,[],1642273,,,1610612764,47,29,2025-11-20T01:49:40Z,2640000,False,,,0,,K. George lost ball TURNOVER (2 TO),"[1642273, 1629675]",1610612764.0,WAS,,,,George,K. George,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,2.0,Reid,1629675.0,,
267,PT06M27.00S,2025-11-20T01:49:37.1Z,2,REGULAR,steal,,[],1629675,,,1610612750,47,29,2025-11-20T01:49:39Z,2650000,False,,,0,,N. Reid STEAL (2 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
268,PT06M14.00S,2025-11-20T01:49:49.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,31.882391590013142,51.470588235294116,1610612750,50,29,2025-11-20T01:49:53Z,2660000,False,-7.0,247.0,1,left,N. Reid 24' 3PT  (17 PTS) (R. Gobert 3 AST),"[1629675, 203497]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Center,24.73,Made,,,,,,,,,17.0,R. Gobert,203497.0,3.0,,,,,
270,PT06M05.00S,2025-11-20T01:49:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.38042049934296,52.450980392156865,1610612764,50,31,2025-11-20T01:50:03Z,2680000,False,12.0,10.0,1,right,C. McCollum driving finger roll Layup (2 PTS),[203468],1610612764.0,WAS,driving finger roll,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,,,,,2.0,,,,,,,,
271,PT05M58.00S,2025-11-20T01:50:06.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642265,6.1268068331143235,50.49019607843137,1610612750,52,31,2025-11-20T01:50:12Z,2690000,False,-2.0,5.0,1,left,R. Dillingham driving DUNK (2 PTS),[1642265],1610612750.0,MIN,driving,,,Dillingham,R. Dillingham,,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,,,,2.0,,,,,,,,
272,PT05M58.00S,2025-11-20T01:50:10.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,52,31,2025-11-20T01:50:10Z,2700000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M58.00S,2025-11-20T01:52:41.2Z,2,REGULAR,substitution,out,[],1628978,,,1610612764,52,31,2025-11-20T01:53:03Z,2710000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M58.00S,2025-11-20T01:52:41.2Z,2,REGULAR,substitution,out,[],1642265,,,1610612764,52,31,2025-11-20T01:53:03Z,2720000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M58.00S,2025-11-20T01:52:41.2Z,2,REGULAR,substitution,out,[],1629675,,,1610612764,52,31,2025-11-20T01:53:03Z,2730000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M58.00S,2025-11-20T01:52:41.2Z,2,REGULAR,substitution,in,[],1641740,,,1610612764,52,31,2025-11-20T01:53:03Z,2740000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M58.00S,2025-11-20T01:52:41.2Z,2,REGULAR,substitution,in,[],1630162,,,1610612764,52,31,2025-11-20T01:53:03Z,2750000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M58.00S,2025-11-20T01:52:41.2Z,2,REGULAR,substitution,in,[],203944,,,1610612764,52,31,2025-11-20T01:53:03Z,2760000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M46.00S,2025-11-20T01:53:17.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,93.24901445466492,49.01960784313725,1610612764,52,33,2025-11-20T01:53:19Z,2770000,False,-5.0,11.0,1,right,B. Coulibaly driving DUNK (7 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,,,,,7.0,,,,,,,,
280,PT05M25.00S,2025-11-20T01:53:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612750,52,33,2025-11-20T01:53:50Z,2780000,False,,,0,,K. George shooting personal FOUL (1 PF) (Edwards 2 FT),"[1642273, 1630162]",1610612764.0,WAS,shooting,,,George,K. George,,,,,2004.0,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,,,,,
282,PT05M25.00S,2025-11-20T01:54:08.8Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,53,33,2025-11-20T01:54:08Z,2800000,False,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
283,PT05M25.00S,2025-11-20T01:54:23.9Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,54,33,2025-11-20T01:54:23Z,2810000,False,,,0,,A. Edwards Free Throw 2 of 2 (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,
284,PT05M08.00S,2025-11-20T01:54:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,91.72141918528253,45.955882352941174,1610612764,54,35,2025-11-20T01:54:59Z,2820000,False,-20.0,25.0,1,right,C. McCollum driving Layup (4 PTS) (M. Bagley III 2 AST),"[203468, 1628963]",1610612764.0,WAS,driving,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,,,,,4.0,M. Bagley III,1628963.0,2.0,,,,,
286,PT04M51.00S,2025-11-20T01:55:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.492115637319317,53.18627450980392,1610612750,54,35,2025-11-20T01:55:03Z,2840000,False,-16.0,27.0,1,left,MISS J. Randle Layup - blocked,"[203944, 1642273]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,George,1642273.0
287,PT04M51.00S,2025-11-20T01:55:00.2Z,2,REGULAR,block,,[],1642273,,,1610612750,54,35,2025-11-20T01:55:02Z,2850000,False,,,0,,K. George BLOCK (1 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
288,PT04M49.00S,2025-11-20T01:55:02.2Z,2,REGULAR,rebound,defensive,[],203468,,,1610612764,54,35,2025-11-20T01:55:03Z,2860000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,,,286.0,2.0,2.0,0.0,,,,,,,,,,,,,
289,PT04M47.00S,2025-11-20T01:55:04.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,78.40013140604468,87.25490196078431,1610612764,54,35,2025-11-20T01:56:09Z,2870000,False,186.0,151.0,1,right,MISS C. Kispert running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,,Above the Break 3,24+ Right Center,23.95,Missed,,,,,,,,,,,,,,,,,
290,PT04M44.00S,2025-11-20T01:55:07.2Z,2,REGULAR,rebound,offensive,[],203468,,,1610612764,54,35,2025-11-20T01:55:14Z,2880000,False,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,,,289.0,3.0,2.0,1.0,,,,,,,,,,,,,
291,PT04M43.00S,2025-11-20T01:55:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,93.24901445466492,48.77450980392157,1610612764,54,37,2025-11-20T01:55:19Z,2890000,False,-6.0,11.0,1,right,C. McCollum putback Layup (6 PTS),[203468],1610612764.0,WAS,putback,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,6.0,,,,,,,,
292,PT04M25.00S,2025-11-20T01:55:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.623521681997373,51.71568627450981,1610612750,54,37,2025-11-20T01:55:30Z,2900000,False,-9.0,29.0,1,left,MISS A. Edwards driving Layup - blocked,"[1630162, 1641731]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,Coulibaly,1641731.0
293,PT04M25.00S,2025-11-20T01:55:25.6Z,2,REGULAR,block,,[],1641731,,,1610612750,54,37,2025-11-20T01:55:27Z,2910000,False,,,0,,B. Coulibaly BLOCK (1 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
294,PT04M22.00S,2025-11-20T01:55:28.6Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,54,37,2025-11-20T01:55:30Z,2920000,False,,,0,,A. Edwards REBOUND (Off:2 Def:0),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,,,292.0,2.0,0.0,2.0,,,,,,,,,,,,,
295,PT04M21.00S,2025-11-20T01:55:29.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203944,5.732588699080158,49.754901960784316,1610612750,56,37,2025-11-20T01:56:52Z,2930000,False,1.0,1.0,1,left,J. Randle DUNK (11 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,,,,,11.0,A. Edwards,1630162.0,1.0,,,,,
297,PT04M16.00S,2025-11-20T01:55:35.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,92.85479632063075,95.83333333333334,1610612764,56,37,2025-11-20T01:57:11Z,2950000,False,229.0,15.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,
298,PT04M12.00S,2025-11-20T01:55:39.4Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,56,37,2025-11-20T01:55:46Z,2960000,False,,,0,,B. Hyland REBOUND (Off:1 Def:2),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,Right Corner 3,24+ Right,,,297.0,3.0,2.0,1.0,,,,,,,,,,,,,
299,PT04M04.00S,2025-11-20T01:55:47.0Z,2,REGULAR,3pt,Jump Shot,[],1641740,31.35676741130092,62.99019607843137,1610612750,59,37,2025-11-20T01:55:51Z,2970000,False,-65.0,242.0,1,left,J. Clark 25' 3PT  (3 PTS) (J. Randle 2 AST),"[1641740, 203944]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Above the Break 3,24+ Center,25.09,Made,,,,,,,,,3.0,J. Randle,203944.0,2.0,,,,,
301,PT03M39.00S,2025-11-20T01:56:11.5Z,2,REGULAR,3pt,Jump Shot,[],203468,74.19513797634691,15.196078431372548,1610612764,59,37,2025-11-20T01:57:33Z,2990000,False,-174.0,190.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,
302,PT03M36.00S,2025-11-20T01:56:14.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,59,37,2025-11-20T01:57:33Z,3000000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Above the Break 3,24+ Left Center,,,301.0,3.0,3.0,0.0,,,,,,,,,,,,,
303,PT03M25.00S,2025-11-20T01:56:26.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,6.258212877792378,49.50980392156863,1610612750,61,37,2025-11-20T01:56:30Z,3010000,False,2.0,6.0,1,left,J. Randle driving DUNK (13 PTS) (B. Hyland 1 AST),"[203944, 1630538]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,13.0,B. Hyland,1630538.0,1.0,,,,,
307,PT02M59.00S,2025-11-20T01:56:51.8Z,2,REGULAR,3pt,Jump Shot,[],1641731,75.50919842312747,13.480392156862745,1610612764,61,40,2025-11-20T01:56:55Z,3030000,False,-183.0,178.0,1,right,B. Coulibaly 25' 3PT  (10 PTS) (C. Kispert 1 AST),"[1641731, 1630557]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,Above the Break 3,24+ Left Center,25.48,Made,,,,,,,,,10.0,C. Kispert,1630557.0,1.0,,,,,
309,PT02M57.00S,2025-11-20T01:56:57.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612750,61,40,2025-11-20T01:56:57Z,3050000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M57.00S,2025-11-20T01:58:22.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612750,61,40,2025-11-20T01:58:30Z,3060000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M57.00S,2025-11-20T01:58:22.1Z,2,REGULAR,substitution,out,[],1628963,,,1610612750,61,40,2025-11-20T01:58:30Z,3070000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M57.00S,2025-11-20T01:58:22.1Z,2,REGULAR,substitution,in,[],1641774,,,1610612750,61,40,2025-11-20T01:58:30Z,3080000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M57.00S,2025-11-20T01:58:22.1Z,2,REGULAR,substitution,in,[],203114,,,1610612750,61,40,2025-11-20T01:58:30Z,3090000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M57.00S,2025-11-20T01:58:36.9Z,2,REGULAR,substitution,out,[],203497,,,1610612750,61,40,2025-11-20T01:58:40Z,3100000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M57.00S,2025-11-20T01:58:36.9Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,61,40,2025-11-20T01:58:40Z,3110000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M37.00S,2025-11-20T01:58:58.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,15.062417871222076,50.98039215686274,1610612750,61,40,2025-11-20T01:59:01Z,3120000,False,-5.0,89.0,1,left,MISS A. Edwards 8' floating Shot,[1630162],1610612750.0,MIN,floating,,,Edwards,A. Edwards,,,,,,In The Paint (Non-RA),8-16 Center,8.92,Missed,,,,,,,,,,,,,,,,,
317,PT02M34.00S,2025-11-20T01:59:01.2Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,61,40,2025-11-20T01:59:01Z,3130000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),8-16 Center,,,316.0,2.0,2.0,0.0,,,,,,,,,,,,,
318,PT02M30.00S,2025-11-20T01:59:04.0Z,2,REGULAR,turnover,lost ball,[],1642273,,,1610612764,61,40,2025-11-20T01:59:06Z,3140000,False,,,0,,K. George lost ball TURNOVER (3 TO),"[1642273, 1641740]",1610612764.0,WAS,,,,George,K. George,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,3.0,Clark,1641740.0,,
319,PT02M30.00S,2025-11-20T01:59:04.0Z,2,REGULAR,steal,,[],1641740,,,1610612750,61,40,2025-11-20T01:59:05Z,3150000,False,,,0,,J. Clark STEAL (3 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
320,PT02M17.00S,2025-11-20T01:59:16.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,27.94021024967148,17.401960784313726,1610612750,61,40,2025-11-20T01:59:22Z,3160000,False,163.0,210.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,
321,PT02M14.00S,2025-11-20T01:59:19.7Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,61,40,2025-11-20T01:59:22Z,3170000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,Above the Break 3,24+ Right Center,,,320.0,4.0,3.0,1.0,,,,,,,,,,,,,
322,PT02M06.00S,2025-11-20T01:59:28.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630538,5.995400788436268,51.9607843137255,1610612750,61,40,2025-11-20T01:59:33Z,3180000,False,-10.0,4.0,1,left,MISS B. Hyland driving finger roll Layup,[1630538],1610612750.0,MIN,driving finger roll,,,Hyland,B. Hyland,,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,
323,PT02M06.00S,2025-11-20T01:59:31.1Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,61,40,2025-11-20T01:59:31Z,3190000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,,,322.0,3.0,2.0,1.0,,,,,,,,,,,,,
324,PT02M06.00S,2025-11-20T01:59:31.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629675,6.652431011826544,49.50980392156863,1610612750,63,40,2025-11-20T01:59:35Z,3200000,False,2.0,10.0,1,left,N. Reid putback Layup (19 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,1.03,Made,,,,,,,,,19.0,,,,,,,,
325,PT02M06.00S,2025-11-20T01:59:33.6Z,2,REGULAR,foul,personal,['1freethrow'],1641731,,,1610612750,63,40,2025-11-20T01:59:40Z,3210000,False,,,0,,B. Coulibaly shooting personal FOUL (3 PF) (Reid 1 FT),"[1641731, 1629675]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,3.0,0.0,Reid,1629675.0,,,,,,,,,
327,PT02M06.00S,2025-11-20T01:59:54.1Z,2,REGULAR,substitution,out,[],1641731,,,1610612750,63,40,2025-11-20T02:00:34Z,3230000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M06.00S,2025-11-20T01:59:54.1Z,2,REGULAR,substitution,in,[],1641715,,,1610612750,63,40,2025-11-20T02:00:34Z,3240000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
