actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M24.00S,2025-11-20T01:23:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641715,91.5407358738502,51.9607843137255,1610612764,17,17,2025-11-20T01:23:42Z,850000,False,10.0,27.0,1,right,C. Whitmore running Layup (2 PTS),[1641715],1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,,,,,2.0,,,,,,,,
88,PT05M24.00S,2025-11-20T01:23:40.2Z,1,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612764,17,17,2025-11-20T01:23:43Z,860000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Whitmore 1 FT),"[1628978, 1641715]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,2004.0,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Whitmore,1641715.0,,,,,,,,,
90,PT05M24.00S,2025-11-20T01:23:45.6Z,1,REGULAR,substitution,out,[],201144,,,1610612764,17,17,2025-11-20T01:24:43Z,880000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M24.00S,2025-11-20T01:23:45.6Z,1,REGULAR,substitution,out,[],203944,,,1610612764,17,17,2025-11-20T01:24:43Z,890000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M24.00S,2025-11-20T01:23:45.6Z,1,REGULAR,substitution,out,[],1628963,,,1610612764,17,17,2025-11-20T01:24:43Z,900000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M24.00S,2025-11-20T01:23:45.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612764,17,17,2025-11-20T01:24:43Z,910000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M24.00S,2025-11-20T01:23:45.6Z,1,REGULAR,substitution,in,[],1641740,,,1610612764,17,17,2025-11-20T01:24:43Z,920000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M24.00S,2025-11-20T01:23:45.6Z,1,REGULAR,substitution,in,[],1641774,,,1610612764,17,17,2025-11-20T01:24:43Z,930000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M24.00S,2025-11-20T01:24:14.8Z,1,REGULAR,freethrow,1 of 1,[],1641715,,,1610612764,17,18,2025-11-20T01:24:14Z,940000,False,,,0,,C. Whitmore Free Throw 1 of 1 (3 PTS),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
97,PT05M01.00S,2025-11-20T01:24:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,6.1268068331143235,95.34313725490196,1610612750,17,18,2025-11-20T01:24:43Z,950000,False,-227.0,5.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2025-11-20T01:24:43.3Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,17,18,2025-11-20T01:24:43Z,960000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,Left Corner 3,24+ Left,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,,
99,PT04M53.00S,2025-11-20T01:24:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642273,92.72339027595268,52.20588235294118,1610612764,17,18,2025-11-20T01:24:52Z,970000,False,11.0,16.0,1,right,MISS K. George running Layup,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,
100,PT04M51.00S,2025-11-20T01:24:49.2Z,1,REGULAR,rebound,offensive,[],1641774,,,1610612764,17,18,2025-11-20T01:25:06Z,980000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:0),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Restricted Area,0-8 Center,,,99.0,1.0,0.0,1.0,,,,,,,,,,,,,
101,PT04M50.00S,2025-11-20T01:24:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641774,93.11760840998686,51.71568627450981,1610612764,17,18,2025-11-20T01:27:17Z,990000,False,9.0,12.0,1,right,MISS T. Vukcevic putback Layup,[1641774],1610612764.0,WAS,putback,,,Vukcevic,T. Vukcevic,,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,
102,PT04M50.00S,2025-11-20T01:24:50.3Z,1,REGULAR,rebound,offensive,[],1642273,,,1610612764,17,18,2025-11-20T01:26:33Z,1000000,False,,,0,,K. George REBOUND (Off:1 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,Restricted Area,0-8 Center,,,101.0,3.0,2.0,1.0,,,,,,,,,,,,,
103,PT04M48.00S,2025-11-20T01:24:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641715,94.69448094612353,50.49019607843137,1610612764,17,20,2025-11-20T01:26:42Z,1010000,False,2.0,-3.0,1,right,C. Whitmore cutting Layup (5 PTS) (K. George 1 AST),"[1641715, 1642273]",1610612764.0,WAS,cutting,,,Whitmore,C. Whitmore,,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,,,,,5.0,K. George,1642273.0,1.0,,,,,
105,PT04M48.00S,2025-11-20T01:24:57.9Z,1,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612764,17,20,2025-11-20T01:25:06Z,1030000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Whitmore 1 FT),"[1629675, 1641715]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Whitmore,1641715.0,,,,,,,,,
107,PT04M48.00S,2025-11-20T01:25:15.7Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,17,20,2025-11-20T01:25:21Z,1050000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M48.00S,2025-11-20T01:25:15.7Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,17,20,2025-11-20T01:25:21Z,1060000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M48.00S,2025-11-20T01:25:31.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1641715,,,1610612764,17,21,2025-11-20T01:25:31Z,1070000,False,,,0,,C. Whitmore Free Throw 1 of 1 (6 PTS),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
110,PT04M31.00S,2025-11-20T01:25:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641740,8.492115637319317,47.30392156862745,1610612750,17,21,2025-11-20T01:27:49Z,1080000,False,13.0,27.0,1,left,MISS J. Clark driving floating bank Shot,[1641740],1610612750.0,MIN,driving floating bank,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,3.05,Missed,,,,,,,,,,,,,,,,,
111,PT04M30.00S,2025-11-20T01:25:50.9Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,17,21,2025-11-20T01:25:59Z,1090000,False,,,0,,R. Gobert REBOUND (Off:3 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,110.0,4.0,1.0,3.0,,,,,,,,,,,,,
112,PT04M30.00S,2025-11-20T01:25:52.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,17,21,2025-11-20T01:26:04Z,1100000,False,0.0,0.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
113,PT04M28.00S,2025-11-20T01:25:54.8Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,17,21,2025-11-20T01:26:04Z,1110000,False,,,0,,K. George REBOUND (Off:1 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,Restricted Area,0-8 Center,,,112.0,4.0,3.0,1.0,,,,,,,,,,,,,
114,PT04M18.00S,2025-11-20T01:26:02.6Z,1,REGULAR,turnover,bad pass,[],1642273,,,1610612764,17,21,2025-11-20T01:26:06Z,1120000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1642273, 1641740]",1610612764.0,WAS,,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Clark,1641740.0,,
115,PT04M18.00S,2025-11-20T01:26:02.6Z,1,REGULAR,steal,,[],1641740,,,1610612750,17,21,2025-11-20T01:26:04Z,1130000,False,,,0,,J. Clark STEAL (1 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
116,PT04M13.00S,2025-11-20T01:26:08.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628978,5.995400788436268,4.411764705882353,1610612750,20,21,2025-11-20T01:26:13Z,1140000,False,228.0,4.0,1,left,D. DiVincenzo 3PT running (6 PTS) (N. Reid 1 AST),"[1628978, 1629675]",1610612750.0,MIN,running,,,DiVincenzo,D. DiVincenzo,,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,,,,,6.0,N. Reid,1629675.0,1.0,,,,,
118,PT03M58.00S,2025-11-20T01:26:25.4Z,1,REGULAR,foul,offensive,[],1641774,,,1610612764,20,21,2025-11-20T01:26:30Z,1160000,False,,,0,,T. Vukcevic offensive FOUL (1 PF),"[1641774, 203497]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,202026.0,Mid-Range,16-24 Right Center,,,,,,,1.0,0.0,Gobert,203497.0,,,,,,,,,
120,PT03M58.00S,2025-11-20T01:26:25.4Z,1,REGULAR,turnover,offensive foul,[],1641774,,,1610612764,20,21,2025-11-20T01:26:25Z,1180000,False,,,0,,T. Vukcevic offensive foul TURNOVER (1 TO),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,202026.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,,,,
121,PT03M46.00S,2025-11-20T01:26:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,5.732588699080158,48.03921568627451,1610612750,22,21,2025-11-20T01:26:56Z,1190000,False,10.0,1.0,1,left,A. Edwards driving Layup (11 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,,,,11.0,,,,,,,,
122,PT03M46.00S,2025-11-20T01:26:56.5Z,1,REGULAR,foul,personal,['1freethrow'],1641715,,,1610612750,22,21,2025-11-20T01:27:00Z,1200000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Edwards 1 FT),"[1641715, 1630162]",1610612764.0,WAS,shooting,,,Whitmore,C. Whitmore,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,,,,,
124,PT03M46.00S,2025-11-20T01:27:19.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630162,,,1610612750,23,21,2025-11-20T01:27:19Z,1220000,False,,,0,,A. Edwards Free Throw 1 of 1 (12 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,
125,PT03M32.00S,2025-11-20T01:27:35.2Z,1,REGULAR,3pt,Jump Shot,[],1641774,81.94809461235218,4.901960784313726,1610612764,23,24,2025-11-20T01:27:39Z,1230000,False,-225.0,117.0,1,right,T. Vukcevic 25' 3PT  (3 PTS) (K. George 2 AST),"[1641774, 1642273]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Above the Break 3,24+ Left Center,25.41,Made,,,,,,,,,3.0,K. George,1642273.0,2.0,,,,,
127,PT03M08.00S,2025-11-20T01:27:58.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,10.726018396846255,46.32352941176471,1610612750,25,24,2025-11-20T01:28:02Z,1250000,False,18.0,48.0,1,left,N. Reid Hook (2 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,,,,,2.0,,,,,,,,
128,PT02M49.00S,2025-11-20T01:28:17.9Z,1,REGULAR,turnover,bad pass,[],1630557,,,1610612764,25,24,2025-11-20T01:28:22Z,1260000,False,,,0,,C. Kispert bad pass TURNOVER (1 TO),"[1630557, 1630162]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,
129,PT02M49.00S,2025-11-20T01:28:17.9Z,1,REGULAR,steal,,[],1630162,,,1610612750,25,24,2025-11-20T01:28:19Z,1270000,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,
130,PT02M44.00S,2025-11-20T01:28:23.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629675,3.630091984231275,3.9215686274509802,1610612750,28,24,2025-11-20T01:28:49Z,1280000,False,230.0,-18.0,1,left,N. Reid 3PT running (5 PTS) (D. DiVincenzo 4 AST),"[1629675, 1628978]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,,Right Corner 3,24+ Right,23.11,Made,,,,,,,,,5.0,D. DiVincenzo,1628978.0,4.0,,,,,
132,PT02M42.00S,2025-11-20T01:28:28.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,28,24,2025-11-20T01:28:28Z,1300000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M42.00S,2025-11-20T01:30:38.8Z,1,REGULAR,substitution,out,[],1628978,,,1610612764,28,24,2025-11-20T01:31:20Z,1310000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M42.00S,2025-11-20T01:30:38.8Z,1,REGULAR,substitution,out,[],203497,,,1610612764,28,24,2025-11-20T01:31:20Z,1320000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M42.00S,2025-11-20T01:30:38.8Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,28,24,2025-11-20T01:31:20Z,1330000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M42.00S,2025-11-20T01:30:38.8Z,1,REGULAR,substitution,in,[],201144,,,1610612764,28,24,2025-11-20T01:31:20Z,1340000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M42.00S,2025-11-20T01:30:38.8Z,1,REGULAR,substitution,in,[],203944,,,1610612764,28,24,2025-11-20T01:31:20Z,1350000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M42.00S,2025-11-20T01:30:38.8Z,1,REGULAR,substitution,in,[],1642848,,,1610612764,28,24,2025-11-20T01:31:20Z,1360000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M30.00S,2025-11-20T01:31:41.5Z,1,REGULAR,foul,personal,[],1641740,,,1610612764,28,24,2025-11-20T01:31:51Z,1370000,False,,,0,,J. Clark personal FOUL (1 PF),"[1641740, 1642267]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,202026.0,Above the Break 3,24+ Left Center,,,,,,,1.0,0.0,Carrington,1642267.0,,,,,,,,,
141,PT02M19.00S,2025-11-20T01:32:06.0Z,1,REGULAR,3pt,Jump Shot,[],1642848,68.15045992115637,33.33333333333333,1610612764,28,24,2025-11-20T01:32:10Z,1390000,False,-83.0,247.0,1,right,MISS T. Johnson 26' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,
142,PT02M18.00S,2025-11-20T01:32:08.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,28,24,2025-11-20T01:32:08Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Left Center,,,141.0,,,,,,,,,,,,,,,,
144,PT02M10.00S,2025-11-20T01:32:24.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642848,,,1610612750,28,24,2025-11-20T01:32:38Z,1420000,False,,,0,,T. Johnson personal FOUL (1 PF) (Randle 2 FT),"[1642848, 203944]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,1628954.0,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Randle,203944.0,,,,,,,,,
146,PT02M10.00S,2025-11-20T01:32:54.8Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,29,24,2025-11-20T01:32:54Z,1440000,False,,,0,,J. Randle Free Throw 1 of 2 (6 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
147,PT02M10.00S,2025-11-20T01:33:14.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,30,24,2025-11-20T01:33:14Z,1450000,False,,,0,,J. Randle Free Throw 2 of 2 (7 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
148,PT01M49.00S,2025-11-20T01:33:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,88.12417871222075,49.01960784313725,1610612764,30,24,2025-11-20T01:33:47Z,1460000,False,-5.0,59.0,1,right,MISS C. Kispert floating Shot,[1630557],1610612764.0,WAS,floating,,,Kispert,C. Kispert,,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,,,,,,,
149,PT01M46.00S,2025-11-20T01:33:44.7Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,30,24,2025-11-20T01:33:44Z,1470000,False,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,In The Paint (Non-RA),0-8 Center,,,148.0,1.0,0.0,1.0,,,,,,,,,,,,,
150,PT01M46.00S,2025-11-20T01:33:44.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630557,94.40999984741211,50.0,1610612764,30,24,2025-11-20T01:33:51Z,1480000,False,0.0,0.0,1,right,MISS C. Kispert tip Layup,[1630557],1610612764.0,WAS,tip,,,Kispert,C. Kispert,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
151,PT01M45.00S,2025-11-20T01:33:45.7Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,30,24,2025-11-20T01:33:51Z,1490000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
152,PT01M35.00S,2025-11-20T01:33:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.915243101182654,54.166666666666664,1610612750,32,24,2025-11-20T01:34:01Z,1500000,False,-21.0,13.0,1,left,J. Randle driving Layup (9 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,9.0,,,,,,,,
153,PT01M25.00S,2025-11-20T01:34:04.0Z,1,REGULAR,3pt,Jump Shot,[],1641774,72.22404730617609,78.43137254901961,1610612764,32,24,2025-11-20T01:34:15Z,1510000,False,142.0,209.0,1,right,MISS T. Vukcevic 25' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,
154,PT01M22.00S,2025-11-20T01:34:07.0Z,1,REGULAR,rebound,defensive,[],1641740,,,1610612750,32,24,2025-11-20T01:34:15Z,1520000,False,,,0,,J. Clark REBOUND (Off:0 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Above the Break 3,24+ Right Center,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,
155,PT01M14.00S,2025-11-20T01:34:15.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203944,10.33180026281209,50.98039215686274,1610612750,32,24,2025-11-20T01:35:41Z,1530000,False,-5.0,45.0,1,left,MISS J. Randle driving Hook,[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,,,,,
156,PT01M11.00S,2025-11-20T01:34:18.7Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612764,32,24,2025-11-20T01:34:21Z,1540000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:2),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,In The Paint (Non-RA),0-8 Center,,,155.0,3.0,2.0,1.0,,,,,,,,,,,,,
157,PT01M08.00S,2025-11-20T01:34:21.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,80.50262812089356,8.333333333333332,1610612764,32,27,2025-11-20T01:34:26Z,1550000,False,-208.0,131.0,1,right,T. Johnson 24' 3PT running (3 PTS) (C. Whitmore 1 AST),"[1642848, 1641715]",1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,,Above the Break 3,24+ Left Center,24.6,Made,,,,,,,,,3.0,C. Whitmore,1641715.0,1.0,,,,,
159,PT00M55.50S,2025-11-20T01:34:36.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642267,,,1610612750,32,27,2025-11-20T01:34:43Z,1570000,False,,,0,,B. Carrington personal FOUL (1 PF) (Conley 2 FT),"[1642267, 201144]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,202026.0,Mid-Range,16-24 Right Center,,,,,,,1.0,0.0,Conley,201144.0,,,,,,,,,
161,PT00M55.50S,2025-11-20T01:35:18.8Z,1,REGULAR,freethrow,1 of 2,[],201144,,,1610612750,33,27,2025-11-20T01:35:18Z,1590000,False,,,0,,M. Conley Free Throw 1 of 2 (1 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,
162,PT00M55.50S,2025-11-20T01:35:19.5Z,1,REGULAR,substitution,out,[],1641715,,,1610612750,33,27,2025-11-20T01:35:28Z,1600000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M55.50S,2025-11-20T01:35:19.5Z,1,REGULAR,substitution,out,[],1630557,,,1610612750,33,27,2025-11-20T01:35:28Z,1610000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M55.50S,2025-11-20T01:35:19.5Z,1,REGULAR,substitution,in,[],203468,,,1610612750,33,27,2025-11-20T01:35:28Z,1620000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M55.50S,2025-11-20T01:35:19.5Z,1,REGULAR,substitution,in,[],1628963,,,1610612750,33,27,2025-11-20T01:35:28Z,1630000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M55.50S,2025-11-20T01:35:39.3Z,1,REGULAR,freethrow,2 of 2,[],201144,,,1610612750,34,27,2025-11-20T01:35:39Z,1640000,False,,,0,,M. Conley Free Throw 2 of 2 (2 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,
167,PT00M40.40S,2025-11-20T01:35:55.9Z,1,REGULAR,2pt,Jump Shot,[],1642267,83.919185282523,82.84313725490196,1610612764,34,27,2025-11-20T01:36:00Z,1650000,False,164.0,99.0,1,right,MISS B. Carrington 19' Jump Shot,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,Mid-Range,16-24 Right,19.16,Missed,,,,,,,,,,,,,,,,,
168,PT00M37.60S,2025-11-20T01:35:58.7Z,1,REGULAR,rebound,offensive,[],1641774,,,1610612764,34,27,2025-11-20T01:36:00Z,1660000,False,,,0,,T. Vukcevic REBOUND (Off:2 Def:0),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,Mid-Range,16-24 Right,,,167.0,2.0,0.0,2.0,,,,,,,,,,,,,
169,PT00M32.70S,2025-11-20T01:36:03.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,89.17542706964521,56.372549019607845,1610612764,34,27,2025-11-20T01:36:07Z,1670000,False,32.0,49.0,1,right,MISS C. McCollum driving floating Shot,[203468],1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,
170,PT00M30.00S,2025-11-20T01:36:06.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,34,27,2025-11-20T01:36:06Z,1680000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,
