actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
501,PT11M14.00S,2025-01-23T02:21:32.4Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,75,97,2025-01-23T02:23:17Z,4950000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,500.0,,,,,,,7.0,6.0,1.0,,
502,PT11M06.00S,2025-01-23T02:21:43.0Z,4,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612737,75,97,2025-01-23T02:21:48Z,4960000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Young 2 FT),"[1631204, 1629027]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
504,PT11M06.00S,2025-01-23T02:22:18.0Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,75,97,2025-01-23T02:22:24Z,4980000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
505,PT11M06.00S,2025-01-23T02:22:18.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,75,97,2025-01-23T02:22:24Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,504.0,,,,,,,,,,,
506,PT11M06.00S,2025-01-23T02:22:18.0Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,75,97,2025-01-23T02:22:24Z,5000000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
507,PT11M03.00S,2025-01-23T02:22:21.0Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,75,97,2025-01-23T02:22:24Z,5010000,False,,,0,,I. Stewart REBOUND (Off:2 Def:9),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,506.0,,,,,,,11.0,9.0,2.0,,
508,PT10M46.00S,2025-01-23T02:22:39.8Z,4,REGULAR,3pt,Jump Shot,[],1631204,70.25295663600527,76.47058823529412,1610612765,75,97,2025-01-23T02:22:47Z,5020000,False,132.0,227.0,1,right,MISS M. Sasser 26' step back 3PT,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,26.29,Missed,,,,,,,,,,,,,
509,PT10M45.00S,2025-01-23T02:22:40.8Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,75,97,2025-01-23T02:24:22Z,5030000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,,,,,,508.0,,,,,,,2.0,2.0,0.0,,
510,PT10M38.00S,2025-01-23T02:22:48.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203992,7.703679369250986,48.529411764705884,1610612737,75,97,2025-01-23T02:22:54Z,5040000,False,7.0,20.0,1,left,MISS B. Bogdanović driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,2.12,Missed,,,,,,,,,,,,,
511,PT10M36.00S,2025-01-23T02:22:50.7Z,4,REGULAR,rebound,defensive,[],1627736,,,1610612765,75,97,2025-01-23T02:22:54Z,5050000,False,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,510.0,,,,,,,2.0,1.0,1.0,,
512,PT10M26.00S,2025-01-23T02:22:59.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,94.30026281208936,48.28431372549019,1610612765,75,97,2025-01-23T02:23:05Z,5060000,False,-9.0,1.0,1,right,MISS R. Holland II driving Layup - blocked,"[1641842, 203991]",1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,0.87,Missed,,,,,,,,,,,,Capela,203991.0
513,PT10M26.00S,2025-01-23T02:22:59.9Z,4,REGULAR,block,,[],203991,,,1610612765,75,97,2025-01-23T02:23:02Z,5070000,False,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
514,PT10M25.00S,2025-01-23T02:23:00.9Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,75,97,2025-01-23T02:25:39Z,5080000,False,,,0,,J. Johnson REBOUND (Off:1 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,512.0,,,,,,,8.0,7.0,1.0,,
515,PT10M21.00S,2025-01-23T02:23:05.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630552,5.469776609724048,50.0,1610612737,77,97,2025-01-23T02:23:11Z,5090000,False,0.0,-1.0,1,left,J. Johnson running DUNK (13 PTS) (T. Young 8 AST),"[1630552, 1629027]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,0.11,Made,13.0,,T. Young,1629027.0,8.0,,,,,,,,
517,PT09M57.00S,2025-01-23T02:23:28.8Z,4,REGULAR,3pt,Jump Shot,[],1631323,96.40275952693824,3.431372549019608,1610612765,77,97,2025-01-23T02:23:34Z,5110000,False,-233.0,-19.0,1,right,MISS S. Fontecchio 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,,,23.35,Missed,,,,,,,,,,,,,
518,PT09M54.00S,2025-01-23T02:23:31.8Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,77,97,2025-01-23T02:23:34Z,5120000,False,,,0,,C. Capela REBOUND (Off:4 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,,,517.0,,,,,,,8.0,4.0,4.0,,
519,PT09M50.00S,2025-01-23T02:23:36.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,6.389618922470433,4.166666666666666,1610612737,77,97,2025-01-23T02:23:42Z,5130000,False,229.0,8.0,1,left,MISS B. Bogdanović running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanović,B. Bogdanović,,,,,Right Corner 3,24+ Right,,,,,,22.93,Missed,,,,,,,,,,,,,
520,PT09M46.00S,2025-01-23T02:23:40.2Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,77,97,2025-01-23T02:23:42Z,5140000,False,,,0,,I. Stewart REBOUND (Off:2 Def:10),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,,,,,,,519.0,,,,,,,12.0,10.0,2.0,,
521,PT09M36.00S,2025-01-23T02:23:49.0Z,4,REGULAR,3pt,Jump Shot,[],1631204,67.36202365308804,63.725490196078425,1610612765,77,97,2025-01-23T02:23:54Z,5150000,False,69.0,254.0,1,right,MISS M. Sasser 26' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,,,,,26.34,Missed,,,,,,,,,,,,,
522,PT09M34.00S,2025-01-23T02:23:51.0Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,77,97,2025-01-23T02:23:54Z,5160000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,,,,,,,,,521.0,,,,,,,3.0,3.0,0.0,,
523,PT09M25.00S,2025-01-23T02:24:01.8Z,4,REGULAR,3pt,Jump Shot,[],1629726,19.530223390275953,90.68627450980392,1610612737,80,97,2025-01-23T02:24:06Z,5170000,False,-203.0,131.0,1,left,G. Mathews 24' 3PT step back (6 PTS) (J. Johnson 4 AST),"[1629726, 1630552]",1610612737.0,ATL,step back,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,,,,24.2,Made,6.0,,J. Johnson,1630552.0,4.0,,,,,,,,
525,PT09M25.00S,2025-01-23T02:24:06.9Z,4,REGULAR,foul,personal,['1freethrow'],1627736,,,1610612737,80,97,2025-01-23T02:24:27Z,5190000,False,,,0,,M. Beasley shooting personal FOUL (2 PF) (Mathews 1 FT),"[1627736, 1629726]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,1162.0,2.0,0.0,Mathews,1629726.0,,,,,,,,,,,,,,,
527,PT09M25.00S,2025-01-23T02:24:20.4Z,4,REGULAR,substitution,out,[],1631204,,,1610612737,80,97,2025-01-23T02:24:25Z,5210000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M25.00S,2025-01-23T02:24:20.4Z,4,REGULAR,substitution,in,[],1630595,,,1610612737,80,97,2025-01-23T02:24:25Z,5220000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M25.00S,2025-01-23T02:24:44.8Z,4,REGULAR,freethrow,1 of 1,[],1629726,,,1610612737,81,97,2025-01-23T02:24:44Z,5230000,False,,,0,,G. Mathews Free Throw 1 of 1 (7 PTS),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
530,PT09M11.00S,2025-01-23T02:24:56.8Z,4,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612765,81,97,2025-01-23T02:25:06Z,5240000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Holland II 2 FT),"[1629726, 1641842]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Holland II,1641842.0,,,,,,,,,,,,,,,
532,PT09M11.00S,2025-01-23T02:25:33.6Z,4,REGULAR,freethrow,1 of 2,[],1641842,,,1610612765,81,98,2025-01-23T02:25:33Z,5260000,False,,,0,,R. Holland II Free Throw 1 of 2 (1 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
533,PT09M11.00S,2025-01-23T02:25:34.9Z,4,REGULAR,substitution,out,[],203992,,,1610612765,81,98,2025-01-23T02:25:41Z,5270000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M11.00S,2025-01-23T02:25:34.9Z,4,REGULAR,substitution,in,[],1629631,,,1610612765,81,98,2025-01-23T02:25:41Z,5280000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M11.00S,2025-01-23T02:25:51.9Z,4,REGULAR,freethrow,2 of 2,[],1641842,,,1610612765,81,99,2025-01-23T02:25:51Z,5290000,False,,,0,,R. Holland II Free Throw 2 of 2 (2 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
536,PT08M59.00S,2025-01-23T02:26:04.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,4.812746386333772,49.01960784313725,1610612737,83,99,2025-01-23T02:26:09Z,5300000,False,5.0,-7.0,1,left,C. Capela alley-oop DUNK (13 PTS) (T. Young 9 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,0.88,Made,13.0,,T. Young,1629027.0,9.0,,,,,,,,
538,PT08M32.00S,2025-01-23T02:26:31.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.69448094612353,49.26470588235294,1610612765,83,101,2025-01-23T02:26:36Z,5320000,False,-4.0,-3.0,1,right,C. Cunningham driving Layup (25 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,0.45,Made,25.0,,,,,,,,,,,,
539,PT08M23.00S,2025-01-23T02:26:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.469776609724048,50.73529411764706,1610612737,83,101,2025-01-23T02:26:54Z,5330000,False,-4.0,-1.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1641842]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,0.39,Missed,,,,,,,,,,,,Holland II,1641842.0
540,PT08M23.00S,2025-01-23T02:26:42.1Z,4,REGULAR,block,,[],1641842,,,1610612737,83,101,2025-01-23T02:26:44Z,5340000,False,,,0,,R. Holland II BLOCK (1 BLK),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
541,PT08M22.00S,2025-01-23T02:26:43.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,83,101,2025-01-23T02:26:54Z,5350000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,539.0,,,,,,,,,,,
543,PT08M20.00S,2025-01-23T02:27:03.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,5.601182654402102,2.941176470588235,1610612737,83,101,2025-01-23T02:27:09Z,5370000,False,235.0,0.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,23.53,Missed,,,,,,,,,,,,,
544,PT08M16.00S,2025-01-23T02:27:07.7Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,83,101,2025-01-23T02:27:09Z,5380000,False,,,0,,R. Holland II REBOUND (Off:0 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,,,,,,,,,543.0,,,,,,,4.0,4.0,0.0,,
545,PT08M14.00S,2025-01-23T02:27:09.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,74.72076215505913,14.705882352941178,1610612765,83,101,2025-01-23T02:29:28Z,5390000,False,-176.0,185.0,1,right,MISS S. Fontecchio 25' running pullup 3PT,[1631323],1610612765.0,DET,running pullup,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,25.58,Missed,,,,,,,,,,,,,
546,PT08M13.00S,2025-01-23T02:27:10.7Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,83,101,2025-01-23T02:29:28Z,5400000,False,,,0,,C. Capela REBOUND (Off:4 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,545.0,,,,,,,9.0,5.0,4.0,,
547,PT08M05.00S,2025-01-23T02:27:21.1Z,4,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612737,83,101,2025-01-23T02:27:44Z,5410000,False,,,0,,S. Fontecchio shooting personal FOUL (4 PF) (Mathews 2 FT),"[1631323, 1629726]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Right,1162.0,4.0,0.0,Mathews,1629726.0,,,,,,,,,,,,,,,
549,PT08M05.00S,2025-01-23T02:27:46.9Z,4,REGULAR,freethrow,1 of 2,[],1629726,,,1610612737,84,101,2025-01-23T02:28:18Z,5430000,False,,,0,,G. Mathews Free Throw 1 of 2 (8 PTS),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
550,PT08M05.00S,2025-01-23T02:27:50.4Z,4,REGULAR,substitution,out,[],1630191,,,1610612737,84,101,2025-01-23T02:27:56Z,5440000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M05.00S,2025-01-23T02:27:50.4Z,4,REGULAR,substitution,in,[],1631105,,,1610612737,84,101,2025-01-23T02:27:56Z,5450000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M05.00S,2025-01-23T02:27:46.9Z,4,REGULAR,freethrow,2 of 2,[],1629726,,,1610612737,84,101,2025-01-23T02:28:18Z,5460000,False,,,0,,MISS G. Mathews Free Throw 2 of 2,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
553,PT08M03.00S,2025-01-23T02:27:48.9Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,84,101,2025-01-23T02:28:18Z,5470000,False,,,0,,R. Holland II REBOUND (Off:0 Def:5),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,552.0,,,,,,,5.0,5.0,0.0,,
554,PT07M56.00S,2025-01-23T02:28:20.6Z,4,REGULAR,3pt,Jump Shot,[],1627736,68.01905387647832,37.5,1610612765,84,101,2025-01-23T02:28:26Z,5480000,False,-62.0,248.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,25.59,Missed,,,,,,,,,,,,,
555,PT07M53.00S,2025-01-23T02:28:23.6Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612737,84,101,2025-01-23T02:28:26Z,5490000,False,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,,,,554.0,,,,,,,2.0,2.0,0.0,,
556,PT07M46.00S,2025-01-23T02:28:30.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.623521681997373,43.13725490196079,1610612737,84,101,2025-01-23T02:28:41Z,5500000,False,34.0,29.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.47,Missed,,,,,,,,,,,,,
557,PT07M43.00S,2025-01-23T02:28:33.2Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,84,101,2025-01-23T02:28:33Z,5510000,False,,,0,,C. Capela REBOUND (Off:5 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,556.0,,,,,,,10.0,5.0,5.0,,
558,PT07M41.00S,2025-01-23T02:28:36.9Z,4,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612737,84,101,2025-01-23T02:29:07Z,5520000,False,,,0,,J. Duren shooting personal FOUL (4 PF) (Hunter 2 FT),"[1631105, 1629631]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1162.0,4.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
560,PT07M41.00S,2025-01-23T02:29:07.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629631,,,1610612737,85,101,2025-01-23T02:29:07Z,5540000,False,,,0,,D. Hunter Free Throw 1 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
561,PT07M41.00S,2025-01-23T02:29:12.0Z,4,REGULAR,substitution,out,[],1629027,,,1610612737,85,101,2025-01-23T02:29:17Z,5550000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M41.00S,2025-01-23T02:29:12.0Z,4,REGULAR,substitution,in,[],1630249,,,1610612737,85,101,2025-01-23T02:29:17Z,5560000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M41.00S,2025-01-23T02:29:12.0Z,4,REGULAR,substitution,out,[],1631323,,,1610612737,85,101,2025-01-23T02:29:30Z,5570000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M41.00S,2025-01-23T02:29:12.0Z,4,REGULAR,substitution,in,[],203501,,,1610612737,85,101,2025-01-23T02:29:30Z,5580000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M41.00S,2025-01-23T02:29:41.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629631,,,1610612737,86,101,2025-01-23T02:29:41Z,5590000,False,,,0,,D. Hunter Free Throw 2 of 2 (8 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
566,PT07M22.00S,2025-01-23T02:30:01.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.72339027595268,46.32352941176471,1610612765,86,103,2025-01-23T02:30:06Z,5600000,False,-18.0,16.0,1,right,C. Cunningham driving Layup (27 PTS) (J. Duren 2 AST),"[1630595, 1631105]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,2.43,Made,27.0,,J. Duren,1631105.0,2.0,,,,,,,,
567,PT07M10.00S,2025-01-23T02:30:14.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.1268068331143235,48.77450980392157,1610612737,88,103,2025-01-23T02:30:19Z,5610000,False,6.0,5.0,1,left,C. Capela alley-oop Layup (15 PTS) (V. Krejčí 3 AST),"[203991, 1630249]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,0.8,Made,15.0,,V. Krejčí,1630249.0,3.0,,,,,,,,
569,PT07M10.00S,2025-01-23T02:30:19.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627736,,,1610612737,88,103,2025-01-23T02:30:45Z,5630000,False,,,0,,M. Beasley shooting personal FOUL (3 PF) (Capela 1 FT),"[1627736, 203991]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,203593.0,3.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
571,PT07M10.00S,2025-01-23T02:30:47.1Z,4,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,89,103,2025-01-23T02:30:47Z,5650000,False,,,0,,C. Capela Free Throw 1 of 1 (16 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
572,PT06M55.00S,2025-01-23T02:31:03.5Z,4,REGULAR,3pt,Jump Shot,[],1627736,69.07030223390277,70.34313725490196,1610612765,89,103,2025-01-23T02:31:09Z,5660000,False,102.0,238.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,25.9,Missed,,,,,,,,,,,,,
573,PT06M52.00S,2025-01-23T02:31:06.5Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,89,103,2025-01-23T02:31:09Z,5670000,False,,,0,,J. Johnson REBOUND (Off:1 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,572.0,,,,,,,9.0,8.0,1.0,,
575,PT06M43.00S,2025-01-23T02:31:28.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,89,103,2025-01-23T02:31:28Z,5690000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M43.00S,2025-01-23T02:33:45.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,89,103,2025-01-23T02:34:10Z,5700000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M43.00S,2025-01-23T02:33:45.5Z,4,REGULAR,substitution,out,[],1629726,,,1610612737,89,103,2025-01-23T02:34:10Z,5710000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M43.00S,2025-01-23T02:33:45.5Z,4,REGULAR,substitution,out,[],1627736,,,1610612737,89,103,2025-01-23T02:34:10Z,5720000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M43.00S,2025-01-23T02:33:45.5Z,4,REGULAR,substitution,in,[],1630700,,,1610612737,89,103,2025-01-23T02:34:10Z,5730000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M43.00S,2025-01-23T02:33:45.5Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,89,103,2025-01-23T02:34:10Z,5740000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M43.00S,2025-01-23T02:33:45.5Z,4,REGULAR,substitution,in,[],202699,,,1610612737,89,103,2025-01-23T02:34:10Z,5750000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M32.00S,2025-01-23T02:34:37.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,7.178055190538765,53.431372549019606,1610612737,91,103,2025-01-23T02:35:19Z,5760000,False,-17.0,15.0,1,left,D. Daniels driving finger roll Layup (18 PTS),[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,2.28,Made,18.0,,,,,,,,,,,,
584,PT06M09.00S,2025-01-23T02:35:01.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,93.64323258869908,46.81372549019608,1610612765,91,105,2025-01-23T02:35:05Z,5770000,False,-16.0,7.0,1,right,J. Duren alley-oop DUNK (12 PTS) (C. Cunningham 8 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,1.75,Made,12.0,,C. Cunningham,1630595.0,8.0,,,,,,,,
