actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
194,PT11M04.00S,2025-03-09T01:09:41.5Z,2,REGULAR,block,,[],1628418,,,1610612737,39,23,2025-03-09T01:10:38Z,1865000,False,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
189,PT11M00.00S,2025-03-09T01:09:45.5Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612737,39,23,2025-03-09T01:10:38Z,1870000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,188.0,2.0,1.0,1.0,,,,,,,,
190,PT10M56.00S,2025-03-09T01:09:48.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629611,10.33180026281209,88.48039215686273,1610612737,41,23,2025-03-09T01:09:56Z,1880000,False,-192.0,45.0,1,left,T. Mann 19' pullup Jump Shot (4 PTS),[1629611],1610612737.0,ATL,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left,,,19.75,Made,4.0,,,,,,,,,,,,,,,
191,PT10M45.00S,2025-03-09T01:10:03.0Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612754,41,23,2025-03-09T01:10:32Z,1890000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1627777, 1631097]",1610612737.0,ATL,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,,,1.0,0.0,Mathurin,1631097.0
193,PT10M45.00S,2025-03-09T01:10:33.3Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,41,24,2025-03-09T01:10:33Z,1910000,False,,,0,,B. Mathurin Free Throw 1 of 2 (5 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
195,PT10M45.00S,2025-03-09T01:10:50.7Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,41,25,2025-03-09T01:10:50Z,1920000,False,,,0,,B. Mathurin Free Throw 2 of 2 (6 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
196,PT10M32.00S,2025-03-09T01:11:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.732588699080158,52.450980392156865,1610612737,41,25,2025-03-09T01:11:11Z,1930000,False,-12.0,1.0,1,left,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,1.24,Missed,,,,,,,,,,,,,,,,
197,PT10M27.00S,2025-03-09T01:11:10.6Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,41,25,2025-03-09T01:11:11Z,1940000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,
198,PT10M24.00S,2025-03-09T01:11:12.9Z,2,REGULAR,3pt,Jump Shot,[],1631245,92.46057818659659,95.83333333333334,1610612754,41,25,2025-03-09T01:11:19Z,1950000,False,229.0,18.0,1,right,MISS Q. Jackson 3PT,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,,,22.99,Missed,,,,,,,,,,,,,,,,
199,PT10M19.00S,2025-03-09T01:11:17.9Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612754,41,25,2025-03-09T01:11:19Z,1960000,False,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Right Corner 3,24+ Right,,,,,,,,,198.0,1.0,0.0,1.0,,,,,,,,
200,PT10M19.00S,2025-03-09T01:11:17.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,94.40999984741211,50.0,1610612754,41,27,2025-03-09T01:11:17Z,1970000,False,0.0,0.0,1,right,T. Bryant tip Layup (2 PTS),[1628418],1610612754.0,IND,tip,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Left,,,0.0,Made,2.0,,,,,,,,,,,,,,,
201,PT10M04.00S,2025-03-09T01:11:32.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,12.171484888304862,35.78431372549019,1610612737,43,27,2025-03-09T01:11:39Z,1980000,False,71.0,62.0,1,left,T. Young 9' driving floating bank Jump Shot (15 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,,,9.43,Made,15.0,,,,,,,,,,,,,,,
202,PT09M49.00S,2025-03-09T01:11:47.4Z,2,REGULAR,3pt,Jump Shot,[],1628418,66.70499342969777,45.588235294117645,1610612754,43,30,2025-03-09T01:11:53Z,1990000,False,-22.0,260.0,1,right,T. Bryant 26' 3PT  (5 PTS) (B. Mathurin 2 AST),"[1628418, 1631097]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,26.14,Made,5.0,B. Mathurin,1631097.0,2.0,,,,,,,,,,,,
204,PT09M36.00S,2025-03-09T01:12:04.2Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612737,43,30,2025-03-09T01:12:30Z,2010000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Young 2 FT),"[1630174, 1629027]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Right Center,101283.0,,,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0
206,PT09M36.00S,2025-03-09T01:12:36.3Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,44,30,2025-03-09T01:12:36Z,2030000,False,,,0,,T. Young Free Throw 1 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
207,PT09M36.00S,2025-03-09T01:12:38.0Z,2,REGULAR,substitution,out,[],203991,,,1610612737,44,30,2025-03-09T01:12:41Z,2040000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M36.00S,2025-03-09T01:12:38.0Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,44,30,2025-03-09T01:12:41Z,2050000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M36.00S,2025-03-09T01:12:56.4Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,45,30,2025-03-09T01:12:56Z,2060000,False,,,0,,T. Young Free Throw 2 of 2 (17 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
210,PT09M25.00S,2025-03-09T01:13:08.7Z,2,REGULAR,3pt,Jump Shot,[],1631097,71.69842312746385,79.65686274509804,1610612754,45,33,2025-03-09T01:13:14Z,2070000,False,148.0,214.0,1,right,B. Mathurin 26' 3PT pullup (9 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,26.0,Made,9.0,,,,,,,,,,,,,,,
211,PT09M15.00S,2025-03-09T01:13:17.9Z,2,REGULAR,3pt,Jump Shot,[],1629027,28.991458607095925,79.41176470588235,1610612737,45,33,2025-03-09T01:13:23Z,2080000,False,-147.0,220.0,1,left,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,26.46,Missed,,,,,,,,,,,,,,,,
212,PT09M12.00S,2025-03-09T01:13:20.9Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,45,33,2025-03-09T01:13:23Z,2090000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,211.0,3.0,3.0,0.0,,,,,,,,
213,PT09M09.00S,2025-03-09T01:13:25.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631245,92.9862023653088,47.05882352941176,1610612754,45,33,2025-03-09T01:35:14Z,2100000,False,-15.0,13.0,1,right,MISS Q. Jackson running Layup - blocked,"[1631245, 1642258]",1610612754.0,IND,running,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,1.99,Missed,,,,,,,,,,,Risacher,1642258.0,,,,
214,PT09M09.00S,2025-03-09T01:13:25.2Z,2,REGULAR,block,,[],1642258,,,1610612754,45,33,2025-03-09T01:13:28Z,2110000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT09M05.00S,2025-03-09T01:13:29.2Z,2,REGULAR,rebound,offensive,[],1631245,,,1610612754,45,33,2025-03-09T01:13:32Z,2120000,False,,,0,,Q. Jackson REBOUND (Off:1 Def:0),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,213.0,1.0,0.0,1.0,,,,,,,,
216,PT08M57.00S,2025-03-09T01:13:37.1Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612754,45,33,2025-03-09T01:13:46Z,2130000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Bryant 2 FT),"[1629611, 1628418]",1610612737.0,ATL,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,101283.0,,,,,,,,,,,,,,,,1.0,0.0,Bryant,1628418.0
218,PT08M57.00S,2025-03-09T01:14:00.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,45,33,2025-03-09T01:14:00Z,2150000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M57.00S,2025-03-09T01:17:18.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628418,,,1610612754,45,34,2025-03-09T01:17:18Z,2170000,False,,,0,,T. Bryant Free Throw 1 of 2 (6 PTS),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
221,PT08M57.00S,2025-03-09T01:17:25.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628418,,,1610612754,45,35,2025-03-09T01:17:25Z,2180000,False,,,0,,T. Bryant Free Throw 2 of 2 (7 PTS),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
222,PT08M36.00S,2025-03-09T01:17:47.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,31.882391590013142,48.529411764705884,1610612737,45,35,2025-03-09T01:17:54Z,2190000,False,7.0,247.0,1,left,MISS T. Young 24' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,24.73,Missed,,,,,,,,,,,,,,,,
223,PT08M32.00S,2025-03-09T01:17:51.6Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612754,45,35,2025-03-09T01:17:54Z,2200000,False,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,
224,PT08M11.00S,2025-03-09T01:18:12.5Z,2,REGULAR,3pt,Jump Shot,[],1631097,76.42904073587385,86.27450980392157,1610612754,45,35,2025-03-09T01:18:18Z,2210000,False,181.0,169.0,1,right,MISS B. Mathurin 24' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,24.8,Missed,,,,,,,,,,,,,,,,
225,PT08M06.00S,2025-03-09T01:18:17.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612737,45,35,2025-03-09T01:18:18Z,2220000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,
226,PT08M03.00S,2025-03-09T01:18:22.7Z,2,REGULAR,foul,personal,[],1631097,,,1610612737,45,35,2025-03-09T01:18:30Z,2230000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1630168]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,,,1.0,0.0,Okongwu,1630168.0
228,PT08M03.00S,2025-03-09T01:18:30.2Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,45,35,2025-03-09T01:18:39Z,2250000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M03.00S,2025-03-09T01:18:30.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612737,45,35,2025-03-09T01:18:39Z,2260000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M03.00S,2025-03-09T01:18:30.2Z,2,REGULAR,substitution,in,[],1631243,,,1610612737,45,35,2025-03-09T01:18:39Z,2270000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M03.00S,2025-03-09T01:18:30.2Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,45,35,2025-03-09T01:18:39Z,2280000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M54.00S,2025-03-09T01:18:50.4Z,2,REGULAR,2pt,Jump Shot,[],1631243,5.863994743758213,19.607843137254903,1610612737,47,35,2025-03-09T01:18:58Z,2290000,False,152.0,3.0,1,left,M. Gueye 15' Jump Shot (4 PTS) (T. Mann 3 AST),"[1631243, 1629611]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Right,,,15.2,Made,4.0,T. Mann,1629611.0,3.0,,,,,,,,,,,,
234,PT07M38.00S,2025-03-09T01:19:05.9Z,2,REGULAR,3pt,Jump Shot,[],1627783,69.85873850197109,27.450980392156865,1610612754,47,38,2025-03-09T01:19:12Z,2310000,False,-113.0,231.0,1,right,P. Siakam 25' 3PT  (5 PTS) (T. Bryant 1 AST),"[1627783, 1628418]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,25.68,Made,5.0,T. Bryant,1628418.0,1.0,,,,,,,,,,,,
236,PT07M22.00S,2025-03-09T01:19:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,7.835085413929041,43.13725490196079,1610612737,49,38,2025-03-09T01:19:29Z,2330000,False,34.0,21.0,1,left,D. Daniels driving Layup (2 PTS),[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,4.03,Made,2.0,,,,,,,,,,,,,,,
237,PT07M12.00S,2025-03-09T01:19:31.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,66.3107752956636,61.274509803921575,1610612754,49,38,2025-03-09T01:19:37Z,2340000,False,56.0,264.0,1,right,MISS P. Siakam 27' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,27.02,Missed,,,,,,,,,,,,,,,,
238,PT07M09.00S,2025-03-09T01:19:34.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612737,49,38,2025-03-09T01:19:37Z,2350000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,237.0,3.0,2.0,1.0,,,,,,,,
239,PT06M59.00S,2025-03-09T01:19:44.8Z,2,REGULAR,3pt,Jump Shot,[],1642258,4.944152431011826,95.34313725490196,1610612737,49,38,2025-03-09T01:19:49Z,2360000,False,-227.0,-6.0,1,left,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,22.68,Missed,,,,,,,,,,,,,,,,
240,PT06M57.00S,2025-03-09T01:19:46.8Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612754,49,38,2025-03-09T01:19:49Z,2370000,False,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,
241,PT06M54.00S,2025-03-09T01:19:50.2Z,2,REGULAR,turnover,bad pass,[],1631245,,,1610612754,49,38,2025-03-09T01:19:56Z,2380000,False,,,0,,Q. Jackson bad pass TURNOVER (1 TO),"[1631245, 1630700]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,Daniels,1630700.0,,,,,,
242,PT06M54.00S,2025-03-09T01:19:50.2Z,2,REGULAR,steal,,[],1630700,,,1610612737,49,38,2025-03-09T01:19:53Z,2390000,False,,,0,,D. Daniels STEAL (3 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
243,PT06M44.00S,2025-03-09T01:20:03.2Z,2,REGULAR,turnover,out-of-bounds,[],1642258,,,1610612737,49,38,2025-03-09T01:20:10Z,2400000,False,,,0,,Z. Risacher bad pass out-of-bounds TURNOVER (2 TO),[1642258],1610612737.0,ATL,bad pass,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,101283.0,2.0,,,,,,,,,,,,,,,,,,
244,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,out,[],1629611,,,1610612754,49,38,2025-03-09T01:20:49Z,2410000,False,,,0,,SUB out: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,49,38,2025-03-09T01:20:49Z,2420000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,out,[],1628418,,,1610612754,49,38,2025-03-09T01:20:49Z,2430000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,out,[],1631245,,,1610612754,49,38,2025-03-09T01:20:49Z,2440000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,out,[],1627783,,,1610612754,49,38,2025-03-09T01:20:49Z,2450000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,49,38,2025-03-09T01:20:49Z,2460000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,49,38,2025-03-09T01:20:49Z,2470000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,49,38,2025-03-09T01:20:49Z,2480000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,in,[],1630167,,,1610612754,49,38,2025-03-09T01:20:49Z,2490000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M44.00S,2025-03-09T01:20:09.9Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,49,38,2025-03-09T01:20:49Z,2500000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M34.00S,2025-03-09T01:20:58.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,92.72339027595268,4.166666666666666,1610612754,49,38,2025-03-09T01:21:03Z,2510000,False,-229.0,16.0,1,right,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,22.98,Missed,,,,,,,,,,,,,,,,
255,PT06M30.00S,2025-03-09T01:21:01.4Z,2,REGULAR,rebound,offensive,[],1629614,,,1610612754,49,38,2025-03-09T01:21:01Z,2520000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:0),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,,,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,
256,PT06M29.00S,2025-03-09T01:21:02.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641767,94.43166885676742,96.07843137254902,1610612754,49,38,2025-03-09T01:21:07Z,2530000,False,230.0,0.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,,,23.04,Missed,,,,,,,,,,,,,,,,
257,PT06M26.00S,2025-03-09T01:21:05.9Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,49,38,2025-03-09T01:21:07Z,2540000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,
258,PT06M13.00S,2025-03-09T01:21:18.8Z,2,REGULAR,3pt,Jump Shot,[],1630168,5.995400788436268,96.07843137254902,1610612737,49,38,2025-03-09T01:21:24Z,2550000,False,-230.0,4.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,23.04,Missed,,,,,,,,,,,,,,,,
259,PT06M09.00S,2025-03-09T01:21:22.8Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,49,38,2025-03-09T01:21:24Z,2560000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,258.0,4.0,3.0,1.0,,,,,,,,
260,PT06M08.00S,2025-03-09T01:21:23.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630700,15.062417871222076,50.49019607843137,1610612737,51,38,2025-03-09T01:21:30Z,2570000,False,-2.0,89.0,1,left,D. Daniels 8' floating Jump Shot (4 PTS),[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,8.91,Made,4.0,,,,,,,,,,,,,,,
261,PT05M53.00S,2025-03-09T01:21:39.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,81.553876478318,53.67647058823529,1610612754,51,40,2025-03-09T01:21:45Z,2580000,False,18.0,121.0,1,right,A. Nembhard 12' turnaround Jump Shot (5 PTS) (O. Toppin 1 AST),"[1629614, 1630167]",1610612754.0,IND,turnaround,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,12.23,Made,5.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,
340,PT05M37.00S,2025-03-09T01:21:50.3Z,2,REGULAR,turnover,bad pass,[],1630168,,,1610612737,51,40,2025-03-09T01:40:23Z,2585000,False,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1630174]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,Nesmith,1630174.0,,,,,,
341,PT05M37.00S,2025-03-09T01:21:50.3Z,2,REGULAR,steal,,[],1630174,,,1610612754,51,40,2025-03-09T01:40:23Z,2587500,False,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
342,PT05M35.00S,2025-03-09T01:21:55.8Z,2,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612754,51,40,2025-03-09T01:41:18Z,2588750,False,,,0,,A. Nesmith bad pass out-of-bounds TURNOVER (2 TO),[1630174],1610612754.0,IND,bad pass,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,1662.0,2.0,,,,,,,,,,,,,,,,,,
263,PT05M35.00S,2025-03-09T01:22:31.9Z,2,REGULAR,substitution,out,[],1630174,,,1610612737,51,40,2025-03-09T01:41:18Z,2600000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M35.00S,2025-03-09T01:22:31.9Z,2,REGULAR,substitution,in,[],1631097,,,1610612737,51,40,2025-03-09T01:41:18Z,2610000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M26.00S,2025-03-09T01:22:49.1Z,2,REGULAR,turnover,out-of-bounds,[],1631243,,,1610612737,51,40,2025-03-09T01:22:58Z,2620000,False,,,0,,M. Gueye lost ball out-of-bounds TURNOVER (2 TO),[1631243],1610612737.0,ATL,lost ball,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Left,1662.0,2.0,,,,,,,,,,,,,,,,,,
