actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
117,PT05M51.00S,2025-03-05T00:51:59.6Z,1,REGULAR,substitution,in,[],1629018,,,1610612749,14,15,2025-03-05T00:56:49Z,797500,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2025-03-05T00:52:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,6.521024967148489,95.83333333333334,1610612749,14,15,2025-03-05T00:52:15Z,800000,False,-229.0,9.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,22.94,Missed,,,,,,,,,,,,,,,,
81,PT05M41.00S,2025-03-05T00:52:10.6Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,14,15,2025-03-05T00:52:10Z,810000,False,,,0,,B. Lopez REBOUND (Off:3 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,,,80.0,3.0,0.0,3.0,,,,,,,,,,,,
82,PT05M40.00S,2025-03-05T00:52:12.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,28.991458607095925,26.715686274509803,1610612749,14,15,2025-03-05T00:52:19Z,820000,False,116.0,220.0,1,left,MISS D. Lillard 24' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,24.89,Missed,,,,,,,,,,,,,,,,
83,PT05M40.00S,2025-03-05T00:52:12.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,14,15,2025-03-05T00:52:19Z,830000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
84,PT05M28.00S,2025-03-05T00:52:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,83.65637319316689,57.59803921568627,1610612737,16,15,2025-03-05T00:52:31Z,840000,False,38.0,101.0,1,right,C. Capela 10' floating Jump Shot (2 PTS) (D. Daniels 1 AST),"[203991, 1630700]",1610612737.0,ATL,floating,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,10.8,Made,,,,,2.0,,,D. Daniels,1630700.0,1.0,,,,,,
87,PT05M11.00S,2025-03-05T00:52:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,5.863994743758213,48.529411764705884,1610612749,16,15,2025-03-05T00:52:45Z,870000,False,7.0,3.0,1,left,MISS B. Lopez Layup - blocked,"[201572, 203991]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,0.78,Missed,,,,,,Capela,203991.0,,,,,,,,,
88,PT05M11.00S,2025-03-05T00:52:40.6Z,1,REGULAR,block,,[],203991,,,1610612749,16,15,2025-03-05T00:52:43Z,880000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT05M09.00S,2025-03-05T00:52:42.6Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,16,15,2025-03-05T00:57:51Z,890000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,87.0,4.0,3.0,1.0,,,,,,,,,,,,
90,PT05M08.00S,2025-03-05T00:52:44.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203507,9.149145860709593,46.81372549019608,1610612749,16,15,2025-03-05T00:58:03Z,900000,False,16.0,34.0,1,left,MISS G. Antetokounmpo floating Shot,[203507],1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,3.71,Missed,,,,,,,,,,,,,,,,
91,PT05M06.00S,2025-03-05T00:52:46.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,16,15,2025-03-05T00:58:03Z,910000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,
93,PT04M52.00S,2025-03-05T00:52:59.3Z,1,REGULAR,3pt,Jump Shot,[],1642258,71.04139290407359,22.058823529411764,1610612737,16,15,2025-03-05T00:53:03Z,920000,False,-140.0,220.0,1,right,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,26.04,Missed,,,,,,,,,,,,,,,,
94,PT04M49.00S,2025-03-05T00:53:02.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,16,15,2025-03-05T00:53:03Z,930000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,93.0,5.0,4.0,1.0,,,,,,,,,,,,
95,PT04M39.00S,2025-03-05T00:53:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.601182654402102,48.529411764705884,1610612749,16,17,2025-03-05T00:53:17Z,940000,False,7.0,0.0,1,left,G. Antetokounmpo driving reverse Layup (6 PTS) (A. Green 1 AST),"[203507, 1631260]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.74,Made,,,,,6.0,,,A. Green,1631260.0,1.0,,,,,,
97,PT04M28.00S,2025-03-05T00:53:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.11760840998686,50.98039215686274,1610612737,18,17,2025-03-05T01:00:08Z,960000,False,5.0,12.0,1,right,C. LeVert cutting Layup (2 PTS) (G. Niang 1 AST),"[1627747, 1627777]",1610612737.0,ATL,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,1.31,Made,,,,,2.0,,,G. Niang,1627777.0,1.0,,,,,,
99,PT04M12.00S,2025-03-05T00:53:39.5Z,1,REGULAR,3pt,Jump Shot,[],1629018,6.521024967148489,95.09803921568627,1610612749,18,20,2025-03-05T00:53:44Z,980000,False,-225.0,9.0,1,left,G. Trent Jr. 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1629018, 203507]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,22.57,Made,,,,,3.0,,,G. Antetokounmpo,203507.0,2.0,,,,,,
101,PT03M55.00S,2025-03-05T00:53:56.5Z,1,REGULAR,3pt,Jump Shot,[],1642258,68.54467805519053,32.84313725490196,1610612737,21,20,2025-03-05T00:54:01Z,1000000,False,-86.0,243.0,1,right,Z. Risacher 25' 3PT  (5 PTS) (C. LeVert 1 AST),"[1642258, 1627747]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,25.79,Made,,,,,5.0,,,C. LeVert,1627747.0,1.0,,,,,,
103,PT03M38.00S,2025-03-05T00:54:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,10.33180026281209,56.127450980392155,1610612749,21,22,2025-03-05T00:54:17Z,1020000,False,-31.0,45.0,1,left,B. Lopez floating Jump Shot (2 PTS) (G. Antetokounmpo 3 AST),"[201572, 203507]",1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,5.41,Made,,,,,2.0,,,G. Antetokounmpo,203507.0,3.0,,,,,,
105,PT03M24.00S,2025-03-05T00:54:28.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,89.43823915900131,57.35294117647059,1610612737,23,22,2025-03-05T00:54:34Z,1040000,False,37.0,47.0,1,right,C. Capela driving Hook (4 PTS) (D. Daniels 2 AST),"[203991, 1630700]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,5.95,Made,,,,,4.0,,,D. Daniels,1630700.0,2.0,,,,,,
107,PT03M03.00S,2025-03-05T00:54:47.7Z,1,REGULAR,2pt,Jump Shot,[],201572,23.603810775295663,75.49019607843137,1610612749,23,24,2025-03-05T00:55:56Z,1060000,False,-127.0,169.0,1,left,B. Lopez 21' Jump Shot (4 PTS) (G. Antetokounmpo 4 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left Center,,,21.2,Made,,,,,4.0,,,G. Antetokounmpo,203507.0,4.0,,,,,,
109,PT02M50.00S,2025-03-05T00:55:01.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,84.70762155059133,48.529411764705884,1610612737,23,24,2025-03-05T01:02:08Z,1080000,False,-7.0,91.0,1,right,MISS C. Capela 9' Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,9.15,Missed,,,,,,,,,,,,,,,,
110,PT02M50.00S,2025-03-05T00:55:01.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,23,24,2025-03-05T01:07:24Z,1090000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,109.0,3.0,3.0,0.0,,,,,,,,,,,,
111,PT02M41.00S,2025-03-05T00:55:10.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,5.601182654402102,51.225490196078425,1610612749,23,26,2025-03-05T01:03:25Z,1100000,False,-6.0,0.0,1,left,G. Antetokounmpo cutting DUNK (8 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.61,Made,,,,,8.0,,,D. Lillard,203081.0,1.0,,,,,,
113,PT02M25.00S,2025-03-05T00:55:29.5Z,1,REGULAR,foul,personal,['3freethrow'],1629018,,,1610612737,23,26,2025-03-05T00:55:40Z,1120000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (LeVert 3 FT),"[1629018, 1627747]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,1179.0,,,,,,,,,,,,,,1.0,0.0,LeVert,1627747.0,,
115,PT02M25.00S,2025-03-05T00:55:38.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,23,26,2025-03-05T00:55:38Z,1140000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,23,26,2025-03-05T00:58:25Z,1150000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,23,26,2025-03-05T00:58:25Z,1160000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,out,[],201572,,,1610612737,23,26,2025-03-05T00:58:25Z,1170000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,out,[],203507,,,1610612737,23,26,2025-03-05T00:58:25Z,1180000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,23,26,2025-03-05T00:58:25Z,1190000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612737,23,26,2025-03-05T00:58:25Z,1200000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,in,[],1630579,,,1610612737,23,26,2025-03-05T00:58:25Z,1210000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M25.00S,2025-03-05T00:58:02.9Z,1,REGULAR,substitution,in,[],1627752,,,1610612737,23,26,2025-03-05T00:58:25Z,1220000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M25.00S,2025-03-05T00:58:58.4Z,1,REGULAR,freethrow,1 of 3,[],1627747,,,1610612737,24,26,2025-03-05T00:58:58Z,1230000,False,,,0,,C. LeVert Free Throw 1 of 3 (3 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
127,PT02M25.00S,2025-03-05T00:59:13.9Z,1,REGULAR,freethrow,2 of 3,[],1627747,,,1610612737,25,26,2025-03-05T00:59:13Z,1240000,False,,,0,,C. LeVert Free Throw 2 of 3 (4 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
128,PT02M25.00S,2025-03-05T00:59:28.9Z,1,REGULAR,freethrow,3 of 3,[],1627747,,,1610612737,26,26,2025-03-05T00:59:28Z,1250000,False,,,0,,C. LeVert Free Throw 3 of 3 (5 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
129,PT02M11.00S,2025-03-05T00:59:44.6Z,1,REGULAR,3pt,Jump Shot,[],1631260,27.677398160315374,23.284313725490197,1610612749,26,29,2025-03-05T00:59:52Z,1260000,False,134.0,208.0,1,left,A. Green 24' 3PT  (3 PTS) (D. Lillard 2 AST),"[1631260, 203081]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,24.7,Made,,,,,3.0,,,D. Lillard,203081.0,2.0,,,,,,
131,PT01M56.00S,2025-03-05T00:59:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.59198423127464,48.77450980392157,1610612737,28,29,2025-03-05T01:00:04Z,1280000,False,-6.0,17.0,1,right,T. Young driving Layup (6 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,1.82,Made,,,,,6.0,,,,,,,,,,,
132,PT01M41.00S,2025-03-05T01:00:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.338370565045992,47.30392156862745,1610612749,28,31,2025-03-05T01:00:18Z,1290000,False,13.0,-2.0,1,left,D. Lillard driving Layup (8 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,1.37,Made,,,,,8.0,,,,,,,,,,,
133,PT01M34.00S,2025-03-05T01:00:23.5Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612737,28,31,2025-03-05T01:00:59Z,1300000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (Young 2 FT),"[203081, 1629027]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2003.0,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0,,
135,PT01M34.00S,2025-03-05T01:01:00.6Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,29,31,2025-03-05T01:01:00Z,1320000,False,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
136,PT01M34.00S,2025-03-05T01:01:12.9Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,30,31,2025-03-05T01:01:12Z,1330000,False,,,0,,T. Young Free Throw 2 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
137,PT01M21.00S,2025-03-05T01:01:27.3Z,1,REGULAR,2pt,Jump Shot,[],203081,8.360709592641262,70.83333333333334,1610612749,30,33,2025-03-05T01:01:34Z,1340000,False,-104.0,26.0,1,left,D. Lillard 10' fadeaway bank Jump Shot (10 PTS),[203081],1610612749.0,MIL,fadeaway bank,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,10.74,Made,,,,,10.0,,,,,,,,,,,
138,PT01M06.00S,2025-03-05T01:01:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.3107752956636,70.83333333333334,1610612737,30,33,2025-03-05T01:01:55Z,1350000,False,104.0,264.0,1,right,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,28.4,Missed,,,,,,,,,,,,,,,,
139,PT01M04.00S,2025-03-05T01:01:43.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,30,33,2025-03-05T01:01:55Z,1360000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,138.0,,,,,,,,,,,,,,,
143,PT00M45.80S,2025-03-05T01:03:17.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,5.995400788436268,23.52941176470588,1610612749,30,35,2025-03-05T01:07:27Z,1400000,False,132.0,4.0,1,left,G. Trent Jr. 13' step back Jump Shot (5 PTS),[1629018],1610612749.0,MIL,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,13.25,Made,,,,,5.0,,,,,,,,,,,
144,PT00M38.20S,2025-03-05T01:03:27.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,72.35545335085413,19.362745098039216,1610612737,33,35,2025-03-05T01:03:31Z,1410000,False,-153.0,207.0,1,right,G. Niang 25' 3PT  (3 PTS) (T. Young 1 AST),"[1627777, 1629027]",1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,25.78,Made,,,,,3.0,,,T. Young,1629027.0,1.0,,,,,,
146,PT00M29.80S,2025-03-05T01:03:38.2Z,1,REGULAR,2pt,Jump Shot,[],203081,20.844283837056505,33.82352941176471,1610612749,33,37,2025-03-05T01:03:43Z,1430000,False,81.0,143.0,1,left,D. Lillard 16' fadeaway Jump Shot (12 PTS),[203081],1610612749.0,MIL,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,16.46,Made,,,,,12.0,,,,,,,,,,,
147,PT00M21.20S,2025-03-05T01:03:49.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,70.38436268068331,75.98039215686273,1610612737,33,37,2025-03-05T01:03:55Z,1440000,False,130.0,226.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,26.06,Missed,,,,,,,,,,,,,,,,
148,PT00M16.40S,2025-03-05T01:03:54.2Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,33,37,2025-03-05T01:13:22Z,1450000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,
149,PT00M06.10S,2025-03-05T01:04:05.9Z,1,REGULAR,foul,personal,[],1629611,,,1610612749,33,37,2025-03-05T01:04:17Z,1460000,False,,,0,,T. Mann take personal FOUL (1 PF),"[1629611, 203081]",1610612737.0,ATL,take,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Lillard,203081.0,,
151,PT00M06.10S,2025-03-05T01:04:23.0Z,1,REGULAR,substitution,out,[],1627777,,,1610612749,33,37,2025-03-05T01:04:29Z,1480000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M06.10S,2025-03-05T01:04:23.0Z,1,REGULAR,substitution,in,[],1642258,,,1610612749,33,37,2025-03-05T01:04:29Z,1490000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M00.50S,2025-03-05T01:04:47.7Z,1,REGULAR,3pt,Jump Shot,[],203081,19.398817345597898,91.91176470588235,1610612749,33,37,2025-03-05T01:09:21Z,1500000,False,-210.0,130.0,1,left,MISS D. Lillard 24' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,24.65,Missed,,,,,,,,,,,,,,,,
154,PT00M00.10S,2025-03-05T01:04:48.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,33,37,2025-03-05T01:05:05Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,153.0,,,,,,,,,,,,,,,
155,PT00M00.00S,2025-03-05T01:04:51.1Z,1,REGULAR,period,end,[],0,,,1610612749,33,37,2025-03-05T01:04:51Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-03-05T01:06:55.1Z,2,REGULAR,substitution,out,['startperiod'],1642258,,,1610612749,33,37,2025-03-05T01:07:19Z,1530000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-05T01:06:55.1Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,33,37,2025-03-05T01:07:19Z,1540000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-05T01:06:55.1Z,2,REGULAR,substitution,out,['startperiod'],1631260,,,1610612749,33,37,2025-03-05T01:07:19Z,1550000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-05T01:06:55.1Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612749,33,37,2025-03-05T01:07:19Z,1560000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-05T01:06:55.1Z,2,REGULAR,substitution,in,['startperiod'],1628398,,,1610612749,33,37,2025-03-05T01:07:19Z,1570000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-03-05T01:06:55.1Z,2,REGULAR,substitution,in,['startperiod'],1629645,,,1610612749,33,37,2025-03-05T01:07:19Z,1580000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-03-05T01:07:35.3Z,2,REGULAR,period,start,[],0,,,1610612737,33,37,2025-03-05T01:07:35Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M39.00S,2025-03-05T01:07:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.38042049934296,50.98039215686274,1610612737,33,37,2025-03-05T01:08:01Z,1600000,False,5.0,10.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,1.09,Missed,,,,,,,,,,,,,,,,
164,PT11M35.00S,2025-03-05T01:07:58.6Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,33,37,2025-03-05T01:08:01Z,1610000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,
165,PT11M23.00S,2025-03-05T01:08:10.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627777,90.09526938239159,47.794117647058826,1610612737,33,37,2025-03-05T01:08:16Z,1620000,False,-11.0,41.0,1,right,MISS G. Niang driving floating Shot,[1627777],1610612737.0,ATL,driving floating,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,4.21,Missed,,,,,,,,,,,,,,,,
166,PT11M22.00S,2025-03-05T01:08:11.6Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,33,37,2025-03-05T01:10:58Z,1630000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,165.0,4.0,2.0,2.0,,,,,,,,,,,,
167,PT11M21.00S,2025-03-05T01:08:15.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,33,37,2025-03-05T01:12:11Z,1640000,False,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
168,PT11M19.00S,2025-03-05T01:08:17.9Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,33,37,2025-03-05T01:12:11Z,1650000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,
169,PT11M14.00S,2025-03-05T01:08:19.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630579,5.338370565045992,50.49019607843137,1610612749,33,39,2025-03-05T01:08:25Z,1660000,False,-2.0,-2.0,1,left,J. Sims running DUNK (2 PTS) (K. Porter Jr. 1 AST),"[1630579, 1629645]",1610612749.0,MIL,running,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,0.34,Made,,,,,2.0,,,K. Porter Jr.,1629645.0,1.0,,,,,,
