actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
333,PT00M00.10S,2025-03-05T01:32:35.5Z,2,REGULAR,3pt,Jump Shot,[],201572,28.465834428383708,74.26470588235294,1610612749,66,66,2025-03-05T01:32:40Z,3300000,False,-121.0,215.0,1,left,MISS B. Lopez 24' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,24.69,Missed,,,,,,,,,,,,,,,,
334,PT00M00.10S,2025-03-05T01:32:35.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,66,66,2025-03-05T01:32:40Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,333.0,,,,,,,,,,,,,,,
335,PT00M00.00S,2025-03-05T01:32:39.6Z,2,REGULAR,period,end,[],0,,,1610612749,66,66,2025-03-05T01:32:39Z,3320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-03-05T01:45:45.7Z,3,REGULAR,substitution,out,['startperiod'],1627747,,,1610612749,66,66,2025-03-05T01:47:34Z,3330000,False,,,0,,SUB out: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-03-05T01:45:45.7Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612749,66,66,2025-03-05T01:47:34Z,3340000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-03-05T01:45:45.7Z,3,REGULAR,substitution,out,['startperiod'],203991,,,1610612749,66,66,2025-03-05T01:47:34Z,3350000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-03-05T01:45:45.7Z,3,REGULAR,substitution,in,['startperiod'],1630168,,,1610612749,66,66,2025-03-05T01:47:34Z,3360000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-03-05T01:45:45.7Z,3,REGULAR,substitution,in,['startperiod'],1631243,,,1610612749,66,66,2025-03-05T01:47:34Z,3370000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2025-03-05T01:45:45.7Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612749,66,66,2025-03-05T01:47:34Z,3380000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-03-05T01:47:54.8Z,3,REGULAR,period,start,[],0,,,1610612737,66,66,2025-03-05T01:47:54Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M37.00S,2025-03-05T01:48:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,8.229303547963205,43.627450980392155,1610612737,66,66,2025-03-05T01:48:28Z,3400000,False,32.0,25.0,1,left,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,4.05,Missed,,,,,,,,,,,,,,,,
349,PT11M36.00S,2025-03-05T01:48:17.8Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,66,66,2025-03-05T01:48:44Z,3410000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,348.0,4.0,2.0,2.0,,,,,,,,,,,,
350,PT11M35.00S,2025-03-05T01:48:20.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,66,66,2025-03-05T01:48:54Z,3420000,False,0.0,0.0,1,left,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
351,PT11M34.00S,2025-03-05T01:48:21.7Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,66,66,2025-03-05T01:49:00Z,3430000,False,,,0,,B. Lopez REBOUND (Off:4 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,350.0,8.0,4.0,4.0,,,,,,,,,,,,
352,PT11M26.00S,2025-03-05T01:48:28.6Z,3,REGULAR,3pt,Jump Shot,[],201572,93.64323258869908,97.54901960784314,1610612749,66,69,2025-03-05T01:48:33Z,3440000,False,238.0,7.0,1,right,B. Lopez 3PT  (9 PTS) (G. Antetokounmpo 6 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,23.78,Made,,,,,9.0,,,G. Antetokounmpo,203507.0,6.0,,,,,,
354,PT11M13.00S,2025-03-05T01:48:40.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.915243101182654,52.20588235294118,1610612737,66,69,2025-03-05T01:48:45Z,3460000,False,-11.0,13.0,1,left,MISS O. Okongwu alley-oop Layup,[1630168],1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.67,Missed,,,,,,,,,,,,,,,,
355,PT11M12.00S,2025-03-05T01:48:41.1Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,66,69,2025-03-05T01:50:18Z,3470000,False,,,0,,B. Lopez REBOUND (Off:4 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,354.0,9.0,5.0,4.0,,,,,,,,,,,,
357,PT11M08.00S,2025-03-05T01:48:46.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,92.85479632063075,48.77450980392157,1610612749,66,69,2025-03-05T01:50:53Z,3490000,False,-6.0,15.0,1,right,MISS G. Antetokounmpo running DUNK,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,1.59,Missed,,,,,,,,,,,,,,,,
358,PT11M05.00S,2025-03-05T01:48:49.7Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,66,69,2025-03-05T01:51:01Z,3500000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,357.0,5.0,3.0,2.0,,,,,,,,,,,,
359,PT10M53.00S,2025-03-05T01:49:00.4Z,3,REGULAR,3pt,Jump Shot,[],1631243,6.521024967148489,98.0392156862745,1610612737,69,69,2025-03-05T01:49:04Z,3510000,False,-240.0,9.0,1,left,M. Gueye 24' 3PT  (8 PTS) (T. Young 6 AST),"[1631243, 1629027]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,24.04,Made,,,,,8.0,,,T. Young,1629027.0,6.0,,,,,,
361,PT10M35.00S,2025-03-05T01:49:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,93.38042049934296,50.98039215686274,1610612749,69,71,2025-03-05T01:49:23Z,3530000,False,5.0,10.0,1,right,T. Prince Layup (5 PTS) (G. Antetokounmpo 7 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,1.09,Made,,,,,5.0,,,G. Antetokounmpo,203507.0,7.0,,,,,,
363,PT10M30.00S,2025-03-05T01:49:28.3Z,3,REGULAR,foul,offensive,[],1629027,,,1610612737,69,71,2025-03-05T01:49:38Z,3550000,False,,,0,,T. Young offensive FOUL (1 PF),"[1629027, 1627752]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Prince,1627752.0,,
365,PT10M30.00S,2025-03-05T01:49:28.3Z,3,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,69,71,2025-03-05T01:49:35Z,3570000,False,,,0,,T. Young offensive foul TURNOVER (2 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,1628480.0,2.0,,,,,,,,,,,,,,,,,,
366,PT10M15.00S,2025-03-05T01:49:54.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,93.77463863337714,49.26470588235294,1610612749,69,73,2025-03-05T01:49:59Z,3580000,False,-4.0,6.0,1,right,K. Kuzma cutting Layup (8 PTS) (G. Antetokounmpo 8 AST),"[1628398, 203507]",1610612749.0,MIL,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,0.7,Made,,,,,8.0,,,G. Antetokounmpo,203507.0,8.0,,,,,,
368,PT10M03.00S,2025-03-05T01:50:05.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,5.601182654402102,49.01960784313725,1610612737,71,73,2025-03-05T01:53:19Z,3600000,False,5.0,0.0,1,left,D. Daniels cutting Layup (7 PTS) (O. Okongwu 2 AST),"[1630700, 1630168]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,0.49,Made,,,,,7.0,,,O. Okongwu,1630168.0,2.0,,,,,,
370,PT09M51.00S,2025-03-05T01:50:21.0Z,3,REGULAR,foul,offensive,[],203507,,,1610612749,71,73,2025-03-05T01:50:27Z,3620000,False,,,0,,G. Antetokounmpo off-the-ball offensive FOUL (2 PF),"[203507, 1629027]",1610612749.0,MIL,off-the-ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,2003.0,,,,,,,,,,,,,,2.0,0.0,Young,1629027.0,,
372,PT09M51.00S,2025-03-05T01:50:21.0Z,3,REGULAR,turnover,offensive foul,[],203507,,,1610612749,71,73,2025-03-05T01:50:21Z,3640000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,2003.0,3.0,,,,,,,,,,,,,,,,,,
373,PT09M46.00S,2025-03-05T01:50:33.9Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,71,73,2025-03-05T01:50:38Z,3650000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 203507]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,3.0,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
374,PT09M46.00S,2025-03-05T01:50:33.9Z,3,REGULAR,steal,,[],203507,,,1610612749,71,73,2025-03-05T01:50:36Z,3660000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT09M36.00S,2025-03-05T01:50:44.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201572,68.80749014454665,72.05882352941177,1610612749,71,73,2025-03-05T01:50:48Z,3670000,False,110.0,241.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,26.48,Missed,,,,,,,,,,,,,,,,
376,PT09M33.00S,2025-03-05T01:50:47.1Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,71,73,2025-03-05T01:50:48Z,3680000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,375.0,1.0,1.0,0.0,,,,,,,,,,,,
377,PT09M26.00S,2025-03-05T01:50:54.2Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,71,73,2025-03-05T01:50:58Z,3690000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 201572]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,4.0,,,,,,,,,,,,,,,,,Lopez,201572.0
378,PT09M26.00S,2025-03-05T01:50:54.2Z,3,REGULAR,steal,,[],201572,,,1610612749,71,73,2025-03-05T01:50:57Z,3700000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT09M20.00S,2025-03-05T01:51:00.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627752,69.33311432325887,70.34313725490196,1610612749,71,73,2025-03-05T01:51:05Z,3710000,False,102.0,236.0,1,right,MISS T. Prince 25' running 3PT,[1627752],1610612749.0,MIL,running,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,25.68,Missed,,,,,,,,,,,,,,,,
380,PT09M17.00S,2025-03-05T01:51:03.5Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,71,73,2025-03-05T01:51:05Z,3720000,False,,,0,,D. Daniels REBOUND (Off:0 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,379.0,5.0,5.0,0.0,,,,,,,,,,,,
381,PT09M13.00S,2025-03-05T01:51:07.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642258,5.863994743758213,49.754901960784316,1610612737,73,73,2025-03-05T01:51:12Z,3730000,False,1.0,3.0,1,left,Z. Risacher running Layup (7 PTS) (D. Daniels 6 AST),"[1642258, 1630700]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,0.29,Made,,,,,7.0,,,D. Daniels,1630700.0,6.0,,,,,,
383,PT08M57.00S,2025-03-05T01:51:23.1Z,3,REGULAR,3pt,Jump Shot,[],203507,94.1688567674113,95.58823529411765,1610612749,73,73,2025-03-05T01:51:28Z,3750000,False,228.0,2.0,1,right,MISS G. Antetokounmpo 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,22.79,Missed,,,,,,,,,,,,,,,,
384,PT08M54.00S,2025-03-05T01:51:26.1Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,73,73,2025-03-05T01:51:28Z,3760000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,383.0,2.0,2.0,0.0,,,,,,,,,,,,
385,PT08M47.00S,2025-03-05T01:51:34.4Z,3,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612737,73,73,2025-03-05T01:52:02Z,3770000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Young 2 FT),"[1627752, 1629027]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,,,,,,2.0,0.0,Young,1629027.0,,
387,PT08M47.00S,2025-03-05T01:52:09.1Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,74,73,2025-03-05T01:52:09Z,3790000,False,,,0,,T. Young Free Throw 1 of 2 (17 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
388,PT08M47.00S,2025-03-05T01:52:30.1Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,75,73,2025-03-05T01:52:30Z,3800000,False,,,0,,T. Young Free Throw 2 of 2 (18 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
389,PT08M24.00S,2025-03-05T01:52:56.3Z,3,REGULAR,2pt,Jump Shot,[],203081,73.53810775295663,28.921568627450984,1610612749,75,75,2025-03-05T01:53:01Z,3810000,False,-105.0,196.0,1,right,D. Lillard 22' step back Jump Shot (16 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,22.27,Made,,,,,16.0,,,,,,,,,,,
390,PT08M02.00S,2025-03-05T01:53:17.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642258,6.1268068331143235,50.0,1610612737,75,75,2025-03-05T01:57:45Z,3820000,False,0.0,5.0,1,left,MISS Z. Risacher driving DUNK - blocked,"[1642258, 201572]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,0.51,Missed,,,,,,Lopez,201572.0,,,,,,,,,
391,PT08M02.00S,2025-03-05T01:53:17.9Z,3,REGULAR,block,,[],201572,,,1610612737,75,75,2025-03-05T01:53:20Z,3830000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
392,PT08M00.00S,2025-03-05T01:53:19.9Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,75,75,2025-03-05T01:57:54Z,3840000,False,,,0,,B. Lopez REBOUND (Off:4 Def:6),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,390.0,10.0,6.0,4.0,,,,,,,,,,,,
393,PT07M57.00S,2025-03-05T01:53:24.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,92.85479632063075,47.794117647058826,1610612749,75,75,2025-03-05T01:58:15Z,3850000,False,-11.0,15.0,1,right,MISS G. Antetokounmpo running finger roll Layup,[203507],1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,1.84,Missed,,,,,,,,,,,,,,,,
394,PT07M55.00S,2025-03-05T01:53:26.1Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,75,75,2025-03-05T01:53:32Z,3860000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,393.0,6.0,4.0,2.0,,,,,,,,,,,,
395,PT07M51.00S,2025-03-05T01:53:29.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630700,27.151773981603156,17.892156862745097,1610612737,78,75,2025-03-05T01:58:30Z,3870000,False,161.0,203.0,1,left,D. Daniels 25' 3PT running (10 PTS) (T. Young 7 AST),"[1630700, 1629027]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,25.85,Made,,,,,10.0,,,T. Young,1629027.0,7.0,,,,,,
397,PT07M26.00S,2025-03-05T01:53:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.64323258869908,50.98039215686274,1610612749,78,77,2025-03-05T01:54:02Z,3890000,False,5.0,7.0,1,right,G. Antetokounmpo Layup (19 PTS) (B. Lopez 2 AST),"[203507, 201572]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.88,Made,,,,,19.0,,,B. Lopez,201572.0,2.0,,,,,,
399,PT07M26.00S,2025-03-05T01:54:00.3Z,3,REGULAR,foul,personal,['1freethrow'],1631243,,,1610612749,78,77,2025-03-05T01:54:23Z,3910000,False,,,0,,M. Gueye shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1631243, 203507]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1628480.0,,,,,,,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,
401,PT07M26.00S,2025-03-05T01:54:38.1Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,78,78,2025-03-05T01:54:38Z,3930000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (20 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,
402,PT07M24.00S,2025-03-05T01:54:41.2Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612737,78,78,2025-03-05T01:54:46Z,3940000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"[1630700, 1627752]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,,2.0,,,,,,,,,,,,,,,,,Prince,1627752.0
403,PT07M24.00S,2025-03-05T01:54:41.2Z,3,REGULAR,steal,,[],1627752,,,1610612749,78,78,2025-03-05T01:54:43Z,3950000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
404,PT07M19.00S,2025-03-05T01:54:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,93.51182654402102,48.77450980392157,1610612749,78,80,2025-03-05T01:59:44Z,3960000,False,-6.0,8.0,1,right,K. Kuzma driving reverse Layup (10 PTS) (T. Prince 1 AST),"[1628398, 1627752]",1610612749.0,MIL,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,1.05,Made,,,,,10.0,,,T. Prince,1627752.0,1.0,,,,,,
406,PT07M08.00S,2025-03-05T01:54:58.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.376478318002626,47.794117647058826,1610612737,78,80,2025-03-05T01:55:04Z,3980000,False,11.0,101.0,1,left,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,10.2,Missed,,,,,,,,,,,,,,,,
407,PT07M06.00S,2025-03-05T01:55:00.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,78,80,2025-03-05T01:55:04Z,3990000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,406.0,,,,,,,,,,,,,,,
409,PT06M53.00S,2025-03-05T01:55:24.6Z,3,REGULAR,3pt,Jump Shot,[],1627752,95.87713534822602,94.85294117647058,1610612749,78,83,2025-03-05T01:55:30Z,4010000,False,224.0,-14.0,1,right,T. Prince 3PT  (8 PTS) (B. Lopez 3 AST),"[1627752, 201572]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,22.47,Made,,,,,8.0,,,B. Lopez,201572.0,3.0,,,,,,
411,PT06M52.00S,2025-03-05T01:55:30.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,78,83,2025-03-05T01:55:30Z,4030000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M52.00S,2025-03-05T01:57:45.7Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,78,83,2025-03-05T01:58:06Z,4040000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M52.00S,2025-03-05T01:57:45.7Z,3,REGULAR,substitution,in,[],1627747,,,1610612737,78,83,2025-03-05T01:58:06Z,4050000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M36.00S,2025-03-05T01:58:37.8Z,3,REGULAR,3pt,Jump Shot,[],1631243,29.517082785808146,30.392156862745097,1610612737,81,83,2025-03-05T01:58:42Z,4060000,False,98.0,225.0,1,left,M. Gueye 24' 3PT  (11 PTS) (C. LeVert 3 AST),"[1631243, 1627747]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,,,24.54,Made,,,,,11.0,,,C. LeVert,1627747.0,3.0,,,,,,
416,PT06M12.00S,2025-03-05T01:59:01.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.64323258869908,50.245098039215684,1610612749,81,85,2025-03-05T01:59:06Z,4080000,False,1.0,7.0,1,right,G. Antetokounmpo cutting DUNK (22 PTS) (D. Lillard 4 AST),"[203507, 203081]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.74,Made,,,,,22.0,,,D. Lillard,203081.0,4.0,,,,,,
418,PT05M58.00S,2025-03-05T01:59:15.1Z,3,REGULAR,3pt,Jump Shot,[],1642258,28.597240473061763,74.26470588235294,1610612737,81,85,2025-03-05T01:59:19Z,4100000,False,-121.0,216.0,1,left,MISS Z. Risacher 24' pullup 3PT,[1642258],1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,24.8,Missed,,,,,,,,,,,,,,,,
419,PT05M56.00S,2025-03-05T01:59:17.1Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,81,85,2025-03-05T01:59:19Z,4110000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,418.0,7.0,6.0,1.0,,,,,,,,,,,,
420,PT05M42.00S,2025-03-05T01:59:31.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.9862023653088,50.98039215686274,1610612749,81,85,2025-03-05T01:59:35Z,4120000,False,5.0,13.0,1,right,MISS K. Kuzma Layup,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,1.43,Missed,,,,,,,,,,,,,,,,
421,PT05M39.00S,2025-03-05T01:59:34.1Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612737,81,85,2025-03-05T02:16:35Z,4130000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,420.0,2.0,2.0,0.0,,,,,,,,,,,,
422,PT05M36.00S,2025-03-05T01:59:37.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,28.991458607095925,69.6078431372549,1610612737,84,85,2025-03-05T02:02:20Z,4140000,False,-98.0,220.0,1,left,C. LeVert 24' 3PT step back (12 PTS),[1627747],1610612737.0,ATL,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,24.08,Made,,,,,12.0,,,,,,,,,,,
423,PT05M20.00S,2025-03-05T01:59:53.4Z,3,REGULAR,3pt,Jump Shot,[],203507,69.85873850197109,29.166666666666668,1610612749,84,85,2025-03-05T01:59:57Z,4150000,False,-104.0,231.0,1,right,MISS G. Antetokounmpo 25' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,25.32,Missed,,,,,,,,,,,,,,,,
