actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT05M38.00S,2025-01-15T00:52:13.0Z,1,REGULAR,substitution,in,[],1628960,,,1610612756,18,12,2025-01-15T00:52:16Z,880000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2025-01-15T00:52:24.8Z,1,REGULAR,violation,kicked ball,[],1642258,,,1610612756,18,12,2025-01-15T00:52:55Z,890000,False,,,0,,Z. Risacher kicked ball VIOLATION,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,
90,PT05M38.00S,2025-01-15T00:52:44.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612756,18,12,2025-01-15T00:52:48Z,900000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M38.00S,2025-01-15T00:52:44.1Z,1,REGULAR,substitution,in,[],203992,,,1610612756,18,12,2025-01-15T00:52:48Z,910000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M23.00S,2025-01-15T00:53:05.6Z,1,REGULAR,2pt,Jump Shot,[],201142,92.19776609724047,70.09803921568627,1610612756,18,14,2025-01-15T00:53:12Z,920000,False,100.0,21.0,1,right,K. Durant 10' turnaround fadeaway Jump Shot (2 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,10.26,Made,2.0,,,,,,,,,,,,,,,,,
93,PT05M23.00S,2025-01-15T00:53:09.2Z,1,REGULAR,foul,personal,['1freethrow'],1642258,,,1610612756,18,14,2025-01-15T00:53:29Z,930000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Durant 1 FT),"[1642258, 201142]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Durant,201142.0
95,PT05M23.00S,2025-01-15T00:53:35.0Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,18,14,2025-01-15T00:53:35Z,950000,False,,,0,,MISS K. Durant Free Throw 1 of 1,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
96,PT05M21.00S,2025-01-15T00:53:37.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,18,14,2025-01-15T00:53:38Z,960000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT05M03.00S,2025-01-15T00:53:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,15.982260183968464,43.38235294117647,1610612737,20,14,2025-01-15T00:53:59Z,970000,False,33.0,98.0,1,left,D. Daniels 10' driving floating Jump Shot (4 PTS) (V. Krejčí 3 AST),"[1630700, 1630249]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,10.32,Made,4.0,,,,,V. Krejčí,1630249.0,3.0,,,,,,,,,,
99,PT04M46.00S,2025-01-15T00:54:11.1Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,20,14,2025-01-15T00:54:16Z,990000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1630249]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,Krejčí,1630249.0,,,,
100,PT04M46.00S,2025-01-15T00:54:11.1Z,1,REGULAR,steal,,[],1630249,,,1610612737,20,14,2025-01-15T00:54:13Z,1000000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
101,PT04M41.00S,2025-01-15T00:54:16.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,27.54599211563732,75.24509803921569,1610612737,20,14,2025-01-15T00:54:26Z,1010000,False,-126.0,206.0,1,left,MISS B. Bogdanović 24' running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,24.19,Missed,,,,,,,,,,,,,,,,,,
102,PT04M38.00S,2025-01-15T00:54:19.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,20,14,2025-01-15T00:54:26Z,1020000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,
103,PT04M28.00S,2025-01-15T00:54:30.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,78.13731931668858,70.58823529411765,1610612756,20,16,2025-01-15T00:54:35Z,1030000,False,103.0,153.0,1,right,D. Booker 18' pullup Jump Shot (5 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,18.44,Made,5.0,,,,,,,,,,,,,,,,,
104,PT04M13.00S,2025-01-15T00:54:43.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,10.5946123521682,44.85294117647059,1610612737,20,16,2025-01-15T01:01:05Z,1040000,False,26.0,47.0,1,left,MISS O. Okongwu driving Hook,[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
105,PT04M10.00S,2025-01-15T00:54:46.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,20,16,2025-01-15T00:54:48Z,1050000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,
106,PT04M01.00S,2025-01-15T00:54:56.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201142,87.33574244415243,46.32352941176471,1610612756,20,18,2025-01-15T01:02:23Z,1060000,False,-18.0,67.0,1,right,K. Durant 6' turnaround Hook (4 PTS),[201142],1610612756.0,PHX,turnaround,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,4.0,,,,,,,,,,,,,,,,,
107,PT03M46.00S,2025-01-15T00:55:11.0Z,1,REGULAR,2pt,Jump Shot,[],1642258,5.732588699080158,90.19607843137256,1610612737,20,18,2025-01-15T00:55:16Z,1070000,False,-201.0,1.0,1,left,MISS Z. Risacher 20' Jump Shot,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left,20.1,Missed,,,,,,,,,,,,,,,,,,
108,PT03M45.00S,2025-01-15T00:55:12.0Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,20,18,2025-01-15T00:55:16Z,1080000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Left,,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,
109,PT03M45.00S,2025-01-15T00:55:14.1Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612737,20,18,2025-01-15T00:55:43Z,1090000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Okongwu 2 FT),"[203078, 1630168]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,,,,1.0,0.0,Okongwu,1630168.0
111,PT03M45.00S,2025-01-15T00:55:44.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,20,18,2025-01-15T00:55:44Z,1110000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2025-01-15T00:55:44.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,20,18,2025-01-15T00:55:44Z,1120000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,
113,PT03M45.00S,2025-01-15T00:55:54.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,20,18,2025-01-15T00:55:54Z,1130000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,20,18,2025-01-15T00:58:27Z,1140000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,out,[],1630249,,,1610612737,20,18,2025-01-15T00:58:27Z,1150000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,out,[],1642346,,,1610612737,20,18,2025-01-15T00:58:27Z,1160000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,out,[],1626164,,,1610612737,20,18,2025-01-15T00:58:27Z,1170000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,in,[],1631223,,,1610612737,20,18,2025-01-15T00:58:27Z,1180000,False,,,0,,SUB in: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,20,18,2025-01-15T00:58:27Z,1190000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612737,20,18,2025-01-15T00:58:27Z,1200000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M45.00S,2025-01-15T00:57:28.5Z,1,REGULAR,substitution,in,[],1642345,,,1610612737,20,18,2025-01-15T00:58:27Z,1210000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M45.00S,2025-01-15T00:58:56.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,21,18,2025-01-15T00:58:56Z,1220000,False,,,0,,O. Okongwu Free Throw 2 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
123,PT03M28.00S,2025-01-15T00:59:15.1Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612756,21,18,2025-01-15T00:59:39Z,1230000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Durant 2 FT),"[1630700, 201142]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Durant,201142.0
125,PT03M28.00S,2025-01-15T00:59:43.2Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,21,19,2025-01-15T00:59:43Z,1250000,False,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
126,PT03M28.00S,2025-01-15T00:59:48.1Z,1,REGULAR,substitution,out,[],1630700,,,1610612756,21,19,2025-01-15T00:59:53Z,1260000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M28.00S,2025-01-15T00:59:48.1Z,1,REGULAR,substitution,in,[],1629027,,,1610612756,21,19,2025-01-15T00:59:53Z,1270000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M28.00S,2025-01-15T01:00:10.7Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,21,20,2025-01-15T01:00:10Z,1280000,False,,,0,,K. Durant Free Throw 2 of 2 (6 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
129,PT03M20.00S,2025-01-15T01:00:20.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,30.699737187910642,76.7156862745098,1610612737,21,20,2025-01-15T01:00:26Z,1290000,False,-134.0,236.0,1,left,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
130,PT03M17.00S,2025-01-15T01:00:23.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,21,20,2025-01-15T01:00:26Z,1300000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,
131,PT03M04.00S,2025-01-15T01:00:37.1Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612756,21,20,2025-01-15T01:00:41Z,1310000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1629027]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Young,1629027.0,,,,
132,PT03M04.00S,2025-01-15T01:00:37.1Z,1,REGULAR,steal,,[],1629027,,,1610612737,21,20,2025-01-15T01:00:39Z,1320000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
133,PT02M50.00S,2025-01-15T01:00:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,32.276609724047304,65.19607843137256,1610612737,24,20,2025-01-15T01:00:57Z,1330000,False,-76.0,251.0,1,left,T. Young 26' 3PT pullup (13 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.22,Made,13.0,,,,,,,,,,,,,,,,,
135,PT02M30.00S,2025-01-15T01:01:10.5Z,1,REGULAR,2pt,Jump Shot,[],201142,76.95466491458606,64.95098039215686,1610612756,24,22,2025-01-15T01:01:14Z,1350000,False,75.0,164.0,1,right,K. Durant 18' pullup Jump Shot (8 PTS) (B. Beal 1 AST),"[201142, 203078]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,18.03,Made,8.0,,,,,B. Beal,203078.0,1.0,,,,,,,,,,
137,PT02M13.00S,2025-01-15T01:01:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,7.5722733245729295,43.38235294117647,1610612737,24,22,2025-01-15T01:05:46Z,1370000,False,33.0,19.0,1,left,MISS O. Okongwu cutting Layup - blocked,"[1630168, 201142]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,3.8,Missed,,,,,,,,,Durant,201142.0,,,,,,,,
138,PT02M13.00S,2025-01-15T01:01:27.1Z,1,REGULAR,block,,[],201142,,,1610612737,24,22,2025-01-15T01:01:30Z,1380000,False,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT02M10.00S,2025-01-15T01:01:30.1Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,24,22,2025-01-15T01:01:32Z,1390000,False,,,0,,T. Young REBOUND (Off:2 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,137.0,2.0,0.0,2.0,,,,,,,,,,,,,
141,PT02M00.00S,2025-01-15T01:02:00.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,24,22,2025-01-15T01:02:07Z,1410000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201638.0,,,,,,,
142,PT01M53.00S,2025-01-15T01:02:20.4Z,1,REGULAR,foul,personal,[],203992,,,1610612756,24,22,2025-01-15T01:02:26Z,1420000,False,,,0,,B. Bogdanović personal FOUL (1 PF),"[203992, 1628960]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Allen,1628960.0
144,PT01M46.00S,2025-01-15T01:02:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,92.32917214191852,47.30392156862745,1610612756,24,24,2025-01-15T01:08:52Z,1440000,False,-13.0,20.0,1,right,B. Beal driving reverse Layup (2 PTS),[203078],1610612756.0,PHX,driving reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,,,,,,,,,,,,,,,,,
145,PT01M32.00S,2025-01-15T01:02:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629726,5.995400788436268,95.58823529411765,1610612737,27,24,2025-01-15T01:03:00Z,1450000,False,-228.0,4.0,1,left,G. Mathews 3PT  (3 PTS) (D. Roddy 1 AST),"[1629726, 1631223]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,22.79,Made,3.0,,,,,D. Roddy,1631223.0,1.0,,,,,,,,,,
147,PT01M17.00S,2025-01-15T01:03:09.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,71.69842312746385,79.16666666666666,1610612756,27,27,2025-01-15T01:03:15Z,1470000,False,146.0,214.0,1,right,G. Allen 25' 3PT  (3 PTS) (K. Durant 2 AST),"[1628960, 201142]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.85,Made,3.0,,,,,K. Durant,201142.0,2.0,,,,,,,,,,
149,PT01M10.00S,2025-01-15T01:03:19.4Z,1,REGULAR,foul,personal,[],1628960,,,1610612737,27,27,2025-01-15T01:03:26Z,1490000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 1629726]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627526.0,,,,1.0,0.0,Mathews,1629726.0
151,PT00M58.40S,2025-01-15T01:03:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629726,27.020367936925098,79.90196078431373,1610612737,30,27,2025-01-15T01:03:58Z,1510000,False,-150.0,201.0,1,left,G. Mathews 25' 3PT  (6 PTS) (T. Young 2 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,25.09,Made,6.0,,,,,T. Young,1629027.0,2.0,,,,,,,,,,
153,PT00M40.40S,2025-01-15T01:04:18.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612756,30,27,2025-01-15T01:04:43Z,1530000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Durant 2 FT),"[1629726, 201142]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Durant,201142.0
155,PT00M40.40S,2025-01-15T01:04:48.6Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,30,27,2025-01-15T01:04:48Z,1550000,False,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT00M40.40S,2025-01-15T01:04:48.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,30,27,2025-01-15T01:04:48Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,
157,PT00M40.40S,2025-01-15T01:05:08.5Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,30,28,2025-01-15T01:05:08Z,1570000,False,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
158,PT00M28.80S,2025-01-15T01:05:22.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.61957950065703,47.549019607843135,1610612737,30,28,2025-01-15T01:05:27Z,1580000,False,12.0,245.0,1,left,MISS T. Young 24' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,24.5,Missed,,,,,,,,,,,,,,,,,,
159,PT00M25.50S,2025-01-15T01:05:25.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,30,28,2025-01-15T01:05:27Z,1590000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,158.0,4.0,3.0,1.0,,,,,,,,,,,,,
160,PT00M05.50S,2025-01-15T01:05:45.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,93.9060446780552,2.2058823529411766,1610612756,30,31,2025-01-15T01:05:52Z,1600000,False,-239.0,5.0,1,right,G. Allen 3PT  (6 PTS) (R. O'Neale 1 AST),"[1628960, 1626220]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.9,Made,6.0,,,,,R. O'Neale,1626220.0,1.0,,,,,,,,,,
162,PT00M01.50S,2025-01-15T01:05:53.3Z,1,REGULAR,3pt,Jump Shot,[],203992,24.392247043363994,86.51960784313727,1610612737,33,31,2025-01-15T01:05:58Z,1620000,False,-183.0,177.0,1,left,B. Bogdanović 25' 3PT pullup (3 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,25.42,Made,3.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2025-01-15T01:06:01.0Z,1,REGULAR,period,end,[],0,,,1610612756,33,31,2025-01-15T01:06:01Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-01-15T01:06:17.6Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,33,31,2025-01-15T01:08:53Z,1640000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-01-15T01:06:17.6Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,33,31,2025-01-15T01:08:53Z,1650000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-01-15T01:08:53.7Z,2,REGULAR,period,start,[],0,,,1610612756,33,31,2025-01-15T01:08:54Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M39.00S,2025-01-15T01:09:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,93.51182654402102,46.81372549019608,1610612756,33,31,2025-01-15T01:12:18Z,1670000,False,-16.0,8.0,1,right,MISS O. Ighodaro driving reverse Layup,[1642345],1610612756.0,PHX,driving reverse,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,,
168,PT11M36.00S,2025-01-15T01:09:16.7Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,33,31,2025-01-15T01:09:19Z,1680000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,167.0,3.0,2.0,1.0,,,,,,,,,,,,,
169,PT11M24.00S,2025-01-15T01:09:28.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.075558475689881,51.225490196078425,1610612737,35,31,2025-01-15T01:09:33Z,1690000,False,-6.0,-5.0,1,left,O. Okongwu DUNK (3 PTS) (D. Roddy 2 AST),"[1630168, 1631223]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.78,Made,3.0,,,,,D. Roddy,1631223.0,2.0,,,,,,,,,,
171,PT11M10.00S,2025-01-15T01:09:42.5Z,2,REGULAR,3pt,Jump Shot,[],1626220,73.53810775295663,17.401960784313726,1610612756,35,31,2025-01-15T01:09:48Z,1710000,False,-163.0,196.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
172,PT11M07.00S,2025-01-15T01:09:45.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,35,31,2025-01-15T01:09:48Z,1720000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,171.0,4.0,3.0,1.0,,,,,,,,,,,,,
173,PT11M01.00S,2025-01-15T01:09:52.2Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612737,35,31,2025-01-15T01:10:19Z,1730000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1626164, 1630168]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,,,,1.0,0.0,Okongwu,1630168.0
175,PT11M01.00S,2025-01-15T01:10:20.6Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,36,31,2025-01-15T01:10:20Z,1750000,False,,,0,,O. Okongwu Free Throw 1 of 2 (4 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
